id	settlement_option	captive_option_outcome	settlement_type	acting_army_faction_effect_bundle	acting_army_faction_effect_bundle_turns	target_settlement_faction_effect_bundle	target_settlement_faction_effect_bundle_turns	group	acting_army_effect_bundle	acting_army_effect_bundle_turns	tooltip	icon	base_loot	building_loot_mod	resource_transaction	uses_small_ui_template	sort_order_override	disable_gaining_action_points_for_a_turn	required_resources	resource_loot_multiplier	required_tag	required_diplomatic_stance	audio_override	allowed_building_chains	capturing_force_resource_transaction	capturing_force_resource_loot_multiplier	captured_region_resource_transaction	captured_region_resource_loot_multiplier	captured_region_resource_building_level_multiplier	allowed_regions_groups
1269523315	occupation_decision_raze_without_occupy	kill		wh2_twa03_bundle_rakarth_occupation_ogres	0		0	wh2_twa03_rakarth_occupation_decision_ogres		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_def_dark_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1291607776	occupation_decision_do_nothing	none			0		0	wh3_main_sc_ogr_ogre_kingdoms_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1292694896	occupation_decision_occupy	kill	wh3_dlc27_norsca_altars_tze		0		0	wh_dlc08_occupation_decision_norsca		0	Raise Altar – Eagle||Pillage and raze this region while erecting an Altar to the Great Eagle.\n\nAttaining allegiance to this God will reward you with powerful benefits, potentially allowing access to a mighty Lord of Change, [[img:icon_god_eagle]][[/img]][[col:yellow]]Azrik the Maze Keeper[[/col]], who can be recruited to fight for your faction.\n\n{{tr:ui_text_replacements_localised_text_wh3_dlc27_nor_allegiance_altar_landmark_limitation}}	wh_dlc08_nor_norsca_raze_eagle	0.0000	0.2000	wh3_dlc27_resource_cost_nor_raze_settlement_spoils_instant	true	-5	true		0.2000			nor_allegiance_eagle			0.0000		0.0000	-1.0000	
1296267141	occupation_decision_colonise	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_fort_unicorn_gate		0.0000		0.0000	-1.0000	
1328414927	occupation_decision_occupy	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_fort_emp		0.0000		0.0000	-1.0000	
1337096881	occupation_decision_occupy	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_unicorn_gate		0.0000		0.0000	-1.0000	
1343564720	occupation_decision_resettle	none			0		0	wh2_main_sc_rogue_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1350451005	occupation_decision_occupy	kill	wh3_dlc27_norsca_core_settlement		0		0	wh3_dlc27_occupation_decision_norsca_sayl		0	Colonise||Settle your troops.	wh3_dlc27_nor_norsca_occupy_spoils	0.0000	1.0000	wh3_dlc27_nor_spoils_occupy_settlement	false	-2	true	wh3_dlc27_nor_spoils_occupy_settlement	0.0000						0.0000		0.0000	-1.0000	wh3_dlc27_outside_norsca_regions
1366800725	occupation_decision_gift_to_another_faction	enslave		wh2_dlc13_emp_returned_region	0		0	wh2_main_sc_emp_empire_occupation_decision_return_to_elector		0	Return to Elector||Return ownership of the settlement to its rightful Elector Count.	occupy	0.0000	0.0000		false	-1	true		0.0000	elector_region	military_allies				0.0000		0.0000	-1.0000	
1369123792	occupation_decision_occupy	kill	wh3_dlc27_norsca_altars_nur		0		0	wh_dlc08_occupation_decision_norsca		0	Raise Altar – Crow||Pillage and raze this region while erecting an Altar to the Great Crow.\n\nAttaining allegiance to this God will reward you with powerful benefits, potentially allowing access to the Exalted Great Unclean One, [[img:icon_god_crow]][[/img]][[col:yellow]]Burplesmirk Spewpit[[/col]], who can be recruited to fight for your faction.\n\n{{tr:ui_text_replacements_localised_text_wh3_dlc27_nor_allegiance_altar_landmark_limitation}}	wh_dlc08_nor_norsca_raze_crow	0.0000	0.2000	wh3_dlc27_resource_cost_nor_raze_settlement_spoils_instant	true	-2	true		0.2000			nor_allegiance_crow			0.0000		0.0000	-1.0000	
1374550912	occupation_decision_loot	enslave			0		0	wh2_dlc12_sc_lzd_cult_of_sotek_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000	wh2_dlc12_resource_cost_lzd_capture_sacrifices	false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1407772052	occupation_decision_sack	none			0		0	wh3_main_sc_ksl_kislev_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1407842613	occupation_decision_occupy	none			0		0	wh3_main_sc_cth_cathay_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
145887959	occupation_decision_raze_without_occupy	none			0		0	wh2_dlc15_occupation_decision_eltharion_vs_greenskins	wh2_dlc15_bundle_eltharion_greenskins_purge	3	Raze||All buildings are destroyed and the settlement is torched as retribution for Greenskin crimes. Recovered loot and materials are shipped back to secure Tor Yvresse.	wh2_main_hef_high_elves_raze	120.0000	0.3000	wh2_dlc15_eltharion_raze_greenskins	false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1466869363	occupation_decision_raze_without_occupy	kill		wh2_twa03_bundle_rakarth_occupation_greenskins	0		0	wh2_twa03_rakarth_occupation_decision_greenskins		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_def_dark_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1472801267	occupation_decision_resettle	none			0		0	wh3_main_sc_ogr_ogre_kingdoms_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1489372626	occupation_decision_occupy	none	wh3_dlc27_dechala_war_pit		0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_occupy		0	Occupy as Tormentor's Hold||You occupy the settlement and establish a [[img:icon_dechala_war_pit]][[/img]]Tormentor's Hold.||{{tr:wh3_dlc27_sla_dechala_settlement_type_war_pit}}	wh3_dlc27_sla_slaanesh_occupy_war	0.0000	1.0000		false	2	true		0.0000			sla_dechala_war_pit	wh3_main_primary_core_generic_minor		0.0000		0.0000	1.0000	
150527796	occupation_decision_liberate	none			0		0	wh3_dlc27_hef_aislinn_occupation_option_liberate		0	Reinstate Faction||Resurrect a High Elf faction that once existed here.	wh3_dlc27_hef_high_elves_reinstate	0.0000	1.0000		false	5	true		0.0000			hef_aislinn_reinstate_lord	wh3_main_primary_core_generic_major		0.0000		0.0000	-1.0000	
1513776188	occupation_decision_resettle	none			0		0	wh3_main_sc_ksl_kislev_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1517426446	occupation_decision_loot	enslave		wh2_twa03_bundle_rakarth_occupation_wood_elves	0		0	wh2_twa03_rakarth_occupation_decision_wood_elves		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1525189544	occupation_decision_resettle	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_fort_emp		0.0000		0.0000	-1.0000	
1545063178	occupation_decision_colonise	kill			0		0	wh3_dlc27_hef_aislinn_occupation_option_colonise		0	Establish Colony||Occupy the settlement and transform it into an Elven Colony\n\n[[col:yellow]]{{tr:wh3_dlc27_text_pointer_hef_establish_colony_text_pointer_2}}\n\n{{tr:pooled_resource_naval_supplies_tooltip_wh3_dlc27_hef_aislinn}}[[/col]]	colonise	0.0000	1.0000	wh3_dlc27_hef_aislinn_colony_occupation	false	1	true	wh3_dlc27_hef_aislinn_colony_occupation	0.0000			hef_aislinn_colonise	wh3_main_primary_core_generic_minor		0.0000		0.0000	-1.0000	
1546674705	occupation_decision_resettle	none			0		0	wh3_main_sc_tze_tzeentch_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1552158562	occupation_decision_sack	none			0		0	wh3_dlc27_hef_occupation_decision_raze_sack_ulthuan_region		0	Sack (Elven Heritage)||You do not capture the settlement but instead steal wealth and damage buildings. You will lose [[img:icon_hef_favour]][[/img]]Favour with the Phoenix King, all captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000	wh3_dlc27_hef_raze_sack_ulthuan_region	false	-1	true		0.0000			hef_ulthuan_sack			0.0000		0.0000	-1.0000	
1552741063	occupation_decision_colonise	none	wh3_main_dae_nurgle		0		0	wh3_main_sc_dae_daemons_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||For the glory of Nurgle! Settle your troops.\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_nurgle	0.0000	1.0000	wh3_main_occupation_reward_daemons_nurgle_colonise	true	1	true		0.0000						0.0000		0.0000	-1.0000	
1560616607	occupation_decision_liberate	enslave			0		0	wh3_dlc27_sla_the_tormentors_occupation_decision_liberate		0	Create Vassal||You resurrect a faction that once existed here, but enslaved to your will.\n\nThey will be immensely grateful for this, offering their services as a [[img:icon_vassal]][[/img]]vassal.	occupy	100.0000	0.5000	wh3_dlc27_resource_cost_sla_the_tormentors_vassalised_faction	false	-1	true		0.0000						0.0000		0.0000	-1.0000	
156637305	occupation_decision_loot	enslave		wh2_twa03_bundle_rakarth_occupation_kislev	0		0	wh2_twa03_rakarth_occupation_decision_kislev		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1574012279	occupation_decision_raze_without_occupy	none			0		0	wh3_main_sc_ksl_kislev_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1589874304	occupation_decision_loot	none			0		0	wh3_dlc27_sc_sla_slaanesh_occupation_decision_colonise_loot_occupy_sack		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1595781982	occupation_decision_occupy	kill	wh3_dlc27_norsca_core_settlement		0		0	wh_dlc08_occupation_decision_norsca		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-2	true		0.0000						0.0000		0.0000	-1.0000	wh3_dlc27_norsca_regions
1597900073	occupation_decision_raze_without_occupy	kill		wh2_twa03_bundle_rakarth_occupation_warriors_of_chaos	0		0	wh2_twa03_rakarth_occupation_decision_warriors_of_chaos		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_def_dark_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1598549406	occupation_decision_raze_without_occupy	kill		wh2_dlc16_pooled_resource_world_roots_health_razed_dummy	1		0	wh2_main_sc_wef_wood_elves_occupation_decision_raze_without_occupy_forest_border		0	Clear Heathland||All buildings are destroyed and the settlement is razed. This region is part of the ancient Heathland of a nearby Magical Forest. While razed, it will contribute to the Forest's health.	wh_dlc05_wef_wood_elves_raze	500.0000	0.6000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1599277167	occupation_decision_resettle	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_fort_eagle_gate		0.0000		0.0000	-1.0000	
1602511048	occupation_decision_loot	none			0		0	wh3_dlc26_sc_ogr_ogre_kingdoms_occupation_decision_loot_golgfag		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000	wh3_dlc26_resource_cost_ogr_merc_points_occupation	false	-1	true		0.0500					wh3_dlc26_ogr_meat_looting_sacking_razing	0.0500		0.0000	-1.0000	
1609392163	occupation_decision_occupy	kill			0		0	wh3_dlc27_hef_aislinn_occupation_option_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000				wh3_main_primary_core_special_fort_phoenix_gate		0.0000		0.0000	-1.0000	
1619577718	occupation_decision_sack	none			0		0	wh3_main_sc_ogr_ogre_kingdoms_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000					wh3_dlc26_ogr_meat_looting_sacking_razing	0.1000		0.0000	-1.0000	
1636165653	occupation_decision_resettle	kill			0		0	wh3_dlc27_hef_aislinn_occupation_option_resettle		0	Establish Colony||Occupy the settlement and transform it into an Elven Colony\n\n[[col:yellow]]{{tr:wh3_dlc27_text_pointer_hef_establish_colony_text_pointer_2}}\n\n{{tr:pooled_resource_naval_supplies_tooltip_wh3_dlc27_hef_aislinn}}[[/col]]	colonise	0.0000	1.0000	wh3_dlc27_hef_aislinn_colony_occupation	false	1	true	wh3_dlc27_hef_aislinn_colony_occupation	0.0000			hef_aislinn_colonise	wh3_main_primary_core_generic_minor		0.0000		0.0000	-1.0000	
1637387566	occupation_decision_do_nothing	none			0		0	wh3_main_sc_cth_cathay_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1642586277	occupation_decision_colonise	enslave	wh3_dlc23_chd_tower		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Colonise as Tower||You settle your troops and construct a tower.\n\n{{tr:chd_settlement_description_tower}}\n\nTowers require a large amount of resources from Mines and Factories to develop.	occupy_tower	0.0000	1.0000		false	2	false		0.0000			occupy_tower	wh3_main_primary_core_generic_major		0.0000		0.0000	-1.0000	
164375587	occupation_decision_loot	enslave		wh2_twa03_bundle_rakarth_occupation_dark_elves	0		0	wh2_twa03_rakarth_occupation_decision_dark_elves		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.5000						0.0000		0.0000	-1.0000	
1647036990	occupation_decision_resettle	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_major_galleons_graveyard		0.0000		0.0000	-1.0000	
1650533241	occupation_decision_occupy	none	wh3_main_dae_tzeentch		0		0	wh3_main_sc_dae_daemons_occupation_decision_occupy		0	Occupy||For the glory of Tzeentch! {{tr:occupation_decision_occupy}}\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_tzeentch	0.0000	1.0000	wh3_main_occupation_reward_daemons_tzeentch	true	3	true		0.1000						0.0000		0.0000	-1.0000	
1655985515	occupation_decision_sack	none			0		0	wh3_main_sc_cth_cathay_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1662205812	occupation_decision_do_nothing	none			0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1667253945	occupation_decision_occupy	kill		wh2_twa03_bundle_rakarth_occupation_wood_elves	0		0	wh2_twa03_rakarth_occupation_decision_wood_elves		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1667551853	occupation_decision_resettle	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_fort_phoenix_gate		0.0000		0.0000	-1.0000	
1671725074	occupation_decision_sack	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are forced into your Labour force, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	100.0000	0.3000	wh3_dlc23_chd_sack_labour	false	3	false		1.0000						0.0000		0.0000	-1.0000	
1673500944	occupation_decision_raze_without_occupy	enslave			0	wh3_dlc26_block_occupation_khorne	3	wh3_main_sc_kho_khorne_occupation_decision_raze_without_occupy	wh3_main_bundle_occupation_decision_khorne_raze_blood	1	Blood for the Blood God||Raze the settlement and perform blood-rites to summon reinforcements.	raze	0.0000	0.0000	wh3_dlc26_resource_cost_kho_bloodhost_summon_cost	false	-1	false	wh3_dlc26_resource_cost_kho_bloodhost_summon_cost	0.0000			kho_blood_for_the_blood_god			0.0000		0.0000	-1.0000	
16855807	occupation_decision_do_nothing	none			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_do_nothing		0	Do Nothing||Leave this settlement as it stands.	desolation	0.0000	1.0000		false	-1	false		0.0000						0.0000		0.0000	-1.0000	
1685831066	occupation_decision_colonise	enslave			0		0	wh3_dlc27_sc_sla_dechala_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	1.0000		false	0	false		1.0000				wh3_main_primary_core_special_fort_emp		0.0000		0.0000	-1.0000	
1690326576	occupation_decision_vassal	enslave			0		0	wh3_main_sc_sla_slaanesh_occupation_decision_vassal		0	Subjugate||You become the master of the conquered faction and they become your vassal, paying tribute each turn. 	occupy	0.0000	1.0000	wh3_main_resource_cost_sla_vassalised_faction	false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1714590130	occupation_decision_raze_without_occupy	none			0		0	wh3_main_sc_nur_nurgle_occupation_decision_raze_without_occupy		0	Raze||All buildings are destroyed and the settlement is torched. The previous owners will like you a lot less.	raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1716173921	occupation_decision_resettle	none	wh3_main_dae_nurgle		0		0	wh3_main_sc_dae_daemons_occupation_decision_resettle		0	Resettle||For the glory of Nurgle! With no regions currently under your control, you have the option to settle your army here.\n\n{{tr:settlement_types_occupy_tooltip}}	occupy_nurgle	0.0000	1.0000	wh3_main_occupation_reward_daemons_nurgle_colonise	true	1	true		0.0000						0.0000		0.0000	-1.0000	
1717385055	occupation_decision_occupy	kill			0		0	wh3_dlc27_hef_aislinn_occupation_option_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000				wh3_main_primary_core_special_fort_unicorn_gate		0.0000		0.0000	-1.0000	
1732360289	occupation_decision_vassal	enslave			0		0	wh3_dlc27_sc_sla_the_masque_occupation_decision_vassalize		0	Subjugate||You become the master of the conquered faction and they become your vassal, paying tribute each turn. 	occupy	0.0000	1.0000		false	-1	true		0.0000					wh3_dlc27_resource_cost_sla_the_masque_tempo_occupation_vassalize	0.0000		0.0000	-1.0000	
1760484900	occupation_decision_occupy	none			0		0	wh3_main_pro_sc_ksl_kislev_occupation_decision_occupy		0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1764857690	occupation_decision_sack	none			0		0	wh3_main_sc_dae_daemons_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	4	true		0.0000						0.0000		0.0000	-1.0000	
1764888954	occupation_decision_sack	release			0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_sack		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1769740993	occupation_decision_raze_without_occupy	kill		wh2_twa03_bundle_rakarth_occupation_wood_elves	0		0	wh2_twa03_rakarth_occupation_decision_wood_elves		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_def_dark_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1790090163	occupation_decision_raze_without_occupy	kill		wh2_twa03_bundle_rakarth_occupation_kislev	0		0	wh2_twa03_rakarth_occupation_decision_kislev		0	Raze||All buildings are destroyed and the settlement is torched.	wh2_main_def_dark_elves_raze	100.0000	0.2000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
179365512	occupation_decision_colonise	none			0		0	wh2_main_sc_chs_chaos_occupation_decision_colonise	wh3_main_bundle_vulnerable_colonize	1	Colonise||Settle your troops.	colonise	0.0000	1.0000		false	-1	false		0.0000						0.0000		0.0000	-1.0000	
1796393989	occupation_decision_loot	enslave		wh2_twa03_bundle_rakarth_occupation_warriors_of_chaos	0		0	wh2_twa03_rakarth_occupation_decision_warriors_of_chaos		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1802531850	occupation_decision_do_nothing	none			0		0	wh3_main_sc_nur_nurgle_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1804337934	occupation_decision_sack	enslave		wh2_twa03_bundle_rakarth_occupation_wood_elves	0		0	wh2_twa03_rakarth_occupation_decision_wood_elves		0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1808714346	occupation_decision_resettle	none			0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1810943986	occupation_decision_colonise	enslave			0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_colonise		0	Occupy||{{tr:occupation_decision_occupy}}	colonise	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	0	false		1.0000				wh3_main_primary_core_special_fort_cth_bastion		0.0000		0.0000	-1.0000	
1812399685	occupation_decision_loot	none			0		0	wh3_dlc27_sc_sla_the_masque_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000					wh3_dlc27_resource_cost_sla_the_masque_tempo_occupation_loot	0.0350		0.0000	-1.0000	
1813814333	occupation_decision_occupy	none			0		0	wh3_dlc27_sc_sla_the_masque_occupation_decision_occupy		0	Occupy||You occupy this settlement.	occupy	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1822456386	occupation_decision_do_nothing	none			0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_do_nothing		0	Do Nothing||Leave the settlement as it stands.	desolation	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1824195232	occupation_decision_occupy	kill	wh3_dlc27_norsca_altars_sla		0		0	wh_dlc08_occupation_decision_norsca		0	Raise Altar – Serpent||Pillage and raze this region while erecting an Altar to the Great Serpent.\n\nAttaining allegiance to this God will reward you with powerful benefits, potentially allowing access to a specialist Chaos Sorcerer, [[img:icon_god_snake]][[/img]][[col:yellow]]Kihar the Tormentor,[[/col]] who can be recruited to fight for your faction.\n\n{{tr:ui_text_replacements_localised_text_wh3_dlc27_nor_allegiance_altar_landmark_limitation}}	wh_dlc08_nor_norsca_raze_serpent	0.0000	0.2000	wh3_dlc27_resource_cost_nor_raze_settlement_spoils_instant	true	-3	true		0.2000			nor_allegiance_serpent			0.0000		0.0000	-1.0000	
182625411	occupation_decision_resettle	none			0		0	wh2_main_sc_chs_chaos_occupation_decision_resettle		0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
1830471298	occupation_decision_resettle	enslave	wh3_dlc23_chd_tower		0		0	wh3_dlc23_sc_chd_chaos_dwarfs_occupation_decision_occupy		0	Resettle as Tower||With no regions currently under your control, you have the option to settle your army here and construct a tower.\n\n{{tr:chd_settlement_description_tower}}\n\nTowers require a large amount of resources from Mines and Factories to develop.	occupy_tower	0.0000	0.2000	wh3_dlc23_chd_sack_labour	false	2	false		1.0000			occupy_tower	wh3_main_primary_core_generic_major		0.0000		0.0000	-1.0000	
1832673091	occupation_decision_loot	none			0		0	wh3_main_sc_cth_cathay_occupation_decision_loot		0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0.0000	1.0000		false	-1	true		0.0000						0.0000		0.0000	-1.0000	
