character_animation_set	mount_unit	rider_animation_set	vfx_filter_override
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_prophetess_beasts_2	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_prophetess_beasts_3	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_prophetess_heavens_1	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_prophetess_heavens_2	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_dlc07_brt_cha_prophetess_heavens_3	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_main_brt_cha_damsel_1	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_main_brt_cha_damsel_2	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_bretonnian_staff_and_sword	wh_main_brt_cha_damsel_3	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_beasts_1	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_beasts_2	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_beasts_3	cam_hu1b_elf_spellsinger_bi1_eagle	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_dark_1	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_dark_2	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_dark_3	cam_hu1b_elf_spellsinger_bi1_eagle	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_high_1	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_high_2	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_high_3	cam_hu1b_elf_spellsinger_bi1_eagle	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_life_1	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_life_2	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_life_3	cam_hu1b_elf_spellsinger_bi1_eagle	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_shadows_1	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_shadows_2	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh2_dlc16_wef_cha_spellweaver_shadows_3	cam_hu1b_elf_spellsinger_bi1_eagle	0
cam_hu1b_elf_spellsinger	wh_dlc05_wef_cha_spellsinger_beasts_1	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh_dlc05_wef_cha_spellsinger_beasts_2	cam_hu1b_elf_spellsinger_bi1_eagle	0
cam_hu1b_elf_spellsinger	wh_dlc05_wef_cha_spellsinger_beasts_3	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh_dlc05_wef_cha_spellsinger_life_1	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh_dlc05_wef_cha_spellsinger_life_2	cam_hu1b_elf_spellsinger_bi1_eagle	0
cam_hu1b_elf_spellsinger	wh_dlc05_wef_cha_spellsinger_life_3	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh_dlc05_wef_cha_spellsinger_shadows_1	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh_dlc05_wef_cha_spellsinger_shadows_2	cam_hu1b_elf_spellsinger_bi1_eagle	0
cam_hu1b_elf_spellsinger	wh_dlc05_wef_cha_spellsinger_shadows_3	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_spellsinger	wh_dlc07_brt_cha_fay_enchantress_1	cam_hu1b_elf_spellsinger_hr1_warhorse	0
cam_hu1b_elf_sword_and_bow	wh2_dlc16_wef_cha_female_glade_lord_4	cam_lord_hu1b_dlc16_st1_great_stag_sword_bow	0
cam_hu1b_elf_sword_and_bow	wh_dlc05_wef_cha_female_glade_lord_1	cam_hu1b_elf_sword_and_bow_hr1_warhorse_sword_and_bow	0
cam_hu1b_elf_sword_and_bow	wh_dlc05_wef_cha_female_glade_lord_2	cam_hu1b_elf_sword_and_bow_bi1_eagle_sword_and_bow	0
cam_hu1b_elf_sword_and_bow	wh_dlc05_wef_cha_female_glade_lord_2_qb	cam_hu1b_elf_sword_and_bow_bi1_eagle_sword_and_bow	0
cam_hu1b_elf_sword_and_bow	wh_dlc05_wef_cha_female_glade_lord_3	cam_hu1b_elf_sword_and_bow_dr1_dragon_sword_and_bow	0
cam_hu1b_vampire_sword	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1	cam_hu1b_vampire_hr1_warhorse_sword	0
cam_hu1b_vampire_sword	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2	cam_hu1b_vampire_hr1_pegasus_sword	0
cam_hu1b_vampire_sword	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_hu1b_vampire_sword	wh_dlc05_vmp_cha_vampire_shadows_1	cam_hu1b_vampire_hr1_warhorse_sword	0
cam_hu1b_vampire_sword	wh_dlc05_vmp_cha_vampire_shadows_2	cam_hu1b_vampire_hr1_pegasus_sword	0
cam_hu1b_vampire_sword	wh_main_vmp_cha_vampire_1	cam_hu1b_vampire_hr1_warhorse_sword	0
cam_hu1b_vampire_sword	wh_main_vmp_cha_vampire_2	cam_hu1b_vampire_hr1_pegasus_sword	0
cam_hu1b_vampire_sword	wh_pro02_vmp_cha_isabella_von_carstein_2	cam_hu1b_vampire_hr1_pegasus_sword	0
cam_hu1b_vampire_sword	wh_pro02_vmp_cha_isabella_von_carstein_4	cam_hu1b_vampire_hr1_warhorse_sword	0
cam_hu1c_chaos_axe_and_shield	wh_dlc08_nor_cha_wulfrik_1	cam_hu1c_chaos_hr1_warhorse_axe_and_shield	0
cam_hu1c_chaos_axe_and_shield	wh_dlc08_nor_cha_wulfrik_2	cam_lord_hu1c_chaos_wm_chaos_chariot_axe_and_shield	0
cam_hu1c_chaos_axe_and_shield	wh_dlc08_nor_cha_wulfrik_3	cam_hu1c_chaos_hq3_mammoth_sword_and_shield	0
cam_hu1c_chaos_axe_and_shield	wh_main_nor_cha_marauder_chieftan_1	cam_hu1c_chaos_hr1_warhorse_axe_and_shield	0
cam_hu1c_chaos_axe_and_shield	wh_main_nor_cha_marauder_chieftan_2	cam_lord_hu1c_chaos_wm_chaos_chariot_axe_and_shield	0
cam_hu1c_chaos_axe_and_shield	wh_main_nor_cha_marauder_chieftan_3	cam_hu1c_chaos_hq3_mammoth_sword_and_shield	0
cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	wh_dlc08_nor_cha_kihar_0	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_death_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	161
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_fire_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	161
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	163
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	161
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_fire_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	161
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_disc	cam_lord_hu1c_dlc20_tzeentch_sorceror_wm_disc01_staff_sword	0
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	164
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	161
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	163
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	163
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_shadows_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	161
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	164
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc	cam_lord_hu1c_dlc20_tzeentch_sorceror_wm_disc01_staff_sword	164
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	164
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_disc	cam_lord_hu1c_dlc20_tzeentch_sorceror_wm_disc01_staff_sword	164
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	164
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_metal_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	161
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	165
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	161
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	165
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	165
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	164
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc	cam_lord_hu1c_dlc20_tzeentch_sorceror_wm_disc01_staff_sword	164
cam_hu1c_chaos_staff_and_sword	wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	164
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	22
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	23
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	167
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	166
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	166
cam_hu1c_chaos_staff_and_sword	wh_dlc01_nor_cha_chaos_sorcerer_lord_1	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_death_10	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_death_11	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_death_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	22
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_fire_10	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_fire_11	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_fire_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	23
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_metal_10	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_metal_11	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_metal_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	167
cam_hu1c_chaos_staff_and_sword	wh_main_nor_cha_chaos_sorcerer_1	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_sword_and_shield_cultist_of_khorne	wh3_dlc20_kho_cha_cultist_mkho_warshrine	cam_lord_hu1c_dlc20_wsh1_warshrine_chaos_sorceror_staff_sword	162
cam_hu1c_chaos_sword_and_shield_cultist_of_khorne	wh3_main_kho_cha_cultist_1	cam_hero_hu1c_cultist_of_khorne_hr1_warhorse_axe_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh3_dlc20_chs_cha_chaos_lord_msla_chaos_chariot	cam_lord_hu1c_chaos_wm_chaos_chariot_axe_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh3_dlc20_chs_cha_chaos_lord_msla_chaos_steed	cam_hu1c_chaos_hr1_warhorse_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_dlc01_chs_cha_chaos_lord_10	cam_hu1c_chaos_bc3_manticore_wb_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_dlc01_chs_cha_chaos_lord_2	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_dlc01_chs_cha_exalted_hero_10	cam_hu1c_chaos_bc3_manticore_wb_axe_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_dlc08_chs_cha_chaos_lord_2_qb	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_chaos_lord_11	cam_hu1c_chaos_hr1_warhorse_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_chaos_lord_12	cam_hu1c_chaos_hr1_warhorse_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_chaos_lord_8	cam_lord_hu1c_chaos_wm_chaos_chariot_axe_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_exalted_hero_12	cam_hu1c_chaos_hr1_warhorse_axe_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_exalted_hero_13	cam_hu1c_chaos_hr1_warhorse_axe_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_exalted_hero_7	cam_lord_hu1c_chaos_wm_chaos_chariot_axe_and_shield	0
cam_hu1d_elf_dual_sword	wh2_dlc11_def_cha_lokhir_fellheart_1	cam_lord_hu1d_elf_dr1_dragon_wb_sword_and_shield	0
cam_hu1d_elf_staff_and_sword	wh2_dlc15_hef_cha_teclis_2	cam_lord_hu1d_elf_bi1_eagle_wb_sword_and_staff	0
cam_hu1d_elf_staff_and_sword	wh2_main_hef_cha_teclis_1	cam_lord_hu1d_elf_hr1_warhorse_sword	0
cam_hu1d_elf_sword_and_bow	wh2_dlc16_wef_cha_glade_lord_4	cam_lord_hu1d_dlc16_st1_great_stag_sword_bow	0
cam_hu1d_elf_sword_and_bow	wh_dlc05_wef_cha_glade_lord_1	cam_hu1d_elf_sword_and_bow_hr1_warhorse_sword_and_bow	0
cam_hu1d_elf_sword_and_bow	wh_dlc05_wef_cha_glade_lord_2	cam_hu1d_elf_sword_and_bow_bi1_eagle_sword_and_bow	0
cam_hu1d_elf_sword_and_bow	wh_dlc05_wef_cha_glade_lord_3	cam_hu1d_elf_sword_and_bow_dr1_dragon_sword_and_bow	0
cam_hu1d_elf_sword_and_shield	wh2_dlc15_hef_cha_prince_6	cam_lord_hu1d_elf_dr1_dragon_wb_sword_and_shield	0
cam_hu1d_elf_sword_and_shield	wh2_main_hef_cha_prince_2	cam_lord_hu1d_elf_hr1_warhorse_lance_sword_shield	0
cam_hu1d_elf_sword_and_shield	wh2_main_hef_cha_prince_3	cam_lord_hu1d_elf_bi1_eagle_wb_sword_and_shield	0
cam_hu1d_elf_sword_and_shield	wh2_main_hef_cha_prince_4	cam_lord_hu1d_elf_dr1_dragon_wb_sword_and_shield	0
cam_hu1d_elf_sword_and_shield	wh2_main_hef_cha_prince_5	cam_lord_hu1d_elf_dr1_dragon_wb_sword_and_shield	0
cam_hu1d_elf_sword	wh2_main_hef_cha_tyrion_1	cam_lord_hu1d_elf_hr1_warhorse_sword	23
cam_hu1d_hef_imrik_dlc15_halberd_horn	wh2_dlc15_hef_cha_imrik_1	cam_lord_hu1d_hef_imrik_dlc15_hr1_warhorse_lance_horn	0
cam_hu1d_hef_imrik_dlc15_halberd_horn	wh2_dlc15_hef_cha_imrik_2	cam_lord_hu1d_hef_imrik_dlc15_wb_dr1_dragon_lance_horn	0
cam_hu1e_hr1_mage_female_hero	wh3_main_cth_cha_alchemist_1	cam_hu1e_hr1_warhorse_mage_female_hero	0
cam_hu1e_hr1_mage_lord	wh3_main_cth_cha_dragon_blooded_shugengan_lord_yang_1	cam_hu1e_hr1_warhorse_mage_lord	0
cam_hu1e_hr1_mage_lord	wh3_main_cth_cha_dragon_blooded_shugengan_lord_yang_2	cam_hu1e_hr1_pegasus_mage_lord	0
cam_hu1e_hr1_mage_lord	wh3_main_cth_cha_dragon_blooded_shugengan_lord_yin_1	cam_hu1e_hr1_warhorse_mage_lord	0
cam_hu1e_hr1_mage_lord	wh3_main_cth_cha_dragon_blooded_shugengan_lord_yin_2	cam_hu1e_hr1_pegasus_mage_lord	0
cam_hu1e_sword_lord	wh3_main_cth_cha_lord_magistrate_1	cam_hu1e_hr1_warhorse_sword_lord	0
cam_hu1e_sword_lord	wh3_main_cth_cha_lord_magistrate_2	cam_hu1e_sj1_skylantern_sword_lord	0
cam_hu2_orc_staff_and_sword	wh_dlc06_grn_cha_wurrzag_1	cam_hu2_orc_bo1_warboar_staff_and_sword	0
cam_hu2_orc_staff_and_sword	wh_main_grn_cha_orc_shaman_1	cam_hu2_orc_bo1_warboar_staff_and_sword	0
cam_hu2_orc_sword_and_axe	wh_main_grn_cha_azhag_the_slaughterer_1	cam_hu2_orc_bi2_wyvern_wb_sword_and_axe	0
cam_hu2_orc_sword_and_shield	wh2_pro09_grn_cha_black_orc_big_boss_1	cam_hu2_orc_bo1_warboar_sword_and_shield	0
cam_hu2_orc_sword_and_shield	wh_main_grn_cha_orc_warboss_1	cam_hu2_orc_bi2_wyvern_wb_sword_and_shield	0
cam_hu2_orc_sword_and_shield	wh_main_grn_cha_orc_warboss_2	cam_hu2_orc_bo1_warboar_sword_and_shield	0
cam_hu3_dwarf_axe_and_shield	wh3_dlc23_chd_cha_overseer_great_taurus	cam_lord_hu3_dlc23_ox1_taurus_wb1_axe_shield	0
cam_hu3_dwarf_axe_and_shield	wh3_dlc23_chd_cha_overseer_lammasu	cam_lord_hu3_dlc23_bc2_lammasu_wb1_axe_shield	0
cam_hu3_dwarf_hammer	wh2_dlc17_dwf_cha_thorek_ironbrow_1	cam_hu3_dwarf_wm_throne_of_power01_axe	0
cam_hu3_dwarf_hammer	wh_dlc06_dwf_cha_runelord_1	cam_hu3_dwarf_wm_throne_of_power01_axe	0
cam_hu5_goblin_spear_and_shield	wh_dlc06_grn_cha_night_goblin_warboss_1	cam_hu5_goblin_rp2_squig_spear_and_shield	0
cam_hu5_goblin_spear_and_shield	wh_main_grn_cha_goblin_big_boss_1	cam_hu5_goblin_wf1_wolf_spear_and_shield	0
cam_hu5_goblin_spear_and_shield	wh_main_grn_cha_goblin_big_boss_2	cam_hu5_goblin_sp1_giant_spider_spear_and_shield	0
cam_hu5_goblin_staff_and_sword	wh2_twa01_grn_cha_goblin_great_shaman_3	cam_hu5_wb_sp1_arachnarok_staff_and_sword	0
cam_hu5_goblin_staff_and_sword	wh_main_grn_cha_goblin_great_shaman_1	cam_hu5_goblin_wf1_wolf_staff_and_sword	0
cam_hu6_gor_axe	wh2_dlc17_bst_cha_beastlord_2	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_axe	wh2_dlc17_bst_cha_wargor_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_axe	wh2_dlc17_bst_cha_wargor_2	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_axe	wh_dlc03_bst_cha_beastlord_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_staff_and_sword	wh2_dlc17_bst_cha_bray_shaman_beasts_2	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_staff_and_sword	wh2_dlc17_bst_cha_bray_shaman_death_2	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_staff_and_sword	wh2_dlc17_bst_cha_bray_shaman_shadows_2	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_staff_and_sword	wh2_dlc17_bst_cha_bray_shaman_wild_2	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_staff_and_sword	wh_dlc03_bst_cha_bray_shaman_beasts_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_staff_and_sword	wh_dlc03_bst_cha_bray_shaman_death_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_staff_and_sword	wh_dlc03_bst_cha_bray_shaman_wild_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_sword_and_whip	wh2_dlc17_bst_cha_khazrak_one_eye_2	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_sword_and_whip	wh_dlc03_bst_cha_khazrak_one_eye_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6f_wh3_bloodreaper_2handed_sword	wh3_main_kho_cha_bloodreaper_1	cam_lord_hu6f_wh3_herald_hq4_juggernaught_2handed_sword	0
