key	generate	localised_description	localised_title	ui_image	prioritized	event_category	sound_popup_override	sound_click_override	override_icon	is_large_dilemma
wh2_dlc13_wulfhart_dilemma_G_I_B	false	A Beastmen horde has been rampaging across the Empire states, attacking villages and mercilessly slaughtering innocent inhabitants. Such events are not necessarily unusual, but you also found out that those lucky enough to survive the raids had heard its leading Gorebull say that he is searching for you, the Huntsmarshal, and even grunting in quasi-understandable Reikspiel to interrogate his unfortunate victims as to your whereabouts. Though the Beastmen generally need very little reason to spill the blood of men, it is entirely possibly that at some point in the past you had slain one of the Gorebull’s kin, so it is seeking revenge against you.\n\nYou are contacted separately by the Electors of {{tr:elector_count_G}}, {{tr:elector_count_I}}, and {{tr:elector_count_B}} who seek your backing on their chosen course of action. Which suggestion will you support?	Raids Against the Empire!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_dilemma_G_J_C	false	One of the largest and fastest galleons of the Imperial fleet was full of plundered Lustrian treasure and was making its way across the Great Ocean towards home. During the crossing, however, the ship was attacked, boarded, and taken over by a Vampire Admiral and his Undead pirate crew. The Empire is feeling the loss greatly – besides the myriad treasures bound for Imperial coffers, the cargo galleon was scheduled to do many more crossings to fulfil its role as the main hauler of Lustrian plunder back to the Empire.\n\nYou are contacted separately by the Electors of {{tr:elector_count_G}}, {{tr:elector_count_J}}, and {{tr:elector_count_C}} who seek your backing on their chosen course of action. Which suggestion will you support?	Pirates Steal Plunder!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_dilemma_H_A_E	false	A spate of riots has broken out across the Empire due to a recent tax rise. The increase had been introduced as a way to help generate more funds for your expedition and the New World colonies, but is putting a number of people into severe financial hardship.\n\nThough there is no real danger of insurrection just yet, you are contacted separately by the Electors of {{tr:elector_count_H}}, {{tr:elector_count_A}}, and {{tr:elector_count_E}} who seek your backing on their chosen course of action. Which suggestion will you support?	Riots in the Empire!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_dilemma_H_B_F	false	Many of the Empire’s best hunters are employed by your expedition. This has caused a problem back home in the provinces, where the paucity of good hunters has resulted in an explosion in the deer population. The prolifically multiplying herbivores have been feeding on pastures used by livestock farmers, in turn affecting food supplies in villages and cities that traditionally depend on animal husbandry for food. The pockets of famine have also caused disease outbreaks which are threatening to get worse.\n\nYou are contacted separately by the Electors of {{tr:elector_count_H}}, {{tr:elector_count_B}}, and {{tr:elector_count_F}} who seek your backing on their chosen course of action. Which suggestion will you support?	Famine in the Empire!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_dilemma_H_C_G	false	A Beastmen horde has been rampaging across the Empire states, attacking villages and mercilessly slaughtering innocent inhabitants. Such events are not necessarily unusual, but you also found out that those lucky enough to survive the raids had heard its leading Gorebull say that he is searching for you, the Huntsmarshal, and even grunting in quasi-understandable Reikspiel to interrogate his unfortunate victims as to your whereabouts. Though the Beastmen generally need very little reason to spill the blood of men, it is entirely possibly that at some point in the past you had slain one of the Gorebull’s kin, so it is seeking revenge against you.\n\nYou are contacted separately by the Electors of {{tr:elector_count_H}}, {{tr:elector_count_C}}, and {{tr:elector_count_G}} who seek your backing on their chosen course of action. Which suggestion will you support?	Raids Against the Empire!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_dilemma_I_A_D	false	Many of the Empire’s best hunters are employed by your expedition. This has caused a problem back home in the provinces, where the paucity of good hunters has resulted in an explosion in the deer population. The prolifically multiplying herbivores have been feeding on pastures used by livestock farmers, in turn affecting food supplies in villages and cities that traditionally depend on animal husbandry for food. The pockets of famine have also caused disease outbreaks which are threatening to get worse.\n\nYou are contacted separately by the Electors of {{tr:elector_count_I}}, {{tr:elector_count_A}}, and {{tr:elector_count_D}} who seek your backing on their chosen course of action. Which suggestion will you support?	Famine in the Empire!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_dilemma_I_B_E	false	A Beastmen horde has been rampaging across the Empire states, attacking villages and mercilessly slaughtering innocent inhabitants. Such events are not necessarily unusual, but you also found out that those lucky enough to survive the raids had heard its leading Gorebull say that he is searching for you, the Huntsmarshal, and even grunting in quasi-understandable Reikspiel to interrogate his unfortunate victims as to your whereabouts. Though the Beastmen generally need very little reason to spill the blood of men, it is entirely possibly that at some point in the past you had slain one of the Gorebull’s kin, so it is seeking revenge against you.\n\nYou are contacted separately by the Electors of {{tr:elector_count_I}}, {{tr:elector_count_B}}, and {{tr:elector_count_E}} who seek your backing on their chosen course of action. Which suggestion will you support?	Raids Against the Empire!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_dilemma_I_C_F	false	One of the largest and fastest galleons of the Imperial fleet was full of plundered Lustrian treasure and was making its way across the Great Ocean towards home. During the crossing, however, the ship was attacked, boarded, and taken over by a Vampire Admiral and his Undead pirate crew. The Empire is feeling the loss greatly – besides the myriad treasures bound for Imperial coffers, the cargo galleon was scheduled to do many more crossings to fulfil its role as the main hauler of Lustrian plunder back to the Empire.\n\nYou are contacted separately by the Electors of {{tr:elector_count_I}}, {{tr:elector_count_C}}, and {{tr:elector_count_F}} who seek your backing on their chosen course of action. Which suggestion will you support?	Pirates Steal Plunder!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_dilemma_J_A_G	false	A Beastmen horde has been rampaging across the Empire states, attacking villages and mercilessly slaughtering innocent inhabitants. Such events are not necessarily unusual, but you also found out that those lucky enough to survive the raids had heard its leading Gorebull say that he is searching for you, the Huntsmarshal, and even grunting in quasi-understandable Reikspiel to interrogate his unfortunate victims as to your whereabouts. Though the Beastmen generally need very little reason to spill the blood of men, it is entirely possibly that at some point in the past you had slain one of the Gorebull’s kin, so it is seeking revenge against you.\n\nYou are contacted separately by the Electors of {{tr:elector_count_J}}, {{tr:elector_count_A}}, and {{tr:elector_count_G}} who seek your backing on their chosen course of action. Which suggestion will you support?	Raids Against the Empire!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_dilemma_J_B_D	false	One of the largest and fastest galleons of the Imperial fleet was full of plundered Lustrian treasure and was making its way across the Great Ocean towards home. During the crossing, however, the ship was attacked, boarded, and taken over by a Vampire Admiral and his Undead pirate crew. The Empire is feeling the loss greatly – besides the myriad treasures bound for Imperial coffers, the cargo galleon was scheduled to do many more crossings to fulfil its role as the main hauler of Lustrian plunder back to the Empire.\n\nYou are contacted separately by the Electors of {{tr:elector_count_J}}, {{tr:elector_count_B}}, and {{tr:elector_count_D}} who seek your backing on their chosen course of action. Which suggestion will you support?	Pirates Steal Plunder!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_dilemma_J_C_E	false	A spate of riots has broken out across the Empire due to a recent tax rise. The increase had been introduced as a way to help generate more funds for your expedition and the New World colonies, but is putting a number of people into severe financial hardship.\n\nThough there is no real danger of insurrection just yet, you are contacted separately by the Electors of {{tr:elector_count_J}}, {{tr:elector_count_C}}, and {{tr:elector_count_E}} who seek your backing on their chosen course of action. Which suggestion will you support?	Riots in the Empire!	faction	false	imperial_authority	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_hertwig_van_hal_stage_4_dilemma	false	Following your offensive against The Awakening, Hertwig unexpectedly vanishes from the expedition. After two days of searching you find him in the cellar-crypt of a large mansion in the old town, sitting in silence and staring at the decapitated corpse of a Vampire with a stake through its chest. Beside him lies a severed head with flaming red hair. As you approach, the Witch Hunter seems unreactive to your presence but then speaks as if in a trance, stating that he has finally achieved what he had come to Lustria to do.\n\nHertwig van Hal has now reached a crossroads in his life. He can either finally embrace his bloodline’s calling, or continue being the doctor he always intended to be. What advice will you give him?	Hertwig's Predicament	wulfhart_hunters	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_imperial_guards_st_1	false	The expedition may have only just begun, but the Emperor demands progress. To aid you, the Imperial Quartermaster sends word of reinforcements ready to dispatch to the expedition.\n\nThe four main divisions of the Empire’s military each has a package ready – choose whose shipment you would like to receive.	Imperial Supplies Ready!	imperial_supplies	false	Event				false
wh2_dlc13_wulfhart_imperial_guards_st_2	false	The lords and nobles of the home states are mightily impressed by your advancement of the Imperial cause overseas. They are therefore helping to fund the training of better-quality troops to dispatch to the expedition.\n\nThe four main divisions of the Empire’s military each has a package ready – choose whose shipment you would like to receive.	Imperial Supplies Ready!	imperial_supplies	false	Event				false
wh2_dlc13_wulfhart_imperial_guards_st_3	false	With your prodigious progress in the annexation of foreign lands, the Emperor’s Mandate is well on its way to being fulfilled. Karl Franz himself now ensures that only the most elite troops are dispatched to the expedition.\n\nThe four main divisions of the Empire’s military each has a package ready – choose whose shipment you would like to receive.	Imperial Supplies Ready!	imperial_supplies	false	Event				false
wh2_dlc13_wulfhart_jorek_grimm_stage_5_dilemma	false	After giving Jorek extended time to design, assemble and perfect his myriad ideas, he has returned, offering the expedition some new, highly-advanced equipment.	Jorek's Gifts	wulfhart_hunters	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_rodrik_languille_stage_2_dilemma	false	After your successful assault upon Xlanhuapec, Rodrik disappears. He returns a few hours later, telling you that he had gone to seek closure for the loss of his men by gathering what he could of their remains and performing burial rites. He thanks you for making this possible, drops to his knees, and presents you with an ornately-decorated sword recovered from his most trusted bodyguard after he fell during the ambush.	Rodrik's Offering	wulfhart_hunters	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc13_wulfhart_rodrik_languille_stage_4_dilemma	false	After a few nights discreetly camping out in Pox Marsh, your lookouts spot a galleon approach and drop off what appears to be a small rowboat filled with about a dozen men or so. As they reach the beach your forces immediately unleash a hail of arrows, killing all but one of them.\n\nThe lone survivor rolls around on the sand in agony, an arrow buried in his knee. Rodrik treks out towards the would-be assassin with his sword drawn, and you follow…	The Ambush	wulfhart_hunters	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc14_brt_confederation_knights_of_origo	false	Those good and virtuous brothers from the island outpost of Fyrus, the [[img:brt_knights_of_origo]][[/img]]Knights of Origo, are impressed with our actions on the battlefield and beyond, and would therefore like to join our cause, which they feel aligns closely with their own goals.	Confederation Offered!	politics	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc14_brt_confederation_knights_of_the_flame	false	The courageous, dedicated [[img:brt_knights_of_the_flame]][[/img]]Knights of the Flame are impressed with our actions both in battle and on campaign, and would therefore like to join with us, as they feel our kingdom and their order share common cause.	Confederation Offered!	politics	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc14_brt_repanse_dilemma_mirage	true	The dead rise from the desert sands, a skeletal nightmare shimmering through the heat haze, a wall of bone and steel encircling Bretonnia's proud Knights. No follower of the Lady deserves to die at such unholy hands. Yet, even by the harrowing standards of the Undead, these fleshless horrors move... unnaturally. Is there some deception at play?	Bone Reading	generic	false	Event				false
wh2_dlc14_brt_repanse_dilemma_trees_greens	true	The wary Wood Elves rarely engage with, or even acknowledge, the world of men, but they oft make exception for noble Bretonnia. So it is the Lady's people that they beg to help them rid the verdant jungles of Greenskin taint. Rapid action might stem well the green tide – or perhaps victory may hinge upon more Knights marching beneath Bretonnia's banners?	Go Down to the Woods Today	messenger	false	Event				false
wh2_dlc14_def_witch_king_agent_select	false	The Witch King's favour can be earned by presenting generous gifts; of course, those favoured are always rewarded... appropriately. Malekith offers a selection of agents to you, which among them will you choose to employ?	Gift to the Witch King	messenger	false	Event				false
wh2_dlc14_main_brt_repanse_final_battle_choice	false	Bretonnia stands strong in these harsh and hostile lands, yet a final challenge must still be met, one that truly tests your honour and resolve. The forces of the evil Undead hastily move against us and threaten all that we have achieved. Therefore, I ask you now to bestow your great virtues upon us and lead the Knightly Orders to their final victory over our enemy!	Honour & Chivalry	errant_war	false	Event				false
wh2_dlc14_malus_start_dilemma	false	The wealthiest Dreadlord of Hag Graef sends you a large sum to bribe you into giving up on your Drachau position. The money would certainly be useful and boost your treasury considerably, as it is currently almost empty. Once the mission for Malekith is complete, taking back what is yours should not pose much of a problem. However, the mines of Hag Graef could keep the expedition running for some time yet!	Hostile Takeover	sell_out	false	Event				false
wh2_dlc15_dilemma_dragon_encounter_generic_black	false	You manage to make contact with a Dragon willing to share some of its knowledge and powers in return for tribute. You may also challenge the Dragon, if you dare – by defeating it in battle, you will earn its respect and assistance in addition to all other rewards.	Black Dragon Encountered	dragon_taming	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_dragon_encounter_generic_forest	false	You manage to make contact with a Dragon willing to share some of its knowledge and powers in return for tribute. You may also challenge the Dragon, if you dare – by defeating it in battle, you will earn its respect and assistance in addition to all other rewards.	Forest Dragon Encountered	dragon_taming	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_dragon_encounter_generic_moon	false	You manage to make contact with a Dragon willing to share some of its knowledge and powers in return for tribute. You may also challenge the Dragon, if you dare – by defeating it in battle, you will earn its respect and assistance in addition to all other rewards.	Moon Dragon Encountered	dragon_taming	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_dragon_encounter_generic_star	false	You manage to make contact with a Dragon willing to share some of its knowledge and powers in return for tribute. You may also challenge the Dragon, if you dare – by defeating it in battle, you will earn its respect and assistance in addition to all other rewards.	Star Dragon Encountered	dragon_taming	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_dragon_encounter_generic_sun	false	You manage to make contact with a Dragon willing to share some of its knowledge and powers in return for tribute. You may also challenge the Dragon, if you dare – by defeating it in battle, you will earn its respect and assistance in addition to all other rewards.	Sun Dragon Encountered	dragon_taming	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_dragon_encounter_special_black	false	You approach a hooded figure seemingly out of place in these parts, shambling through the region. Though you do not see their face, the stench of death lingers heavily around them and they speak as if they are doing so with their last dying breath.\n\nThey tell you that they are the herald of Shackolot, a legendary Black Dragon of Necromantic power known to be worshipped by the Undead minions it controls. Such a powerful Dragon is worth reaching out to, but what message would you have the herald send back to its Dragon master?	Dragon’s Herald Approached	dragon_taming	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_dragon_encounter_special_forest	false	You overhear rumours of a “walking Tree Spirit” dwelling in a nearby wood, so you go to investigate. You discover it is a Tree Kin, a hulk of animated deadwood that tells you it already knows who you are. This is little surprise, since you know that within these beings reside the souls of dead Wood Elves, and you have encountered many Asrai in your lifetime.\n\nThe Tree Kin tells you it is the herald of Bruwor, a legendary Forest Dragon of great power known to be worshipped and protected by myriad magical beings of the forest, as well the Asrai themselves. Such a powerful Dragon is worth reaching out to, but what message would you have the herald send back to its Dragon master?	Dragon’s Herald Approached	dragon_taming	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_dragon_encounter_special_moon	false	To most Elves, most mortal men are unremarkable in their appearance, but when a Norscan Marauder is spotted near to the camp it does not go unnoticed. As you approach the bearded, burly man you can clearly see he is weather-beaten from many battles – unsurprising for his ilk – but strangely, his tattoos bear the imagery of Dragons, a far cry from the Chaos etchings typically scarred into the skin of most of these primitive, misguided men.\n\nThe Marauder grunts in a barely understandable primitive tongue that he is the herald of Lamoureux, a legendary Moon Dragon of great power known to dwell with monsters of the cold, frozen north. Such a powerful Dragon is worth reaching out to, but what message would you have the herald send back to its Dragon master?	Dragon’s Herald Approached	dragon_taming	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_dragon_encounter_special_star	false	Your perplexed scouts inform you that a strange-looking creature has been spotted, skittishly hiding in some nearby undergrowth. After going to investigate you encounter a lizard-like creature of Lustria you recognise as a Skink. Stranger still is the fact that the creature speaks your language.\n\nThe Skink tells you that it is the herald of Ymwrath, a legendary Star Dragon of Lustria that is known to be in alliance with the Lizardmen and beasts who live in its territory. Such a powerful Dragon is worth reaching out to, but what message would you have the herald send back to its Dragon master? 	Dragon’s Herald Approached	dragon_taming	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_dragon_encounter_special_sun	false	After inadvertently wandering into a nearby sandstorm, you encounter an Ushabti – a giant, animated statue carved into the likeness of a strange god of long-forgotten desert peoples. It is an understandably intimidating sight, but as you reach for your weapon it tells you in a booming, otherworldly voice that it means you no harm.\n\nThe stone-carved being tells you that it is the herald of Gordinar, a legendary Sun Dragon of great power, known to surround itself with Undead desert stragglers it controls and other mystical creatures of the world's desert realms. Such a powerful Dragon is worth reaching out to, but what message would you have the herald send back to its Dragon master?	Dragon’s Herald Approached	dragon_taming	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_1	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nTasty beast bitz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_10	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nFlyin' gubbinz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_11	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nFishy chunks in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_12	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nFishy chunks in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_13	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nFishy chunks in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_14	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nFishy chunks in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_15	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nFishy chunks in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_16	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nSporez n' shroomz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_17	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nSporez n' shroomz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_18	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nSporez n' shroomz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_19	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nSporez n' shroomz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_2	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nTasty beast bitz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_20	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nSporez n' shroomz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_21	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nMucky stuff in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_22	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nMucky stuff in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_23	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nMucky stuff in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_24	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nMucky stuff in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_25	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nMucky stuff in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_3	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nTasty beast bitz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_4	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nTasty beast bitz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
wh2_dlc15_dilemma_food_merchant_5	false	"Sticky fingas… tangled 'air,\nBattle carrion everywhere,\nTasty beast bitz in me bag,\nSee wot boss gets from da Hag…"\n\nYou are approached by a mysterious Troll Hag Food Merchant who opens her bag of dead-things to offer you its revolting contents. As she licks a profuse amount of drool from her mud-crusted lips, she also mentions that she can "improve" the current dish in your cauldron if you wish, or provide you great rewards if you cook her a dish of her choosing.\n\nWhat action will you take?	Hag Merchant Encountered	food_merchant	false	Event	UI_CAM_EVENT_Dilemma			false
