key	lower_bound	upper_bound	operation_set_group	pooled_resource_set	activate_when_skipping_threshold
wh3_main_threshold_dae_tzeentch_4760	3740	4400	wh3_main_operation_set_dae_tzeentch_4760	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_4900	3850	4400	wh3_main_operation_set_dae_tzeentch_4900	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_5040	3960	4400	wh3_main_operation_set_dae_tzeentch_5040	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_5180	4070	4400	wh3_main_operation_set_dae_tzeentch_5180	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_5320	4180	4400	wh3_main_operation_set_dae_tzeentch_5320	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_5460	4290	4400	wh3_main_operation_set_dae_tzeentch_5460	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_560	440	4400	wh3_main_operation_set_dae_tzeentch_560	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_5600	4400	4400	wh3_main_operation_set_dae_tzeentch_5600	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_70	35	4400	wh3_main_operation_set_dae_tzeentch_70	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_700	550	4400	wh3_main_operation_set_dae_tzeentch_700	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_840	660	4400	wh3_main_operation_set_dae_tzeentch_840	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_980	770	4400	wh3_main_operation_set_dae_tzeentch_980	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_01	210	5600	wh3_main_operation_set_dae_tzeentch_gifts_01	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_02	490	5600	wh3_main_operation_set_dae_tzeentch_gifts_02	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_03	770	5600	wh3_main_operation_set_dae_tzeentch_gifts_03	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_04	1050	5600	wh3_main_operation_set_dae_tzeentch_gifts_04	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_05	1330	5600	wh3_main_operation_set_dae_tzeentch_gifts_05	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_06	1610	5600	wh3_main_operation_set_dae_tzeentch_gifts_06	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_07	1890	5600	wh3_main_operation_set_dae_tzeentch_gifts_07	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_08	2170	5600	wh3_main_operation_set_dae_tzeentch_gifts_08	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_09	2450	5600	wh3_main_operation_set_dae_tzeentch_gifts_09	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_10	2730	5600	wh3_main_operation_set_dae_tzeentch_gifts_10	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_11	3010	5600	wh3_main_operation_set_dae_tzeentch_gifts_11	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_12	3290	5600	wh3_main_operation_set_dae_tzeentch_gifts_12	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_tzeentch_gifts_13	3570	5600	wh3_main_operation_set_dae_tzeentch_gifts_13	wh3_main_dae_tzeentch_points	false
wh3_main_threshold_dae_undivided_1120	880	5610	wh3_main_operation_set_dae_undivided_1120	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_1260	990	5610	wh3_main_operation_set_dae_undivided_1260	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_140	110	5610	wh3_main_operation_set_dae_undivided_140	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_1400	1100	5610	wh3_main_operation_set_dae_undivided_1400	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_1540	1210	5610	wh3_main_operation_set_dae_undivided_1540	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_1680	1320	5610	wh3_main_operation_set_dae_undivided_1680	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_1820	1430	5610	wh3_main_operation_set_dae_undivided_1820	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_1960	1540	5610	wh3_main_operation_set_dae_undivided_1960	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_2100	1650	5610	wh3_main_operation_set_dae_undivided_2100	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_2240	1760	5610	wh3_main_operation_set_dae_undivided_2240	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_2380	1870	5610	wh3_main_operation_set_dae_undivided_2380	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_2520	1980	5610	wh3_main_operation_set_dae_undivided_2520	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_2660	2090	5610	wh3_main_operation_set_dae_undivided_2660	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_280	220	5610	wh3_main_operation_set_dae_undivided_280	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_2800	2200	5610	wh3_main_operation_set_dae_undivided_2800	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_2940	2310	5610	wh3_main_operation_set_dae_undivided_2940	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_3080	2420	5610	wh3_main_operation_set_dae_undivided_3080	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_3220	2530	5610	wh3_main_operation_set_dae_undivided_3220	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_3360	2640	5610	wh3_main_operation_set_dae_undivided_3360	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_3500	2750	5610	wh3_main_operation_set_dae_undivided_3500	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_3640	2860	5610	wh3_main_operation_set_dae_undivided_3640	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_3780	2970	5610	wh3_main_operation_set_dae_undivided_3780	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_3920	3080	5610	wh3_main_operation_set_dae_undivided_3920	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4060	3190	5610	wh3_main_operation_set_dae_undivided_4060	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4130	3300	5610	wh3_main_operation_set_dae_undivided_4130	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_420	330	5610	wh3_main_operation_set_dae_undivided_420	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4200	3410	5610	wh3_main_operation_set_dae_undivided_4200	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4270	3520	5610	wh3_main_operation_set_dae_undivided_4270	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4340	3630	5610	wh3_main_operation_set_dae_undivided_4340	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4410	3740	5610	wh3_main_operation_set_dae_undivided_4410	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4480	3850	5610	wh3_main_operation_set_dae_undivided_4480	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4550	3960	5610	wh3_main_operation_set_dae_undivided_4550	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4620	4070	5610	wh3_main_operation_set_dae_undivided_4620	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4690	4180	5610	wh3_main_operation_set_dae_undivided_4690	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4760	4290	5610	wh3_main_operation_set_dae_undivided_4760	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4830	4400	5610	wh3_main_operation_set_dae_undivided_4830	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4900	4510	5610	wh3_main_operation_set_dae_undivided_4900	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_4970	4620	5610	wh3_main_operation_set_dae_undivided_4970	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_5040	4730	5610	wh3_main_operation_set_dae_undivided_5040	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_5110	4840	5610	wh3_main_operation_set_dae_undivided_5110	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_5180	4950	5610	wh3_main_operation_set_dae_undivided_5180	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_5250	5060	5610	wh3_main_operation_set_dae_undivided_5250	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_5320	5170	5610	wh3_main_operation_set_dae_undivided_5320	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_5390	5280	5610	wh3_main_operation_set_dae_undivided_5390	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_5460	5390	5610	wh3_main_operation_set_dae_undivided_5460	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_5530	5500	5610	wh3_main_operation_set_dae_undivided_5530	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_560	440	5610	wh3_main_operation_set_dae_undivided_560	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_5600	5610	5610	wh3_main_operation_set_dae_undivided_5600	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_700	550	5610	wh3_main_operation_set_dae_undivided_700	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_840	660	5610	wh3_main_operation_set_dae_undivided_840	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_980	770	5610	wh3_main_operation_set_dae_undivided_980	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_01	315	8400	wh3_main_operation_set_dae_undivided_gifts_01	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_02	735	8400	wh3_main_operation_set_dae_undivided_gifts_02	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_03	1155	8400	wh3_main_operation_set_dae_undivided_gifts_03	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_04	1575	8400	wh3_main_operation_set_dae_undivided_gifts_04	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_05	1995	8400	wh3_main_operation_set_dae_undivided_gifts_05	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_06	2415	8400	wh3_main_operation_set_dae_undivided_gifts_06	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_07	2835	8400	wh3_main_operation_set_dae_undivided_gifts_07	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_08	3255	8400	wh3_main_operation_set_dae_undivided_gifts_08	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_09	3675	8400	wh3_main_operation_set_dae_undivided_gifts_09	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_10	4095	8400	wh3_main_operation_set_dae_undivided_gifts_10	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_11	4515	8400	wh3_main_operation_set_dae_undivided_gifts_11	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_12	4935	8400	wh3_main_operation_set_dae_undivided_gifts_12	wh3_main_dae_undivided_points	false
wh3_main_threshold_dae_undivided_gifts_13	5355	8400	wh3_main_operation_set_dae_undivided_gifts_13	wh3_main_dae_undivided_points	false
wh3_pro10_operation_set_dae_trial_set_bronze_01	3090	4400	wh3_pro10_operation_set_dae_trial_set_bronze_01	wh3_main_dae_tzeentch_points	false
wh3_pro10_operation_set_dae_trial_set_bronze_02	3245	4400	wh3_pro10_operation_set_dae_trial_set_bronze_02	wh3_main_dae_tzeentch_points	false
wh3_pro10_operation_set_dae_trial_set_bronze_03	3355	4400	wh3_pro10_operation_set_dae_trial_set_bronze_03	wh3_main_dae_tzeentch_points	false
wh3_pro10_operation_set_dae_trial_set_bronze_04	3465	4400	wh3_pro10_operation_set_dae_trial_set_bronze_04	wh3_main_dae_tzeentch_points	false
wh3_pro10_operation_set_dae_trial_set_bronze_05	3575	4400	wh3_pro10_operation_set_dae_trial_set_bronze_05	wh3_main_dae_tzeentch_points	false
wh3_pro10_operation_set_dae_trial_set_gold_01	3685	4400	wh3_pro10_operation_set_dae_trial_set_gold_01	wh3_main_dae_tzeentch_points	false
wh3_pro10_operation_set_dae_trial_set_gold_02	3795	4400	wh3_pro10_operation_set_dae_trial_set_gold_02	wh3_main_dae_tzeentch_points	false
wh3_pro10_operation_set_dae_trial_set_gold_03	3905	4400	wh3_pro10_operation_set_dae_trial_set_gold_03	wh3_main_dae_tzeentch_points	false
wh3_pro10_operation_set_dae_trial_set_gold_04	4015	4400	wh3_pro10_operation_set_dae_trial_set_gold_04	wh3_main_dae_tzeentch_points	false
wh3_pro10_operation_set_dae_trial_set_gold_05	4125	4400	wh3_pro10_operation_set_dae_trial_set_gold_05	wh3_main_dae_tzeentch_points	false
