key	unit_ability	unit_set
wh2_twa03_ror_harpies_murderous_prowess_indicator	wh2_main_faction_abilities_murderous_prowess_indicator	mp_cap_unit_def_inf_harpies_ror
wh2_twa03_ror_hydra_murderous_prowess	wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_mon_chill_of_sontar_ror_0
wh2_twa03_ror_hydra_murderous_prowess_indicator	wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_mon_chill_of_sontar_ror_0
wh3_dlc20_ability_enable_storm_rage_dragon_ogre	wh3_dlc20_unit_abilities_storm_rage	chs_dragon_ogres
wh3_dlc20_ability_enable_storm_rage_dragon_ogre_shaggoths	wh3_dlc20_unit_abilities_storm_rage	chs_dragon_ogre_shaggoths
wh3_dlc20_effect_ability_acid_ichor_plaguebearers	wh3_dlc20_character_passive_acid_ichor	nur_plaguebearers
wh3_dlc20_effect_ability_arcane_mirth_blue_horrors	wh3_main_unit_passive_arcane_mirth	wh3_main_tze_inf_blue_horrors_0
wh3_dlc20_effect_ability_cloud_of_flies_aspiring_champions	wh3_main_unit_passive_cloud_of_flies	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_effect_ability_cloud_of_flies_chosen_mnur	wh3_main_unit_passive_cloud_of_flies	chosen_mnur
wh3_dlc20_effect_ability_enable_gift_of_chaos_aspiring_champions	wh3_dlc20_unit_passive_gift_of_chaos	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_effect_ability_feasting_on_fear_fiends_of_slaanesh	wh3_main_lord_passive_feasting_on_fear	sla_fiends
wh3_dlc20_effect_ability_frenzy_aspiring_champions	wh_main_unit_passive_frenzy	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_effect_ability_gate_of_tzeentch_aspiring_champions	wh3_main_character_abilities_gate_of_tzeentch	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_effect_ability_gorefeast_aspiring_champions	wh3_main_unit_passive_gorefeast	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_effect_ability_gorefeast_hounds_manticores_rank_4	wh3_main_unit_passive_gorefeast	chs_warhound_manticore_rank_4
wh3_dlc20_effect_ability_rage_rank_4_chs_dual_axes	wh_dlc08_unit_passive_rage	wh3_dlc20_chs_dual_axe_units_rank_4
wh3_dlc20_effect_ability_regen_aspiring_champions	wh_main_unit_passive_regeneration	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_effect_ability_regeneration_rot_flies	wh_main_unit_passive_regeneration	nur_rot_flies_beast
wh3_dlc20_effect_ability_soulhunters_seeker_chariots	wh3_main_unit_passive_soul_hunters	sla_chariots
wh3_dlc20_effect_ability_wrath_of_khorne_bloodthirsters	wh3_main_lord_passive_wrath_of_khorne	wh3_main_kho_mon_bloodthirster_0
wh3_dlc20_feasting_on_fear_aspiring_champions	wh3_main_lord_passive_feasting_on_fear	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_hellblade_aspiring_champions	wh3_main_unit_passive_hellblade	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_hellblade_chosen_mkho	wh3_main_unit_passive_hellblade	chosen_mkho
wh3_dlc20_hidden_in_time_aspiring_champions	wh3_main_lord_abilities_hidden_in_time	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_locus_of_fecundity_aspiring_champions	wh3_main_character_abilities_locus_of_fecundity	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_revel_in_slaughter_aspiring_champions	wh3_main_lord_passive_revel_in_slaughter	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_slime_trail_aspiring_champions	wh3_main_unit_passive_slime_trail	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc20_slime_trail_chosen_mnur	wh3_main_unit_passive_slime_trail	chosen_mnur
wh3_dlc20_soulhunter_knights_msla	wh3_main_unit_passive_soul_hunters	chs_knights_msla
wh3_dlc20_soulhunters_aspiring_champions	wh3_main_unit_passive_soul_hunters	wh3_dlc20_chs_aspiring_champions_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_garrison_1	wh3_dlc23_spell_hashut_burning_wrath	wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_garrison_2	wh3_dlc23_spell_hashut_dark_subjugation	wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut
wh3_dlc23_effect_ability_enable_restock_for_infernal_castellan	wh2_dlc17_hero_abilities_more_powder_generic	wh3_dlc23_chd_infernal_castellan
wh3_dlc23_effect_ability_mod_amount_of_uses_lammasu_bale_taurus	wh3_dlc23_unit_abilities_flaming_breath	wh3_dlc23_chd_monsters_rank7
wh3_dlc23_final_battle_final_boss_belegar	wh3_dlc23_lord_passive_presence_of_clan_angrund	wh3_dlc23_final_battle_final_boss_belegar
wh3_dlc23_final_battle_final_boss_slaughtermaster	wh3_dlc23_lord_passive_champions_of_the_maw	wh3_dlc23_final_battle_final_boss_slaughtermaster
wh3_dlc23_final_battle_final_boss_thorek	wh3_dlc23_lord_passive_presence_of_the_master_runelord	wh3_dlc23_final_battle_final_boss_thorek
wh3_dlc23_final_battle_final_boss_thorgrim	wh3_dlc23_lord_passive_presence_of_the_high_king	wh3_dlc23_final_battle_final_boss_thorgrim
wh3_dlc24_cth_cha_gate_master_garrison_1	wh3_dlc24_character_passive_bulwark_of_the_gate	wh3_dlc24_cth_cha_gate_master
wh3_dlc24_cth_cha_gate_master_garrison_2	wh3_dlc24_character_abilities_bastions_defenders	wh3_dlc24_cth_cha_gate_master
wh3_dlc24_effect_ability_cooldown_dragons_fang_dragon_form	wh3_dlc24_weapon_abilities_dragons_fang	wh3_dlc24_cth_cha_yuan_bo_dragon
wh3_dlc24_effect_ability_cooldown_dragons_fang_human	wh3_dlc24_weapon_abilities_dragons_fang	wh3_dlc24_cth_cha_yuan_bo_human
wh3_dlc24_effect_ability_enable_glean_magic_changeling	wh3_main_spell_tzeentch_glean_magic	just_the_changeling
wh3_dlc24_effect_ability_enable_infernal_gateway_changeling	wh3_main_spell_tzeentch_infernal_gateway	just_the_changeling
wh3_dlc24_effect_ability_enable_shield_of_thorns_passive_chs_knights_chosen_2	wh3_dlc24_passive_shield_of_thorns	chs_knights
wh3_dlc24_effect_ability_enable_shield_of_thorns_passive_chs_knights_chosen_4	wh3_dlc24_passive_shield_of_thorns	tze_doom_knights
wh3_dlc24_effect_ability_enable_tzeentch_treason_of_tzeentch_changeling	wh3_main_spell_tzeentch_treason_of_tzeentch	just_the_changeling
wh3_dlc24_effect_ability_enable_tzeentch_tzeentchs_firestorm_changeling	wh3_main_spell_tzeentch_tzeentchs_firestorm	just_the_changeling
wh3_dlc24_effect_ability_enable_yuan_human_blossom_wind	wh3_main_spell_yin_blossom_wind	wh3_dlc24_cth_cha_yuan_bo_human
wh3_dlc24_effect_ability_enable_yuan_human_net_of_amyntok	wh_main_spell_light_net_of_amyntok	wh3_dlc24_cth_cha_yuan_bo_human
wh3_dlc24_effect_ability_enable_yuan_human_talons_of_night	wh3_main_spell_yin_talons_of_night	wh3_dlc24_cth_cha_yuan_bo_human
wh3_dlc24_effect_ability_num_uses_war_compass	wh3_main_mount_bound_celestial_lightning	wh3_main_cth_veh_war_compass_0
wh3_dlc24_effect_ability_num_uses_war_compass_2	wh3_main_mount_bound_celestial_comet	wh3_main_cth_veh_war_compass_0
wh3_dlc24_effect_ability_overcast_blue_fire_of_tzeentch_changeling	wh3_main_spell_tzeentch_blue_fire_of_tzeentch	just_the_changeling
wh3_dlc24_effect_ability_overcast_glean_magic_changeling	wh3_main_spell_tzeentch_glean_magic	just_the_changeling
wh3_dlc24_effect_ability_overcast_infernal_gateway_changeling	wh3_main_spell_tzeentch_infernal_gateway	just_the_changeling
wh3_dlc24_effect_ability_overcast_pink_fire_of_tzeentch_changeling	wh3_main_spell_tzeentch_pink_fire_of_tzeentch	just_the_changeling
wh3_dlc24_effect_ability_overcast_treason_of_tzeentch_changeling	wh3_main_spell_tzeentch_treason_of_tzeentch	just_the_changeling
wh3_dlc24_effect_ability_overcast_tzeentchs_firestorm_changeling	wh3_main_spell_tzeentch_tzeentchs_firestorm	just_the_changeling
wh3_dlc24_effect_ability_overcast_yuan_human_blossom_wind	wh3_main_spell_yin_blossom_wind	wh3_dlc24_cth_cha_yuan_bo_human
wh3_dlc24_effect_ability_overcast_yuan_human_jade_shield	wh3_main_spell_yang_jade_shield	wh3_dlc24_cth_cha_yuan_bo_human
wh3_dlc24_effect_ability_overcast_yuan_human_net_of_amyntok	wh_main_spell_light_net_of_amyntok	wh3_dlc24_cth_cha_yuan_bo_human
wh3_dlc24_effect_ability_overcast_yuan_human_shems_burning_gaze	wh_main_spell_light_shems_burning_gaze	wh3_dlc24_cth_cha_yuan_bo_human
wh3_dlc24_effect_ability_overcast_yuan_human_talons_of_night	wh3_main_spell_yin_talons_of_night	wh3_dlc24_cth_cha_yuan_bo_human
wh3_dlc24_guardian_tzar_guards	wh2_dlc10_unit_passive_guardian	ksl_ice_guard_tzar_guard
wh3_dlc24_ksl_regen_hag_witches	wh_main_unit_passive_regeneration	wh3_dlc24_ksl_heroes_hags
wh3_dlc24_vmp_unit_fell_bats_regeneration	wh_main_unit_passive_regeneration	vmp_unit_fell_bats
wh3_dlc25_ability_enable_greater_gate_nur_garrisons	wh3_main_character_abilities_greater_gate_of_nurgle	wh3_main_nur_cha_cultist_0
wh3_dlc25_amethyst_outrider_murderous_charge	wh3_dlc20_unit_passive_murderous_charge	wh3_dlc25_emp_cav_outrider_morr
wh3_dlc25_dwf_cha_dragon_slayer_caravan_1	wh_main_lord_passive_deathblow	wh3_dlc25_dwf_cha_dragon_slayer
wh3_dlc25_effect_ability_aura_of_protection	wh_main_mount_passive_aura_of_protection	wh_dlc08_empire_luminark
wh3_dlc25_effect_ability_aura_of_protection_upgraded	wh3_dlc25_mount_passive_aura_of_protection_upgraded	wh_dlc08_empire_luminark
wh3_dlc25_effect_ability_enable_ahes_and_steam_amethyst_landship	wh3_dlc25_unit_passive_ashes_and_steam	wh3_dlc25_emp_veh_land_ship_morr
wh3_dlc25_effect_ability_enable_iron_resolve_amethyst_ironsides	wh3_dlc25_unit_passive_iron_resolve	wh3_dlc25_emp_inf_ironsides_morr
wh3_dlc25_effect_ability_enable_journeys_end_upgraded	wh3_dlc25_unit_passive_journeys_end_upgraded	dwf_slayers
wh3_dlc25_effect_ability_enable_last_rites_amethyst_rocket_battery	wh3_dlc25_unit_passive_last_rites	wh3_dlc25_emp_art_helstorm_rocket_battery_morr
wh3_dlc25_effect_ability_enable_regeneration_nur_nurglings_rank7	wh_main_unit_passive_regeneration	wh3_main_nur_inf_nurglings_0_rank7
wh3_dlc25_effect_ability_enable_regeneration_nur_nurglings_ror	wh_main_unit_passive_regeneration	wh3_twa10_nur_inf_nurglings_ror
wh3_dlc25_effect_ability_enable_weapons_of_malice_army	wh3_dlc25_unit_passive_weapons_of_malice	wh3_dlc25_nemesis_crown_final_battle_set
wh3_dlc25_effect_ability_mod_amount_of_uses_unspeakable_foulness_toad_dragons	wh3_dlc25_unit_abilities_unspeakable_foulness	wh3_dlc25_nur_mon_toad_dragon_and_tamurkhan
wh3_dlc25_effect_ability_whirlwind_of_death_doomseekers_disable	wh3_dlc25_unit_abilities_whirlwind_of_death	dwf_doomseekers_rank7
wh3_dlc25_effect_ability_whirlwind_of_death_doomseekers_ror_disable	wh3_dlc25_unit_abilities_whirlwind_of_death_ror	wh3_dlc25_dwf_inf_doomseekers_rank7_ror
wh3_dlc25_effect_ability_whirlwind_of_death_upgraded_doomseekers	wh3_dlc25_unit_abilities_whirlwind_of_death_upgraded	dwf_doomseekers_rank7
wh3_dlc25_effect_ability_whirlwind_of_death_upgraded_doomseekers_ror	wh3_dlc25_unit_abilities_whirlwind_of_death_ror_upgraded	wh3_dlc25_dwf_inf_doomseekers_rank7_ror
wh3_dlc25_effect_ritual_gunnery_school_land_ship_mines	wh3_dlc25_unit_abilities_marienburg_land_mines	wh3_dlc25_emp_land_ship
wh3_dlc25_emp_amethyst_ironsides_refuse_to_die	wh3_dlc25_unit_passive_iron_resolve	wh3_dlc25_emp_inf_ironsides_morr
wh3_dlc25_emp_elspeth_ashes_and_dust	wh3_main_cataclysm_death_ashes_and_dust	wh3_dlc25_emp_elspeth
wh3_dlc25_emp_land_ship_spearports	wh3_dlc25_unit_passive_spearports	wh3_dlc25_emp_land_ship
wh3_dlc25_emp_veh_land_ship_morr_doom_and_despair	wh3_dlc25_unit_passive_doom_and_despair	wh3_dlc25_emp_veh_land_ship_morr
wh3_dlc25_emp_veh_land_ship_morr_fate_of_bjuna	wh3_dlc25_spell_bound_the_fate_of_bjuna	wh3_dlc25_emp_veh_land_ship_morr
wh3_dlc25_emp_veh_land_ship_morr_spirit_leech	wh3_dlc25_spell_bound_spirit_leech_gunnery_school	wh3_dlc25_emp_veh_land_ship_morr
wh3_dlc25_grim_resolve_characters	wh2_dlc13_unit_passive_grim_resolve	characters
wh3_dlc25_gunnery_cavalry_extra_reload	wh3_dlc23_unit_passive_extra_reload	wh3_dlc25_gunnery_cavalry
wh3_dlc25_nur_chieftains_fimir_trolls_ogres_enable_horrible_regeneration	wh2_dlc17_unit_passive_horrible_regeneration	wh3_dlc25_nur_chieftains_fimir_trolls_beasts
wh3_dlc25_starmetal_plate_dwf_hammerers	wh2_dlc10_item_passive_starmetal_plate	dwf_hammerers
wh3_doom_and_darkness_amethsyt_land_ship	wh3_dlc25_spell_Bound_doom_and_darkness_gunnery_school	wh3_dlc25_emp_veh_land_ship_morr
wh3_main_cth_cha_alchemist_0_caravan_1	wh_main_spell_metal_searing_doom	wh3_main_cth_cha_alchemist_0
wh3_main_cth_cha_alchemist_0_caravan_2	wh_main_spell_metal_plague_of_rust	wh3_main_cth_cha_alchemist_0
wh3_main_cth_cha_alchemist_0_caravan_3	wh3_main_character_abilities_enchanted_metallurgy	wh3_main_cth_cha_alchemist_0
wh3_main_cth_cha_astromancer_garrison_1	wh_main_spell_heavens_harmonic_convergence	wh3_main_cth_cha_astromancer
wh3_main_cth_cha_astromancer_garrison_2	wh_main_spell_heavens_wind_blast	wh3_main_cth_cha_astromancer
wh3_main_effect_ability_cooldown_wrath_of_the_storm	wh3_main_lord_abilities_wrath_of_the_storm	wh3_main_cth_cha_storm_dragon_0
wh3_main_effect_ability_disable_deadly_onslaught_iron_dragon	wh_main_character_abilities_deadly_onslaught	wh3_main_cth_cha_iron_dragon_1
wh3_main_effect_ability_disable_deadly_onslaught_storm_dragon	wh_main_character_abilities_deadly_onslaught	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_disable_earth_blood_storm_dragon	wh_dlc05_spell_life_earth_blood	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_disable_flesh_to_stone_storm_dragon	wh_dlc05_spell_life_flesh_to_stone	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_disable_foe_seeker_iron_dragon	wh_main_character_abilities_foe_seeker	wh3_main_cth_cha_iron_dragon_1
wh3_main_effect_ability_disable_foe_seeker_storm_dragon	wh_main_character_abilities_foe_seeker	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_disable_master_of_alchemy_iron_dragon	wh3_main_lord_abilities_master_of_alchemy	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_disable_missile_mirror_storm_dragon	wh3_main_spell_yin_missile_mirror	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_disable_rally_iron_dragon	wh_main_character_abilities_rally	wh3_main_cth_cha_iron_dragon_1
wh3_main_effect_ability_disable_rally_storm_dragon	wh_main_character_abilities_rally	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_disable_regrowth_storm_dragon	wh_dlc05_spell_life_regrowth	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_disable_stand_your_ground_iron_dragon	wh_main_character_abilities_stand_your_ground	wh3_main_cth_cha_iron_dragon_1
wh3_main_effect_ability_disable_stand_your_ground_storm_dragon	wh_main_character_abilities_stand_your_ground	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_disable_storm_of_shadows_storm_dragon	wh3_main_spell_yin_storm_of_shadows	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_enable_acquiescence_keeper_of_secrets	wh3_main_spell_slaanesh_acquiescence_bound	wh3_main_sla_mon_keeper_of_secrets_0_no_ror
wh3_main_effect_ability_enable_arcane_mirth_tze_horrors	wh3_main_unit_passive_arcane_mirth	tze_blue_pink_horrors_no_exalted
wh3_main_effect_ability_enable_aura_of_majesty	wh3_main_lord_passive_aura_of_majesty	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_enable_blue_fire_of_tzeentch_lord_of_change	wh3_main_spell_tzeentch_blue_fire_of_tzeentch_bound	wh3_main_tze_mon_lord_of_change_0_no_ror
wh3_main_effect_ability_enable_constellation_of_the_dragon_iron_dragon	wh3_main_spell_yang_constellation_of_the_dragon	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_deadly_onslaught_iron_dragon	wh_main_character_abilities_deadly_onslaught	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_deadly_onslaught_storm_dragon	wh_main_character_abilities_deadly_onslaught	wh3_main_cth_cha_storm_dragon_0
wh3_main_effect_ability_enable_disdain_of_the_dragons	wh3_main_lord_passive_disdain_of_the_dragons	wh3_main_cth_cha_storm_dragon_0
wh3_main_effect_ability_enable_earth_blood_storm_dragon	wh_dlc05_spell_life_earth_blood	wh3_main_cth_cha_storm_dragon_0
wh3_main_effect_ability_enable_eye_of_the_storm	wh3_main_lord_abilities_eye_of_the_storm	wh3_main_cth_cha_storm_dragon_1
wh3_main_effect_ability_enable_final_transmutation_iron_dragon	wh_main_spell_metal_final_transmutation	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_flesh_to_stone_storm_dragon	wh_dlc05_spell_life_flesh_to_stone	wh3_main_cth_cha_storm_dragon_0
wh3_main_effect_ability_enable_foe_seeker_iron_dragon	wh_main_character_abilities_foe_seeker	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_foe_seeker_storm_dragon	wh_main_character_abilities_foe_seeker	wh3_main_cth_cha_storm_dragon_0
wh3_main_effect_ability_enable_frenzy_flesh_hounds_minotaurs	wh_main_unit_passive_frenzy	wh3_main_kho_flesh_hounds_minotaurs
wh3_main_effect_ability_enable_frenzy_for_sabretusks	wh_main_unit_passive_frenzy	ogr_sabretusks
wh3_main_effect_ability_enable_glean_magic_lord_of_change	wh3_main_spell_tzeentch_glean_magic_bound	wh3_main_tze_mon_lord_of_change_0
wh3_main_effect_ability_enable_glittering_robe_iron_dragon	wh_main_spell_metal_glittering_robe	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_hysterical_frenzy_keeper_of_secrets	wh3_main_spell_slaanesh_hysterical_frenzy_bound	wh3_main_sla_mon_keeper_of_secrets_0
wh3_main_effect_ability_enable_infernal_gateway_lord_of_change	wh3_main_spell_tzeentch_infernal_gateway_bound	wh3_main_tze_mon_lord_of_change_0
wh3_main_effect_ability_enable_lash_of_slaanesh_keeper_of_secrets	wh3_main_spell_bound_lash_of_slaanesh_keeper_of_secrets	wh3_main_sla_mon_keeper_of_secrets_0_no_ror
wh3_main_effect_ability_enable_master_of_alchemy_flaming_iron_dragon	wh3_main_lord_abilities_master_of_alchemy_flaming	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_master_of_alchemy_iron_dragon	wh3_main_lord_abilities_master_of_alchemy	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_master_of_alchemy_piercing_iron_dragon	wh3_main_lord_abilities_master_of_alchemy_piercing	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_master_of_alchemy_poison_iron_dragon	wh3_main_lord_abilities_master_of_alchemy_poison	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_mimic_battle_harmony_elf	wh3_main_unit_abilities_mimic_battle_harmony_elf	wh2_dlc15_mistwalkers
wh3_main_effect_ability_enable_mimic_brutish_charge	wh3_main_unit_abilities_mimic_brutish_charge	wh2_dlc15_mistwalkers
wh3_main_effect_ability_enable_mimic_by_our_blood	wh3_main_unit_abilities_mimic_by_our_blood	wh2_dlc15_mistwalkers
wh3_main_effect_ability_enable_missile_mirror_storm_dragon	wh3_main_spell_yin_missile_mirror	wh3_main_cth_cha_storm_dragon_0
wh3_main_effect_ability_enable_nurgle_curse_of_the_leper	wh3_main_spell_nurgle_curse_of_the_leper_bound	wh3_main_nur_mon_great_unclean_one_0
wh3_main_effect_ability_enable_nurgle_fleshy_abundance	wh3_main_spell_nurgle_fleshy_abundance_bound	wh3_main_nur_mon_great_unclean_one_0
wh3_main_effect_ability_enable_nurgle_miasma_of_pestilence	wh3_main_spell_nurgle_miasma_of_pestilence_bound	wh3_main_nur_mon_great_unclean_one_0_no_ror
wh3_main_effect_ability_enable_nurgle_pestilent_pustule	wh3_main_spell_nurgle_pestilent_pustule_bound	wh3_main_nur_mon_great_unclean_one_0
wh3_main_effect_ability_enable_nurgle_rancid_visitations	wh3_main_spell_nurgle_rancid_visitations_bound	wh3_main_nur_mon_great_unclean_one_0
wh3_main_effect_ability_enable_nurgle_stream_of_corruption	wh3_main_spell_nurgle_stream_of_corruption_bound	wh3_main_nur_mon_great_unclean_one_0
wh3_main_effect_ability_enable_pavane_of_slaanesh_keeper_of_secrets	wh3_main_spell_slaanesh_pavane_of_slaanesh_bound	wh3_main_sla_mon_keeper_of_secrets_0
wh3_main_effect_ability_enable_phantasmagoria_keeper_of_secrets	wh3_main_spell_slaanesh_phantasmagoria_bound	wh3_main_sla_mon_keeper_of_secrets_0
wh3_main_effect_ability_enable_pink_fire_of_tzeentch_lord_of_change	wh3_main_spell_tzeentch_pink_fire_of_tzeentch_bound	wh3_main_tze_mon_lord_of_change_0_no_ror
wh3_main_effect_ability_enable_plague_of_rust_iron_dragon	wh_main_spell_metal_plague_of_rust	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_rally_dragon	wh_main_character_abilities_rally	wh3_dlc24_cth_dragons_human_form
wh3_main_effect_ability_enable_regen_dragon_ogre_frost_wyrm	wh_main_unit_passive_regeneration	wh3_dlc25_nur_chieftains_fimir_frost_wyrm_dragon_ogre
wh3_main_effect_ability_enable_regeneration_ksl_elemental_bears	wh_main_unit_passive_regeneration	wh3_main_ksl_mon_elemental_bear_0
wh3_main_effect_ability_enable_regeneration_nurglings	wh_main_unit_passive_regeneration	wh3_main_nur_inf_nurglings_0
wh3_main_effect_ability_enable_regrowth_storm_dragon	wh_dlc05_spell_life_regrowth	wh3_main_cth_cha_storm_dragon_0
wh3_main_effect_ability_enable_slicing_shards_keeper_of_secrets	wh3_main_spell_slaanesh_slicing_shards_bound	wh3_main_sla_mon_keeper_of_secrets_0
wh3_main_effect_ability_enable_slime_trail_great_unclean_one	wh3_main_unit_passive_slime_trail	wh3_main_nur_mon_great_unclean_one_0
wh3_main_effect_ability_enable_stand_your_ground_dragon	wh_main_character_abilities_stand_your_ground	wh3_dlc24_cth_dragons_human_form
wh3_main_effect_ability_enable_storm_of_shadows_storm_dragon	wh3_main_spell_yin_storm_of_shadows	wh3_main_cth_cha_storm_dragon_0
wh3_main_effect_ability_enable_treason_of_tzeentch_lord_of_change	wh3_main_spell_tzeentch_treason_of_tzeentch_bound	wh3_main_tze_mon_lord_of_change_0
wh3_main_effect_ability_enable_tzeentchs_firestorm_lord_of_change	wh3_main_spell_tzeentch_tzeentchs_firestorm_bound	wh3_main_tze_mon_lord_of_change_0
wh3_main_effect_ability_enable_wall_of_wind_and_fire_iron_dragon	wh3_main_spell_yang_wall_of_wind_and_fire	wh3_main_cth_cha_iron_dragon_0
wh3_main_effect_ability_enable_wrath_of_the_storm	wh3_main_lord_abilities_wrath_of_the_storm	wh3_main_cth_cha_storm_dragon_0
wh3_main_kho_veh_blood_shrine_0_blood_shield	wh2_dlc16_hero_passive_blood_shield	wh3_main_kho_veh_blood_shrine_0
wh3_main_ksl_bear_riders_frenzy	wh_main_unit_passive_frenzy	wh3_main_ksl_bear_riders
wh3_main_nur_cha_plagueridden_death_garrison_1	wh_main_spell_death_aspect_of_the_dreadknight	wh3_main_nur_cha_plagueridden_death
wh3_main_nur_cha_plagueridden_death_garrison_2	wh_main_spell_death_spirit_leech	wh3_main_nur_cha_plagueridden_death
wh3_main_nur_cha_plagueridden_nurgle_garrison_1	wh3_main_spell_nurgle_stream_of_corruption	wh3_main_nur_cha_plagueridden_nurgle
wh3_main_nur_cha_plagueridden_nurgle_garrison_2	wh3_main_spell_nurgle_miasma_of_pestilence	wh3_main_nur_cha_plagueridden_nurgle
wh3_main_ogr_cha_firebelly_0_garrison_1	wh_main_spell_fire_fireball	wh3_main_ogr_cha_firebelly_0
wh3_main_ogr_cha_firebelly_0_garrison_2	wh_main_spell_fire_cascading_fire_cloak	wh3_main_ogr_cha_firebelly_0
wh3_main_ravenous_dead_crypt_horrors	wh2_dlc11_unit_passive_the_hunger	vmp_unit_crypt_horrors
wh3_main_ravenous_dead_ghouls	wh2_dlc11_unit_passive_the_hunger	vmp_ghouls
wh3_main_sla_cha_alluress_shadow_garrison_1	wh_dlc05_spell_shadow_melkoths_mystifying_miasma	wh3_main_sla_cha_alluress_shadow
wh3_main_sla_cha_alluress_shadow_garrison_2	wh_dlc05_spell_shadow_the_enfeebling_foe	wh3_main_sla_cha_alluress_shadow
wh3_main_sla_cha_alluress_slaanesh_garrison_1	wh3_main_spell_slaanesh_lash_of_slaanesh	wh3_main_sla_cha_alluress_slaanesh
wh3_main_sla_cha_alluress_slaanesh_garrison_2	wh3_main_spell_slaanesh_acquiescence	wh3_main_sla_cha_alluress_slaanesh
wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0_garrison_1	wh3_main_spell_slaanesh_acquiescence	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0
wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0_garrison_2	wh3_main_spell_slaanesh_lash_of_slaanesh	wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0
wh3_main_tze_cha_cultist_0_garrison_1	wh_main_spell_fire_fireball	tze_cultist
wh3_main_tze_cha_cultist_0_garrison_2	wh_main_spell_fire_cascading_fire_cloak	tze_cultist
wh3_main_tze_cha_iridescent_horror_metal_garrison_1	wh_main_spell_metal_plague_of_rust	wh3_main_tze_cha_iridescent_horror_metal
wh3_main_tze_cha_iridescent_horror_metal_garrison_2	wh_main_spell_metal_searing_doom	wh3_main_tze_cha_iridescent_horror_metal
wh3_main_tze_cha_iridescent_horror_tzeentch_garrison_1	wh3_main_spell_tzeentch_blue_fire_of_tzeentch	wh3_main_tze_cha_iridescent_horror_tzeentch
wh3_main_tze_cha_iridescent_horror_tzeentch_garrison_2	wh3_main_spell_tzeentch_pink_fire_of_tzeentch	wh3_main_tze_cha_iridescent_horror_tzeentch
wh3_twa08_effect_ability_enable_enfeebling_foe_keeper_of_secrets_ror	wh3_twa08_spell_bound_enfeebling_foe_keeper_of_secrets_ror	mp_cap_unit_sla_mon_keeper_of_secrets_0_ror
wh3_twa08_effect_ability_enable_gehennas_golden_hounds_lord_of_change_ror	wh3_dlc20_spell_bound_gehennas_golden_hounds	mp_cap_unit_tze_mon_lord_of_change_0_ror
wh3_twa08_effect_ability_enable_lash_of_slaanesh_keeper_of_secrets_ror	wh3_main_spell_bound_lash_of_slaanesh_keeper_of_secrets	mp_cap_unit_sla_mon_keeper_of_secrets_0_ror
