bonus_value_id	effect	subtype
availability	wh3_main_effect_agent_enable_recruitment_ksl_frost_maiden	wh3_main_ksl_frost_maiden_tempest
availability	wh3_main_effect_agent_enable_recruitment_ksl_patriarch	wh3_main_ksl_patriarch
availability	wh3_main_effect_agent_enable_recruitment_nur_cultist	wh3_main_nur_cultist
availability	wh3_main_effect_agent_enable_recruitment_nur_plagueridden	wh3_main_nur_plagueridden_death
availability	wh3_main_effect_agent_enable_recruitment_nur_plagueridden	wh3_main_nur_plagueridden_nurgle
availability	wh3_main_effect_agent_enable_recruitment_ogr_butcher	wh3_dlc26_ogr_cha_butcher_death
availability	wh3_main_effect_agent_enable_recruitment_ogr_butcher	wh3_dlc26_ogr_cha_butcher_heavens
availability	wh3_main_effect_agent_enable_recruitment_ogr_butcher	wh3_main_ogr_butcher_beasts
availability	wh3_main_effect_agent_enable_recruitment_ogr_butcher	wh3_main_ogr_butcher_great_maw
availability	wh3_main_effect_agent_enable_recruitment_ogr_firebelly	wh3_main_ogr_firebelly
availability	wh3_main_effect_agent_enable_recruitment_ogr_hunter	wh3_main_ogr_hunter
availability	wh3_main_effect_agent_enable_recruitment_sla_alluress	wh3_main_sla_alluress_shadow
availability	wh3_main_effect_agent_enable_recruitment_sla_alluress	wh3_main_sla_alluress_slaanesh
availability	wh3_main_effect_agent_enable_recruitment_sla_cultist	wh3_main_sla_cultist
availability	wh3_main_effect_agent_enable_recruitment_tze_cultist	wh3_main_tze_cultist
availability	wh3_main_effect_agent_enable_recruitment_tze_iridescent_horror	wh3_main_tze_iridescent_horror_metal
availability	wh3_main_effect_agent_enable_recruitment_tze_iridescent_horror	wh3_main_tze_iridescent_horror_tzeentch
action_points_percentage_mod	wh3_main_effect_agent_movement_range_mod_kho_bloodreaper	wh3_main_kho_bloodreaper
recruitment_level	wh3_main_effect_agent_recruitment_xp_lzd_scar_veteran_old_blood	wh2_dlc13_lzd_saurus_old_blood_horde
recruitment_level	wh3_main_effect_agent_recruitment_xp_lzd_scar_veteran_old_blood	wh2_main_lzd_saurus_old_blood
recruitment_level	wh3_main_effect_agent_recruitment_xp_lzd_scar_veteran_old_blood	wh2_main_lzd_saurus_scar_veteran
success_mod_opponent	wh3_main_effect_cth_force_subtype_agent_success_mod_yin	wh3_dlc24_cth_celestial_general_yin
success_mod_opponent	wh3_main_effect_cth_force_subtype_agent_success_mod_yin	wh3_dlc24_cth_yuan_bo
success_mod_opponent	wh3_main_effect_cth_force_subtype_agent_success_mod_yin	wh3_main_cth_dragon_blooded_shugengan_yin
success_mod_opponent	wh3_main_effect_cth_force_subtype_agent_success_mod_yin	wh3_main_cth_lord_magistrate_yin
success_mod_opponent	wh3_main_effect_cth_force_subtype_agent_success_mod_yin	wh3_main_cth_miao_ying
action_points_percentage_mod	wh3_main_effect_cth_force_subtype_campaign_movement_yang	wh3_dlc24_cth_celestial_general_yang
action_points_percentage_mod	wh3_main_effect_cth_force_subtype_campaign_movement_yang	wh3_main_cth_dragon_blooded_shugengan_yang
action_points_percentage_mod	wh3_main_effect_cth_force_subtype_campaign_movement_yang	wh3_main_cth_lord_magistrate_yang
action_points_percentage_mod	wh3_main_effect_cth_force_subtype_campaign_movement_yang	wh3_main_cth_zhao_ming
melee_defence_mod_mult	wh3_main_effect_force_stat_melee_defence_ogr_camps	wh3_main_ogr_tyrant_camp
recruitment_level	wh3_main_effect_hero_recruit_rank_tze_metal_casters	wh3_dlc20_chs_sorcerer_lord_metal_mtze
recruitment_level	wh3_main_effect_hero_recruit_rank_tze_metal_casters	wh3_dlc20_chs_sorcerer_metal_mtze
recruitment_level	wh3_main_effect_hero_recruit_rank_tze_metal_casters	wh3_main_tze_herald_of_tzeentch_metal
recruitment_level	wh3_main_effect_hero_recruit_rank_tze_metal_casters	wh3_main_tze_iridescent_horror_metal
armour_mod_mult	wh3_main_effect_kho_spawned_armies_armour_mod	wh3_dlc26_kho_exalted_bloodthirster_khorne_spawned_army
armour_mod_mult	wh3_main_effect_kho_spawned_armies_armour_mod	wh3_main_kho_herald_of_khorne_khorne_spawned_army
mod_land_movement_battle	wh3_main_effect_kho_spawned_armies_battle_speed_mod	wh3_dlc26_kho_exalted_bloodthirster_khorne_spawned_army
mod_land_movement_battle	wh3_main_effect_kho_spawned_armies_battle_speed_mod	wh3_main_kho_herald_of_khorne_khorne_spawned_army
charge_bonus	wh3_main_effect_kho_spawned_armies_charge_mod	wh3_dlc26_kho_exalted_bloodthirster_khorne_spawned_army
charge_bonus	wh3_main_effect_kho_spawned_armies_charge_mod	wh3_main_kho_herald_of_khorne_khorne_spawned_army
melee_attack_mod_mult	wh3_main_effect_kho_spawned_armies_melee_attack_mod	wh3_dlc26_kho_exalted_bloodthirster_khorne_spawned_army
melee_attack_mod_mult	wh3_main_effect_kho_spawned_armies_melee_attack_mod	wh3_main_kho_herald_of_khorne_khorne_spawned_army
melee_defence_mod_mult	wh3_main_effect_kho_spawned_armies_melee_defence_mod	wh3_dlc26_kho_exalted_bloodthirster_khorne_spawned_army
melee_defence_mod_mult	wh3_main_effect_kho_spawned_armies_melee_defence_mod	wh3_main_kho_herald_of_khorne_khorne_spawned_army
action_points_percentage_mod	wh3_main_effect_kho_spawned_armies_movement_mod	wh3_dlc26_kho_exalted_bloodthirster_khorne_spawned_army
action_points_percentage_mod	wh3_main_effect_kho_spawned_armies_movement_mod	wh3_main_kho_herald_of_khorne_khorne_spawned_army
melee_damage_ap_mod_mult	wh3_main_effect_kho_spawned_armies_weapon_strength_mod	wh3_dlc26_kho_exalted_bloodthirster_khorne_spawned_army
melee_damage_ap_mod_mult	wh3_main_effect_kho_spawned_armies_weapon_strength_mod	wh3_main_kho_herald_of_khorne_khorne_spawned_army
melee_damage_mod_mult	wh3_main_effect_kho_spawned_armies_weapon_strength_mod	wh3_dlc26_kho_exalted_bloodthirster_khorne_spawned_army
melee_damage_mod_mult	wh3_main_effect_kho_spawned_armies_weapon_strength_mod	wh3_main_kho_herald_of_khorne_khorne_spawned_army
upkeep_mod	wh3_main_effect_kho_spawned_army_upkeep	wh3_dlc26_kho_exalted_bloodthirster_khorne_spawned_army
upkeep_mod	wh3_main_effect_kho_spawned_army_upkeep	wh3_main_kho_herald_of_khorne_khorne_spawned_army
cap	wh3_main_effect_ogr_camp_limit	wh3_main_ogr_tyrant_camp
upkeep_mod	wh3_main_effect_upkeep_lzd_old_blood_armies	wh2_main_lzd_saurus_old_blood
recruitment_level	wh3_main_faction_xp_increase_generals_cth_caravan_master	wh3_main_cth_lord_caravan_master
recruitment_level	wh3_main_faction_xp_increase_generals_kho_hidden	wh3_dlc26_kho_bloodspeaker
recruitment_level	wh3_main_faction_xp_increase_generals_kho_hidden	wh3_main_kho_herald_of_khorne
recruitment_level	wh3_main_faction_xp_increase_generals_kho	wh3_dlc26_kho_bloodspeaker
recruitment_level	wh3_main_faction_xp_increase_generals_kho	wh3_main_kho_herald_of_khorne
recruitment_level	wh3_main_faction_xp_increase_generals_nur_hidden	wh3_main_nur_herald_of_nurgle_death
recruitment_level	wh3_main_faction_xp_increase_generals_nur_hidden	wh3_main_nur_herald_of_nurgle_nurgle
recruitment_level	wh3_main_faction_xp_increase_generals_nur	wh3_main_nur_herald_of_nurgle_death
recruitment_level	wh3_main_faction_xp_increase_generals_nur	wh3_main_nur_herald_of_nurgle_nurgle
recruitment_level	wh3_main_faction_xp_increase_generals_sla_hidden	wh3_main_sla_herald_of_slaanesh_shadow
recruitment_level	wh3_main_faction_xp_increase_generals_sla_hidden	wh3_main_sla_herald_of_slaanesh_slaanesh
recruitment_level	wh3_main_faction_xp_increase_generals_sla	wh3_main_sla_herald_of_slaanesh_shadow
recruitment_level	wh3_main_faction_xp_increase_generals_sla	wh3_main_sla_herald_of_slaanesh_slaanesh
recruitment_level	wh3_main_faction_xp_increase_generals_tze_hidden	wh3_main_tze_herald_of_tzeentch_metal
recruitment_level	wh3_main_faction_xp_increase_generals_tze_hidden	wh3_main_tze_herald_of_tzeentch_tzeentch
recruitment_level	wh3_main_faction_xp_increase_generals_tze	wh3_main_tze_herald_of_tzeentch_metal
recruitment_level	wh3_main_faction_xp_increase_generals_tze	wh3_main_tze_herald_of_tzeentch_tzeentch
availability	wh3_main_pro_effect_agent_enable_recruitment_kho_cultist	wh3_main_pro_kho_cultist
availability	wh3_main_pro_effect_agent_enable_recruitment_tze_cultist	wh3_main_pro_tze_cultist
availability	wh_dlc03_effect_agent_enable_recruitment_champion_beastmen_hidden	wh_dlc03_bst_gorebull
availability	wh_dlc03_effect_agent_enable_recruitment_champion_beastmen	wh_dlc03_bst_gorebull
availability	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen_beasts_hidden	wh_dlc03_bst_bray_shaman_beasts
availability	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen_death_hidden	wh_dlc03_bst_bray_shaman_death
availability	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen_shadows_hidden	wh_dlc03_bst_bray_shaman_shadows
availability	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen_wild_hidden	wh_dlc03_bst_bray_shaman_wild
availability	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen	wh_dlc03_bst_bray_shaman_beasts
availability	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen	wh_dlc03_bst_bray_shaman_death
availability	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen	wh_dlc03_bst_bray_shaman_shadows
availability	wh_dlc03_effect_agent_enable_recruitment_wizard_beastmen	wh_dlc03_bst_bray_shaman_wild
recruitment_level	wh_dlc03_effect_agent_recruitment_xp_champion_beastmen	wh_dlc03_bst_gorebull
availability	wh_dlc05_effect_agent_enable_recruitment_champion_woodelves	wh2_dlc16_wef_malicious_branchwraith_beasts
availability	wh_dlc05_effect_agent_enable_recruitment_champion_woodelves	wh2_dlc16_wef_malicious_branchwraith_life
availability	wh_dlc05_effect_agent_enable_recruitment_champion_woodelves	wh2_dlc16_wef_malicious_branchwraith_shadows
availability	wh_dlc05_effect_agent_enable_recruitment_champion_woodelves	wh_dlc05_wef_branchwraith
availability	wh_dlc05_effect_agent_enable_recruitment_spy_woodelves	wh_dlc05_wef_waystalker
availability	wh_dlc05_effect_agent_enable_recruitment_wizard_woodelves	wh_dlc05_wef_spellsinger_beasts
availability	wh_dlc05_effect_agent_enable_recruitment_wizard_woodelves	wh_dlc05_wef_spellsinger_life
availability	wh_dlc05_effect_agent_enable_recruitment_wizard_woodelves	wh_dlc05_wef_spellsinger_shadow
availability	wh_dlc08_effect_agent_enable_recruitment_champion_norsca	wh_dlc08_nor_skin_wolf_werekin
availability	wh_dlc08_effect_agent_enable_recruitment_dignitary_norsca	wh_dlc08_nor_fimir_balefiend_fire
availability	wh_dlc08_effect_agent_enable_recruitment_dignitary_norsca	wh_dlc08_nor_fimir_balefiend_shadow
availability	wh_dlc08_effect_agent_enable_recruitment_wizard_norsca	wh_dlc08_nor_shaman_sorcerer_death
availability	wh_dlc08_effect_agent_enable_recruitment_wizard_norsca	wh_dlc08_nor_shaman_sorcerer_fire
availability	wh_dlc08_effect_agent_enable_recruitment_wizard_norsca	wh_dlc08_nor_shaman_sorcerer_metal
recruitment_level	wh_dlc16_effect_hero_xp_levels_malevolent_branchwraiths	wh2_dlc16_wef_malicious_branchwraith_beasts
recruitment_level	wh_dlc16_effect_hero_xp_levels_malevolent_branchwraiths	wh2_dlc16_wef_malicious_branchwraith_life
recruitment_level	wh_dlc16_effect_hero_xp_levels_malevolent_branchwraiths	wh2_dlc16_wef_malicious_branchwraith_shadows
availability	wh_dlc17_effect_agent_enable_recruitment_spy_beastmen_hidden	wh2_dlc17_bst_wargor
availability	wh_dlc17_effect_agent_enable_recruitment_spy_beastmen	wh2_dlc17_bst_wargor
availability	wh_main_effect_agent_enable_recruitment_champion_bretonnia	wh_main_brt_paladin
availability	wh_main_effect_agent_enable_recruitment_champion_chaos	wh_main_chs_exalted_hero
availability	wh_main_effect_agent_enable_recruitment_champion_dwarfs	wh_main_dwf_thane
availability	wh_main_effect_agent_enable_recruitment_champion_empire	wh_main_emp_captain
availability	wh_main_effect_agent_enable_recruitment_champion_teb	wh_main_teb_captain
availability	wh_main_effect_agent_enable_recruitment_champion_vampire_counts	wh_main_vmp_wight_king
availability	wh_main_effect_agent_enable_recruitment_dignitary_empire	wh_main_emp_warrior_priest
availability	wh_main_effect_agent_enable_recruitment_dignitary_vampire_counts	wh_dlc05_vmp_vampire_shadow
availability	wh_main_effect_agent_enable_recruitment_dignitary_vampire_counts	wh_main_vmp_vampire_death
availability	wh_main_effect_agent_enable_recruitment_engineer	wh_main_dwf_master_engineer
availability	wh_main_effect_agent_enable_recruitment_runesmith	wh_main_dwf_runesmith
availability	wh_main_effect_agent_enable_recruitment_spy_empire	wh_main_emp_witch_hunter
availability	wh_main_effect_agent_enable_recruitment_spy_greenskins	wh_main_grn_goblin_big_boss
availability	wh_main_effect_agent_enable_recruitment_spy_vampire_counts	wh_main_vmp_banshee
availability	wh_main_effect_agent_enable_recruitment_wizard_bretonnia	wh_dlc07_brt_damsel_beasts
availability	wh_main_effect_agent_enable_recruitment_wizard_bretonnia	wh_dlc07_brt_damsel_life
availability	wh_main_effect_agent_enable_recruitment_wizard_bretonnia	wh_main_brt_damsel_heavens
availability	wh_main_effect_agent_enable_recruitment_wizard_chaos	wh_dlc07_chs_chaos_sorcerer_shadow
availability	wh_main_effect_agent_enable_recruitment_wizard_chaos	wh_main_chs_chaos_sorcerer_death
availability	wh_main_effect_agent_enable_recruitment_wizard_chaos	wh_main_chs_chaos_sorcerer_fire
availability	wh_main_effect_agent_enable_recruitment_wizard_chaos	wh_main_chs_chaos_sorcerer_metal
availability	wh_main_effect_agent_enable_recruitment_wizard_chaos	wh_main_nor_chaos_sorcerer_metal
availability	wh_main_effect_agent_enable_recruitment_wizard_empire	wh2_pro07_emp_amethyst_wizard
availability	wh_main_effect_agent_enable_recruitment_wizard_empire	wh3_dlc25_emp_gold_wizard
availability	wh_main_effect_agent_enable_recruitment_wizard_empire	wh_dlc03_emp_amber_wizard
availability	wh_main_effect_agent_enable_recruitment_wizard_empire	wh_dlc05_emp_grey_wizard
availability	wh_main_effect_agent_enable_recruitment_wizard_empire	wh_dlc05_emp_jade_wizard
availability	wh_main_effect_agent_enable_recruitment_wizard_empire	wh_main_emp_bright_wizard
availability	wh_main_effect_agent_enable_recruitment_wizard_empire	wh_main_emp_celestial_wizard
availability	wh_main_effect_agent_enable_recruitment_wizard_empire	wh_main_emp_light_wizard
availability	wh_main_effect_agent_enable_recruitment_wizard_greenskins_goblin_shaman	wh_main_grn_night_goblin_shaman
availability	wh_main_effect_agent_enable_recruitment_wizard_greenskins_orc_shaman	wh_main_grn_orc_shaman
availability	wh_main_effect_agent_enable_recruitment_wizard_teb	wh_main_teb_bright_wizard
availability	wh_main_effect_agent_enable_recruitment_wizard_vampire_counts	wh_main_vmp_necromancer
