main_unit	ownership_content_pack
wh2_dlc13_emp_inf_handgunners_imperial_supply	wh2_dlc13_hunter
wh2_dlc13_emp_inf_handgunners_ror_0	core_base_empire
wh2_dlc13_emp_inf_huntsmen_0_imperial_supply	wh2_dlc13_hunter
wh2_dlc13_emp_inf_huntsmen_0	wh2_dlc13_hunter
wh2_dlc13_emp_inf_huntsmen_ror_0	wh2_dlc13_hunter
wh2_dlc13_emp_inf_spearmen_ror_0	core_base_empire
wh2_dlc13_emp_inf_swordsmen_ror_0	core_base_empire
wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply	wh2_dlc13_hunter
wh2_dlc13_emp_veh_steam_tank_imperial_supply	wh2_dlc13_hunter
wh2_dlc13_emp_veh_steam_tank_ror_0	core_base_empire
wh2_dlc13_emp_veh_war_wagon_0_imperial_supply	wh2_dlc13_hunter
wh2_dlc13_emp_veh_war_wagon_0	wh2_dlc13_hunter
wh2_dlc13_emp_veh_war_wagon_1_imperial_supply	wh2_dlc13_hunter
wh2_dlc13_emp_veh_war_wagon_1	wh2_dlc13_hunter
wh2_dlc13_emp_veh_war_wagon_ror_0	wh2_dlc13_hunter
wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	wh2_dlc13_hunter
wh2_dlc13_lzd_cha_gor_rok_0	wh2_dlc13_gor_rok_free
wh2_dlc13_lzd_cha_kroxigor_ancient_0	wh2_dlc13_hunter
wh2_dlc13_lzd_cha_nakai_0	wh2_dlc13_hunter
wh2_dlc13_lzd_cha_slann_mage_priest_beasts_0	core_base_lizardmen
wh2_dlc13_lzd_cha_slann_mage_priest_death_0	core_base_lizardmen
wh2_dlc13_lzd_cha_slann_mage_priest_fire_0	core_base_lizardmen
wh2_dlc13_lzd_cha_slann_mage_priest_life_0	core_base_lizardmen
wh2_dlc13_lzd_cha_slann_mage_priest_metal_0	core_base_lizardmen
wh2_dlc13_lzd_cha_slann_mage_priest_shadows_0	core_base_lizardmen
wh2_dlc13_lzd_mon_dread_saurian_0	wh2_dlc13_hunter
wh2_dlc13_lzd_mon_dread_saurian_1	wh2_dlc13_hunter
wh2_dlc13_lzd_mon_dread_saurian_ror_0	wh2_dlc13_hunter
wh2_dlc13_lzd_mon_razordon_pack_0	wh2_dlc13_hunter
wh2_dlc13_lzd_mon_razordon_pack_ror_0	wh2_dlc13_hunter
wh2_dlc13_lzd_mon_razordon_pack_summoned_0	wh2_dlc13_hunter
wh2_dlc13_lzd_mon_sacred_kroxigors_0_nakai	wh2_dlc13_hunter
wh2_dlc13_lzd_mon_sacred_kroxigors_0	wh2_dlc13_hunter
wh2_dlc13_lzd_mon_sacred_kroxigors_ror_0	wh2_dlc13_hunter
wh2_dlc14_brt_cha_henri_le_massif_0	wh2_dlc14_repanse_free
wh2_dlc14_brt_cha_henri_le_massif_3	wh2_dlc14_repanse_free
wh2_dlc14_brt_cha_henri_le_massif_4	wh2_dlc14_repanse_free
wh2_dlc14_brt_cha_repanse_de_lyonesse_0	wh2_dlc14_repanse_free
wh2_dlc14_brt_cha_repanse_de_lyonesse_1	wh2_dlc14_repanse_free
wh2_dlc14_def_cav_scourgerunner_chariot_0	wh2_dlc14_shadow
wh2_dlc14_def_cav_scourgerunner_chariot_ror_0	wh2_dlc14_shadow
wh2_dlc14_def_cha_high_beastmaster_0	wh2_dlc14_shadow
wh2_dlc14_def_cha_high_beastmaster_1	wh2_dlc14_shadow
wh2_dlc14_def_cha_high_beastmaster_2	wh2_dlc14_shadow
wh2_dlc14_def_cha_malus_darkblade_0_mp	wh2_dlc14_shadow
wh2_dlc14_def_cha_malus_darkblade_0	wh2_dlc14_shadow
wh2_dlc14_def_cha_malus_darkblade_1_mp	wh2_dlc14_shadow
wh2_dlc14_def_cha_malus_darkblade_1	wh2_dlc14_shadow
wh2_dlc14_def_cha_malus_darkblade_tzarkan_0_final_battle	wh2_dlc14_shadow
wh2_dlc14_def_cha_malus_darkblade_tzarkan_0	wh2_dlc14_shadow
wh2_dlc14_def_cha_malus_darkblade_tzarkan_1	wh2_dlc14_shadow
wh2_dlc14_def_cha_master_0	wh2_dlc14_shadow
wh2_dlc14_def_cha_master_1	wh2_dlc14_shadow
wh2_dlc14_def_cha_master_2	wh2_dlc14_shadow
wh2_dlc14_def_cha_master_3	wh2_dlc14_shadow
wh2_dlc14_def_cha_master_4	wh2_dlc14_shadow
wh2_dlc14_def_inf_harpies_ror_0	wh2_dlc14_shadow
wh2_dlc14_def_mon_bloodwrack_medusa_0	wh2_dlc14_shadow
wh2_dlc14_def_mon_bloodwrack_medusa_ror_0	wh2_dlc14_shadow
wh2_dlc14_def_veh_bloodwrack_shrine_0	wh2_dlc14_shadow
wh2_dlc14_skv_cha_deathmaster_snikch_0	wh2_dlc14_shadow
wh2_dlc14_skv_cha_deathmaster_snikch_tzarkan_0	wh2_dlc14_shadow
wh2_dlc14_skv_cha_eshin_sorcerer_0	wh2_dlc14_shadow
wh2_dlc14_skv_cha_master_assassin_0	wh2_dlc14_shadow
wh2_dlc14_skv_inf_death_runners_ror_0	wh2_dlc14_shadow
wh2_dlc14_skv_inf_eshin_triads_0	wh2_dlc14_shadow
wh2_dlc14_skv_inf_eshin_triads_ror_0	wh2_dlc14_shadow
wh2_dlc14_skv_inf_eshin_triads_ror_summoned_0	wh2_dlc14_shadow
wh2_dlc14_skv_inf_poison_wind_mortar_0	wh2_dlc14_shadow
wh2_dlc14_skv_inf_poison_wind_mortar_ror_0	wh2_dlc14_shadow
wh2_dlc14_skv_inf_stormvermin_1_summoned	wh2_dlc14_shadow
wh2_dlc14_skv_inf_warp_grinder_0	wh2_dlc14_shadow
wh2_dlc15_grn_cav_forest_goblin_spider_riders_waaagh_0	wh2_dlc15_warden
wh2_dlc15_grn_cav_squig_hoppers_waaagh_0	wh2_dlc15_warden
wh2_dlc15_grn_cha_grom_the_paunch_0	wh2_dlc15_warden
wh2_dlc15_grn_cha_night_goblin_warboss_0_big	wh2_dlc15_warden
wh2_dlc15_grn_cha_river_troll_hag_0	wh2_dlc15_warden
wh2_dlc15_grn_mon_feral_hydra_waaagh_0	wh2_dlc15_warden
wh2_dlc15_grn_mon_river_trolls_0	wh2_dlc15_warden
wh2_dlc15_grn_mon_river_trolls_ror_0	wh2_dlc15_warden
wh2_dlc15_grn_mon_rogue_idol_0	wh2_dlc15_warden
wh2_dlc15_grn_mon_rogue_idol_ror_0	wh2_dlc15_warden
wh2_dlc15_grn_mon_rogue_idol_summoned_0	wh2_dlc15_warden
wh2_dlc15_grn_mon_stone_trolls_0	wh2_dlc15_warden
wh2_dlc15_grn_mon_wyvern_waaagh_0	wh2_dlc15_warden
wh2_dlc15_grn_veh_snotling_pump_wagon_0	wh2_dlc15_warden
wh2_dlc15_grn_veh_snotling_pump_wagon_flappas_0	wh2_dlc15_warden
wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0	wh2_dlc15_warden
wh2_dlc15_grn_veh_snotling_pump_wagon_ror_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_alastair_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_beasts_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_beasts_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_beasts_2	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_beasts_3	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_beasts_4	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_death_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_death_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_death_2	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_death_3	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_death_4	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_fire_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_fire_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_fire_2	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_fire_3	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_fire_4	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_heavens_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_heavens_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_heavens_2	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_heavens_3	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_heavens_4	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_high_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_high_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_high_2	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_high_3	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_high_4	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_life_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_life_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_life_2	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_life_3	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_life_4	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_light_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_light_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_light_2	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_light_3	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_light_4	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_metal_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_metal_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_metal_2	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_metal_3	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_metal_4	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_shadows_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_shadows_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_shadows_2	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_shadows_3	wh2_dlc15_warden
wh2_dlc15_hef_cha_archmage_shadows_4	wh2_dlc15_warden
wh2_dlc15_hef_cha_eltharion_the_grim_0	wh2_dlc15_warden
wh2_dlc15_hef_cha_eltharion_the_grim_1	wh2_dlc15_warden
wh2_dlc15_hef_cha_eltharion_the_grim_2	wh2_dlc15_warden
wh2_dlc15_hef_cha_imrik_0	wh2_dlc15_imrik_free
wh2_dlc15_hef_cha_imrik_1	wh2_dlc15_imrik_free
wh2_dlc15_hef_cha_imrik_2	wh2_dlc15_imrik_free
wh2_dlc15_hef_cha_mage_beasts_0	core_base_high_elves
wh2_dlc15_hef_cha_mage_beasts_1	core_base_high_elves
wh2_dlc15_hef_cha_mage_beasts_2	core_base_high_elves
wh2_dlc15_hef_cha_mage_death_0	core_base_high_elves
wh2_dlc15_hef_cha_mage_death_1	core_base_high_elves
wh2_dlc15_hef_cha_mage_death_2	core_base_high_elves
wh2_dlc15_hef_cha_mage_fire_0	core_base_high_elves
wh2_dlc15_hef_cha_mage_fire_1	core_base_high_elves
wh2_dlc15_hef_cha_mage_fire_2	core_base_high_elves
wh2_dlc15_hef_cha_mage_fire_3	core_base_high_elves
wh2_dlc15_hef_cha_mage_metal_0	core_base_high_elves
wh2_dlc15_hef_cha_mage_metal_1	core_base_high_elves
wh2_dlc15_hef_cha_mage_metal_2	core_base_high_elves
wh2_dlc15_hef_cha_prince_6	wh2_dlc15_warden
wh2_dlc15_hef_cha_princess_6	wh2_dlc15_warden
wh2_dlc15_hef_cha_teclis_2	wh2_dlc15_warden
wh2_dlc15_hef_inf_archers_ror_0	wh2_dlc15_warden
wh2_dlc15_hef_inf_mistwalkers_faithbearers_0	wh2_dlc15_warden
wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0	wh2_dlc15_warden
wh2_dlc15_hef_inf_mistwalkers_sentinels_0	wh2_dlc15_warden
wh2_dlc15_hef_inf_mistwalkers_skyhawks_0	wh2_dlc15_warden
wh2_dlc15_hef_inf_mistwalkers_spireguard_0	wh2_dlc15_warden
wh2_dlc15_hef_inf_rangers_0	wh2_dlc15_warden
wh2_dlc15_hef_inf_silverin_guard_0	wh2_dlc15_warden
wh2_dlc15_hef_mon_arcane_phoenix_0	wh2_dlc15_warden
wh2_dlc15_hef_mon_arcane_phoenix_ror_0	wh2_dlc15_warden
wh2_dlc15_hef_mon_black_dragon_imrik_boss	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_black_dragon_imrik	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_forest_dragon_0	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_forest_dragon_imrik_boss	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_forest_dragon_imrik	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_moon_dragon_imrik_boss	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_moon_dragon_imrik	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_star_dragon_imrik_boss	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_star_dragon_imrik	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_sun_dragon_imrik_boss	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_sun_dragon_imrik	wh2_dlc15_imrik_free
wh2_dlc15_hef_mon_war_lions_of_chrace_0	wh2_dlc15_warden
wh2_dlc15_hef_mon_war_lions_of_chrace_ror_0	wh2_dlc15_warden
wh2_dlc15_hef_veh_lion_chariot_of_chrace_0	wh2_dlc15_warden
wh2_dlc16_skv_cha_chieftain_0	wh2_dlc16_chieftan_free
wh2_dlc16_skv_cha_chieftain_1	wh2_dlc16_chieftan_free
wh2_dlc16_skv_cha_ghoritch_0_boss	wh2_dlc16_twilight
wh2_dlc16_skv_cha_ghoritch_0	wh2_dlc16_twilight
wh2_dlc16_skv_cha_packmaster_0	wh2_dlc16_twilight
wh2_dlc16_skv_cha_packmaster_2	wh2_dlc16_twilight
wh2_dlc16_skv_cha_throt_the_unclean_0	wh2_dlc16_twilight
wh2_dlc16_skv_cha_throt_the_unclean_2	wh2_dlc16_twilight
wh2_dlc16_skv_cha_warlord_2	wh2_dlc16_twilight
wh2_dlc16_skv_inf_skavenslave_spearmen_0_flesh_lab	wh2_dlc16_twilight
wh2_dlc16_skv_inf_skavenslaves_0_flesh_lab	wh2_dlc16_twilight
wh2_dlc16_skv_mon_brood_horror_0_flesh_lab	wh2_dlc16_twilight
wh2_dlc16_skv_mon_brood_horror_0	wh2_dlc16_twilight
wh2_dlc16_skv_mon_hell_pit_abomination_flesh_lab	wh2_dlc16_twilight
wh2_dlc16_skv_mon_hell_pit_abomination_ror_0	wh2_dlc16_twilight
wh2_dlc16_skv_mon_rat_ogre_mutant_flesh_lab	wh2_dlc16_twilight
wh2_dlc16_skv_mon_rat_ogre_mutant_ror_0	wh2_dlc16_twilight
wh2_dlc16_skv_mon_rat_ogre_mutant	wh2_dlc16_twilight
wh2_dlc16_skv_mon_rat_ogres_flesh_lab	wh2_dlc16_twilight
wh2_dlc16_skv_mon_rat_ogres_ror_0	wh2_dlc16_twilight
wh2_dlc16_skv_mon_rat_ogres_summoned	wh2_dlc16_twilight
wh2_dlc16_skv_mon_wolf_rats_0_flesh_lab	wh2_dlc16_twilight
wh2_dlc16_skv_mon_wolf_rats_0_summoned	wh2_dlc16_twilight
wh2_dlc16_skv_mon_wolf_rats_0	wh2_dlc16_twilight
wh2_dlc16_skv_mon_wolf_rats_1_flesh_lab	wh2_dlc16_twilight
wh2_dlc16_skv_mon_wolf_rats_1_summoned	wh2_dlc16_twilight
wh2_dlc16_skv_mon_wolf_rats_1	wh2_dlc16_twilight
wh2_dlc16_wef_cav_glade_riders_2	core_base_wood_elves
wh2_dlc16_wef_cav_great_stag_knights_0	wh2_dlc16_twilight
wh2_dlc16_wef_cav_great_stag_knights_ror_0	wh2_dlc16_twilight
wh2_dlc16_wef_cha_ancient_treeman_coeddil_0	wh1_wood_elves
wh2_dlc16_wef_cha_ancient_treeman_coeddil_0	wh2_dlc16_twilight
wh2_dlc16_wef_cha_ariel_0	wh2_dlc16_twilight
wh2_dlc16_wef_cha_drycha_0	wh1_wood_elves
wh2_dlc16_wef_cha_female_glade_lord_4	wh2_dlc16_twilight
wh2_dlc16_wef_cha_glade_lord_4	wh2_dlc16_twilight
wh2_dlc16_wef_cha_malicious_ancient_treeman_beasts_0	core_base_wood_elves
wh2_dlc16_wef_cha_malicious_ancient_treeman_life_0	core_base_wood_elves
wh2_dlc16_wef_cha_malicious_ancient_treeman_shadows_0	core_base_wood_elves
wh2_dlc16_wef_cha_malicious_branchwraith_beasts_0	core_base_wood_elves
wh2_dlc16_wef_cha_malicious_branchwraith_life_0	core_base_wood_elves
wh2_dlc16_wef_cha_malicious_branchwraith_shadows_0	core_base_wood_elves
wh2_dlc16_wef_cha_sisters_of_twilight_0	wh2_dlc16_twilight
wh2_dlc16_wef_cha_sisters_of_twilight_1	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_beasts_0	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_beasts_1	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_beasts_2	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_beasts_3	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_dark_0	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_dark_1	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_dark_2	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_dark_3	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_high_0	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_high_1	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_high_2	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_high_3	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_life_0	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_life_1	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_life_2	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_life_3	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_shadows_0	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_shadows_1	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_shadows_2	wh2_dlc16_twilight
wh2_dlc16_wef_cha_spellweaver_shadows_3	wh2_dlc16_twilight
wh2_dlc16_wef_inf_bladesingers_0	wh2_dlc16_twilight
wh2_dlc16_wef_inf_dryads_0_summoned	core_base_wood_elves
wh2_dlc16_wef_inf_dryads_ror_0	wh2_dlc16_twilight
wh2_dlc16_wef_inf_malicious_dryads_0	core_base_wood_elves
wh2_dlc16_wef_mon_cave_bats	core_base_wood_elves
wh2_dlc16_wef_mon_cave_bats	wh3_dlc24_shadows_of_change
wh2_dlc16_wef_mon_ceithin_har_summoned	wh2_dlc16_twilight
wh2_dlc16_wef_mon_feral_manticore	core_base_wood_elves
wh2_dlc16_wef_mon_giant_spiders_0	core_base_wood_elves
wh2_dlc16_wef_mon_giant_spiders_0	wh2_rakarth
wh2_dlc16_wef_mon_giant_spiders_0	wh3_dlc24_shadows_of_change
wh2_dlc16_wef_mon_gwindalor_summoned	wh2_dlc16_twilight
wh2_dlc16_wef_mon_harpies_0	core_base_wood_elves
wh2_dlc16_wef_mon_hawks_0	core_base_wood_elves
wh2_dlc16_wef_mon_malicious_treekin_0	core_base_wood_elves
wh2_dlc16_wef_mon_malicious_treeman_0	core_base_wood_elves
wh2_dlc16_wef_mon_spider_hatchlings_0	core_base_wood_elves
wh2_dlc16_wef_mon_spider_hatchlings_0	wh3_dlc24_shadows_of_change
wh2_dlc16_wef_mon_wolves_0	core_base_wood_elves
wh2_dlc16_wef_mon_zoats_ror_0	wh2_dlc16_twilight
wh2_dlc16_wef_mon_zoats	wh2_dlc16_twilight
wh2_dlc17_bst_cav_tuskgor_chariot_0	wh2_dlc17_silence
wh2_dlc17_bst_cha_beastlord_2	wh2_dlc17_silence
wh2_dlc17_bst_cha_bray_shaman_beasts_2	wh2_dlc17_silence
wh2_dlc17_bst_cha_bray_shaman_death_2	wh2_dlc17_silence
wh2_dlc17_bst_cha_bray_shaman_shadows_2	wh2_dlc17_silence
wh2_dlc17_bst_cha_bray_shaman_wild_2	wh2_dlc17_silence
wh2_dlc17_bst_cha_doombull_0	wh2_dlc17_silence
wh2_dlc17_bst_cha_khazrak_one_eye_2	wh2_dlc17_silence
wh2_dlc17_bst_cha_taurox_the_brass_bull_0	wh2_dlc17_silence
wh2_dlc17_bst_cha_wargor_0	wh2_dlc17_silence
wh2_dlc17_bst_cha_wargor_1	wh2_dlc17_silence
wh2_dlc17_bst_cha_wargor_2	wh2_dlc17_silence
wh2_dlc17_bst_inf_centigors_ror_1	wh2_dlc17_silence
wh2_dlc17_bst_mon_ghorgon_0	wh2_dlc17_silence
wh2_dlc17_bst_mon_ghorgon_boss_0	wh2_dlc17_silence
wh2_dlc17_bst_mon_ghorgon_ror_0	wh2_dlc17_silence
wh2_dlc17_bst_mon_jabberslythe_0	wh2_dlc17_silence
wh2_dlc17_bst_mon_jabberslythe_ror_0	wh2_dlc17_silence
wh2_dlc17_dwf_cha_thane_ghost_2	wh2_dlc17_thorek_free
wh2_dlc17_dwf_cha_thorek_ironbrow_0	wh2_dlc17_thorek_free
wh2_dlc17_dwf_cha_thorek_ironbrow_1	wh2_dlc17_thorek_free
wh2_dlc17_dwf_mon_carnosaur_thorek_0	wh2_dlc17_thorek_free
wh2_dlc17_emp_inf_prisoners_0	wh2_dlc17_silence
wh2_dlc17_kho_mon_ghorgon_ror_0	wh2_dlc17_silence
wh2_dlc17_lzd_cha_oxyotl_0	wh2_dlc17_silence
wh2_dlc17_lzd_cha_skink_oracle_troglodon_0	wh2_dlc17_silence
wh2_dlc17_lzd_inf_chameleon_stalkers_0	wh2_dlc17_silence
wh2_dlc17_lzd_mon_carnosaur_ror_0	wh2_dlc17_silence
wh2_dlc17_lzd_mon_coatl_0	wh2_dlc17_silence
wh2_dlc17_lzd_mon_coatl_ror_0	wh2_dlc17_silence
wh2_dlc17_lzd_mon_dread_saurian_qb_boss	wh2_dlc17_silence
wh2_dlc17_lzd_mon_troglodon_0	wh2_dlc17_silence
wh2_dlc17_lzd_mon_troglodon_ror_0	wh2_dlc17_silence
wh2_main_def_art_reaper_bolt_thrower	core_base_dark_elves
wh2_main_def_cav_cold_one_chariot	core_base_dark_elves
wh2_main_def_cav_cold_one_knights_0	core_base_dark_elves
wh2_main_def_cav_cold_one_knights_1	core_base_dark_elves
wh2_main_def_cav_dark_riders_0	core_base_dark_elves
wh2_main_def_cav_dark_riders_1	core_base_dark_elves
wh2_main_def_cav_dark_riders_2	core_base_dark_elves
wh2_main_def_cha_death_hag_0	core_base_dark_elves
wh2_main_def_cha_death_hag_1	core_base_dark_elves
wh2_main_def_cha_dreadlord_0_black_ark	core_base_dark_elves
wh2_main_def_cha_dreadlord_0	core_base_dark_elves
wh2_main_def_cha_dreadlord_1	core_base_dark_elves
wh2_main_def_cha_dreadlord_2	core_base_dark_elves
wh2_main_def_cha_dreadlord_4	core_base_dark_elves
wh2_main_def_cha_dreadlord_5	core_base_dark_elves
wh2_main_def_cha_dreadlord_female_0	core_base_dark_elves
wh2_main_def_cha_dreadlord_female_1	core_base_dark_elves
wh2_main_def_cha_dreadlord_female_2	core_base_dark_elves
wh2_main_def_cha_dreadlord_female_4	core_base_dark_elves
wh2_main_def_cha_dreadlord_female_5	core_base_dark_elves
wh2_main_def_cha_khainite_assassin_0	core_base_dark_elves
wh2_main_def_cha_malekith_0	wh2_base_game
wh2_main_def_cha_malekith_1	wh2_base_game
wh2_main_def_cha_malekith_2	wh2_base_game
wh2_main_def_cha_malekith_3	wh2_base_game
wh2_main_def_cha_morathi_0	wh2_base_game
wh2_main_def_cha_morathi_1	wh2_base_game
wh2_main_def_cha_sorceress_dark_0	core_base_dark_elves
wh2_main_def_cha_sorceress_dark_1	core_base_dark_elves
wh2_main_def_cha_sorceress_dark_2	core_base_dark_elves
wh2_main_def_cha_sorceress_dark_3	core_base_dark_elves
wh2_main_def_cha_sorceress_fire_0	core_base_dark_elves
wh2_main_def_cha_sorceress_fire_1	core_base_dark_elves
wh2_main_def_cha_sorceress_fire_2	core_base_dark_elves
wh2_main_def_cha_sorceress_fire_3	core_base_dark_elves
wh2_main_def_cha_sorceress_shadow_0	core_base_dark_elves
wh2_main_def_cha_sorceress_shadow_1	core_base_dark_elves
wh2_main_def_cha_sorceress_shadow_2	core_base_dark_elves
wh2_main_def_cha_sorceress_shadow_3	core_base_dark_elves
wh2_main_def_inf_black_ark_corsairs_0	core_base_dark_elves
wh2_main_def_inf_black_ark_corsairs_1	core_base_dark_elves
wh2_main_def_inf_black_guard_0	core_base_dark_elves
wh2_main_def_inf_bleakswords_0	core_base_dark_elves
wh2_main_def_inf_darkshards_0	core_base_dark_elves
wh2_main_def_inf_darkshards_1	core_base_dark_elves
wh2_main_def_inf_dreadspears_0	core_base_dark_elves
wh2_main_def_inf_har_ganeth_executioners_0	core_base_dark_elves
wh2_main_def_inf_harpies	core_base_dark_elves
wh2_main_def_inf_shades_0	core_base_dark_elves
wh2_main_def_inf_shades_1	core_base_dark_elves
wh2_main_def_inf_shades_2	core_base_dark_elves
wh2_main_def_inf_witch_elves_0	core_base_dark_elves
wh2_main_def_mon_black_dragon	core_base_dark_elves
wh2_main_def_mon_war_hydra	core_base_dark_elves
wh2_main_hef_art_eagle_claw_bolt_thrower	core_base_high_elves
wh2_main_hef_cav_dragon_princes	core_base_high_elves
wh2_main_hef_cav_ellyrian_reavers_0	core_base_high_elves
wh2_main_hef_cav_ellyrian_reavers_1	core_base_high_elves
wh2_main_hef_cav_ithilmar_chariot	core_base_high_elves
wh2_main_hef_cav_silver_helms_0	core_base_high_elves
wh2_main_hef_cav_silver_helms_1	core_base_high_elves
wh2_main_hef_cav_tiranoc_chariot	core_base_high_elves
wh2_main_hef_cha_alastair_0	core_base_high_elves
wh2_main_hef_cha_alastair_3	core_base_high_elves
wh2_main_hef_cha_alastair_4	core_base_high_elves
wh2_main_hef_cha_alastair_5	core_base_high_elves
wh2_main_hef_cha_loremaster_of_hoeth_0	core_base_high_elves
wh2_main_hef_cha_mage_high_0	core_base_high_elves
wh2_main_hef_cha_mage_high_1	core_base_high_elves
wh2_main_hef_cha_mage_high_4	core_base_high_elves
wh2_main_hef_cha_mage_life_0	core_base_high_elves
wh2_main_hef_cha_mage_life_1	core_base_high_elves
wh2_main_hef_cha_mage_life_4	core_base_high_elves
wh2_main_hef_cha_mage_light_0	core_base_high_elves
wh2_main_hef_cha_mage_light_1	core_base_high_elves
wh2_main_hef_cha_mage_light_4	core_base_high_elves
wh2_main_hef_cha_noble_0	core_base_high_elves
wh2_main_hef_cha_noble_2	core_base_high_elves
wh2_main_hef_cha_noble_3	core_base_high_elves
wh2_main_hef_cha_noble_4	core_base_high_elves
wh2_main_hef_cha_prince_0	core_base_high_elves
wh2_main_hef_cha_prince_2	core_base_high_elves
wh2_main_hef_cha_prince_3	core_base_high_elves
wh2_main_hef_cha_prince_4	core_base_high_elves
wh2_main_hef_cha_prince_5	core_base_high_elves
wh2_main_hef_cha_princess_0	core_base_high_elves
wh2_main_hef_cha_princess_1	core_base_high_elves
wh2_main_hef_cha_princess_3	core_base_high_elves
wh2_main_hef_cha_princess_4	core_base_high_elves
wh2_main_hef_cha_princess_5	core_base_high_elves
