ancillary	agent
wh3_dlc23_anc_banner_chd_hellbound_standard	general
wh3_dlc23_anc_banner_chd_hobgoblin_standard	general
wh3_dlc23_anc_banner_chd_oath_of_contempt	general
wh3_dlc23_anc_banner_chd_standard_of_zharr	general
wh3_dlc23_anc_convoy_powerful_berserker	general
wh3_dlc23_anc_follower_chd_arms_merchant	champion
wh3_dlc23_anc_follower_chd_arms_merchant	engineer
wh3_dlc23_anc_follower_chd_arms_merchant	general
wh3_dlc23_anc_follower_chd_arms_merchant	wizard
wh3_dlc23_anc_follower_chd_artificer	champion
wh3_dlc23_anc_follower_chd_artificer	engineer
wh3_dlc23_anc_follower_chd_artificer	general
wh3_dlc23_anc_follower_chd_artificer	wizard
wh3_dlc23_anc_follower_chd_castellan_drillmaster	champion
wh3_dlc23_anc_follower_chd_castellan_drillmaster	engineer
wh3_dlc23_anc_follower_chd_castellan_drillmaster	general
wh3_dlc23_anc_follower_chd_castellan_drillmaster	wizard
wh3_dlc23_anc_follower_chd_convoy_enforcer	champion
wh3_dlc23_anc_follower_chd_convoy_enforcer	engineer
wh3_dlc23_anc_follower_chd_convoy_enforcer	general
wh3_dlc23_anc_follower_chd_convoy_enforcer	wizard
wh3_dlc23_anc_follower_chd_dark_prophet	champion
wh3_dlc23_anc_follower_chd_dark_prophet	engineer
wh3_dlc23_anc_follower_chd_dark_prophet	general
wh3_dlc23_anc_follower_chd_dark_prophet	wizard
wh3_dlc23_anc_follower_chd_devoted_of_hashut	champion
wh3_dlc23_anc_follower_chd_devoted_of_hashut	engineer
wh3_dlc23_anc_follower_chd_devoted_of_hashut	general
wh3_dlc23_anc_follower_chd_devoted_of_hashut	wizard
wh3_dlc23_anc_follower_chd_hobgoblin_scout	champion
wh3_dlc23_anc_follower_chd_hobgoblin_scout	engineer
wh3_dlc23_anc_follower_chd_hobgoblin_scout	general
wh3_dlc23_anc_follower_chd_hobgoblin_scout	wizard
wh3_dlc23_anc_follower_chd_infernal_deathmask	champion
wh3_dlc23_anc_follower_chd_infernal_deathmask	engineer
wh3_dlc23_anc_follower_chd_infernal_deathmask	general
wh3_dlc23_anc_follower_chd_infernal_deathmask	wizard
wh3_dlc23_anc_follower_chd_infernal_engineer	champion
wh3_dlc23_anc_follower_chd_infernal_engineer	engineer
wh3_dlc23_anc_follower_chd_infernal_engineer	general
wh3_dlc23_anc_follower_chd_infernal_engineer	wizard
wh3_dlc23_anc_follower_chd_infernal_musician	champion
wh3_dlc23_anc_follower_chd_infernal_musician	engineer
wh3_dlc23_anc_follower_chd_infernal_musician	general
wh3_dlc23_anc_follower_chd_infernal_musician	wizard
wh3_dlc23_anc_follower_chd_k'daai_hellsmith	champion
wh3_dlc23_anc_follower_chd_k'daai_hellsmith	engineer
wh3_dlc23_anc_follower_chd_k'daai_hellsmith	general
wh3_dlc23_anc_follower_chd_k'daai_hellsmith	wizard
wh3_dlc23_anc_follower_chd_khanate_assassin	champion
wh3_dlc23_anc_follower_chd_khanate_assassin	engineer
wh3_dlc23_anc_follower_chd_khanate_assassin	spy
wh3_dlc23_anc_follower_chd_khanate_assassin	wizard
wh3_dlc23_anc_follower_chd_khanate_raider	champion
wh3_dlc23_anc_follower_chd_khanate_raider	engineer
wh3_dlc23_anc_follower_chd_khanate_raider	general
wh3_dlc23_anc_follower_chd_khanate_raider	wizard
wh3_dlc23_anc_follower_chd_khanate_scout	champion
wh3_dlc23_anc_follower_chd_khanate_scout	engineer
wh3_dlc23_anc_follower_chd_khanate_scout	general
wh3_dlc23_anc_follower_chd_khanate_scout	wizard
wh3_dlc23_anc_follower_chd_navigator	champion
wh3_dlc23_anc_follower_chd_navigator	engineer
wh3_dlc23_anc_follower_chd_navigator	general
wh3_dlc23_anc_follower_chd_navigator	wizard
wh3_dlc23_anc_follower_chd_sorcerer_priest	champion
wh3_dlc23_anc_follower_chd_sorcerer_priest	engineer
wh3_dlc23_anc_follower_chd_sorcerer_priest	general
wh3_dlc23_anc_follower_chd_sorcerer_priest	wizard
wh3_dlc23_anc_follower_chd_taur'ruk_guardian	champion
wh3_dlc23_anc_follower_chd_taur'ruk_guardian	engineer
wh3_dlc23_anc_follower_chd_taur'ruk_guardian	general
wh3_dlc23_anc_follower_chd_taur'ruk_guardian	wizard
wh3_dlc23_anc_follower_chd_train_operator	champion
wh3_dlc23_anc_follower_chd_train_operator	engineer
wh3_dlc23_anc_follower_chd_train_operator	general
wh3_dlc23_anc_follower_chd_train_operator	wizard
wh3_dlc23_anc_follower_chd_veteran_overseer	champion
wh3_dlc23_anc_follower_chd_veteran_overseer	engineer
wh3_dlc23_anc_follower_chd_veteran_overseer	general
wh3_dlc23_anc_follower_chd_veteran_overseer	wizard
wh3_dlc23_anc_follower_chd_warsmith	champion
wh3_dlc23_anc_follower_chd_warsmith	engineer
wh3_dlc23_anc_follower_chd_warsmith	general
wh3_dlc23_anc_follower_chd_warsmith	wizard
wh3_dlc25_anc_banner_arachnarok_trophy	general
wh3_dlc25_anc_banner_dragon_hide_cloaks	general
wh3_dlc25_anc_banner_emp_doomfire_ring	general
wh3_dlc25_anc_banner_emp_everwood_root	general
wh3_dlc25_anc_banner_emp_frostfire_gem	general
wh3_dlc25_anc_banner_rune_of_the_furnace	general
wh3_dlc25_anc_mount_nur_cha_bray_shaman_wild_chieftain_razorgor_chariot	wizard
wh3_dlc25_anc_mount_nur_cha_bray_shaman_wild_chieftain_tuskgor_chariot	wizard
wh3_dlc25_anc_mount_nur_cha_exalted_hero_chieftain_chaos_chariot	champion
wh3_dlc25_anc_mount_nur_cha_exalted_hero_chieftain_chaos_dragon	champion
wh3_dlc25_anc_mount_nur_cha_exalted_hero_chieftain_chaos_steed	champion
wh3_main_anc_enchanted_item_jar_of_all_souls	general
wh3_main_anc_follower_cth_assassins_apprentice	engineer
wh3_main_anc_follower_cth_horse_husband	general
wh3_main_anc_follower_cth_jade_sculptor	general
wh3_main_anc_follower_cth_ogre_mercenary	general
wh3_main_anc_follower_cth_sentinel_technician	general
wh3_main_anc_follower_cth_silk_weaver	general
wh3_main_anc_follower_cth_sword_master	general
wh3_main_anc_follower_kho_agent_of_blood	general
wh3_main_anc_follower_kho_arena_fighter	general
wh3_main_anc_follower_kho_blood_collector	general
wh3_main_anc_follower_kho_cult_book_keeper	dignitary
wh3_main_anc_follower_kho_fire_starter	general
wh3_main_anc_follower_kho_norscan_marauder	general
wh3_main_anc_follower_ksl_knights_squire	general
wh3_main_anc_follower_ksl_nomad_riding_master	general
wh3_main_anc_follower_ksl_old_crone	wizard
wh3_main_anc_follower_ksl_orthodoxy_cleric	dignitary
wh3_main_anc_follower_ksl_priest_of_ursun	dignitary
wh3_main_anc_follower_ksl_priest_of_ursun	wizard
wh3_main_anc_follower_ksl_veteran_warrior	general
wh3_main_anc_follower_nur_agent_of_decay	spy
wh3_main_anc_follower_nur_bruntos_bowelpurge	general
wh3_main_anc_follower_nur_comptroller	general
wh3_main_anc_follower_nur_dark_apothecary	dignitary
wh3_main_anc_follower_nur_leper_lord	general
wh3_main_anc_follower_nur_plague_doctor	general
wh3_main_anc_follower_nur_poisoner	general
wh3_main_anc_follower_ogr_cave_painter	general
wh3_main_anc_follower_ogr_gnoblar_inventor	general
wh3_main_anc_follower_ogr_halfling_cook	general
wh3_main_anc_follower_ogr_rhinoxen_handler	general
wh3_main_anc_follower_sla_agent_of_temptation	general
wh3_main_anc_follower_sla_card_shark	general
wh3_main_anc_follower_sla_cult_neophyte	dignitary
wh3_main_anc_follower_sla_dominatrix	general
wh3_main_anc_follower_sla_enticer	general
wh3_main_anc_follower_sla_master_painter	general
wh3_main_anc_follower_sla_master_poet	general
wh3_main_anc_follower_tze_conspiracy_theorist	general
wh3_main_anc_follower_tze_cult_scribe	dignitary
wh3_main_anc_follower_tze_schemer	general
wh3_main_anc_follower_tze_trickster	general
wh3_main_anc_magic_standard_banner_of_change	general
wh3_main_anc_magic_standard_banner_of_ecstacy	general
wh3_main_anc_magic_standard_banner_of_feng_shi	general
wh3_main_anc_magic_standard_banner_of_hellfire	general
wh3_main_anc_magic_standard_banner_of_praag	general
wh3_main_anc_magic_standard_banner_of_the_empress_eye	general
wh3_main_anc_magic_standard_banner_of_the_moon_empress	general
wh3_main_anc_magic_standard_banner_of_the_orthodoxy	general
wh3_main_anc_magic_standard_banner_of_unholy_victory	general
wh3_main_anc_magic_standard_bastion_standard	general
wh3_main_anc_magic_standard_blood_feasters_banner	general
wh3_main_anc_magic_standard_bull_standard	general
wh3_main_anc_magic_standard_cannibal_totem	general
wh3_main_anc_magic_standard_dragonhide_banner	general
wh3_main_anc_magic_standard_father_niklas_mantle	general
wh3_main_anc_magic_standard_flag_of_grand_cathay	general
wh3_main_anc_magic_standard_great_icon_of_despair	general
wh3_main_anc_magic_standard_great_standard_of_sundering	general
wh3_main_anc_magic_standard_icon_of_endless_war	general
wh3_main_anc_magic_standard_icon_of_eternal_virulence	general
wh3_main_anc_magic_standard_icon_of_sorcery	general
wh3_main_anc_magic_standard_khornes_gift	general
wh3_main_anc_magic_standard_lifetaker_banner	general
wh3_main_anc_magic_standard_ragbanner	general
wh3_main_anc_magic_standard_revered_banner_of_the_ancestors	general
wh3_main_anc_magic_standard_rune_maw	general
wh3_main_anc_magic_standard_serene_cloud_prayer_flag	general
wh3_main_anc_magic_standard_siren_standard	general
wh3_main_anc_magic_standard_skull_totem	general
wh3_main_anc_magic_standard_standard_of_chaos_glory	general
wh3_main_anc_magic_standard_standard_of_nan_gau	general
wh3_main_anc_magic_standard_standard_of_seeping_decay	general
wh3_main_anc_magic_standard_standard_of_shang_yang	general
wh3_main_anc_magic_standard_standard_of_the_empty_steppe	general
wh3_main_anc_magic_standard_standard_of_wei_jin	general
wh3_main_anc_magic_standard_the_great_celestial_banner	general
wh3_main_anc_magic_standard_trophy_of_killers	general
wh3_prologue_anc_follower_all_men_bodyguard	champion
wh3_prologue_anc_follower_all_men_bodyguard	dignitary
wh3_prologue_anc_follower_all_men_bodyguard	engineer
wh3_prologue_anc_follower_all_men_bodyguard	general
wh3_prologue_anc_follower_all_men_bodyguard	runesmith
wh3_prologue_anc_follower_all_men_bodyguard	spy
wh3_prologue_anc_follower_all_men_bodyguard	wizard
wh3_prologue_anc_follower_all_men_bounty_hunter	general
wh3_prologue_anc_follower_all_men_kislevite_kossar	champion
wh3_prologue_anc_follower_all_men_kislevite_kossar	dignitary
wh3_prologue_anc_follower_all_men_kislevite_kossar	engineer
wh3_prologue_anc_follower_all_men_kislevite_kossar	general
wh3_prologue_anc_follower_all_men_kislevite_kossar	runesmith
wh3_prologue_anc_follower_all_men_kislevite_kossar	spy
wh3_prologue_anc_follower_all_men_kislevite_kossar	wizard
wh3_prologue_anc_follower_all_men_mercenary	general
wh3_prologue_anc_follower_all_men_militiaman	general
wh3_prologue_anc_follower_all_men_ogres_pit_fighter	champion
wh3_prologue_anc_follower_all_men_ogres_pit_fighter	dignitary
wh3_prologue_anc_follower_all_men_ogres_pit_fighter	engineer
wh3_prologue_anc_follower_all_men_ogres_pit_fighter	general
wh3_prologue_anc_follower_all_men_ogres_pit_fighter	runesmith
wh3_prologue_anc_follower_all_men_ogres_pit_fighter	spy
wh3_prologue_anc_follower_all_men_ogres_pit_fighter	wizard
wh3_prologue_anc_follower_all_men_outlaw	champion
wh3_prologue_anc_follower_all_men_outlaw	dignitary
wh3_prologue_anc_follower_all_men_outlaw	engineer
wh3_prologue_anc_follower_all_men_outlaw	runesmith
wh3_prologue_anc_follower_all_men_outlaw	spy
wh3_prologue_anc_follower_all_men_outlaw	wizard
wh3_prologue_anc_follower_all_men_outrider	champion
wh3_prologue_anc_follower_all_men_outrider	dignitary
wh3_prologue_anc_follower_all_men_outrider	engineer
wh3_prologue_anc_follower_all_men_outrider	general
wh3_prologue_anc_follower_all_men_outrider	runesmith
wh3_prologue_anc_follower_all_men_outrider	spy
wh3_prologue_anc_follower_all_men_outrider	wizard
wh3_prologue_anc_follower_all_men_protagonist	champion
wh3_prologue_anc_follower_all_men_protagonist	dignitary
wh3_prologue_anc_follower_all_men_protagonist	engineer
wh3_prologue_anc_follower_all_men_protagonist	general
wh3_prologue_anc_follower_all_men_protagonist	runesmith
wh3_prologue_anc_follower_all_men_protagonist	spy
wh3_prologue_anc_follower_all_men_protagonist	wizard
wh3_prologue_anc_follower_all_men_rogue	champion
wh3_prologue_anc_follower_all_men_rogue	dignitary
wh3_prologue_anc_follower_all_men_rogue	engineer
wh3_prologue_anc_follower_all_men_rogue	runesmith
wh3_prologue_anc_follower_all_men_rogue	spy
wh3_prologue_anc_follower_all_men_rogue	wizard
wh3_prologue_anc_follower_all_men_servant	champion
wh3_prologue_anc_follower_all_men_servant	dignitary
wh3_prologue_anc_follower_all_men_servant	engineer
wh3_prologue_anc_follower_all_men_servant	general
wh3_prologue_anc_follower_all_men_servant	runesmith
wh3_prologue_anc_follower_all_men_servant	spy
wh3_prologue_anc_follower_all_men_servant	wizard
wh3_prologue_anc_follower_all_men_soldier	general
wh3_prologue_anc_follower_all_men_thug	champion
wh3_prologue_anc_follower_all_men_thug	dignitary
wh3_prologue_anc_follower_all_men_thug	engineer
wh3_prologue_anc_follower_all_men_thug	runesmith
wh3_prologue_anc_follower_all_men_thug	spy
wh3_prologue_anc_follower_all_men_thug	wizard
wh3_prologue_anc_follower_all_men_tollkeeper	general
wh3_prologue_anc_follower_all_men_vagabond	champion
wh3_prologue_anc_follower_all_men_vagabond	dignitary
wh3_prologue_anc_follower_all_men_vagabond	engineer
wh3_prologue_anc_follower_all_men_vagabond	general
wh3_prologue_anc_follower_all_men_vagabond	runesmith
wh3_prologue_anc_follower_all_men_vagabond	spy
wh3_prologue_anc_follower_all_men_vagabond	wizard
wh3_prologue_anc_follower_all_men_valet	general
wh3_prologue_anc_follower_all_student	champion
wh3_prologue_anc_follower_all_student	dignitary
wh3_prologue_anc_follower_all_student	engineer
wh3_prologue_anc_follower_all_student	runesmith
wh3_prologue_anc_follower_all_student	spy
wh3_prologue_anc_follower_all_student	wizard
wh3_prologue_anc_follower_ksl_knights_squire	general
wh3_prologue_anc_follower_ksl_nomad_riding_master	general
wh3_prologue_anc_follower_ksl_old_crone	wizard
wh3_prologue_anc_follower_ksl_orthodoxy_cleric	dignitary
wh3_prologue_anc_follower_ksl_veteran_warrior	general
wh_dlc01_anc_follower_chaos_beast_tamer	general
wh_dlc01_anc_follower_chaos_darksoul	general
wh_dlc01_anc_follower_chaos_magister	general
wh_dlc01_anc_follower_chaos_oar_slave	general
wh_dlc01_anc_follower_chaos_slave_master	general
wh_dlc01_anc_mount_chs_chaos_lord_chaos_dragon	general
wh_dlc01_anc_mount_chs_chaos_lord_manticore	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_barded_chaos_steed	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_chaos_steed	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_dragon	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_manticore	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_barded_chaos_steed	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_chaos_steed	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_dragon	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_manticore	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_barded_chaos_steed	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_chaos_steed	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_dragon	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_manticore	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_barded_chaos_steed	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_chaos_steed	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_dragon	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_manticore	general
wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_barded_chaos_steed	wizard
wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_chaos_steed	wizard
wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_manticore	wizard
wh_dlc01_anc_mount_chs_exalted_hero_manticore	champion
wh_dlc01_anc_mount_nor_chaos_sorcerer_lord_warhorse	general
wh_dlc03_anc_follower_beastmen_bray_shamans_familiar	wizard
wh_dlc03_anc_follower_beastmen_chieftains_pet	general
wh_dlc03_anc_follower_beastmen_doe	general
wh_dlc03_anc_follower_beastmen_flayer	general
wh_dlc03_anc_follower_beastmen_mannish_thrall	champion
wh_dlc03_anc_follower_beastmen_mannish_thrall	spy
wh_dlc03_anc_follower_beastmen_mannish_thrall	wizard
wh_dlc03_anc_follower_beastmen_spawn_wrangler	general
wh_dlc03_anc_follower_beastmen_ungor_whelp	general
wh_dlc03_anc_magic_standard_banner_of_outrage	general
wh_dlc03_anc_magic_standard_banner_of_the_fallen_kings	general
wh_dlc03_anc_magic_standard_manbane_standard	general
wh_dlc03_anc_magic_standard_the_beast_banner	general
wh_dlc03_anc_magic_standard_totem_of_rust	general
wh_dlc03_anc_mark_of_chaos_crown_of_horns	general
wh_dlc03_anc_mark_of_chaos_gnarled_hide	general
wh_dlc03_anc_mark_of_chaos_gouge_tusks	general
wh_dlc03_anc_mark_of_chaos_many_limbed_fiend	general
wh_dlc03_anc_mark_of_chaos_shadow_hide	general
wh_dlc03_anc_mark_of_chaos_slug_skin	general
wh_dlc03_anc_mark_of_chaos_uncanny_senses	general
wh_dlc03_anc_mount_bst_beastlord_razorgor_chariot	general
wh_dlc03_anc_mount_bst_bray_shaman_beasts_razorgor_chariot	wizard
wh_dlc03_anc_mount_bst_bray_shaman_death_razorgor_chariot	wizard
wh_dlc03_anc_mount_bst_bray_shaman_shadows_razorgor_chariot	wizard
wh_dlc03_anc_mount_bst_bray_shaman_wild_razorgor_chariot	wizard
wh_dlc03_anc_mount_bst_khazrak_one_eye_razorgor_chariot	general
wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart_balefire	general
wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart_unholy_lodestone	general
wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart	general
wh_dlc04_anc_mount_vmp_necromancer_corpse_cart_balefire	wizard
wh_dlc04_anc_mount_vmp_necromancer_corpse_cart_unholy_lodestone	wizard
wh_dlc04_anc_mount_vmp_necromancer_corpse_cart	wizard
wh_dlc05_anc_magic_standard_the_banner_of_the_eternal_queen	general
wh_dlc05_anc_magic_standard_the_banner_of_the_hunter_king	general
wh_dlc05_anc_mount_vmp_red_duke_barded_nightmare	general
wh_dlc05_anc_mount_vmp_red_duke_hellsteed	general
wh_dlc05_anc_mount_vmp_red_duke_zombie_dragon	general
wh_dlc05_anc_mount_vmp_vampire_shadow_barded_nightmare	dignitary
wh_dlc05_anc_mount_vmp_vampire_shadow_hellsteed	dignitary
wh_dlc06_anc_magic_standard_skarsniks_boyz	general
wh_dlc06_anc_mount_dwf_runelord_anvil_of_doom	general
wh_dlc06_anc_mount_grn_night_goblin_warboss_great_cave_squig	general
wh_dlc06_anc_mount_grn_wurrzag_spleenrippa	general
wh_dlc07_anc_magic_standard_banner_of_defence	general
wh_dlc07_anc_magic_standard_errantry_banner	general
wh_dlc07_anc_magic_standard_twilight_banner	general
wh_dlc07_anc_magic_standard_valorous_standard	general
wh_dlc07_anc_mount_brt_alberic_barbed_warhorse	general
wh_dlc07_anc_mount_brt_alberic_royal_hipppogryph	general
wh_dlc07_anc_mount_brt_alberic_royal_pegasus	general
wh_dlc07_anc_mount_brt_damsel_beasts_unicorn	wizard
wh_dlc07_anc_mount_brt_damsel_heavens_unicorn	wizard
wh_dlc07_anc_mount_brt_damsel_life_unicorn	wizard
wh_dlc07_anc_mount_brt_fay_enchantress_silvaron	general
wh_dlc07_anc_mount_brt_prophetess_barded_warhorse	general
wh_dlc07_anc_mount_brt_prophetess_beasts_barded_warhorse	general
wh_dlc07_anc_mount_brt_prophetess_beasts_royal_pegasus	general
wh_dlc07_anc_mount_brt_prophetess_beasts_warhorse	general
wh_dlc07_anc_mount_brt_prophetess_life_barded_warhorse	general
wh_dlc07_anc_mount_brt_prophetess_life_royal_pegasus	general
wh_dlc07_anc_mount_brt_prophetess_life_warhorse	general
wh_dlc07_anc_mount_brt_prophetess_royal_pegasus	general
wh_dlc07_anc_mount_brt_prophetess_warhorse	general
wh_dlc08_anc_follower_baernsonlings_berserker	champion
wh_dlc08_anc_follower_baernsonlings_berserker	dignitary
wh_dlc08_anc_follower_baernsonlings_berserker	general
wh_dlc08_anc_follower_baernsonlings_berserker	wizard
wh_dlc08_anc_follower_baernsonlings_werekin	champion
wh_dlc08_anc_follower_baernsonlings_werekin	dignitary
wh_dlc08_anc_follower_baernsonlings_werekin	general
wh_dlc08_anc_follower_baernsonlings_werekin	wizard
wh_dlc08_anc_follower_beserker	champion
wh_dlc08_anc_follower_beserker	dignitary
wh_dlc08_anc_follower_beserker	wizard
wh_dlc08_anc_follower_cathy_slave_dancers	champion
wh_dlc08_anc_follower_cathy_slave_dancers	dignitary
wh_dlc08_anc_follower_cathy_slave_dancers	general
wh_dlc08_anc_follower_cathy_slave_dancers	wizard
wh_dlc08_anc_follower_dragonbone_raiders	champion
wh_dlc08_anc_follower_dragonbone_raiders	dignitary
wh_dlc08_anc_follower_dragonbone_raiders	general
wh_dlc08_anc_follower_dragonbone_raiders	wizard
wh_dlc08_anc_follower_kurgan_slave_merchant	champion
wh_dlc08_anc_follower_kurgan_slave_merchant	dignitary
wh_dlc08_anc_follower_kurgan_slave_merchant	general
wh_dlc08_anc_follower_kurgan_slave_merchant	wizard
wh_dlc08_anc_follower_mammoth	champion
wh_dlc08_anc_follower_mammoth	dignitary
wh_dlc08_anc_follower_mammoth	general
wh_dlc08_anc_follower_mammoth	wizard
wh_dlc08_anc_follower_marauder_champion	champion
wh_dlc08_anc_follower_marauder_champion	dignitary
wh_dlc08_anc_follower_marauder_champion	general
wh_dlc08_anc_follower_marauder_champion	wizard
wh_dlc08_anc_follower_mountain_scout	champion
wh_dlc08_anc_follower_mountain_scout	dignitary
wh_dlc08_anc_follower_mountain_scout	general
wh_dlc08_anc_follower_mountain_scout	wizard
wh_dlc08_anc_follower_seer	champion
wh_dlc08_anc_follower_seer	dignitary
wh_dlc08_anc_follower_seer	general
wh_dlc08_anc_follower_seer	wizard
wh_dlc08_anc_follower_skaeling_trader	champion
wh_dlc08_anc_follower_skaeling_trader	dignitary
wh_dlc08_anc_follower_skaeling_trader	general
wh_dlc08_anc_follower_skaeling_trader	wizard
wh_dlc08_anc_follower_slave_worker	champion
wh_dlc08_anc_follower_slave_worker	dignitary
wh_dlc08_anc_follower_slave_worker	general
wh_dlc08_anc_follower_slave_worker	wizard
wh_dlc08_anc_follower_vargs_beast_trainer	champion
wh_dlc08_anc_follower_vargs_beast_trainer	dignitary
wh_dlc08_anc_follower_vargs_beast_trainer	general
wh_dlc08_anc_follower_vargs_beast_trainer	wizard
wh_dlc08_anc_follower_whalers	champion
wh_dlc08_anc_follower_whalers	dignitary
wh_dlc08_anc_follower_whalers	general
wh_dlc08_anc_follower_whalers	wizard
wh_dlc08_anc_magic_standard_ancient_mammoth_cub	general
wh_dlc08_anc_magic_standard_banner_of_wolfclaw	general
wh_dlc08_anc_magic_standard_black_iron_reavers	general
wh_dlc08_anc_magic_standard_crimson_reapers	general
wh_dlc08_anc_magic_standard_drake_hunters	general
wh_dlc08_anc_mount_nor_chieftain_marauder_chariot	general
wh_dlc08_anc_mount_nor_wulfrik_marauder_chariot	general
wh_dlc08_anc_mount_nor_wulfrik_norscan_warhorse	general
wh_dlc08_anc_mount_nor_wulfrik_war_mammoth	general
wh_dlc10_anc_mount_nor_surtha_ek_marauder_chariot	general
wh_main_anc_follower_all_hedge_wizard	champion
wh_main_anc_follower_all_hedge_wizard	dignitary
wh_main_anc_follower_all_hedge_wizard	engineer
wh_main_anc_follower_all_hedge_wizard	runesmith
wh_main_anc_follower_all_hedge_wizard	spy
wh_main_anc_follower_all_hedge_wizard	wizard
wh_main_anc_follower_all_men_bailiff	general
wh_main_anc_follower_all_men_boatman	champion
wh_main_anc_follower_all_men_boatman	dignitary
wh_main_anc_follower_all_men_boatman	engineer
wh_main_anc_follower_all_men_boatman	general
wh_main_anc_follower_all_men_boatman	runesmith
wh_main_anc_follower_all_men_boatman	spy
wh_main_anc_follower_all_men_boatman	wizard
wh_main_anc_follower_all_men_bodyguard	champion
wh_main_anc_follower_all_men_bodyguard	dignitary
wh_main_anc_follower_all_men_bodyguard	engineer
wh_main_anc_follower_all_men_bodyguard	general
wh_main_anc_follower_all_men_bodyguard	runesmith
wh_main_anc_follower_all_men_bodyguard	spy
wh_main_anc_follower_all_men_bodyguard	wizard
wh_main_anc_follower_all_men_bounty_hunter	general
wh_main_anc_follower_all_men_fisherman	champion
wh_main_anc_follower_all_men_fisherman	dignitary
wh_main_anc_follower_all_men_fisherman	engineer
wh_main_anc_follower_all_men_fisherman	runesmith
wh_main_anc_follower_all_men_fisherman	spy
wh_main_anc_follower_all_men_fisherman	wizard
wh_main_anc_follower_all_men_grave_robber	general
wh_main_anc_follower_all_men_initiate	champion
wh_main_anc_follower_all_men_initiate	dignitary
wh_main_anc_follower_all_men_initiate	engineer
wh_main_anc_follower_all_men_initiate	runesmith
wh_main_anc_follower_all_men_initiate	spy
wh_main_anc_follower_all_men_initiate	wizard
wh_main_anc_follower_all_men_kislevite_kossar	champion
wh_main_anc_follower_all_men_kislevite_kossar	dignitary
wh_main_anc_follower_all_men_kislevite_kossar	engineer
wh_main_anc_follower_all_men_kislevite_kossar	general
wh_main_anc_follower_all_men_kislevite_kossar	runesmith
wh_main_anc_follower_all_men_kislevite_kossar	spy
wh_main_anc_follower_all_men_kislevite_kossar	wizard
wh_main_anc_follower_all_men_mercenary	general
wh_main_anc_follower_all_men_militiaman	general
wh_main_anc_follower_all_men_ogres_pit_fighter	champion
wh_main_anc_follower_all_men_ogres_pit_fighter	dignitary
wh_main_anc_follower_all_men_ogres_pit_fighter	engineer
wh_main_anc_follower_all_men_ogres_pit_fighter	general
wh_main_anc_follower_all_men_ogres_pit_fighter	runesmith
wh_main_anc_follower_all_men_ogres_pit_fighter	spy
wh_main_anc_follower_all_men_ogres_pit_fighter	wizard
wh_main_anc_follower_all_men_outlaw	champion
wh_main_anc_follower_all_men_outlaw	dignitary
wh_main_anc_follower_all_men_outlaw	engineer
wh_main_anc_follower_all_men_outlaw	runesmith
wh_main_anc_follower_all_men_outlaw	spy
wh_main_anc_follower_all_men_outlaw	wizard
wh_main_anc_follower_all_men_outrider	champion
wh_main_anc_follower_all_men_outrider	dignitary
wh_main_anc_follower_all_men_outrider	engineer
wh_main_anc_follower_all_men_outrider	general
wh_main_anc_follower_all_men_outrider	runesmith
wh_main_anc_follower_all_men_outrider	spy
wh_main_anc_follower_all_men_outrider	wizard
wh_main_anc_follower_all_men_protagonist	champion
wh_main_anc_follower_all_men_protagonist	dignitary
wh_main_anc_follower_all_men_protagonist	engineer
wh_main_anc_follower_all_men_protagonist	general
wh_main_anc_follower_all_men_protagonist	runesmith
wh_main_anc_follower_all_men_protagonist	spy
wh_main_anc_follower_all_men_protagonist	wizard
wh_main_anc_follower_all_men_rogue	champion
wh_main_anc_follower_all_men_rogue	dignitary
wh_main_anc_follower_all_men_rogue	engineer
wh_main_anc_follower_all_men_rogue	runesmith
wh_main_anc_follower_all_men_rogue	spy
wh_main_anc_follower_all_men_rogue	wizard
wh_main_anc_follower_all_men_servant	champion
wh_main_anc_follower_all_men_servant	dignitary
wh_main_anc_follower_all_men_servant	engineer
