key	group_sound	max_distance	start_event	stop_event	use_reverb	switch	looping_group_sound	unit_application_event	unit_removal_event	unit_phase_change_sound_cooldown
wh3_main_army_ability_ogr_butcher	wh3_main_army_ability_ogr_butcher_group	500.0000	IND_Magic_Ogre_Butcher_Start	IND_Magic_Ogre_Butcher_Stop	true		true			0.0000
wh3_main_army_ability_ogr_dismember	wh3_main_army_ability_ogr_dismember_group	500.0000			true		true			0.0000
wh3_main_army_ability_ogr_massacre	wh3_main_army_ability_ogr_massacre_group	500.0000			true		true			0.0000
wh3_main_army_ability_ogre_gnoblar_traps	wh3_main_army_ability_ogr_gnoblar_traps_group	500.0000			true		true			0.0000
wh3_main_character_abilities_call_for_power	wh3_main_character_abilities_call_for_power	500.0000			true		true			0.0000
wh3_main_character_abilities_locus_of_beguilement	wh3_main_character_abilities_locus_of_beguilement	500.0000			true		true			0.0000
wh3_main_character_abilities_locus_of_change		500.0000	IND_Magic_Tzeentch_Locus_of_Change_Start	IND_Magic_Tzeentch_Locus_of_Change_Stop	true		true			0.0000
wh3_main_character_abilities_locus_of_conjuration		500.0000	IND_Magic_Tzeentch_Locus_Of_Conjuration_Start	IND_Magic_Tzeentch_Locus_Of_Conjuration_Stop	true		true			0.0000
wh3_main_character_abilities_locus_of_contagion	wh3_main_character_abilities_locus_of_contagion	500.0000			true		true			0.0000
wh3_main_character_abilities_locus_of_fecundity	wh3_main_character_abilities_locus_of_fecundity	500.0000			true		true			0.0000
wh3_main_character_abilities_locus_of_grace	wh3_main_character_abilities_locus_of_grace	500.0000			true		true			0.0000
wh3_main_character_abilities_locus_of_swiftness	wh3_main_character_abilities_locus_of_swiftness	500.0000			true		true			0.0000
wh3_main_character_abilities_locus_of_virulence	wh3_main_character_abilities_locus_of_virulence	500.0000			true		true			0.0000
wh3_main_character_magic_swiftwing	wh3_main_character_spell_swiftwing	500.0000			true		true			0.0000
wh3_main_daemon_wings_abilities_purge_the_weak_enemy	wh3_main_daemon_wings_abilities_purge_the_weak_enemy	500.0000			true		true			0.0000
wh3_main_daemon_wings_abilities_purge_the_weak_friends	wh3_main_daemon_wings_abilities_purge_the_weak_friends	500.0000			true		true			0.0000
wh3_main_item_abilities_elixer_of_Iron	wh3_main_item_abilities_elixer_of_iron	500.0000			true		true			0.0000
wh3_main_item_abilities_elixer_of_poison	wh3_main_item_abilities_elixer_of_poison	500.0000			true		true			0.0000
wh3_main_item_abilities_elixer_of_puissance	wh3_main_item_abilities_elixer_of_puissance	500.0000			true		true			0.0000
wh3_main_item_abilities_maw_shard	wh3_main_item_abilities_maw_shard	500.0000			true		true			0.0000
wh3_main_item_abilities_scroll_of_destiny		500.0000	IND_Magic_Tzeentch_Scroll_of_Destiny_Start	IND_Magic_Tzeentch_Scroll_of_Destiny_Stop	true		true			0.0000
wh3_main_item_abilities_the_rock_of_inevitability	wh3_main_item_abilities_the_rock_of_inevitability	500.0000			true		true			0.0000
wh3_main_item_abilities_void_pendulum	wh3_main_item_abilities_void_pendulum	500.0000			true		true			0.0000
wh3_main_kho_ability_bloodthirst	wh3_main_ability_kho_bloodthirst_group	500.0000			true		true			0.0000
wh3_main_kho_ability_deathbringer		500.0000	IND_SABL_Khorne_Deathbringer_Explosion	IND_SABL_Khorne_Deathbringer_Explosion_Stop	true		false			0.0000
wh3_main_kho_ability_horn_of_khorne	wh3_main_kho_ability_horn_of_khorne	300.0000			true		true			0.0000
wh3_main_kho_ability_locus_of_abjuration	wh3_main_kho_ability_locus_of_abjuration	300.0000			true		false			0.0000
wh3_main_kho_ability_locus_of_fury	wh3_main_kho_ability_locus_of_fury	300.0000			true		true			0.0000
wh3_main_kho_ability_locus_of_wrath	wh3_main_kho_ability_locus_of_wrath	300.0000			true		true			0.0000
wh3_main_kho_ability_rage_embodied	wh3_main_kho_ability_rage_embodied	350.0000			true		true			0.0000
wh3_main_kho_ability_relentless_rage	wh3_main_kho_ability_relentless_rage	350.0000			true		true			0.0000
wh3_main_kho_ability_slaughter_and_carnage	wh3_main_ability_kho_slaughter_and_carnage_group	350.0000			true		false			0.0000
wh3_main_kis_ability_courage_of_sacrifice	wh3_main_kis_ability_courage_of_sacrifice	300.0000			true		true			0.0000
wh3_main_kis_ability_dazs_song_of_winter_sunlight	wh3_main_kis_ability_dazs_song_of_winter_sunlight	300.0000			true		true			0.0000
wh3_main_kis_ability_fury_of_ursun	wh3_main_kis_ability_fury_of_ursun	500.0000			true		true			0.0000
wh3_main_kis_ability_ursuns_roar	wh3_main_kis_ability_ursuns_roar	300.0000			true		true			0.0000
wh3_main_kis_ability_wrath_of_the_bear	wh3_main_kis_ability_wrath_of_the_bear	300.0000			true		true			0.0000
wh3_main_kis_by_our_blood	wh3_main_kis_ability_by_our_blood	300.0000			true		false			0.0000
wh3_main_kis_salyaks_lullaby	wh3_main_kis_ability_salyaks_lullaby	300.0000			true		true			0.0000
wh3_main_kis_shard_blade	wh3_main_kis_ability_shard_blade	300.0000			true		true			0.0000
wh3_main_kis_the_bitterness_of_winter	wh3_main_kis_ability_the_bitterness_of_winter	300.0000			true		true			0.0000
wh3_main_kis_tors_battle_hymn	wh3_main_kis_ability_tors_battle_hymn	300.0000			true		true			0.0000
wh3_main_lord_abilities_ballet_of_blows_1	wh3_main_lord_abilities_ballet_of_blows_1	500.0000			true		true			0.0000
wh3_main_lord_abilities_ballet_of_blows_2	wh3_main_lord_abilities_ballet_of_blows_2	500.0000			true		true			0.0000
wh3_main_lord_abilities_ballet_of_blows_3	wh3_main_lord_abilities_ballet_of_blows_3	500.0000			true		true			0.0000
wh3_main_lord_abilities_blight_swarm	wh3_main_lord_abilities_blight_swarm	500.0000			true		true			0.0000
wh3_main_lord_abilities_eye_of_the_storm	wh3_main_lord_abilities_eye_of_the_storm	500.0000	IND_Magic_Cathay_Eye_Of_The_Storm_Banner_Start	IND_Magic_Cathay_Eye_Of_The_Storm_Banner_Stop	true		false			0.0000
wh3_main_lord_abilities_gaze_of_fate	wh3_main_ability_tzeentch_gaze_of_fate	500.0000			true		true			0.0000
wh3_main_lord_abilities_hidden_in_time	wh3_main_lord_abilities_hidden_in_time	500.0000			true		true			0.0000
wh3_main_lord_abilities_inspired_assault_i	wh3_main_lord_abilities_inspired_assault_i	500.0000			true		true			0.0000
wh3_main_lord_abilities_inspired_assault_ii	wh3_main_lord_abilities_inspired_assault_ii	500.0000			true		true			0.0000
wh3_main_lord_abilities_inspired_assault_iii	wh3_main_lord_abilities_inspired_assault_iii	500.0000			true		true			0.0000
wh3_main_lord_abilities_inspired_defence_i	wh3_main_lord_abilities_inspired_defence_i	500.0000			true		true			0.0000
wh3_main_lord_abilities_inspired_defence_ii	wh3_main_lord_abilities_inspired_defence_ii	500.0000			true		true			0.0000
wh3_main_lord_abilities_inspired_defence_iii	wh3_main_lord_abilities_inspired_defence_iii	500.0000			true		true			0.0000
wh3_main_lord_abilities_inspired_marksmanship_i	wh3_main_lord_abilities_inspired_marksmanship_i	500.0000			true		true			0.0000
wh3_main_lord_abilities_inspired_marksmanship_ii	wh3_main_lord_abilities_inspired_marksmanship_ii	500.0000			true		true			0.0000
wh3_main_lord_abilities_inspired_marksmanship_iii	wh3_main_lord_abilities_inspired_marksmanship_iii	500.0000			true		true			0.0000
wh3_main_lord_abilities_master_of_alchemy	wh3_main_lord_abilities_master_of_alchemy	500.0000			true		true			0.0000
wh3_main_lord_abilities_master_of_alchemy_Piercing	wh3_main_lord_abilities_master_of_alchemy_Piercing	500.0000			true		true			0.0000
wh3_main_lord_abilities_master_of_alchemy_Poison	wh3_main_lord_abilities_master_of_alchemy_Poison	500.0000			true		true			0.0000
wh3_main_lord_abilities_master_of_alchemy_flaming	wh3_main_lord_abilities_master_of_alchemy_flaming	500.0000			true		true			0.0000
wh3_main_lord_abilities_ogre_sceptre_of_titans	wh3_main_lord_abilities_sceptre_of_titans_group	500.0000			true		true			0.0000
wh3_main_lord_abilities_oracle_of_eternity		500.0000	IND_Magic_Tzeentch_Oracle_Of_Eternity_Start	IND_Magic_Tzeentch_Oracle_Of_Eternity_Stop	true		true			0.0000
wh3_main_lord_abilities_plaguefathers_oration	wh3_main_lord_abilities_plaguefathers_oration	500.0000			true		true			0.0000
wh3_main_lord_abilities_seductive_glory	wh3_main_lord_abilities_seductive_glory	500.0000			true		true			0.0000
wh3_main_lord_abilities_shadow_shroud		500.0000	IND_Magic_Daemon_Prince_Shadow_Shroud_Loop_Start	IND_Magic_Daemon_Prince_Shadow_Shroud_Loop_Stop	true		true			0.0000
wh3_main_lord_abilities_virulent_contagion	wh3_main_lord_abilities_virulent_contagion	500.0000			true		true			0.0000
wh3_main_lord_abilities_willing_prey	wh3_main_lord_abilities_willing_prey	500.0000			true		true			0.0000
wh3_main_lord_abilities_wrath_of_the_storm	wh3_main_lord_abilities_wrath_of_the_storm	500.0000			true		true			0.0000
wh3_main_lord_dlc20_abilities_harbinger_of_pestilence	wh3_dlc20_lord_abilities_harbinger_of_pestilence	500.0000			true		true			0.0000
wh3_main_lord_dlc20_abilities_pestilent_potions	wh3_dlc20_lord_abilities_pestilent_potions	500.0000			true		true			0.0000
wh3_main_lord_dlc20_abilities_potions_of_elixirs	wh3_dlc20_lord_abilities_healing_elixirs	500.0000			true		true			0.0000
wh3_main_spell_death_ashes_and_dust	wh3_main_spell_death_ashes_and_dust	700.0000			true		true			0.0000
wh3_main_spell_great_maw_braingobbler	wh3_main_spell_great_maw_braingobbler	500.0000			true		true			0.0000
wh3_main_spell_great_maw_bullgorger	wh3_main_spell_great_maw_bullgorger	500.0000			true		true			0.0000
wh3_main_spell_great_maw_toothcracker	wh3_main_spell_great_maw_toothcracker	500.0000			true		true			0.0000
wh3_main_spell_great_maw_trollguts	wh3_main_spell_great_maw_trollguts	0.0000			true		true			0.0000
wh3_main_spell_ice_crystal_sanctuary	wh3_main_spell_ice_crystal_sanctuary	300.0000			true		true			0.0000
wh3_main_spell_ice_death_frost	wh3_main_spell_ice_death_frost	300.0000			true		true			0.0000
wh3_main_spell_ice_frost_blades	wh3_main_spell_ice_frost_blades	300.0000			true		true			0.0000
wh3_main_spell_nurgle_curse_of_the_leper	wh3_main_spell_nurgle_curse_of_the_leper	500.0000			true		true			0.0000
wh3_main_spell_nurgle_fleshy_abundance	wh3_main_spell_nurgle_fleshy_abundance	500.0000			true		true			0.0000
wh3_main_spell_nurgle_miasma_of_pestilence	wh3_main_spell_nurgle_miasma_of_pestilence	500.0000			true		true			0.0000
wh3_main_spell_nurgle_rancid_visitations	wh3_main_spell_nurgle_rancid_visitations	500.0000			true		true			0.0000
wh3_main_spell_slaanesh_acquiescence	wh3_main_spell_slaanesh_acquiescence	0.0000			true		true			0.0000
wh3_main_spell_slaanesh_hysterical_frenzy	wh3_main_spell_slaanesh_hysterical_frenzy	500.0000			true		true			0.0000
wh3_main_spell_slaanesh_pavane_of_slaanesh	wh3_main_spell_slaanesh_pavane_of_slaanesh	500.0000			true		true			0.0000
wh3_main_spell_slaanesh_phantasmagoria	wh3_main_spell_slaanesh_phantasmagoria	0.0000			true		true			0.0000
wh3_main_spell_tempest_gust_of_true_flight	wh3_main_spell_tempest_gust_of_true_flight	300.0000			true		true			0.0000
wh3_main_spell_tzeentch_glean_magic	wh3_main_tze_spell_glean_magic	500.0000			true		true			0.0000
wh3_main_spell_tzeentch_treason_of_tzeentch	wh3_main_tze_spell_treason_of_tzeentch	500.0000			true		true			0.0000
wh3_main_spell_yang_jade_shield	wh3_main_spell_yang_jade_shield	500.0000			true		true			0.0000
wh3_main_spell_yang_might_of_heaven_and_earth	wh3_main_spell_yang_might_of_heaven_and_earth	500.0000			true		true			0.0000
wh3_main_spell_yang_stone_ground_stance	wh3_main_spell_yang_stone_ground_stance	500.0000			true		true			0.0000
wh3_main_spell_yin_cloak_of_jet	wh3_main_spell_yin_cloak_of_jet	500.0000			true		true			0.0000
wh3_main_spell_yin_storm_of_shadows	wh3_main_spell_yin_storm_of_shadows	500.0000			true		true			0.0000
wh3_main_weapon_abilities_staff_of_tomorrow	wh3_main_weapon_abilities_staff_of_tomorrow	500.0000	IND_Magic_Tzeentch_Staff_of_Tomorrow_Start		true		true			0.0000
wh3_main_weapon_abilities_witstealer_sword	wh3_main_weapon_abilities_witstealer_sword	500.0000			true		true			0.0000
wh3_pro11_ability_bane_of_the_dead_debuff	wh3_pro11_ability_bane_of_the_dead_debuff_group	300.0000			true		true			0.0000
wh3_twa08_spell_nurgle_defiling_deluge_enemy	wh3_twa08_spell_nurgle_defiling_deluge_enemy	500.0000			true		true			0.0000
wh3_twa08_spell_nurgle_defiling_deluge_self		500.0000	IND_Magic_TWA08_Defiling_Deluge_Self_Start	IND_Magic_TWA08_Defiling_Deluge_Self_Stop	true		true			0.0000
wh3_twa08_spell_ogr_glacial_defense	wh3_twa08_spell_ogre_glacial_defense	500.0000			true		true			0.0000
wh3_twa6_abilities_gloom_of_flies		500.0000	IND_Magic_TWA_Gloom_Of_Flies		true		false			0.0000
wh3_twa6_ability_hungering_blades		500.0000	IND_Magic_TWA_Hungering_Blades_Oneshot		true		false			0.0000
wh_ability_negative	wh_ability_negative_group	300.0000			true		true			0.0000
wh_ability_negative_aoe	wh_ability_negative_aoe_group	300.0000			true		true			0.0000
wh_ability_negative_banner		300.0000	Battle_IND_Magic_Generic_Debuff_Loop_Start	Battle_IND_Magic_Generic_Debuff_Loop_Stop	true		false			0.0000
wh_ability_negative_one_shot		300.0000	Battle_IND_Magic_Generic_Debuff_One_Shot		true		false			0.0000
wh_ability_positive	wh_ability_positive_group	300.0000			true		true			0.0000
wh_ability_positive_aoe	wh_ability_positive_aoe_group	300.0000			true		true			0.0000
wh_ability_positive_aoe_army_wide	wh_ability_positive_aoe_army_wide_group	1000.0000			true		true			0.0000
wh_ability_positive_banner		300.0000	Battle_IND_Magic_Generic_Buff_Loop_Start	Battle_IND_Magic_Generic_Buff_Loop_Stop	true		false			0.0000
wh_ability_positive_one_shot	wh2_dlc13_ability_summon_unbinding_generic_large_phase_01	300.0000	Battle_IND_Magic_Generic_Buff_One_Shot		true		false			0.0000
wh_dlc03_spell_beasts_curse_of_anraheir	wh_dlc03_spell_beasts_curse_of_anraheir	0.0000			true		true			0.0000
wh_dlc03_spell_beasts_flock_of_doom	wh_dlc03_spell_beasts_flock_of_doom	0.0000			true		true			0.0000
wh_dlc03_spell_beasts_flock_of_doom_upgraded	wh_dlc03_spell_beasts_flock_of_doom_upgraded	0.0000			true		true			0.0000
wh_dlc03_spell_beasts_panns_impenetrable_pelt	wh_dlc03_spell_beasts_panns_impenetrable_pelt	0.0000			true		true			0.0000
wh_dlc03_spell_beasts_wyssans_wildform	wh_dlc03_spell_beasts_wyssans_wildform	0.0000			true		true			0.0000
wh_dlc03_spell_wild_devolve	wh_dlc03_spell_wild_devolve	0.0000			true		true			0.0000
wh_dlc03_spell_wild_mantle_of_ghorok	wh_dlc03_spell_wild_mantle_of_ghorok	0.0000			true		true			0.0000
wh_dlc03_spell_wild_traitor_kin	wh_dlc03_spell_wild_traitor_kin	0.0000			true		true			0.0000
wh_dlc04_unit_abilities_vigour_mortis		0.0000			true		false			0.0000
wh_dlc05_ability_shadows_coil	wh_dlc05_ability_shadows_coil	0.0000			true		false			0.0000
wh_dlc05_spell_life_earth_blood	wh_dlc05_spell_life_earth_blood	0.0000			true		true			0.0000
wh_dlc05_spell_life_flesh_to_stone	wh_dlc05_spell_life_flesh_to_stone	0.0000			true		true			0.0000
wh_dlc05_spell_life_regrowth	wh_dlc05_spell_life_regrowth	0.0000			true		true			0.0000
wh_dlc05_spell_life_shield_of_thorns	wh_dlc05_spell_life_shield_of_thorns	0.0000			true		true			0.0000
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	wh_dlc05_spell_shadow_melkoths_mystifying_miasma	0.0000			true		true			0.0000
wh_dlc05_spell_shadow_okkams_mindrazor	wh_dlc05_spell_shadow_okkams_mindrazor	0.0000			true		true			0.0000
wh_dlc05_spell_shadow_the_enfeebling_foe	wh_dlc05_spell_shadow_the_enfeebling_foe	0.0000			true		true			0.0000
wh_dlc05_spell_shadow_the_withering	wh_dlc05_spell_shadow_the_withering	0.0000			true		true			0.0000
wh_dlc05_spell_shadow_the_withering_upgraded		0.0000			false		false			0.0000
wh_dlc06_character_abilities_effagee_of_da_git	wh_dlc06_character_abilities_effagee_of_da_git	500.0000			true		false			0.0000
wh_dlc07_ability_favour_of_the_fay	wh_dlc07_ability_favour_of_the_fay_group	300.0000			true		true			0.0000
wh_dlc08_ability_explosive_fart		0.0000	Battle_Individual_Projectile_Explosive_Fart_Explosion_Start		true		false			0.0000
wh_dlc08_ability_passive_rage	wh_ability_dlc08_passive_rage_group	300.0000			true		true			0.0000
wh_dlc08_ability_terrorgheist_skull	wh_dlc08_ability_terrorgheist_skull_group	300.0000	Battle_IND_Magic_Generic_Buff_Loop_Start	Battle_IND_Magic_Generic_Buff_Loop_Stop	true		true			0.0000
wh_dlc20_ability_beguiling_gem	wh_ability_dlc20_beguiling_gem	300.0000			true		true			1.0000
wh_dlc20_ability_paragon_of_change	wh_ability_dlc20_paragon_of_change	300.0000			true		false			0.0000
wh_main_character_abilities_foe_seeker		200.0000	Battle_Individual_DLC25_DWF_Foe_Seeker		true		false			0.0000
wh_main_character_abilities_red_fury	wh_ability_positive_group	700.0000			true		true			0.0000
wh_main_character_abilities_waaagh	wh_main_character_abilities_waaagh	500.0000			true		true			0.0000
wh_main_item_abilities_potion_of_healing		150.0000	Battle_IND_Magic_Generic_Buff_One_Shot		true		false			0.0000
wh_main_spell_big_waaagh_ere_we_go	wh_main_spell_big_waaagh_ere_we_go	500.0000			true		true			0.0000
wh_main_spell_big_waaagh_fists_of_gork	wh_main_spell_big_waaagh_fists_of_gork	700.0000			true		true			0.0000
wh_main_spell_dark_magic_power_of_darkness	wh_main_spell_dark_magic_power_of_darkness	700.0000			true		true			0.0000
wh_main_spell_dark_magic_soul_stealer	wh_main_spell_dark_magic_soul_stealer	700.0000			true		true			0.0000
wh_main_spell_dark_magic_word_of_pain	wh_main_spell_dark_magic_word_of_pain	700.0000			true		true			0.0000
wh_main_spell_death_aspect_of_the_dreadknight	wh_main_spell_death_aspect_of_the_dreadknight	500.0000			true		true			0.0000
wh_main_spell_death_doom_and_darkness	wh_main_spell_death_doom_and_darkness	700.0000			true		true			0.0000
wh_main_spell_death_soulblight	wh_main_spell_death_soulblight	700.0000			true		true			0.0000
wh_main_spell_death_spirit_leech	wh_main_spell_death_spirit_leech	700.0000			true		true			0.0000
wh_main_spell_death_the_fate_of_bjuna	wh_main_spell_death_the_fate_of_bjuna	700.0000			true		true			0.0000
wh_main_spell_fire_cascading_fire_cloak	wh_main_spell_fire_cascading_fire_cloak	700.0000			true		true			0.0000
wh_main_spell_fire_flaming_sword_of_rhuin	wh_main_spell_fire_flaming_sword_of_rhuin	700.0000			true		true			0.0000
wh_main_spell_heavens_curse_of_the_midnight_wind	wh_main_spell_heavens_curse_of_the_midnight_wind	700.0000			true		true			0.0000
wh_main_spell_heavens_harmonic_convergence	wh_main_spell_heavens_harmonic_convergence	700.0000			true		true			0.0000
wh_main_spell_invocation_of_nehek	wh_main_spell_invocation_of_nehek	700.0000			true		true			0.0000
wh_main_spell_light_bironas_timewarp	wh_main_spell_light_bironas_timewarp	700.0000			true		true			0.0000
wh_main_spell_light_light_of_battle	wh_main_spell_light_light_of_battle	700.0000			true		true			0.0000
wh_main_spell_light_net_of_amyntok	wh_main_spell_light_net_of_amyntok	700.0000			true		true			0.0000
wh_main_spell_light_phas_protection	wh_main_spell_light_phas_protection	700.0000			true		true			0.0000
wh_main_spell_lil_waaagh_gorkll_fix_it	wh_main_spell_lil_waaagh_gorkll_fix_it	700.0000			true		true			0.0000
wh_main_spell_lil_waaagh_itchy_nuisance	wh_main_spell_lil_waaagh_itchy_nuisance	700.0000			true		true			0.0000
wh_main_spell_lil_waaagh_night_shroud	wh_main_spell_lil_waaagh_night_shroud	150.0000			true		true			0.0000
wh_main_spell_lil_waaagh_sneaky_stabbin	wh_main_spell_lil_waaagh_sneaky_stabbin	700.0000			true		true			0.0000
wh_main_spell_metal_final_transmutation	wh_main_spell_metal_final_transmutation	700.0000			true		true			0.0000
wh_main_spell_metal_glittering_robe	wh_main_spell_metal_glittering_robe	700.0000			true		true			0.0000
wh_main_spell_metal_plague_of_rust	wh_main_spell_metal_plague_of_rust	700.0000			true		true			0.0000
wh_main_spell_metal_transmutation_of_lead	wh_main_spell_metal_transmutation_of_lead	700.0000			true		true			0.0000
wh_main_spell_ruin_death_frenzy	wh_main_spell_ruin_death_frenzy	700.0000			true		true			0.0000
wh_main_spell_ruin_howling_warpgale	wh_main_spell_ruin_howling_warpgale	700.0000			true		true			0.0000
wh_main_spell_ruin_skitterleap	wh_main_spell_ruin_skitterleap	700.0000			true		true			0.0000
wh_main_spell_vampires_curse_of_years	wh_main_spell_vampires_curse_of_years	700.0000			true		true			0.0000
wh_main_spell_vampires_vanhels_danse_macabre	wh_main_spell_vampires_vanhels_danse_macabre	700.0000			true		true			0.0000
wh_main_unit_abilities_entrenchment	wh_ability_positive_group	300.0000			true		true			0.0000
