chain	set	super_chain	remove
wh_dlc03_BEASTMEN_port	wh3_main_port_core_special_copher		false
wh_main_NORSCA_port	wh3_main_port_core_special_copher		false
wh2_dlc14_special_dragon_isle_port	wh3_main_port_core_special_dragon_isles		false
wh2_dlc14_special_dragon_isle_port_grn	wh3_main_port_core_special_dragon_isles		false
wh2_dlc14_special_dragon_isle_port_tmb	wh3_main_port_core_special_dragon_isles		false
wh3_main_dae_port	wh3_main_port_core_special_dragon_isles		false
wh_dlc03_BEASTMEN_port	wh3_main_port_core_special_dragon_isles		false
wh_main_NORSCA_port	wh3_main_port_core_special_dragon_isles		false
wh3_main_special_ksl_erengrad_3	wh3_main_port_core_special_erengrad		false
wh_dlc03_BEASTMEN_port	wh3_main_port_core_special_erengrad		false
wh_dlc05_special_erengrad_port_wef	wh3_main_port_core_special_erengrad		false
wh_main_CHAOS_port	wh3_main_port_core_special_erengrad		false
wh_main_NORSCA_port	wh3_main_port_core_special_erengrad		false
wh_main_special_erengrad_port	wh3_main_port_core_special_erengrad		false
wh_main_special_erengrad_port_tmb	wh3_main_port_core_special_erengrad		false
wh2_main_special_lothern_port	wh3_main_port_core_special_lothern		false
wh2_main_special_lothern_port_norsca	wh3_main_port_core_special_lothern		false
wh2_main_special_lothern_port_other	wh3_main_port_core_special_lothern		false
wh2_main_special_lothern_port_tmb	wh3_main_port_core_special_lothern		false
wh3_main_dae_port	wh3_main_port_core_special_lothern		false
wh_dlc03_BEASTMEN_port	wh3_main_port_core_special_lothern		false
wh2_dlc17_special_marienburg_port_beastmen	wh3_main_port_core_special_marienburg		false
wh3_main_dae_port	wh3_main_port_core_special_marienburg		false
wh_dlc05_special_marienburg_port_wef	wh3_main_port_core_special_marienburg		false
wh_main_CHAOS_port	wh3_main_port_core_special_marienburg		false
wh_main_NORSCA_port	wh3_main_port_core_special_marienburg		false
wh_main_special_marienburg_port	wh3_main_port_core_special_marienburg		false
wh_main_special_marienburg_port_tmb	wh3_main_port_core_special_marienburg		false
wh2_dlc11_vampirecoast_ship_captains_cabin	wh3_main_primary_core_generic_horde		false
wh2_dlc13_horde_lizardmen_ziggurat_minor	wh3_main_primary_core_generic_horde		false
wh2_main_horde_def_settlement	wh3_main_primary_core_generic_horde		false
wh2_main_horde_rogue_settlement	wh3_main_primary_core_generic_horde		false
wh3_dlc25_dwf_spirit_of_grungni_main_chain	wh3_main_primary_core_generic_horde		false
wh3_main_ogr_camp_town_centre	wh3_main_primary_core_generic_horde		false
wh_dlc03_horde_beastmen_herd	wh3_main_primary_core_generic_horde		false
wh_main_horde_SAVAGEORC_settlement	wh3_main_primary_core_generic_horde		false
wh_main_horde_chaos_settlement	wh3_main_primary_core_generic_horde		false
wh2_main_lzd_settlement_major	wh3_main_primary_core_generic_major_variant_konquata		true
wh2_main_special_settlement_konquata_wef	wh3_main_primary_core_generic_major_variant_konquata		false
wh2_twa03_special_settlement_konquata_lzd	wh3_main_primary_core_generic_major_variant_konquata		false
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_generic_major_variant_konquata		true
wh3_dlc20_settlement_woc_dark_fortress	wh3_main_primary_core_generic_major_variant_konquata		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_generic_major_variant_konquata		true
wh3_main_ksl_erengrad_city	wh3_main_primary_core_generic_major_variant_ksl_erengrad		false
wh3_main_ksl_settlement_major	wh3_main_primary_core_generic_major_variant_ksl_erengrad		true
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_generic_major_variant_ksl_praag		true
wh3_dlc20_settlement_woc_dark_fortress	wh3_main_primary_core_generic_major_variant_ksl_praag		false
wh3_main_ksl_praag_city	wh3_main_primary_core_generic_major_variant_ksl_praag		false
wh3_main_ksl_settlement_major	wh3_main_primary_core_generic_major_variant_ksl_praag		true
wh2_dlc09_tmb_settlement_major	wh3_main_primary_core_generic_major		false
wh2_dlc11_vampirecoast_settlement_major	wh3_main_primary_core_generic_major		false
wh2_dlc13_lzd_nakai_settlement_major	wh3_main_primary_core_generic_major		false
wh2_dlc13_lzd_nakai_settlement_minor	wh3_main_primary_core_generic_major		true
wh2_main_def_settlement_major	wh3_main_primary_core_generic_major		false
wh2_main_hef_settlement_major	wh3_main_primary_core_generic_major		false
wh2_main_lzd_settlement_major	wh3_main_primary_core_generic_major		false
wh2_main_rogue_settlement_major	wh3_main_primary_core_generic_major		false
wh2_main_skv_settlement_major	wh3_main_primary_core_generic_major		false
wh3_dlc23_chd_settlement_factory	wh3_main_primary_core_generic_major		false
wh3_dlc23_chd_settlement_outpost	wh3_main_primary_core_generic_major		false
wh3_dlc23_chd_settlement_tower	wh3_main_primary_core_generic_major		false
wh3_main_cth_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_dae_kho_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_dae_nur_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_dae_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_dae_sla_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_dae_tze_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_kho_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_ksl_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_nur_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_ogr_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_ogr_settlement_minor	wh3_main_primary_core_generic_major		true
wh3_main_prologue_NORSCA_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_sla_settlement_major	wh3_main_primary_core_generic_major		false
wh3_main_tze_settlement_major	wh3_main_primary_core_generic_major		false
wh3_prologue_building_ksl_major	wh3_main_primary_core_generic_major		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_generic_major		false
wh_dlc06_GREENSKIN_settlement_major_skarsnik	wh3_main_primary_core_generic_major		false
wh_dlc06_GREENSKIN_settlement_major_wurrzag	wh3_main_primary_core_generic_major		false
wh_main_BRETONNIA_settlement_major	wh3_main_primary_core_generic_major		false
wh_main_DWARFS_settlement_major	wh3_main_primary_core_generic_major		false
wh_main_EMPIRE_settlement_major	wh3_main_primary_core_generic_major		false
wh_main_GREENSKIN_settlement_major	wh3_main_primary_core_generic_major		false
wh_main_NORSCA_settlement_major	wh3_main_primary_core_generic_major		false
wh_main_SAVAGEORC_settlement_major	wh3_main_primary_core_generic_major		false
wh_main_VAMPIRES_settlement_major	wh3_main_primary_core_generic_major		false
wh_main_horde_chaos_settlement	wh3_main_primary_core_generic_major		false
wh2_dlc12_dummy_nuclear_ruins	wh3_main_primary_core_generic_minimal		false
wh2_dlc13_lzd_nakai_settlement_minor	wh3_main_primary_core_generic_minimal		false
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_generic_minimal		false
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_generic_minimal		false
wh3_main_ogr_settlement_minor	wh3_main_primary_core_generic_minimal		false
wh_main_settlement_chaosruin	wh3_main_primary_core_generic_minimal		false
wh_main_settlement_norscaruin_khorne	wh3_main_primary_core_generic_minimal		false
wh_main_settlement_norscaruin_nurgle	wh3_main_primary_core_generic_minimal		false
wh_main_settlement_norscaruin_slaanesh	wh3_main_primary_core_generic_minimal		false
wh_main_settlement_norscaruin_tzeentch	wh3_main_primary_core_generic_minimal		false
wh2_dlc09_tmb_settlement_minor	wh3_main_primary_core_generic_minor		false
wh2_dlc11_vampirecoast_settlement_minor	wh3_main_primary_core_generic_minor		false
wh2_main_def_settlement_minor	wh3_main_primary_core_generic_minor		false
wh2_main_hef_settlement_minor	wh3_main_primary_core_generic_minor		false
wh2_main_lzd_settlement_minor	wh3_main_primary_core_generic_minor		false
wh2_main_rogue_settlement_minor	wh3_main_primary_core_generic_minor		false
wh2_main_skv_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_dlc23_chd_settlement_factory	wh3_main_primary_core_generic_minor		false
wh3_dlc23_chd_settlement_outpost	wh3_main_primary_core_generic_minor		false
wh3_main_chs_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_cth_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_dae_kho_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_dae_nur_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_dae_sla_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_dae_tze_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_kho_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_ksl_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_nur_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_prologue_NORSCA_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_sla_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_main_tze_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_prologue_building_ksl_minor	wh3_main_primary_core_generic_minor		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_generic_minor		false
wh_dlc06_GREENSKIN_settlement_minor_skarsnik	wh3_main_primary_core_generic_minor		false
wh_dlc06_GREENSKIN_settlement_minor_wurrzag	wh3_main_primary_core_generic_minor		false
wh_main_BRETONNIA_settlement_minor	wh3_main_primary_core_generic_minor		false
wh_main_DWARFS_settlement_minor	wh3_main_primary_core_generic_minor		false
wh_main_EMPIRE_settlement_minor	wh3_main_primary_core_generic_minor		false
wh_main_GREENSKIN_settlement_minor	wh3_main_primary_core_generic_minor		false
wh_main_NORSCA_settlement_minor	wh3_main_primary_core_generic_minor		false
wh_main_SAVAGEORC_settlement_minor	wh3_main_primary_core_generic_minor		false
wh_main_VAMPIRES_settlement_minor	wh3_main_primary_core_generic_minor		false
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_special_fort_cth_bastion		true
wh3_dlc20_settlement_woc_chaos_altar_special_gate	wh3_main_primary_core_special_fort_cth_bastion		false
wh3_dlc23_special_settlement_bastion_chd	wh3_main_primary_core_special_fort_cth_bastion		false
wh3_main_cth_bastion_primary	wh3_main_primary_core_special_fort_cth_bastion		false
wh3_main_ogr_settlement_minor	wh3_main_primary_core_special_fort_cth_bastion		true
wh3_main_special_settlement_bastion_other	wh3_main_primary_core_special_fort_cth_bastion		false
wh3_main_special_settlement_gate_dae	wh3_main_primary_core_special_fort_cth_bastion		false
wh2_main_special_fortress_gate_eagle_hef	wh3_main_primary_core_special_fort_eagle_gate		false
wh2_main_special_fortress_gate_eagle_untainted	wh3_main_primary_core_special_fort_eagle_gate		false
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_special_fort_eagle_gate		true
wh3_dlc20_settlement_woc_chaos_altar_special_gate	wh3_main_primary_core_special_fort_eagle_gate		false
wh3_dlc23_special_fortress_gate_eagle_chd	wh3_main_primary_core_special_fort_eagle_gate		false
wh3_main_ogr_settlement_minor	wh3_main_primary_core_special_fort_eagle_gate		true
wh3_main_special_settlement_gate_dae	wh3_main_primary_core_special_fort_eagle_gate		false
wh2_main_special_empire_fort_emp	wh3_main_primary_core_special_fort_emp		false
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_special_fort_emp		true
wh3_dlc20_settlement_woc_chaos_altar_special_gate	wh3_main_primary_core_special_fort_emp		false
wh3_dlc23_special_empire_fort_chd	wh3_main_primary_core_special_fort_emp		false
wh3_main_ogr_settlement_minor	wh3_main_primary_core_special_fort_emp		true
wh3_main_special_settlement_fort_other	wh3_main_primary_core_special_fort_emp		false
wh3_main_special_settlement_gate_dae	wh3_main_primary_core_special_fort_emp		false
wh2_main_special_fortress_gate_griffon_hef	wh3_main_primary_core_special_fort_gryphon_gate		false
wh2_main_special_fortress_gate_griffon_untainted	wh3_main_primary_core_special_fort_gryphon_gate		false
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_special_fort_gryphon_gate		true
wh3_dlc20_settlement_woc_chaos_altar_special_gate	wh3_main_primary_core_special_fort_gryphon_gate		false
wh3_dlc23_special_fortress_gate_griffon_chd	wh3_main_primary_core_special_fort_gryphon_gate		false
wh3_main_ogr_settlement_minor	wh3_main_primary_core_special_fort_gryphon_gate		true
wh3_main_special_settlement_gate_dae	wh3_main_primary_core_special_fort_gryphon_gate		false
wh2_main_special_fortress_gate_phoenix_hef	wh3_main_primary_core_special_fort_phoenix_gate		false
wh2_main_special_fortress_gate_phoenix_untainted	wh3_main_primary_core_special_fort_phoenix_gate		false
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_special_fort_phoenix_gate		true
wh3_dlc20_settlement_woc_chaos_altar_special_gate	wh3_main_primary_core_special_fort_phoenix_gate		false
wh3_dlc23_special_fortress_gate_phoenix_chd	wh3_main_primary_core_special_fort_phoenix_gate		false
wh3_main_ogr_settlement_minor	wh3_main_primary_core_special_fort_phoenix_gate		true
wh3_main_special_settlement_gate_dae	wh3_main_primary_core_special_fort_phoenix_gate		false
wh2_main_special_fortress_gate_unicorn_hef	wh3_main_primary_core_special_fort_unicorn_gate		false
wh2_main_special_fortress_gate_unicorn_untainted	wh3_main_primary_core_special_fort_unicorn_gate		false
wh3_dlc20_settlement_woc_chaos_altar	wh3_main_primary_core_special_fort_unicorn_gate		true
wh3_dlc20_settlement_woc_chaos_altar_special_gate	wh3_main_primary_core_special_fort_unicorn_gate		false
wh3_dlc23_special_fortress_gate_unicorn_chd	wh3_main_primary_core_special_fort_unicorn_gate		false
wh3_main_ogr_settlement_minor	wh3_main_primary_core_special_fort_unicorn_gate		true
wh3_main_special_settlement_gate_dae	wh3_main_primary_core_special_fort_unicorn_gate		false
wh2_dlc13_horde_lizardmen_ziggurat	wh3_main_primary_core_special_horde_nakai		false
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_altdorf		true
wh2_dlc17_bst_special_settlement_altdorf	wh3_main_primary_core_special_major_altdorf		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_altdorf		true
wh_dlc05_special_city_altdorf_woodelves	wh3_main_primary_core_special_major_altdorf		false
wh_main_EMPIRE_settlement_major	wh3_main_primary_core_special_major_altdorf		true
wh_main_VAMPIRES_settlement_major	wh3_main_primary_core_special_major_altdorf		true
wh_main_special_settlement_altdorf	wh3_main_primary_core_special_major_altdorf		false
wh_main_special_settlement_altdorf_vampires	wh3_main_primary_core_special_major_altdorf		false
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_black_crag		true
wh2_dlc17_bst_special_settlement_black_crag	wh3_main_primary_core_special_major_black_crag		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_black_crag		true
wh_dlc05_special_city_black_crag_woodelves	wh3_main_primary_core_special_major_black_crag		false
wh_dlc05_wef_settlement_major_main	wh3_main_primary_core_special_major_black_crag		true
wh_dlc06_GREENSKIN_settlement_major_skarsnik	wh3_main_primary_core_special_major_black_crag		true
wh_dlc06_GREENSKIN_settlement_major_wurrzag	wh3_main_primary_core_special_major_black_crag		true
wh_main_DWARFS_settlement_major	wh3_main_primary_core_special_major_black_crag		true
wh_main_GREENSKIN_settlement_major	wh3_main_primary_core_special_major_black_crag		true
wh_main_SAVAGEORC_settlement_major	wh3_main_primary_core_special_major_black_crag		true
wh_main_special_settlement_black_crag	wh3_main_primary_core_special_major_black_crag		false
wh_main_special_settlement_black_crag_dwarf	wh3_main_primary_core_special_major_black_crag		false
wh_main_special_settlement_black_crag_savage	wh3_main_primary_core_special_major_black_crag		false
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_castle_drakenhof		true
wh2_dlc17_bst_special_settlement_castle_drakenhof	wh3_main_primary_core_special_major_castle_drakenhof		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_castle_drakenhof		true
wh_dlc05_special_city_castle_drakenhof_woodelves	wh3_main_primary_core_special_major_castle_drakenhof		false
wh_dlc05_wef_settlement_major_main	wh3_main_primary_core_special_major_castle_drakenhof		true
wh_main_BRETONNIA_settlement_major	wh3_main_primary_core_special_major_castle_drakenhof		true
wh_main_EMPIRE_settlement_major	wh3_main_primary_core_special_major_castle_drakenhof		true
wh_main_VAMPIRES_settlement_major	wh3_main_primary_core_special_major_castle_drakenhof		true
wh_main_special_settlement_castle_drakenhof	wh3_main_primary_core_special_major_castle_drakenhof		false
wh_main_special_settlement_castle_drakenhof_bretonnia	wh3_main_primary_core_special_major_castle_drakenhof		false
wh_main_special_settlement_castle_drakenhof_empire	wh3_main_primary_core_special_major_castle_drakenhof		false
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_couronne		true
wh2_dlc17_bst_special_settlement_couronne	wh3_main_primary_core_special_major_couronne		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_couronne		true
wh_dlc05_special_city_couronne_woodelves	wh3_main_primary_core_special_major_couronne		false
wh_dlc05_wef_settlement_major_main	wh3_main_primary_core_special_major_couronne		true
wh_main_BRETONNIA_settlement_major	wh3_main_primary_core_special_major_couronne		true
wh_main_EMPIRE_settlement_major	wh3_main_primary_core_special_major_couronne		true
wh_main_VAMPIRES_settlement_major	wh3_main_primary_core_special_major_couronne		true
wh_main_special_settlement_couronne	wh3_main_primary_core_special_major_couronne		false
wh_main_special_settlement_couronne_empire	wh3_main_primary_core_special_major_couronne		false
wh_main_special_settlement_couronne_vampires	wh3_main_primary_core_special_major_couronne		false
wh2_main_skv_settlement_major	wh3_main_primary_core_special_major_eight_peaks		true
wh2_main_special_settlement_eight_peaks_skv	wh3_main_primary_core_special_major_eight_peaks		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_eight_peaks		true
wh_dlc05_special_city_eight_peaks_woodelves	wh3_main_primary_core_special_major_eight_peaks		false
wh_dlc05_wef_settlement_major_main	wh3_main_primary_core_special_major_eight_peaks		true
wh_dlc06_GREENSKIN_settlement_major_skarsnik	wh3_main_primary_core_special_major_eight_peaks		true
wh_dlc06_GREENSKIN_settlement_major_wurrzag	wh3_main_primary_core_special_major_eight_peaks		true
wh_main_DWARFS_settlement_major	wh3_main_primary_core_special_major_eight_peaks		true
wh_main_GREENSKIN_settlement_major	wh3_main_primary_core_special_major_eight_peaks		true
wh_main_SAVAGEORC_settlement_major	wh3_main_primary_core_special_major_eight_peaks		true
wh_main_special_settlement_eight_peaks	wh3_main_primary_core_special_major_eight_peaks		false
wh_main_special_settlement_eight_peaks_dwarf	wh3_main_primary_core_special_major_eight_peaks		false
wh_main_special_settlement_eight_peaks_savage	wh3_main_primary_core_special_major_eight_peaks		false
wh2_main_hef_settlement_major	wh3_main_primary_core_special_major_elven_colony		true
wh2_main_special_settlement_colony_major_hef	wh3_main_primary_core_special_major_elven_colony		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_elven_colony		false
wh_dlc05_wef_settlement_major_main	wh3_main_primary_core_special_major_elven_colony		true
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_forest		true
wh_dlc05_wef_settlement_major_main	wh3_main_primary_core_special_major_forest		false
wh2_main_hef_settlement_major	wh3_main_primary_core_special_major_gaean_vale		true
wh2_main_special_settlement_gaean_vale	wh3_main_primary_core_special_major_gaean_vale		false
wh2_main_special_settlement_gaean_vale_wef	wh3_main_primary_core_special_major_gaean_vale		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_gaean_vale		true
wh_dlc05_wef_settlement_major_main	wh3_main_primary_core_special_major_gaean_vale		true
wh2_dlc11_special_settlement_galleons_graveyard	wh3_main_primary_core_special_major_galleons_graveyard		false
wh2_dlc11_special_settlement_galleons_graveyard_other	wh3_main_primary_core_special_major_galleons_graveyard		false
wh2_dlc13_lzd_nakai_settlement_major	wh3_main_primary_core_special_major_galleons_graveyard		false
wh2_dlc13_lzd_nakai_settlement_minor	wh3_main_primary_core_special_major_galleons_graveyard		true
wh2_main_skv_settlement_major	wh3_main_primary_core_special_major_hellpit		true
wh2_main_special_settlement_hellpit	wh3_main_primary_core_special_major_hellpit		false
wh2_main_special_settlement_hellpit_wef	wh3_main_primary_core_special_major_hellpit		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_hellpit		true
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_hexoatl		true
wh2_dlc17_bst_special_settlement_hexoatl	wh3_main_primary_core_special_major_hexoatl		false
wh2_main_lzd_settlement_major	wh3_main_primary_core_special_major_hexoatl		true
wh2_main_special_settlement_hexoatl_lzd	wh3_main_primary_core_special_major_hexoatl		false
wh2_main_special_settlement_hexoatl_wef	wh3_main_primary_core_special_major_hexoatl		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_hexoatl		true
wh2_main_lzd_settlement_major	wh3_main_primary_core_special_major_itza		true
wh2_main_special_settlement_itza_lzd	wh3_main_primary_core_special_major_itza		false
wh2_main_special_settlement_itza_wef	wh3_main_primary_core_special_major_itza		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_itza		true
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_karaz_a_karak		true
wh2_dlc17_bst_special_settlement_karaz_a_karak	wh3_main_primary_core_special_major_karaz_a_karak		false
wh2_main_skv_settlement_major	wh3_main_primary_core_special_major_karaz_a_karak		true
wh2_main_special_settlement_karaz_a_karak_skv	wh3_main_primary_core_special_major_karaz_a_karak		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_karaz_a_karak		true
wh_dlc05_special_city_karaz_a_karak_woodelves	wh3_main_primary_core_special_major_karaz_a_karak		false
wh_dlc05_wef_settlement_major_main	wh3_main_primary_core_special_major_karaz_a_karak		true
wh_dlc06_GREENSKIN_settlement_major_skarsnik	wh3_main_primary_core_special_major_karaz_a_karak		true
wh_dlc06_GREENSKIN_settlement_major_wurrzag	wh3_main_primary_core_special_major_karaz_a_karak		true
wh_main_DWARFS_settlement_major	wh3_main_primary_core_special_major_karaz_a_karak		true
wh_main_GREENSKIN_settlement_major	wh3_main_primary_core_special_major_karaz_a_karak		true
wh_main_SAVAGEORC_settlement_major	wh3_main_primary_core_special_major_karaz_a_karak		true
wh_main_special_settlement_karaz_a_karak	wh3_main_primary_core_special_major_karaz_a_karak		false
wh_main_special_settlement_karaz_a_karak_greenskins	wh3_main_primary_core_special_major_karaz_a_karak		false
wh_main_special_settlement_karaz_a_karak_savage	wh3_main_primary_core_special_major_karaz_a_karak		false
wh2_dlc09_special_settlement_khemri_tmb	wh3_main_primary_core_special_major_khemri		false
wh2_dlc09_tmb_settlement_major	wh3_main_primary_core_special_major_khemri		true
wh2_main_special_settlement_khemri_wef	wh3_main_primary_core_special_major_khemri		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_khemri		true
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_kislev		true
wh2_dlc17_bst_special_settlement_kislev	wh3_main_primary_core_special_major_kislev		false
wh3_main_ksl_kislev_city	wh3_main_primary_core_special_major_kislev		false
wh3_main_ksl_settlement_major	wh3_main_primary_core_special_major_kislev		true
wh3_main_ogr_settlement_major	wh3_main_primary_core_special_major_kislev		false
wh3_main_ogr_settlement_minor	wh3_main_primary_core_special_major_kislev		true
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_kislev		true
wh_dlc05_special_city_kislev_woodelves	wh3_main_primary_core_special_major_kislev		false
wh_dlc05_wef_settlement_major_main	wh3_main_primary_core_special_major_kislev		true
wh2_dlc09_special_settlement_lahmia_tmb	wh3_main_primary_core_special_major_lahmia		false
wh2_dlc09_tmb_settlement_major	wh3_main_primary_core_special_major_lahmia		true
wh2_main_special_settlement_lahmia_wef	wh3_main_primary_core_special_major_lahmia		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_lahmia		true
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_lothern		true
wh2_dlc17_bst_special_settlement_lothern	wh3_main_primary_core_special_major_lothern		false
wh2_main_def_settlement_major	wh3_main_primary_core_special_major_lothern		true
wh2_main_hef_settlement_major	wh3_main_primary_core_special_major_lothern		true
wh2_main_special_settlement_lothern	wh3_main_primary_core_special_major_lothern		false
wh2_main_special_settlement_lothern_def	wh3_main_primary_core_special_major_lothern		false
wh2_main_special_settlement_lothern_wef	wh3_main_primary_core_special_major_lothern		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_lothern		true
wh2_dlc15_special_settlement_massif_orcal_brt	wh3_main_primary_core_special_major_massif_orcal		false
wh2_dlc15_special_settlement_massif_orcal_grn	wh3_main_primary_core_special_major_massif_orcal		false
wh2_dlc15_special_settlement_massif_orcal_savage	wh3_main_primary_core_special_major_massif_orcal		false
wh_dlc06_GREENSKIN_settlement_major_skarsnik	wh3_main_primary_core_special_major_massif_orcal		true
wh_dlc06_GREENSKIN_settlement_major_wurrzag	wh3_main_primary_core_special_major_massif_orcal		true
wh_main_BRETONNIA_settlement_major	wh3_main_primary_core_special_major_massif_orcal		true
wh_main_GREENSKIN_settlement_major	wh3_main_primary_core_special_major_massif_orcal		true
wh_main_SAVAGEORC_settlement_major	wh3_main_primary_core_special_major_massif_orcal		true
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_miragliano		true
wh_dlc05_special_city_miragliano_woodelves	wh3_main_primary_core_special_major_miragliano		false
wh_dlc05_wef_settlement_major_main	wh3_main_primary_core_special_major_miragliano		true
wh_main_BRETONNIA_settlement_major	wh3_main_primary_core_special_major_miragliano		true
wh_main_EMPIRE_settlement_major	wh3_main_primary_core_special_major_miragliano		true
wh_main_special_settlement_miragliano	wh3_main_primary_core_special_major_miragliano		false
wh_main_special_settlement_miragliano_bretonnia	wh3_main_primary_core_special_major_miragliano		false
wh_main_special_settlement_miragliano_empire	wh3_main_primary_core_special_major_miragliano		false
wh2_dlc17_bst_settlement_major	wh3_main_primary_core_special_major_naggarond		true
wh2_dlc17_bst_special_settlement_naggarond	wh3_main_primary_core_special_major_naggarond		false
wh2_main_def_settlement_major	wh3_main_primary_core_special_major_naggarond		true
wh2_main_hef_settlement_major	wh3_main_primary_core_special_major_naggarond		true
wh2_main_special_settlement_naggarond	wh3_main_primary_core_special_major_naggarond		false
wh2_main_special_settlement_naggarond_hef	wh3_main_primary_core_special_major_naggarond		false
wh2_main_special_settlement_naggarond_wef	wh3_main_primary_core_special_major_naggarond		false
wh_dlc05_settlement_wef_outpost	wh3_main_primary_core_special_major_naggarond		true
wh2_dlc13_lzd_nakai_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh2_dlc13_lzd_nakai_settlement_minor	wh3_main_primary_core_special_major_norsca		true
wh3_main_cth_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_dae_kho_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_dae_nur_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_dae_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_dae_sla_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_dae_tze_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_kho_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_ksl_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_nur_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_prologue_NORSCA_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_sla_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh3_main_tze_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh_main_NORSCA_settlement_major	wh3_main_primary_core_special_major_norsca		false
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb	wh3_main_primary_core_special_major_pyramid_of_nagash		false
wh2_dlc09_tmb_settlement_major	wh3_main_primary_core_special_major_pyramid_of_nagash		true
