key	maximum	minimum	ai_ignored	default_factor	optional_icon_path	income_policy	reset_before_income	scope	has_persistent_factors	sort_order	battle_conversion	appy_income_on_creation	always_display_zero_factors	can_scale_effect_thresholds_per_unit
wh3_main_nur_infections	2147483647	0	false	other	icon_infections.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_ogr_meat	2147483647	0	false	other	icon_meat.png	END_OF_ROUND	false	MILITARY_FORCE	false	0		false	false	true
wh3_main_realm_complete_khorne	1	0	false	other	icon_oathgold.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_realm_complete_nurgle	1	0	false	other	icon_oathgold.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_realm_complete_slaanesh	1	0	false	other	icon_oathgold.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_realm_complete_tzeentch	1	0	false	other	icon_oathgold.png	END_OF_ROUND	false	FACTION	false	0		false	true	false
wh3_main_ritual_belakor_gg_1_uses	2147483647	0	false	other		END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_ritual_belakor_gg_2_uses	2147483647	0	false	other		END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_ritual_belakor_gg_3_uses	2147483647	0	false	other		END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_ritual_belakor_gg_4_uses	2147483647	0	false	other		END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_siege_supplies	2147483647	0	false	other	icon_supplies.png	END_OF_TURN	false	SIEGE	false	0	supplies_currency	false	true	false
wh3_main_siege_supplies_initial	2147483647	0	false	other	icon_supplies.png	END_OF_TURN	true	SIEGE	false	0	supplies_currency	true	true	false
wh3_main_sla_devotees	2147483647	0	false	buildings	icon_devotees_26px.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_sla_seductive_influence	100	0	false	other	icon_seductive_influence.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_tze_grimoires	2147483647	0	false	buildings	icon_grimoires.png	END_OF_TURN	false	FACTION	false	0		false	true	false
wh3_main_tze_winds_of_magic_manipulation	2147483647	0	false	manipulating_the_winds_of_magic		END_OF_TURN	true	FACTION	false	0		false	true	false
wh3_main_winds_of_magic	100	20	false	winds_of_magic_positive	icon_magic_pool.png	END_OF_TURN	false	MILITARY_FORCE	false	0		false	true	false
yvresse_defence	100	0	true	other	icon_yvresse_defence.png	END_OF_ROUND	false	FACTION	true	0		false	true	false
