child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	visible_in_ui
tech_grn_start_1_1	tech_grn_start_0_1	0	2	4	0.0000	0.0000	true
tech_grn_start_2_1	tech_grn_start_0_1	0	2	4	0.0000	0.0000	true
tech_grn_start_3_1	tech_grn_start_0_1	0	2	4	0.0000	0.0000	true
tech_grn_extra_1_1	tech_grn_start_1_1	0	1	3	0.0000	0.0000	true
tech_grn_start_1_2	tech_grn_start_1_1	0	2	4	0.0000	0.0000	true
tech_grn_extra_1_2	tech_grn_start_1_2	0	3	1	0.0000	0.0000	true
tech_grn_extra_1_3	tech_grn_start_1_2	0	1	3	0.0000	0.0000	true
tech_grn_start_1_3	tech_grn_start_1_2	0	2	4	0.0000	0.0000	true
tech_grn_end_1_1	tech_grn_start_1_3	0	1	4	0.0000	0.0000	true
tech_grn_extra_1_4	tech_grn_start_1_3	0	3	1	0.0000	0.0000	true
tech_grn_mid_1_1	tech_grn_start_1_3	0	2	1	0.0000	0.0000	true
tech_grn_extra_2_1	tech_grn_start_2_1	0	1	3	0.0000	0.0000	true
tech_grn_extra_2_2	tech_grn_start_2_1	0	3	1	0.0000	0.0000	true
tech_grn_start_2_2	tech_grn_start_2_1	0	2	4	0.0000	0.0000	true
tech_grn_extra_2_3	tech_grn_start_2_2	0	1	4	0.0000	0.0000	true
tech_grn_extra_2_4	tech_grn_start_2_2	0	3	4	0.0000	0.0000	true
tech_grn_start_2_3	tech_grn_start_2_2	0	2	4	0.0000	0.0000	true
tech_grn_start_2_4	tech_grn_start_2_3	0	2	4	0.0000	0.0000	true
tech_grn_extra_3_1	tech_grn_start_3_1	0	3	1	0.0000	0.0000	true
tech_grn_start_3_2	tech_grn_start_3_1	0	2	4	0.0000	0.0000	true
tech_grn_extra_3_2	tech_grn_start_3_2	0	1	3	0.0000	0.0000	true
tech_grn_extra_3_3	tech_grn_start_3_2	0	3	1	0.0000	0.0000	true
tech_grn_start_3_3	tech_grn_start_3_2	0	2	4	0.0000	0.0000	true
tech_grn_end_5_1	tech_grn_start_3_3	0	3	4	0.0000	0.0000	true
tech_grn_extra_3_4	tech_grn_start_3_3	0	1	3	0.0000	0.0000	true
tech_grn_mid_2_1	tech_grn_start_3_3	0	2	3	0.0000	0.0000	true
wh2_main_tech_skv_1_1	tech_skv_1_0_moulder	0	2	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_1_1	wh2_dlc09_tech_tmb_dynasty_1	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_1_2	wh2_dlc09_tech_tmb_dynasty_1	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_1_3	wh2_dlc09_tech_tmb_dynasty_1	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_faction_target_1	wh2_dlc09_tech_tmb_dynasty_1	0	3	1	0.0000	0.0000	true
wh2_dlc09_tech_tmb_liche_priest_1	wh2_dlc09_tech_tmb_dynasty_1	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_necrotect_1	wh2_dlc09_tech_tmb_dynasty_1	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_king_1	wh2_dlc09_tech_tmb_dynasty_1	0	1	3	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_prince_1	wh2_dlc09_tech_tmb_dynasty_1	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_2_1	wh2_dlc09_tech_tmb_dynasty_2	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_2_2	wh2_dlc09_tech_tmb_dynasty_2	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_2_3	wh2_dlc09_tech_tmb_dynasty_2	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_faction_target_2	wh2_dlc09_tech_tmb_dynasty_2	0	3	1	0.0000	0.0000	true
wh2_dlc09_tech_tmb_liche_priest_2	wh2_dlc09_tech_tmb_dynasty_2	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_necrotect_2	wh2_dlc09_tech_tmb_dynasty_2	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_king_2	wh2_dlc09_tech_tmb_dynasty_2	0	1	3	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_prince_2	wh2_dlc09_tech_tmb_dynasty_2	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_3_1	wh2_dlc09_tech_tmb_dynasty_3	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_3_2	wh2_dlc09_tech_tmb_dynasty_3	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_3_3	wh2_dlc09_tech_tmb_dynasty_3	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_faction_target_3	wh2_dlc09_tech_tmb_dynasty_3	0	3	1	0.0000	0.0000	true
wh2_dlc09_tech_tmb_liche_priest_3	wh2_dlc09_tech_tmb_dynasty_3	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_necrotect_3	wh2_dlc09_tech_tmb_dynasty_3	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_king_3	wh2_dlc09_tech_tmb_dynasty_3	0	1	3	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_prince_3	wh2_dlc09_tech_tmb_dynasty_3	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_4_1	wh2_dlc09_tech_tmb_dynasty_4	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_4_2	wh2_dlc09_tech_tmb_dynasty_4	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_4_3	wh2_dlc09_tech_tmb_dynasty_4	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_faction_target_4	wh2_dlc09_tech_tmb_dynasty_4	0	3	1	0.0000	0.0000	true
wh2_dlc09_tech_tmb_liche_priest_4	wh2_dlc09_tech_tmb_dynasty_4	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_necrotect_4	wh2_dlc09_tech_tmb_dynasty_4	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_king_4	wh2_dlc09_tech_tmb_dynasty_4	0	1	3	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_prince_4	wh2_dlc09_tech_tmb_dynasty_4	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_5_1	wh2_dlc09_tech_tmb_dynasty_5	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_5_2	wh2_dlc09_tech_tmb_dynasty_5	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_5_3	wh2_dlc09_tech_tmb_dynasty_5	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_faction_target_5	wh2_dlc09_tech_tmb_dynasty_5	0	3	1	0.0000	0.0000	true
wh2_dlc09_tech_tmb_liche_priest_5	wh2_dlc09_tech_tmb_dynasty_5	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_necrotect_5	wh2_dlc09_tech_tmb_dynasty_5	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_king_5	wh2_dlc09_tech_tmb_dynasty_5	0	1	3	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_prince_5	wh2_dlc09_tech_tmb_dynasty_5	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_6_1	wh2_dlc09_tech_tmb_dynasty_6	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_6_2	wh2_dlc09_tech_tmb_dynasty_6	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_campaign_bonus_6_3	wh2_dlc09_tech_tmb_dynasty_6	0	3	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_faction_target_6	wh2_dlc09_tech_tmb_dynasty_6	0	3	1	0.0000	0.0000	true
wh2_dlc09_tech_tmb_liche_priest_6	wh2_dlc09_tech_tmb_dynasty_6	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_necrotect_6	wh2_dlc09_tech_tmb_dynasty_6	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_king_6	wh2_dlc09_tech_tmb_dynasty_6	0	1	3	0.0000	0.0000	true
wh2_dlc09_tech_tmb_tomb_prince_6	wh2_dlc09_tech_tmb_dynasty_6	0	1	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_legions_of_legend	wh2_dlc09_tech_tmb_extra_army_1	0	2	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_legions_of_legend	wh2_dlc09_tech_tmb_extra_army_2	0	2	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_legions_of_legend	wh2_dlc09_tech_tmb_extra_army_3	0	2	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_legions_of_legend	wh2_dlc09_tech_tmb_extra_army_4	0	2	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_legions_of_legend	wh2_dlc09_tech_tmb_extra_army_5	0	2	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_legions_of_legend	wh2_dlc09_tech_tmb_extra_army_6	0	2	4	0.0000	0.0000	true
wh2_dlc09_tech_tmb_legions_of_legend	wh2_dlc09_tech_tmb_extra_army_7	0	2	4	0.0000	0.0000	true
wh_dlc07_tech_brt_chivalry_beastmen_1	wh2_dlc12_tech_brt_chivalry_start	0	2	1	0.0000	0.0000	true
wh_dlc07_tech_brt_chivalry_chaos_1	wh2_dlc12_tech_brt_chivalry_start	0	2	1	0.0000	0.0000	true
wh_dlc07_tech_brt_chivalry_greenskins_1	wh2_dlc12_tech_brt_chivalry_start	0	2	1	0.0000	0.0000	true
wh_dlc07_tech_brt_chivalry_norsca_1	wh2_dlc12_tech_brt_chivalry_start	0	2	1	0.0000	0.0000	true
wh_dlc07_tech_brt_chivalry_vampires_1	wh2_dlc12_tech_brt_chivalry_start	0	2	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_academia_2	wh2_dlc13_tech_emp_academia_1_a	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_academia_2_b	wh2_dlc13_tech_emp_academia_1_b	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_academia_1_a	wh2_dlc13_tech_emp_academia_1	0	1	3	0.0000	0.0000	true
wh2_dlc13_tech_emp_academia_1_b	wh2_dlc13_tech_emp_academia_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_academia_3	wh2_dlc13_tech_emp_academia_2_a	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_academia_3_b	wh2_dlc13_tech_emp_academia_2_b	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_academia_2_a	wh2_dlc13_tech_emp_academia_2	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_academia_3_a	wh2_dlc13_tech_emp_academia_3_b	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_cav_1_a	wh2_dlc13_tech_emp_cav_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_cav_1_b	wh2_dlc13_tech_emp_cav_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_cav_1_c	wh2_dlc13_tech_emp_cav_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_economy_3_a	wh2_dlc13_tech_emp_economy_1_b	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_economy_1_a	wh2_dlc13_tech_emp_economy_1	0	1	3	0.0000	0.0000	true
wh2_dlc13_tech_emp_economy_2	wh2_dlc13_tech_emp_economy_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_economy_2_b	wh2_dlc13_tech_emp_economy_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_economy_1_b	wh2_dlc13_tech_emp_economy_2_a	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_economy_3_b	wh2_dlc13_tech_emp_economy_2_a	0	1	3	0.0000	0.0000	true
wh2_dlc13_tech_emp_economy_2_a	wh2_dlc13_tech_emp_economy_2	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_economy_3	wh2_dlc13_tech_emp_economy_3_b	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_elector_counts_2	wh2_dlc13_tech_emp_elector_counts_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_infantry_1_a	wh2_dlc13_tech_emp_infantry_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_infantry_1_b	wh2_dlc13_tech_emp_infantry_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_infantry_1_c	wh2_dlc13_tech_emp_infantry_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_machine_1_a	wh2_dlc13_tech_emp_machine_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_machine_1_b	wh2_dlc13_tech_emp_machine_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_machine_1_c	wh2_dlc13_tech_emp_machine_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_missile_1_a	wh2_dlc13_tech_emp_missile_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_missile_1_b	wh2_dlc13_tech_emp_missile_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_missile_1_c	wh2_dlc13_tech_emp_missile_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_2	wh2_dlc13_tech_emp_wulfhart_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_4	wh2_dlc13_tech_emp_wulfhart_3	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_academia_2	wh2_dlc13_tech_emp_wulfhart_academia_1_a	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_academia_2_b	wh2_dlc13_tech_emp_wulfhart_academia_1_b	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_academia_1_a	wh2_dlc13_tech_emp_wulfhart_academia_1	0	1	3	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_academia_1_b	wh2_dlc13_tech_emp_wulfhart_academia_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_academia_3	wh2_dlc13_tech_emp_wulfhart_academia_2_a	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_academia_3_b	wh2_dlc13_tech_emp_wulfhart_academia_2_b	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_academia_2_a	wh2_dlc13_tech_emp_wulfhart_academia_2	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_academia_3_a	wh2_dlc13_tech_emp_wulfhart_academia_3_b	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_cav_1_a	wh2_dlc13_tech_emp_wulfhart_cav_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_cav_1_b	wh2_dlc13_tech_emp_wulfhart_cav_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_cav_1_c	wh2_dlc13_tech_emp_wulfhart_cav_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_economy_3_a	wh2_dlc13_tech_emp_wulfhart_economy_1_b	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_economy_1_a	wh2_dlc13_tech_emp_wulfhart_economy_1	0	1	3	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_economy_2	wh2_dlc13_tech_emp_wulfhart_economy_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_economy_2_b	wh2_dlc13_tech_emp_wulfhart_economy_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_economy_1_b	wh2_dlc13_tech_emp_wulfhart_economy_2_a	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_economy_3_b	wh2_dlc13_tech_emp_wulfhart_economy_2_a	0	1	3	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_economy_2_a	wh2_dlc13_tech_emp_wulfhart_economy_2	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_economy_3	wh2_dlc13_tech_emp_wulfhart_economy_3_b	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_infantry_1_a	wh2_dlc13_tech_emp_wulfhart_infantry_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_infantry_1_b	wh2_dlc13_tech_emp_wulfhart_infantry_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_infantry_1_c	wh2_dlc13_tech_emp_wulfhart_infantry_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_machine_1_a	wh2_dlc13_tech_emp_wulfhart_machine_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_machine_1_b	wh2_dlc13_tech_emp_wulfhart_machine_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_machine_1_c	wh2_dlc13_tech_emp_wulfhart_machine_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_missile_1_a	wh2_dlc13_tech_emp_wulfhart_missile_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_missile_1_b	wh2_dlc13_tech_emp_wulfhart_missile_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_emp_wulfhart_missile_1_c	wh2_dlc13_tech_emp_wulfhart_missile_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_lzd_army_2	wh2_dlc13_tech_lzd_army_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_campaign_1	wh2_dlc13_tech_lzd_army_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_lzd_army_3	wh2_dlc13_tech_lzd_army_2	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_army_4	wh2_dlc13_tech_lzd_army_3	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_army_5	wh2_dlc13_tech_lzd_army_4	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_vassal_1	wh2_dlc13_tech_lzd_army_4	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_lzd_army_6	wh2_dlc13_tech_lzd_army_5	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_campaign_6	wh2_dlc13_tech_lzd_army_5	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_lzd_army_7	wh2_dlc13_tech_lzd_army_6	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_campaign_2	wh2_dlc13_tech_lzd_campaign_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_campaign_3	wh2_dlc13_tech_lzd_campaign_1	0	3	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_campaign_4	wh2_dlc13_tech_lzd_campaign_1	0	3	4	-0.5000	0.0000	true
wh2_dlc13_tech_lzd_campaign_5	wh2_dlc13_tech_lzd_campaign_2	0	2	1	0.0000	0.5000	true
wh2_dlc13_tech_lzd_campaign_5	wh2_dlc13_tech_lzd_campaign_3	0	2	1	0.0000	0.0000	true
wh2_dlc13_tech_lzd_campaign_5	wh2_dlc13_tech_lzd_campaign_4	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_campaign_7	wh2_dlc13_tech_lzd_campaign_6	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_campaign_8	wh2_dlc13_tech_lzd_campaign_6	0	3	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_campaign_9	wh2_dlc13_tech_lzd_campaign_6	0	3	4	-0.5000	0.0000	true
wh2_dlc13_tech_lzd_campaign_10	wh2_dlc13_tech_lzd_campaign_7	0	2	1	0.0000	0.5000	true
wh2_dlc13_tech_lzd_campaign_10	wh2_dlc13_tech_lzd_campaign_8	0	2	1	0.0000	0.0000	true
wh2_dlc13_tech_lzd_campaign_10	wh2_dlc13_tech_lzd_campaign_9	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_replenishment_2	wh2_dlc13_tech_lzd_replenishment_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_units_1	wh2_dlc13_tech_lzd_replenishment_1	0	1	3	-0.5000	-0.5000	true
wh2_dlc13_tech_lzd_replenishment_3	wh2_dlc13_tech_lzd_replenishment_2	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_replenishment_4	wh2_dlc13_tech_lzd_replenishment_3	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_replenishment_5	wh2_dlc13_tech_lzd_replenishment_4	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_vassal_4	wh2_dlc13_tech_lzd_replenishment_4	0	1	3	0.0000	0.0000	true
wh2_dlc13_tech_lzd_replenishment_6	wh2_dlc13_tech_lzd_replenishment_5	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_units_6	wh2_dlc13_tech_lzd_replenishment_5	0	1	3	-0.5000	-0.5000	true
wh2_dlc13_tech_lzd_replenishment_7	wh2_dlc13_tech_lzd_replenishment_6	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_units_2	wh2_dlc13_tech_lzd_units_1	0	3	4	0.5000	0.0000	true
wh2_dlc13_tech_lzd_units_3	wh2_dlc13_tech_lzd_units_1	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_units_4	wh2_dlc13_tech_lzd_units_1	0	3	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_units_5	wh2_dlc13_tech_lzd_units_2	0	2	1	0.0000	0.0000	true
wh2_dlc13_tech_lzd_units_5	wh2_dlc13_tech_lzd_units_3	0	2	1	0.0000	0.5000	true
wh2_dlc13_tech_lzd_units_5	wh2_dlc13_tech_lzd_units_4	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_units_7	wh2_dlc13_tech_lzd_units_6	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_units_8	wh2_dlc13_tech_lzd_units_6	0	3	4	0.5000	0.0000	true
wh2_dlc13_tech_lzd_units_9	wh2_dlc13_tech_lzd_units_6	0	3	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_units_10	wh2_dlc13_tech_lzd_units_7	0	2	1	0.0000	0.5000	true
wh2_dlc13_tech_lzd_units_10	wh2_dlc13_tech_lzd_units_8	0	2	1	0.0000	0.0000	true
wh2_dlc13_tech_lzd_units_10	wh2_dlc13_tech_lzd_units_9	0	2	4	0.0000	0.0000	true
wh2_dlc13_tech_lzd_vassal_2	wh2_dlc13_tech_lzd_vassal_1	0	3	1	0.0000	0.0000	true
wh2_dlc13_tech_lzd_vassal_3	wh2_dlc13_tech_lzd_vassal_4	0	1	3	0.0000	0.0000	true
wh2_main_tech_def_0_1_0	wh2_main_tech_def_0_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_2_0	wh2_main_tech_def_0_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_3_0	wh2_main_tech_def_0_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_1_1	wh2_main_tech_def_0_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_1_2	wh2_main_tech_def_0_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_1_3	wh2_main_tech_def_0_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_2_1	wh2_main_tech_def_0_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_2_2	wh2_main_tech_def_0_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_2_3	wh2_main_tech_def_0_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_3_1	wh2_main_tech_def_0_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_3_2	wh2_main_tech_def_0_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_0_3_3	wh2_main_tech_def_0_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_1_0	wh2_main_tech_def_1_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_2_0	wh2_main_tech_def_1_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_3_0	wh2_main_tech_def_1_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_1_1	wh2_main_tech_def_1_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_1_2	wh2_main_tech_def_1_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_1_3	wh2_main_tech_def_1_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_2_1	wh2_main_tech_def_1_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_2_2	wh2_main_tech_def_1_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_2_3	wh2_main_tech_def_1_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_3_1	wh2_main_tech_def_1_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_3_2	wh2_main_tech_def_1_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_3_3	wh2_main_tech_def_1_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_1_3_3_slaanesh	wh2_main_tech_def_1_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_1_0	wh2_main_tech_def_2_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_2_0	wh2_main_tech_def_2_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_3_0	wh2_main_tech_def_2_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_1_1	wh2_main_tech_def_2_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_1_2	wh2_main_tech_def_2_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_1_3	wh2_main_tech_def_2_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_2_1	wh2_main_tech_def_2_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_2_2	wh2_main_tech_def_2_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_2_3	wh2_main_tech_def_2_2_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_3_1	wh2_main_tech_def_2_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_3_2	wh2_main_tech_def_2_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_2_3_3	wh2_main_tech_def_2_3_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_1_0	wh2_main_tech_def_3_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_2_0	wh2_main_tech_def_3_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_3_0	wh2_main_tech_def_3_0_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_1_1	wh2_main_tech_def_3_1_0	0	2	4	0.0000	0.0000	true
wh2_main_tech_def_3_1_2	wh2_main_tech_def_3_1_0	0	2	4	0.0000	0.0000	true
