task_generator_group_key	task_generator_key	task_generator_variable_group	priority
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_HORDE_FOLLOW_LEAD_ARMY		3.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_RAID_RECENTLY_SACKED_SETTLEMENTS	time_horizon_4	-5.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES		4.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS		4.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_RECRUIT_FROM_SPECIALISED_MERCENARY_POOLS		5.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES		10.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS		10.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_FORCES		10.0000
wh3_combi_tms_generator_group_horde	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_REGIONS		10.0000
wh3_combi_tms_generator_group_khorne_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		3.0000
wh3_combi_tms_generator_group_kislev_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_teleport	8.0000
wh3_combi_tms_generator_group_minor_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		-2.0000
wh3_combi_tms_generator_group_minor_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_ALLIED_HUMAN_REGION		3.0000
wh3_combi_tms_generator_group_minor_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		-2.0000
wh3_combi_tms_generator_group_naval_aggressor_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS		4.0000
wh3_combi_tms_generator_group_norsca_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		3.0000
wh3_combi_tms_generator_group_norsca_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		3.0000
wh3_combi_tms_generator_group_norsca_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS		5.0000
wh3_combi_tms_generator_group_norsca_specific_additive	CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES		2.0000
wh3_combi_tms_generator_group_norsca_specific_additive	CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS		1.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_DARK_FORTRESS		-2.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_NEAR_OUR_FORCES		6.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_ALLIED_HUMAN_TERRITORY		4.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		-2.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_FORCES		-3.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_SETTLEMENTS		-2.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		-1.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY		-2.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		1.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS		-2.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_LOCAL_TO_OUR_FORCES_THAT_ARE_BESIEGED_BY_OUR_ALLIES		2.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS		1.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED		8.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_ATTACK_UNSUITABLE_CLIMATE_REGIONS		1.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_COMPLETE_PROVINCE		1.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_RECAPTURE_RECENTLY_LOST_TERRITORY		2.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES		4.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS		4.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_FORCES		4.0000
wh3_combi_tms_generator_group_norsca_vassal_additive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_REGIONS		4.0000
wh3_combi_tms_generator_group_nurgle_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_AGENT_TARGET_ARMY_SPREAD_PLAGUE_BUBOES		20.0000
wh3_combi_tms_generator_group_nurgle_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_AGENT_TARGET_ARMY_SPREAD_PLAGUE_ROT		20.0000
wh3_combi_tms_generator_group_nurgle_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_AGENT_TARGET_SETTLEMENT_SPREAD_PLAGUE_ROT		100.0000
wh3_combi_tms_generator_group_nurgle_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		5.0000
wh3_combi_tms_generator_group_ogre_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_MEAT_ARMIES_TO_FORCE		25.0000
wh3_combi_tms_generator_group_opportunistic_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		-2.0000
wh3_combi_tms_generator_group_opportunistic_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		-2.0000
wh3_combi_tms_generator_group_opportunistic_additive	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS		5.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_GDS_TASK_GENERATOR_WITHDRAW_TO_CAPITOL_WHEN_TRESPASS_WARNED		15.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL		0.8000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_ALLIED_HUMAN_TERRITORY		4.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_ENEMY_MAIN_THREAT		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_MAIN_THREAT		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_NEAR_RECENTLY_LOST_ALLIED_REGION		0.4000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_FORCES		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY	timed_priority_boost_quick	3.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_AGENTS_LEVEL_SCALED		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_TAGGING_FACTION_AGENTS_WITH_TAGGED_AGENTS		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_TAGGING_FACTION_FORCES_WITH_TAGGED_FORCES		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_COMPLETE_PROVINCE		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_AMBIENT		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_NEIGHBOURING_ENEMY		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_SALLY_OUT_BEFORE_SETTLEMENT_LOSS		1.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES		10.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS		10.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_FORCES		10.0000
wh3_combi_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_REGIONS		10.0000
wh3_combi_tms_generator_group_protective_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY	time_horizon_6	2.0000
wh3_combi_tms_generator_group_protective_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		-2.0000
wh3_combi_tms_generator_group_protective_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_REGIONS		3.0000
wh3_combi_tms_generator_group_protective_additive	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		3.0000
wh3_combi_tms_generator_group_purifier_additive	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_NEARBY_ENEMY_CORRUPTED_REGIONS		3.0000
wh3_combi_tms_generator_group_raider_additive	CAI_TMS_GDS_TASK_GENERATOR_RAID_ANY_SETTLEMENT_NEAR_OUR_FORCES		1.0000
wh3_combi_tms_generator_group_raider_additive	CAI_TMS_GDS_TASK_GENERATOR_RAID_DISLIKED_HIGH_PO_REGIONS_NEAR_OUR_ARMIES		2.0000
wh3_combi_tms_generator_group_raider_additive	CAI_TMS_GDS_TASK_GENERATOR_RAID_DISLIKED_HIGH_PO_REGIONS_NEAR_OUR_SETTLEMENTS		3.0000
wh3_combi_tms_generator_group_raider_additive	CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES		2.0000
wh3_combi_tms_generator_group_raider_additive	CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS		2.0000
wh3_combi_tms_generator_group_raiderhorde_additive	CAI_TMS_GDS_TASK_GENERATOR_RAID_DISLIKED_HIGH_PO_REGIONS_NEAR_OUR_ARMIES		10.0000
wh3_combi_tms_generator_group_sentinels	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL		0.8000
wh3_combi_tms_generator_group_sentinels	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		1.0000
wh3_combi_tms_generator_group_sentinels	CAI_TMS_TASK_GENERATOR_SALLY_OUT_BEFORE_SETTLEMENT_LOSS		5.0000
wh3_combi_tms_generator_group_skaven_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENT_TO_SPREAD_PLAGUE		100.0000
wh3_combi_tms_generator_group_skaven_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS		5.0000
wh3_combi_tms_generator_group_slaanesh_nkari_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_RAID_DISLIKED_HIGH_PO_REGIONS_NEAR_OUR_SETTLEMENTS		3.0000
wh3_combi_tms_generator_group_slaanesh_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		5.0000
wh3_combi_tms_generator_group_tombking_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_UNSUITABLE_CLIMATE_REGIONS		-3.0000
wh3_combi_tms_generator_group_tzeentch_changeling	CAI_TMS_TASK_GENERATOR_ATTACK_OWN_FOREIGN_SLOT_REGIONS		-100.0000
wh3_combi_tms_generator_group_tzeentch_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_DONT_RECOLONISE_GATE_RUINS		-100.0000
wh3_combi_tms_generator_group_tzeentch_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		5.0000
wh3_combi_tms_generator_group_woodelf_specific_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL		0.8000
wh3_combi_tms_generator_group_woodelf_specific_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY	time_horizon_6	2.0000
wh3_tms_generator_group_beastmen_brayherd	CAI_TMS_TASK_GENERATOR_WAAGH_ARMY_FOLLOW_LEADER		1.0000
wh3_tms_generator_group_beastmen_brayherd	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES		1.0000
wh3_tms_generator_group_beastmen_brayherd	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS		1.0000
wh3_tms_generator_group_cathay_gatecapture_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_ENEMY		10.0000
wh3_tms_generator_group_cathay_gatecapture_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS		10.0000
wh3_tms_generator_group_cathay_gatecapture_additive	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS		10.0000
wh3_tms_generator_group_cathay_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_FORCES_IN_CATHAY_SHOULDNT_ENTER		-30.0000
wh3_tms_generator_group_cathay_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_REGIONS_IN_CATHAY_SHOULDNT_ENTER		-30.0000
wh3_tms_generator_group_cathay_specific_additive	CAI_TMS_TASK_GENERATOR_DEFEND_FLAGGED_VICTORY_CONDITION_REGIONS		5.0000
wh3_tms_generator_group_chaos_dwarf_specific_additive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY	time_horizon_6	2.0000
wh3_tms_generator_group_chaos_gatedestroyer	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_NEARBY_SETTLEMENT_IF_FRIENDLY_ARMY_PRESENT		10.0000
wh3_tms_generator_group_chaos_gatedestroyer	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_SETTLEMENTS_NEAR_FLAGGED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_ENEMY		1.0000
wh3_tms_generator_group_chaos_gatedestroyer	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_1_EARLY		5.0000
wh3_tms_generator_group_chaos_gatedestroyer	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_2_MID		5.0000
wh3_tms_generator_group_chaos_gatedestroyer	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_ENEMY_SETTLEMENTS_IN_PERSONALITY_REGION_GROUP_3_LATE		5.0000
wh3_tms_generator_group_chaos_gatedestroyer	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_ENEMY		5.0000
wh3_tms_generator_group_chaos_gatedestroyer	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS		5.0000
wh3_tms_generator_group_chaos_gatedestroyer	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS		10.0000
wh3_tms_generator_group_chaos_settled_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_ATTACK_DARK_FORTRESS		4.0000
wh3_tms_generator_group_chaos_settled_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_BAY_OF_BLADES_EARLY		-8.0000
wh3_tms_generator_group_chaos_settled_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_DONT_RECOLONISE_GATE_RUINS		-100.0000
wh3_tms_generator_group_chaos_settled_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY		-150.0000
wh3_tms_generator_group_chaos_settled_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_RECRUIT_WITH_MAIN_ARMY_IN_LOCAL_REGION		-150.0000
wh3_tms_generator_group_chaos_settled_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		3.0000
wh3_tms_generator_group_chaos_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_DONT_RECOLONISE_GATE_RUINS		-100.0000
wh3_tms_generator_group_conclave_of_sorcerers	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL		0.8000
wh3_tms_generator_group_conclave_of_sorcerers	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		1.0000
wh3_tms_generator_group_conclave_of_sorcerers	CAI_TMS_TASK_GENERATOR_SALLY_OUT_BEFORE_SETTLEMENT_LOSS		5.0000
wh3_tms_generator_group_daemonprince_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		5.0000
wh3_tms_generator_group_khorne_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		3.0000
wh3_tms_generator_group_kislev_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_TARGET_RIFTS_NEAR_OUR_REGIONS_IF_HAVENT_INTERACTED_ONLY_FULL_ARMY	gds_poi_interaction_rift_teleport	8.0000
wh3_tms_generator_group_minor_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		-2.0000
wh3_tms_generator_group_minor_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_ALLIED_HUMAN_REGION		3.0000
wh3_tms_generator_group_minor_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		-2.0000
wh3_tms_generator_group_norsca_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		3.0000
wh3_tms_generator_group_norsca_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		3.0000
wh3_tms_generator_group_norsca_specific_additive	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS		5.0000
wh3_tms_generator_group_norsca_specific_additive	CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES		2.0000
wh3_tms_generator_group_norsca_specific_additive	CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS		1.0000
wh3_tms_generator_group_nurgle_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_AGENT_TARGET_ARMY_SPREAD_PLAGUE_BUBOES		20.0000
wh3_tms_generator_group_nurgle_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_AGENT_TARGET_ARMY_SPREAD_PLAGUE_ROT		20.0000
wh3_tms_generator_group_nurgle_specific_additive	CAI_TMS_GDS_TASK_GENERATOR_AGENT_TARGET_SETTLEMENT_SPREAD_PLAGUE_ROT		100.0000
wh3_tms_generator_group_nurgle_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_WINDS_OF_MAGIC_ARMIES_TO_REGION		5.0000
wh3_tms_generator_group_ogre_specific_additive	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_MEAT_ARMIES_TO_FORCE		25.0000
wh3_tms_generator_group_passive	CAI_TMS_GDS_TASK_GENERATOR_WITHDRAW_TO_CAPITOL_WHEN_TRESPASS_WARNED		15.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL		0.8000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_ALLIED_HUMAN_TERRITORY		4.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_ENEMY_MAIN_THREAT		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_REGIONS_NEIGHBOURING_MAIN_THREAT		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES_NEAR_RECENTLY_LOST_ALLIED_REGION		0.4000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_MAIN_THREAT_FORCES		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY	timed_priority_boost_quick	3.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_AGENTS_LEVEL_SCALED		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_TAGGING_FACTION_AGENTS_WITH_TAGGED_AGENTS		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_ATTACK_TAGGING_FACTION_FORCES_WITH_TAGGED_FORCES		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_COMPLETE_PROVINCE		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_AMBIENT		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_NEIGHBOURING_ENEMY		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_SALLY_OUT_BEFORE_SETTLEMENT_LOSS		1.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES		10.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS		10.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_FORCES		10.0000
wh3_tms_generator_group_passive	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_DEFEND_REGIONS		10.0000
wh3_tms_generator_group_prologue_active	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_ALL_ENEMY_AGENTS		1.0000
wh3_tms_generator_group_prologue_active	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_ALL_ENEMY_FORCES		1.0000
wh3_tms_generator_group_prologue_active	CAI_TMS_GDS_TASK_GENERATOR_AGENT_ATTACK_ALL_ENEMY_SETTLEMENTS		1.0000
wh3_tms_generator_group_prologue_active	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_THREATENED_REGIONS		1.0000
wh3_tms_generator_group_prologue_active	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES		1.0000
wh3_tms_generator_group_prologue_active	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES_NEAR_RECENTLY_LOST_REGIONS		0.5000
wh3_tms_generator_group_prologue_active	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES		2.0000
wh3_tms_generator_group_prologue_active	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS		1.0000
wh3_tms_generator_group_prologue_active	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		1.0000
wh3_tms_generator_group_prologue_active	CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES		1.0000
wh3_tms_generator_group_prologue_active	CAI_TMS_TASK_GENERATOR_RECAPTURE_RECENTLY_LOST_TERRITORY		0.5000
wh3_tms_generator_group_prologue_defensive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_THREATENED_REGIONS		1.0000
wh3_tms_generator_group_prologue_defensive	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		1.0000
wh3_tms_generator_group_prologue_passive	CAI_TMS_GDS_TASK_GENERATOR_RAID_ANY_SETTLEMENT_NEAR_OUR_FORCES		0.0000
wh3_tms_generator_group_prologue_passive	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_THREATENED_REGIONS		0.5000
wh3_tms_generator_group_prologue_passive	CAI_TMS_TASK_GENERATOR_DEFEND_ALLIED_TERRITORY		1.0000
wh3_tms_generator_group_prologue_passive	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS		1.0000
wh3_tms_generator_group_regionless	CAI_TMS_GDS_TASK_GENERATOR_COLONISE_ABANDONED_SETTLEMENTS_NEAR_OUR_FORCES		3.0000
