key	display_path	logic_file_override	collision_file_override	logic_file	collision_file
cth_terracotta_sentinel_armleft_01	buildings/cth/statues			rigidmodels\buildings\cth_terracotta_sentinel_armleft_01\cth_terracotta_sentinel_armleft_01_tech.cs2.parsed	rigidmodels\buildings\cth_terracotta_sentinel_armleft_01\cth_terracotta_sentinel_armleft_01_tech.cs2.collision
cth_terracotta_sentinel_armright_01	buildings/cth/statues			rigidmodels\buildings\cth_terracotta_sentinel_armright_01\cth_terracotta_sentinel_armright_01_tech.cs2.parsed	rigidmodels\buildings\cth_terracotta_sentinel_armright_01\cth_terracotta_sentinel_armright_01_tech.cs2.collision
cth_terracotta_sentinel_chest_01	buildings/cth/statues			rigidmodels\buildings\cth_terracotta_sentinel_chest_01\cth_terracotta_sentinel_chest_01_tech.cs2.parsed	rigidmodels\buildings\cth_terracotta_sentinel_chest_01\cth_terracotta_sentinel_chest_01_tech.cs2.collision
cth_terracotta_sentinel_head_01	buildings/cth/statues			rigidmodels\buildings\cth_terracotta_sentinel_head_01\cth_terracotta_sentinel_head_01_tech.cs2.parsed	rigidmodels\buildings\cth_terracotta_sentinel_head_01\cth_terracotta_sentinel_head_01_tech.cs2.collision
cth_terracotta_sentinel_legleft_01	buildings/cth/statues			rigidmodels\buildings\cth_terracotta_sentinel_legleft_01\cth_terracotta_sentinel_legleft_01_tech.cs2.parsed	rigidmodels\buildings\cth_terracotta_sentinel_legleft_01\cth_terracotta_sentinel_legleft_01_tech.cs2.collision
cth_terracotta_sentinel_legright_01	buildings/cth/statues			rigidmodels\buildings\cth_terracotta_sentinel_legright_01\cth_terracotta_sentinel_legright_01_tech.cs2.parsed	rigidmodels\buildings\cth_terracotta_sentinel_legright_01\cth_terracotta_sentinel_legright_01_tech.cs2.collision
cth_terracotta_sentinel_shoulderleft_01	buildings/cth/statues			rigidmodels\buildings\cth_terracotta_sentinel_shoulderleft_01\cth_terracotta_sentinel_shoulderleft_01_tech.cs2.parsed	rigidmodels\buildings\cth_terracotta_sentinel_shoulderleft_01\cth_terracotta_sentinel_shoulderleft_01_tech.cs2.collision
cth_terracotta_sentinel_shoulderright_01	buildings/cth/statues			rigidmodels\buildings\cth_terracotta_sentinel_shoulderright_01\cth_terracotta_sentinel_shoulderright_01_tech.cs2.parsed	rigidmodels\buildings\cth_terracotta_sentinel_shoulderright_01\cth_terracotta_sentinel_shoulderright_01_tech.cs2.collision
cth_wall_angled_joiner	buildings/cth/walls			rigidmodels\buildings\cth_wall_angled_joiner\cth_wall_angled_joiner_tech.cs2.parsed	rigidmodels\buildings\cth_wall_angled_joiner\cth_wall_angled_joiner_tech.cs2.collision
cth_wall_angled_to_grid_joiner	buildings/cth/walls			rigidmodels\buildings\cth_wall_angled_to_grid_joiner\cth_wall_angled_to_grid_joiner_tech.cs2.parsed	rigidmodels\buildings\cth_wall_angled_to_grid_joiner\cth_wall_angled_to_grid_joiner_tech.cs2.collision
cth_wall_corner_90_external	buildings/cth/walls			rigidmodels\buildings\cth_wall_corner_90_external\cth_wall_corner_90_external_tech.cs2.parsed	rigidmodels\buildings\cth_wall_corner_90_external\cth_wall_corner_90_external_tech.cs2.collision
cth_wall_corner_90_internal	buildings/cth/walls			rigidmodels\buildings\cth_wall_corner_90_internal\cth_wall_corner_90_internal_tech.cs2.parsed	rigidmodels\buildings\cth_wall_corner_90_internal\cth_wall_corner_90_internal_tech.cs2.collision
cth_wall_gatehouse_60	buildings/cth/walls			rigidmodels\buildings\cth_wall_gatehouse_60\cth_wall_gatehouse_60_tech.cs2.parsed	rigidmodels\buildings\cth_wall_gatehouse_60\cth_wall_gatehouse_60_tech.cs2.collision
cth_wall_grid_to_angled_joiner	buildings/cth/walls			rigidmodels\buildings\cth_wall_grid_to_angled_joiner\cth_wall_grid_to_angled_joiner_tech.cs2.parsed	rigidmodels\buildings\cth_wall_grid_to_angled_joiner\cth_wall_grid_to_angled_joiner_tech.cs2.collision
cth_wall_merlon_01	buildings/cth/walls			rigidmodels\buildings\cth_wall_merlon_01\cth_wall_merlon_01_tech.cs2.parsed	rigidmodels\buildings\cth_wall_merlon_01\cth_wall_merlon_01_tech.cs2.collision
cth_wall_straight_20m_01	buildings/cth/walls			rigidmodels\buildings\cth_wall_straight_20m_01\cth_wall_straight_20m_01_tech.cs2.parsed	rigidmodels\buildings\cth_wall_straight_20m_01\cth_wall_straight_20m_01_tech.cs2.collision
cth_wall_straight_20m_emplacement	buildings/cth/walls			rigidmodels\buildings\cth_wall_straight_20m_emplacement\cth_wall_straight_20m_emplacement_tech.cs2.parsed	rigidmodels\buildings\cth_wall_straight_20m_emplacement\cth_wall_straight_20m_emplacement_tech.cs2.collision
cth_wall_tower	buildings/cth/walls			rigidmodels\buildings\cth_wall_tower\cth_wall_tower_tech.cs2.parsed	rigidmodels\buildings\cth_wall_tower\cth_wall_tower_tech.cs2.collision
def_banner_01	buildings/def/props			rigidmodels\buildings\def_banner_01\def_banner_01_tech.cs2.parsed	rigidmodels\buildings\def_banner_01\def_banner_01_tech.cs2.collision
def_banner_02	buildings/def/props			rigidmodels\buildings\def_banner_02\def_banner_02_tech.cs2.parsed	rigidmodels\buildings\def_banner_02\def_banner_02_tech.cs2.collision
def_banner_03	buildings/def/props			rigidmodels\buildings\def_banner_03\def_banner_03_tech.cs2.parsed	rigidmodels\buildings\def_banner_03\def_banner_03_tech.cs2.collision
def_banner_04	buildings/def/props			rigidmodels\buildings\def_banner_04\def_banner_04_tech.cs2.parsed	rigidmodels\buildings\def_banner_04\def_banner_04_tech.cs2.collision
def_banner_05	buildings/def/props			rigidmodels\buildings\def_banner_05\def_banner_05_tech.cs2.parsed	rigidmodels\buildings\def_banner_05\def_banner_05_tech.cs2.collision
def_banner_06	buildings/def/props			rigidmodels\buildings\def_banner_06\def_banner_06_tech.cs2.parsed	rigidmodels\buildings\def_banner_06\def_banner_06_tech.cs2.collision
def_banner_07	buildings/def/props			rigidmodels\buildings\def_banner_07\def_banner_07_tech.cs2.parsed	rigidmodels\buildings\def_banner_07\def_banner_07_tech.cs2.collision
def_basalt_large_01	terrain_props/wh_rocks			rigidmodels\buildings\def_basalt_large_01\def_basalt_large_01_tech.cs2.parsed	rigidmodels\buildings\def_basalt_large_01\def_basalt_large_01_tech.cs2.collision
def_basalt_large_02	terrain_props/wh_rocks			rigidmodels\buildings\def_basalt_large_02\def_basalt_large_02_tech.cs2.parsed	rigidmodels\buildings\def_basalt_large_02\def_basalt_large_02_tech.cs2.collision
def_basalt_med_01	terrain_props/wh_rocks			rigidmodels\buildings\def_basalt_med_01\def_basalt_med_01_tech.cs2.parsed	rigidmodels\buildings\def_basalt_med_01\def_basalt_med_01_tech.cs2.collision
def_basalt_med_02	terrain_props/wh_rocks			rigidmodels\buildings\def_basalt_med_02\def_basalt_med_02_tech.cs2.parsed	rigidmodels\buildings\def_basalt_med_02\def_basalt_med_02_tech.cs2.collision
def_basalt_sml_01	terrain_props/wh_rocks			rigidmodels\buildings\def_basalt_sml_01\def_basalt_sml_01_tech.cs2.parsed	rigidmodels\buildings\def_basalt_sml_01\def_basalt_sml_01_tech.cs2.collision
def_basalt_sml_02	terrain_props/wh_rocks			rigidmodels\buildings\def_basalt_sml_02\def_basalt_sml_02_tech.cs2.parsed	rigidmodels\buildings\def_basalt_sml_02\def_basalt_sml_02_tech.cs2.collision
def_basalt_sml_03	terrain_props/wh_rocks			rigidmodels\buildings\def_basalt_sml_03\def_basalt_sml_03_tech.cs2.parsed	rigidmodels\buildings\def_basalt_sml_03\def_basalt_sml_03_tech.cs2.collision
def_basaltmountain_01	terrain_props/wh_mountains			rigidmodels\buildings\def_basaltmountain_01\def_basaltmountain_01_tech.cs2.parsed	rigidmodels\buildings\def_basaltmountain_01\def_basaltmountain_01_tech.cs2.collision
def_basaltmountain_02	terrain_props/wh_mountains			rigidmodels\buildings\def_basaltmountain_02\def_basaltmountain_02_tech.cs2.parsed	rigidmodels\buildings\def_basaltmountain_02\def_basaltmountain_02_tech.cs2.collision
def_basaltmountain_03	terrain_props/wh_mountains			rigidmodels\buildings\def_basaltmountain_03\def_basaltmountain_03_tech.cs2.parsed	rigidmodels\buildings\def_basaltmountain_03\def_basaltmountain_03_tech.cs2.collision
def_basaltmountain_04	terrain_props/wh_mountains			rigidmodels\buildings\def_basaltmountain_04\def_basaltmountain_04_tech.cs2.parsed	rigidmodels\buildings\def_basaltmountain_04\def_basaltmountain_04_tech.cs2.collision
def_bouldergroup_01	terrain_props/wh_rocks			rigidmodels\buildings\def_bouldergroup_01\def_bouldergroup_01_tech.cs2.parsed	rigidmodels\buildings\def_bouldergroup_01\def_bouldergroup_01_tech.cs2.collision
def_brazier_01	buildings/def/props			rigidmodels\buildings\def_brazier_01\def_brazier_01_tech.cs2.parsed	rigidmodels\buildings\def_brazier_01\def_brazier_01_tech.cs2.collision
def_brazier_02	buildings/def/props			rigidmodels\buildings\def_brazier_02\def_brazier_02_tech.cs2.parsed	rigidmodels\buildings\def_brazier_02\def_brazier_02_tech.cs2.collision
def_brazier_03	buildings/def/props			rigidmodels\buildings\def_brazier_03\def_brazier_03_tech.cs2.parsed	rigidmodels\buildings\def_brazier_03\def_brazier_03_tech.cs2.collision
def_bridge_01	buildings/def/props			rigidmodels\buildings\def_bridge_01\def_bridge_01_tech.cs2.parsed	rigidmodels\buildings\def_bridge_01\def_bridge_01_tech.cs2.collision
def_bridge_02	buildings/def/props			rigidmodels\buildings\def_bridge_02\def_bridge_02_tech.cs2.parsed	rigidmodels\buildings\def_bridge_02\def_bridge_02_tech.cs2.collision
def_bridge_03	buildings/def/props			rigidmodels\buildings\def_bridge_03\def_bridge_03_tech.cs2.parsed	rigidmodels\buildings\def_bridge_03\def_bridge_03_tech.cs2.collision
def_cage_a	buildings/def/props			rigidmodels\buildings\def_cage_a\def_cage_a_tech.cs2.parsed	rigidmodels\buildings\def_cage_a\def_cage_a_tech.cs2.collision
def_cage_b	buildings/def/props			rigidmodels\buildings\def_cage_b\def_cage_b_tech.cs2.parsed	rigidmodels\buildings\def_cage_b\def_cage_b_tech.cs2.collision
def_cliff_01	terrain_props/wh_cliffs			rigidmodels\buildings\def_cliff_01\def_cliff_01_tech.cs2.parsed	rigidmodels\buildings\def_cliff_01\def_cliff_01_tech.cs2.collision
def_cliff_02	terrain_props/wh_cliffs			rigidmodels\buildings\def_cliff_02\def_cliff_02_tech.cs2.parsed	rigidmodels\buildings\def_cliff_02\def_cliff_02_tech.cs2.collision
def_corral	buildings/def/props			rigidmodels\buildings\def_corral\def_corral_tech.cs2.parsed	rigidmodels\buildings\def_corral\def_corral_tech.cs2.collision
def_crystal_01	terrain_props/wh_rocks			rigidmodels\buildings\def_crystal_01\def_crystal_01_tech.cs2.parsed	rigidmodels\buildings\def_crystal_01\def_crystal_01_tech.cs2.collision
def_crystal_02	terrain_props/wh_rocks			rigidmodels\buildings\def_crystal_02\def_crystal_02_tech.cs2.parsed	rigidmodels\buildings\def_crystal_02\def_crystal_02_tech.cs2.collision
def_crystal_03	terrain_props/wh_rocks			rigidmodels\buildings\def_crystal_03\def_crystal_03_tech.cs2.parsed	rigidmodels\buildings\def_crystal_03\def_crystal_03_tech.cs2.collision
def_crystal_04	terrain_props/wh_rocks			rigidmodels\buildings\def_crystal_04\def_crystal_04_tech.cs2.parsed	rigidmodels\buildings\def_crystal_04\def_crystal_04_tech.cs2.collision
def_desertrock_01	terrain_props/wh_rocks			rigidmodels\buildings\def_desertrock_01\def_desertrock_01_tech.cs2.parsed	rigidmodels\buildings\def_desertrock_01\def_desertrock_01_tech.cs2.collision
def_gate_small_01	buildings/def/props			rigidmodels\buildings\def_gate_small_01\def_gate_small_01_tech.cs2.parsed	rigidmodels\buildings\def_gate_small_01\def_gate_small_01_tech.cs2.collision
def_gate_small_pillar_01	buildings/def/props			rigidmodels\buildings\def_gate_small_pillar_01\def_gate_small_pillar_01_tech.cs2.parsed	rigidmodels\buildings\def_gate_small_pillar_01\def_gate_small_pillar_01_tech.cs2.collision
def_gate_small_wall_01	buildings/def/props			rigidmodels\buildings\def_gate_small_wall_01\def_gate_small_wall_01_tech.cs2.parsed	rigidmodels\buildings\def_gate_small_wall_01\def_gate_small_wall_01_tech.cs2.collision
def_gateadd_01	buildings/def/props			rigidmodels\buildings\def_gateadd_01\def_gateadd_01_tech.cs2.parsed	rigidmodels\buildings\def_gateadd_01\def_gateadd_01_tech.cs2.collision
def_gateadd_02	buildings/def/props			rigidmodels\buildings\def_gateadd_02\def_gateadd_02_tech.cs2.parsed	rigidmodels\buildings\def_gateadd_02\def_gateadd_02_tech.cs2.collision
def_gateadd_03	buildings/def/props			rigidmodels\buildings\def_gateadd_03\def_gateadd_03_tech.cs2.parsed	rigidmodels\buildings\def_gateadd_03\def_gateadd_03_tech.cs2.collision
def_gateadd_04	buildings/def/props			rigidmodels\buildings\def_gateadd_04\def_gateadd_04_tech.cs2.parsed	rigidmodels\buildings\def_gateadd_04\def_gateadd_04_tech.cs2.collision
def_grid_01	buildings/def/props			rigidmodels\buildings\def_grid_01\def_grid_01_tech.cs2.parsed	rigidmodels\buildings\def_grid_01\def_grid_01_tech.cs2.collision
def_grid_02	buildings/def/props			rigidmodels\buildings\def_grid_02\def_grid_02_tech.cs2.parsed	rigidmodels\buildings\def_grid_02\def_grid_02_tech.cs2.collision
def_grid_03	buildings/def/props			rigidmodels\buildings\def_grid_03\def_grid_03_tech.cs2.parsed	rigidmodels\buildings\def_grid_03\def_grid_03_tech.cs2.collision
def_house_01	buildings/def/props			rigidmodels\buildings\def_house_01\def_house_01_tech.cs2.parsed	rigidmodels\buildings\def_house_01\def_house_01_tech.cs2.collision
def_house_02	buildings/def/props			rigidmodels\buildings\def_house_02\def_house_02_tech.cs2.parsed	rigidmodels\buildings\def_house_02\def_house_02_tech.cs2.collision
def_infield_bridge_connector_01	buildings/def/props			rigidmodels\buildings\def_infield_bridge_connector_01\def_infield_bridge_connector_01_tech.cs2.parsed	rigidmodels\buildings\def_infield_bridge_connector_01\def_infield_bridge_connector_01_tech.cs2.collision
def_ladder_01	global/wall_logic			rigidmodels\buildings\def_ladder_01\def_ladder_01_tech.cs2.parsed	rigidmodels\buildings\def_ladder_01\def_ladder_01_tech.cs2.collision
def_lantern_01	buildings/def/props			rigidmodels\buildings\def_lantern_01\def_lantern_01_tech.cs2.parsed	rigidmodels\buildings\def_lantern_01\def_lantern_01_tech.cs2.collision
def_market_crates	buildings/def/props			rigidmodels\buildings\def_market_crates\def_market_crates_tech.cs2.parsed	rigidmodels\buildings\def_market_crates\def_market_crates_tech.cs2.collision
def_market_shelving	buildings/def/props			rigidmodels\buildings\def_market_shelving\def_market_shelving_tech.cs2.parsed	rigidmodels\buildings\def_market_shelving\def_market_shelving_tech.cs2.collision
def_market_shelving_empty	buildings/def/props			rigidmodels\buildings\def_market_shelving_empty\def_market_shelving_empty_tech.cs2.parsed	rigidmodels\buildings\def_market_shelving_empty\def_market_shelving_empty_tech.cs2.collision
def_market_stocks	buildings/def/props			rigidmodels\buildings\def_market_stocks\def_market_stocks_tech.cs2.parsed	rigidmodels\buildings\def_market_stocks\def_market_stocks_tech.cs2.collision
def_market_stool	buildings/def/props			rigidmodels\buildings\def_market_stool\def_market_stool_tech.cs2.parsed	rigidmodels\buildings\def_market_stool\def_market_stool_tech.cs2.collision
def_market_table_a_torture	buildings/def/props			rigidmodels\buildings\def_market_table_a_torture\def_market_table_a_torture_tech.cs2.parsed	rigidmodels\buildings\def_market_table_a_torture\def_market_table_a_torture_tech.cs2.collision
def_market_table_b_torture	buildings/def/props			rigidmodels\buildings\def_market_table_b_torture\def_market_table_b_torture_tech.cs2.parsed	rigidmodels\buildings\def_market_table_b_torture\def_market_table_b_torture_tech.cs2.collision
def_market_table_c	buildings/def/props			rigidmodels\buildings\def_market_table_c\def_market_table_c_tech.cs2.parsed	rigidmodels\buildings\def_market_table_c\def_market_table_c_tech.cs2.collision
def_market_table_c_alchemy	buildings/def/props			rigidmodels\buildings\def_market_table_c_alchemy\def_market_table_c_alchemy_tech.cs2.parsed	rigidmodels\buildings\def_market_table_c_alchemy\def_market_table_c_alchemy_tech.cs2.collision
def_merlonskull_01	buildings/def/walls			rigidmodels\buildings\def_merlonskull_01\def_merlonskull_01_tech.cs2.parsed	rigidmodels\buildings\def_merlonskull_01\def_merlonskull_01_tech.cs2.collision
def_mountain_01	terrain_props/wh_mountains			rigidmodels\buildings\def_mountain_01\def_mountain_01_tech.cs2.parsed	rigidmodels\buildings\def_mountain_01\def_mountain_01_tech.cs2.collision
def_mountain_02	terrain_props/wh_mountains			rigidmodels\buildings\def_mountain_02\def_mountain_02_tech.cs2.parsed	rigidmodels\buildings\def_mountain_02\def_mountain_02_tech.cs2.collision
def_mountain_03	terrain_props/wh_mountains			rigidmodels\buildings\def_mountain_03\def_mountain_03_tech.cs2.parsed	rigidmodels\buildings\def_mountain_03\def_mountain_03_tech.cs2.collision
def_mountain_04	terrain_props/wh_mountains			rigidmodels\buildings\def_mountain_04\def_mountain_04_tech.cs2.parsed	rigidmodels\buildings\def_mountain_04\def_mountain_04_tech.cs2.collision
def_pit_arch_15m_01	buildings/def/props			rigidmodels\buildings\def_pit_arch_15m_01\def_pit_arch_15m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_arch_15m_01\def_pit_arch_15m_01_tech.cs2.collision
def_pit_archlong_15m_01	buildings/def/props			rigidmodels\buildings\def_pit_archlong_15m_01\def_pit_archlong_15m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_archlong_15m_01\def_pit_archlong_15m_01_tech.cs2.collision
def_pit_archlong_5m_01	buildings/def/props			rigidmodels\buildings\def_pit_archlong_5m_01\def_pit_archlong_5m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_archlong_5m_01\def_pit_archlong_5m_01_tech.cs2.collision
def_pit_archwindow_5m_01	buildings/def/props			rigidmodels\buildings\def_pit_archwindow_5m_01\def_pit_archwindow_5m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_archwindow_5m_01\def_pit_archwindow_5m_01_tech.cs2.collision
def_pit_archwindowlong_5m_01	buildings/def/props			rigidmodels\buildings\def_pit_archwindowlong_5m_01\def_pit_archwindowlong_5m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_archwindowlong_5m_01\def_pit_archwindowlong_5m_01_tech.cs2.collision
def_pit_archwindows_15m_01	buildings/def/props			rigidmodels\buildings\def_pit_archwindows_15m_01\def_pit_archwindows_15m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_archwindows_15m_01\def_pit_archwindows_15m_01_tech.cs2.collision
def_pit_archwindowslong_15m_01	buildings/def/props			rigidmodels\buildings\def_pit_archwindowslong_15m_01\def_pit_archwindowslong_15m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_archwindowslong_15m_01\def_pit_archwindowslong_15m_01_tech.cs2.collision
def_pit_cornertop_ext_01	buildings/def/props			rigidmodels\buildings\def_pit_cornertop_ext_01\def_pit_cornertop_ext_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_cornertop_ext_01\def_pit_cornertop_ext_01_tech.cs2.collision
def_pit_cornertop_int_01	buildings/def/props			rigidmodels\buildings\def_pit_cornertop_int_01\def_pit_cornertop_int_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_cornertop_int_01\def_pit_cornertop_int_01_tech.cs2.collision
def_pit_cornertop_nospikes_ext_01	buildings/def/props			rigidmodels\buildings\def_pit_cornertop_nospikes_ext_01\def_pit_cornertop_nospikes_ext_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_cornertop_nospikes_ext_01\def_pit_cornertop_nospikes_ext_01_tech.cs2.collision
def_pit_cornertop_nospikes_ext_02	buildings/def/props			rigidmodels\buildings\def_pit_cornertop_nospikes_ext_02\def_pit_cornertop_nospikes_ext_02_tech.cs2.parsed	rigidmodels\buildings\def_pit_cornertop_nospikes_ext_02\def_pit_cornertop_nospikes_ext_02_tech.cs2.collision
def_pit_cornertop_nospikes_int_02	buildings/def/props			rigidmodels\buildings\def_pit_cornertop_nospikes_int_02\def_pit_cornertop_nospikes_int_02_tech.cs2.parsed	rigidmodels\buildings\def_pit_cornertop_nospikes_int_02\def_pit_cornertop_nospikes_int_02_tech.cs2.collision
def_pit_top_straight15m_01	buildings/def/props			rigidmodels\buildings\def_pit_top_straight15m_01\def_pit_top_straight15m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_top_straight15m_01\def_pit_top_straight15m_01_tech.cs2.collision
def_pit_top_straight_5m_01	buildings/def/props			rigidmodels\buildings\def_pit_top_straight_5m_01\def_pit_top_straight_5m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_top_straight_5m_01\def_pit_top_straight_5m_01_tech.cs2.collision
def_pit_topnospikes_straight15m_01	buildings/def/props			rigidmodels\buildings\def_pit_topnospikes_straight15m_01\def_pit_topnospikes_straight15m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_topnospikes_straight15m_01\def_pit_topnospikes_straight15m_01_tech.cs2.collision
def_pit_topnospikes_straight15m_02	buildings/def/props			rigidmodels\buildings\def_pit_topnospikes_straight15m_02\def_pit_topnospikes_straight15m_02_tech.cs2.parsed	rigidmodels\buildings\def_pit_topnospikes_straight15m_02\def_pit_topnospikes_straight15m_02_tech.cs2.collision
def_pit_topnospikes_straight5m_02	buildings/def/props			rigidmodels\buildings\def_pit_topnospikes_straight5m_02\def_pit_topnospikes_straight5m_02_tech.cs2.parsed	rigidmodels\buildings\def_pit_topnospikes_straight5m_02\def_pit_topnospikes_straight5m_02_tech.cs2.collision
def_pit_topnospikes_straight_5m_01	buildings/def/props			rigidmodels\buildings\def_pit_topnospikes_straight_5m_01\def_pit_topnospikes_straight_5m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_topnospikes_straight_5m_01\def_pit_topnospikes_straight_5m_01_tech.cs2.collision
def_pit_topnospikes_straight_5m_02	buildings/def/props			rigidmodels\buildings\def_pit_topnospikes_straight_5m_02\def_pit_topnospikes_straight_5m_02_tech.cs2.parsed	rigidmodels\buildings\def_pit_topnospikes_straight_5m_02\def_pit_topnospikes_straight_5m_02_tech.cs2.collision
def_pit_wall_15m_01	buildings/def/props			rigidmodels\buildings\def_pit_wall_15m_01\def_pit_wall_15m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_wall_15m_01\def_pit_wall_15m_01_tech.cs2.collision
def_pit_wall_long_15m_01	buildings/def/props			rigidmodels\buildings\def_pit_wall_long_15m_01\def_pit_wall_long_15m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_wall_long_15m_01\def_pit_wall_long_15m_01_tech.cs2.collision
def_pit_wall_long_5m_01	buildings/def/props			rigidmodels\buildings\def_pit_wall_long_5m_01\def_pit_wall_long_5m_01_tech.cs2.parsed	rigidmodels\buildings\def_pit_wall_long_5m_01\def_pit_wall_long_5m_01_tech.cs2.collision
def_plaza_01	buildings/def/props			rigidmodels\buildings\def_plaza_01\def_plaza_01_tech.cs2.parsed	rigidmodels\buildings\def_plaza_01\def_plaza_01_tech.cs2.collision
def_rock_ice_large_01	terrain_props/wh_rocks			rigidmodels\buildings\def_rock_ice_large_01\def_rock_ice_large_01_tech.cs2.parsed	rigidmodels\buildings\def_rock_ice_large_01\def_rock_ice_large_01_tech.cs2.collision
def_rock_ice_large_02	terrain_props/wh_rocks			rigidmodels\buildings\def_rock_ice_large_02\def_rock_ice_large_02_tech.cs2.parsed	rigidmodels\buildings\def_rock_ice_large_02\def_rock_ice_large_02_tech.cs2.collision
def_rock_ice_med_01	terrain_props/wh_rocks			rigidmodels\buildings\def_rock_ice_med_01\def_rock_ice_med_01_tech.cs2.parsed	rigidmodels\buildings\def_rock_ice_med_01\def_rock_ice_med_01_tech.cs2.collision
def_rock_ice_med_02	terrain_props/wh_rocks			rigidmodels\buildings\def_rock_ice_med_02\def_rock_ice_med_02_tech.cs2.parsed	rigidmodels\buildings\def_rock_ice_med_02\def_rock_ice_med_02_tech.cs2.collision
def_rock_ice_sml_01	terrain_props/wh_rocks			rigidmodels\buildings\def_rock_ice_sml_01\def_rock_ice_sml_01_tech.cs2.parsed	rigidmodels\buildings\def_rock_ice_sml_01\def_rock_ice_sml_01_tech.cs2.collision
def_rock_ice_sml_02	terrain_props/wh_rocks			rigidmodels\buildings\def_rock_ice_sml_02\def_rock_ice_sml_02_tech.cs2.parsed	rigidmodels\buildings\def_rock_ice_sml_02\def_rock_ice_sml_02_tech.cs2.collision
def_rock_ice_sml_03	terrain_props/wh_rocks			rigidmodels\buildings\def_rock_ice_sml_03\def_rock_ice_sml_03_tech.cs2.parsed	rigidmodels\buildings\def_rock_ice_sml_03\def_rock_ice_sml_03_tech.cs2.collision
def_rockpillar_01	terrain_props/wh_cliffs			rigidmodels\buildings\def_rockpillar_01\def_rockpillar_01_tech.cs2.parsed	rigidmodels\buildings\def_rockpillar_01\def_rockpillar_01_tech.cs2.collision
def_rockpillar_02	terrain_props/wh_cliffs			rigidmodels\buildings\def_rockpillar_02\def_rockpillar_02_tech.cs2.parsed	rigidmodels\buildings\def_rockpillar_02\def_rockpillar_02_tech.cs2.collision
def_rockpillar_chunk_01	terrain_props/wh_cliffs			rigidmodels\buildings\def_rockpillar_chunk_01\def_rockpillar_chunk_01_tech.cs2.parsed	rigidmodels\buildings\def_rockpillar_chunk_01\def_rockpillar_chunk_01_tech.cs2.collision
def_rockpillar_chunk_02	terrain_props/wh_cliffs			rigidmodels\buildings\def_rockpillar_chunk_02\def_rockpillar_chunk_02_tech.cs2.parsed	rigidmodels\buildings\def_rockpillar_chunk_02\def_rockpillar_chunk_02_tech.cs2.collision
def_stairs_small_01	buildings/def/props			rigidmodels\buildings\def_stairs_small_01\def_stairs_small_01_tech.cs2.parsed	rigidmodels\buildings\def_stairs_small_01\def_stairs_small_01_tech.cs2.collision
def_statue_khaine_01	buildings/def/statues			rigidmodels\buildings\def_statue_khaine_01\def_statue_khaine_01_tech.cs2.parsed	rigidmodels\buildings\def_statue_khaine_01\def_statue_khaine_01_tech.cs2.collision
def_tent_a	buildings/def/props			rigidmodels\buildings\def_tent_a\def_tent_a_tech.cs2.parsed	rigidmodels\buildings\def_tent_a\def_tent_a_tech.cs2.collision
def_tent_b	buildings/def/props			rigidmodels\buildings\def_tent_b\def_tent_b_tech.cs2.parsed	rigidmodels\buildings\def_tent_b\def_tent_b_tech.cs2.collision
def_tent_c	buildings/def/props			rigidmodels\buildings\def_tent_c\def_tent_c_tech.cs2.parsed	rigidmodels\buildings\def_tent_c\def_tent_c_tech.cs2.collision
def_tent_d	buildings/def/props			rigidmodels\buildings\def_tent_d\def_tent_d_tech.cs2.parsed	rigidmodels\buildings\def_tent_d\def_tent_d_tech.cs2.collision
def_tent_e	buildings/def/props			rigidmodels\buildings\def_tent_e\def_tent_e_tech.cs2.parsed	rigidmodels\buildings\def_tent_e\def_tent_e_tech.cs2.collision
def_tent_throne	buildings/def/props			rigidmodels\buildings\def_tent_throne\def_tent_throne_tech.cs2.parsed	rigidmodels\buildings\def_tent_throne\def_tent_throne_tech.cs2.collision
def_tent_throne_no_back	buildings/def/props			rigidmodels\buildings\def_tent_throne_no_back\def_tent_throne_no_back_tech.cs2.parsed	rigidmodels\buildings\def_tent_throne_no_back\def_tent_throne_no_back_tech.cs2.collision
def_tower_01	buildings/def/props			rigidmodels\buildings\def_tower_01\def_tower_01_tech.cs2.parsed	rigidmodels\buildings\def_tower_01\def_tower_01_tech.cs2.collision
def_tower_02	buildings/def/props			rigidmodels\buildings\def_tower_02\def_tower_02_tech.cs2.parsed	rigidmodels\buildings\def_tower_02\def_tower_02_tech.cs2.collision
