key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
1357935116	wh2_dlc11_vmp_inf_handgunners	999999	wh3_dlc29_vmp_additional_units		wh_main_sc_vmp_vampire_counts	
1360533297	wh2_dlc13_lzd_mon_dread_saurian_ror_0	1	wh2_dlc12_lzd_units_of_renown_pool		wh2_main_sc_lzd_lizardmen	
136230844	wh3_dlc29_nag_vmp_inf_grave_guard_2_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1365682240	wh3_twa08_nur_mon_great_unclean_one_0_ror	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_festus		
1367125040	wh3_dlc29_bst_mon_giant_spined_chaos_beast_ror	1	wh_dlc03_bst_units_of_renown_pool			
1367681987	wh3_dlc20_chs_mon_warshrine_mtze_faction_pool	0	wh3_main_belakor_faction_pool			
137143683	wh3_dlc24_ksl_inf_streltsi_ror	1	wh3_main_ksl_units_of_renown_pool		wh3_main_sc_ksl_kislev	
1376121090	wh3_dlc29_chs_mon_basilisk_province_pool	0	wh3_dlc20_chs_province_pool		wh_main_sc_chs_chaos	
1376729241	wh3_dlc25_nur_mon_toad_dragon_monster_mark_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc29_chs_host_of_the_triplets		
1377354640	wh3_main_nur_cav_plague_drones_0	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1378895465	wh3_dlc25_nur_inf_pestigors_warriors_faction_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_festus		
1380043589	wh3_dlc20_chs_inf_forsaken_mkho_province_pool	0	wh3_dlc20_chs_province_pool	wh_main_chs_chaos		
1381981047	wh2_dlc13_emp_art_helstorm_rocket_battery_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_dlc13_emp_the_huntmarshals_expedition		
1382122460	wh2_dlc11_cst_inf_deck_gunners_0	0	wh2_dlc11_cst_vampire_pirate_merc_pool		wh2_dlc11_sc_cst_vampire_coast	
1383953142	wh2_dlc17_bst_mon_ghorgon_ror_0	1	wh_dlc03_bst_units_of_renown_pool		wh_dlc03_sc_bst_beastmen	
1384202378	wh2_dlc11_cst_mon_necrofex_colossus_ror_0	1	wh2_dlc11_cst_units_of_renown_pool		wh2_dlc11_sc_cst_vampire_coast	
1385209348	wh2_dlc09_tmb_inf_skeleton_archers_ror	1	wh2_dlc09_tmb_units_of_renown_pool		wh2_dlc09_sc_tmb_tomb_kings	
1385382673	wh3_dlc27_sla_inf_slaangors_faction_pool	0	wh3_dlc20_chs_province_pool	wh3_main_chs_shadow_legion		
1385845295	wh_main_chs_inf_chaos_marauders_0_province_pool	1	wh3_dlc20_chs_province_pool		wh_main_sc_chs_chaos	
1385871324	wh3_dlc29_nag_cst_cav_deck_droppers_2_faction_pool	999999	wh3_dlc29_nag_raise_dead_cst_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1386669836	wh3_dlc29_emp_inf_hunting_hounds_ror	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
1386930986	wh_pro04_brt_cav_mounted_yeomen_ror_0	1	wh_dlc07_brt_units_of_renown_pool		wh_main_sc_brt_bretonnia	
1388918020	wh3_dlc29_emp_middenland_inf_wolf_kin	1	wh3_dlc29_emp_middenland_merc_pool_boris	wh_main_emp_middenland		
1391438828	wh3_dlc27_nor_inf_marauder_hunters_1	0	wh3_dlc27_nor_monstrous_arcanum		wh_dlc08_sc_nor_norsca	
1395824290	wh3_dlc20_chs_mon_warshrine_faction_pool	0	wh3_main_belakor_faction_pool			
1395882548	wh3_dlc29_emp_cav_knights_of_the_white_wolf_ror	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
1395902623	wh3_main_kho_mon_spawn_of_khorne_0_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_sigvald		
1396123128	wh3_dlc29_nag_tmb_veh_khemrian_warsphinx_0_faction_pool	999999	wh3_dlc29_nag_raise_dead_tmb_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1398078174	wh3_dlc24_tze_inf_tzaangors_faction_pool	0	wh3_dlc20_chs_province_pool	wh3_main_chs_shadow_legion		
139937312	wh3_twa07_kho_cav_bloodcrushers_ror_0	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_valkia		
1400991189	wh3_dlc29_nag_vmp_cav_black_knights_3_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1402376378	wh3_dlc29_nag_cst_art_mortar_faction_pool	999999	wh3_dlc29_nag_raise_dead_cst_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1404463298	wh3_dlc27_hef_inf_ships_company_ror	1	wh2_main_hef_units_of_renown_pool		wh2_main_sc_hef_high_elves	
14052529	wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses_ror	1	wh3_dlc23_chd_units_of_renown_pool		wh3_dlc23_sc_chd_chaos_dwarfs	
1408399083	wh2_dlc13_emp_cav_empire_knights_ror_0	0	wh2_dlc13_emp_elector_counts_merc_pool_volkmar		wh_main_sc_emp_empire	
1411071371	wh3_dlc25_nur_chieftains_nur_mon_toad_dragon	0	wh3_dlc25_nur_tamurkhan_chieftains_pool	wh3_dlc25_nur_tamurkhan		
1415340514	wh3_main_vmp_blood_knights_sword_shield	999999	wh3_dlc29_vmp_raise_dead_faction		wh_main_sc_vmp_vampire_counts	
1417884094	wh2_dlc09_tmb_mon_ushabti_ror	1	wh2_dlc09_tmb_units_of_renown_pool		wh2_dlc09_sc_tmb_tomb_kings	
1425274598	wh3_cp1_cth_bhashiva_shang_yang_support_dragon_guard	0	wh3_cp1_cth_bhashiva_shang_yang_support			
1428481594	wh_main_chs_mon_chaos_warhounds_1_province_pool	0	wh3_dlc20_chs_province_pool	wh_main_chs_chaos		
1431390049	wh_pro04_nor_inf_marauder_berserkers_ror_0	1	wh3_main_kho_units_of_renown_pool			
1431864381	wh_pro04_chs_mon_chaos_spawn_ror_0	1	wh_dlc01_chs_units_of_renown_pool		wh_main_sc_chs_chaos	
1434123986	wh2_dlc13_emp_inf_handgunners_ror_0	0	wh2_dlc13_emp_elector_counts_merc_pool_volkmar		wh_main_sc_emp_empire	
1436018117	wh2_main_lzd_mon_stegadon_blessed_1	1	wh2_main_lzd_spawnings_pool		wh2_main_sc_lzd_lizardmen	
1440727520	wh2_dlc13_emp_cav_empire_knights_ror_2_non_replenish	0	wh2_dlc13_emp_elector_counts_merc_pool_non_replenish		wh_main_sc_emp_empire	
1443828628	wh_dlc08_bst_mon_cygor_boss	1	wh_dlc08_monster_hunt_of_renown_pool		wh_dlc03_sc_bst_beastmen	
1443991813	wh3_dlc25_dwf_malakai_feature_cannons	0	wh3_dlc25_dwf_malakai_feature_mercenary_pool		wh_main_sc_dwf_dwarfs	
1446775740	wh3_dlc25_emp_veh_marienburg_land_ship_ror	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
1447784572	wh2_dlc16_skv_mon_rat_ogre_mutant_ror_0	1	wh2_dlc12_skv_units_of_renown_pool		wh2_main_sc_skv_skaven	
144812057	wh3_dlc26_kho_inf_skullreapers_faction_pool	0	wh3_dlc20_chs_province_pool	wh_main_chs_chaos		
1449022346	wh3_dlc26_kho_inf_wrathmongers_ror	1	wh_dlc01_chs_units_of_renown_pool	wh_main_chs_chaos		
1451034891	wh2_dlc14_def_cav_scourgerunner_chariot_ror_0	1	wh2_main_def_units_of_renown_pool		wh2_main_sc_def_dark_elves	
1454194524	wh3_dlc29_nur_mon_soul_grinder_0_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
1460265073	wh3_dlc24_tze_mon_mutalith_vortex_beast_ror	1	wh3_main_tze_units_of_renown_pool			
1461609559	wh2_dlc17_dwf_mon_carnosaur_thorek_0	1	wh_dlc06_dwf_units_of_renown_pool	wh2_dlc17_dwf_thorek_ironbrow		
1464113706	wh3_dlc20_chs_inf_chaos_marauders_mnur_province_pool	0	wh3_dlc20_chs_province_pool	wh3_main_chs_shadow_legion		
1464790395	wh3_dlc27_chs_mon_dragon_ogre_shaggoth	0	wh3_dlc27_nor_monstrous_arcanum		wh_dlc08_sc_nor_norsca	
1468832941	wh3_dlc25_nur_cav_rot_knights	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1472002028	wh_pro04_wef_inf_eternal_guard_ror_0	1	wh_dlc05_wef_units_of_renown_pool		wh_dlc05_sc_wef_wood_elves	
1472352119	wh2_dlc13_emp_cav_pistoliers_ror_0	0	wh2_dlc13_emp_elector_counts_merc_pool		wh_main_sc_emp_empire	
1473564650	wh2_dlc09_tmb_mon_necrosphinx_ror	1	wh2_dlc09_tmb_units_of_renown_pool		wh2_dlc09_sc_tmb_tomb_kings	
1474176410	wh3_dlc29_nag_vmp_inf_spirit_host_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1475417200	wh2_dlc16_wef_mon_cave_bats_drycha	1	wh2_dlc16_wef_drycha_province_merc_pool	wh2_dlc16_wef_drycha		
1475555903	wh3_dlc29_nur_mon_toad_dragon_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
1475832839	wh3_twa07_tze_cav_doom_knights_ror_0	1	wh_dlc01_chs_units_of_renown_pool		wh_main_sc_chs_chaos	
1479977262	wh_pro04_brt_inf_foot_squires_ror_0	1	wh_dlc07_brt_units_of_renown_pool		wh_main_sc_brt_bretonnia	
1481882559	wh3_main_pro_ksl_inf_ice_guard_ror_0	1	wh3_main_pro_ksl_ror		wh3_main_pro_sc_ksl_kislev	
1483449659	wh3_dlc29_skv_mon_scatterfire_team_ror	1	wh2_dlc12_skv_units_of_renown_pool		wh2_main_sc_skv_skaven	
1484114630	wh_main_chs_mon_chaos_warhounds_0_province_pool	1	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_kholek		
1489160299	wh3_dlc25_nur_chieftains_nor_mon_fimir_1	0	wh3_dlc25_nur_tamurkhan_chieftains_pool	wh3_dlc25_nur_tamurkhan		
1489409383	wh3_dlc29_chs_mon_basilisk_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
148971209	wh_dlc06_chs_feral_manticore_province_pool	0	wh3_dlc20_chs_province_pool		wh_main_sc_chs_chaos	
1490174453	wh3_twa07_tze_cav_doom_knights_ror_0	1	wh3_main_tze_units_of_renown_pool			
1499637233	wh2_dlc17_bst_inf_centigors_ror_1	1	wh_dlc03_bst_units_of_renown_pool		wh_dlc03_sc_bst_beastmen	
1502229524	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	1	wh2_dlc11_cst_units_of_renown_pool		wh2_dlc11_sc_cst_vampire_coast	
1510231242	wh3_dlc26_kho_inf_wrathmongers_faction_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_valkia		
1511894260	wh3_main_ogr_inf_maneaters_0	1	wh3_main_ogr_merc_pool			
1512749492	wh3_dlc20_chs_inf_chaos_warriors_mnur	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1516575746	wh3_main_kho_mon_bloodthirster_0_warriors_faction_pool	0	wh3_dlc20_chs_faction_pool		wh_main_sc_chs_chaos	
1517546276	wh3_dlc29_nur_cav_plague_drones_1_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
1517611032	wh2_dlc11_cst_inf_zombie_gunnery_mob_3	0	wh2_dlc11_cst_vampire_pirate_province_pool		wh2_dlc11_sc_cst_vampire_coast	
1520196206	wh_main_chs_art_hellcannon_warriors_faction_pool	0	wh3_dlc20_coc_faction_pool		wh_main_sc_chs_chaos	
1520615499	wh2_dlc14_def_inf_harpies_ror_0	1	wh2_main_def_units_of_renown_pool		wh2_main_sc_def_dark_elves	
1521988730	wh_pro04_nor_mon_fimir_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_dlc08_sc_nor_norsca	
1523051958	wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_ror	1	wh3_dlc23_chd_units_of_renown_pool		wh3_dlc23_sc_chd_chaos_dwarfs	
1523909631	wh2_dlc15_hef_mon_forest_dragon_imrik	0	wh2_dlc15_hef_imrik_dragon_units_of_renown_pool		wh2_main_sc_hef_high_elves	
1524437889	wh3_dlc25_nur_mon_bile_trolls_warriors_faction_pool	0	wh3_main_belakor_faction_pool			
15245943	wh3_dlc24_tze_inf_centigors_great_weapons_faction_pool	0	wh3_dlc20_chs_province_pool	wh3_main_chs_shadow_legion		
1530566948	wh2_dlc11_cst_inf_zombie_deckhands_mob_0	1	wh2_dlc11_cst_vampire_pirate_province_pool		wh2_dlc11_sc_cst_vampire_coast	
1531413644	wh3_dlc29_nag_vmp_mon_morghast_archai_faction_pool	999999	wh3_dlc29_nag_raise_dead_tmb_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1534020069	wh3_dlc27_sla_dechala_daemons_furies	0	wh3_dlc27_sla_daemonic_attraction			
1534331766	wh3_dlc27_sla_dechala_daemons_heartseekers	0	wh3_dlc27_sla_daemonic_attraction			
1537167537	wh2_dlc13_emp_cav_empire_knights_ror_2	0	wh2_dlc13_emp_elector_counts_merc_pool		wh_main_sc_emp_empire	
1538178854	wh3_cp1_cth_bhashiva_shang_yang_support_jade_lion	0	wh3_cp1_cth_bhashiva_shang_yang_support			
1540423437	wh3_main_nur_inf_nurglings_0_warriors_faction_pool	0	wh3_main_belakor_faction_pool			
1544270202	wh3_dlc29_nag_cst_inf_zombie_deckhands_mob_0_faction_pool	999999	wh3_dlc29_nag_raise_dead_cst_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1548942956	wh3_dlc29_nag_vmp_veh_black_coach_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1549673195	wh_dlc04_vmp_cav_chillgheists_0	1	wh3_dlc29_nag_units_of_renown_ror		wh3_dlc29_sc_nag_undead_legions	
15500062	wh_dlc01_chs_inf_forsaken_0_province_pool	0	wh3_dlc20_chs_province_pool	wh3_main_chs_shadow_legion		
155072190	wh3_dlc27_sla_inf_slaangors_faction_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_sigvald		
1555475699	wh2_dlc14_def_mon_bloodwrack_medusa_ror_0	1	wh2_main_def_units_of_renown_pool		wh2_main_sc_def_dark_elves	
1559848243	wh3_main_ksl_inf_kossars_1	0	wh3_main_ksl_zealous_conscription			
1560281124	wh3_dlc26_ogr_inf_pigback_riders_ror	1	wh3_main_ogr_units_of_renown_pool		wh3_main_sc_ogr_ogre_kingdoms	
1560292826	wh3_main_kho_inf_bloodletters_0_warriors_faction_pool	1	wh3_dlc20_coc_faction_pool	wh3_dlc20_chs_valkia		
1561571315	wh3_dlc29_vmp_inf_lahmian_handmaidens_shadow	999999	wh3_dlc29_vmp_raise_dead_faction		wh_main_sc_vmp_vampire_counts	
15625754	wh_dlc01_chs_inf_forsaken_0_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc29_chs_host_of_the_triplets		
157081003	wh2_dlc13_emp_inf_handgunners_ror_0	0	wh2_dlc13_emp_elector_counts_merc_pool		wh_main_sc_emp_empire	
1571480490	wh2_dlc09_tmb_inf_tomb_guard_1	999999	wh3_dlc29_vmp_additional_units	wh3_dlc29_vmp_neferata		
1574538424	wh3_dlc20_chs_inf_aspiring_champions_mtze_ror	1	wh_dlc01_chs_units_of_renown_pool		wh_main_sc_chs_chaos	
1574602814	wh3_twa10_nur_inf_nurglings_ror	1	wh3_main_nur_units_of_renown_pool			
15797301	wh3_dlc20_chs_mon_giant_mnur_ror	1	wh_dlc01_chs_units_of_renown_pool		wh_main_sc_chs_chaos	
1585135975	wh3_dlc20_chs_inf_chaos_marauders_mtze_province_pool	0	wh3_dlc20_chs_province_pool	wh_main_chs_chaos		
1585425514	wh2_dlc09_tmb_inf_nehekhara_warriors_ror	0	wh2_dlc09_tmb_units_of_renown_pool		wh2_dlc09_sc_tmb_tomb_kings	
1586890435	wh3_twa07_ksl_cav_war_bear_riders_ror_0	1	wh3_main_ksl_units_of_renown_pool		wh3_main_sc_ksl_kislev	
1587376754	wh2_dlc15_grn_mon_river_trolls_ror_0	1	wh_dlc06_grn_units_of_renown_pool		wh_main_sc_grn_greenskins	
1587603320	wh2_dlc09_tmb_tomb_guard_ror	1	wh2_dlc09_tmb_units_of_renown_pool		wh2_dlc09_sc_tmb_tomb_kings	
1590511492	wh2_dlc11_cst_art_carronade	0	wh2_dlc11_cst_vampire_pirate_merc_pool		wh2_dlc11_sc_cst_vampire_coast	
1590749554	wh_pro04_nor_mon_warwolves_ror_0	1	wh_dlc08_nor_units_of_renown_pool		wh_dlc08_sc_nor_norsca	
1591492890	wh3_dlc29_nag_cst_inf_zombie_deckhands_mob_1_faction_pool	999999	wh3_dlc29_nag_raise_dead_cst_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1593600704	wh_pro04_chs_art_hellcannon_ror_0	1	wh3_dlc23_chd_units_of_renown_pool		wh3_dlc23_sc_chd_chaos_dwarfs	
1595916067	wh2_dlc09_tmb_mon_tomb_scorpion_0	999999	wh3_dlc29_vmp_additional_units	wh3_dlc29_vmp_neferata		
159661127	wh2_dlc13_emp_inf_halberdiers_imperial_supply	0	wh2_dlc13_emp_imperial_supply_pool	wh2_dlc13_emp_the_huntmarshals_expedition		
1605193590	wh3_dlc29_nag_cst_mon_bloated_corpse_0_faction_pool	999999	wh3_dlc29_nag_raise_dead_cst_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1607227976	wh2_dlc17_lzd_inf_chameleon_stalkers_0_blessed	1	wh2_main_lzd_spawnings_pool		wh2_main_sc_lzd_lizardmen	
1612887549	wh3_dlc24_tze_mon_flamers_changebringers_faction_pool	0	wh3_dlc20_chs_faction_pool		wh_main_sc_chs_chaos	
1615229180	wh3_dlc29_nag_tmb_art_casket_of_souls_0_faction_pool	999999	wh3_dlc29_nag_raise_dead_tmb_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1615259727	wh3_main_kho_mon_bloodthirster_0_warriors_faction_pool	0	wh3_main_belakor_faction_pool			
1617221219	wh3_dlc20_chs_inf_chaos_marauders_mkho_province_pool	0	wh3_dlc20_chs_province_pool	wh_main_chs_chaos		
1617277019	wh3_dlc25_dwf_malakai_feature_goblin_hewer	0	wh3_dlc25_dwf_malakai_feature_mercenary_pool		wh_main_sc_dwf_dwarfs	
1618435482	wh_main_chs_mon_chaos_warhounds_0_province_pool	1	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_sigvald		
1618701333	wh3_dlc27_nor_cav_chaos_chariot_ror	1	wh_dlc08_nor_units_of_renown_pool			
1620610035	wh2_dlc15_grn_mon_feral_hydra_waaagh_0	0	wh2_dlc15_grn_waaagh_pool		wh_main_sc_grn_greenskins	
162159465	wh3_dlc25_nur_chieftain_cav_chaos_chariot_mnur	0	wh3_dlc25_nur_tamurkhan_chieftains_pool	wh3_dlc25_nur_tamurkhan		
1621976098	wh3_twa10_tze_inf_blue_horrors_ror	1	wh3_main_tze_units_of_renown_pool			
1622615158	wh2_twa03_mon_war_mammoth_0	0	wh2_twa03_def_rakarth_merc_pool			
1624091175	wh3_dlc26_kho_inf_wrathmongers_ror	1	wh3_main_kho_units_of_renown_pool			
1625781153	wh3_main_kho_inf_flesh_hounds_of_khorne_0_warriors_faction_pool	0	wh3_main_belakor_faction_pool			
1629480857	wh3_dlc29_chs_art_hellcannon_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
1634005218	wh2_dlc12_lzd_mon_salamander_pack_0_blessed	1	wh2_main_lzd_spawnings_pool		wh2_main_sc_lzd_lizardmen	
163938400	wh3_dlc29_emp_inf_teutogen_guard_ror	1	wh_dlc04_emp_units_of_renown_pool		wh_main_sc_emp_empire	
1641610935	wh3_dlc27_sla_cav_pleasureseekers_warriors_faction_pool	0	wh3_main_belakor_faction_pool			
1642533164	wh2_dlc12_lzd_mon_ancient_salamander_0_blessed	1	wh2_main_lzd_spawnings_pool		wh2_main_sc_lzd_lizardmen	
1643146825	wh2_dlc09_tmb_cav_necropolis_knights_ror	0	wh2_dlc09_tmb_units_of_renown_pool		wh2_dlc09_sc_tmb_tomb_kings	
1643696733	wh3_main_tze_mon_flamers_0_warriors_faction_pool	0	wh3_dlc20_chs_faction_pool		wh_main_sc_chs_chaos	
1643885652	wh2_dlc11_cst_mon_necrofex_colossus_ror_0	1	wh3_dlc29_nag_units_of_renown_ror		wh3_dlc29_sc_nag_undead_legions	
1644548308	wh3_twa08_nur_mon_great_unclean_one_0_ror	1	wh3_dlc20_renown_pool	wh3_dlc29_chs_host_of_the_triplets		
1646801600	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	1	wh2_dlc12_skv_units_of_renown_pool	wh2_main_skv_clan_skryre		
1648724631	wh3_dlc23_chd_inf_infernal_ironsworn_ror	1	wh3_dlc23_chd_units_of_renown_pool		wh3_dlc23_sc_chd_chaos_dwarfs	
1649074237	wh3_main_kho_inf_chaos_warhounds_0_province_pool	1	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_valkia		
1654489466	wh3_dlc23_chd_veh_iron_daemon_ror	0	wh3_dlc23_chd_units_of_renown_pool		wh3_dlc23_sc_chd_chaos_dwarfs	
1655345063	wh2_dlc12_skv_inf_warpfire_thrower_ror_tech_lab_0	1	wh2_dlc12_skv_units_of_renown_pool	wh2_main_skv_clan_skryre		
1657731467	wh3_dlc24_tze_mon_flamers_changebringers_faction_pool	0	wh3_main_belakor_faction_pool			
165991428	wh3_dlc24_cth_inf_dragon_guard_crossbowmen_ror	1	wh3_main_cth_units_of_renown_pool		wh3_main_sc_cth_cathay	
1660008594	wh3_dlc25_emp_art_helstorm_rocket_battery_morr	0	wh3_dlc25_emp_amethyst_unit_pool	wh_main_emp_wissenland		
1660256185	wh_dlc04_vmp_veh_claw_of_nagash_0	1	wh3_dlc29_nag_units_of_renown_ror		wh3_dlc29_sc_nag_undead_legions	
1665318476	wh2_dlc13_emp_cav_empire_knights_ror_0	0	wh2_dlc13_emp_elector_counts_merc_pool		wh_main_sc_emp_empire	
1667466746	wh_dlc01_chs_mon_dragon_ogre_shaggoth_monster_mark_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc29_chs_host_of_the_triplets		
166760032	wh_main_chs_mon_chaos_warhounds_1_province_pool	1	wh3_dlc20_chs_province_pool	wh3_dlc29_chs_host_of_the_triplets		
1668687947	wh3_main_tze_mon_soul_grinder_0_warriors_faction_pool	0	wh3_main_belakor_faction_pool			
1669312292	wh3_main_nur_mon_spawn_of_nurgle_0_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_sigvald		
166958367	wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1670772615	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	1	wh2_main_def_units_of_renown_pool		wh2_main_sc_def_dark_elves	
1671708686	wh3_dlc23_chd_inf_chaos_dwarf_warriors_ror	1	wh3_dlc23_chd_units_of_renown_pool		wh3_dlc23_sc_chd_chaos_dwarfs	
1673408898	wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1674295273	wh2_dlc11_cst_inf_depth_guard_ror_0	1	wh3_dlc29_nag_units_of_renown_ror		wh3_dlc29_sc_nag_undead_legions	
1674764181	wh3_dlc25_emp_cav_outriders_morr	0	wh3_dlc25_emp_amethyst_unit_pool	wh_main_emp_wissenland		
167628552	wh3_dlc29_nur_mon_beast_of_nurgle_0_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
1677047780	wh2_dlc13_emp_veh_steam_tank_ror_0_non_replenish	0	wh2_dlc13_emp_elector_counts_merc_pool_non_replenish		wh_main_sc_emp_empire	
1677514525	wh3_main_nur_mon_beast_of_nurgle_0	1	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1678065753	wh3_dlc20_chs_inf_forsaken_mkho_province_pool	0	wh3_dlc20_chs_province_pool	wh3_dlc20_chs_kholek		
1680617949	wh3_main_nur_mon_great_unclean_one_0	0	wh3_main_nur_units		wh3_main_sc_nur_nurgle	
1681625498	wh3_dlc25_nur_cav_rot_knights_ror	1	wh3_main_nur_units_of_renown_pool			
1683357069	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	1	wh3_dlc29_nag_units_of_renown_ror		wh3_dlc29_sc_nag_undead_legions	
1687327933	wh2_dlc11_cst_cav_deck_droppers_0	0	wh2_dlc11_cst_vampire_pirate_merc_pool		wh2_dlc11_sc_cst_vampire_coast	
1687722247	wh3_main_pro_ksl_veh_light_war_sled_ror_0	1	wh3_main_pro_ksl_ror		wh3_main_pro_sc_ksl_kislev	
1688915379	wh3_twa06_sla_inf_daemonette_ror_0	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_azazel		
1689416319	wh2_dlc11_cst_mon_mournguls_ror_0	1	wh3_dlc29_nag_units_of_renown_ror		wh3_dlc29_sc_nag_undead_legions	
1693975190	wh2_dlc11_cst_cav_deck_droppers_0	0	wh2_dlc11_cst_vampire_pirate_province_pool		wh2_dlc11_sc_cst_vampire_coast	
1698726381	wh3_dlc29_nag_vmp_inf_zombie_faction_pool	999999	wh3_dlc29_nag_raise_dead_vmp_faction_pool		wh3_dlc29_sc_nag_undead_legions	
1699710982	wh3_dlc27_sla_dechala_daemons_pleasureseekers	0	wh3_dlc27_sla_daemonic_attraction			
1701156547	wh2_twa03_mon_monster_giant_spider	0	wh2_twa03_def_rakarth_merc_pool			
1701484952	wh2_dlc17_lzd_mon_coatl_ror_0	1	wh2_dlc12_lzd_units_of_renown_pool		wh2_main_sc_lzd_lizardmen	
170487665	wh_pro04_bst_inf_centigors_ror_0	1	wh_dlc03_bst_units_of_renown_pool		wh_dlc03_sc_bst_beastmen	
1706046117	wh3_dlc20_chs_mon_giant_mnur_ror	1	wh3_main_nur_units_of_renown_pool			
1708627043	wh_pro04_chs_art_hellcannon_ror_0	1	wh_dlc01_chs_units_of_renown_pool		wh_main_sc_chs_chaos	
1709507056	wh3_dlc29_nur_inf_chaos_furies_0_glottkin_garden_pool	0	wh3_dlc29_woc_glottkin_garden_faction_pool	wh3_dlc29_chs_host_of_the_triplets		
1709780458	wh3_twa08_sla_mon_keeper_of_secrets_0_ror	1	wh_dlc01_chs_units_of_renown_pool		wh_main_sc_chs_chaos	
1711312512	wh3_main_tze_mon_screamers_0_warriors_faction_pool	0	wh3_dlc20_coc_faction_pool	wh3_dlc20_chs_vilitch		
1713017664	wh2_dlc15_hef_mon_moon_dragon_imrik	0	wh2_dlc15_hef_imrik_dragon_units_of_renown_pool		wh2_main_sc_hef_high_elves	
171701397	wh3_dlc29_chs_inf_flayerkin_province_pool	0	wh3_dlc20_chs_province_pool		wh_main_sc_chs_chaos	
1720441137	wh3_dlc24_ksl_inf_akshina_ambushers_ror	1	wh3_main_ksl_units_of_renown_pool		wh3_main_sc_ksl_kislev	
1722025410	wh3_dlc20_chs_mon_warshrine_mkho_faction_pool	0	wh3_dlc20_coc_faction_pool	wh3_dlc20_chs_valkia		
172803219	wh3_dlc27_nor_cav_marauder_horsemen_ror	1	wh3_dlc20_renown_pool	wh3_dlc20_chs_azazel		
