key	network	position_x	position_y	template
wh3_main_combi_province_iron_mountains	wh3_main_teleportation_network_belakor	62	821	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_ironfrost_glacier	wh3_main_teleportation_network_belakor	158	895	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_ironsand_desert	wh3_main_teleportation_network_belakor	28	636	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_irrana_mountains	wh3_main_teleportation_network_belakor	399	468	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_isthmus_of_lustria	wh3_main_teleportation_network_belakor	81	490	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_ivory_road	wh3_main_teleportation_network_belakor	1018	504	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_jade_river_delta	wh3_main_teleportation_network_belakor	1358	565	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_jungles_of_chian	wh3_main_teleportation_network_belakor	1307	396	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_jungles_of_green_mist	wh3_main_teleportation_network_belakor	28	343	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_jungles_of_pahualaxa	wh3_main_teleportation_network_belakor	100	422	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_kdatha	wh3_main_teleportation_network_belakor	994	830	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_kingdom_of_beasts	wh3_main_teleportation_network_belakor	774	259	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_land_of_assassins	wh3_main_teleportation_network_belakor	425	269	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_land_of_the_dead	wh3_main_teleportation_network_belakor	609	299	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_land_of_the_dervishes	wh3_main_teleportation_network_belakor	559	246	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_lands_of_stone_and_steel	wh3_main_teleportation_network_belakor	1218	656	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_marches_of_couronne	wh3_main_teleportation_network_belakor	399	668	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_marshes_of_madness	wh3_main_teleportation_network_belakor	697	408	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_middenland	wh3_main_teleportation_network_belakor	546	698	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_mootland	wh3_main_teleportation_network_belakor	656	609	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_mosquito_swamps	wh3_main_teleportation_network_belakor	227	268	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_mount_li	wh3_main_teleportation_network_belakor	1377	415	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_mountains_of_hel	wh3_main_teleportation_network_belakor	631	853	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_mountains_of_mourn	wh3_main_teleportation_network_belakor	1006	574	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_mountains_of_naglfari	wh3_main_teleportation_network_belakor	509	845	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_mouth_of_ruin	wh3_main_teleportation_network_belakor	967	447	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_nagarythe	wh3_main_teleportation_network_belakor	229	640	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_nongchang_basin	wh3_main_teleportation_network_belakor	1261	500	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_nordland	wh3_main_teleportation_network_belakor	545	760	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_northern_grey_mountains	wh3_main_teleportation_network_belakor	449	615	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_northern_sylvania	wh3_main_teleportation_network_belakor	674	627	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_northern_wastes	wh3_main_teleportation_network_belakor	389	935	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_northern_worlds_edge_mountains	wh3_main_teleportation_network_belakor	795	666	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_northern_yvresse	wh3_main_teleportation_network_belakor	327	580	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_obsidian_peaks	wh3_main_teleportation_network_belakor	124	718	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_ostermark	wh3_main_teleportation_network_belakor	689	715	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_ostland	wh3_main_teleportation_network_belakor	636	723	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_path_to_the_east	wh3_main_teleportation_network_belakor	927	692	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_peak_pass	wh3_main_teleportation_network_belakor	736	647	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_phoenix_gate	wh3_main_teleportation_network_belakor	244	631	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_pirates_current	wh3_main_teleportation_network_belakor	502	383	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_plain_of_illusions	wh3_main_teleportation_network_belakor	737	926	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_plains_of_xen	wh3_main_teleportation_network_belakor	1340	624	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_red_desert	wh3_main_teleportation_network_belakor	10	642	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_reikland	wh3_main_teleportation_network_belakor	515	646	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_rib_peaks	wh3_main_teleportation_network_belakor	776	597	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_river_brienne	wh3_main_teleportation_network_belakor	387	589	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_river_lynsk	wh3_main_teleportation_network_belakor	635	781	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_river_qurveza	wh3_main_teleportation_network_belakor	171	228	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_river_urskoy	wh3_main_teleportation_network_belakor	707	734	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_saphery	wh3_main_teleportation_network_belakor	300	572	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_scorpion_coast	wh3_main_teleportation_network_belakor	152	325	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_serpent_estuary	wh3_main_teleportation_network_belakor	1318	368	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_shifting_sands	wh3_main_teleportation_network_belakor	636	256	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_solland	wh3_main_teleportation_network_belakor	577	577	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_southern_badlands	wh3_main_teleportation_network_belakor	630	368	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_southern_grey_mountains	wh3_main_teleportation_network_belakor	543	563	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_southern_jungles	wh3_main_teleportation_network_belakor	617	114	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_southern_oblast	wh3_main_teleportation_network_belakor	730	695	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_southern_sylvania	wh3_main_teleportation_network_belakor	721	621	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_southern_worlds_edge_mountains	wh3_main_teleportation_network_belakor	794	462	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_southern_yvresse	wh3_main_teleportation_network_belakor	305	531	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_southlands_worlds_edge_mountains	wh3_main_teleportation_network_belakor	670	221	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_spine_of_sotek	wh3_main_teleportation_network_belakor	123	206	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_spiteful_peaks	wh3_main_teleportation_network_belakor	151	832	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_stirland	wh3_main_teleportation_network_belakor	595	630	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_stonesky_foothills	wh3_main_teleportation_network_belakor	1175	701	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_talabecland	wh3_main_teleportation_network_belakor	592	685	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_talsyn	wh3_main_teleportation_network_belakor	524	519	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_abyssal_glacier	wh3_main_teleportation_network_belakor	562	27	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_black_flood	wh3_main_teleportation_network_belakor	143	777	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_blasted_wastes	wh3_main_teleportation_network_belakor	836	658	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_bleak_coast	wh3_main_teleportation_network_belakor	135	588	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_blighted_marshes	wh3_main_teleportation_network_belakor	464	450	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_blood_marshes	wh3_main_teleportation_network_belakor	914	876	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_broken_lands	wh3_main_teleportation_network_belakor	265	801	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_capes	wh3_main_teleportation_network_belakor	292	96	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_clawed_coast	wh3_main_teleportation_network_belakor	173	730	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_cold_mires	wh3_main_teleportation_network_belakor	473	939	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_cracked_land	wh3_main_teleportation_network_belakor	538	297	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_creeping_jungle	wh3_main_teleportation_network_belakor	92	369	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_cursed_city	wh3_main_teleportation_network_belakor	718	761	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_daemonium_hills	wh3_main_teleportation_network_belakor	700	21	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_desolation_of_azgorh	wh3_main_teleportation_network_belakor	845	508	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_dragon_isles	wh3_main_teleportation_network_belakor	976	389	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_eternal_lagoon	wh3_main_teleportation_network_belakor	581	949	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_golden_pass	wh3_main_teleportation_network_belakor	730	180	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_great_canal	wh3_main_teleportation_network_belakor	1264	420	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_great_ocean	wh3_main_teleportation_network_belakor	259	459	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_gwangee_valley	wh3_main_teleportation_network_belakor	87	311	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_haunted_forest	wh3_main_teleportation_network_belakor	1054	416	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_howling_wastes	wh3_main_teleportation_network_belakor	940	486	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_ice_fire_plains	wh3_main_teleportation_network_belakor	305	27	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_isthmus_coast	wh3_main_teleportation_network_belakor	114	513	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_jungles_of_the_gods	wh3_main_teleportation_network_belakor	706	121	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_lost_valley	wh3_main_teleportation_network_belakor	185	198	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_maw	wh3_main_teleportation_network_belakor	1074	507	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_misty_hills	wh3_main_teleportation_network_belakor	501	697	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_night_forest_road	wh3_main_teleportation_network_belakor	201	125	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_noisome_tumour	wh3_main_teleportation_network_belakor	652	942	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_plain_of_bones	wh3_main_teleportation_network_belakor	880	446	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_plain_of_zharr	wh3_main_teleportation_network_belakor	939	640	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_red_wastes	wh3_main_teleportation_network_belakor	1305	667	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_road_of_skulls	wh3_main_teleportation_network_belakor	200	829	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_sacred_pools	wh3_main_teleportation_network_belakor	156	251	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_shard_lands	wh3_main_teleportation_network_belakor	371	880	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_silver_road	wh3_main_teleportation_network_belakor	742	540	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_skull_road	wh3_main_teleportation_network_belakor	881	773	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_southern_wastes	wh3_main_teleportation_network_belakor	458	48	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_turtle_isles	wh3_main_teleportation_network_belakor	40	258	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_vaults	wh3_main_teleportation_network_belakor	563	515	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_wasteland	wh3_main_teleportation_network_belakor	440	662	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_witchs_wood	wh3_main_teleportation_network_belakor	532	721	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_witchwood	wh3_main_teleportation_network_belakor	78	657	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_the_wolf_lands	wh3_main_teleportation_network_belakor	912	535	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_tilea	wh3_main_teleportation_network_belakor	507	449	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_tiranoc	wh3_main_teleportation_network_belakor	183	602	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_titan_peaks	wh3_main_teleportation_network_belakor	75	581	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_torgovann	wh3_main_teleportation_network_belakor	514	550	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_troll_country	wh3_main_teleportation_network_belakor	692	786	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_trollheim_mountains	wh3_main_teleportation_network_belakor	644	816	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_unicorn_gate	wh3_main_teleportation_network_belakor	209	619	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_vampire_coast	wh3_main_teleportation_network_belakor	264	261	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_vanaheim_mountains	wh3_main_teleportation_network_belakor	462	802	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_volcanic_islands	wh3_main_teleportation_network_belakor	268	214	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_warpstone_desert	wh3_main_teleportation_network_belakor	1121	561	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_wastelands_of_jinshen	wh3_main_teleportation_network_belakor	1139	494	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_western_badlands	wh3_main_teleportation_network_belakor	641	435	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_western_border_princes	wh3_main_teleportation_network_belakor	581	441	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_western_great_bastion	wh3_main_teleportation_network_belakor	1174	671	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_western_jungles	wh3_main_teleportation_network_belakor	536	195	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_western_oblast	wh3_main_teleportation_network_belakor	625	789	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_winters_teeth_pass	wh3_main_teleportation_network_belakor	576	551	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_wissenland	wh3_main_teleportation_network_belakor	541	612	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_wydrioth	wh3_main_teleportation_network_belakor	517	550	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_wyrm_pass	wh3_main_teleportation_network_belakor	1080	444	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_yn_edri_eternos	wh3_main_teleportation_network_belakor	508	541	wh3_main_teleportation_node_template_belakor
wh3_main_combi_province_zorn_uzkul	wh3_main_teleportation_network_belakor	848	732	wh3_main_teleportation_node_template_belakor
wh3_main_sea_lane_far_jade_to_dread_1	wh3_main_sea_lane_jade_to_dread	1418	308	wh3_main_teleportation_node_template_jade_to_dread
wh3_main_sea_lane_far_jade_to_dread_2	wh3_main_sea_lane_jade_to_dread	1067	88	wh3_main_teleportation_node_template_jade_to_dread
wh3_main_sea_lane_far_jade_to_far_sea_1	wh3_main_sea_lane_jade_to_far_sea	1418	509	wh3_main_teleportation_node_template_jade_to_far_sea
wh3_main_sea_lane_far_jade_to_far_sea_2	wh3_main_sea_lane_jade_to_far_sea	21	411	wh3_main_teleportation_node_template_jade_to_far_sea
wh3_main_sea_lane_far_jade_to_lustria_gulf_1	wh3_main_sea_lane_jade_to_lustria_gulf	1418	411	wh3_main_teleportation_node_template_jade_to_lustria_gulf
wh3_main_sea_lane_far_jade_to_lustria_gulf_2	wh3_main_sea_lane_jade_to_lustria_gulf	88	112	wh3_main_teleportation_node_template_jade_to_lustria_gulf
wh3_main_sea_lane_underworld_sea_1	wh3_main_sea_lane_underworld_sea	17	513	wh3_main_teleportation_node_template_underworld_sea
wh3_main_sea_lane_underworld_sea_2	wh3_main_sea_lane_underworld_sea	185	777	wh3_main_teleportation_node_template_underworld_sea
