key	image	max_displays	weighting	first_shown_weighting	category
wh2_main_game_hint_lore_of_beasts_unit	UI/skins/default/pre_battle_dlc03_lore_beasts.png	-1	1	2	battle
wh2_main_game_hint_lore_of_da_big_waaagh	UI/skins/default/pre_battle_lore_big_waaagh.png	-1	1	2	battle
wh2_main_game_hint_lore_of_da_big_waaagh_unit	UI/skins/default/pre_battle_lore_big_waaagh.png	-1	1	2	battle
wh2_main_game_hint_lore_of_da_little_waaagh	UI/skins/default/pre_battle_lore_lil_waaagh.png	-1	1	2	battle
wh2_main_game_hint_lore_of_da_little_waaagh_unit	UI/skins/default/pre_battle_lore_lil_waaagh.png	-1	1	2	battle
wh2_main_game_hint_lore_of_dark_magic	UI/skins/default/pre_battle_lore_dark_magic.png	-1	1	3	battle
wh2_main_game_hint_lore_of_dark_magic_unit	UI/skins/default/pre_battle_lore_dark_magic.png	-1	1	3	battle
wh2_main_game_hint_lore_of_death	UI/skins/default/pre_battle_lore_death.png	-1	1	2	battle
wh2_main_game_hint_lore_of_death_unit	UI/skins/default/pre_battle_lore_death.png	-1	1	2	battle
wh2_main_game_hint_lore_of_deeps	UI/skins/default/pre_battle_lore_deep.png	-1	1	2	battle
wh2_main_game_hint_lore_of_deeps_unit	UI/skins/default/pre_battle_lore_deep.png	-1	1	2	battle
wh2_main_game_hint_lore_of_fire	UI/skins/default/pre_battle_lore_fire.png	-1	1	2	battle
wh2_main_game_hint_lore_of_fire_unit	UI/skins/default/pre_battle_lore_fire.png	-1	1	2	battle
wh2_main_game_hint_lore_of_heavens	UI/skins/default/pre_battle_lore_heavens.png	-1	1	2	battle
wh2_main_game_hint_lore_of_heavens_unit	UI/skins/default/pre_battle_lore_heavens.png	-1	1	2	battle
wh2_main_game_hint_lore_of_high_magic	UI/skins/default/pre_battle_lore_high_magic.png	-1	1	3	battle
wh2_main_game_hint_lore_of_high_magic_unit	UI/skins/default/pre_battle_lore_high_magic.png	-1	1	3	battle
wh2_main_game_hint_lore_of_life	UI/skins/default/pre_battle_dlc05_lore_life.png	-1	1	2	battle
wh2_main_game_hint_lore_of_life_unit	UI/skins/default/pre_battle_dlc05_lore_life.png	-1	1	2	battle
wh2_main_game_hint_lore_of_light	UI/skins/default/pre_battle_lore_light.png	-1	1	2	battle
wh2_main_game_hint_lore_of_light_unit	UI/skins/default/pre_battle_lore_light.png	-1	1	2	battle
wh2_main_game_hint_lore_of_metal	UI/skins/default/pre_battle_lore_metal.png	-1	1	2	battle
wh2_main_game_hint_lore_of_metal_unit	UI/skins/default/pre_battle_lore_metal.png	-1	1	2	battle
wh2_main_game_hint_lore_of_nehekhara	UI/skins/default/pre_battle_lore_nehekhara.png	-1	1	2	battle
wh2_main_game_hint_lore_of_nehekhara_unit	UI/skins/default/pre_battle_lore_nehekhara.png	-1	1	2	battle
wh2_main_game_hint_lore_of_shadows	UI/skins/default/pre_battle_dlc05_lore_shadows.png	-1	1	2	battle
wh2_main_game_hint_lore_of_shadows_unit	UI/skins/default/pre_battle_dlc05_lore_shadows.png	-1	1	2	battle
wh2_main_game_hint_lore_of_the_wild	UI/skins/default/pre_battle_dlc03_lore_wild.png	-1	1	2	battle
wh2_main_game_hint_lore_of_the_wild_unit	UI/skins/default/pre_battle_dlc03_lore_wild.png	-1	1	2	battle
wh2_main_game_hint_lore_of_vampires	UI/skins/default/pre_battle_lore_vampire.png	-1	1	2	battle
wh2_main_game_hint_lore_of_vampires_unit	UI/skins/default/pre_battle_lore_vampire.png	-1	1	2	battle
wh2_main_game_hint_skaven_spells_of_plague	UI/skins/default/pre_battle_lore_plague.png	-1	1	3	generic
wh2_main_game_hint_skaven_spells_of_plague_unit	UI/skins/default/pre_battle_lore_plague.png	-1	1	3	generic
wh2_main_game_hint_skaven_spells_of_ruin	UI/skins/default/pre_battle_lore_ruin.png	-1	1	3	generic
wh2_main_game_hint_skaven_spells_of_ruin_unit	UI/skins/default/pre_battle_lore_ruin.png	-1	1	3	generic
wh2_main_game_hint_winds_of_magic	ui/loading_ui/diagrams/winds_of_magic.png	-1	1	2	generic
wh2_main_grn_art_doom_diver_catapult	ui/units/infopics/wh_main_grn_doom_diver.png	-1	1	3	unit
wh2_main_grn_art_goblin_rock_lobber	ui/units/infopics/wh_main_grn_goblin_rock_lobber.png	-1	1	3	unit
wh2_main_grn_cav_forest_goblin_spider_riders_0	ui/units/infopics/wh_main_grn_goblin_spider_rider_spear.png	-1	1	3	unit
wh2_main_grn_cav_forest_goblin_spider_riders_1	UI/units/infopics/wh_main_grn_goblin_spider_rider_bow.png	-1	1	3	unit
wh2_main_grn_cav_goblin_wolf_chariot	UI/units/infopics/wh_main_grn_goblin_wolf_chariot.png	-1	1	3	unit
wh2_main_grn_cav_goblin_wolf_riders_0	UI/units/infopics/wh_main_grn_goblin_wolf_rider_spear.png	-1	1	3	unit
wh2_main_grn_cav_goblin_wolf_riders_1	ui/units/infopics/wh_main_grn_goblin_wolf_rider_bow.png	-1	1	3	unit
wh2_main_grn_cav_orc_boar_boy_big_uns	ui/units/infopics/wh_main_grn_boar_boyz_big_uns.png	-1	1	3	unit
wh2_main_grn_cav_orc_boar_boyz	UI/units/infopics/wh_main_grn_boar_boyz.png	-1	1	3	unit
wh2_main_grn_cav_orc_boar_chariot	ui/units/infopics/wh_main_grn_boar_chariot.png	-1	1	3	unit
wh2_main_grn_cav_savage_orc_boar_boy_big_uns	ui/units/infopics/wh_main_grn_savage_orc_boar_boyz_big_uns.png	-1	1	3	unit
wh2_main_grn_cav_savage_orc_boar_boyz	ui/units/infopics/wh_main_grn_savage_orc_boar_boyz.png	-1	1	3	unit
wh2_main_grn_cav_squig_hoppers_0	UI/units/infopics/wh_dlc06_grn_squig_hoppers.png	-1	1	3	unit
wh2_main_grn_inf_black_orcs	ui/units/infopics/wh_main_grn_black_orc.png	-1	1	3	unit
wh2_main_grn_inf_goblin_archers	UI/units/infopics/wh_main_grn_goblins_bow.png	-1	1	3	unit
wh2_main_grn_inf_goblin_spearmen	UI/units/infopics/wh_main_grn_goblins_spear.png	-1	1	3	unit
wh2_main_grn_inf_nasty_skukers_0	UI/units/infopics/wh_dlc06_grn_nasty_skulkers.png	-1	1	3	unit
wh2_main_grn_inf_night_goblin_archers	UI/units/infopics/wh_main_grn_night_goblins_bow.png	-1	1	3	unit
wh2_main_grn_inf_night_goblins	UI/units/infopics/wh_main_grn_night_goblins_sword.png	-1	1	3	unit
wh2_main_grn_inf_orc_arrer_boyz	UI/units/infopics/wh_main_grn_orc_boyz_bow.png	-1	1	3	unit
wh2_main_grn_inf_orc_big_uns	UI/units/infopics/wh_main_grn_orc_boyz_big_uns.png	-1	1	3	unit
wh2_main_grn_inf_orc_boyz	UI/units/infopics/wh_main_grn_orc_boyz_sword.png	-1	1	3	unit
wh2_main_grn_inf_savage_orc_arrer_boyz	ui/units/infopics/wh_main_grn_savage_orc_boyz_bow.png	-1	1	3	unit
wh2_main_grn_inf_savage_orc_big_uns	ui/units/infopics/wh_main_grn_savage_orc_boyz_big_uns.png	-1	1	3	unit
wh2_main_grn_inf_savage_orcs	UI/units/infopics/wh_main_grn_savage_orc_boyz_sword.png	-1	1	3	unit
wh2_main_grn_inf_squig_herd_0	UI/units/infopics/wh_dlc06_grn_squig_herd.png	-1	1	3	unit
wh2_main_grn_mon_arachnarok_spider_0	ui/units/infopics/wh_main_grn_arachnarok_spider.png	-1	1	3	unit
wh2_main_grn_mon_giant	ui/units/infopics/wh_main_grn_giant.png	-1	1	3	unit
wh2_main_grn_mon_trolls	ui/units/infopics/wh_main_grn_trolls.png	-1	1	3	unit
wh2_main_hef_art_eagle_claw_bolt_thrower	ui/units/infopics/wh2_main_hef_art_eagle_claw_bolt_thrower.png	-1	1	3	unit
wh2_main_hef_cav_dragon_princes	ui/units/infopics/wh2_main_hef_cav_dragon_princes.png	-1	1	3	unit
wh2_main_hef_cav_ellyrian_reavers_0	ui/units/infopics/wh2_main_hef_ellyrian_reavers.png	-1	1	3	unit
wh2_main_hef_cav_ellyrian_reavers_1	ui/units/infopics/wh2_main_hef_ellyrian_reavers_bow.png	-1	1	3	unit
wh2_main_hef_cav_ithilmar_chariot	ui/units/infopics/wh2_main_hef_cav_ithilmar_tiranoc_chariot.png	-1	1	3	unit
wh2_main_hef_cav_silver_helms_0	ui/units/infopics/wh2_main_hef_silver_helms.png	-1	1	3	unit
wh2_main_hef_cav_silver_helms_1	ui/units/infopics/wh2_main_hef_silver_helms_shield.png	-1	1	3	unit
wh2_main_hef_cav_tiranoc_chariot	ui/units/infopics/wh2_main_hef_cav_tiranoc_chariot.png	-1	1	3	unit
wh2_main_hef_cha_alarielle_the_radiant	UI/Portraits/portholes/no_culture/hef_alarielle_campaign_0.png	-1	1	2	generic
wh2_main_hef_cha_alith_anar	ui/portraits/portholes/no_culture/hef_alith_anar_0.png	-1	1	2	generic
wh2_main_hef_cha_teclis_0	ui/portraits/portholes/no_culture/hef_teclis_0.png	-1	1	2	generic
wh2_main_hef_cha_tyrion_0	ui/portraits/portholes/no_culture/hef_tyrion_0.png	-1	1	2	generic
wh2_main_hef_inf_archers_0	ui/units/infopics/wh2_main_hef_archers.png	-1	1	3	unit
wh2_main_hef_inf_archers_1	ui/units/infopics/wh2_main_hef_archers_light_armour.png	-1	1	3	unit
wh2_main_hef_inf_gate_guard	ui/units/infopics/wh2_main_hef_inf_gate_guard.png	-1	1	3	unit
wh2_main_hef_inf_lothern_sea_guard_0	ui/units/infopics/wh2_main_hef_lothern_sea_guard.png	-1	1	3	unit
wh2_main_hef_inf_lothern_sea_guard_1	ui/units/infopics/wh2_main_hef_lothern_sea_guard_shields.png	-1	1	3	unit
wh2_main_hef_inf_phoenix_guard	ui/units/infopics/wh2_main_hef_phoenix_guard.png	-1	1	3	unit
wh2_main_hef_inf_shadow_walkers_0	UI/units/infopics/wh2_dlc10_hef_inf_shadow_walkers.png	-1	1	3	unit
wh2_main_hef_inf_shadow_warriors_0	UI/units/infopics/wh2_dlc10_hef_inf_shadow_warriors.png	-1	1	3	unit
wh2_main_hef_inf_sisters_of_avelorn_0	UI/units/infopics/wh2_dlc10_hef_inf_sisters_of_avelorn.png	-1	1	3	unit
wh2_main_hef_inf_spearmen_0	ui/units/infopics/wh2_main_hef_spearmen.png	-1	1	3	unit
wh2_main_hef_inf_swordmasters_of_hoeth_0	ui/units/infopics/wh2_main_hef_swordmasters_of_hoeth.png	-1	1	3	unit
wh2_main_hef_inf_white_lions_of_chrace_0	ui/units/infopics/wh2_main_hef_white_lions_of_chrace.png	-1	1	3	unit
wh2_main_hef_mon_great_eagle	ui/units/infopics/wh2_main_hef_mon_great_eagle.png	-1	1	3	unit
wh2_main_hef_mon_moon_dragon	ui/units/infopics/wh2_main_hef_mon_moon_dragon.png	-1	1	3	unit
wh2_main_hef_mon_phoenix_flamespyre	ui/units/infopics/wh2_main_hef_mon_phoenix_flamespyre.png	-1	1	3	unit
wh2_main_hef_mon_phoenix_frostheart	ui/units/infopics/wh2_main_hef_mon_phoenix_frostheart.png	-1	1	3	unit
wh2_main_hef_mon_star_dragon	ui/units/infopics/wh2_main_hef_star_dragon.png	-1	1	3	unit
wh2_main_hef_mon_sun_dragon	ui/units/infopics/wh2_main_hef_mon_sun_dragon.png	-1	1	3	unit
wh2_main_hp_battle_advanced_controls	ui/loading_ui/diagrams/battle_advanced_controls.png	1	1	3	battle
wh2_main_hp_battle_advanced_controls_2	ui/loading_ui/diagrams/battle_advanced_controls.png	1	1	3	battle
wh2_main_hp_battle_advanced_controls_3	ui/loading_ui/diagrams/battle_advanced_controls.png	1	1	3	battle
wh2_main_hp_battle_advanced_controls_4	ui/loading_ui/diagrams/battle_advanced_controls.png	1	1	3	battle
wh2_main_hp_battle_advisor	ui/loading_ui/diagrams/campaign_advisor.png	1	1	4	battle
wh2_main_hp_battle_ambush_battles		-1	1	4	battle_ambush
wh2_main_hp_battle_armies	ui/loading_ui/diagrams/battle_armies.png	1	1	5	battle
wh2_main_hp_battle_army_abilities	ui/loading_ui/diagrams/battle_army_abilities.png	-1	1	2	battle
wh2_main_hp_battle_artillery	ui/loading_ui/diagrams/battle_artillery.png	-1	1	3	battle
wh2_main_hp_battle_battle_game		1	1	5	battle
wh2_main_hp_battle_battle_game_2		-1	1	2	battle
wh2_main_hp_battle_battle_game_3		-1	1	2	battle
wh2_main_hp_battle_battle_interface_2		-1	1	2	battle
wh2_main_hp_battle_battle_interface_3		-1	1	2	battle
wh2_main_hp_battle_battle_interface_4		-1	1	2	battle
wh2_main_hp_battle_battle_interface_5		-1	1	2	battle
wh2_main_hp_battle_battle_interface_6		-1	1	2	battle
wh2_main_hp_battle_camera_controls		1	1	5	battle
wh2_main_hp_battle_deployment	ui/loading_ui/diagrams/battle_deployment.png	1	1	5	battle
wh2_main_hp_battle_deployment_2	ui/loading_ui/diagrams/battle_deployment.png	-1	1	2	battle
wh2_main_hp_battle_deployment_3		-1	1	2	battle_ambush
wh2_main_hp_battle_extra_powder		-1	1	3	battle
wh2_main_hp_battle_fire_at_will	ui/loading_ui/diagrams/battle_fire_at_will.png	-1	1	2	battle
wh2_main_hp_battle_flanking	ui/loading_ui/diagrams/battle_flanking.png	-1	1	3	battle
wh2_main_hp_battle_flying_units	ui/loading_ui/diagrams/battle_flying_units.png	-1	1	3	battle
wh2_main_hp_battle_flying_units_2	ui/loading_ui/diagrams/battle_flying_units.png	-1	1	2	battle
wh2_main_hp_battle_formations	ui/loading_ui/diagrams/battle_formations.png	-1	1	2	battle
wh2_main_hp_battle_grouping	ui/loading_ui/diagrams/battle_grouping.png	-1	1	2	battle
wh2_main_hp_battle_grouping_2	ui/loading_ui/diagrams/battle_grouping.png	-1	1	2	battle
wh2_main_hp_battle_infantry		-1	1	3	battle
wh2_main_hp_battle_infantry_2		-1	1	2	battle
wh2_main_hp_battle_infantry_3		-1	1	2	battle
wh2_main_hp_battle_infantry_4		-1	1	2	battle
wh2_main_hp_battle_leadership	ui/loading_ui/diagrams/battle_leadership.png	1	1	5	battle
wh2_main_hp_battle_leadership_2	ui/loading_ui/diagrams/battle_leadership.png	-1	1	2	battle
wh2_main_hp_battle_leadership_3	ui/loading_ui/diagrams/battle_leadership.png	-1	1	2	battle
wh2_main_hp_battle_missile_units		-1	1	3	battle
wh2_main_hp_battle_missile_units_2		-1	1	2	battle
wh2_main_hp_battle_missile_units_3		-1	1	2	battle
wh2_main_hp_battle_missile_units_4		-1	1	2	battle
wh2_main_hp_battle_monsters		-1	1	3	battle
wh2_main_hp_battle_mounted_units		-1	1	3	battle
wh2_main_hp_battle_mounted_units_2		-1	1	3	battle
wh2_main_hp_battle_mounted_units_3		-1	1	3	battle
wh2_main_hp_battle_murderous_prowess	ui/loading_ui/diagrams/battle_murderous_prowess.png	-1	1	1	battle
wh2_main_hp_battle_rallying		-1	1	2	battle
wh2_main_hp_battle_rallying_2		-1	1	2	battle
wh2_main_hp_battle_rallying_3		-1	1	2	battle
wh2_main_hp_battle_rampaging	ui/loading_ui/diagrams/battle_rampaging.png	-1	1	1	battle
wh2_main_hp_battle_reinforcements		-1	1	4	battle
wh2_main_hp_battle_siege_weapons	ui/loading_ui/diagrams/battle_siege_weapons.png	-1	1	4	battle_siege
wh2_main_hp_battle_siege_weapons_2	ui/loading_ui/diagrams/battle_siege_weapons.png	-1	1	3	battle_siege
wh2_main_hp_battle_siege_weapons_3	ui/loading_ui/diagrams/battle_siege_weapons.png	-1	1	3	battle_siege
wh2_main_hp_battle_siege_weapons_4	ui/loading_ui/diagrams/battle_siege_weapons.png	-1	1	3	battle_siege
wh2_main_hp_battle_skirmishing	ui/loading_ui/diagrams/battle_skirmishing.png	-1	1	3	battle
wh2_main_hp_battle_spells	ui/loading_ui/diagrams/battle_spells.png	1	1	4	battle
wh2_main_hp_battle_spells_2	ui/loading_ui/diagrams/battle_spells.png	1	1	3	battle
wh2_main_hp_battle_tactical_map	ui/loading_ui/diagrams/battle_tactical_map.png	-1	1	4	battle
wh2_main_hp_battle_tactical_map_2	ui/loading_ui/diagrams/battle_tactical_map.png	-1	1	3	battle
wh2_main_hp_battle_terrain		1	1	5	battle
wh2_main_hp_battle_terrain_2		1	1	2	battle
wh2_main_hp_battle_terrain_3		1	1	2	battle
wh2_main_hp_battle_terrain_4		1	1	2	battle
wh2_main_hp_battle_terrain_5		1	1	2	battle
wh2_main_hp_battle_the_general	ui/loading_ui/diagrams/battle_the_general.png	1	1	4	battle
wh2_main_hp_battle_the_general_2	ui/loading_ui/diagrams/battle_the_general.png	1	1	3	battle
wh2_main_hp_battle_the_general_3	ui/loading_ui/diagrams/battle_the_general.png	1	1	3	battle
wh2_main_hp_battle_towers		-1	1	3	battle_siege
wh2_main_hp_battle_towers_2		-1	1	3	battle_siege
wh2_main_hp_battle_unit_abilities	ui/loading_ui/diagrams/battle_unit_abilities.png	-1	1	4	battle
wh2_main_hp_battle_unit_cards	ui/loading_ui/diagrams/campaign_unit_cards.png	1	1	4	battle
wh2_main_hp_battle_unit_cards_2	ui/loading_ui/diagrams/campaign_unit_cards.png	1	1	3	battle
wh2_main_hp_battle_unit_details_panel	ui/loading_ui/diagrams/campaign_unit_info_panel.png	1	1	4	battle
wh2_main_hp_battle_unit_movement		1	1	5	battle
wh2_main_hp_battle_unit_movement_2		1	1	3	battle
wh2_main_hp_battle_unit_movement_3		1	1	3	battle
wh2_main_hp_battle_unit_movement_4		1	1	3	battle
wh2_main_hp_battle_unit_selection		1	1	5	battle
wh2_main_hp_battle_unit_selection_2		1	1	3	battle
wh2_main_hp_battle_unit_types	ui/loading_ui/diagrams/campaign_unit_types.png	1	1	4	battle
wh2_main_hp_battle_units		1	1	5	battle
wh2_main_hp_battle_victory_locations		-1	1	3	battle_siege
wh2_main_hp_battle_victory_locations_2		-1	1	3	battle_siege
wh2_main_hp_battle_victory_locations_3		-1	1	3	battle_siege
wh2_main_hp_battle_vigour	ui/loading_ui/diagrams/battle_vigour.png	-1	1	4	battle
wh2_main_hp_battle_vigour_2	ui/loading_ui/diagrams/battle_vigour.png	-1	1	2	battle
wh2_main_hp_battle_visibility		1	1	4	battle
wh2_main_hp_battle_visibility_2		1	1	3	battle
wh2_main_hp_battle_weapon_types		1	1	5	battle
wh2_main_hp_battle_winds_of_magic	ui/loading_ui/diagrams/battle_winds_of_magic.png	1	1	4	battle
wh2_main_hp_battle_wizards	ui/loading_ui/diagrams/battle_wizards.png	-1	1	3	battle
wh2_main_hp_battle_wizards_2	ui/loading_ui/diagrams/battle_wizards.png	-1	1	2	battle
wh2_main_hp_campaign_advisor	ui/loading_ui/diagrams/campaign_advisor.png	1	1	9	campaign
wh2_main_hp_campaign_alliances		-1	1	6	campaign
wh2_main_hp_campaign_ambushes	ui/loading_ui/diagrams/campaign_ambushes.png	-1	1	5	campaign
wh2_main_hp_campaign_armies	ui/loading_ui/diagrams/campaign_armies.png	1	1	10	campaign
wh2_main_hp_campaign_armies_additional	ui/loading_ui/diagrams/campaign_armies.png	-1	1	8	campaign
wh2_main_hp_campaign_armies_at_sea	ui/loading_ui/diagrams/campaign_armies_at_sea.png	1	1	7	campaign
wh2_main_hp_campaign_armies_garrison	ui/loading_ui/diagrams/campaign_armies.png	-1	1	8	campaign
wh2_main_hp_campaign_armies_lord	ui/loading_ui/diagrams/campaign_armies.png	-1	1	8	campaign
wh2_main_hp_campaign_army_movement		1	1	8	campaign
wh2_main_hp_campaign_army_movement_extent		1	1	7	campaign
wh2_main_hp_campaign_army_panel		1	1	8	campaign
wh2_main_hp_campaign_astromancy	ui/loading_ui/diagrams/campaign_astromancy.png	-1	1	2	campaign
wh2_main_hp_campaign_attrition	ui/loading_ui/diagrams/campaign_attrition.png	-1	1	6	campaign
wh2_main_hp_campaign_autoresolving	ui/loading_ui/diagrams/campaign_autoresolving.png	1	1	8	campaign
wh2_main_hp_campaign_bankruptcy	ui/loading_ui/diagrams/campaign_bankruptcy.png	1	1	7	campaign
wh2_main_hp_campaign_bankruptcy_actions	ui/loading_ui/diagrams/campaign_bankruptcy.png	1	1	7	campaign
wh2_main_hp_campaign_banners_and_marks	ui/loading_ui/diagrams/campaign_banners_and_marks.png	-1	1	5	campaign
wh2_main_hp_campaign_battles		1	1	8	campaign
wh2_main_hp_campaign_battles_withdrawing		1	1	5	campaign
wh2_main_hp_campaign_black_arks	ui/loading_ui/diagrams/campaign_black_arks.png	-1	1	3	campaign
wh2_main_hp_campaign_blessed_spawnings	ui/loading_ui/diagrams/campaign_blessed_spawnings.png	-1	1	2	campaign
wh2_main_hp_campaign_bloodlines		-1	1	6	campaign
wh2_main_hp_campaign_building_panel	ui/loading_ui/diagrams/campaign_buildings.png	1	1	7	campaign
wh2_main_hp_campaign_building_slots	ui/loading_ui/diagrams/campaign_buildings.png	1	1	8	campaign
wh2_main_hp_campaign_buildings	ui/loading_ui/diagrams/campaign_buildings.png	1	1	10	campaign
wh2_main_hp_campaign_campaign_controls		1	1	9	campaign
wh2_main_hp_campaign_campaign_game		1	1	9	campaign
wh2_main_hp_campaign_campaign_map		1	1	9	campaign
wh2_main_hp_campaign_character_details	ui/loading_ui/diagrams/campaign_character_details.png	1	1	5	campaign
wh2_main_hp_campaign_character_details_panel	ui/loading_ui/diagrams/campaign_character_details.png	1	1	8	campaign
wh2_main_hp_campaign_character_info_panel	ui/loading_ui/diagrams/campaign_character_info_panel.png	1	1	7	campaign
wh2_main_hp_campaign_character_skills	ui/loading_ui/diagrams/campaign_character_skills.png	1	1	6	campaign
wh2_main_hp_campaign_characters		1	1	10	campaign
wh2_main_hp_campaign_commandments	ui/loading_ui/diagrams/campaign_commandments.png	-1	1	6	campaign
wh2_main_hp_campaign_confederation		-1	1	5	campaign
wh2_main_hp_campaign_corruption	ui/loading_ui/diagrams/campaign_corruption.png	-1	1	6	campaign
wh2_main_hp_campaign_dark_elves	UI\Flags\wh2_main_def_naggarond\mon_rotated.png	-1	1	4	campaign
wh2_main_hp_campaign_diplomacy	ui/loading_ui/diagrams/campaign_diplomacy.png	1	1	10	campaign
wh2_main_hp_campaign_diplomacy_screen	ui/loading_ui/diagrams/campaign_diplomacy.png	1	1	8	campaign
wh2_main_hp_campaign_drop_down_lists	ui/loading_ui/diagrams/campaign_drop_down_lists.png	1	1	7	campaign
wh2_main_hp_campaign_encounters_at_sea	ui/loading_ui/diagrams/campaign_encounters_at_sea.png	-1	1	5	campaign
wh2_main_hp_campaign_espionage		-1	1	2	campaign
wh2_main_hp_campaign_faction_interfaces		1	1	7	campaign
wh2_main_hp_campaign_faction_management		1	1	8	campaign
wh2_main_hp_campaign_faction_summary_screen	ui/loading_ui/diagrams/campaign_faction_summary_screen.png	1	1	7	campaign
wh2_main_hp_campaign_factions	ui/loading_ui/diagrams/campaign_factions.png	1	1	10	campaign
wh2_main_hp_campaign_fog_of_war		1	1	8	campaign
wh2_main_hp_campaign_food	ui/loading_ui/diagrams/campaign_food.png	-1	1	2	campaign
wh2_main_hp_campaign_fortifications		1	1	5	campaign
wh2_main_hp_campaign_garrison_armies	ui/loading_ui/diagrams/campaign_garrison_armies.png	1	1	6	campaign
wh2_main_hp_campaign_geomantic_web	ui/loading_ui/diagrams/campaign_geomantic_web.png	-1	1	2	campaign
wh2_main_hp_campaign_growth	ui/loading_ui/diagrams/campaign_growth.png	1	1	9	campaign
wh2_main_hp_campaign_hero_actions	ui/loading_ui/diagrams/campaign_hero_actions.png	1	1	8	campaign
wh2_main_hp_campaign_heroes	ui/loading_ui/diagrams/campaign_heroes.png	1	1	9	campaign
wh2_main_hp_campaign_high_elves	UI\Flags\wh2_main_hef_lothern\mon_rotated.png	-1	1	4	campaign
wh2_main_hp_campaign_income	ui/loading_ui/diagrams/campaign_money.png	1	1	10	campaign
wh2_main_hp_campaign_influence	ui/loading_ui/diagrams/campaign_influence.png	-1	1	2	campaign
wh2_main_hp_campaign_intrigue_at_the_court	ui/loading_ui/diagrams/campaign_intrigue_at_the_court.png	-1	1	2	campaign
wh2_main_hp_campaign_lizardmen	UI\Flags\wh2_main_lzd_hexoatl\mon_rotated.png	-1	1	4	campaign
wh2_main_hp_campaign_lords	ui/loading_ui/diagrams/campaign_armies.png	1	1	9	campaign
wh2_main_hp_campaign_loyalty	ui/loading_ui/diagrams/campaign_loyalty.png	-1	1	2	campaign
wh2_main_hp_campaign_missions		1	1	5	campaign
wh2_main_hp_campaign_money	ui/loading_ui/diagrams/campaign_money.png	1	1	9	campaign
wh2_main_hp_campaign_non_aggression_pacts		-1	1	5	campaign
wh2_main_hp_campaign_ports	ui/loading_ui/diagrams/campaign_ports.png	1	1	6	campaign
wh2_main_hp_campaign_post_battle_options		-1	1	5	campaign
wh2_main_hp_campaign_post_battle_panel		1	1	7	campaign
wh2_main_hp_campaign_pre_battle_options	ui/loading_ui/diagrams/campaign_pre_battle_options.png	1	1	7	campaign
wh2_main_hp_campaign_pre_battle_panel		1	1	7	campaign
wh2_main_hp_campaign_province_info_panel	ui/loading_ui/diagrams/campaign_province_info_panel.png	1	1	8	campaign
wh2_main_hp_campaign_province_management	ui/loading_ui/diagrams/campaign_province_info_panel.png	1	1	8	campaign
wh2_main_hp_campaign_province_overview_panel		1	1	7	campaign
wh2_main_hp_campaign_provinces		1	1	10	campaign
wh2_main_hp_campaign_public_order	ui/loading_ui/diagrams/campaign_public_order.png	-1	1	6	campaign
wh2_main_hp_campaign_quests	ui/loading_ui/diagrams/campaign_quests.png	1	1	5	campaign
wh2_main_hp_campaign_races		1	1	9	campaign
wh2_main_hp_campaign_raiding	ui/loading_ui/diagrams/campaign_raiding.png	-1	1	5	campaign
wh2_main_hp_campaign_raising_forces	ui/loading_ui/diagrams/campaign_raising_forces.png	1	1	6	campaign
wh2_main_hp_campaign_razing	ui/loading_ui/diagrams/campaign_razing.png	-1	1	5	campaign
wh2_main_hp_campaign_recruit_hero_panel	ui/loading_ui/diagrams/campaign_recruit_hero_panel.png	1	1	7	campaign
wh2_main_hp_campaign_reinforcements	ui/loading_ui/diagrams/campaign_reinforcements.png	-1	1	5	campaign
wh2_main_hp_campaign_resources	ui/loading_ui/diagrams/campaign_resources.png	-1	1	5	campaign
wh2_main_hp_campaign_revolts		-1	1	5	campaign
wh2_main_hp_campaign_rites	ui/loading_ui/diagrams/campaign_rites.png	-1	1	6	campaign
wh2_main_hp_campaign_rogue_armies	ui/loading_ui/diagrams/campaign_rogue_armies.png	-1	1	5	campaign
wh2_main_hp_campaign_saving_and_loading		1	1	8	campaign
wh2_main_hp_campaign_sea		1	1	6	campaign
wh2_main_hp_campaign_settlement_climates	ui/loading_ui/diagrams/campaign_settlement_climates.png	-1	1	6	campaign
wh2_main_hp_campaign_settlements	ui/loading_ui/diagrams/campaign_settlements.png	1	1	10	campaign
wh2_main_hp_campaign_siege_panel	ui/loading_ui/diagrams/campaign_siege_panel.png	1	1	7	campaign
wh2_main_hp_campaign_siege_warfare	ui/loading_ui/diagrams/campaign_siege_panel.png	-1	1	5	campaign
wh2_main_hp_campaign_siege_weapons	ui/loading_ui/diagrams/campaign_siege_panel.png	-1	1	5	campaign
wh2_main_hp_campaign_skaven	UI\Flags\wh2_main_skv_clan_mors\mon_rotated.png	-1	1	4	campaign
wh2_main_hp_campaign_skaven_underworld	ui/loading_ui/diagrams/campaign_skaven_underworld.png	-1	1	3	campaign
wh2_main_hp_campaign_slaves	ui/loading_ui/diagrams/campaign_slaves.png	-1	1	2	campaign
wh2_main_hp_campaign_stances	ui/loading_ui/diagrams/campaign_stances.png	-1	1	6	campaign
wh2_main_hp_campaign_strategic_map		1	1	7	campaign
wh2_main_hp_campaign_tax	ui/loading_ui/diagrams/campaign_tax.png	1	1	9	campaign
wh2_main_hp_campaign_technology	ui/loading_ui/diagrams/campaign_technology.png	1	1	9	campaign
