agent	faction	subtype	mod_disabled
general	wh2_dlc16_wef_waystone_faction_2	wh_dlc05_wef_glade_lord_fem	false
minister	wh2_dlc16_wef_waystone_faction_2	wh_dlc05_wef_glade_lord	false
spy	wh2_dlc16_wef_waystone_faction_2	wh_dlc05_wef_waystalker	false
wizard	wh2_dlc16_wef_waystone_faction_2	wh_dlc05_wef_spellsinger_beasts	false
wizard	wh2_dlc16_wef_waystone_faction_2	wh_dlc05_wef_spellsinger_life	false
wizard	wh2_dlc16_wef_waystone_faction_2	wh_dlc05_wef_spellsinger_shadow	false
champion	wh2_dlc16_wef_waystone_faction_3	wh_dlc05_wef_branchwraith	false
colonel	wh2_dlc16_wef_waystone_faction_3	wh_dlc05_wef_glade_lord	false
dignitary	wh2_dlc16_wef_waystone_faction_3	wh2_twa02_wef_glade_captain	false
general	wh2_dlc16_wef_waystone_faction_3	wh2_dlc16_wef_spellweaver_beasts	false
general	wh2_dlc16_wef_waystone_faction_3	wh2_dlc16_wef_spellweaver_dark	false
general	wh2_dlc16_wef_waystone_faction_3	wh2_dlc16_wef_spellweaver_high	false
general	wh2_dlc16_wef_waystone_faction_3	wh2_dlc16_wef_spellweaver_life	false
general	wh2_dlc16_wef_waystone_faction_3	wh2_dlc16_wef_spellweaver_shadows	false
general	wh2_dlc16_wef_waystone_faction_3	wh_dlc05_wef_ancient_treeman	false
general	wh2_dlc16_wef_waystone_faction_3	wh_dlc05_wef_glade_lord	false
general	wh2_dlc16_wef_waystone_faction_3	wh_dlc05_wef_glade_lord_fem	false
minister	wh2_dlc16_wef_waystone_faction_3	wh_dlc05_wef_glade_lord	false
spy	wh2_dlc16_wef_waystone_faction_3	wh_dlc05_wef_waystalker	false
wizard	wh2_dlc16_wef_waystone_faction_3	wh_dlc05_wef_spellsinger_beasts	false
wizard	wh2_dlc16_wef_waystone_faction_3	wh_dlc05_wef_spellsinger_life	false
wizard	wh2_dlc16_wef_waystone_faction_3	wh_dlc05_wef_spellsinger_shadow	false
champion	wh2_dlc16_wef_wood_elves_qb4	wh_dlc05_wef_branchwraith	false
colonel	wh2_dlc16_wef_wood_elves_qb4	wh_dlc05_wef_glade_lord	false
dignitary	wh2_dlc16_wef_wood_elves_qb4	wh2_twa02_wef_glade_captain	false
general	wh2_dlc16_wef_wood_elves_qb4	wh2_dlc15_hef_forest_dragon_boss_imrik	false
general	wh2_dlc16_wef_wood_elves_qb4	wh2_dlc16_wef_spellweaver_beasts	false
general	wh2_dlc16_wef_wood_elves_qb4	wh2_dlc16_wef_spellweaver_dark	false
general	wh2_dlc16_wef_wood_elves_qb4	wh2_dlc16_wef_spellweaver_high	false
general	wh2_dlc16_wef_wood_elves_qb4	wh2_dlc16_wef_spellweaver_life	false
general	wh2_dlc16_wef_wood_elves_qb4	wh2_dlc16_wef_spellweaver_shadows	false
general	wh2_dlc16_wef_wood_elves_qb4	wh_dlc05_wef_ancient_treeman	false
general	wh2_dlc16_wef_wood_elves_qb4	wh_dlc05_wef_glade_lord	false
general	wh2_dlc16_wef_wood_elves_qb4	wh_dlc05_wef_glade_lord_fem	false
minister	wh2_dlc16_wef_wood_elves_qb4	wh_dlc05_wef_glade_lord	false
spy	wh2_dlc16_wef_wood_elves_qb4	wh_dlc05_wef_waystalker	false
wizard	wh2_dlc16_wef_wood_elves_qb4	wh_dlc05_wef_spellsinger_beasts	false
wizard	wh2_dlc16_wef_wood_elves_qb4	wh_dlc05_wef_spellsinger_life	false
wizard	wh2_dlc16_wef_wood_elves_qb4	wh_dlc05_wef_spellsinger_shadow	false
champion	wh2_dlc16_wef_wood_elves_qb5	wh_dlc05_wef_branchwraith	false
colonel	wh2_dlc16_wef_wood_elves_qb5	wh_dlc05_wef_glade_lord	false
dignitary	wh2_dlc16_wef_wood_elves_qb5	wh2_twa02_wef_glade_captain	false
general	wh2_dlc16_wef_wood_elves_qb5	wh2_dlc15_hef_forest_dragon_boss_imrik	false
general	wh2_dlc16_wef_wood_elves_qb5	wh2_dlc16_wef_spellweaver_beasts	false
general	wh2_dlc16_wef_wood_elves_qb5	wh2_dlc16_wef_spellweaver_dark	false
general	wh2_dlc16_wef_wood_elves_qb5	wh2_dlc16_wef_spellweaver_high	false
general	wh2_dlc16_wef_wood_elves_qb5	wh2_dlc16_wef_spellweaver_life	false
general	wh2_dlc16_wef_wood_elves_qb5	wh2_dlc16_wef_spellweaver_shadows	false
general	wh2_dlc16_wef_wood_elves_qb5	wh_dlc05_wef_ancient_treeman	false
general	wh2_dlc16_wef_wood_elves_qb5	wh_dlc05_wef_glade_lord	false
general	wh2_dlc16_wef_wood_elves_qb5	wh_dlc05_wef_glade_lord_fem	false
minister	wh2_dlc16_wef_wood_elves_qb5	wh_dlc05_wef_glade_lord	false
spy	wh2_dlc16_wef_wood_elves_qb5	wh_dlc05_wef_waystalker	false
wizard	wh2_dlc16_wef_wood_elves_qb5	wh_dlc05_wef_spellsinger_beasts	false
wizard	wh2_dlc16_wef_wood_elves_qb5	wh_dlc05_wef_spellsinger_life	false
wizard	wh2_dlc16_wef_wood_elves_qb5	wh_dlc05_wef_spellsinger_shadow	false
champion	wh2_dlc16_wef_wood_elves_qb6	wh_dlc05_wef_branchwraith	false
colonel	wh2_dlc16_wef_wood_elves_qb6	wh_dlc05_wef_glade_lord	false
dignitary	wh2_dlc16_wef_wood_elves_qb6	wh2_twa02_wef_glade_captain	false
general	wh2_dlc16_wef_wood_elves_qb6	wh2_dlc15_hef_forest_dragon_boss_imrik	false
general	wh2_dlc16_wef_wood_elves_qb6	wh2_dlc16_wef_spellweaver_beasts	false
general	wh2_dlc16_wef_wood_elves_qb6	wh2_dlc16_wef_spellweaver_dark	false
general	wh2_dlc16_wef_wood_elves_qb6	wh2_dlc16_wef_spellweaver_high	false
general	wh2_dlc16_wef_wood_elves_qb6	wh2_dlc16_wef_spellweaver_life	false
general	wh2_dlc16_wef_wood_elves_qb6	wh2_dlc16_wef_spellweaver_shadows	false
general	wh2_dlc16_wef_wood_elves_qb6	wh_dlc05_wef_ancient_treeman	false
general	wh2_dlc16_wef_wood_elves_qb6	wh_dlc05_wef_glade_lord	false
general	wh2_dlc16_wef_wood_elves_qb6	wh_dlc05_wef_glade_lord_fem	false
minister	wh2_dlc16_wef_wood_elves_qb6	wh_dlc05_wef_glade_lord	false
spy	wh2_dlc16_wef_wood_elves_qb6	wh_dlc05_wef_waystalker	false
wizard	wh2_dlc16_wef_wood_elves_qb6	wh_dlc05_wef_spellsinger_beasts	false
wizard	wh2_dlc16_wef_wood_elves_qb6	wh_dlc05_wef_spellsinger_life	false
wizard	wh2_dlc16_wef_wood_elves_qb6	wh_dlc05_wef_spellsinger_shadow	false
champion	wh2_dlc16_wef_wood_elves_qb7	wh_dlc05_wef_branchwraith	false
colonel	wh2_dlc16_wef_wood_elves_qb7	wh_dlc05_wef_glade_lord	false
dignitary	wh2_dlc16_wef_wood_elves_qb7	wh2_twa02_wef_glade_captain	false
general	wh2_dlc16_wef_wood_elves_qb7	wh2_dlc15_hef_forest_dragon_boss_imrik	false
general	wh2_dlc16_wef_wood_elves_qb7	wh2_dlc16_wef_spellweaver_beasts	false
general	wh2_dlc16_wef_wood_elves_qb7	wh2_dlc16_wef_spellweaver_dark	false
general	wh2_dlc16_wef_wood_elves_qb7	wh2_dlc16_wef_spellweaver_high	false
general	wh2_dlc16_wef_wood_elves_qb7	wh2_dlc16_wef_spellweaver_life	false
general	wh2_dlc16_wef_wood_elves_qb7	wh2_dlc16_wef_spellweaver_shadows	false
general	wh2_dlc16_wef_wood_elves_qb7	wh_dlc05_wef_ancient_treeman	false
general	wh2_dlc16_wef_wood_elves_qb7	wh_dlc05_wef_glade_lord	false
general	wh2_dlc16_wef_wood_elves_qb7	wh_dlc05_wef_glade_lord_fem	false
minister	wh2_dlc16_wef_wood_elves_qb7	wh_dlc05_wef_glade_lord	false
spy	wh2_dlc16_wef_wood_elves_qb7	wh_dlc05_wef_waystalker	false
wizard	wh2_dlc16_wef_wood_elves_qb7	wh_dlc05_wef_spellsinger_beasts	false
wizard	wh2_dlc16_wef_wood_elves_qb7	wh_dlc05_wef_spellsinger_life	false
wizard	wh2_dlc16_wef_wood_elves_qb7	wh_dlc05_wef_spellsinger_shadow	false
colonel	wh2_dlc17_bst_beastmen_qb4	wh_dlc03_bst_beastlord	false
general	wh2_dlc17_bst_beastmen_qb4	wh2_dlc17_bst_doombull	false
general	wh2_dlc17_bst_beastmen_qb4	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_dlc17_bst_beastmen_qb4	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_dlc17_bst_beastmen_qb4	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_dlc17_bst_beastmen_qb4	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_dlc17_bst_beastmen_qb4	wh_dlc03_bst_beastlord	false
colonel	wh2_dlc17_bst_beastmen_qb5	wh_dlc03_bst_beastlord	false
general	wh2_dlc17_bst_beastmen_qb5	wh2_dlc17_bst_doombull	false
general	wh2_dlc17_bst_beastmen_qb5	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_dlc17_bst_beastmen_qb5	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_dlc17_bst_beastmen_qb5	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_dlc17_bst_beastmen_qb5	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_dlc17_bst_beastmen_qb5	wh_dlc03_bst_beastlord	false
colonel	wh2_dlc17_bst_beastmen_qb6	wh_dlc03_bst_beastlord	false
general	wh2_dlc17_bst_beastmen_qb6	wh2_dlc17_bst_doombull	false
general	wh2_dlc17_bst_beastmen_qb6	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_dlc17_bst_beastmen_qb6	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_dlc17_bst_beastmen_qb6	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_dlc17_bst_beastmen_qb6	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_dlc17_bst_beastmen_qb6	wh_dlc03_bst_beastlord	false
colonel	wh2_dlc17_bst_beastmen_qb7	wh_dlc03_bst_beastlord	false
general	wh2_dlc17_bst_beastmen_qb7	wh2_dlc17_bst_doombull	false
general	wh2_dlc17_bst_beastmen_qb7	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_dlc17_bst_beastmen_qb7	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_dlc17_bst_beastmen_qb7	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_dlc17_bst_beastmen_qb7	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_dlc17_bst_beastmen_qb7	wh_dlc03_bst_beastlord	false
champion	wh2_dlc17_bst_malagor	wh_dlc03_bst_gorebull	false
colonel	wh2_dlc17_bst_malagor	wh_dlc03_bst_beastlord	false
general	wh2_dlc17_bst_malagor	wh2_dlc17_bst_doombull	false
general	wh2_dlc17_bst_malagor	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_dlc17_bst_malagor	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_dlc17_bst_malagor	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_dlc17_bst_malagor	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_dlc17_bst_malagor	wh_dlc03_bst_beastlord	false
general	wh2_dlc17_bst_malagor	wh_dlc03_bst_malagor	false
minister	wh2_dlc17_bst_malagor	wh_dlc03_bst_beastlord	false
spy	wh2_dlc17_bst_malagor	wh2_dlc17_bst_wargor	false
wizard	wh2_dlc17_bst_malagor	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh2_dlc17_bst_malagor	wh_dlc03_bst_bray_shaman_death	false
wizard	wh2_dlc17_bst_malagor	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh2_dlc17_bst_malagor	wh_dlc03_bst_bray_shaman_wild	false
champion	wh2_dlc17_bst_taurox	wh_dlc03_bst_gorebull	false
colonel	wh2_dlc17_bst_taurox	wh_dlc03_bst_beastlord	false
general	wh2_dlc17_bst_taurox	wh2_dlc17_bst_doombull	false
general	wh2_dlc17_bst_taurox	wh2_dlc17_bst_taurox	false
general	wh2_dlc17_bst_taurox	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_dlc17_bst_taurox	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_dlc17_bst_taurox	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_dlc17_bst_taurox	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_dlc17_bst_taurox	wh_dlc03_bst_beastlord	false
minister	wh2_dlc17_bst_taurox	wh_dlc03_bst_beastlord	false
spy	wh2_dlc17_bst_taurox	wh2_dlc17_bst_wargor	false
wizard	wh2_dlc17_bst_taurox	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh2_dlc17_bst_taurox	wh_dlc03_bst_bray_shaman_death	false
wizard	wh2_dlc17_bst_taurox	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh2_dlc17_bst_taurox	wh_dlc03_bst_bray_shaman_wild	false
champion	wh2_dlc17_dwf_thorek_ironbrow	wh2_dlc17_dwf_thane_ghost_artifact	false
champion	wh2_dlc17_dwf_thorek_ironbrow	wh3_dlc25_dwf_garagrim_ironfist	false
champion	wh2_dlc17_dwf_thorek_ironbrow	wh_main_dwf_thane	false
colonel	wh2_dlc17_dwf_thorek_ironbrow	wh_main_dwf_lord	false
dignitary	wh2_dlc17_dwf_thorek_ironbrow	wh3_dlc25_dwf_dragon_slayer	false
engineer	wh2_dlc17_dwf_thorek_ironbrow	wh_main_dwf_master_engineer	false
general	wh2_dlc17_dwf_thorek_ironbrow	wh2_dlc17_dwf_thorek	false
general	wh2_dlc17_dwf_thorek_ironbrow	wh3_dlc25_dwf_daemon_slayer	false
general	wh2_dlc17_dwf_thorek_ironbrow	wh3_dlc25_dwf_lord_mikael_leadstrong	false
general	wh2_dlc17_dwf_thorek_ironbrow	wh_dlc06_dwf_runelord	false
general	wh2_dlc17_dwf_thorek_ironbrow	wh_main_dwf_lord	false
minister	wh2_dlc17_dwf_thorek_ironbrow	wh_main_dwf_lord	false
runesmith	wh2_dlc17_dwf_thorek_ironbrow	wh_main_dwf_runesmith	false
champion	wh2_dlc17_lzd_oxyotl	wh2_main_lzd_saurus_scar_veteran	false
colonel	wh2_dlc17_lzd_oxyotl	wh2_main_lzd_saurus_old_blood	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc12_lzd_red_crested_skink_chief	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc12_lzd_red_crested_skink_chief_legendary	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc12_lzd_tehenhauin	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_kroxigor_ancient	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_beasts	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_beasts_horde	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_death	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_death_horde	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_fire	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_fire_horde	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_heavens	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_heavens_horde	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_high	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_high_horde	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_life	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_life_horde	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_metal	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_metal_horde	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_shadows	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc13_lzd_slann_mage_priest_shadows_horde	false
general	wh2_dlc17_lzd_oxyotl	wh2_dlc17_lzd_oxyotl	false
general	wh2_dlc17_lzd_oxyotl	wh2_main_lzd_lord_mazdamundi	false
general	wh2_dlc17_lzd_oxyotl	wh2_main_lzd_saurus_old_blood	false
general	wh2_dlc17_lzd_oxyotl	wh2_main_lzd_slann_mage_priest	false
general	wh2_dlc17_lzd_oxyotl	wh2_main_lzd_slann_mage_priest_horde	false
minister	wh2_dlc17_lzd_oxyotl	wh_dlc03_bst_beastlord	false
runesmith	wh2_dlc17_lzd_oxyotl	wh2_dlc17_lzd_skink_oracle_troglodon	false
spy	wh2_dlc17_lzd_oxyotl	wh2_main_lzd_skink_chief	false
wizard	wh2_dlc17_lzd_oxyotl	wh2_dlc12_lzd_lord_kroak	false
wizard	wh2_dlc17_lzd_oxyotl	wh2_main_lzd_skink_priest_beasts	false
wizard	wh2_dlc17_lzd_oxyotl	wh2_main_lzd_skink_priest_heavens	false
champion	wh2_dlc17_nor_deadwood_ravagers	wh_dlc08_nor_skin_wolf_werekin	false
colonel	wh2_dlc17_nor_deadwood_ravagers	wh_main_nor_marauder_chieftain	false
dignitary	wh2_dlc17_nor_deadwood_ravagers	wh_dlc08_nor_fimir_balefiend_fire	false
dignitary	wh2_dlc17_nor_deadwood_ravagers	wh_dlc08_nor_fimir_balefiend_shadow	false
general	wh2_dlc17_nor_deadwood_ravagers	wh_dlc08_nor_arzik	false
general	wh2_dlc17_nor_deadwood_ravagers	wh_dlc08_nor_wulfrik	false
general	wh2_dlc17_nor_deadwood_ravagers	wh_main_nor_marauder_chieftain	false
minister	wh2_dlc17_nor_deadwood_ravagers	wh_main_nor_marauder_chieftain	false
wizard	wh2_dlc17_nor_deadwood_ravagers	wh_dlc08_nor_kihar	false
wizard	wh2_dlc17_nor_deadwood_ravagers	wh_dlc08_nor_shaman_sorcerer_death	false
wizard	wh2_dlc17_nor_deadwood_ravagers	wh_dlc08_nor_shaman_sorcerer_fire	false
wizard	wh2_dlc17_nor_deadwood_ravagers	wh_dlc08_nor_shaman_sorcerer_metal	false
champion	wh2_main_brt_knights_of_origo	wh_main_brt_paladin	false
colonel	wh2_main_brt_knights_of_origo	wh_main_brt_lord	false
general	wh2_main_brt_knights_of_origo	wh_main_brt_lord	false
minister	wh2_main_brt_knights_of_origo	wh_main_brt_lord	false
wizard	wh2_main_brt_knights_of_origo	wh_main_brt_damsel_heavens	false
champion	wh2_main_brt_knights_of_the_flame	wh_main_brt_paladin	false
colonel	wh2_main_brt_knights_of_the_flame	wh_main_brt_lord	false
general	wh2_main_brt_knights_of_the_flame	wh_main_brt_lord	false
minister	wh2_main_brt_knights_of_the_flame	wh_main_brt_lord	false
wizard	wh2_main_brt_knights_of_the_flame	wh_main_brt_damsel_heavens	false
champion	wh2_main_brt_thegans_crusaders	wh_main_brt_paladin	false
colonel	wh2_main_brt_thegans_crusaders	wh_main_brt_lord	false
general	wh2_main_brt_thegans_crusaders	wh_main_brt_lord	false
minister	wh2_main_brt_thegans_crusaders	wh_main_brt_lord	false
wizard	wh2_main_brt_thegans_crusaders	wh_main_brt_damsel_heavens	false
champion	wh2_main_bst_blooded_axe	wh_dlc03_bst_gorebull	false
colonel	wh2_main_bst_blooded_axe	wh_dlc03_bst_beastlord	false
general	wh2_main_bst_blooded_axe	wh2_dlc17_bst_doombull	false
general	wh2_main_bst_blooded_axe	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_main_bst_blooded_axe	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_main_bst_blooded_axe	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_main_bst_blooded_axe	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_main_bst_blooded_axe	wh_dlc03_bst_beastlord	false
minister	wh2_main_bst_blooded_axe	wh_dlc03_bst_beastlord	false
spy	wh2_main_bst_blooded_axe	wh2_dlc17_bst_wargor	false
wizard	wh2_main_bst_blooded_axe	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh2_main_bst_blooded_axe	wh_dlc03_bst_bray_shaman_death	false
wizard	wh2_main_bst_blooded_axe	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh2_main_bst_blooded_axe	wh_dlc03_bst_bray_shaman_wild	false
champion	wh2_main_bst_manblight	wh_dlc03_bst_gorebull	false
colonel	wh2_main_bst_manblight	wh_dlc03_bst_beastlord	false
general	wh2_main_bst_manblight	wh2_dlc17_bst_doombull	false
general	wh2_main_bst_manblight	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_main_bst_manblight	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_main_bst_manblight	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_main_bst_manblight	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_main_bst_manblight	wh_dlc03_bst_beastlord	false
minister	wh2_main_bst_manblight	wh_dlc03_bst_beastlord	false
spy	wh2_main_bst_manblight	wh2_dlc17_bst_wargor	false
wizard	wh2_main_bst_manblight	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh2_main_bst_manblight	wh_dlc03_bst_bray_shaman_death	false
wizard	wh2_main_bst_manblight	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh2_main_bst_manblight	wh_dlc03_bst_bray_shaman_wild	false
champion	wh2_main_bst_ripper_horn	wh_dlc03_bst_gorebull	false
colonel	wh2_main_bst_ripper_horn	wh_dlc03_bst_beastlord	false
general	wh2_main_bst_ripper_horn	wh2_dlc17_bst_doombull	false
general	wh2_main_bst_ripper_horn	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_main_bst_ripper_horn	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_main_bst_ripper_horn	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_main_bst_ripper_horn	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_main_bst_ripper_horn	wh_dlc03_bst_beastlord	false
minister	wh2_main_bst_ripper_horn	wh_dlc03_bst_beastlord	false
spy	wh2_main_bst_ripper_horn	wh2_dlc17_bst_wargor	false
wizard	wh2_main_bst_ripper_horn	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh2_main_bst_ripper_horn	wh_dlc03_bst_bray_shaman_death	false
wizard	wh2_main_bst_ripper_horn	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh2_main_bst_ripper_horn	wh_dlc03_bst_bray_shaman_wild	false
champion	wh2_main_bst_shadowgor	wh_dlc03_bst_gorebull	false
colonel	wh2_main_bst_shadowgor	wh_dlc03_bst_beastlord	false
general	wh2_main_bst_shadowgor	wh2_dlc17_bst_doombull	false
general	wh2_main_bst_shadowgor	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_main_bst_shadowgor	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_main_bst_shadowgor	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_main_bst_shadowgor	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_main_bst_shadowgor	wh_dlc03_bst_beastlord	false
minister	wh2_main_bst_shadowgor	wh_dlc03_bst_beastlord	false
spy	wh2_main_bst_shadowgor	wh2_dlc17_bst_wargor	false
wizard	wh2_main_bst_shadowgor	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh2_main_bst_shadowgor	wh_dlc03_bst_bray_shaman_death	false
wizard	wh2_main_bst_shadowgor	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh2_main_bst_shadowgor	wh_dlc03_bst_bray_shaman_wild	false
champion	wh2_main_bst_skrinderkin	wh_dlc03_bst_gorebull	false
colonel	wh2_main_bst_skrinderkin	wh_dlc03_bst_beastlord	false
general	wh2_main_bst_skrinderkin	wh2_dlc17_bst_doombull	false
general	wh2_main_bst_skrinderkin	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_main_bst_skrinderkin	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_main_bst_skrinderkin	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_main_bst_skrinderkin	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_main_bst_skrinderkin	wh_dlc03_bst_beastlord	false
minister	wh2_main_bst_skrinderkin	wh_dlc03_bst_beastlord	false
spy	wh2_main_bst_skrinderkin	wh2_dlc17_bst_wargor	false
wizard	wh2_main_bst_skrinderkin	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh2_main_bst_skrinderkin	wh_dlc03_bst_bray_shaman_death	false
wizard	wh2_main_bst_skrinderkin	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh2_main_bst_skrinderkin	wh_dlc03_bst_bray_shaman_wild	false
champion	wh2_main_bst_stone_horn	wh_dlc03_bst_gorebull	false
colonel	wh2_main_bst_stone_horn	wh_dlc03_bst_beastlord	false
general	wh2_main_bst_stone_horn	wh2_dlc17_bst_doombull	false
general	wh2_main_bst_stone_horn	wh2_twa04_bst_great_bray_shaman_beasts	false
general	wh2_main_bst_stone_horn	wh2_twa04_bst_great_bray_shaman_death	false
general	wh2_main_bst_stone_horn	wh2_twa04_bst_great_bray_shaman_shadows	false
general	wh2_main_bst_stone_horn	wh2_twa04_bst_great_bray_shaman_wild	false
general	wh2_main_bst_stone_horn	wh_dlc03_bst_beastlord	false
minister	wh2_main_bst_stone_horn	wh_dlc03_bst_beastlord	false
spy	wh2_main_bst_stone_horn	wh2_dlc17_bst_wargor	false
wizard	wh2_main_bst_stone_horn	wh_dlc03_bst_bray_shaman_beasts	false
wizard	wh2_main_bst_stone_horn	wh_dlc03_bst_bray_shaman_death	false
wizard	wh2_main_bst_stone_horn	wh_dlc03_bst_bray_shaman_shadows	false
wizard	wh2_main_bst_stone_horn	wh_dlc03_bst_bray_shaman_wild	false
champion	wh2_main_chs_chaos_incursion_def	wh_main_chs_exalted_hero	false
colonel	wh2_main_chs_chaos_incursion_def	wh_main_chs_lord	false
general	wh2_main_chs_chaos_incursion_def	wh_dlc01_chs_sorcerer_lord_death	false
general	wh2_main_chs_chaos_incursion_def	wh_dlc01_chs_sorcerer_lord_fire	false
general	wh2_main_chs_chaos_incursion_def	wh_dlc01_chs_sorcerer_lord_metal	false
general	wh2_main_chs_chaos_incursion_def	wh_main_chs_lord	false
minister	wh2_main_chs_chaos_incursion_def	wh_main_chs_lord	false
wizard	wh2_main_chs_chaos_incursion_def	wh_main_chs_chaos_sorcerer_death	false
wizard	wh2_main_chs_chaos_incursion_def	wh_main_chs_chaos_sorcerer_fire	false
wizard	wh2_main_chs_chaos_incursion_def	wh_main_chs_chaos_sorcerer_metal	false
champion	wh2_main_chs_chaos_incursion_hef	wh_main_chs_exalted_hero	false
colonel	wh2_main_chs_chaos_incursion_hef	wh_main_chs_lord	false
general	wh2_main_chs_chaos_incursion_hef	wh_dlc01_chs_sorcerer_lord_death	false
general	wh2_main_chs_chaos_incursion_hef	wh_dlc01_chs_sorcerer_lord_fire	false
general	wh2_main_chs_chaos_incursion_hef	wh_dlc01_chs_sorcerer_lord_metal	false
general	wh2_main_chs_chaos_incursion_hef	wh_main_chs_lord	false
minister	wh2_main_chs_chaos_incursion_hef	wh_main_chs_lord	false
wizard	wh2_main_chs_chaos_incursion_hef	wh_main_chs_chaos_sorcerer_death	false
