key	event_start	event_stop	limitation_scale	use_obstruction	use_reverb	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	switch_1	doppler_rtpc_name	culling_distance	x_offset	y_offset	z_offset
wh3_war_machine_skull_cannon_movement_engine	Battle_Individual_WarMachine_Skull_Cannon_Engine_Start	Battle_Individual_WarMachine_Skull_Cannon_Engine_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total		Entity_Speed_Rotating	Battle_Ground_Type		150.0000	0.0000	0.0000	0.0000
wh3_war_machine_skull_cannon_movement_wheel_spin	Battle_Individual_WarMachine_Skull_Cannon_Wheels_Start	Battle_Individual_WarMachine_Skull_Cannon_Wheels_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total		Entity_Speed_Rotating	Battle_Ground_Type		130.0000	0.0000	0.0000	0.0000
wh3_war_machine_skylantern_idle	Battle_Individual_Artillery_Skylantern_Idle_Play	Battle_Individual_Artillery_Skylantern_Idle_Stop	1.0000	false	true							140.0000	0.0000	0.0000	0.0000
wh3_war_machine_skylantern_movement	Battle_Individual_Artillery_Skylantern_Movement_Play	Battle_Individual_Artillery_Skylantern_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					150.0000	0.0000	0.0000	0.0000
wh3_war_machine_skylantern_rotation	Battle_Individual_Artillery_Skylantern_Movement_Play	Battle_Individual_Artillery_Skylantern_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total					150.0000	0.0000	0.0000	0.0000
wh3_war_machine_war_sled_heavy_movement	Battle_Individual_Artillery_War_Sled_Heavy_Movement_Play	Battle_Individual_Artillery_War_Sled_Heavy_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		140.0000	0.0000	0.0000	0.0000
wh3_war_machine_war_sled_idle	Battle_Individual_Artillery_War_Sleds_Idle_Play	Battle_Individual_Artillery_War_Sleds_Idle_Stop	1.0000	false	true							40.0000	0.0000	0.0000	0.0000
wh3_war_machine_war_sled_light_movement	Battle_Individual_Artillery_War_Sled_Light_Movement_Play	Battle_Individual_Artillery_War_Sled_Light_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		140.0000	0.0000	0.0000	0.0000
wh3_war_machine_wu_xing_compass_movement	Battle_Individual_Foley_Wu_Xing_War_Compass_Movement_Loop_Start	Battle_Individual_Foley_Wu_Xing_War_Compass_Movement_Loop_Stop	1.0000	false	false	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		60.0000	0.0000	0.0000	0.0000
wh3_war_machine_wu_xing_compass_persistent_loop	Battle_Individual_Foley_Wu_Xing_War_Compass_Persistent_Loop_Start	Battle_Individual_Foley_Wu_Xing_War_Compass_Persistent_Loop_Stop	1.0000	false	false	Battle_War_Machine_Speed	Entity_Speed_Total					60.0000	0.0000	0.0000	0.0000
wh_cauldron_of_blood_idle	Battle_Individual_Artillery_Cauldron_of_Blood_Idle_Start	Battle_Individual_Artillery_Cauldron_of_Blood_Idle_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		25.0000	0.0000	0.0000	0.0000
wh_cauldron_of_blood_movement	Battle_Individual_Artillery_Cauldron_of_Blood_Movement_Start	Battle_Individual_Artillery_Cauldron_of_Blood_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh_chariot_metal_movement	Battle_Individual_Artillery_Metal_Chariot_Movement_Start	Battle_Individual_Artillery_Metal_Chariot_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh_chariot_metal_movement_rotation	Battle_Individual_Artillery_Metal_Chariot_Movement_Rotation_Start	Battle_Individual_Artillery_Metal_Chariot_Movement_Rotation_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh_chariot_wood_movement	Battle_Individual_Artillery_Wooden_Chariot_Movement_Start	Battle_Individual_Artillery_Wooden_Chariot_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh_chariot_wood_movement_rotation	Battle_Individual_Artillery_Wooden_Chariot_Movement_Rotation_Start	Battle_Individual_Artillery_Wooden_Chariot_Movement_Rotation_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh_copter	Battle_Individual_Artillery_Copter_Loop_Start	Battle_Individual_Artillery_Copter_Loop_Stop	1.0000	false	true	Battle_Copter_Speed_Engine	Entity_Speed_Total	Battle_Copter_Speed_Propellor	Entity_Speed_Total			200.0000	0.0000	0.0000	0.0000
wh_dlc_vmp_mortis_engine_sfx	Battle_Individual_Artillery_Mortis_Engine_All_sfx_Start	Battle_Individual_Artillery_Mortis_Engine_All_sfx_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total	Battle_Steam_Tank_Engine_Acceleration	Entity_Acceleration_Moving			200.0000	0.0000	0.0000	0.0000
wh_gyrobomber_movement	Battle_Individual_Artillery_Gyrobomber_Loop_Start	Battle_Individual_Artillery_Gyrobomber_Loop_Stop	1.0000	false	true	Battle_Copter_Speed_Engine	Entity_Speed_Total	Battle_Copter_Speed_Propellor	Entity_Speed_Total			200.0000	0.0000	0.0000	0.0000
wh_hell_cannon	Battle_Individual_Artillery_Metal_Artillery_Movement_Medium_Play	Battle_Individual_Artillery_Metal_Artillery_Movement_Medium_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		100.0000	0.0000	0.0000	0.0000
wh_hell_pit_abomination_engine_idle	Battle_Individual_Artillery_Hell_Pit_Abomination_Engine_Movement_Idle_Start	Battle_Individual_Artillery_Hell_Pit_Abomination_Engine_Movement_Idle_Stop	1.0000	false	true							200.0000	0.0000	0.0000	0.0000
wh_hell_pit_abomination_engine_movement	Battle_Individual_Artillery_Hell_Pit_Abomination_Engine_Movement_Start	Battle_Individual_Artillery_Hell_Pit_Abomination_Engine_Movement_Stop	1.0000	false	true	Battle_Steam_Tank_Engine_Movement_Speed	Entity_Speed_Moving	Battle_Steam_Tank_Engine_Acceleration	Entity_Acceleration_Moving			200.0000	0.0000	0.0000	0.0000
wh_luminark_movement	Battle_Individual_Artillery_Luminark_Movement_Start	Battle_Individual_Artillery_Luminark_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh_luminark_movement_rotation	Battle_Individual_Artillery_Luminark_Movement_Rotation_Start	Battle_Individual_Artillery_Luminark_Movement_Rotation_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh_main_vehicle_steam_turret	Battle_Individual_Artillery_Steam_Tank_Turret_Movement_Start	Battle_Individual_Artillery_Steam_Tank_Turret_Movement_Stop	1.0000	false	true							160.0000	0.0000	0.0000	0.0000
wh_war_machine_corpse_cart_movement	Battle_Individual_Artillery_Corpse_Cart_Movement_Start	Battle_Individual_Artillery_Corpse_Cart_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh_war_machine_corpse_cart_movement_rotation	Battle_Individual_Artillery_Corpse_Cart_Movement_Rotation_Start	Battle_Individual_Artillery_Corpse_Cart_Movement_Rotation_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		140.0000	0.0000	0.0000	0.0000
wh_war_machine_flame_cannon_idle	Battle_Individual_Artillery_Flame_Cannon_Steam_Loop_Play	Battle_Individual_Artillery_Flame_Cannon_Steam_Loop_Stop	1.0000	false	true							50.0000	0.0000	0.0000	0.0000
wh_war_machine_metal_movement_large	Battle_Individual_Artillery_Metal_Artillery_Movement_Large_Play	Battle_Individual_Artillery_Metal_Artillery_Movement_Large_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		200.0000	0.0000	0.0000	0.0000
wh_war_machine_metal_movement_medium	Battle_Individual_Artillery_Metal_Artillery_Movement_Medium_Play	Battle_Individual_Artillery_Metal_Artillery_Movement_Medium_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		100.0000	0.0000	0.0000	0.0000
wh_war_machine_metal_movement_small	Battle_Individual_Artillery_Metal_Artillery_Movement_Small_Play	Battle_Individual_Artillery_Metal_Artillery_Movement_Small_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		100.0000	0.0000	0.0000	0.0000
wh_war_machine_metal_rotation_large	Battle_Individual_Artillery_Metal_Artillery_Rotation_Large_Play	Battle_Individual_Artillery_Metal_Artillery_Rotation_Large_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		200.0000	0.0000	0.0000	0.0000
wh_war_machine_movement_siege_tower_blades	Battle_Individual_WRM_Siege_Tower_Blades_Start	Battle_Individual_WRM_Siege_Tower_Blades_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			battle_ground_type		200.0000	0.0000	0.0000	0.0000
wh_war_machine_queen_bess_movement	Battle_Individual_Artillery_Queen_Bess_Movement_Start	Battle_Individual_Artillery_Queen_Bess_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		350.0000	0.0000	0.0000	0.0000
wh_war_machine_queen_bess_rotation	Battle_Individual_Artillery_Queen_Bess_Turn_Start	Battle_Individual_Artillery_Queen_Bess_Turn_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Rotating			Battle_Ground_Type		350.0000	0.0000	0.0000	0.0000
wh_war_machine_skv_movement_large	Battle_Individual_Artillery_Metal_Artillery_Movement_Large_SKV_Play	Battle_Individual_Artillery_Metal_Artillery_Movement_Large_SKV_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		200.0000	0.0000	0.0000	0.0000
wh_war_machine_skv_rotation_large	Battle_Individual_Artillery_Metal_Artillery_Rotation_Large_Play	Battle_Individual_Artillery_Metal_Artillery_Rotation_Large_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		200.0000	0.0000	0.0000	0.0000
wh_war_machine_steamtank_idle	Battle_Individual_Artillery_Steam_Tank_Engine_Movement_Idle_Start	Battle_Individual_Artillery_Steam_Tank_Engine_Movement_Idle_Stop	1.0000	false	true							200.0000	0.0000	0.0000	0.0000
wh_war_machine_steamtank_movement	Battle_Individual_Artillery_Steam_Tank_Movement_Start	Battle_Individual_Artillery_Steam_Tank_Movement_Stop	1.0000	false	true	Battle_Steam_Tank_Engine_Movement_Speed	Entity_Speed_Moving	Battle_Steam_Tank_Engine_Acceleration	Entity_Acceleration_Moving			200.0000	0.0000	0.0000	0.0000
wh_war_machine_vampire_idle_large	Battle_Individual_Artillery_Metal_Artillery_Idle_Large_Vampire_Play	Battle_Individual_Artillery_Metal_Artillery_Idle_Large_Vampire_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		160.0000	0.0000	0.0000	0.0000
wh_war_machine_vampire_movement_large	Battle_Individual_Artillery_Metal_Artillery_Movement_Large_Vampire_Play	Battle_Individual_Artillery_Metal_Artillery_Movement_Large_Vampire_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		200.0000	0.0000	0.0000	0.0000
wh_war_machine_wef_movement_large	Battle_Individual_Artillery_Metal_Artillery_Movement_Large_WEF_Play	Battle_Individual_Artillery_Metal_Artillery_Movement_Large_WEF_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		200.0000	0.0000	0.0000	0.0000
wh_war_machine_wef_movement_medium	Battle_Individual_Artillery_Metal_Artillery_Movement_Medium_WEF_Play	Battle_Individual_Artillery_Metal_Artillery_Movement_Medium_WEF_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		160.0000	0.0000	0.0000	0.0000
wh_war_machine_wef_rotation_large	Battle_Individual_Artillery_Wood_Artillery_Rotation_Large_Play	Battle_Individual_Artillery_Wood_Artillery_Rotation_Large_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		200.0000	0.0000	0.0000	0.0000
wh_war_machine_wood_movement_large	Battle_Individual_Artillery_Wood_Artillery_Movement_Large_Play	Battle_Individual_Artillery_Wood_Artillery_Movement_Large_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		200.0000	0.0000	0.0000	0.0000
wh_war_machine_wood_movement_medium	Battle_Individual_Artillery_Wood_Artillery_Movement_Medium_Play	Battle_Individual_Artillery_Wood_Artillery_Movement_Medium_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		100.0000	0.0000	0.0000	0.0000
wh_war_machine_wood_movement_scrap_launcher	Battle_Individual_Artillery_Scrap_Launcher_Movement_Start	Battle_Individual_Artillery_Scrap_Launcher_Movement_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		160.0000	0.0000	0.0000	0.0000
wh_war_machine_wood_movement_scrap_launcher_turn	Battle_Individual_Artillery_Scrap_Launcher_Movement_Turn_Start	Battle_Individual_Artillery_Scrap_Launcher_Movement_Turn_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		160.0000	0.0000	0.0000	0.0000
wh_war_machine_wood_movement_small	Battle_Individual_Artillery_Wood_Artillery_Movement_Small_Play	Battle_Individual_Artillery_Wood_Artillery_Movement_Small_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		100.0000	0.0000	0.0000	0.0000
wh_war_machine_wood_rotation_large	Battle_Individual_Artillery_Wood_Artillery_Rotation_Large_Play	Battle_Individual_Artillery_Wood_Artillery_Rotation_Large_Stop	1.0000	false	true	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type		200.0000	0.0000	0.0000	0.0000
wh_wolf_chariot_movement	Battle_Individual_Artillery_Wolf_Chariot_Movement_Start	Battle_Individual_Artillery_Wolf_Chariot_Movement_Stop	1.0000	false	false	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		75.0000	0.0000	0.0000	0.0000
wh_wolf_chariot_movement_rotation	Battle_Individual_Artillery_Wolf_Chariot_Movement_Rotation_Start	Battle_Individual_Artillery_Wolf_Chariot_Movement_Rotation_Stop	1.0000	false	false	Battle_War_Machine_Speed	Entity_Speed_Total			Battle_Ground_Type_Limited		75.0000	0.0000	0.0000	0.0000
