environment	one_shot	type
khornestorm	WH3_Faction_Khorne_Forest_Oneshot_Wood_Snaps	forest
khornestorm	WH3_Faction_Khorne_Primary_Oneshot_Earth_Crack	main
khornestorm	WH3_Faction_Khorne_Primary_Oneshot_Flame_Burst	main
khornestorm	WH3_Faction_Khorne_Primary_Oneshot_Lava_Gurgle	main
khornestorm	WH3_Faction_Khorne_Primary_Oneshot_Volcano_Distant	main
khornestorm	WH3_Faction_Khorne_Primary_Oneshot_Volcano_Explosion	main
khornestorm	WH3_Faction_Khorne_Wildlife_Oneshot_Giant_Spider	main
khornestorm	WH3_Faction_Khorne_Wildlife_Oneshot_Mutant_Bull	main
khornestorm	WH3_Faction_Khorne_Wildlife_Oneshot_Pig	main
khornestorm	WH3_Faction_Khorne_Wildlife_Oneshot_Three_Headed_Hound	main
khornestorm	WH3_Faction_Khorne_Wildlife_Oneshot_Vulture_A	main
khornestorm	WH3_Faction_Khorne_Wildlife_Oneshot_Vulture_B	main
khornestorm	weather_thunder_low	static
kislev	WH3_Faction_Kislev_Forest_Oneshot_Ice_Crunch	forest
kislev	WH3_Faction_Kislev_Forest_Oneshot_Tree_Debris	forest
kislev	WH3_Faction_Kislev_Forest_Oneshot_Winter_Birds	forest
kislev	WH3_Faction_Kislev_Forest_Oneshot_Wolf_Howl	forest
kislev	WH3_Faction_Kislev_Forest_Oneshot_Woodpecker	forest
kislev	WH3_Faction_Kislev_Primary_Oneshot_Rock_Ice	main
kislev	WH3_Faction_Kislev_Primary_Oneshot_Rumble	main
kislev	WH3_Faction_Kislev_Primary_Oneshot_Small_Ice_Shards	main
kislev	WH3_Faction_Kislev_Primary_Oneshot_Tonal_Swells	main
kislev	WH3_Faction_Kislev_Primary_Oneshot_Wind_Gust_Howl	main
kislev	WH3_Faction_Kislev_Primary_Oneshot_Wind_Low_Subtle	main
kislev	WH3_Faction_Kislev_Wildlife_Oneshot_Deer	main
kislev	WH3_Faction_Kislev_Wildlife_Oneshot_Group_Howl	main
kislev	WH3_Faction_Kislev_Wildlife_Oneshot_Tiger	main
kislev	WH3_Faction_Kislev_Wildlife_Oneshot_Winter_Bear	main
kislev	WH3_Faction_Kislev_Wildlife_Oneshot_Winter_Bear_Groan	main
lizardmen_jungle	lizardmen_jungle_forest_nature_one_shots	forest
lizardmen_jungle	lizardmen_jungle_forest_wildlife_birds	forest
lizardmen_jungle	lizardmen_jungle_forest_wildlife_distant	forest
lizardmen_jungle	lizardmen_jungle_forest_wildlife_insects	forest
lizardmen_jungle	lizardmen_jungle_forest_wildlife_mammals	forest
lizardmen_jungle	lizardmen_jungle_primary_wildlife_birds	main
lizardmen_jungle	lizardmen_jungle_primary_wildlife_insects	main
lizardmen_mountain_thunder	lizardmen_mountain_forest_wildife_one_shots	forest
lizardmen_mountain_thunder	lizardmen_mountain_primary_wildlife_one_shots	main
lizardmen_mountain	lizardmen_mountain_forest_wildife_one_shots	forest
lizardmen_mountain	lizardmen_mountain_primary_wildlife_one_shots	main
lizardmen_qb_crimson_skull	lizardmen_jungle_forest_nature_one_shots	forest
lizardmen_qb_crimson_skull	lizardmen_jungle_forest_wildlife_birds	forest
lizardmen_qb_crimson_skull	lizardmen_jungle_forest_wildlife_distant	forest
lizardmen_qb_crimson_skull	lizardmen_jungle_forest_wildlife_insects	forest
lizardmen_qb_crimson_skull	lizardmen_jungle_forest_wildlife_mammals	forest
lizardmen_qb_crimson_skull	lizardmen_jungle_primary_wildlife_birds	main
lizardmen_qb_crimson_skull	lizardmen_jungle_primary_wildlife_insects	main
lizardmen_qb_fallen_gates	lizardmen_jungle_forest_nature_one_shots	forest
lizardmen_qb_fallen_gates	lizardmen_jungle_forest_wildlife_birds	forest
lizardmen_qb_fallen_gates	lizardmen_jungle_forest_wildlife_distant	forest
lizardmen_qb_fallen_gates	lizardmen_jungle_forest_wildlife_insects	forest
lizardmen_qb_fallen_gates	lizardmen_jungle_forest_wildlife_mammals	forest
lizardmen_qb_fallen_gates	lizardmen_mountain_primary_wildlife_one_shots	main
lizardmen_qb_mosquito_swamp	lizardmen_jungle_forest_nature_one_shots	forest
lizardmen_qb_mosquito_swamp	lizardmen_jungle_forest_wildlife_birds	forest
lizardmen_qb_mosquito_swamp	lizardmen_jungle_forest_wildlife_distant	forest
lizardmen_qb_mosquito_swamp	lizardmen_jungle_forest_wildlife_insects	forest
lizardmen_qb_mosquito_swamp	lizardmen_jungle_forest_wildlife_mammals	forest
lizardmen_qb_mosquito_swamp	lizardmen_jungle_primary_wildlife_birds	main
lizardmen_qb_mosquito_swamp	lizardmen_jungle_primary_wildlife_insects	main
lizardmen_spawning_pool	lizardmen_jungle_forest_nature_one_shots	forest
lizardmen_spawning_pool	lizardmen_jungle_forest_wildlife_birds	forest
lizardmen_spawning_pool	lizardmen_jungle_forest_wildlife_distant	forest
lizardmen_spawning_pool	lizardmen_jungle_forest_wildlife_insects	forest
lizardmen_spawning_pool	lizardmen_jungle_forest_wildlife_mammals	forest
lizardmen_spawning_pool	lizardmen_mountain_primary_wildlife_one_shots	main
lizardmen_swamp	lizardmen_swamp_forest_wildlife_one_shots	forest
lizardmen_swamp	lizardmen_swamp_primary_wildlife_one_shots	main
nordic	nordic_wildlife	main
nurgle	WH3_Faction_Nurgle_Oneshot_Creature	main
nurgle	WH3_Faction_Nurgle_Oneshot_Creature_Creak	main
nurgle	WH3_Faction_Nurgle_Oneshot_Crunchy_Gore	main
nurgle	WH3_Faction_Nurgle_Oneshot_Distant_Explosion	main
nurgle	WH3_Faction_Nurgle_Oneshot_Steam_Bubble	main
nurgle	WH3_Faction_Nurgle_Oneshot_Subtle_Rock	main
nurgle	WH3_Faction_Nurgle_Wildlife_Oneshot_Flies	main
nurgle	WH3_Faction_Nurgle_Wildlife_Oneshot_Insects	main
nurglestorm	WH3_Faction_Nurgle_Oneshot_Creature	main
nurglestorm	WH3_Faction_Nurgle_Oneshot_Creature_Creak	main
nurglestorm	WH3_Faction_Nurgle_Oneshot_Crunchy_Gore	main
nurglestorm	WH3_Faction_Nurgle_Oneshot_Distant_Explosion	main
nurglestorm	WH3_Faction_Nurgle_Oneshot_Steam_Bubble	main
nurglestorm	WH3_Faction_Nurgle_Oneshot_Subtle_Rock	main
nurglestorm	WH3_Faction_Nurgle_Wildlife_Oneshot_Flies	main
nurglestorm	WH3_Faction_Nurgle_Wildlife_Oneshot_Insects	main
ogres	WH3_Faction_Ogre_Forest_Oneshot_Branches	forest
ogres	WH3_Faction_Ogre_Forest_Oneshot_Creak_Rumble	forest
ogres	WH3_Faction_Ogre_Forest_Oneshot_Creature_Movement	forest
ogres	WH3_Faction_Ogre_Forest_Oneshot_Insect_Fly_By	forest
ogres	WH3_Faction_Ogre_Forest_Oneshot_Pig_Long	forest
ogres	WH3_Faction_Ogre_Forest_Oneshot_Pig_Short	forest
ogres	WH3_Faction_Ogre_Primary_Oneshot_Crunch	main
ogres	WH3_Faction_Ogre_Primary_Oneshot_Horn	main
ogres	WH3_Faction_Ogre_Primary_Oneshot_Ogre_Vox	main
ogres	WH3_Faction_Ogre_Primary_Oneshot_Rocks	main
ogres	WH3_Faction_Ogre_Primary_Oneshot_Thunder_Explosion	main
ogres	WH3_Faction_Ogre_Primary_Oneshot_Wind_Gust	main
ogres	WH3_Faction_Ogres_Wildlife_Cow_Oneshot_Beast	main
ogres	WH3_Faction_Ogres_Wildlife_Oneshot_Eagle	main
ogres	WH3_Faction_Ogres_Wildlife_Oneshot_Growler	main
ogres	WH3_Faction_Ogres_Wildlife_Oneshot_Hog	main
ogres	weather_thunder_low	static
prologue_kislev_chaos	WH3_Faction_Kislev_Forest_Oneshot_Ice_Crunch	forest
prologue_kislev_chaos	WH3_Faction_Kislev_Forest_Oneshot_Tree_Debris	forest
prologue_kislev_chaos	WH3_Faction_Kislev_Forest_Oneshot_Winter_Birds	forest
prologue_kislev_chaos	WH3_Faction_Kislev_Forest_Oneshot_Wolf_Howl	forest
prologue_kislev_chaos	WH3_Faction_Kislev_Forest_Oneshot_Woodpecker	forest
prologue_kislev_chaos	WH3_Generic_Volcanic_Forest_Oneshot_Pig	forest
prologue_kislev_chaos	WH3_Faction_Kislev_Primary_Oneshot_Rock_Ice	main
prologue_kislev_chaos	WH3_Faction_Kislev_Primary_Oneshot_Rumble	main
prologue_kislev_chaos	WH3_Faction_Kislev_Primary_Oneshot_Small_Ice_Shards	main
prologue_kislev_chaos	WH3_Faction_Kislev_Primary_Oneshot_Tonal_Swells	main
prologue_kislev_chaos	WH3_Faction_Kislev_Primary_Oneshot_Wind_Gust_Howl	main
prologue_kislev_chaos	WH3_Faction_Kislev_Primary_Oneshot_Wind_Low_Subtle	main
prologue_kislev_chaos	WH3_Faction_Kislev_Wildlife_Oneshot_Deer	main
prologue_kislev_chaos	WH3_Faction_Kislev_Wildlife_Oneshot_Group_Howl	main
prologue_kislev_chaos	WH3_Faction_Kislev_Wildlife_Oneshot_Tiger	main
prologue_kislev_chaos	WH3_Faction_Kislev_Wildlife_Oneshot_Winter_Bear	main
prologue_kislev_chaos	WH3_Faction_Kislev_Wildlife_Oneshot_Winter_Bear_Groan	main
prologue_kislev_chaos	WH3_Generic_Volcanic_Forest_Oneshot_Vulture_Cluck	main
prologue_kislev_chaos	WH3_Generic_Volcanic_Primary_Oneshot_Thunder	main
prologue_kislev_chaos	WH3_Generic_Volcanic_Wildlife_Oneshot_Scream	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Forest_Oneshot_Ice_Crunch	forest
prologue_kislev_tzeentch	WH3_Faction_Kislev_Forest_Oneshot_Tree_Debris	forest
prologue_kislev_tzeentch	WH3_Faction_Kislev_Forest_Oneshot_Winter_Birds	forest
prologue_kislev_tzeentch	WH3_Faction_Kislev_Forest_Oneshot_Wolf_Howl	forest
prologue_kislev_tzeentch	WH3_Faction_Kislev_Forest_Oneshot_Woodpecker	forest
prologue_kislev_tzeentch	WH3_Faction_Tzeentch_Forest_Oneshot_Crows_A	forest
prologue_kislev_tzeentch	WH3_Faction_Tzeentch_Forest_Oneshot_Mocking_Bird	forest
prologue_kislev_tzeentch	WH3_Faction_Kislev_Primary_Oneshot_Rock_Ice	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Primary_Oneshot_Rumble	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Primary_Oneshot_Small_Ice_Shards	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Primary_Oneshot_Tonal_Swells	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Primary_Oneshot_Wind_Gust_Howl	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Primary_Oneshot_Wind_Low_Subtle	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Wildlife_Oneshot_Deer	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Wildlife_Oneshot_Group_Howl	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Wildlife_Oneshot_Tiger	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Wildlife_Oneshot_Winter_Bear	main
prologue_kislev_tzeentch	WH3_Faction_Kislev_Wildlife_Oneshot_Winter_Bear_Groan	main
prologue_kislev_tzeentch	WH3_Faction_Tzeentch_Wildlife_Oneshot_Alien_Bird	main
prologue_kislev_tzeentch	WH3_Faction_Tzeentch_Wildlife_Oneshot_Crow	main
prologue_kislev_tzeentch	WH3_Faction_Tzeentch_Wildlife_Oneshot_Insects	main
skaven_cavern	lizardmen_jungle_primary_wildlife_insects	main
skaven_cavern	skaven_cavern_primary_nature_one_shots	main
skaven_cavern	skaven_cavern_primary_wildlife_insects	main
skaven_cavern	skaven_cavern_primary_wildlife_mammals	main
skaven_desert	skaven_desert_forest_nature_one_shots	forest
skaven_desert	skaven_desert_forest_wildlife_birds	forest
skaven_desert	skaven_desert_forest_wildlife_insects	forest
skaven_desert	skaven_desert_forest_wildlife_mammals	forest
skaven_desert	skaven_desert_primary_nature_one_shots	main
skaven_desert	skaven_desert_primary_wildlife_birds	main
skaven_desert	skaven_desert_primary_wildlife_insects	main
skaven_desert	skaven_desert_primary_wildlife_mammals	main
skaven_marsh_forest	skaven_marsh_forest_nature_one_shots	forest
skaven_marsh_forest	skaven_marsh_forest_wildlife_birds	forest
skaven_marsh_forest	skaven_marsh_forest_wildlife_insects	forest
skaven_marsh_forest	skaven_marsh_forest_wildlife_mammals	forest
skaven_marsh_forest	skaven_marsh_primary_wildlife_insects	main
skaven_marsh_forest	skaven_marsh_primary_wildlife_mammals	main
skaven_marsh	skaven_marsh_forest_nature_one_shots	forest
skaven_marsh	skaven_marsh_forest_wildlife_birds	forest
skaven_marsh	skaven_marsh_forest_wildlife_insects	forest
skaven_marsh	skaven_marsh_forest_wildlife_mammals	forest
skaven_marsh	skaven_marsh_primary_wildlife_birds	main
skaven_marsh	skaven_marsh_primary_wildlife_insects	main
skaven_marsh	skaven_marsh_primary_wildlife_mammals	main
slaanesh	WH3_Faction_Slaanesh_Forest_Oneshot_Breath	forest
slaanesh	WH3_Faction_Slaanesh_Forest_Oneshot_Creature_Growls	forest
slaanesh	WH3_Faction_Slaanesh_Forest_Oneshot_Creature_Grunts	forest
slaanesh	WH3_Faction_Slaanesh_Forest_Oneshot_Creature_Howl	forest
slaanesh	WH3_Faction_Slaanesh_Forest_Oneshot_Tree_Crunch	forest
slaanesh	WH3_Faction_Slaanesh_Forest_Oneshot_Tree_Movement	forest
slaanesh	WH3_Faction_Slaanesh_Forest_Oneshot_Whisper_Growls	forest
slaanesh	WH3_Faction_Slaanesh_Primary_Oneshot_Damned_Souls	main
slaanesh	WH3_Faction_Slaanesh_Primary_Oneshot_Earth_Rumble	main
slaanesh	WH3_Faction_Slaanesh_Primary_Oneshot_Screams	main
slaanesh	WH3_Faction_Slaanesh_Primary_Oneshot_Steam_Release	main
slaanesh	WH3_Faction_Slaanesh_Primary_Oneshot_Tentacles	main
slaanesh	WH3_Faction_Slaanesh_Primary_Oneshot_Whip_Crack	main
slaanesh	WH3_Faction_Slaanesh_Primary_Oneshot_Whispers	main
slaanesh	WH3_Faction_Slaanesh_Wildlife_Oneshot_Giant_Crab	main
slaanesh	WH3_Faction_Slaanesh_Wildlife_Oneshot_Giant_Snake	main
slaanesh	WH3_Faction_Slaanesh_Wildlife_Oneshot_Lizard_Bird	main
slaanesh	WH3_Faction_Slaanesh_Wildlife_Oneshot_Mutant_Cow	main
slaanesh	WH3_Faction_Slaanesh_Wildlife_Oneshot_Mutant_Horse	main
slaaneshstorm	WH3_Faction_Slaanesh_Forest_Oneshot_Breath	forest
slaaneshstorm	WH3_Faction_Slaanesh_Forest_Oneshot_Creature_Growls	forest
slaaneshstorm	WH3_Faction_Slaanesh_Forest_Oneshot_Creature_Grunts	forest
slaaneshstorm	WH3_Faction_Slaanesh_Forest_Oneshot_Creature_Howl	forest
slaaneshstorm	WH3_Faction_Slaanesh_Forest_Oneshot_Tree_Crunch	forest
slaaneshstorm	WH3_Faction_Slaanesh_Forest_Oneshot_Tree_Movement	forest
slaaneshstorm	WH3_Faction_Slaanesh_Forest_Oneshot_Whisper_Growls	forest
slaaneshstorm	WH3_Faction_Slaanesh_Primary_Oneshot_Damned_Souls	main
slaaneshstorm	WH3_Faction_Slaanesh_Primary_Oneshot_Earth_Rumble	main
slaaneshstorm	WH3_Faction_Slaanesh_Primary_Oneshot_Screams	main
slaaneshstorm	WH3_Faction_Slaanesh_Primary_Oneshot_Steam_Release	main
slaaneshstorm	WH3_Faction_Slaanesh_Primary_Oneshot_Tentacles	main
slaaneshstorm	WH3_Faction_Slaanesh_Primary_Oneshot_Whip_Crack	main
slaaneshstorm	WH3_Faction_Slaanesh_Primary_Oneshot_Whispers	main
slaaneshstorm	WH3_Faction_Slaanesh_Wildlife_Oneshot_Giant_Crab	main
slaaneshstorm	WH3_Faction_Slaanesh_Wildlife_Oneshot_Giant_Snake	main
slaaneshstorm	WH3_Faction_Slaanesh_Wildlife_Oneshot_Lizard_Bird	main
slaaneshstorm	WH3_Faction_Slaanesh_Wildlife_Oneshot_Mutant_Cow	main
slaaneshstorm	WH3_Faction_Slaanesh_Wildlife_Oneshot_Mutant_Horse	main
slaaneshstorm	WH3_Storms_Of_Magic_Oneshot_Thunder_Rumble	main
tomb_kings_cavern	tomb_kings_cavern_primary_nature_one_shots	main
tomb_kings_cavern	tomb_kings_cavern_primary_wildlife_insects	main
tomb_kings_cavern	tomb_kings_cavern_secondary_nature_one_shots	urban
tomb_kings_desert	tomb_kings_desert_primary_nature_one_shots	main
tomb_kings_desert	tomb_kings_desert_primary_wildlife_birds	main
tomb_kings_desert	tomb_kings_desert_primary_wildlife_insects	main
tomb_kings_desert	tomb_kings_desert_secondary_nature_one_shots	urban
tomb_kings_desert	tomb_kings_desert_secondary_wildlife_insects	urban
tomb_kings_qb_final_battle	tomb_kings_desert_primary_nature_one_shots	main
tomb_kings_qb_final_battle	tomb_kings_desert_primary_wildlife_birds	main
tomb_kings_qb_final_battle	tomb_kings_desert_primary_wildlife_insects	main
tomb_kings_qb_final_battle	tomb_kings_desert_secondary_nature_one_shots	urban
tomb_kings_qb_final_battle	tomb_kings_desert_secondary_wildlife_insects	urban
tomb_kings_qb_staff_of_nagash	tomb_kings_desert_primary_nature_one_shots	main
tomb_kings_qb_staff_of_nagash	tomb_kings_desert_primary_wildlife_birds	main
tomb_kings_qb_staff_of_nagash	tomb_kings_desert_primary_wildlife_insects	main
tomb_kings_qb_staff_of_nagash	tomb_kings_desert_secondary_nature_one_shots	urban
tomb_kings_qb_staff_of_nagash	tomb_kings_desert_secondary_wildlife_insects	urban
tzeentch	WH3_Faction_Tzeentch_Forest_Oneshot_Branches	forest
tzeentch	WH3_Faction_Tzeentch_Forest_Oneshot_Crackles	forest
tzeentch	WH3_Faction_Tzeentch_Forest_Oneshot_Crows_A	forest
tzeentch	WH3_Faction_Tzeentch_Forest_Oneshot_Crows_B	forest
tzeentch	WH3_Faction_Tzeentch_Forest_Oneshot_Mocking_Bird	forest
tzeentch	WH3_Faction_Tzeentch_Forest_Oneshot_Movement	forest
tzeentch	WH3_Faction_Tzeentch_Forest_Oneshot_Sparkle	forest
tzeentch	WH3_Faction_Tzeentch_Primary_Oneshot_Crystal_Glass	main
tzeentch	WH3_Faction_Tzeentch_Primary_Oneshot_Distant_Sub_Thump	main
tzeentch	WH3_Faction_Tzeentch_Primary_Oneshot_Dust_Debris	main
tzeentch	WH3_Faction_Tzeentch_Primary_Oneshot_Light_Tones	main
tzeentch	WH3_Faction_Tzeentch_Primary_Oneshot_Magic_Wind	main
tzeentch	WH3_Faction_Tzeentch_Primary_Oneshot_Tonal_Rock_Move	main
tzeentch	WH3_Faction_Tzeentch_Wildlife_Oneshot_Alien_Bird	main
tzeentch	WH3_Faction_Tzeentch_Wildlife_Oneshot_Insects	main
tzeentch	WH3_Faction_Tzeentch_Wildlife_Oneshot_Raven	main
tzeentchstorm	WH3_Faction_Tzeentch_Forest_Oneshot_Branches	forest
tzeentchstorm	WH3_Faction_Tzeentch_Forest_Oneshot_Crackles	forest
tzeentchstorm	WH3_Faction_Tzeentch_Forest_Oneshot_Crows_A	forest
tzeentchstorm	WH3_Faction_Tzeentch_Forest_Oneshot_Crows_B	forest
tzeentchstorm	WH3_Faction_Tzeentch_Forest_Oneshot_Mocking_Bird	forest
tzeentchstorm	WH3_Faction_Tzeentch_Forest_Oneshot_Movement	forest
tzeentchstorm	WH3_Faction_Tzeentch_Forest_Oneshot_Sparkle	forest
tzeentchstorm	WH3_Faction_Tzeentch_Primary_Oneshot_Crystal_Glass	main
tzeentchstorm	WH3_Faction_Tzeentch_Primary_Oneshot_Distant_Sub_Thump	main
tzeentchstorm	WH3_Faction_Tzeentch_Primary_Oneshot_Dust_Debris	main
tzeentchstorm	WH3_Faction_Tzeentch_Primary_Oneshot_Light_Tones	main
tzeentchstorm	WH3_Faction_Tzeentch_Primary_Oneshot_Magic_Wind	main
tzeentchstorm	WH3_Faction_Tzeentch_Primary_Oneshot_Tonal_Rock_Move	main
tzeentchstorm	WH3_Faction_Tzeentch_Wildlife_Oneshot_Alien_Bird	main
tzeentchstorm	WH3_Faction_Tzeentch_Wildlife_Oneshot_Insects	main
tzeentchstorm	WH3_Faction_Tzeentch_Wildlife_Oneshot_Raven	main
tzeentchstorm	weather_thunder_high	main
vampire	vampire_wildlife	main
vampire	vampire_urban	urban
volcanic	WH3_Generic_Volcanic_Forest_Oneshot_Branch_Snap	forest
volcanic	WH3_Generic_Volcanic_Forest_Oneshot_Pig	forest
volcanic	WH3_Generic_Volcanic_Forest_Oneshot_Tree_Creak	forest
volcanic	WH3_Generic_Volcanic_Forest_Oneshot_Vulture_Cluck	forest
volcanic	WH3_Generic_Volcanic_Primary_Oneshot_Low	main
volcanic	WH3_Generic_Volcanic_Primary_Oneshot_Quake	main
volcanic	WH3_Generic_Volcanic_Primary_Oneshot_Thunder	main
volcanic	WH3_Generic_Volcanic_Wildlife_Oneshot_Boar	main
volcanic	WH3_Generic_Volcanic_Wildlife_Oneshot_Scream	main
volcanic	WH3_Generic_Volcanic_Wildlife_Oneshot_Serpent	main
volcanic	WH3_Generic_Volcanic_Wildlife_Oneshot_Vulture	main
wood_elves_autumn	wood_elves_wildlife_autumn	forest
wood_elves_autumn	wood_elves_wildlife_autumn	main
wood_elves_generic	wood_elves_wildlife_generic	forest
wood_elves_generic	wood_elves_wildlife_generic	main
wood_elves_night	wood_elves_wildlife_night	forest
wood_elves_night	wood_elves_wildlife_night	main
wood_elves_sea_is_lake	wood_elves_wildlife_generic	forest
wood_elves_sea_is_lake	wood_elves_wildlife_generic	main
wood_elves_winter	wood_elves_wildlife_winter	forest
wood_elves_winter	wood_elves_wildlife_winter	main
