bonus_value_id	effect	special_ability_group
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_dlc09_lore_nehekhara
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_dlc09_lore_nehekhara_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_dlc11_lore_deep
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_dlc11_lore_deep_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_dlc12_lore_lord_kroak
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_dlc14_lore_stealth
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_dlc14_lore_stealth_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_main_lore_dark_magic
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_main_lore_dark_magic_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_main_lore_high_magic
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_main_lore_high_magic_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_main_lore_plague
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_main_lore_plague_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_main_lore_ruin
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh2_main_lore_ruin_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_dlc23_lore_hashut
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_dlc23_lore_hashut_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_dlc24_lore_hag
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_dlc24_lore_hag_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_nurgle
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_nurgle_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_of_great_maw
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_of_great_maw_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_of_ice
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_of_ice_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_of_tempest
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_of_tempest_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_of_yang
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_of_yang_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_of_yin
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_of_yin_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_slaanesh
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_slaanesh_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_tzeentch
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh3_main_lore_tzeentch_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_dlc03_lore_beasts
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_dlc03_lore_beasts_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_dlc03_lore_wild
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_dlc03_lore_wild_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_dlc05_lore_life
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_dlc05_lore_life_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_dlc05_lore_shadows
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_dlc05_lore_shadows_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_big_waaagh
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_big_waaagh_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_death
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_death_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_fire
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_fire_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_heavens
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_heavens_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_light
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_light_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_lil_waaagh
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_lil_waaagh_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_metal
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_metal_upgraded
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_vampires
target_intercept_range_mod	wh3_main_effect_spell_targeting_range_all	wh_main_lore_vampires_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh2_dlc09_lore_nehekhara_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh2_dlc11_lore_deep_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh2_dlc14_lore_stealth_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh2_main_lore_dark_magic_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh2_main_lore_high_magic_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh2_main_lore_plague_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh2_main_lore_ruin_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh3_dlc23_lore_hashut_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh3_main_lore_nurgle_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh3_main_lore_of_great_maw_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh3_main_lore_of_ice_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh3_main_lore_of_tempest_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh3_main_lore_of_yang_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh3_main_lore_of_yin_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh3_main_lore_slaanesh_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh3_main_lore_tzeentch_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_dlc03_lore_beasts_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_dlc03_lore_wild_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_dlc05_lore_life_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_dlc05_lore_shadows_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_main_lore_big_waaagh_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_main_lore_death_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_main_lore_fire_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_main_lore_heavens_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_main_lore_light_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_main_lore_lil_waaagh_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_main_lore_metal_upgraded
cost_percentage_mod	wh3_main_effect_wom_costs_overcast_percentage	wh_main_lore_vampires_upgraded
