key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
wh2_main_lzd_cav_cold_one_spearriders_blessed_0	10	wh2_main_body_100	2100	cavalry	40	cav_shk	wh2_main_unit_long_text_lzd_cav_cold_one_spearriders_blessed_0	hu7b_saurus_rp3_cold_one_spear_and_shield	wh_main_cavalry_rider_standard_blood	36	28	75	137	wh2_main_lzd_mnt_cold_one_blessed	48	wh2_main_lzd_cold_one_spear		3	wh_missile_block_30_wood	wh2_main_unit_short_text_lzd_cav_cold_one_spearriders_blessed_0	wh2_main_cavalry_cold_ones	trained			true	40.0000	1500.0000	wh2_main_lzd_cav_cold_one_spearriders_blessed_0	160	160	0	vo_sel_lzd_cold_one_spears	vo_sel_lzd_cold_one_riders	vo_sel_generic	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav			melee	1.0000	1.0000	false	false
wh2_main_lzd_cav_cold_ones_1	10	wh2_main_body_90	2100	cavalry	32	cav_mel	wh2_main_unit_long_text_lzd_cav_cold_ones_1	hu7b_saurus_rp3_cold_one_club_and_shield	wh_main_cavalry_rider_standard_blood	31	28	75	119	wh2_main_lzd_mnt_cold_one	48	wh2_main_lzd_cold_one_club		3	wh_missile_block_30_wood	wh2_main_unit_short_text_lzd_cav_cold_ones_1	wh2_main_cavalry_cold_ones	trained			true	40.0000	1500.0000	wh2_main_lzd_cav_cold_ones_1	160	160	0	vo_sel_lzd_cold_one_riders	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false	medium	medium	domination_cav			melee	1.0000	1.0000	false	false
wh2_main_lzd_cav_cold_ones_feral_0	10	wh2_main_body_90	2100	inf_melee	28	inf_mel	wh2_main_unit_long_text_lzd_cav_cold_ones_feral_0	rp3_cold_one	wh2_main_lzd_cavalry_feral_cold_one_blood	25	24	55	149		0	wh2_main_lzd_cold_one_feral		3	none	wh2_main_unit_short_text_lzd_cav_cold_ones_feral_0	wh2_main_cavalry_cold_ones	trained			true	40.0000	1500.0000	wh2_main_lzd_cav_cold_ones_feral_0	160	160	0	vo_sel_lzd_cold_one_riders	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false	medium	medium	domination_cav			melee	1.0000	1.0000	false	false
wh2_main_lzd_cav_cold_ones_feral_0_summoned	10	wh2_main_body_90	2100	inf_melee	28	inf_mel	wh2_main_unit_long_text_lzd_cav_cold_ones_feral_0_summoned	rp3_cold_one	wh2_main_lzd_cavalry_feral_cold_one_blood	25	24	55	149		0	wh2_main_lzd_cold_one_feral		3	none	wh2_main_unit_short_text_lzd_cav_cold_ones_feral_0_summoned	wh2_main_cavalry_cold_ones	trained			true	40.0000	1500.0000	wh2_main_lzd_cav_cold_ones_feral_0_summoned	160	160	0	vo_sel_lzd_cold_one_riders	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false	false
wh2_main_lzd_cav_horned_ones_0	10	wh2_main_plate_100	2100	cavalry	43	cav_shk	wh2_main_unit_long_text_lzd_cav_horned_ones_0	hu7b_saurus_rp3_cold_one_club_and_shield	wh_main_cavalry_rider_standard_blood	45	34	85	139	wh2_main_lzd_mnt_horned_one	48	wh2_main_lzd_horned_one_club		3	wh_missile_block_30_wood	wh2_main_unit_short_text_lzd_cav_horned_ones_0	wh2_main_cavalry_cold_ones	trained			true	40.0000	1500.0000	wh2_main_lzd_cav_horned_ones_0	160	160	0	vo_sel_lzd_horned_ones	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav			melee	1.0000	1.0000	false	false
wh2_main_lzd_cav_horned_ones_blessed_0	10	wh2_main_plate_100	2100	cavalry	43	cav_shk	wh2_main_unit_long_text_lzd_cav_horned_ones_blessed_0	hu7b_saurus_rp3_cold_one_club_and_shield	wh_main_cavalry_rider_standard_blood	60	40	85	160	wh2_main_lzd_mnt_horned_one	48	wh2_main_lzd_horned_one_club		3	wh_missile_block_30_wood	wh2_main_unit_short_text_lzd_cav_horned_ones_blessed_0	wh2_main_cavalry_cold_ones	trained			true	40.0000	1500.0000	wh2_main_lzd_cav_horned_ones_blessed_0	160	160	0	vo_sel_lzd_horned_ones	vo_sel_generic	vo_sel_generic	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav			melee	1.0000	1.0000	false	false
wh2_main_lzd_cav_terradon_riders_0	10	wh2_main_leather_15	2100	cavalry	16	cav_mis	wh2_main_unit_long_text_lzd_cav_terradon_riders_0	hu7_skink_bi3_terradon_javelin	wh2_main_lzd_inf_skink_360_blood_dismembers	26	22	55	356	wh2_main_lzd_mnt_terradon	10	wh2_main_lzd_terradon	wh2_main_lzd_javelin_terradon	2	none	wh2_main_unit_short_text_lzd_cav_terradon_riders_0	wh_main_monstrous_infantry_flying	trained			true	40.0000	1500.0000	wh2_main_lzd_cav_terradon_riders_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	26	0	0	0	0	15	0	flying_ranged_harasser_flanker	true	false	false	false	cant_capture	cant_capture	cant_capture			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cav_terradon_riders_0_blessed	10	wh2_main_leather_15	2100	cavalry	16	cav_mis	wh2_main_unit_long_text_lzd_cav_terradon_riders_0	hu7_skink_bi3_terradon_javelin	wh2_main_lzd_inf_skink_360_blood_dismembers	26	22	55	409	wh2_main_lzd_mnt_terradon_blessed	10	wh2_main_lzd_terradon_blessed	wh2_main_lzd_javelin_terradon	2	none	wh2_main_unit_short_text_lzd_cav_terradon_riders_0	wh_main_monstrous_infantry_flying	trained			true	40.0000	1500.0000	wh2_main_lzd_cav_terradon_riders_0_blessed	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	26	0	0	0	0	15	0	flying_ranged_harasser_flanker	true	false	false	false	cant_capture	cant_capture	cant_capture			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cav_terradon_riders_1	10	wh2_main_leather_15	2100	cavalry	16	cav_mis	wh2_main_unit_long_text_lzd_cav_terradon_riders_1	hu7_skink_bi3_terradon_fireleech_bolas	wh2_main_lzd_inf_skink_360_blood_dismembers	26	22	55	356	wh2_main_lzd_mnt_terradon	10	wh2_main_lzd_terradon	wh2_main_lzd_fireleech_bola_terradon	2	none	wh2_main_unit_short_text_lzd_cav_terradon_riders_1	wh_main_monstrous_infantry_flying	trained			true	40.0000	1500.0000	wh2_main_lzd_cav_terradon_riders_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	22	0	0	0	0	15	0	flying_ranged_harasser_flanker	true	false	false	false	cant_capture	cant_capture	cant_capture			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cav_terradon_riders_blessed_1	10	wh2_main_leather_15	2100	cavalry	16	cav_mis	wh2_main_unit_long_text_lzd_cav_terradon_riders_blessed_1	hu7_skink_bi3_terradon_fireleech_bolas	wh2_main_lzd_inf_skink_360_blood_dismembers	26	22	55	406	wh2_main_lzd_mnt_terradon_blessed	10	wh2_main_lzd_terradon	wh2_main_lzd_fireleech_bola_terradon	2	none	wh2_main_unit_short_text_lzd_cav_terradon_riders_blessed_1	wh_main_monstrous_infantry_flying	trained			true	40.0000	1500.0000	wh2_main_lzd_cav_terradon_riders_blessed_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	44	0	0	0	0	15	0	flying_ranged_harasser_flanker	true	false	false	false	cant_capture	cant_capture	cant_capture			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_kroq_gar_0	10	wh2_main_body_95	2100	inf_melee	50	com	wh2_main_unit_long_text_lzd_cha_kroq_gar_0	hu7b_saurus_lord_spear	wh2_main_lzd_inf_saurus_hero_kroq_gar	57	44	80	5128		0	wh2_main_lzd_cha_kroq_gar		1	none	wh2_main_unit_short_text_lzd_cha_kroq_gar_0	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_kroq_gar_0	160	160	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_main_lzd_cha_kroq_gar_1	10	wh2_main_body_95	2100	war_beast	67	com	wh2_main_unit_long_text_lzd_cha_kroq_gar_1	hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	wh_main_cavalry_rider_standard_blood_kroq_gar	55	40	80	8660	wh2_main_lzd_mnt_carnosaur_grymloq	1	wh2_main_lzd_cha_kroq_gar_grymloq		1	none	wh2_main_unit_short_text_lzd_cha_kroq_gar_1	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_kroq_gar_1	160	160	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_main_lzd_cha_kroq_gar_2	10	wh2_main_body_110	2100	cavalry	70	com	wh2_main_unit_long_text_lzd_cha_kroq_gar_2	hu7b_saurus_rp3_cold_one_spear_and_shield	wh_main_cavalry_rider_standard_blood_kroq_gar	57	44	80	5540	wh2_main_lzd_mnt_cold_one_hero	1	wh2_main_lzd_cha_kroq_gar		1	none	wh2_main_unit_short_text_lzd_cha_kroq_gar_2	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_kroq_gar_2	160	160	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_main_lzd_cha_kroq_gar_3	10	wh2_main_body_120	2100	cavalry	85	com	wh2_main_unit_long_text_lzd_cha_kroq_gar_3	hu7b_saurus_rp3_cold_one_spear_and_shield	wh_main_cavalry_rider_standard_blood_kroq_gar	57	44	80	5808	wh2_main_lzd_mnt_horned_one_hero	1	wh2_main_lzd_cha_kroq_gar		1	none	wh2_main_unit_short_text_lzd_cha_kroq_gar_3	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_kroq_gar_3	160	160	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_main_lzd_cha_lord_mazdamundi_0	10	wh2_main_body_45	2100	war_machine	14	com	wh2_main_unit_long_text_lzd_cha_lord_mazdamundi_0	hu9_slann_wm_platform01_mace	wh2_main_lzd_infantry_standard_mazdamundi_rider	26	32	85	7536		0	wh2_main_lzd_cha_mazdamundi_lord		1	none	wh2_main_unit_short_text_lzd_cha_lord_mazdamundi_0	wh_main_chariot	trained		wh2_main_lzd_mazdamundi_palanquin	true	40.0000	1500.0000	wh2_main_lzd_cha_lord_mazdamundi_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large_bst	0	0	0	0	1	0	40	0	mage_highvalue	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_lord_mazdamundi_1	10	wh2_main_body_130	2100	war_beast	70	com	wh2_main_unit_long_text_lzd_cha_lord_mazdamundi_1	hu9_slann_mace	wh2_main_lzd_infantry_standard_mazdamundi_rider	26	32	85	10068	wh2_main_lzd_mnt_stegadon_zlaaq	1	wh2_main_lzd_ancient_stegadon		1	none	wh2_main_unit_short_text_lzd_cha_lord_mazdamundi_1	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_lord_mazdamundi_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	30	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_saurus_old_blood_0	0	wh2_main_body_95	2100	inf_melee	35	com	wh2_main_unit_long_text_lzd_cha_saurus_old_blood_0	hu7b_saurus_club_and_shield	wh2_main_lzd_inf_saurus_hero_blood_dismembers	49	52	75	4632		0	wh2_main_lzd_cha_saurus_old_blood		1	wh_missile_block_35_wood	wh2_main_unit_short_text_lzd_cha_saurus_old_blood_0	wh2_main_lzd_saurus	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_saurus_old_blood_0	160	160	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_main_lzd_cha_saurus_old_blood_1	0	wh2_main_body_110	2100	cavalry	55	com	wh2_main_unit_long_text_lzd_cha_saurus_old_blood_1	hu7b_saurus_rp3_cold_one_club_and_shield	wh2_main_lzd_inf_saurus_hero_blood_dismembers	49	52	75	5212	wh2_main_lzd_mnt_cold_one_hero	1	wh2_main_lzd_cha_cold_one_lord		1	wh_missile_block_35_wood	wh2_main_unit_short_text_lzd_cha_saurus_old_blood_1	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_saurus_old_blood_1	160	160	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_main_lzd_cha_saurus_old_blood_2	0	wh2_main_body_95	2100	war_beast	50	com	wh2_main_unit_long_text_lzd_cha_saurus_old_blood_2	hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	wh2_main_lzd_inf_saurus_hero_blood_dismembers	45	44	75	8544	wh2_main_lzd_mnt_carnosaur	1	wh2_main_lzd_cha_carnosaur_lord		1	none	wh2_main_unit_short_text_lzd_cha_saurus_old_blood_2	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_saurus_old_blood_2	160	160	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_main_lzd_cha_saurus_scar_veteran_0	0	wh2_main_body_85	2100	inf_melee	32	com	wh2_main_unit_long_text_lzd_cha_saurus_scar_veteran_0	hu7b_saurus_spear_and_shield	wh2_main_lzd_inf_saurus_hero_blood_dismembers	38	47	75	4160		0	wh2_main_lzd_cha_saurus_scar_veteran		1	wh_missile_block_35_wood	wh2_main_unit_short_text_lzd_cha_saurus_scar_veteran_0	wh2_main_lzd_saurus	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_saurus_scar_veteran_0	160	160	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_main_lzd_cha_saurus_scar_veteran_1	0	wh2_main_body_100	2100	cavalry	52	com	wh2_main_unit_long_text_lzd_cha_saurus_scar_veteran_1	hu7b_saurus_rp3_cold_one_spear_and_shield	wh2_main_lzd_warbeast_rider_360_hero_blood	43	42	75	4620	wh2_main_lzd_mnt_cold_one_hero	1	wh2_main_lzd_cha_cold_one_hero		1	wh_missile_block_30_wood	wh2_main_unit_short_text_lzd_cha_saurus_scar_veteran_1	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_saurus_scar_veteran_1	160	160	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_main_lzd_cha_saurus_scar_veteran_2	0	wh2_main_body_95	2100	war_beast	50	com	wh2_main_unit_long_text_lzd_cha_saurus_scar_veteran_2	hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	wh2_main_lzd_warbeast_rider_360_hero_blood	45	40	75	7936	wh2_main_lzd_mnt_carnosaur	1	wh2_main_lzd_carnosaur_hero		1	none	wh2_main_unit_short_text_lzd_cha_saurus_scar_veteran_2	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_saurus_scar_veteran_2	160	160	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_chief_0	10	wh2_main_body_30	2100	inf_ranged	16	com	wh2_main_unit_long_text_lzd_cha_skink_chief_0	hu7_skink_club_and_blowpipe	wh2_main_lzd_inf_skink_chief_blood_dismembers	33	36	60	3564		0	wh2_main_lzd_skink_chief_hero	wh2_main_lzd_blowpipe_skink_chief	1	none	wh2_main_unit_short_text_lzd_cha_skink_chief_0	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_chief_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	aquatic_small	0	82	0	0	0	0	15	0	ranged_harasser_highvalue	true	true	false	false	high	high	domination_characters			archer	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_chief_1	10	wh2_main_body_30	2100	cavalry	26	com	wh2_main_unit_long_text_lzd_cha_skink_chief_1	hu7_skink_bi3_terradon_club_blowpipe	wh2_dlc16_lzd_warbeast_rider_360_hero_blood_low_kb_resist	33	36	60	3992	wh2_main_lzd_mnt_terradon_hero	1	wh2_main_lzd_skink_chief_terradon	wh2_main_lzd_blowpipe_skink_chief	1	none	wh2_main_unit_short_text_lzd_cha_skink_chief_1	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_chief_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	82	0	0	0	0	15	0	flying_ranged_harasser_flanker_highvalue	true	false	false	false	cant_capture	cant_capture	cant_capture			archer	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_chief_2	10	wh2_main_body_110	2100	war_beast	70	com	wh2_main_unit_long_text_lzd_cha_skink_chief_2	hu7_skink_staff_and_club	wh2_dlc16_lzd_warbeast_rider_360_hero_blood_low_kb_resist	30	32	65	9196	wh2_main_lzd_mnt_stegadon	1	wh2_main_lzd_stegadon	wh2_main_lzd_mon_stegadon_crossbow_skink_chief	1	none	wh2_main_unit_short_text_lzd_cha_skink_chief_2	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_chief_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	60	22	0	0	0	0	15	0	ranged_no_skirmish_gatecrusher	false	false	false	false	high	high	domination_characters			archer	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_chief_3	10	wh2_main_body_130	2100	war_beast	70	com	wh2_main_unit_long_text_lzd_cha_skink_chief_3	hu7_skink_staff_and_club	wh2_dlc16_lzd_warbeast_rider_360_hero_blood_low_kb_resist	26	32	75	9848	wh2_main_lzd_mnt_stegadon_ancient	1	wh2_main_lzd_ancient_stegadon	wh2_main_lzd_mon_stegadon_giant_blowpipe_skink_chief	1	none	wh2_main_unit_short_text_lzd_cha_skink_chief_3	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_chief_3	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	60	80	0	0	0	0	15	0	melee_gatecrusher_highvalue	false	false	false	false	high	high	domination_characters			artillery	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_priest_0_summoned	10	wh_main_body_0	2100	inf_melee	10	com	wh2_main_unit_long_text_lzd_cha_skink_priest_0_summoned	hu7_skink_hq1_stegadon_wb_staff_and_club	wh2_main_lzd_inf_skink_hero_blood_dismembers	22	26	55	2850		0	wh3_main_lzd_cha_caster_hero_summoned		1	none	wh2_main_unit_short_text_lzd_cha_skink_priest_0_summoned	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_priest_0_summoned	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	ethereal	0	0	0	0	0	55	0	0	mage_highvalue	false	true	false	false	cant_capture	cant_capture	cant_capture			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_priest_beasts_0	10	wh2_main_body_30	2100	inf_melee	10	com	wh2_main_unit_long_text_lzd_cha_skink_priest_beasts_0	hu7_skink_hq1_stegadon_wb_staff_and_club	wh2_main_lzd_inf_skink_hero_blood_dismembers	22	26	55	3248		0	wh2_main_lzd_cha_caster_hero		1	none	wh2_main_unit_short_text_lzd_cha_skink_priest_beasts_0	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_priest_beasts_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	aquatic_small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_priest_beasts_1	10	wh2_main_body_30	2100	cavalry	20	com	wh2_main_unit_long_text_lzd_cha_skink_priest_beasts_1	hu7_skink_bi3_terradon_staff_and_club	wh2_dlc16_lzd_warbeast_rider_360_hero_blood_low_kb_resist	22	26	55	3676	wh2_main_lzd_mnt_terradon_hero	1	wh2_main_lzd_cha_terradon_hero		1	none	wh2_main_unit_short_text_lzd_cha_skink_priest_beasts_1	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_priest_beasts_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	flying_mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_priest_beasts_2	10	wh2_main_body_110	2100	war_beast	70	com	wh2_main_unit_long_text_lzd_cha_skink_priest_beasts_2	hu7_skink_hq1_stegadon_wb_staff_and_club	wh2_dlc16_lzd_warbeast_rider_360_hero_blood_low_kb_resist	30	32	60	9196	wh2_main_lzd_mnt_stegadon	1	wh2_main_lzd_stegadon	wh2_main_lzd_mon_stegadon_crossbow_skink_priest	1	none	wh2_main_unit_short_text_lzd_cha_skink_priest_beasts_2	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_priest_beasts_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	60	22	0	0	0	0	15	0	ranged_no_skirmish_gatecrusher	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_priest_beasts_3	10	wh2_main_body_130	2100	war_beast	70	com	wh2_main_unit_long_text_lzd_cha_skink_priest_beasts_3	hu7_skink_hq1_stegadon_wb_staff_and_club	wh2_dlc16_lzd_warbeast_rider_360_hero_blood_low_kb_resist	26	32	70	9848	wh2_main_lzd_mnt_stegadon_ancient	1	wh2_main_lzd_ancient_stegadon	wh2_main_lzd_mon_stegadon_giant_blowpipe_skink_priest	1	none	wh2_main_unit_short_text_lzd_cha_skink_priest_beasts_3	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_priest_beasts_3	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	60	80	0	0	0	0	15	0	melee_gatecrusher_highvalue	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_priest_heavens_0	10	wh2_main_body_30	2100	inf_melee	10	com	wh2_main_unit_long_text_lzd_cha_skink_priest_heavens_0	hu7_skink_hq1_stegadon_wb_staff_and_club	wh2_main_lzd_inf_skink_hero_blood_dismembers	22	26	55	3248		0	wh2_main_lzd_cha_caster_hero		1	none	wh2_main_unit_short_text_lzd_cha_skink_priest_heavens_0	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_priest_heavens_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	aquatic_small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_priest_heavens_1	10	wh2_main_body_30	2100	cavalry	20	com	wh2_main_unit_long_text_lzd_cha_skink_priest_heavens_1	hu7_skink_bi3_terradon_staff_and_club	wh2_dlc16_lzd_warbeast_rider_360_hero_blood_low_kb_resist	22	26	55	3676	wh2_main_lzd_mnt_terradon_hero	1	wh2_main_lzd_cha_terradon_hero		1	none	wh2_main_unit_short_text_lzd_cha_skink_priest_heavens_1	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_priest_heavens_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	flying_mage_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_priest_heavens_2	10	wh2_main_body_110	2100	war_beast	70	com	wh2_main_unit_long_text_lzd_cha_skink_priest_heavens_2	hu7_skink_hq1_stegadon_wb_staff_and_club	wh2_dlc16_lzd_warbeast_rider_360_hero_blood_low_kb_resist	30	32	60	9196	wh2_main_lzd_mnt_stegadon	1	wh2_main_lzd_stegadon	wh2_main_lzd_mon_stegadon_crossbow_skink_priest	1	none	wh2_main_unit_short_text_lzd_cha_skink_priest_heavens_2	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_priest_heavens_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	60	22	0	0	0	0	15	0	ranged_no_skirmish_gatecrusher	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
wh2_main_lzd_cha_skink_priest_heavens_3	10	wh2_main_body_130	2100	war_beast	70	com	wh2_main_unit_long_text_lzd_cha_skink_priest_heavens_3	hu7_skink_hq1_stegadon_wb_staff_and_club	wh2_dlc16_lzd_warbeast_rider_360_hero_blood_low_kb_resist	26	32	70	9848	wh2_main_lzd_mnt_stegadon_ancient	1	wh2_main_lzd_ancient_stegadon	wh2_main_lzd_mon_stegadon_giant_blowpipe_skink_priest	1	none	wh2_main_unit_short_text_lzd_cha_skink_priest_heavens_3	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_lzd_cha_skink_priest_heavens_3	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	60	80	0	0	0	0	15	0	melee_gatecrusher_highvalue	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
