currency_type	item_type	cost_value
supplies_currency	wh2_dlc13_emp_veh_steam_tank_imperial_supply	2200.0000
supplies_currency	wh2_dlc13_emp_veh_steam_tank_ror_0	2400.0000
supplies_currency	wh2_dlc13_emp_veh_war_wagon_0_imperial_supply	850.0000
supplies_currency	wh2_dlc13_emp_veh_war_wagon_0	850.0000
supplies_currency	wh2_dlc13_emp_veh_war_wagon_1_imperial_supply	950.0000
supplies_currency	wh2_dlc13_emp_veh_war_wagon_1	950.0000
supplies_currency	wh2_dlc13_emp_veh_war_wagon_ror_0	1900.0000
supplies_currency	wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0	1000.0000
supplies_currency	wh2_dlc13_lzd_cha_gor_rok_0	1200.0000
supplies_currency	wh2_dlc13_lzd_cha_kroxigor_ancient_0	1200.0000
supplies_currency	wh2_dlc13_lzd_cha_nakai_0	1550.0000
supplies_currency	wh2_dlc13_lzd_cha_slann_mage_priest_fire_0	650.0000
supplies_currency	wh2_dlc13_lzd_cha_slann_mage_priest_life_0	650.0000
supplies_currency	wh2_dlc13_lzd_mon_dread_saurian_0	2300.0000
supplies_currency	wh2_dlc13_lzd_mon_dread_saurian_1	3100.0000
supplies_currency	wh2_dlc13_lzd_mon_dread_saurian_ror_0	3700.0000
supplies_currency	wh2_dlc13_lzd_mon_razordon_pack_0	800.0000
supplies_currency	wh2_dlc13_lzd_mon_razordon_pack_ror_0	1075.0000
supplies_currency	wh2_dlc13_lzd_mon_razordon_pack_summoned_0	0.0000
supplies_currency	wh2_dlc13_lzd_mon_sacred_kroxigors_0_nakai	1250.0000
supplies_currency	wh2_dlc13_lzd_mon_sacred_kroxigors_0	1250.0000
supplies_currency	wh2_dlc13_lzd_mon_sacred_kroxigors_ror_0	1600.0000
supplies_currency	wh2_dlc14_brt_cha_henri_le_massif_0	600.0000
supplies_currency	wh2_dlc14_brt_cha_henri_le_massif_3	1550.0000
supplies_currency	wh2_dlc14_brt_cha_henri_le_massif_4	850.0000
supplies_currency	wh2_dlc14_brt_cha_repanse_de_lyonesse_0	850.0000
supplies_currency	wh2_dlc14_brt_cha_repanse_de_lyonesse_1	1100.0000
supplies_currency	wh2_dlc14_def_cav_scourgerunner_chariot_0	950.0000
supplies_currency	wh2_dlc14_def_cav_scourgerunner_chariot_ror_0	1200.0000
supplies_currency	wh2_dlc14_def_cha_high_beastmaster_0	750.0000
supplies_currency	wh2_dlc14_def_cha_high_beastmaster_1	1200.0000
supplies_currency	wh2_dlc14_def_cha_high_beastmaster_2	1500.0000
supplies_currency	wh2_dlc14_def_cha_malus_darkblade_0_mp	1600.0000
supplies_currency	wh2_dlc14_def_cha_malus_darkblade_0	1600.0000
supplies_currency	wh2_dlc14_def_cha_malus_darkblade_1_mp	1950.0000
supplies_currency	wh2_dlc14_def_cha_malus_darkblade_1	1950.0000
supplies_currency	wh2_dlc14_def_cha_malus_darkblade_tzarkan_0_final_battle	1600.0000
supplies_currency	wh2_dlc14_def_cha_malus_darkblade_tzarkan_0	1600.0000
supplies_currency	wh2_dlc14_def_cha_malus_darkblade_tzarkan_1	1950.0000
supplies_currency	wh2_dlc14_def_cha_master_0	700.0000
supplies_currency	wh2_dlc14_def_cha_master_1	900.0000
supplies_currency	wh2_dlc14_def_cha_master_2	1050.0000
supplies_currency	wh2_dlc14_def_cha_master_3	1250.0000
supplies_currency	wh2_dlc14_def_cha_master_4	1200.0000
supplies_currency	wh2_dlc14_def_inf_harpies_ror_0	850.0000
supplies_currency	wh2_dlc14_def_mon_bloodwrack_medusa_0	1300.0000
supplies_currency	wh2_dlc14_def_mon_bloodwrack_medusa_ror_0	1650.0000
supplies_currency	wh2_dlc14_def_veh_bloodwrack_shrine_0	1800.0000
supplies_currency	wh2_dlc14_skv_cha_deathmaster_snikch_0	1050.0000
supplies_currency	wh2_dlc14_skv_cha_deathmaster_snikch_tzarkan_0	1050.0000
supplies_currency	wh2_dlc14_skv_cha_eshin_sorcerer_0	350.0000
supplies_currency	wh2_dlc14_skv_cha_master_assassin_0	900.0000
supplies_currency	wh2_dlc14_skv_inf_death_runners_ror_0	1150.0000
supplies_currency	wh2_dlc14_skv_inf_eshin_triads_0	750.0000
supplies_currency	wh2_dlc14_skv_inf_eshin_triads_ror_0	950.0000
supplies_currency	wh2_dlc14_skv_inf_eshin_triads_ror_summoned_0	0.0000
supplies_currency	wh2_dlc14_skv_inf_poison_wind_mortar_0	1100.0000
supplies_currency	wh2_dlc14_skv_inf_poison_wind_mortar_ror_0	1500.0000
supplies_currency	wh2_dlc14_skv_inf_stormvermin_1_summoned	0.0000
supplies_currency	wh2_dlc14_skv_inf_warp_grinder_0	600.0000
supplies_currency	wh2_dlc15_grn_cav_forest_goblin_spider_riders_waaagh_0	475.0000
supplies_currency	wh2_dlc15_grn_cav_squig_hoppers_waaagh_0	650.0000
supplies_currency	wh2_dlc15_grn_cha_grom_the_paunch_0	1500.0000
supplies_currency	wh2_dlc15_grn_cha_night_goblin_warboss_0_big	550.0000
supplies_currency	wh2_dlc15_grn_cha_river_troll_hag_0	700.0000
supplies_currency	wh2_dlc15_grn_mon_feral_hydra_waaagh_0	1600.0000
supplies_currency	wh2_dlc15_grn_mon_river_trolls_0	900.0000
supplies_currency	wh2_dlc15_grn_mon_river_trolls_ror_0	1200.0000
supplies_currency	wh2_dlc15_grn_mon_rogue_idol_0	2300.0000
supplies_currency	wh2_dlc15_grn_mon_rogue_idol_ror_0	2800.0000
supplies_currency	wh2_dlc15_grn_mon_rogue_idol_summoned_0	0.0000
supplies_currency	wh2_dlc15_grn_mon_stone_trolls_0	1100.0000
supplies_currency	wh2_dlc15_grn_mon_wyvern_waaagh_0	1500.0000
supplies_currency	wh2_dlc15_grn_veh_snotling_pump_wagon_0	500.0000
supplies_currency	wh2_dlc15_grn_veh_snotling_pump_wagon_flappas_0	650.0000
supplies_currency	wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0	900.0000
supplies_currency	wh2_dlc15_grn_veh_snotling_pump_wagon_ror_0	700.0000
supplies_currency	wh2_dlc15_hef_cha_alastair_1	1650.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_beasts_0	450.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_beasts_1	650.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_beasts_2	950.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_beasts_3	1000.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_beasts_4	2200.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_death_0	450.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_death_1	650.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_death_2	950.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_death_3	1000.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_death_4	2200.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_fire_0	450.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_fire_1	650.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_fire_2	950.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_fire_3	1000.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_fire_4	2200.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_heavens_0	450.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_heavens_1	650.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_heavens_2	950.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_heavens_3	1000.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_heavens_4	2200.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_high_0	450.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_high_1	650.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_high_2	950.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_high_3	1000.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_high_4	2200.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_life_0	450.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_life_1	650.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_life_2	950.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_life_3	1000.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_life_4	2200.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_light_0	450.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_light_1	650.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_light_2	950.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_light_3	1000.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_light_4	2200.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_metal_0	450.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_metal_1	650.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_metal_2	950.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_metal_3	1000.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_metal_4	2200.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_shadows_0	450.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_shadows_1	650.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_shadows_2	950.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_shadows_3	1000.0000
supplies_currency	wh2_dlc15_hef_cha_archmage_shadows_4	2200.0000
supplies_currency	wh2_dlc15_hef_cha_eltharion_the_grim_0	1100.0000
supplies_currency	wh2_dlc15_hef_cha_eltharion_the_grim_1	1350.0000
supplies_currency	wh2_dlc15_hef_cha_eltharion_the_grim_2	2050.0000
supplies_currency	wh2_dlc15_hef_cha_imrik_0	1200.0000
supplies_currency	wh2_dlc15_hef_cha_imrik_1	1450.0000
supplies_currency	wh2_dlc15_hef_cha_imrik_2	2750.0000
supplies_currency	wh2_dlc15_hef_cha_mage_beasts_0	300.0000
supplies_currency	wh2_dlc15_hef_cha_mage_beasts_1	500.0000
supplies_currency	wh2_dlc15_hef_cha_mage_beasts_2	800.0000
supplies_currency	wh2_dlc15_hef_cha_mage_death_0	300.0000
supplies_currency	wh2_dlc15_hef_cha_mage_death_1	500.0000
supplies_currency	wh2_dlc15_hef_cha_mage_death_2	800.0000
supplies_currency	wh2_dlc15_hef_cha_mage_fire_0	300.0000
supplies_currency	wh2_dlc15_hef_cha_mage_fire_1	500.0000
supplies_currency	wh2_dlc15_hef_cha_mage_fire_2	800.0000
supplies_currency	wh2_dlc15_hef_cha_mage_fire_3	1850.0000
supplies_currency	wh2_dlc15_hef_cha_mage_metal_0	300.0000
supplies_currency	wh2_dlc15_hef_cha_mage_metal_1	500.0000
supplies_currency	wh2_dlc15_hef_cha_mage_metal_2	800.0000
supplies_currency	wh2_dlc15_hef_cha_prince_6	1550.0000
supplies_currency	wh2_dlc15_hef_cha_princess_6	1550.0000
supplies_currency	wh2_dlc15_hef_cha_teclis_2	2200.0000
supplies_currency	wh2_dlc15_hef_inf_archers_ror_0	800.0000
supplies_currency	wh2_dlc15_hef_inf_mistwalkers_faithbearers_0	1000.0000
supplies_currency	wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0	2600.0000
supplies_currency	wh2_dlc15_hef_inf_mistwalkers_sentinels_0	750.0000
supplies_currency	wh2_dlc15_hef_inf_mistwalkers_skyhawks_0	1100.0000
supplies_currency	wh2_dlc15_hef_inf_mistwalkers_spireguard_0	850.0000
supplies_currency	wh2_dlc15_hef_inf_rangers_0	600.0000
supplies_currency	wh2_dlc15_hef_inf_silverin_guard_0	850.0000
supplies_currency	wh2_dlc15_hef_mon_arcane_phoenix_0	1850.0000
supplies_currency	wh2_dlc15_hef_mon_arcane_phoenix_ror_0	2350.0000
supplies_currency	wh2_dlc15_hef_mon_black_dragon_imrik_boss	2200.0000
supplies_currency	wh2_dlc15_hef_mon_black_dragon_imrik	2300.0000
supplies_currency	wh2_dlc15_hef_mon_forest_dragon_0	1800.0000
supplies_currency	wh2_dlc15_hef_mon_forest_dragon_imrik_boss	2100.0000
supplies_currency	wh2_dlc15_hef_mon_forest_dragon_imrik	2000.0000
supplies_currency	wh2_dlc15_hef_mon_moon_dragon_imrik_boss	2300.0000
supplies_currency	wh2_dlc15_hef_mon_moon_dragon_imrik	2200.0000
supplies_currency	wh2_dlc15_hef_mon_star_dragon_imrik_boss	3400.0000
supplies_currency	wh2_dlc15_hef_mon_star_dragon_imrik	2600.0000
supplies_currency	wh2_dlc15_hef_mon_sun_dragon_imrik_boss	2000.0000
supplies_currency	wh2_dlc15_hef_mon_sun_dragon_imrik	1900.0000
supplies_currency	wh2_dlc15_hef_mon_war_lions_of_chrace_0	825.0000
supplies_currency	wh2_dlc15_hef_mon_war_lions_of_chrace_ror_0	1050.0000
supplies_currency	wh2_dlc15_hef_veh_lion_chariot_of_chrace_0	1300.0000
supplies_currency	wh2_dlc16_skv_cha_chieftain_0	550.0000
supplies_currency	wh2_dlc16_skv_cha_chieftain_1	1000.0000
supplies_currency	wh2_dlc16_skv_cha_ghoritch_0_boss	1600.0000
supplies_currency	wh2_dlc16_skv_cha_ghoritch_0	1600.0000
supplies_currency	wh2_dlc16_skv_cha_packmaster_0	500.0000
supplies_currency	wh2_dlc16_skv_cha_packmaster_2	1200.0000
supplies_currency	wh2_dlc16_skv_cha_throt_the_unclean_0	1000.0000
supplies_currency	wh2_dlc16_skv_cha_throt_the_unclean_2	1700.0000
supplies_currency	wh2_dlc16_skv_cha_warlord_2	1250.0000
supplies_currency	wh2_dlc16_skv_inf_skavenslave_spearmen_0_flesh_lab	175.0000
supplies_currency	wh2_dlc16_skv_inf_skavenslaves_0_flesh_lab	150.0000
supplies_currency	wh2_dlc16_skv_mon_brood_horror_0_flesh_lab	1200.0000
supplies_currency	wh2_dlc16_skv_mon_brood_horror_0	1200.0000
supplies_currency	wh2_dlc16_skv_mon_hell_pit_abomination_flesh_lab	1800.0000
supplies_currency	wh2_dlc16_skv_mon_hell_pit_abomination_ror_0	2200.0000
supplies_currency	wh2_dlc16_skv_mon_rat_ogre_mutant_flesh_lab	1300.0000
supplies_currency	wh2_dlc16_skv_mon_rat_ogre_mutant_ror_0	1650.0000
supplies_currency	wh2_dlc16_skv_mon_rat_ogre_mutant	1300.0000
supplies_currency	wh2_dlc16_skv_mon_rat_ogres_flesh_lab	800.0000
supplies_currency	wh2_dlc16_skv_mon_rat_ogres_ror_0	1050.0000
supplies_currency	wh2_dlc16_skv_mon_rat_ogres_summoned	0.0000
supplies_currency	wh2_dlc16_skv_mon_wolf_rats_0_flesh_lab	550.0000
supplies_currency	wh2_dlc16_skv_mon_wolf_rats_0_summoned	0.0000
supplies_currency	wh2_dlc16_skv_mon_wolf_rats_0	550.0000
supplies_currency	wh2_dlc16_skv_mon_wolf_rats_1_flesh_lab	550.0000
supplies_currency	wh2_dlc16_skv_mon_wolf_rats_1_summoned	0.0000
supplies_currency	wh2_dlc16_skv_mon_wolf_rats_1	550.0000
supplies_currency	wh2_dlc16_wef_cav_glade_riders_2	550.0000
supplies_currency	wh2_dlc16_wef_cav_great_stag_knights_0	1500.0000
supplies_currency	wh2_dlc16_wef_cav_great_stag_knights_ror_0	2000.0000
supplies_currency	wh2_dlc16_wef_cha_ancient_treeman_coeddil_0	1800.0000
supplies_currency	wh2_dlc16_wef_cha_ariel_0	1250.0000
supplies_currency	wh2_dlc16_wef_cha_drycha_0	1000.0000
supplies_currency	wh2_dlc16_wef_cha_female_glade_lord_4	1300.0000
supplies_currency	wh2_dlc16_wef_cha_glade_lord_4	1300.0000
supplies_currency	wh2_dlc16_wef_cha_malicious_ancient_treeman_beasts_0	1300.0000
supplies_currency	wh2_dlc16_wef_cha_malicious_ancient_treeman_life_0	1300.0000
supplies_currency	wh2_dlc16_wef_cha_malicious_ancient_treeman_shadows_0	1300.0000
supplies_currency	wh2_dlc16_wef_cha_malicious_branchwraith_beasts_0	450.0000
supplies_currency	wh2_dlc16_wef_cha_malicious_branchwraith_life_0	450.0000
supplies_currency	wh2_dlc16_wef_cha_malicious_branchwraith_shadows_0	450.0000
supplies_currency	wh2_dlc16_wef_cha_sisters_of_twilight_0	1650.0000
supplies_currency	wh2_dlc16_wef_cha_sisters_of_twilight_1	2450.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_beasts_0	400.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_beasts_1	600.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_beasts_2	700.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_beasts_3	950.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_dark_0	400.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_dark_1	600.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_dark_2	700.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_dark_3	950.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_high_0	400.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_high_1	600.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_high_2	700.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_high_3	950.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_life_0	400.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_life_1	600.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_life_2	700.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_life_3	950.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_shadows_0	400.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_shadows_1	600.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_shadows_2	700.0000
supplies_currency	wh2_dlc16_wef_cha_spellweaver_shadows_3	950.0000
supplies_currency	wh2_dlc16_wef_inf_bladesingers_0	1200.0000
supplies_currency	wh2_dlc16_wef_inf_dryads_0_summoned	0.0000
supplies_currency	wh2_dlc16_wef_inf_dryads_ror_0	825.0000
supplies_currency	wh2_dlc16_wef_inf_malicious_dryads_0	550.0000
supplies_currency	wh2_dlc16_wef_mon_cave_bats	350.0000
supplies_currency	wh2_dlc16_wef_mon_ceithin_har_summoned	0.0000
supplies_currency	wh2_dlc16_wef_mon_feral_manticore	800.0000
supplies_currency	wh2_dlc16_wef_mon_giant_spiders_0	550.0000
supplies_currency	wh2_dlc16_wef_mon_gwindalor_summoned	0.0000
supplies_currency	wh2_dlc16_wef_mon_harpies_0	600.0000
supplies_currency	wh2_dlc16_wef_mon_hawks_0	800.0000
supplies_currency	wh2_dlc16_wef_mon_malicious_treekin_0	900.0000
supplies_currency	wh2_dlc16_wef_mon_malicious_treeman_0	1500.0000
supplies_currency	wh2_dlc16_wef_mon_spider_hatchlings_0	450.0000
supplies_currency	wh2_dlc16_wef_mon_wolves_0	650.0000
supplies_currency	wh2_dlc16_wef_mon_zoats_ror_0	2050.0000
supplies_currency	wh2_dlc16_wef_mon_zoats	1700.0000
supplies_currency	wh2_dlc17_bst_cav_tuskgor_chariot_0	750.0000
supplies_currency	wh2_dlc17_bst_cha_beastlord_2	1050.0000
supplies_currency	wh2_dlc17_bst_cha_bray_shaman_beasts_2	650.0000
supplies_currency	wh2_dlc17_bst_cha_bray_shaman_death_2	650.0000
supplies_currency	wh2_dlc17_bst_cha_bray_shaman_shadows_2	650.0000
supplies_currency	wh2_dlc17_bst_cha_bray_shaman_wild_2	650.0000
supplies_currency	wh2_dlc17_bst_cha_doombull_0	1250.0000
supplies_currency	wh2_dlc17_bst_cha_khazrak_one_eye_2	1250.0000
supplies_currency	wh2_dlc17_bst_cha_taurox_the_brass_bull_0	1600.0000
supplies_currency	wh2_dlc17_bst_cha_wargor_0	600.0000
supplies_currency	wh2_dlc17_bst_cha_wargor_1	1100.0000
supplies_currency	wh2_dlc17_bst_cha_wargor_2	900.0000
supplies_currency	wh2_dlc17_bst_inf_centigors_ror_1	1100.0000
supplies_currency	wh2_dlc17_bst_mon_ghorgon_0	2000.0000
supplies_currency	wh2_dlc17_bst_mon_ghorgon_boss_0	2550.0000
supplies_currency	wh2_dlc17_bst_mon_ghorgon_ror_0	2550.0000
supplies_currency	wh2_dlc17_bst_mon_jabberslythe_0	1700.0000
supplies_currency	wh2_dlc17_bst_mon_jabberslythe_ror_0	2100.0000
supplies_currency	wh2_dlc17_dwf_cha_thane_ghost_2	1000.0000
supplies_currency	wh2_dlc17_dwf_cha_thorek_ironbrow_0	1000.0000
supplies_currency	wh2_dlc17_dwf_cha_thorek_ironbrow_1	1400.0000
supplies_currency	wh2_dlc17_dwf_mon_carnosaur_thorek_0	1600.0000
supplies_currency	wh2_dlc17_emp_inf_prisoners_0	0.0000
supplies_currency	wh2_dlc17_lzd_cha_oxyotl_0	1100.0000
supplies_currency	wh2_dlc17_lzd_cha_skink_oracle_troglodon_0	2150.0000
supplies_currency	wh2_dlc17_lzd_inf_chameleon_stalkers_0	675.0000
supplies_currency	wh2_dlc17_lzd_mon_carnosaur_ror_0	2000.0000
supplies_currency	wh2_dlc17_lzd_mon_coatl_0	1850.0000
supplies_currency	wh2_dlc17_lzd_mon_coatl_ror_0	2100.0000
supplies_currency	wh2_dlc17_lzd_mon_dread_saurian_qb_boss	2300.0000
supplies_currency	wh2_dlc17_lzd_mon_troglodon_0	1700.0000
supplies_currency	wh2_dlc17_lzd_mon_troglodon_ror_0	2000.0000
supplies_currency	wh2_main_def_art_reaper_bolt_thrower	700.0000
supplies_currency	wh2_main_def_cav_cold_one_chariot	1100.0000
supplies_currency	wh2_main_def_cav_cold_one_knights_0	1000.0000
supplies_currency	wh2_main_def_cav_cold_one_knights_1	1300.0000
supplies_currency	wh2_main_def_cav_dark_riders_0	450.0000
supplies_currency	wh2_main_def_cav_dark_riders_1	500.0000
supplies_currency	wh2_main_def_cav_dark_riders_2	650.0000
supplies_currency	wh2_main_def_cha_death_hag_0	600.0000
supplies_currency	wh2_main_def_cha_death_hag_1	1350.0000
supplies_currency	wh2_main_def_cha_dreadlord_0_black_ark	1000.0000
supplies_currency	wh2_main_def_cha_dreadlord_0	850.0000
supplies_currency	wh2_main_def_cha_dreadlord_1	1050.0000
supplies_currency	wh2_main_def_cha_dreadlord_2	1200.0000
supplies_currency	wh2_main_def_cha_dreadlord_4	2300.0000
supplies_currency	wh2_main_def_cha_dreadlord_5	1350.0000
supplies_currency	wh2_main_def_cha_dreadlord_female_0	850.0000
supplies_currency	wh2_main_def_cha_dreadlord_female_1	1050.0000
supplies_currency	wh2_main_def_cha_dreadlord_female_2	1200.0000
supplies_currency	wh2_main_def_cha_dreadlord_female_4	2300.0000
supplies_currency	wh2_main_def_cha_dreadlord_female_5	1350.0000
supplies_currency	wh2_main_def_cha_khainite_assassin_0	700.0000
supplies_currency	wh2_main_def_cha_malekith_0	1150.0000
supplies_currency	wh2_main_def_cha_malekith_1	1500.0000
supplies_currency	wh2_main_def_cha_malekith_2	1650.0000
supplies_currency	wh2_main_def_cha_malekith_3	2450.0000
supplies_currency	wh2_main_def_cha_morathi_0	750.0000
supplies_currency	wh2_main_def_cha_morathi_1	1150.0000
supplies_currency	wh2_main_def_cha_sorceress_dark_0	300.0000
supplies_currency	wh2_main_def_cha_sorceress_dark_1	500.0000
supplies_currency	wh2_main_def_cha_sorceress_dark_2	650.0000
supplies_currency	wh2_main_def_cha_sorceress_dark_3	850.0000
supplies_currency	wh2_main_def_cha_sorceress_fire_0	300.0000
supplies_currency	wh2_main_def_cha_sorceress_fire_1	500.0000
supplies_currency	wh2_main_def_cha_sorceress_fire_2	650.0000
supplies_currency	wh2_main_def_cha_sorceress_fire_3	850.0000
supplies_currency	wh2_main_def_cha_sorceress_shadow_0	300.0000
supplies_currency	wh2_main_def_cha_sorceress_shadow_1	500.0000
supplies_currency	wh2_main_def_cha_sorceress_shadow_2	650.0000
supplies_currency	wh2_main_def_cha_sorceress_shadow_3	850.0000
supplies_currency	wh2_main_def_inf_black_ark_corsairs_0	650.0000
supplies_currency	wh2_main_def_inf_black_ark_corsairs_1	750.0000
supplies_currency	wh2_main_def_inf_black_guard_0	1300.0000
supplies_currency	wh2_main_def_inf_bleakswords_0	450.0000
supplies_currency	wh2_main_def_inf_darkshards_0	550.0000
supplies_currency	wh2_main_def_inf_darkshards_1	650.0000
supplies_currency	wh2_main_def_inf_dreadspears_0	450.0000
supplies_currency	wh2_main_def_inf_har_ganeth_executioners_0	1200.0000
supplies_currency	wh2_main_def_inf_harpies	600.0000
supplies_currency	wh2_main_def_inf_shades_0	950.0000
supplies_currency	wh2_main_def_inf_shades_1	1050.0000
supplies_currency	wh2_main_def_inf_shades_2	1150.0000
supplies_currency	wh2_main_def_inf_witch_elves_0	800.0000
supplies_currency	wh2_main_def_mon_black_dragon	2100.0000
supplies_currency	wh2_main_def_mon_war_hydra	1600.0000
supplies_currency	wh2_main_hef_art_eagle_claw_bolt_thrower	700.0000
supplies_currency	wh2_main_hef_cav_dragon_princes	1400.0000
supplies_currency	wh2_main_hef_cav_ellyrian_reavers_0	550.0000
supplies_currency	wh2_main_hef_cav_ellyrian_reavers_1	700.0000
supplies_currency	wh2_main_hef_cav_ithilmar_chariot	1100.0000
supplies_currency	wh2_main_hef_cav_silver_helms_0	900.0000
supplies_currency	wh2_main_hef_cav_silver_helms_1	1000.0000
supplies_currency	wh2_main_hef_cav_tiranoc_chariot	900.0000
supplies_currency	wh2_main_hef_cha_alastair_0	1000.0000
supplies_currency	wh2_main_hef_cha_alastair_3	1400.0000
supplies_currency	wh2_main_hef_cha_alastair_4	2050.0000
supplies_currency	wh2_main_hef_cha_alastair_5	2750.0000
supplies_currency	wh2_main_hef_cha_loremaster_of_hoeth_0	800.0000
supplies_currency	wh2_main_hef_cha_mage_high_0	300.0000
supplies_currency	wh2_main_hef_cha_mage_high_1	500.0000
supplies_currency	wh2_main_hef_cha_mage_high_4	800.0000
supplies_currency	wh2_main_hef_cha_mage_life_0	300.0000
supplies_currency	wh2_main_hef_cha_mage_life_1	500.0000
supplies_currency	wh2_main_hef_cha_mage_life_4	800.0000
supplies_currency	wh2_main_hef_cha_mage_light_0	300.0000
supplies_currency	wh2_main_hef_cha_mage_light_1	500.0000
supplies_currency	wh2_main_hef_cha_mage_light_4	800.0000
supplies_currency	wh2_main_hef_cha_noble_0	700.0000
supplies_currency	wh2_main_hef_cha_noble_2	950.0000
supplies_currency	wh2_main_hef_cha_noble_3	1200.0000
supplies_currency	wh2_main_hef_cha_noble_4	1300.0000
supplies_currency	wh2_main_hef_cha_prince_0	850.0000
supplies_currency	wh2_main_hef_cha_prince_2	1100.0000
supplies_currency	wh2_main_hef_cha_prince_3	1400.0000
supplies_currency	wh2_main_hef_cha_prince_4	1900.0000
supplies_currency	wh2_main_hef_cha_prince_5	2600.0000
supplies_currency	wh2_main_hef_cha_princess_0	850.0000
supplies_currency	wh2_main_hef_cha_princess_1	1050.0000
supplies_currency	wh2_main_hef_cha_princess_3	1400.0000
supplies_currency	wh2_main_hef_cha_princess_4	2200.0000
supplies_currency	wh2_main_hef_cha_princess_5	2600.0000
supplies_currency	wh2_main_hef_cha_teclis_0	450.0000
supplies_currency	wh2_main_hef_cha_teclis_1	700.0000
supplies_currency	wh2_main_hef_cha_tyrion_0	1400.0000
supplies_currency	wh2_main_hef_cha_tyrion_1	1700.0000
supplies_currency	wh2_main_hef_inf_archers_0	475.0000
supplies_currency	wh2_main_hef_inf_archers_1	525.0000
supplies_currency	wh2_main_hef_inf_gate_guard	850.0000
supplies_currency	wh2_main_hef_inf_lothern_sea_guard_0	650.0000
supplies_currency	wh2_main_hef_inf_lothern_sea_guard_1	750.0000
supplies_currency	wh2_main_hef_inf_phoenix_guard	1400.0000
supplies_currency	wh2_main_hef_inf_spearmen_0	500.0000
supplies_currency	wh2_main_hef_inf_swordmasters_of_hoeth_0	1250.0000
