key	active_vfx	banner_vfx	entity_vfx	entity_vfx_attach_type	use_new_vfx_scaling
wh3_main_abilities_cth_master_of_alchemy_poison		wh_main_generic_banner_buff	wh3_main_abilities_cth_alchemy_poison	bottom	true
wh3_main_abilities_death_cheater			wh3_main_abilities_death_cheater	top	true
wh3_main_abilities_edge_of_desire		wh_main_generic_banner_buff	wh3_main_abilities_edge_of_desire	top	true
wh3_main_abilities_everyone_has_their_price		wh_main_generic_banner_debuff	wh3_main_abilities_everyone_has_their_price	top	true
wh3_main_abilities_extra_ingredients		wh2_main_generic_banner_buff_wom	wh3_main_abilities_extra_ingredients	top	true
wh3_main_abilities_fascination		wh_main_generic_banner_debuff	wh3_main_abilities_fascination	top	true
wh3_main_abilities_feasting_on_fear		wh_main_generic_banner_debuff	wh3_main_abilities_feasting_on_fear	top	true
wh3_main_abilities_feasting_on_fear_heal		wh_main_generic_banner_buff	wh3_main_abilities_feasting_on_fear_heal	top	true
wh3_main_abilities_flame_incarnate		wh_main_generic_banner_buff	wh3_main_abilities_flame_incarnate_entity	bottom	true
wh3_main_abilities_fuelled_by_rage		wh_main_generic_banner_buff	wh3_main_abilities_fuelled_by_rage	top	true
wh3_main_abilities_gnoblar_traps_entity		wh_main_generic_banner_debuff	wh3_main_abilities_gnoblar_traps_entity	top	true
wh3_main_abilities_hardened_scale		wh_main_generic_banner_buff	wh3_main_abilities_hardened_scale	hips	true
wh3_main_abilities_harvester_of_souls		wh_main_generic_banner_debuff	wh3_main_abilities_harvester_of_souls	top	true
wh3_main_abilities_harvester_of_souls_heal		wh_main_generic_banner_buff	wh3_main_abilities_harvester_of_souls_heal	top	true
wh3_main_abilities_inspired_assault_1		wh_main_generic_banner_buff	wh3_main_abilities_inspired_assault_1	top	true
wh3_main_abilities_inspired_assault_2		wh_main_generic_banner_buff	wh3_main_abilities_inspired_assault_2	top	true
wh3_main_abilities_inspired_assault_3		wh_main_generic_banner_buff	wh3_main_abilities_inspired_assault_3	top	true
wh3_main_abilities_inspired_defence_1		wh_main_generic_banner_buff	wh3_main_abilities_inspired_defence_1	bottom	true
wh3_main_abilities_inspired_defence_2		wh_main_generic_banner_buff	wh3_main_abilities_inspired_defence_2	bottom	true
wh3_main_abilities_inspired_defence_3		wh_main_generic_banner_buff	wh3_main_abilities_inspired_defence_3	bottom	true
wh3_main_abilities_inspired_marksmanship_1		wh_main_generic_banner_buff	wh3_main_abilities_inspired_marksmanship_1	top	true
wh3_main_abilities_inspired_marksmanship_2		wh_main_generic_banner_buff	wh3_main_abilities_inspired_marksmanship_2	top	true
wh3_main_abilities_inspired_marksmanship_3		wh_main_generic_banner_buff	wh3_main_abilities_inspired_marksmanship_3	top	true
wh3_main_abilities_kineater			wh3_main_abilities_kineater	top	true
wh3_main_abilities_locus_of_abjuration		wh3_main_banner_khorne_magic_resistance	wh3_main_abilities_locus_of_abjuration	top	true
wh3_main_abilities_locus_of_beguilement		wh_main_generic_banner_debuff	wh3_main_abilities_locus_of_beguilement	top	true
wh3_main_abilities_locus_of_contagion		wh_main_generic_banner_debuff	wh3_main_abilities_locus_of_contagion	top	true
wh3_main_abilities_locus_of_fecundity		wh_main_generic_banner_buff	wh3_main_abilities_locus_of_fecundity	top	true
wh3_main_abilities_locus_of_fury		wh_main_generic_banner_buff	wh3_main_abilities_locus_of_fury	top	true
wh3_main_abilities_locus_of_grace		wh_main_generic_banner_buff	wh3_main_abilities_locus_of_grace	top	true
wh3_main_abilities_locus_of_swiftness		wh_main_generic_banner_buff	wh3_main_abilities_locus_of_swiftness	top	true
wh3_main_abilities_locus_of_virulence		wh_main_generic_banner_buff	wh3_main_abilities_locus_of_virulence	top	true
wh3_main_abilities_locus_of_wrath		wh_main_generic_banner_buff	wh3_main_abilities_locus_of_wrath	top	true
wh3_main_abilities_narcissism		wh_main_generic_banner_debuff	wh3_main_abilities_narcissism	top	true
wh3_main_abilities_passive_warding_iron			wh3_main_abilities_passive_warding_iron	front_rotated	true
wh3_main_abilities_rage_embodied		wh_main_generic_banner_buff	wh3_main_abilities_rage_embodied	top	true
wh3_main_abilities_sceptre_of_titans		wh_main_generic_banner_buff	wh3_main_abilities_sceptre_of_titans	bottom	true
wh3_main_abilities_seductive_glory		wh_main_generic_banner_debuff	wh3_main_abilities_seductive_glory	top	true
wh3_main_abilities_slaughter_and_carnage			wh3_main_abilities_slaughter_and_carnage	top	true
wh3_main_abilities_snacks			wh3_main_abilities_snacks	top	true
wh3_main_abilities_virulent_contagion		wh_main_generic_banner_debuff	wh3_main_abilities_virulent_contagion	top	true
wh3_main_abilities_willing_prey		wh_main_generic_banner_debuff	wh3_main_abilities_willing_prey	top	true
wh3_main_abilities_wrath_of_storm		wh_main_generic_banner_buff	wh3_main_abilities_cth_wrath_of_storm	bottom_rotated	true
wh3_main_abilities_wrathful_reaper		wh_main_generic_banner_buff	wh3_main_abilities_slaughter_and_carnage	top	true
wh3_main_ability_gaze_of_fate			wh3_main_gaze_of_fate_entity_debuff	hips	true
wh3_main_ability_shadow_shroud		wh_main_generic_banner_buff	wh3_main_shadow_shroud	hips	true
wh3_main_army_abilities_arcane_surge			wh3_main_army_abilities_arcane_surge	hips	true
wh3_main_army_abilities_bitterness_of_winter		wh_main_generic_banner_debuff	wh3_main_army_abilities_bitterness_of_winter_entity_debuff	top	true
wh3_main_army_abilities_curse_of_the_slug		wh_main_generic_banner_debuff	wh3_main_abilities_curse_of_the_slug	top	true
wh3_main_army_abilities_daemonic_possession_enemy		wh_main_generic_banner_debuff	wh3_main_army_abilities_daemonic_possession_debuff	top	true
wh3_main_army_abilities_daemonic_possession_friend		wh_main_generic_banner_buff	wh3_main_army_abilities_daemonic_possession_buff	top	true
wh3_main_army_abilities_deathbringer		wh_main_generic_banner_buff	wh3_main_army_abilities_deathbringer	top	true
wh3_main_army_abilities_fecundity		wh_main_generic_banner_buff	wh3_main_abilities_fecundity	top	true
wh3_main_army_abilities_gluttony		wh_main_generic_banner_buff	wh3_main_army_abilities_gluttony	bottom	true
wh3_main_army_abilities_horn_of_khorne			wh3_main_army_abilities_horn_of_khorne	top	true
wh3_main_army_abilities_relentless_rage			wh3_main_army_abilities_relentless_rage	top	true
wh3_main_army_abilities_rot_glorious_rot			wh3_main_abilities_rot_glorious_rot	top	true
wh3_main_army_abilities_sweet_sorrow		wh_main_generic_banner_buff	wh3_main_army_abilities_sweet_sorrow	top	true
wh3_main_army_abilities_wrath_of_the_bear		wh_main_generic_banner_buff	wh3_main_abilities_wrath_of_the_bear	top	true
wh3_main_banner_khorne_magic_resistance		wh3_main_banner_khorne_magic_resistance		top	true
wh3_main_bound_entity_energy_ancestral_warriors			wh3_main_bound_entity_energy_ancestral_warriors	top	true
wh3_main_cataclysm_ashes_and_dust		wh_main_generic_banner_debuff	wh3_main_cataclysm_ashes_and_dust_entity_debuff	top	true
wh3_main_character_abilities_enchanted_metallurgy		wh_main_generic_banner_buff	wh3_main_ability_cth_metallurgy	bottom	true
wh3_main_character_abilities_enchanted_metallurgy_flaming		wh_main_generic_banner_buff	wh3_main_ability_cth_metallurgy_flame	bottom	true
wh3_main_character_abilities_enchanted_metallurgy_piercing		wh_main_generic_banner_buff	wh3_main_ability_cth_metallurgy_pierce	bottom	true
wh3_main_character_abilities_enchanted_metallurgy_poison		wh_main_generic_banner_buff	wh3_main_ability_cth_metallurgy_poison	bottom	true
wh3_main_character_abilities_no_escape		wh_main_generic_banner_debuff	wh3_main_ksl_abilities_no_escape	bottom	true
wh3_main_character_abilities_salyaks_lullaby		wh_main_generic_banner_buff	wh3_main_abilities_salvaks_lullaby	top	true
wh3_main_character_abilities_tors_battle_hymn		wh_main_generic_banner_buff	wh3_main_abilities_tors_battle_hymn	top	true
wh3_main_character_abilities_ursuns_roar		wh_main_generic_banner_buff	wh3_main_abilities_ursuns_roar	top	true
wh3_main_character_abilities_winter_sunlight		wh_main_generic_banner_buff	wh3_main_abilities_winter_sunlight	top	true
wh3_main_daemon_arms_abilities_for_the_slaughter_1		wh3_main_abilities_daemon_prince_for_the_slaughter_banner	wh3_main_abilities_daemon_prince_for_the_slaughter_1	hips	true
wh3_main_daemon_arms_abilities_for_the_slaughter_2		wh3_main_abilities_daemon_prince_for_the_slaughter_banner	wh3_main_abilities_daemon_prince_for_the_slaughter_2	hips	true
wh3_main_daemon_arms_abilities_for_the_slaughter_3		wh3_main_abilities_daemon_prince_for_the_slaughter_banner	wh3_main_abilities_daemon_prince_for_the_slaughter_3	hips	true
wh3_main_daemon_daemonic_instability_I		wh3_main_daemon_banner_daemonic_instability_1	wh3_main_daemon_daemonic_instability_1	top	true
wh3_main_daemon_daemonic_instability_II		wh3_main_daemon_banner_daemonic_instability_2	wh3_main_daemon_daemonic_instability_2	top	true
wh3_main_ice_crystal_sanctuary		wh_main_generic_banner_buff	wh3_main_ice_crystal_sanctuary	bottom	true
wh3_main_ice_death_frost		wh_main_generic_banner_debuff	wh3_main_ice_death_frost	top	true
wh3_main_ice_frost_blade		wh_main_generic_banner_buff	wh3_main_ice_frost_blade	top_rotated	true
wh3_main_ice_heart_of_winter_1			wh3_main_ice_heart_of_winter_1_entity_debuff	top	true
wh3_main_ice_heart_of_winter_2			wh3_main_ice_heart_of_winter_2_entity_debuff	top	true
wh3_main_ice_heart_of_winter_3			wh3_main_ice_heart_of_winter_3_entity_debuff	top	true
wh3_main_ice_heart_of_winter_4			wh3_main_ice_heart_of_winter_4_entity_debuff	top	true
wh3_main_ice_ice_sheet_debuff		wh_main_generic_banner_debuff	wh3_main_ice_ice_sheet_entity_debuff	top	true
wh3_main_khorne_daemonic_instability_I		wh3_main_khorne_banner_daemonic_instability_1	wh3_main_khorne_daemonic_instability_1	top	true
wh3_main_khorne_daemonic_instability_II		wh3_main_khorne_banner_daemonic_instability_2	wh3_main_khorne_daemonic_instability_2	top	true
wh3_main_ksl_abilities_crystal_cloak		wh_main_generic_banner_buff	wh3_main_abilities_crystal_cloak	top	true
wh3_main_ksl_abilities_shard_blade		wh_main_generic_banner_debuff	wh3_main_abilities_shard_blade	top	true
wh3_main_light_time_amok		wh_main_generic_banner_buff	wh3_main_light_time_amok_entity	top	true
wh3_main_lord_abilities_hidden_in_time		wh_main_generic_banner_buff	wh3_main_ability_entity_tzeentch_hiding	top	true
wh3_main_lord_abilities_oracle_of_eternity		wh_main_generic_banner_buff	wh3_main_abilities_tzeentch_ward_save	hips	true
wh3_main_lord_passive_nurgling_infestation		wh_main_generic_banner_buff	wh3_main_abilities_nurgling_infestation	top	true
wh3_main_lord_passive_pestilent_decay			wh3_main_abilities_pestilent_decay	top	true
wh3_main_nurgle_curse_of_the_leper_entity		wh_main_generic_banner_buff	wh3_main_nurgle_curse_of_the_leper_entity	top	true
wh3_main_nurgle_daemonic_instability_I		wh3_main_nurgle_banner_daemonic_instability_1	wh3_main_nurgle_daemonic_instability_1	top	true
wh3_main_nurgle_daemonic_instability_II		wh3_main_nurgle_banner_daemonic_instability_2	wh3_main_nurgle_daemonic_instability_2	top	true
wh3_main_nurgle_fleshy_abundance		wh_main_generic_entity_hp_regen	wh3_main_nurgle_fleshy_abundance	top	true
wh3_main_nurgle_miasma_of_pestilence		wh_main_generic_banner_debuff	wh3_main_nurgle_miasma_of_pestilence_entity	top	true
wh3_main_nurgle_rancid_visitations		wh_main_generic_banner_debuff	wh3_main_nurgle_rancid_visitations_entity	top	true
wh3_main_prisoners_butcher		wh_main_generic_banner_buff	wh3_main_army_abilities_butcher	bottom	true
wh3_main_prisoners_dismember		wh_main_generic_banner_debuff	wh3_main_army_abilities_dismember	top	true
wh3_main_prisoners_massacre		wh_main_generic_banner_buff	wh3_main_army_abilities_massacre	hips	true
wh3_main_slaanesh_daemonic_instability_I		wh3_main_slaanesh_banner_daemonic_instability_1	wh3_main_slaanesh_daemonic_instability_1	top	true
wh3_main_slaanesh_daemonic_instability_II		wh3_main_slaanesh_banner_daemonic_instability_2	wh3_main_slaanesh_daemonic_instability_2	top	true
wh3_main_spell_cataclysm_dance_of_despair		wh_main_generic_banner_debuff	wh3_main_cataclysm_dance_of_despair_debuff	top	true
wh3_main_spell_cataclysm_merciws_monsterous_regiment		wh_main_generic_banner_buff	wh3_main_cataclysm_mmr_entity_buff	top	true
wh3_main_spell_great_maw_braingobbler		wh_main_generic_banner_debuff	wh3_main_great_maw_braingobbler	top	true
wh3_main_spell_great_maw_bullgorger		wh_main_generic_banner_buff	wh3_main_great_maw_bullgorger	top	true
wh3_main_spell_great_maw_toothcracker		wh_main_generic_banner_buff	wh3_main_great_maw_toothcracker	top	true
wh3_main_spell_great_maw_trollguts		wh_main_generic_banner_buff	wh3_main_great_maw_trollguts	top	true
wh3_main_spell_slaanesh_acquiescence		wh_main_generic_banner_debuff	wh3_main_slaanesh_acquiescence	top	true
wh3_main_spell_slaanesh_hysterical_frenzy		wh_main_generic_banner_buff	wh3_main_slaanesh_hysterical_frenzy	top	true
wh3_main_spell_slaanesh_pavane_of_slaanesh		wh_main_generic_banner_debuff	wh3_main_slaanesh_pavane_of_slaanesh_entity_debuff	top	true
wh3_main_spell_slaanesh_phantasmagoria		wh_main_generic_banner_debuff	wh3_main_slaanesh_phantasmagoria_debuff	top	true
wh3_main_spell_yang_stone_ground		wh_main_generic_banner_buff	wh3_main_yang_stone_ground	bottom	true
wh3_main_spell_yin_cloak_of_jet		wh_main_generic_banner_buff	wh3_main_yin_cloak_of_jet_entity_buff	top	true
wh3_main_spell_yin_missile_mirror		wh_main_generic_banner_debuff	wh3_main_yin_missile_mirror_entity_debuff	top	true
wh3_main_spell_yin_storm_of_shadows		wh_main_generic_banner_debuff	wh3_main_yin_storm_of_shadows_entity_debuff	top	true
wh3_main_tempest_gust_of_true_flight		wh_main_generic_banner_buff	wh3_main_tempest_gust_of_true_flight_entity	top	true
wh3_main_tempest_swiftwing		wh_main_generic_banner_buff	wh3_main_tempest_swiftwing_entity	top	true
wh3_main_tzeentch_daemonic_instability_I		wh3_main_tzeentch_banner_daemonic_instability_1	wh3_main_tzeentch_daemonic_instability_1	top	true
wh3_main_tzeentch_daemonic_instability_II		wh3_main_tzeentch_banner_daemonic_instability_2	wh3_main_tzeentch_daemonic_instability_2	top	true
wh3_main_tzeentch_glean_magic_buff		wh2_main_generic_banner_buff_wom	wh3_main_tzeentch_glean_magic_entity_buff	top	true
wh3_main_tzeentch_glean_magic_debuff		wh2_main_generic_banner_debuff_wom	wh3_main_tzeentch_glean_magic_entity_debuff	top	true
wh3_main_tzeentch_treason_of_tzeentch		wh_main_generic_banner_debuff	wh3_main_tzeentch_treason_of_tzeentch_entity_debuff	top	true
wh3_main_unit_passive_battle_harmony_yang		wh3_main_yang_harmony_buff	wh_main_generic_entity_buff_morale	top	true
wh3_main_unit_passive_battle_harmony_yin		wh3_main_yin_harmony_buff	wh_main_generic_entity_buff_morale	top	true
wh3_main_unit_passive_chaotic_ebb			wh3_main_abilities_daemon_prince_chaotic_ebb	hips	true
wh3_main_unit_passive_chaotic_surge			wh3_main_abilities_daemon_prince_chaotic_surge	hips	true
wh3_main_unit_passive_defensive_stance			wh3_main_abilities_cth_passive_defensive_stance	front_rotated	true
wh3_main_unit_passive_hellblade		wh3_main_hellblade_banner_buff	wh3_main_abilities_hellblade	bottom	true
wh3_main_yang_jade_shield		wh_main_generic_banner_buff	wh3_main_yang_jade_shield	top	true
wh3_main_yang_might_heaven_earth		wh_main_generic_banner_buff	wh3_main_yang_might_heaven_earth	bottom	true
wh3_mom_diabolical_puppetry			wh3_dlc23_diabolical_puppetry_entity	front	true
wh3_nur_entity_buff_speed			wh3_nur_entity_buff_speed	top	true
wh3_pro11_karanak_prey_of_the_blood_god			wh3_pro11_karanak_prey_of_the_blood_god_entity	hips	false
wh3_pro12_hero_passive_endless_hunter		wh3_dlc24_pro11_unit_karanak_endless_hunter		top	false
wh3_pro12_item_passive_brass_collar_of_bloody_vengeance			wh3_dlc24_pro11_unit_karanak_passive_debuff	top	true
wh3_twa06_hungering_blades		wh3_main_hungering_blades		top	true
wh3_twa06_unit_passive_gloom_of_flies		wh3_gloom_of_flies	wh3_gloom_of_flies	top	true
wh_dlc03_spell_beast_flock_of_doom		wh3_dlc24_beasts_banner_debuff	wh_dlc03_beasts_flock_of_doom_debuff	top	true
wh_dlc03_spell_beasts_flock_of_doom_upgraded		wh3_dlc24_beasts_banner_debuff	wh_dlc03_beasts_flock_of_doom_debuff	top	true
wh_dlc03_spell_beasts_panns_impenetrable_pelt		wh3_dlc24_beasts_banner_buff	wh_dlc03_beasts_panns_impenetrable_pelt_buff	top	true
wh_dlc03_spell_beasts_the_curse_of_anraheir		wh3_dlc24_beasts_banner_debuff	wh_dlc03_beasts_curse_of_anraheir_debuff	top	true
wh_dlc03_spell_beasts_wyssans_wildform		wh3_dlc24_beasts_banner_buff	wh_dlc03_beasts_wyssans_wildform_buff	top	true
wh_dlc03_spell_wild_devolve		wh_main_generic_banner_debuff	wh_dlc03_wild_devolve_entity_debuff	top	true
wh_dlc03_spell_wild_mantle_of_ghorok		wh_main_generic_banner_buff	wh_dlc03_wild_mantle_of_ghorok_entity_buff	top	true
wh_dlc03_spell_wild_mantle_of_ghorok_debuff		wh_main_generic_banner_debuff	wh_dlc03_wild_mantle_of_ghorok_unit_debuff	top	true
wh_dlc03_spell_wild_traitor_kin		wh_main_generic_banner_debuff	wh_dlc03_wild_traitor_kin_entity_debuff	top	true
wh_dlc03_unit_passive_bloodgreed			wh_main_generic_entity_buff_morale	top	true
wh_dlc05_abilities_aura_of_transmutation			wh_dlc05_abilities_aura_of_transmutation	top	true
wh_dlc05_ability_pray_of_anath_raema		wh_main_generic_banner_debuff	wh_dlc05_pray_of_anath_entity_debuff	top	true
wh_dlc05_mammoth_phase		wh_main_generic_banner_buff	wh_dlc05_mammoth_ward_save_all	top	true
wh_dlc05_spell_life_earth_blood		wh3_dlc25_life_banner_buff	wh_dlc05_life_earthblood_entity_buff	top	true
wh_dlc05_spell_life_earth_blood_upgraded		wh3_dlc25_life_banner_buff	wh_dlc05_life_earthblood_entity_buff	top	true
wh_dlc05_spell_life_flesh_to_stone		wh3_dlc25_life_banner_buff	wh_dlc05_life_flesh_to_stone_entity_buff	hips	true
wh_dlc05_spell_life_flesh_to_stone_upgraded		wh3_dlc25_life_banner_buff	wh_dlc05_life_flesh_to_stone_entity_buff	hips	true
wh_dlc05_spell_life_regrowth		wh3_dlc25_life_banner_buff	wh_dlc05_life_regrowth_entity_buff	top	true
wh_dlc05_spell_life_regrowth_upgraded		wh3_dlc25_life_banner_buff	wh_dlc05_life_regrowth_entity_buff	top	true
wh_dlc05_spell_life_shield_of_thorns		wh3_dlc25_life_banner_buff	wh_dlc05_life_shield_of_thornes_entity_buff	top	true
wh_dlc05_spell_life_shield_of_thorns_upgraded		wh3_dlc25_life_banner_buff	wh_dlc05_life_shield_of_thornes_entity_buff	top	true
wh_dlc05_spell_shadow_melkoths_mystifying_miasma		wh_main_generic_banner_debuff	wh_dlc05_shadow_melkoths_entity_debuff	top	true
wh_dlc05_spell_shadow_the_enfeebling_foe		wh_main_generic_banner_debuff	wh_dlc05_shadow_enfeebling_foe_entity_debuff	top	true
wh_dlc05_spell_shadow_the_withering		wh_main_generic_banner_debuff	wh_dlc05_shadow_withering_entity_debuff	top	true
wh_dlc06_character_abilities_effagee_of_da_git		wh_main_generic_banner_debuff	wh_dlc06_ability_voodoo	top	true
wh_dlc08_ability_soul_devourer			wh_dlc08_ability_soul_devourer	top	true
wh_dlc08_ability_warp_gaze		wh_main_generic_banner_debuff	wh_dlc08_ability_warp_gaze	top	true
wh_dlc08_apocaliptic_charge_banner_buff		wh_dlc08_apocaliptic_charge_banner_buff		top	true
wh_dlc08_chill_cloud		wh2_dlc15_entity_speed_debuff	wh_dlc08_entity_chill_cloud	top	true
wh_dlc08_life_ancient_protector_entity_buff			wh_dlc08_life_ancient_protector_entity_buff	top	true
wh_dlc08_spell_nor_hunter_of_champions			wh_dlc08_ability_pinning_icicles	top	true
wh_main_bound_entity_energy_large			wh_main_bound_entity_energy_large	top	true
wh_main_bound_entity_energy_large_extreme			wh_main_bound_entity_energy_large_extreme	top	true
wh_main_bound_entity_energy_large_low			wh_main_bound_entity_energy_large_low	top	true
wh_main_bound_entity_energy_manticore			wh_main_bound_entity_energy_manticore	top	true
wh_main_bound_entity_energy_manticore_extreme			wh_main_bound_entity_energy_manticore_extreme	top	true
wh_main_bound_entity_energy_manticore_low			wh_main_bound_entity_energy_manticore_low	top	true
wh_main_bound_entity_energy_rat_extreme			wh_main_bound_entity_energy_rat_extreme	top	true
wh_main_bound_entity_energy_rat_low			wh_main_bound_entity_energy_rat_low	top	true
wh_main_bound_entity_energy_small			wh_main_bound_entity_energy_small	hips	true
wh_main_bound_entity_energy_small_extreme			wh_main_bound_entity_energy_small_extreme	hips	true
wh_main_bound_entity_energy_small_low			wh_main_bound_entity_energy_small_low	hips	true
wh_main_generic_buff_attack		wh_main_generic_banner_buff	wh_main_generic_entity_buff_attack	top	true
wh_main_generic_buff_attack_banner		wh_main_generic_banner_buff		top	true
wh_main_generic_buff_attack_passive			wh_main_generic_entity_buff_attack	top	true
wh_main_generic_buff_defence		wh_main_generic_banner_buff	wh_main_generic_entity_buff_defence	top	true
wh_main_generic_buff_defence_attack		wh_main_generic_banner_buff	wh_main_generic_entity_buff_defence_attack	top	true
wh_main_generic_buff_defence_attack_banner		wh_main_generic_banner_buff		top	true
wh_main_generic_buff_defence_attack_passive			wh_main_generic_entity_buff_defence_attack	top	true
wh_main_generic_buff_defence_banner		wh_main_generic_banner_buff		top	true
wh_main_generic_buff_defence_morale		wh_main_generic_banner_buff	wh_main_generic_entity_buff_defence_morale	top	true
wh_main_generic_buff_defence_morale_banner		wh_main_generic_banner_buff		top	true
wh_main_generic_buff_defence_morale_passive			wh_main_generic_entity_buff_defence_morale	top	true
wh_main_generic_buff_defence_passive			wh_main_generic_entity_buff_defence	top	true
wh_main_generic_buff_morale		wh_main_generic_banner_buff	wh_main_generic_entity_buff_morale	top	true
wh_main_generic_buff_morale_attack		wh_main_generic_banner_buff	wh_main_generic_entity_buff_morale_attack	top	true
wh_main_generic_buff_morale_attack_banner		wh_main_generic_banner_buff		top	true
wh_main_generic_buff_morale_attack_passive			wh_main_generic_entity_buff_morale_attack	top	true
wh_main_generic_buff_morale_banner		wh_main_generic_banner_buff		top	true
wh_main_generic_buff_morale_passive			wh_main_generic_entity_buff_morale	top	true
wh_main_generic_crumble		wh_main_vampires_banner_unstable	wh_main_vampires_unstable	top	true
wh_main_generic_crumble_II		wh_main_vampires_banner_unstable_severe	wh_main_vampires_unstable_severe	top	true
wh_main_generic_debuff_attack		wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_attack	top	true
wh_main_generic_debuff_attack_banner		wh_main_generic_banner_debuff		top	true
wh_main_generic_debuff_attack_passive			wh_main_generic_entity_debuff_attack	top	true
wh_main_generic_debuff_defence		wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_defence	top	true
wh_main_generic_debuff_defence_attack		wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_defence_attack	top	true
wh_main_generic_debuff_defence_attack_banner		wh_main_generic_banner_debuff		top	true
wh_main_generic_debuff_defence_attack_morale		wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_defence_attack_morale	top	true
wh_main_generic_debuff_defence_attack_morale_banner		wh_main_generic_banner_debuff		top	true
wh_main_generic_debuff_defence_attack_morale_passive			wh_main_generic_entity_debuff_defence_attack_morale	top	true
wh_main_generic_debuff_defence_attack_passive			wh_main_generic_entity_debuff_defence_attack	top	true
wh_main_generic_debuff_defence_banner		wh_main_generic_banner_debuff		top	true
wh_main_generic_debuff_defence_passive			wh_main_generic_entity_debuff_defence	top	true
wh_main_generic_debuff_morale		wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_moral	top	true
wh_main_generic_debuff_morale_attack		wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_moral_attack	top	true
wh_main_generic_debuff_morale_attack_banner		wh_main_generic_banner_debuff		top	true
wh_main_generic_debuff_morale_attack_passive			wh_main_generic_entity_debuff_moral_attack	top	true
wh_main_generic_debuff_morale_banner		wh_main_generic_banner_debuff		top	true
wh_main_generic_debuff_morale_passive			wh_main_generic_entity_debuff_moral	top	true
wh_main_generic_hp_damage_passive			wh_main_generic_entity_hp_damage_burst	top	true
wh_main_generic_hp_regen		wh_main_generic_banner_buff	wh_main_generic_entity_hp_regen	top	true
wh_main_generic_hp_regen_passive			wh_main_generic_entity_hp_regen_burst	top	true
wh_main_generic_imbuement_poison				top	true
wh_main_generic_ward_save_all		wh_main_generic_banner_buff	wh_main_generic_ward_save_all	top	true
wh_main_generic_ward_save_all_passive			wh_main_generic_ward_save_all	top	true
wh_main_generic_ward_save_magic		wh_main_generic_banner_buff	wh_main_generic_ward_save_magic	top	true
wh_main_generic_ward_save_magic_passive			wh_main_generic_ward_save_magic	top	true
wh_main_generic_ward_save_missile		wh_main_generic_banner_buff	wh_main_generic_ward_save_missile	top	true
wh_main_generic_ward_save_missile_passive			wh_main_generic_ward_save_missile	top	true
wh_main_hero_abilities_accusation		wh_main_generic_banner_debuff	wh_main_generic_entity_hp_damage	top	true
wh_main_hero_abilities_immortal_will		wh_main_generic_banner_buff	wh_main_generic_entity_hp_regen	top	true
wh_main_hero_abilities_magic_mushrooms		wh_main_generic_banner_buff		top	true
wh_main_shadow_buff_attack_passive		wh_main_generic_banner_buff	wh_dlc05_shadow_okkams_entity_buff	top	true
wh_main_spell_big_waaagh_ere_we_go		wh3_dlc26_lore_of_big_waaagh_banner_buff	wh_main_big_waaagh_ere_we_go_entity_buff	top	true
wh_main_spell_big_waaagh_fists_of_gork		wh3_dlc26_lore_of_big_waaagh_banner_buff	wh_main_big_waaagh_fists_of_gork_entity_buff	top	true
wh_main_spell_death_aspect_of_the_dreadknight		wh3_dlc20_lore_of_death_banner_buff	wh_main_death_aspect_of_the_dreadknight_entity_buff	top	true
wh_main_spell_death_doom_and_darkness		wh3_dlc20_lore_of_death_banner_debuff	wh_main_death_doom_and_darkness_entity_debuff	top	true
wh_main_spell_death_soulblight		wh3_dlc20_lore_of_death_banner_debuff	wh_main_death_soulblight_entity_debuff	top	true
wh_main_spell_death_spirit_leech		wh3_dlc20_lore_of_death_banner_debuff	wh_main_death_spirit_leech_entity_debuff	top	true
wh_main_spell_death_the_fate_of_bjuna		wh3_dlc20_lore_of_death_banner_debuff	wh_main_death_the_fate_of_bjuna_entity_debuff	top	true
wh_main_spell_fire_cascading_fire_cloak		wh3_dlc23_flaming_sword_of_rhuin_banner	wh_main_fire_cascading_fire_cloak_entity_buff	top	true
wh_main_spell_fire_flaming_sword_of_rhuin		wh3_dlc23_flaming_sword_of_rhuin_banner	wh3_dlc23_flaming_sword_of_rhuin_entity	top	true
wh_main_spell_fire_passive			wh_main_fire_flaming_sword_of_rhuin_entity_buff	top	true
wh_main_spell_heavens_curse_of_the_midnight_wind		wh3_dlc27_heaven_banner_debuff	wh_main_heavens_curse_of_the_midnight_wind_entity_debuff	top	true
wh_main_spell_heavens_harmonic_convergence		wh3_dlc27_heaven_banner_buff	wh_main_heavens_harmonic_convergence_entity_buff	top	true
wh_main_spell_light_bironas_timewarp		wh3_dlc24_light_buff_banner	wh_main_light_bironas_timewarp_entity_buff	top	true
wh_main_spell_light_light_of_battle		wh3_dlc24_light_buff_banner	wh_main_light_light_of_battle_entity_buff	top	true
wh_main_spell_light_net_of_amyntok		wh3_dlc24_light_net_of_amyntok_banner	wh_main_light_net_of_amyntok_entity_debuff	hips	true
wh_main_spell_light_phas_protection		wh3_dlc24_light_buff_banner	wh_main_light_phas_protection_entity_buff	top	true
