key	campaign_key	faction_key	resource_filepath	is_benchmark
wh3_camp_flyover_south_lands_mangrove_coast_01m	wh3_main_combi	wh2_main_lzd_last_defenders	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_south_lands_mangrove_coast_01m.CindySceneManager	false
wh3_camp_flyover_south_lands_mangrove_coast_01m	wh3_main_combi	wh2_main_lzd_tlaqua	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_south_lands_mangrove_coast_01m.CindySceneManager	false
wh3_camp_flyover_south_lands_mangrove_coast_01m	wh3_main_combi	wh3_dlc27_hef_aislinn	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_south_lands_mangrove_coast_01m.CindySceneManager	false
wh3_camp_flyover_south_lands_mangrove_coast_01m	wh3_main_combi	wh3_main_tze_oracles_of_tzeentch	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_south_lands_mangrove_coast_01m.CindySceneManager	false
wh3_camp_flyover_south_lands_mangrove_coast_01m	wh3_main_combi	wh_main_grn_orcs_of_the_bloody_hand	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_south_lands_mangrove_coast_01m.CindySceneManager	false
wh3_camp_flyover_ulthuan_01	wh3_main_combi	wh2_dlc11_cst_noctilus	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_ulthuan_01.CindySceneManager	false
wh3_camp_flyover_ulthuan_01	wh3_main_combi	wh2_main_hef_avelorn	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_ulthuan_01.CindySceneManager	false
wh3_camp_flyover_ulthuan_01	wh3_main_combi	wh2_main_hef_eataine	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_ulthuan_01.CindySceneManager	false
wh3_camp_flyover_ulthuan_01	wh3_main_combi	wh2_main_hef_yvresse	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_ulthuan_01.CindySceneManager	false
wh3_camp_flyover_ulthuan_01	wh3_main_combi	wh3_main_sla_seducers_of_slaanesh	script/campaign/main_warhammer/flyby_theatres/managers/wh3_camp_flyover_ulthuan_01.CindySceneManager	false
