key	destroyed_model	destruction_animation	engine_type	gun_animation_table	missile_weapon	model	battle_entity	asset_folder	variant	draught_attachment_point	tech_folder	rider_attachment_point	destruct_model	destruct_anim	destruct_meta	audio_armour_type	riders_shoot_behaviour
wh3_main_cth_art_fire_rain_rocket_battery	warmachines/engines/cth_fire_rain_rocket_battery/cth_fire_rain_rocket_battery_destroyed_02.wsmodel	cth_fire_rain_rocket_battery_destruct	Generic_3_Crew	wm_grand_cannon_01_rocket	wh3_main_cth_rocket	cth_fire_rain_rocket_battery	wh3_main_cth_art_fire_rain_rocket_battery			ap_draughtposition	warmachines/engines/cth_fire_rain_rocket_battery/tech/	ap_crewposition	warmachines\engines\cth_fire_rain_rocket_battery\cth_fire_rain_rocket_battery_destruct_01.wsmodel	warmachines\engines\cth_grand_cannon\cth_grand_cannon_destruct_01.anim			all_riders_shooting
wh3_main_cth_art_grand_cannon	warmachines/engines/cth_grand_cannon/cth_grand_cannon_destroyed_01.wsmodel	cth_grand_cannon_destruct	Generic_3_Crew	wm_grand_cannon_01_cannon	wh3_main_cth_grand_cannon_ball	cth_grand_cannon	wh3_main_cth_art_grand_cannon			ap_draughtposition	warmachines/engines/cth_grand_cannon/tech/	ap_crewposition	warmachines\engines\cth_grand_cannon\cth_grand_cannon_destruct_01.wsmodel	warmachines\engines\cth_grand_cannon\cth_grand_cannon_destruct_01.anim			all_riders_shooting
wh3_main_cth_veh_war_compass	warmachines\engines\cth_war_compass\cth_war_compass_destroyed_01.wsmodel	cth_war_compass_destruct	Generic_No_Crew_Fixed	wm_wh3_warcompass01		cth_war_compass	wh3_main_cth_veh_war_compass			ap_draughtposition	warmachines/engines/cth_war_compass/tech/	ap_crewposition	warmachines\engines\cth_war_compass\cth_war_compass_destruct_01.wsmodel	warmachines/engines/cth_war_compass/cth_war_compass_destruct_01.anim			all_riders_shooting
wh3_main_kho_gorebeast_chariot	warmachines/chariot/dae_gorebeast_chariot/dae_gorebeast_chariot_01_destroyed.wsmodel	dae_gorebeast_chariot_destruction	Generic_No_Crew_Rotate	wm_chaos_chariot01		dae_gorebeast_chariot	wh_dlc01_vehicle_chs_chariot_gorebeast			ap_draughtposition	warmachines\chariot\dae_gorebeast_chariot\tech						all_riders_shooting
wh3_main_ksl_veh_little_grom	warmachines/engines/ksl_little_grom/ksl_little_grom_01_destroyed.wsmodel	ksl_little_grom_01_destruct	Generic_No_Crew_Fixed	wm_wh3_little_grom01	wh3_main_ksl_little_grom_cannon_ball	ksl_little_grom_01	wh3_main_vehicle_little_grom			ap_draughtposition	warmachines/engines/ksl_little_grom/tech/						all_riders_shooting
wh3_main_ksl_veh_war_sled_heavy	warmachines/chariot/ksl_warsled/ksl_warsled_heavy_destroyed.wsmodel	ksl_warsled_heavy_destruct	Generic_No_Crew_Fixed	wm_wh3_warsled01		ksl_warsled_heavy	wh3_main_vehicle_heavy_war_sled			ap_draughtposition	warmachines\chariot\ksl_warsled\tech				warmachines/chariot/ksl_warsled/ksl_warsled_heavy_destruct.meta		all_riders_shooting
wh3_main_ksl_veh_war_sled_light	warmachines/chariot/ksl_warsled/ksl_warsled_light_destroyed_01.wsmodel	ksl_warsled_light_destruct	Generic_No_Crew_Fixed	wm_wh3_warsled01		ksl_warsled_light	wh3_main_vehicle_light_war_sled			ap_draughtposition	warmachines\chariot\ksl_warsled\tech				warmachines/chariot/ksl_warsled/ksl_warsled_light_destruct.meta		all_riders_shooting
wh3_main_ogr_ironblaster	warmachines/engines/ogr_ironblaster/ogr_ironblaster_01_destroyed.wsmodel	ogr_ironblaster_destruct	Generic_No_Crew_Fixed	wm_wh3_ironblaster_01	wh3_main_ogr_veh_ironblaster	ogr_ironblaster	wh3_main_vehicle_scraplauncher			ap_draughtposition	warmachines\engines\ogr_ironblaster\tech	ap_crewposition	warmachines/engines/ogr_ironblaster/ogr_ironblaster_01_destruct.wsmodel	warmachines/engines/ogr_ironblaster/ogr_ironblaster_01_destruct.anim	warmachines/engines/ogr_ironblaster/ogr_ironblaster_01_destruct.meta	heavy_metal	all_riders_shooting
wh3_main_ogr_scrap_launcher	warmachines/engines/ogr_gnoblar_scraplauncher/ogr_gnoblar_scraplauncher_01_destroyed.wsmodel	ogr_scrap_launcher_destruct	Generic_No_Crew_Fixed	wm_wh3_scraplauncher_01	wh3_main_ogr_veh_gnoblar_scraplauncher	ogr_scrap_launcher	wh3_main_vehicle_scraplauncher			ap_draughtposition	warmachines\engines\ogr_ironblaster\tech	ap_crewposition	warmachines/engines/ogr_gnoblar_scraplauncher/ogr_gnoblar_scraplauncher_01_destruct.wsmodel	warmachines/engines/ogr_gnoblar_scraplauncher/ogr_gnoblar_scraplauncher_01_destruct.anim	warmachines\engines\ogr_gnoblar_scraplauncher\ogr_gnoblar_scraplauncher_01_destruct.meta	heavy_metal	all_riders_shooting
wh3_main_sla_exalted_seeker_chariot	warmachines\chariot\dae_seeker_chariot\dae_seeker_chariot_exalted_01_destroyed.wsmodel	dae_seeker_chariot_exalted_destruct	Generic_No_Crew_Rotate	wm_wh3_seeker_chariot01		dae_seeker_chariot_exalted_01	wh3_main_vehicle_sla_exalted_seeker_chariot			ap_draughtposition	warmachines\chariot\dae_seeker_chariot\tech\	ap_crewposition					all_riders_shooting
wh3_main_sla_hellflayer	warmachines/chariot/dae_seeker_chariot/dae_seeker_chariot_hellflayer_01_destroyed.wsmodel	dae_seeker_chariot_hellflayer_destruct	Generic_No_Crew_Rotate	wm_wh3_seeker_chariot01		dae_seeker_chariot_hellflayer_01	wh3_main_vehicle_sla_hellflayer			ap_hellflayerdraught	warmachines\chariot\dae_seeker_chariot\tech	ap_crewposition					all_riders_shooting
wh3_main_sla_seeker_chariot	warmachines\chariot\dae_seeker_chariot\dae_seeker_chariot_01_destroyed.wsmodel	dae_seeker_chariot_destruct	Generic_No_Crew_Rotate	wm_wh3_seeker_chariot01		dae_seeker_chariot_01	wh3_main_vehicle_sla_seeker_chariot			ap_draughtposition	warmachines\chariot\dae_seeker_chariot\tech\	ap_crewposition					all_riders_shooting
wh_dlc01_chs_gorebeast_chariot	warmachines\chariot\chs_gorebeast_chariot\chs_gorebeast_chariot_01_destroyed.rigid_model_v2	chs_gorebeast_chariot_destruction	Generic_No_Crew_Rotate	wm_chaos_chariot01		chs_gorebeast_chariot	wh_dlc01_vehicle_chs_chariot_gorebeast			ap_draughtposition	warmachines\chariot\chs_gorebeast_chariot\tech						all_riders_shooting
wh_dlc03_bst_razorgor_chariot	warmachines\chariot\bst_razorgor_chariot\bst_razorgor_chariot_01_destroyed.rigid_model_v2	bst_razorgor_chariot_destruction	Generic_No_Crew_Rotate	wm_boar_chariot01		bst_razorgor_chariot	wh_dlc03_vehicle_bst_chariot_razorgor_blood			ap_draughtposition	warmachines\chariot\bst_razorgor_chariot\tech	ap_crewposition					all_riders_shooting
wh_dlc04_emp_art_sunmaker_0	warmachines\engines\emp_helstorm\emp_helstorm_sunmaker_destroyed_01.rigid_model_v2	emp_helstorm_sunmaker_destruct_01	Generic_3_Crew	wm_helstorm01_sunmaker	wh_dlc04_emp_sunmaker_rocket	emp_helstorm_sunmaker_01	wh_main_emp_art_helstorm										all_riders_shooting
wh_dlc04_emp_veh_templehof_luminark_0	warmachines\carriage\emp_luminark\emp_luminark_temple_destroyed_01.rigid_model_v2	emp_luminark_destruct_temple	Generic_No_Crew_Fixed	wm_luminark_of_hysh01		emp_luminark_temple	wh_main_vehicle_luminark_articulation			ap_draughtposition	warmachines\carriage\emp_luminark\tech						all_riders_shooting
wh_dlc04_emp_veh_war_altar	warmachines\carriage\emp_war_altar\emp_war_altar_destroyed_01.rigid_model_v2	emp_war_altar_destruct	Generic_No_Crew_Rotate	wm_war_altar01		emp_war_altar	wh_dlc04_vehicle_war_altar_articulation			ap_draughtposition	warmachines\carriage\emp_war_altar\tech	ap_crewposition					all_riders_shooting
wh_dlc04_vmp_veh_claw_of_nagash	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine_destroyed_01.rigid_model_v2	vmp_mortis_engine_destruct	Generic_No_Crew_Rotate	wm_mortisengine01_nagash		vmp_mortis_engine_nagash	wh_dlc04_vehicle_vmp_mortis_engine_articulation			ap_draughtposition	warmachines\chariot\vmp_mortis_engine\tech	ap_crewposition					all_riders_shooting
wh_dlc04_vmp_veh_corpse_cart	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_01_destroyed.rigid_model_v2	vmp_corpse_cart_destruct	Generic_No_Crew_Rotate	wm_corpsecart01		vmp_corpse_cart	wh_main_vehicle_vmp_black_coach_chariot			ap_draughtposition	warmachines\chariot\vmp_corpse_cart\tech	ap_crewposition					all_riders_shooting
wh_dlc04_vmp_veh_corpse_cart_balefire	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_cauldron_01_destroyed.rigid_model_v2	vmp_corpse_cart_balefire_destruct	Generic_No_Crew_Rotate	wm_corpsecart01_balefire		vmp_corpse_cart_balefire	wh_main_vehicle_vmp_black_coach_chariot			ap_draughtposition	warmachines\chariot\vmp_corpse_cart\tech	ap_crewposition					all_riders_shooting
wh_dlc04_vmp_veh_corpse_cart_helman	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_helman_01_destroyed.rigid_model_v2	vmp_corpse_cart_helman_destruct	Generic_No_Crew_Rotate	wm_corpsecart01_helman		vmp_corpse_cart_helman	wh_main_vehicle_vmp_black_coach_chariot			ap_draughtposition	warmachines\chariot\vmp_corpse_cart\tech	ap_crewposition					all_riders_shooting
wh_dlc04_vmp_veh_corpse_cart_lodestone	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_bell_01_destroyed.rigid_model_v2	vmp_corpse_cart_lodestone_destruct	Generic_No_Crew_Rotate	wm_corpsecart01_lodestone		vmp_corpse_cart_lodestone	wh_dlc04_vehicle_zombie_corpse_cart			ap_draughtposition	warmachines\chariot\vmp_corpse_cart\tech	ap_crewposition					all_riders_shooting
wh_dlc04_vmp_veh_mortis_engine	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine_destroyed_01.rigid_model_v2	vmp_mortis_engine_destruct	Generic_No_Crew_Rotate	wm_mortisengine01		vmp_mortis_engine	wh_dlc04_vehicle_vmp_mortis_engine_articulation			ap_draughtposition	warmachines\chariot\vmp_mortis_engine\tech	ap_crewposition					all_riders_shooting
wh_dlc06_dwf_art_bolt_thrower	warmachines\engines\dwf_bolt_thrower\dwf_bolt_thrower_destroyed.rigid_model_v2	dwf_bolt_thrower_destruct	Generic_3_Crew	wm_bolt_thrower02	wh_dlc06_dwf_bolt_thrower_bolt	dwf_bolt_thrower	wh_dlc06_dwf_art_boltthrower										all_riders_shooting
wh_dlc06_dwf_art_grudge_thrower_gob_lobber	warmachines\engines\dwf_grudge_thrower\dwf_grudge_thrower_gob_destroyed.wsmodel	dwf_grudge_thrower_destruct	Generic_3_Crew	wm_grudge_thrower	wh_dlc06_grn_grudge_thrower_goblin	dwf_grudge_thrower_gob	wh_main_dwf_art_grudge_thrower						warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_gob_destruct.wsmodel	warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_destruct.anim			all_riders_shooting
wh_dlc06_grn_art_goblin_rock_lobber_gork	warmachines\engines\grn_rocklobber\grn_rocklobber_gork_destroyed.rigid_model_v2	grn_rocklobber_gork_destruct	Generic_3_Crew	wm_rock_lobber01	wh_dlc06_grn_goblin_rock_lobber_rock_gork	grn_rocklobber_gork	wh_main_grn_art_goblin_rock_lobber										all_riders_shooting
wh_dlc06_grn_chariot_wolf_robbers	warmachines/chariot/grn_wolf_chariot/grn_wolf_chariot_robbers_01_destroyed.wsmodel	grn_wolf_chariot_destruction	Generic_No_Crew_Rotate	wm_wolf_chariot01		grn_wolf_chariot_robbers	wh_main_vehicle_grn_wolf_chariot			ap_draughtposition	warmachines\chariot\grn_wolf_chariot\tech	ap_crewposition	warmachines/chariot/grn_wolf_chariot/grn_wolf_chariot_robbers_01_destruct.wsmodel	warmachines/chariot/grn_wolf_chariot/grn_wolf_chariot_01_destruct.anim	warmachines/chariot/grn_wolf_chariot/grn_wolf_chariot_01_destruct.meta		all_riders_shooting
wh_dlc07_brt_art_field_blessed_trebuchet	warmachines\engines\brt_trebuchet\brt_trebuchet_01_destroyed.rigid_model_v2	brt_trebuchet_destruct	Generic_3_Crew	wm_trebuchet01_blessed	wh_dlc07_brt_blessed_trebuchet	brt_trebuchet	wh_main_brt_art_trebuchet										all_riders_shooting
wh_dlc08_nor_art_hellcannon_0	warmachines\engines\chs_hellcannon\nor_hellcannon_01_destroyed.wsmodel	nor_hellcannon_destruct	Generic_3_Crew	wm_hellcannon01_ice	wh_dlc08_nor_hellcannon_ice	nor_hellcannon	wh3_dlc20_chs_art_hellcannon_nor							warmachines\engines\chs_hellcannon\nor_hellcannon_01_destruct.anim	warmachines\engines\chs_hellcannon\nor_hellcannon_01_destruct.meta		all_riders_shooting
wh_dlc08_nor_chariot	warmachines\chariot\chs_chariot\chs_chariot_01_destroyed.rigid_model_v2	chs_chariot_large_draught_destruction	Generic_No_Crew_Rotate	wm_chaos_chariot01		chs_chariot_small_draught	wh_dlc08_vehicle_nor_war_wolf_chariot			ap_draughtposition	warmachines\chariot\chs_chariot\tech						all_riders_shooting
wh_main_brt_art_field_trebuchet	warmachines\engines\brt_trebuchet\brt_trebuchet_01_destroyed.rigid_model_v2	brt_trebuchet_destruct	Generic_3_Crew	wm_trebuchet01	wh_main_brt_trebuchet	brt_trebuchet	wh_main_brt_art_trebuchet										all_riders_shooting
wh_main_chs_art_hellcannon	warmachines\engines\chs_hellcannon\chs_hellcannon_01_destroyed.wsmodel	chs_hellcannon_destruct	Generic_3_Crew	wm_hellcannon01	wh_main_chs_hellcannon	chs_hellcannon	wh_main_chs_art_hellcannon							warmachines\engines\chs_hellcannon\chs_hellcannon_01_destruct.anim	warmachines\engines\chs_hellcannon\chs_hellcannon_01_destruct.meta		all_riders_shooting
wh_main_chs_chariot_large_draught	warmachines\chariot\chs_chariot\chs_chariot_02_destroyed.rigid_model_v2	chs_chariot_large_draught_destruction	Generic_No_Crew_Rotate	wm_chaos_chariot01		chs_chariot_large_draught	wh_main_vehicle_chs_chariot			ap_draughtposition	warmachines\chariot\chs_chariot\tech				warmachines/chariot/chs_chariot/chs_chariot_02_destruct.meta		all_riders_shooting
wh_main_chs_chariot_small_draught	warmachines\chariot\chs_chariot\chs_chariot_01_destroyed.rigid_model_v2	chs_chariot_small_draught_destruction	Generic_No_Crew_Rotate	wm_chaos_chariot01		chs_chariot_small_draught	wh_main_vehicle_chs_chariot			ap_draughtposition	warmachines\chariot\chs_chariot\tech				warmachines/chariot/chs_chariot/chs_chariot_01_destruct.meta		all_riders_shooting
wh_main_dwf_art_cannon	warmachines\engines\dwf_cannon\dwf_cannon_destroyed.rigid_model_v2	dwf_cannon_destruct	Generic_3_Crew	wm_cannon01	wh_main_dwf_cannon	dwf_cannon	wh_main_dwf_art_cannon										all_riders_shooting
wh_main_dwf_art_cannon_master_engineer	warmachines\engines\dwf_cannon\dwf_cannon_destroyed.rigid_model_v2	dwf_cannon_destruct	Generic_3_Crew	wm_cannon01	wh_main_dwf_cannon	dwf_cannon	wh_main_dwf_art_cannon										all_riders_shooting
wh_main_dwf_art_flame_cannon	warmachines\engines\dwf_flame_cannon\dwf_flame_cannon_destroyed.rigid_model_v2	dwf_flame_cannon_destruct	Generic_3_Crew	wm_flame_cannon01	wh_main_dwf_flame_cannon	dwf_flame_cannon	wh_main_dwf_art_flame_cannon										all_riders_shooting
wh_main_dwf_art_flame_cannon_master_engineer	warmachines\engines\dwf_flame_cannon\dwf_flame_cannon_destroyed.rigid_model_v2	dwf_flame_cannon_destruct	Generic_3_Crew	wm_flame_cannon01	wh_main_dwf_flame_cannon	dwf_flame_cannon	wh_main_dwf_art_flame_cannon										all_riders_shooting
wh_main_dwf_art_grudge_thrower	warmachines\engines\dwf_grudge_thrower\dwf_grudge_thrower_destroyed.rigid_model_v2	dwf_grudge_thrower_destruct	Generic_3_Crew	wm_grudge_thrower	wh_main_dwf_grudge_thrower	dwf_grudge_thrower	wh_main_dwf_art_grudge_thrower						warmachines\engines\dwf_grudge_thrower\dwf_grudge_thrower_destruct.wsmodel	warmachines\engines\dwf_grudge_thrower\dwf_grudge_thrower_destruct.anim			all_riders_shooting
wh_main_dwf_art_grudge_thrower_master_engineer	warmachines\engines\dwf_grudge_thrower\dwf_grudge_thrower_destroyed.rigid_model_v2		Generic_3_Crew	wm_grudge_thrower	wh_main_dwf_grudge_thrower	dwf_grudge_thrower	wh_main_dwf_art_grudge_thrower										all_riders_shooting
wh_main_dwf_art_organ_gun	warmachines\engines\dwf_organ_gun\dwf_organ_gun_destroyed_01.rigid_model_v2	dwf_organ_gun_destruct	Generic_3_Crew	wm_organ_gun01	wh_main_dwf_organ_gun	dwf_organ_gun	wh_main_dwf_art_organ_gun										all_riders_shooting
wh_main_dwf_art_organ_gun_master_engineer	warmachines\engines\dwf_organ_gun\dwf_organ_gun_destroyed_01.rigid_model_v2	dwf_organ_gun_destruct	Generic_3_Crew	wm_organ_gun01	wh_main_dwf_organ_gun	dwf_organ_gun	wh_main_dwf_art_organ_gun										all_riders_shooting
wh_main_emp_art_great_cannon	warmachines\engines\emp_great_cannon\emp_great_cannon_destroyed.rigid_model_v2	emp_great_cannon_destruct	Generic_3_Crew	wm_great_cannon01	wh_main_emp_cannon	emp_great_cannon	wh_main_emp_art_great_cannon										all_riders_shooting
wh_main_emp_art_great_cannon_hammer	warmachines\engines\emp_great_cannon\emp_great_cannon_hammer_01_destroyed.rigid_model_v2	emp_great_cannon_hammer_destruct	Generic_3_Crew	wm_great_cannon01	wh_dlc04_emp_cannon_hammer_witches	emp_great_cannon_hammer	wh_main_emp_art_great_cannon										all_riders_shooting
wh_main_emp_art_helblaster_volley_gun	warmachines/engines/emp_helblaster/emp_helblaster_destroyed.rigid_model_v2	emp_helblaster_destruct	Generic_3_Crew	wm_helblaster01	wh_main_emp_volley_gun	emp_helblaster	wh_main_emp_art_helblaster										all_riders_shooting
wh_main_emp_art_helstorm_rocket_battery	warmachines\engines\emp_helstorm\emp_helstorm_destroyed.rigid_model_v2	emp_helstorm_destruct	Generic_3_Crew	wm_helstorm01	wh_main_emp_rocket_battery	emp_helstorm	wh_main_emp_art_helstorm										all_riders_shooting
wh_main_emp_art_mortar	warmachines/engines/emp_mortar/emp_mortar_destroyed.rigid_model_v2	emp_mortar_destruct	Generic_3_Crew	wm_mortar01	wh_main_emp_mortar	emp_mortar	wh_main_emp_art_mortar										all_riders_shooting
wh_main_emp_veh_luminark_of_hysh	warmachines\carriage\emp_luminark\emp_luminark_destroyed_01.rigid_model_v2	emp_luminark_destruct	Generic_No_Crew_Fixed	wm_luminark_of_hysh01		emp_luminark	wh_main_vehicle_luminark_articulation			ap_draughtposition	warmachines\carriage\emp_luminark\tech						all_riders_shooting
wh_main_emp_veh_steam_tank	warmachines\engines\emp_steam_tank\emp_steam_tank_destroyed_01.rigid_model_v2	emp_steam_tank_destruct	Generic_No_Crew_Rotate	wm_steam_tank01		emp_steam_tank	wh_main_vehicle_steam_tank				warmachines\engines\emp_steam_tank\tech						all_riders_shooting
wh_main_grn_art_doom_diver_catapult	warmachines\engines\grn_doomdiver_catapult\grn_doomdiver_catapult_destroyed_01.rigid_model_v2	grn_doomdiver_catapult_destruct	Generic_3_Crew	wm_doomdivercatapult01	wh_main_grn_doom_diver_catapult	grn_doomdiver_catapult	wh_main_grn_art_doomdiver										all_riders_shooting
wh_main_grn_art_goblin_rock_lobber	warmachines\engines\grn_rocklobber\grn_rocklobber_01_destroyed.rigid_model_v2	grn_rocklobber_destruct	Generic_3_Crew	wm_rock_lobber01	wh_main_grn_goblin_rock_lobber_rock	grn_rocklobber	wh_main_grn_art_goblin_rock_lobber										all_riders_shooting
wh_main_grn_chariot_boar	warmachines\chariot\grn_boar_chariot\grn_boar_chariot_destroyed.rigid_model_v2	grn_boar_chariot_destruct	Generic_No_Crew_Rotate	wm_boar_chariot01		grn_boar_chariot	wh_main_vehicle_grn_boar_chariot			ap_draughtposition	warmachines\chariot\grn_boar_chariot\tech						all_riders_shooting
wh_main_grn_chariot_wolf	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_01_destroyed.rigid_model_v2	grn_wolf_chariot_destruction	Generic_No_Crew_Rotate	wm_wolf_chariot01		grn_wolf_chariot	wh_main_vehicle_grn_wolf_chariot			ap_draughtposition	warmachines\chariot\grn_wolf_chariot\tech	ap_crewposition					all_riders_shooting
wh_main_vmp_veh_black_coach	warmachines\carriage\vmp_black_coach\vmp_black_coach_destroyed.rigid_model_v2	vmp_black_coach_destruct	Generic_No_Crew_Rotate	wm_carriage01		vmp_black_coach_01	wh_main_vehicle_vmp_black_coach_chariot			ap_draughtposition	warmachines\carriage\vmp_black_coach\tech	ap_crewposition					all_riders_shooting
wh_pro04_chs_art_hellcannon_ror_0	warmachines\engines\chs_hellcannon\chs_hellcannon_ror_01_destroyed.wsmodel	chs_hellcannon_destruct_ror	Generic_3_Crew	wm_hellcannon01_ror	wh_pro04_chs_hellcannon_ror	chs_hellcannon_ror	wh3_dlc20_chs_art_hellcannon_ror							warmachines\engines\chs_hellcannon\chs_hellcannon_ror_01_destruct.anim	warmachines\engines\chs_hellcannon\chs_hellcannon_ror_01_destruct.meta		all_riders_shooting
