key	category	model	audio_material	hit_points	gun_type	onscreen_name	ignition_threshold	radar_icon	visible_in_public_ted	fortwall_penetration_chance	collision_3d	destruct_thresholds	joiner	auxiliary	burn_rate	height_map_mesh	ground_type	can_burn	audio_count_as_urban	ability_radius	shares_reload_between_emitters	togleable_icon_path	audio_construction_type_switch	audio_faction_switch	tower_group	destructible
cth_prop_statue_drago_stone	incidental	cth_prop_statue_drago_stone	rock	15			100		false	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_prop_table_01	incidental	cth_prop_table_01	rock	15			100		false	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_prop_table_small_01	incidental	cth_prop_table_small_01	rock	15			100		false	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_prop_table_small_02	incidental	cth_prop_table_small_02	rock	15			100		false	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_prop_wall01_pillar_01	incidental	cth_prop_wall01_pillar_01	rock	15			100		false	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_prop_wall01_steps_01	incidental	cth_prop_wall01_steps_01	rock	15			100		false	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_prop_wall01_straight_10m_01	incidental	cth_prop_wall01_straight_10m_01	rock	15			100		false	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_ricepaddy_nogo_01	generic	cth_ricepaddy_nogo_01	earth	500			100		false	0	true		false	false	1.0000	false	mud	false	false	0.0000	false				default_value	default
cth_ricepaddy_nogo_02	generic	cth_ricepaddy_nogo_02	earth	500			100		false	0	true		false	false	1.0000	false	mud	false	false	0.0000	false				default_value	default
cth_ricepaddy_nogo_03	generic	cth_ricepaddy_nogo_03	earth	500			100		false	0	true		false	false	1.0000	false	mud	false	false	0.0000	false				default_value	default
cth_ricepaddy_traverse_01	incidental	cth_ricepaddy_traverse_01	earth	500			100		false	0	true		false	false	1.0000	true	mud	false	false	0.0000	false				default_value	default
cth_ricepaddy_traverse_02	incidental	cth_ricepaddy_traverse_02	earth	500			100		false	0	true		false	false	1.0000	false	mud	false	false	0.0000	false				default_value	default
cth_rock_base_01a	generic	cth_rock_base_01a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_base_02a	generic	cth_rock_base_02a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_base_03a	generic	cth_rock_base_03a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_chunk_01a	generic	cth_rock_chunk_01a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_chunk_01b	generic	cth_rock_chunk_01b	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_chunk_01c	generic	cth_rock_chunk_01c	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_chunk_01d	generic	cth_rock_chunk_01d	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_chunk_02a	generic	cth_rock_chunk_02a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_chunk_02b	generic	cth_rock_chunk_02b	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_chunk_02c	generic	cth_rock_chunk_02c	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_chunk_03a	generic	cth_rock_chunk_03a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_rock_chunk_03b	generic	cth_rock_chunk_03b	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_stat_drag_01	generic	cth_stat_drag_01	rock	15		key_building	100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_stat_drag_01_rock	generic	cth_stat_drag_01_rock	rock	15		key_building	100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_stat_draghead_01	generic	cth_stat_draghead_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_stat_draghead_01_rock	generic	cth_stat_draghead_01_rock	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_stat_lion_01	generic	cth_stat_lion_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_stat_lion_01_rock	generic	cth_stat_lion_01_rock	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_subtropical_cliffpiece_01	generic	cth_subtropical_cliffpiece_01	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_subtropical_cliffpiece_02	generic	cth_subtropical_cliffpiece_02	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_subtropical_cliffpiece_03	generic	cth_subtropical_cliffpiece_03	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_subtropical_cliffpiece_04	generic	cth_subtropical_cliffpiece_04	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_subtropical_mtn_01	generic	cth_subtropical_mtn_01	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_subtropical_mtn_02	generic	cth_subtropical_mtn_02	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_subtropical_mtn_03	generic	cth_subtropical_mtn_03	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_subtropical_mtn_cheap_01	generic	cth_subtropical_mtn_cheap_01	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_subtropical_mtn_cheap_02	generic	cth_subtropical_mtn_cheap_02	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_subtropical_mtn_cheap_03	generic	cth_subtropical_mtn_cheap_03	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mountain_01a	generic	cth_tem_mountain_01a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mountain_01c	generic	cth_tem_mountain_01c	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mountain_02a	generic	cth_tem_mountain_02a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mountain_02c	generic	cth_tem_mountain_02c	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mountain_03a	generic	cth_tem_mountain_03a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mountain_03c	generic	cth_tem_mountain_03c	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mountain_04a	generic	cth_tem_mountain_04a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mountain_04c	generic	cth_tem_mountain_04c	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mountain_05a	generic	cth_tem_mountain_05a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mtnpiece_01	generic	cth_tem_mtnpiece_01	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mtnpiece_02	generic	cth_tem_mtnpiece_02	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mtnpiece_03a	generic	cth_tem_mtnpiece_03a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mtnpiece_04a	generic	cth_tem_mtnpiece_04a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_mtnpiece_05a	generic	cth_tem_mtnpiece_05a	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_rockpillar_01	generic	cth_tem_rockpillar_01	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_rockpillar_02	generic	cth_tem_rockpillar_02	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tem_rockpillar_03	generic	cth_tem_rockpillar_03	rock	500			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_terracotta_sentinel_armleft_01	generic	cth_terracotta_sentinel_armleft_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_terracotta_sentinel_armright_01	generic	cth_terracotta_sentinel_armright_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_terracotta_sentinel_chest_01	generic	cth_terracotta_sentinel_chest_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_terracotta_sentinel_head_01	generic	cth_terracotta_sentinel_head_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_terracotta_sentinel_legleft_01	generic	cth_terracotta_sentinel_legleft_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_terracotta_sentinel_legright_01	generic	cth_terracotta_sentinel_legright_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_terracotta_sentinel_shoulderleft_01	generic	cth_terracotta_sentinel_shoulderleft_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_terracotta_sentinel_shoulderright_01	generic	cth_terracotta_sentinel_shoulderright_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_tower_placement_01	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_cth_bullet	tower_piercing	100	tower_piercing	false	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_piercing_01	tower	cth	light_armoured_units	default
cth_tower_placement_02	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_cth_bullet_improved	tower_piercing	100	tower_piercing	false	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_piercing_02	tower	cth	light_armoured_units	default
cth_tower_placement_03	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_cth_cannon	tower_cannon	100	tower_cannon	false	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_cannon_03	tower	cth	heavy_armoured_units	default
cth_tower_placement_04	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_cth_rocket	tower_explosive	100	tower_explosive	false	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_explosive_04	tower	cth	heavy_armoured_units	default
cth_wall_angled_joiner	unbreachable_fort_wall	cth_wall_angled_joiner	rock	1000		fort_wall	100	wall.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_angled_to_grid_joiner	fort_wall	cth_wall_angled_to_grid_joiner	rock	10000		fort_wall	100	wall.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_corner_90_external	unbreachable_fort_wall	cth_wall_corner_90_external	rock	1000		fort_wall	100	wall.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_corner_90_internal	unbreachable_fort_wall	cth_wall_corner_90_internal	rock	1000		fort_wall	100	wall.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_gatehouse_60	gate	cth_wall_gatehouse_60	rock	12000		gate	100	gate.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_gatehouse_60_02	gate	cth_wall_gatehouse_60	rock	14000		gate	100	gate.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_gatehouse_60_03	gate	cth_wall_gatehouse_60	rock	16000		gate	100	gate.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_grid_to_angled_joiner	fort_wall	cth_wall_grid_to_angled_joiner	rock	10000		fort_wall	100	wall.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_merlon_01	generic	cth_wall_merlon_01	rock	1000		fort_wall	100		false	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_straight_20m_01	fort_wall	cth_wall_straight_20m_01	rock	14000		fort_wall	100	wall.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_straight_20m_02	fort_wall	cth_wall_straight_20m_01	rock	14000		fort_wall	100	wall.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_straight_20m_03	fort_wall	cth_wall_straight_20m_01	rock	16000		fort_wall	100	wall.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_straight_20m_emplacement	fort_wall	cth_wall_straight_20m_emplacement	rock	12000		fort_wall	100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
cth_wall_tower	fort_tower	cth_wall_tower	rock	12000	wh3_settlement_tower_cth_bullet	tower_piercing	100	tower.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
cth_wall_tower_01	fort_tower	cth_wall_tower	rock	14000	wh3_settlement_tower_cth_bullet_improved	tower_piercing	100	tower.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
cth_wall_tower_02	fort_tower	cth_wall_tower	rock	14000	wh3_settlement_tower_cth_cannon	tower_cannon	100	tower.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
cth_wall_tower_03	fort_tower	cth_wall_tower	rock	16000	wh3_settlement_tower_cth_rocket	tower_explosive	100	tower.tga	false	0	true		false	false	1.0000	false	wooden_floor	false	false	60.0000	false				default_value	default
def_banner_01	generic	def_banner_01	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_banner_02	generic	def_banner_02	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_banner_03	generic	def_banner_03	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_banner_04	generic	def_banner_04	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_banner_05	generic	def_banner_05	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_banner_06	generic	def_banner_06	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_banner_07	generic	def_banner_07	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_barricade_blocker_01	generic	glb_barricade_blocker	rock	12000		barricade_blocker	100	barricade_blocker	true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false	barricade_blocker	blocker	def	default_value	default
def_barricade_monument_01	generic	glb_barricade_monument_01	rock	2500		barricade_monument	100	barricade_monument	true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false	barricade_monument	monument	def	default_value	default
def_barricade_platform_01	generic	glb_barricade_01	rock	6000		barricade_platform	100	barricade_platform	true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false	barricade_platform	barricade	def	default_value	default
def_barricade_trap_01	generic	glb_barricade_traps_01	wood	2500		barricade_trap	100	barricade_trap	true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false	barricade_trap	trap	def	default_value	default
def_barricade_trap_02	generic	glb_barricade_traps_01	wood	2500		barricade_trap	100	barricade_trap	true	0	true		false	false	1.0000	false	rock	false	false	32.0000	false	barricade_trap	trap	def	default_value	default
def_basalt_large_01	generic	def_basalt_large_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_basalt_large_02	generic	def_basalt_large_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_basalt_med_01	generic	def_basalt_med_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_basalt_med_02	generic	def_basalt_med_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_basalt_sml_01	generic	def_basalt_sml_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_basalt_sml_02	generic	def_basalt_sml_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_basalt_sml_03	generic	def_basalt_sml_03	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_basaltmountain_01	generic	def_basaltmountain_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_basaltmountain_02	generic	def_basaltmountain_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_basaltmountain_03	generic	def_basaltmountain_03	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_basaltmountain_04	generic	def_basaltmountain_04	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_bouldergroup_01	generic	def_bouldergroup_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_brazier_01	incidental	def_brazier_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_brazier_02	incidental	def_brazier_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_brazier_03	generic	def_brazier_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_bridge_01	generic	def_bridge_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	always_indestructible
def_bridge_02	generic	def_bridge_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_bridge_03	generic	def_bridge_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_cage_a	incidental	def_cage_a	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_cage_b	incidental	def_cage_b	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_cliff_01	generic	def_cliff_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_cliff_02	generic	def_cliff_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_corral	incidental	def_corral	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_crystal_01	generic	def_crystal_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_crystal_02	generic	def_crystal_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_crystal_03	generic	def_crystal_03	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_crystal_04	generic	def_crystal_04	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_desertrock_01	generic	def_desertrock_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_gate_small_01	generic	def_gate_small_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_gate_small_pillar_01	generic	def_gate_small_pillar_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_gate_small_wall_01	generic	def_gate_small_wall_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_gateadd_01	generic	def_gateadd_01	rock	15		key_building	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_gateadd_02	generic	def_gateadd_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_gateadd_03	generic	def_gateadd_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_gateadd_04	generic	def_gateadd_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_grid_01	incidental	def_grid_01	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_grid_02	incidental	def_grid_02	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_grid_03	incidental	def_grid_03	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_house_01	generic	def_house_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	always_indestructible
def_house_01_cheap	generic	def_house_01_cheap	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_house_02	generic	def_house_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	always_indestructible
def_infield_bridge_connector_01	generic	def_infield_bridge_connector_01	rock	15			100		false	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_ladder_01	generic	def_ladder_01	metal	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_lantern_01	incidental	def_lantern_01	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_market_crates	incidental	def_market_crates	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_market_shelving	incidental	def_market_shelving	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_market_shelving_empty	incidental	def_market_shelving_empty	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_market_stocks	incidental	def_market_stocks	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_market_stool	incidental	def_market_stool	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_market_table_a_torture	incidental	def_market_table_a_torture	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_market_table_b_torture	incidental	def_market_table_b_torture	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_market_table_c	incidental	def_market_table_c	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_market_table_c_alchemy	incidental	def_market_table_c_alchemy	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_merlonskull_01	generic	def_merlonskull_01	rock	100			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_mountain_01	generic	def_mountain_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_mountain_02	generic	def_mountain_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_mountain_03	generic	def_mountain_03	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_mountain_04	generic	def_mountain_04	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_arch_15m_01	generic	def_pit_arch_15m_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_archlong_15m_01	generic	def_pit_archlong_15m_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_archlong_5m_01	generic	def_pit_archlong_5m_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_archwindow_5m_01	generic	def_pit_archwindow_5m_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_archwindowlong_5m_01	generic	def_pit_archwindowlong_5m_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_archwindows_15m_01	generic	def_pit_archwindows_15m_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_archwindowslong_15m_01	generic	def_pit_archwindowslong_15m_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_cornertop_ext_01	generic	def_pit_cornertop_ext_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_cornertop_int_01	generic	def_pit_cornertop_int_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_cornertop_nospikes_ext_01	generic	def_pit_cornertop_nospikes_ext_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_cornertop_nospikes_ext_02	generic	def_pit_cornertop_nospikes_ext_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_cornertop_nospikes_int_02	generic	def_pit_cornertop_nospikes_int_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_top_straight15m_01	generic	def_pit_top_straight15m_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_top_straight_5m_01	generic	def_pit_top_straight_5m_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_topnospikes_straight15m_01	generic	def_pit_topnospikes_straight15m_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_topnospikes_straight15m_02	generic	def_pit_topnospikes_straight15m_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
def_pit_topnospikes_straight5m_02	generic	def_pit_topnospikes_straight5m_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
