faction_key	campaign_key	level	skill_key	subculture_key	image_path	unlocked_at_rank
		1	wh2_dlc15_skill_hef_archmage_heavens_mount_moon_dragon		x	21
		1	wh2_dlc15_skill_hef_archmage_high_mount_barded_ithilmar_steed		x	10
		1	wh2_dlc15_skill_hef_archmage_high_mount_great_eagle		x	15
		1	wh2_dlc15_skill_hef_archmage_high_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_archmage_high_mount_moon_dragon		x	21
		1	wh2_dlc15_skill_hef_archmage_life_mount_barded_ithilmar_steed		x	10
		1	wh2_dlc15_skill_hef_archmage_life_mount_great_eagle		x	15
		1	wh2_dlc15_skill_hef_archmage_life_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_archmage_life_mount_moon_dragon		x	21
		1	wh2_dlc15_skill_hef_archmage_light_mount_barded_ithilmar_steed		x	10
		1	wh2_dlc15_skill_hef_archmage_light_mount_great_eagle		x	15
		1	wh2_dlc15_skill_hef_archmage_light_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_archmage_light_mount_moon_dragon		x	21
		1	wh2_dlc15_skill_hef_archmage_metal_mount_barded_ithilmar_steed		x	10
		1	wh2_dlc15_skill_hef_archmage_metal_mount_great_eagle		x	15
		1	wh2_dlc15_skill_hef_archmage_metal_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_archmage_metal_mount_moon_dragon		x	21
		1	wh2_dlc15_skill_hef_archmage_shadows_mount_barded_ithilmar_steed		x	10
		1	wh2_dlc15_skill_hef_archmage_shadows_mount_great_eagle		x	15
		1	wh2_dlc15_skill_hef_archmage_shadows_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_archmage_shadows_mount_moon_dragon		x	21
		1	wh2_dlc15_skill_hef_eltharion_dedicated_to_ladrielle		x	9
		1	wh2_dlc15_skill_hef_eltharion_mount_barded_warhorse		x	7
		1	wh2_dlc15_skill_hef_eltharion_mount_stormwing		x	13
		1	wh2_dlc15_skill_hef_eltharion_storm_of_blades		x	11
		1	wh2_dlc15_skill_hef_imrik_blazing_lance		x	11
		1	wh2_dlc15_skill_hef_imrik_caledor_incumbent		x	11
		1	wh2_dlc15_skill_hef_imrik_dragonpact		x	15
		1	wh2_dlc15_skill_hef_imrik_mount_dragon_prince_steed		x	0
		1	wh2_dlc15_skill_hef_imrik_mount_minaithnir		x	13
		1	wh2_dlc15_skill_hef_mage_beasts_mount_elven_steed		x	6
		1	wh2_dlc15_skill_hef_mage_beasts_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_mage_death_mount_elven_steed		x	6
		1	wh2_dlc15_skill_hef_mage_death_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_mage_fire_mount_elven_steed		x	6
		1	wh2_dlc15_skill_hef_mage_fire_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_mage_fire_mount_sun_dragon		x	21
		1	wh2_dlc15_skill_hef_mage_metal_mount_elven_steed		x	6
		1	wh2_dlc15_skill_hef_mage_metal_mount_ithilmar_chariot		x	13
		1	wh2_dlc15_skill_hef_prince_mount_griffon		x	13
		1	wh2_dlc15_skill_hef_princess_mount_griffon		x	13
		1	wh2_dlc15_skill_hef_teclis_mount_arcane_phoenix		x	17
		1	wh2_dlc16_skill_mount_skv_cha_throt_the_unclean_brood_horror		x	13
		1	wh2_dlc16_skill_skv_chieftain_mount_1		x	11
		1	wh2_dlc16_skill_skv_chieftain_unique_1		x	9
		1	wh2_dlc16_skill_skv_chieftain_unique_2		x	9
		1	wh2_dlc16_skill_skv_chieftain_unique_3		x	9
		1	wh2_dlc16_skill_skv_packmaster_mount_2		x	13
		1	wh2_dlc16_skill_skv_packmaster_tide_of_death		x	4
		1	wh2_dlc16_skill_skv_packmaster_tide_of_pox		x	4
		1	wh2_dlc16_skill_skv_packmaster_unique_1		x	9
		1	wh2_dlc16_skill_skv_packmaster_unique_2		x	9
		1	wh2_dlc16_skill_skv_packmaster_unique_3		x	11
		1	wh2_dlc16_skill_skv_packmaster_unique_4		x	11
		1	wh2_dlc16_skill_skv_warlord_mount_2		x	13
		1	wh2_dlc16_skill_unique_malicious_branchwraith_aspect_of_the_birch		x	6
		1	wh2_dlc16_skill_unique_malicious_branchwraith_aspect_of_the_oak		x	6
		1	wh2_dlc16_skill_unique_malicious_branchwraith_aspect_of_the_willow		x	6
		1	wh2_dlc16_skill_unique_malicious_treemen_aspect_of_the_birch		x	6
		1	wh2_dlc16_skill_unique_malicious_treemen_aspect_of_the_oak		x	6
		1	wh2_dlc16_skill_unique_malicious_treemen_aspect_of_the_willow		x	6
		1	wh2_dlc16_skill_unique_malicious_treemen_beasts_scent_of_blood		x	13
		1	wh2_dlc16_skill_unique_malicious_treemen_dark_heart		x	0
		1	wh2_dlc16_skill_unique_malicious_treemen_life_verdant_growth		x	13
		1	wh2_dlc16_skill_unique_malicious_treemen_shadows_empowered_glamour		x	13
		1	wh2_dlc16_skill_unique_wef_durthu_ancient_emnity		x	11
		1	wh2_dlc16_skill_wef_ability_howl_of_the_forest		x	5
		1	wh2_dlc16_skill_wef_ability_loecs_blessing		x	9
		1	wh2_dlc16_skill_wef_ability_possessed_by_the_trickster_god		x	5
		1	wh2_dlc16_skill_wef_ability_sight_beyond_sight		x	5
		1	wh2_dlc16_skill_wef_coeddil_unique_2		x	5
		1	wh2_dlc16_skill_wef_coeddil_unique_3		x	11
		1	wh2_dlc16_skill_wef_coeddil_unique_6		x	16
		1	wh2_dlc16_skill_wef_coeddil_unique_7		x	18
		1	wh2_dlc16_skill_wef_glade_lord_mount_great_stag		x	9
		1	wh2_dlc16_skill_wef_glade_lord_mount_great_stag_fem		x	9
		1	wh2_dlc16_skill_wef_malicious_branchwraith_unique_beasts		x	7
		1	wh2_dlc16_skill_wef_malicious_branchwraith_unique_life		x	7
		1	wh2_dlc16_skill_wef_malicious_branchwraith_unique_shadows		x	7
		1	wh2_dlc16_skill_wef_melee_attack_in_forest		x	7
		1	wh2_dlc16_skill_wef_spellweaver_beasts_mount_1		x	6
		1	wh2_dlc16_skill_wef_spellweaver_beasts_mount_2		x	9
		1	wh2_dlc16_skill_wef_spellweaver_beasts_mount_3		x	15
		1	wh2_dlc16_skill_wef_spellweaver_dark_mount_1		x	6
		1	wh2_dlc16_skill_wef_spellweaver_dark_mount_2		x	9
		1	wh2_dlc16_skill_wef_spellweaver_dark_mount_3		x	15
		1	wh2_dlc16_skill_wef_spellweaver_high_mount_1		x	6
		1	wh2_dlc16_skill_wef_spellweaver_high_mount_2		x	9
		1	wh2_dlc16_skill_wef_spellweaver_high_mount_3		x	15
		1	wh2_dlc16_skill_wef_spellweaver_life_mount_1		x	6
		1	wh2_dlc16_skill_wef_spellweaver_life_mount_2		x	9
		1	wh2_dlc16_skill_wef_spellweaver_life_mount_3		x	15
		1	wh2_dlc16_skill_wef_spellweaver_shadows_mount_1		x	6
		1	wh2_dlc16_skill_wef_spellweaver_shadows_mount_2		x	9
		1	wh2_dlc16_skill_wef_spellweaver_shadows_mount_3		x	15
		1	wh2_dlc16_skill_wef_spellweaver_unique_1		x	8
		1	wh2_dlc16_skill_wef_spellweaver_unique_2		x	9
		1	wh2_dlc16_skill_wef_spellweaver_unique_3		x	9
		1	wh2_dlc16_skill_wef_waystalker_army_1		x	13
		1	wh2_dlc16_skill_wef_waystalker_army_2		x	13
		1	wh2_dlc16_skv_throt_unique_0		x	11
		1	wh2_dlc16_wef_ariel_abilities_1		x	5
		1	wh2_dlc16_wef_ariel_abilities_2		x	8
		1	wh2_dlc16_wef_ariel_abilities_3		x	10
		1	wh2_dlc16_wef_ariel_army_1		x	0
		1	wh2_dlc16_wef_ariel_army_2		x	0
		1	wh2_dlc16_wef_ariel_army_3		x	0
		1	wh2_dlc16_wef_ariel_campaign_0		x	4
		1	wh2_dlc16_wef_ariel_campaign_1		x	4
		1	wh2_dlc16_wef_ariel_campaign_2		x	4
		1	wh2_dlc16_wef_drycha_unique_1		x	11
		1	wh2_dlc16_wef_sisters_unique_0		x	11
		1	wh2_dlc16_wef_sisters_unique_6		x	9
		1	wh2_dlc17_dwf_grombrindal_unique_mountainstrider		x	11
		1	wh2_dlc17_skill_bst_beastlord_unique_tuskgor		x	7
		1	wh2_dlc17_skill_bst_bray_shaman_beasts_unique_tuskgor		x	11
		1	wh2_dlc17_skill_bst_bray_shaman_death_unique_tuskgor		x	11
		1	wh2_dlc17_skill_bst_bray_shaman_shadows_unique_tuskgor		x	11
		1	wh2_dlc17_skill_bst_bray_shaman_wild_unique_tuskgor		x	11
		1	wh2_dlc17_skill_bst_doombull_unique_1		x	7
		1	wh2_dlc17_skill_bst_doombull_unique_2		x	4
		1	wh2_dlc17_skill_bst_doombull_unique_4		x	4
		1	wh2_dlc17_skill_bst_great_bray_shaman_beasts_unique_razorgor		x	15
		1	wh2_dlc17_skill_bst_great_bray_shaman_beasts_unique_tuskgor		x	11
		1	wh2_dlc17_skill_bst_great_bray_shaman_death_unique_razorgor		x	15
		1	wh2_dlc17_skill_bst_great_bray_shaman_death_unique_tuskgor		x	11
		1	wh2_dlc17_skill_bst_great_bray_shaman_shadows_unique_razorgor		x	15
		1	wh2_dlc17_skill_bst_great_bray_shaman_shadows_unique_tuskgor		x	11
		1	wh2_dlc17_skill_bst_great_bray_shaman_unique_1		x	7
		1	wh2_dlc17_skill_bst_great_bray_shaman_unique_2		x	11
		1	wh2_dlc17_skill_bst_great_bray_shaman_unique_3		x	11
		1	wh2_dlc17_skill_bst_great_bray_shaman_unique_4		x	4
		1	wh2_dlc17_skill_bst_great_bray_shaman_unique_6		x	4
		1	wh2_dlc17_skill_bst_great_bray_shaman_wild_unique_razorgor		x	15
		1	wh2_dlc17_skill_bst_great_bray_shaman_wild_unique_tuskgor		x	11
		1	wh2_dlc17_skill_bst_khazrak_one_eye_unique_tuskgor		x	7
		1	wh2_dlc17_skill_bst_lord_battle_voice_of_the_dark_gods		x	4
		1	wh2_dlc17_skill_bst_taurox_unique_favoured_of_the_skull_throne		x	11
		1	wh2_dlc17_skill_bst_wargor_unique_1		x	7
		1	wh2_dlc17_skill_bst_wargor_unique_2		x	9
		1	wh2_dlc17_skill_bst_wargor_unique_3		x	9
		1	wh2_dlc17_skill_bst_wargor_unique_4		x	9
		1	wh2_dlc17_skill_bst_wargor_unique_5		x	9
		1	wh2_dlc17_skill_bst_wargor_unique_razorgor		x	11
		1	wh2_dlc17_skill_bst_wargor_unique_tuskgor		x	7
		1	wh2_dlc17_skill_dwf_thorek_fiery_temper		x	11
		1	wh2_dlc17_skill_dwf_thorek_mount_anvil_of_doom		x	8
		1	wh2_dlc17_skill_emp_volkmar_unique_mere_mortal_men		x	11
		1	wh2_dlc17_skill_lzd_oxyotl_poisons_1		x	5
		1	wh2_dlc17_skill_lzd_oxyotl_poisons_2		x	8
		1	wh2_dlc17_skill_lzd_oxyotl_unique_ancient_knowledge		x	11
		1	wh2_dlc17_skill_lzd_oxyotl_unique_behind_enemy_lines		x	0
		1	wh2_dlc17_skill_lzd_oxyotl_unique_eternal_warrior		x	0
		1	wh2_dlc17_skill_lzd_oxyotl_unique_explorer_of_lost_worlds		x	0
		1	wh2_dlc17_skill_lzd_oxyotl_unique_hunter_of_nightmares		x	0
		1	wh2_dlc17_skill_lzd_oxyotl_unique_master_of_camouflage		x	0
		1	wh2_dlc17_skill_lzd_primeval_roar		x	0
		1	wh2_dlc17_skill_lzd_skink_oracle_divinatory_authority		x	0
		1	wh2_dlc17_skill_lzd_skink_oracle_ferocious_acids		x	0
		1	wh2_dlc17_skill_lzd_skink_oracle_telepathic_link		x	11
		1	wh2_dlc17_skill_runesmith_assist_army_harden_armour		x	4
		1	wh2_dlc17_skill_runesmith_assist_army_sharpen_weapons		x	4
		1	wh2_dlc17_skill_unique_thane_01		x	11
		1	wh2_dlc17_skill_unique_thane_02		x	11
		1	wh2_dlc17_skill_unique_thane_03		x	11
		1	wh2_dlc17_vmp_kevon_barded_skeletal_steed		x	3
		1	wh2_main_skill_all_immortality_hero		x	19
		1	wh2_main_skill_all_immortality_lord		x	19
		1	wh2_main_skill_all_magic_high_03_lore_attribute_teclis		x	9
		1	wh2_main_skill_assassin_unique_loyalty		x	3
		1	wh2_main_skill_def_assassin_missile_range_hawk_eyed		x	3
		1	wh2_main_skill_def_death_hag_bride_of_khaine		x	9
		1	wh2_main_skill_def_death_hag_gift_1		x	7
		1	wh2_main_skill_def_death_hag_gift_2		x	7
		1	wh2_main_skill_def_death_hag_mount_cauldron_of_blood		x	9
		1	wh2_main_skill_def_dreadlord_fem_mount_black_dragon		x	17
		1	wh2_main_skill_def_dreadlord_fem_mount_cold_one		x	6
		1	wh2_main_skill_def_dreadlord_fem_mount_dark_pegasus		x	13
		1	wh2_main_skill_def_dreadlord_fem_mount_dark_steed		x	3
		1	wh2_main_skill_def_dreadlord_mount_black_dragon		x	17
		1	wh2_main_skill_def_dreadlord_mount_cold_one		x	6
		1	wh2_main_skill_def_dreadlord_mount_dark_pegasus		x	13
		1	wh2_main_skill_def_dreadlord_mount_dark_steed		x	3
		1	wh2_main_skill_def_generic_eternal_hatred		x	5
		1	wh2_main_skill_def_generic_hekartis_blessing		x	3
		1	wh2_main_skill_def_generic_hekartis_blessing_morathi		x	5
		1	wh2_main_skill_def_generic_sadistic		x	3
		1	wh2_main_skill_def_generic_ward_of_hekarti		x	7
		1	wh2_main_skill_def_generic_ward_of_khaine		x	7
		1	wh2_main_skill_def_malekith_absolute_power		x	9
		1	wh2_main_skill_def_malekith_mount_cold_one		x	6
		1	wh2_main_skill_def_malekith_mount_cold_one_chariot		x	9
		1	wh2_main_skill_def_malekith_mount_seraphon		x	17
		1	wh2_main_skill_def_malekith_tyrant_0		x	11
		1	wh2_main_skill_def_malekith_warleader_1		x	11
		1	wh2_main_skill_def_morathi_mount_sulephet		x	11
		1	wh2_main_skill_def_morathi_unique_0		x	11
		1	wh2_main_skill_def_morathi_unique_2		x	11
		1	wh2_main_skill_def_names_of_power_1		x	9
		1	wh2_main_skill_def_names_of_power_2		x	9
		1	wh2_main_skill_def_names_of_power_3		x	9
		1	wh2_main_skill_def_sorceress_dark_mount_cold_one		x	10
		1	wh2_main_skill_def_sorceress_dark_mount_dark_pegasus		x	15
		1	wh2_main_skill_def_sorceress_dark_mount_dark_steed		x	6
		1	wh2_main_skill_def_sorceress_fire_mount_cold_one		x	10
		1	wh2_main_skill_def_sorceress_fire_mount_dark_pegasus		x	15
		1	wh2_main_skill_def_sorceress_fire_mount_dark_steed		x	6
		1	wh2_main_skill_def_sorceress_shadow_mount_cold_one		x	10
		1	wh2_main_skill_def_sorceress_shadow_mount_dark_pegasus		x	15
		1	wh2_main_skill_def_sorceress_shadow_mount_dark_steed		x	6
		1	wh2_main_skill_def_spy_poison_1		x	5
		1	wh2_main_skill_def_spy_poison_2		x	5
		1	wh2_main_skill_def_spy_poison_3		x	5
		1	wh2_main_skill_def_spy_unbreakable		x	9
		1	wh2_main_skill_def_witchbrew		x	7
		1	wh2_main_skill_hef_alastar_unique_1		x	5
		1	wh2_main_skill_hef_dedication_addaioth		x	9
		1	wh2_main_skill_hef_dedication_asuryan		x	9
		1	wh2_main_skill_hef_dedication_hoeth		x	9
		1	wh2_main_skill_hef_dedication_hukon		x	9
		1	wh2_main_skill_hef_dedication_isha		x	9
		1	wh2_main_skill_hef_dedication_kurnous		x	9
		1	wh2_main_skill_hef_dedication_mathlann		x	9
		1	wh2_main_skill_hef_dedication_vaul		x	9
		1	wh2_main_skill_hef_generic_lileaths_blessing		x	3
		1	wh2_main_skill_hef_generic_speed_of_asuryan		x	3
		1	wh2_main_skill_hef_generic_warding_of_hoeth		x	7
		1	wh2_main_skill_hef_generic_warding_of_loec		x	7
		1	wh2_main_skill_hef_mage_high_mount_elven_steed		x	6
		1	wh2_main_skill_hef_mage_high_mount_ithilmar_chariot		x	13
		1	wh2_main_skill_hef_mage_life_mount_elven_steed		x	6
		1	wh2_main_skill_hef_mage_life_mount_ithilmar_chariot		x	13
		1	wh2_main_skill_hef_mage_light_mount_elven_steed		x	6
		1	wh2_main_skill_hef_mage_light_mount_ithilmar_chariot		x	13
		1	wh2_main_skill_hef_noble_barded_ithilmar_steed		x	6
		1	wh2_main_skill_hef_noble_great_eagle		x	11
		1	wh2_main_skill_hef_noble_ithilmar_chariot		x	11
		1	wh2_main_skill_hef_noble_unique_1		x	9
		1	wh2_main_skill_hef_noble_unique_2		x	9
		1	wh2_main_skill_hef_noble_unique_3		x	9
		1	wh2_main_skill_hef_prince_alastar_mount_great_eagle		x	11
		1	wh2_main_skill_hef_prince_alastar_mount_star_dragon		x	19
		1	wh2_main_skill_hef_prince_alastar_mount_sun_dragon		x	15
		1	wh2_main_skill_hef_prince_mount_barded_ithilmar_steed		x	6
		1	wh2_main_skill_hef_prince_mount_great_eagle		x	11
		1	wh2_main_skill_hef_prince_mount_star_dragon		x	19
		1	wh2_main_skill_hef_prince_mount_sun_dragon		x	15
		1	wh2_main_skill_hef_princess_mount_elven_steed		x	3
		1	wh2_main_skill_hef_princess_mount_great_eagle		x	11
		1	wh2_main_skill_hef_princess_mount_moon_dragon		x	15
		1	wh2_main_skill_hef_princess_mount_star_dragon		x	19
		1	wh2_main_skill_hef_teclis_charoi		x	7
		1	wh2_main_skill_hef_teclis_mount_barded_ithilmar_steed		x	10
		1	wh2_main_skill_hef_teclis_sublime_focus		x	6
		1	wh2_main_skill_hef_tyrion_mount_malhandhir		x	6
		1	wh2_main_skill_hef_tyrion_unique_0		x	11
		1	wh2_main_skill_hef_tyrion_unique_2		x	11
		1	wh2_main_skill_lzd_blessing_chotec		x	9
		1	wh2_main_skill_lzd_blessing_huanchi		x	9
		1	wh2_main_skill_lzd_blessing_itzl		x	9
		1	wh2_main_skill_lzd_blessing_quetzl		x	9
		1	wh2_main_skill_lzd_blessing_tepok		x	9
		1	wh2_main_skill_lzd_blessing_tlazcotl		x	9
		1	wh2_main_skill_lzd_disciplines_arcane_convergence		x	11
		1	wh2_main_skill_lzd_disciplines_becalming_cogitation		x	7
		1	wh2_main_skill_lzd_disciplines_focus_of_mysteries		x	15
		1	wh2_main_skill_lzd_disciplines_harrowing_scruteny		x	11
		1	wh2_main_skill_lzd_disciplines_higher_state_of_consciousness		x	19
		1	wh2_main_skill_lzd_disciplines_reservoir		x	3
		1	wh2_main_skill_lzd_disciplines_soul_of_stone		x	7
		1	wh2_main_skill_lzd_disciplines_transcendent_healing		x	15
		1	wh2_main_skill_lzd_disciplines_unfathomable_presence		x	3
		1	wh2_main_skill_lzd_generic_honoured_elder_hero		x	19
		1	wh2_main_skill_lzd_generic_honoured_elder_lord		x	19
		1	wh2_main_skill_lzd_generic_obey		x	3
		1	wh2_main_skill_lzd_kroq_gar_annihilate		x	9
		1	wh2_main_skill_lzd_kroq_gar_destroy		x	9
		1	wh2_main_skill_lzd_kroq_gar_exterminate		x	9
		1	wh2_main_skill_lzd_kroq_gar_extinguish		x	9
		1	wh2_main_skill_lzd_kroq_gar_kill		x	9
		1	wh2_main_skill_lzd_kroq_gar_mount_cold_one		x	6
		1	wh2_main_skill_lzd_kroq_gar_mount_grymloq		x	17
		1	wh2_main_skill_lzd_kroq_gar_mount_horned_one		x	9
		1	wh2_main_skill_lzd_kroq_gar_neutralize		x	9
		1	wh2_main_skill_lzd_kroq_gar_obliterate		x	9
		1	wh2_main_skill_lzd_kroq_gar_purge		x	9
		1	wh2_main_skill_lzd_lizardmen_agility		x	7
		1	wh2_main_skill_lzd_mazdamundi_ruination_of_cities		x	19
		1	wh2_main_skill_lzd_mazdamundi_zlaaq		x	17
		1	wh2_main_skill_lzd_protection_of_the_old_ones		x	7
		1	wh2_main_skill_lzd_saurus_old_blood_carnosaur		x	17
		1	wh2_main_skill_lzd_saurus_old_blood_cold_one		x	6
		1	wh2_main_skill_lzd_saurus_scar_veteran_carnosaur		x	17
		1	wh2_main_skill_lzd_saurus_scar_veteran_cold_one		x	6
		1	wh2_main_skill_lzd_skink_chief_stalk		x	14
		1	wh2_main_skill_lzd_skink_chief_stegadon		x	17
		1	wh2_main_skill_lzd_skink_chief_terradon		x	9
		1	wh2_main_skill_lzd_skink_chief_vanguard		x	6
		1	wh2_main_skill_lzd_skink_priest_arcane_vassal		x	17
		1	wh2_main_skill_lzd_skink_priest_beasts_stegadon		x	21
		1	wh2_main_skill_lzd_skink_priest_beasts_terradon		x	13
		1	wh2_main_skill_lzd_skink_priest_heavens_stegadon		x	21
		1	wh2_main_skill_lzd_skink_priest_heavens_terradon		x	13
		1	wh2_main_skill_lzd_telekinesis		x	7
		1	wh2_main_skill_node_def_black_ark_unique_1		x	3
		1	wh2_main_skill_node_def_black_ark_unique_2		x	6
		1	wh2_main_skill_node_def_black_ark_unique_3		x	9
		1	wh2_main_skill_skv_assassin_poison		x	6
		1	wh2_main_skill_skv_assassin_smoke_bomb		x	8
		1	wh2_main_skill_skv_aura_of_pestilence		x	12
		1	wh2_main_skill_skv_combat_warpstone_weapon		x	12
		1	wh2_main_skill_skv_generic_magic_ward		x	7
		1	wh2_main_skill_skv_generic_missile_ward		x	7
		1	wh2_main_skill_skv_generic_verminous_valour		x	3
		1	wh2_main_skill_skv_grey_seer_plague_mount_screaming_bell		x	15
		1	wh2_main_skill_skv_grey_seer_ruin_mount_screaming_bell		x	15
		1	wh2_main_skill_skv_plague_priest_mount_plague_furnace		x	15
		1	wh2_main_skill_skv_queek_unique_melee_1		x	5
		1	wh2_main_skill_skv_skrolk_unique_campaign_3		x	5
		1	wh2_main_skill_skv_skrolk_unique_loathsome		x	5
		1	wh2_main_skill_skv_skrolk_unique_plague_lord		x	5
		1	wh2_main_skill_skv_unique_deviousness		x	12
		1	wh2_main_skill_skv_unique_envoy_of_the_council		x	12
		1	wh2_main_skill_skv_unique_expansion		x	12
		1	wh2_main_skill_skv_unique_life_is_cheap		x	12
		1	wh2_main_skill_skv_unique_voice_of_the_horned_rat		x	12
		1	wh2_main_skill_skv_unique_warptokens		x	3
		1	wh2_main_skill_skv_warlord_mount_bonebreaker		x	11
		1	wh2_pro07_skill_emp_wizard_unique_amethyst_wizard_barded_warhorse		x	6
		1	wh2_pro07_skill_emp_wizard_unique_amethyst_wizard_imperial_pegasus		x	15
		1	wh2_pro07_skill_emp_wizard_unique_amethyst_wizard_warhorse		x	6
		1	wh2_pro09_skill_grn_black_orc_big_boss_mount_boar		x	3
		1	wh2_twa01_skill_grn_lord_unique_goblin_great_shaman_spider_shrine		x	15
		1	wh2_twa02_skill_wef_glade_captain_army_1		x	13
		1	wh2_twa02_skill_wef_glade_captain_army_2		x	13
		1	wh2_twa02_skill_wef_glade_captain_army_3		x	13
		1	wh2_twa02_skill_wef_glade_captain_army_4		x	13
		1	wh2_twa02_skill_wef_glade_captain_mount_elven_steed		x	3
		1	wh2_twa02_skill_wef_glade_captain_mount_great_eagle		x	11
		1	wh2_twa02_skill_wef_glade_captain_mount_great_stag		x	9
		1	wh2_twa02_skill_wef_glade_captain_unique_1		x	7
		1	wh2_twa02_skill_wef_glade_captain_unique_2		x	7
		1	wh2_twa03_skill_def_rakarth_carrion_crows		x	11
		1	wh2_twa03_skill_def_rakarth_mount_bracchus		x	15
		1	wh2_twa03_skill_def_rakarth_mount_manticore		x	8
		1	wh2_twa03_skill_def_rakarth_mount_scourgerunner_chariot		x	5
		1	wh2_twa03_skill_def_rakarth_pack_hunters		x	0
		1	wh2_twa03_skill_supreme_sorceress_unique_1		x	9
		1	wh3_dlc20_skill_chs_azazel_unique_unmatched_beauty		x	11
		1	wh3_dlc20_skill_chs_festus_unique_sample_collection		x	11
		1	wh3_dlc20_skill_chs_khorne_lord_marked_1		x	15
		1	wh3_dlc20_skill_chs_lord_generic_1		x	9
		1	wh3_dlc20_skill_chs_nurgle_lord_marked_1		x	15
		1	wh3_dlc20_skill_chs_slaanesh_lord_marked_1		x	15
		1	wh3_dlc20_skill_chs_sorcerer_lord_generic_1		x	9
		1	wh3_dlc20_skill_chs_tzeentch_lord_marked_1		x	15
		1	wh3_dlc20_skill_chs_undivided_unique_1		x	15
		1	wh3_dlc20_skill_chs_valkia_unique_bringer_of_glory		x	11
		1	wh3_dlc20_skill_chs_vilitch_unique_sword_and_sorcery		x	11
		1	wh3_dlc20_skill_daemon_prince_khorne_special_1		x	17
		1	wh3_dlc20_skill_daemon_prince_nurgle_special_1		x	17
		1	wh3_dlc20_skill_daemon_prince_slaanesh_special_1		x	17
		1	wh3_dlc20_skill_daemon_prince_tzeentch_special_1		x	17
		1	wh3_dlc20_skill_daemon_prince_undivided_special_1		x	17
		1	wh3_dlc20_skill_mount_chs_cha_chaos_lord_chaos_chariot		x	9
		1	wh3_dlc20_skill_mount_chs_cha_chaos_lord_mkho_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_lord_mkho_gorebeast_chariot		x	11
		1	wh3_dlc20_skill_mount_chs_cha_chaos_lord_mkho_juggernaut		x	15
		1	wh3_dlc20_skill_mount_chs_cha_chaos_lord_msla_chaos_chariot		x	9
		1	wh3_dlc20_skill_mount_chs_cha_chaos_lord_msla_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_death_mtze_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_death_mtze_disc		x	9
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_death_mtze_warshrine		x	13
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_death_warshrine		x	13
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_fire_mtze_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_fire_mtze_disc		x	9
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_fire_mtze_warshrine		x	13
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_fire_warshrine		x	13
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine		x	13
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_death_mtze_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_death_mtze_disc		x	9
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_fire_mtze_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_fire_mtze_disc		x	9
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_fire_warshrine		x	13
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_disc		x	9
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_metal_warshrine		x	13
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine		x	13
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_shadows_mtze_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_shadows_mtze_disc		x	9
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_shadows_warshrine		x	13
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed		x	3
		1	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc		x	9
