key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect	show_in_3d_space	owner_only
wh2_dlc17_threat_map_consequence_invasion_power	When the Chaos Invasion appears, it will be with stronger hordes.	Chaos Empowered	faction	1	corruption_chaos.png	false	false	true
wh2_dlc17_threat_map_consequence_invasion_time	The Forces of Chaos are alerted to your activity and quicken their approach.	Chaos Hastened	faction	1	corruption_chaos.png	false	false	true
wh2_dlc17_threat_map_consequence_kill_army_1	Leaving this army unchecked has resulted in them growing in strength to become a greater threat.	Enemies Empowered	faction	1	army.png	false	false	true
wh2_dlc17_threat_map_consequence_kill_army_2	Leaving this army unchecked has resulted in them growing in strength to become a greater threat.	Enemies Empowered	faction	1	army.png	false	false	true
wh2_dlc17_threat_map_consequence_kill_army_3	Leaving this army unchecked has resulted in them growing in strength to become a greater threat.	Enemies Empowered	faction	1	army.png	false	false	true
wh2_dlc17_threat_map_consequence_kill_army_4	Leaving this army unchecked has resulted in them growing in strength to become a greater threat.	Enemies Empowered	faction	1	army.png	false	false	true
wh2_dlc17_threat_map_consequence_kill_army_5	Leaving this army unchecked has resulted in them growing in strength to become a greater threat.	Enemies Empowered	faction	1	army.png	false	false	true
wh2_dlc17_threat_map_consequence_kill_army_6	Leaving this army unchecked has resulted in them growing in strength to become a greater threat.	Enemies Empowered	faction	1	army.png	false	false	true
wh2_dlc17_threat_map_consequence_kill_army_7	Leaving this army unchecked has resulted in them growing in strength to become a greater threat.	Enemies Empowered	faction	1	army.png	false	false	true
wh2_dlc17_threat_map_consequence_norsca_region_1	Leaving the Norscans unchecked resulted in them performing fell rituals, causing their foul taint to spread into your lands.	Chaos Rituals!	faction	1	corruption_chaos.png	true	false	true
wh2_dlc17_threat_map_consequence_norsca_region_2	Leaving the Norscans unchecked resulted in them performing fell rituals, causing their foul taint to spread into your lands.	Chaos Rituals!	faction	1	growth.png	true	false	true
wh2_dlc17_threat_map_consequence_norsca_region_3	Leaving the Norscans unchecked resulted in them performing fell rituals, causing their foul taint to spread into your lands.	Chaos Rituals!	faction	1	public_order.png	true	false	true
wh2_dlc17_threat_map_consequence_norsca_region_4	Leaving the Norscans unchecked resulted in them performing fell rituals, causing their foul taint to spread into your lands.	Chaos Rituals!	faction	1	siege_defence.png	true	false	true
wh2_dlc17_threat_map_consequence_region_razed	You didn't defend this region in time, resulting in your buildings being decimated.	Desolation!	faction	1	public_order.png	true	false	true
wh2_dlc17_threat_map_consequence_sanctum_defence	You didn't defend this Sanctum in time, resulting in its chambers being decimated.	Sanctum Breached!	faction	1	construction.png	false	false	true
wh2_dlc17_threat_map_missions_starting	You shall receive new Visions of the Old Ones!	Trance of Visions	faction	1	character.png	false	false	true
wh2_dlc17_threat_map_reward_army_marker_easy	Inspired by your selflessness in the face of Chaos, new troops eagerly offer their service.	Inspired Cohorts	faction	1	military_spending.png	true	false	true
wh2_dlc17_threat_map_reward_army_marker_hard	Inspired by your selflessness in the face of Chaos, new troops eagerly offer their service.	Inspired Cohorts	faction	1	military_spending.png	true	false	true
wh2_dlc17_threat_map_reward_army_marker_medium	Inspired by your selflessness in the face of Chaos, new troops eagerly offer their service.	Inspired Cohorts	faction	1	military_spending.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_1_easy	Your recent exploits have helped harden your forces for the fight against Chaos.	Valuable Lessons	faction	1	experience.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_1_hard	Your recent exploits have helped harden your forces for the fight against Chaos.	Valuable Lessons	faction	1	experience.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_1_medium	Your recent exploits have helped harden your forces for the fight against Chaos.	Valuable Lessons	faction	1	experience.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_2_easy	Due to your recent exploits, more experienced Skinks flock to your cause.	Skilled Hunters	faction	1	experience.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_2_hard	Due to your recent exploits, more experienced Skinks flock to your cause.	Skilled Hunters	faction	1	experience.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_2_medium	Due to your recent exploits, more experienced Skinks flock to your cause.	Skilled Hunters	faction	1	experience.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_3_easy	Your fellow braves approve of your recent actions!	Sense of Duty	faction	1	treasury.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_3_hard	Your fellow braves approve of your recent actions!	Sense of Duty	faction	1	treasury.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_3_medium	Your fellow braves approve of your recent actions!	Sense of Duty	faction	1	treasury.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_4_easy	Due to your recent exploits, more experienced Skinks flock to your cause.	Skilled Hunters	faction	1	treasury.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_4_hard	Due to your recent exploits, more experienced Skinks flock to your cause.	Skilled Hunters	faction	1	treasury.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_4_medium	Due to your recent exploits, more experienced Skinks flock to your cause.	Skilled Hunters	faction	1	treasury.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_5_easy	Your troops are dedicating time to sharpening their darts in preparation for future forays.	Sharpened Darts	faction	1	ranged_damage.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_5_hard	Your troops are dedicating time to sharpening their darts in preparation for future forays.	Sharpened Darts	faction	1	ranged_damage.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_5_medium	Your troops are dedicating time to sharpening their darts in preparation for future forays.	Sharpened Darts	faction	1	ranged_damage.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_6_easy	The rage of your warriors heightens in the face of Chaos, strengthening their blows.	Vengeful Strikes	faction	1	melee.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_6_hard	The rage of your warriors heightens in the face of Chaos, strengthening their blows.	Vengeful Strikes	faction	1	melee.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_6_medium	The rage of your warriors heightens in the face of Chaos, strengthening their blows.	Vengeful Strikes	faction	1	melee.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_7_easy	Tepok favours your efforts against the Forces of Chaos and bolsters your armies with protection.	Blessings of Tepok	faction	1	resistance_ward_save.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_7_hard	Tepok favours your efforts against the Forces of Chaos and bolsters your armies with protection.	Blessings of Tepok	faction	1	resistance_ward_save.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_7_medium	Tepok favours your efforts against the Forces of Chaos and bolsters your armies with protection.	Blessings of Tepok	faction	1	resistance_ward_save.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_8_easy	Your recent efforts have been cause for celebration – your denizens gladly offer their services.	Blessed Rituals	faction	1	effect_rite.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_8_hard	Your recent efforts have been cause for celebration – your denizens gladly offer their services.	Blessed Rituals	faction	1	effect_rite.png	true	false	true
wh2_dlc17_threat_map_reward_kill_army_8_medium	Your recent efforts have been cause for celebration – your denizens gladly offer their services.	Blessed Rituals	faction	1	effect_rite.png	true	false	true
wh2_dlc17_threat_map_reward_norsca_region_easy	Now that the Norscan tribes have been removed from this area, there are new lands to expand into.	Untainted Expansion	faction	1	growth.png	true	false	true
wh2_dlc17_threat_map_reward_norsca_region_hard	Now that the Norscan tribes have been removed from this area, there are new lands to expand into.	Untainted Expansion	faction	1	growth.png	true	false	true
wh2_dlc17_threat_map_reward_norsca_region_medium	Now that the Norscan tribes have been removed from this area, there are new lands to expand into.	Untainted Expansion	faction	1	growth.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_1_easy	Your populace rejoices after you thwarted the Forces of Chaos before they were able to reap destruction upon your lands.	Elated Populace 	faction	1	construction.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_1_hard	Your populace rejoices after you thwarted the Forces of Chaos before they were able to reap destruction upon your lands.	Elated Populace 	faction	1	construction.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_1_medium	Your populace rejoices after you thwarted the Forces of Chaos before they were able to reap destruction upon your lands.	Elated Populace 	faction	1	construction.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_2_easy	Your populace rejoices after you thwarted the Forces of Chaos before they were able to reap destruction upon your lands.	Elated Populace 	faction	1	construction.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_2_hard	Your populace rejoices after you thwarted the Forces of Chaos before they were able to reap destruction upon your lands.	Elated Populace 	faction	1	construction.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_2_medium	Your populace rejoices after you thwarted the Forces of Chaos before they were able to reap destruction upon your lands.	Elated Populace 	faction	1	construction.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_3_easy	Your recent exploits have encouraged your populace to work with utmost diligence.	Hard Workers	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_3_hard	Your recent exploits have encouraged your populace to work with utmost diligence.	Hard Workers	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_3_medium	Your recent exploits have encouraged your populace to work with utmost diligence.	Hard Workers	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_4_easy	Your people rejoice as the Forces of Chaos are thwarted again.	Overjoyed Populace	faction	1	public_order.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_4_hard	Your people rejoice as the Forces of Chaos are thwarted again.	Overjoyed Populace	faction	1	public_order.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_4_medium	Your people rejoice as the Forces of Chaos are thwarted again.	Overjoyed Populace	faction	1	public_order.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_5_easy	With Chaos weakened, there is now time to grow.	Untainted Growth	faction	1	growth.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_5_hard	With Chaos weakened, there is now time to grow.	Untainted Growth	faction	1	growth.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_5_medium	With Chaos weakened, there is now time to grow.	Untainted Growth	faction	1	growth.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_6_easy	By increasing research efforts, Chaos shall be foiled more effectively.	Improved Technology	faction	1	technology.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_6_hard	By increasing research efforts, Chaos shall be foiled more effectively.	Improved Technology	faction	1	technology.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_6_medium	By increasing research efforts, Chaos shall be foiled more effectively.	Improved Technology	faction	1	technology.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_7_easy	With these new defences, the Forces of Chaos will never breach our walls.	Stronger Defences	faction	1	siege_defence.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_7_hard	With these new defences, the Forces of Chaos will never breach our walls.	Stronger Defences	faction	1	siege_defence.png	true	false	true
wh2_dlc17_threat_map_reward_region_razed_7_medium	With these new defences, the Forces of Chaos will never breach our walls.	Stronger Defences	faction	1	siege_defence.png	true	false	true
wh2_dlc17_threat_map_reward_sanctum_marker_easy	Your attackers had raided lost temples of the Old Ones in the past and had a small stash of Sanctum Gems.	Stash of Gems	faction	1	oxyotl_sanctum_gems.png	false	false	true
wh2_dlc17_threat_map_reward_sanctum_marker_hard	Your attackers had raided lost temples of the Old Ones in the past and had a small stash of Sanctum Gems.	Stash of Gems	faction	1	oxyotl_sanctum_gems.png	false	false	true
wh2_dlc17_threat_map_reward_sanctum_marker_medium	Your attackers had raided lost temples of the Old Ones in the past and had a small stash of Sanctum Gems.	Stash of Gems	faction	1	oxyotl_sanctum_gems.png	false	false	true
wh2_dlc17_threat_map_reward_sanctum_stones_easy	Gain Sanctum Gems used to unlock Silent Sanctums around the world.	Sanctum Gems	faction	1	oxyotl_sanctum_gems.png	false	false	true
wh2_dlc17_threat_map_reward_sanctum_stones_hard	Gain Sanctum Gems used to unlock Silent Sanctums around the world.	Sanctum Gems	faction	1	oxyotl_sanctum_gems.png	false	false	true
wh2_dlc17_threat_map_reward_sanctum_stones_medium	Gain Sanctum Gems used to unlock Silent Sanctums around the world.	Sanctum Gems	faction	1	oxyotl_sanctum_gems.png	false	false	true
wh2_dlc17_threat_map_reward_sanctum_stones_starting	Gain Sanctum Gems used to unlock Silent Sanctums around the world.	Sanctum Gems	faction	1	oxyotl_sanctum_gems.png	false	false	true
wh2_dlc17_threat_map_reward_settlements_1_easy	Due to your recent exploits, corruption within the Geomantic Web has been cleansed.	Geomantic Cleansing	faction	1	geomantic_web.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_1_hard	Due to your recent exploits, corruption within the Geomantic Web has been cleansed.	Geomantic Cleansing	faction	1	geomantic_web.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_1_medium	Due to your recent exploits, corruption within the Geomantic Web has been cleansed.	Geomantic Cleansing	faction	1	geomantic_web.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_2_easy	Your people rejoice as the Forces of Chaos are thwarted again.	Overjoyed Populace	faction	1	public_order.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_2_hard	Your people rejoice as the Forces of Chaos are thwarted again.	Overjoyed Populace	faction	1	public_order.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_2_medium	Your people rejoice as the Forces of Chaos are thwarted again.	Overjoyed Populace	faction	1	public_order.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_3_easy	With Chaos weakened, there is now time to grow.	Fertile Lands	faction	1	growth.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_3_hard	With Chaos weakened, there is now time to grow.	Fertile Lands	faction	1	growth.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_3_medium	With Chaos weakened, there is now time to grow.	Fertile Lands	faction	1	growth.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_4_easy	With Chaos thwarted, the world can finally return to the state it once was.	Chaos Weakened	faction	1	corruption.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_4_hard	With Chaos thwarted, the world can finally return to the state it once was.	Chaos Weakened	faction	1	corruption.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_4_medium	With Chaos thwarted, the world can finally return to the state it once was.	Chaos Weakened	faction	1	corruption.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_5_easy	The Forces of Chaos will never see us coming.	Skirmish Tactics	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_5_hard	The Forces of Chaos will never see us coming.	Skirmish Tactics	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_5_medium	The Forces of Chaos will never see us coming.	Skirmish Tactics	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_6_easy	In the lands of Chaos, no resource can be left unpilfered.	Improved Scavenging	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_6_hard	In the lands of Chaos, no resource can be left unpilfered.	Improved Scavenging	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_6_medium	In the lands of Chaos, no resource can be left unpilfered.	Improved Scavenging	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_7_easy	No remnants of Chaos shall be left behind – none shall be spared!	Burn Them!	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_7_hard	No remnants of Chaos shall be left behind – none shall be spared!	Burn Them!	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_7_medium	No remnants of Chaos shall be left behind – none shall be spared!	Burn Them!	faction	1	income.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_8_easy	The walls that harbour the Forces of Chaos shall be weakened with ease.	Siege Tactics	faction	1	siege_attack.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_8_hard	The walls that harbour the Forces of Chaos shall be weakened with ease.	Siege Tactics	faction	1	siege_attack.png	true	false	true
wh2_dlc17_threat_map_reward_settlements_8_medium	The walls that harbour the Forces of Chaos shall be weakened with ease.	Siege Tactics	faction	1	siege_attack.png	true	false	true
wh2_main_ai_kemmler			faction	0		true	false	true
wh2_main_bundle_agent_action_assist_army_cannot_fail_increase_mobility_target	This army has an embedded [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_increase_mobility}}	force	1	campaign_movement.png	true	false	true
wh2_main_bundle_agent_action_assist_army_cannot_fail_replenish_troops_target	This army has an embedded [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_replenish_troops}}	force	1	replenishment.png	true	false	true
wh2_main_bundle_agent_action_assist_army_cannot_fail_scavenge_target	This army has an embedded [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_scavenge}}	force	1	income.png	true	false	true
wh2_main_bundle_agent_action_assist_army_cannot_fail_scouting_target	This army has an embedded [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_scouting}}	force	1	item_ability.png	true	false	true
wh2_main_bundle_agent_action_assist_army_cannot_fail_training_target	This army has an embedded [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_training}}	force	1	experience.png	true	false	true
wh2_main_bundle_agent_action_hinder_settlement_success_gain_influence_actor	This agent has recently spied on a foreign settlement and is filtering intelligence back to you.		character	1	intrigue.png	true	false	true
wh2_main_bundle_agent_action_hinder_settlement_success_steal_technology_actor	This [[img:icon_hero]][[/img]]Hero has stolen technology from a foreign settlement.	{{tr:agent_action_name_steal_technology}}	character	1	technology.png	true	false	true
wh2_main_bundle_agent_action_hinder_settlement_success_steal_technology_target	This settlement has had technology stolen by a foreign [[img:icon_hero]][[/img]]Hero. Security in this province has temporarily been increased.	{{tr:agent_action_name_steal_technology}}	region	1	technology.png	true	false	true
wh2_main_bundle_agent_action_passive_cannot_fail_boost_income_actor			character	0		true	false	true
wh2_main_bundle_agent_action_passive_cannot_fail_increase_slave_income_actor			character	0		true	false	true
wh2_main_bundle_agent_action_passive_cannot_fail_increase_trade_actor			character	0		true	false	true
wh2_main_bundle_agent_action_passive_cannot_fail_spread_corruption			character	0		true	false	true
wh2_main_bundle_agent_action_passive_cannot_fail_spread_public_order_actor			character	0		true	false	true
wh2_main_bundle_agent_action_passive_cannot_fail_stimulate_growth			character	0		true	false	true
wh2_main_bundle_anc_magic_standard_banner_of_ellyrion		Banner of Ellyrion	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_banner_of_murder		Banner of Murder	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_banner_of_the_under_empire		Banner of the Under-Empire	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_banner_of_the_world_dragon		Banner of the World Dragon	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_banner_of_verminous_scurrying		Banner of Verminous Scurrying	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_battle_banner		Battle Banner	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_dread_banner		Dread Banner	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_dwarf_hide_banner		Dwarf-Hide Banner	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_grand_banner_of_clan_superiority		Grand Banner of Clan Superiority	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_horn_of_isha		Horn of Isha	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_huanchis_blessed_totem		Huanchi's Blessed Totem	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_hydra_banner		Hydra Banner	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_lion_standard		Lion Standard	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_sacred_banner_of_the_horned_rat		Sacred Banner of the Horned Rat	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_sea_serpent_standard		Sea Serpent Standard	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_shroud_of_dripping_death		Shroud of Dripping Death	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_skavenpelt_banner		Skavenpelt Banner	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_standard_of_hag_graef		Standard of Hag Graef	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_storm_banner		Storm Banner	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_sun_standard_of_chotec		Sun Standard of Chotec	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_sunburst_standard_of_hexoatl		Sunburst Standard of Hexoatl	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_the_blood_banner		The Blood Banner	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_the_jaguar_standard		The Jaguar Standard	character	1	public_order.png	true	false	true
wh2_main_bundle_anc_magic_standard_totem_of_prophecy		Totem of Prophecy	character	1	public_order.png	true	false	true
wh2_main_bundle_captives_kill_dark_elves	The recent murder of captives was a pleasing and instructive entertainment for this force.	Murdered Captives	force	1	experience.png	true	false	true
wh2_main_bundle_captives_kill_high_elves	The recent execution of captives has further tempered this force for war.	Executed Captives	force	1	experience.png	true	false	true
wh2_main_bundle_captives_kill_lizardmen	The recent killing of captives has left this force more capable of fulfilling the Old Ones' plan.	Killed Captives	force	1	experience.png	true	false	true
wh2_main_bundle_captives_kill_lizardmen_to_skaven	Sacrificing these vermin has pleased the Serpent God, improving the warriors' fervour for battle.	Sacrifice to Sotek	force	1	experience.png	true	false	true
wh2_main_bundle_captives_kill_rakarth	The recent murder of captives was a pleasing and instructive entertainment for this force.	Murdered Captives	force	1	experience.png	true	false	true
wh2_main_bundle_captives_kill_skaven	Forcing the captives into slavery has improved this army's fervour.	Enslave	force	1	experience.png	true	false	true
wh2_main_bundle_captives_release_dark_elves	Men are reluctant to join the ranks of this army.	Ransomed Captives	force	1	replenishment.png	true	false	true
wh2_main_bundle_captives_release_high_elves	Ransoming captives buys you valuable favours.	Ransomed Captives	force	1	intrigue.png	true	false	true
wh2_main_bundle_captives_release_lizardmen	This army is struggling after giving up a source of fresh flesh.	Released Captives	force	1	replenishment.png	true	false	true
wh2_main_bundle_captives_release_skaven	This army is struggling after giving up a source of fresh flesh.	Ransomed Captives	force	1	replenishment.png	true	false	true
wh2_main_bundle_chaos_invasion	"Know ye now that the time of mortals has come to an end. The hand of Chaos now casts a vast, impenetrable shadow upon the world!"	Chaos Invasion	faction	1	corruption_chaos.png	true	false	true
wh2_main_bundle_chaos_invasion_0_0_0	"Know ye now that the time of mortals has come to an end. The hand of Chaos now casts a vast, impenetrable shadow upon the world!"	Chaos Invasion	faction	1	dlc10_mortal_torment.png	true	false	true
wh2_main_bundle_chaos_invasion_0_0_1	"Know ye now that the time of mortals has come to an end. The hand of Chaos now casts a vast, impenetrable shadow upon the world!"	Chaos Invasion	faction	1	dlc10_mortal_torment.png	true	false	true
wh2_main_bundle_chaos_invasion_0_1_0	"Know ye now that the time of mortals has come to an end. The hand of Chaos now casts a vast, impenetrable shadow upon the world!"	Chaos Invasion	faction	1	dlc10_mortal_torment.png	true	false	true
wh2_main_bundle_chaos_invasion_0_1_1	"Know ye now that the time of mortals has come to an end. The hand of Chaos now casts a vast, impenetrable shadow upon the world!"	Chaos Invasion	faction	1	dlc10_mortal_torment.png	true	false	true
wh2_main_bundle_chaos_invasion_1_0_0	"Know ye now that the time of mortals has come to an end. The hand of Chaos now casts a vast, impenetrable shadow upon the world!"	Chaos Invasion	faction	1	dlc10_mortal_torment.png	true	false	true
wh2_main_bundle_chaos_invasion_1_0_1	"Know ye now that the time of mortals has come to an end. The hand of Chaos now casts a vast, impenetrable shadow upon the world!"	Chaos Invasion	faction	1	dlc10_mortal_torment.png	true	false	true
wh2_main_bundle_chaos_invasion_1_1_0	"Know ye now that the time of mortals has come to an end. The hand of Chaos now casts a vast, impenetrable shadow upon the world!"	Chaos Invasion	faction	1	dlc10_mortal_torment.png	true	false	true
wh2_main_bundle_chaos_invasion_1_1_1	"Know ye now that the time of mortals has come to an end. The hand of Chaos now casts a vast, impenetrable shadow upon the world!"	Chaos Invasion	faction	1	dlc10_mortal_torment.png	true	false	true
wh2_main_bundle_character_weapon_strength_up	Power is power - hunger, on the other hand, is fleeting.	Accept his offer	character	1	weapon_damage.png	true	false	true
wh2_main_bundle_confederation_def	The sudden expansion of territory has caused instability throughout the land.	Confederation	faction	1	confederation.png	true	false	true
wh2_main_bundle_confederation_hef	The sudden expansion of territory has caused instability throughout the land.	Confederation	faction	1	confederation.png	true	false	true
wh2_main_bundle_confederation_lzd	The sudden expansion of territory has caused instability throughout the land.	Confederation	faction	1	confederation.png	true	false	true
wh2_main_bundle_confederation_skv	The sudden expansion of territory has caused instability throughout the land.	Confederation	faction	1	confederation.png	true	false	true
wh2_main_bundle_faction_elven_espionage	Your trade agreements have allowed for spying.	Elven Espionage	faction	1	subterfuge.png	true	false	true
wh2_main_bundle_final_battle_army_abilities			force	0		true	false	true
wh2_main_bundle_force_siege_equipment_def			force	0		true	false	true
wh2_main_bundle_force_siege_equipment_hef			force	0		true	false	true
wh2_main_bundle_force_siege_equipment_lzd			force	0		true	false	true
wh2_main_bundle_force_siege_equipment_skv			force	0		true	false	true
wh2_main_bundle_greenskin_animosity_bonus			faction	0		true	false	true
wh2_main_bundle_laying_siege_menace_below_corruption_bonus_1		The Menace Below	force	1	corruption_skaven.png	true	false	true
wh2_main_bundle_laying_siege_menace_below_corruption_bonus_2		The Menace Below	force	1	corruption_skaven.png	true	false	true
wh2_main_bundle_laying_siege_menace_below_corruption_bonus_3		The Menace Below	force	1	corruption_skaven.png	true	false	true
wh2_main_bundle_military_movement_range_positive			force	1	campaign_movement_positive.png	true	false	true
wh2_main_bundle_military_upkeep_free_force_chaos_corruption			force	0		true	false	true
wh2_main_bundle_plague_norsca_all_force	This force has been infected with a [[img:icon_plague]][[/img]]plague. It may spread to nearby settlements or armies.	The Plague of the Crow	force	1	plague.png	true	false	true
wh2_main_bundle_plague_norsca_all_region	This settlement has been infected with a [[img:icon_plague]][[/img]]plague. It may spread to neighbouring settlements or local armies.	The Plague of the Crow	region	1	plague.png	true	false	true
wh2_main_bundle_plague_norsca_chs_force	This force has been infected with a [[img:icon_plague]][[/img]]plague. It may spread to nearby settlements or armies.	The Plague of the Crow	force	1	plague.png	true	false	true
wh2_main_bundle_plague_norsca_chs_region	This settlement has been infected with a [[img:icon_plague]][[/img]]plague. It may spread to neighbouring settlements or local armies.	The Plague of the Crow	region	1	plague.png	true	false	true
wh2_main_bundle_plague_skaven_all	This settlement has been infected with a [[img:icon_plague]][[/img]]plague. It may spread to neighbouring settlements or local armies.	Skaven Plague	region	1	plague.png	true	false	true
wh2_main_bundle_plague_skaven_all_force	This force has been infected with a [[img:icon_plague]][[/img]]plague. It may spread to nearby settlements or armies.	Skaven Plague	force	1	plague.png	true	false	true
wh2_main_bundle_plague_skaven_skv	This settlement has been infected with a [[img:icon_plague]][[/img]]plague. It may spread to neighbouring settlements or local armies.	Skaven Plague	region	1	plague.png	true	false	true
wh2_main_bundle_plague_skaven_skv_force	This force has been infected with a [[img:icon_plague]][[/img]]plague. It may spread to nearby settlements or armies.	Skaven Plague	force	1	plague.png	true	false	true
wh2_main_bundle_plague_skaven_skv_force_pestilens	This force has been infected with a [[img:icon_plague]][[/img]]plague. It may spread to nearby settlements or armies.	Skaven Plague	force	1	plague.png	true	false	true
wh2_main_bundle_plague_skaven_skv_pestilens	This settlement has been infected with a [[img:icon_plague]][[/img]]plague. It may spread to neighbouring settlements or local armies.	Skaven Plague	region	1	plague.png	true	false	true
wh2_main_bundle_pre_battle_purchase_menace_below_0		The Menace Below	force	1		true	false	true
wh2_main_bundle_pre_battle_purchase_menace_below_1		The Menace Below	force	1		true	false	true
wh2_main_bundle_pre_battle_purchase_menace_below_2		The Menace Below	force	1		true	false	true
wh2_main_bundle_pre_battle_purchase_menace_below_3		The Menace Below	force	1		true	false	true
wh2_main_bundle_pre_battle_purchase_menace_below_4		The Menace Below	force	1		true	false	true
