armory_item	effect	effect_scope	value
wh3_main_dae_cha_daemon_prince_head_base_11	wh_main_effect_character_stat_unit_health	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_1	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_1	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_1	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_1	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_1	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_1	wh_main_effect_character_stat_leadership	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_base_2	wh3_main_effect_ability_enable_call_for_power	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_2	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_2	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_2	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_2	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_2	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_2	wh_main_effect_character_stat_leadership	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_base_2	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_2	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_head_base_3	wh3_main_effect_ability_enable_call_for_power	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_3	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_3	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_3	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_3	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_3	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_3	wh_main_effect_character_stat_charge_bonus_pct	character_to_character_own	40.0000
wh3_main_dae_cha_daemon_prince_head_base_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_head_base_3	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_4	wh3_main_effect_ability_enable_call_for_power	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_4	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_4	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_4	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_4	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_4	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_4	wh_main_effect_character_stat_leadership	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_base_4	wh_main_effect_character_stat_physical_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_4	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_head_base_5	wh3_main_effect_ability_enable_call_for_power	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_5	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_5	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_5	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_5	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_5	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_5	wh_main_effect_character_stat_charge_bonus_pct	character_to_character_own	40.0000
wh3_main_dae_cha_daemon_prince_head_base_5	wh_main_effect_character_stat_melee_attack	character_to_character_own	8.0000
wh3_main_dae_cha_daemon_prince_head_base_5	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_6	wh3_main_effect_ability_enable_call_for_power	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_6	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_6	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_6	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_6	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_6	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_6	wh_main_effect_character_stat_fire_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_6	wh_main_effect_character_stat_leadership	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_base_6	wh_main_effect_character_stat_melee_attack	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh3_main_effect_ability_enable_blight_boil	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh3_main_effect_ability_enable_call_for_power	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh3_main_effect_ability_enable_children_of_nurgle	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh3_main_effect_ability_overcast_blight_boil	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh_main_effect_character_stat_leadership	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_7	wh_main_effect_character_stat_unit_health	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh2_main_effect_ability_overcast_the_purple_sun_of_xereus	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh3_main_effect_ability_enable_call_for_power	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh_main_effect_ability_enable_life-leeching	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh_main_effect_ability_enable_the_purple_sun_of_xereus	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh_main_effect_character_stat_unit_health	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_8	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh2_main_effect_ability_overcast_the_purple_sun_of_xereus	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh3_main_effect_ability_enable_call_for_power	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh_main_effect_ability_enable_life-leeching	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh_main_effect_ability_enable_the_purple_sun_of_xereus	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh_main_effect_character_stat_missile_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_base_9	wh_main_effect_character_stat_unit_health	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_beast_1	wh3_main_effect_ability_enable_fuelled_by_rage	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_1	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_1	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_1	wh_dlc08_effect_ability_enable_frenzy	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_1	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_1	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_1	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_1	wh_main_effect_character_stat_melee_attack	character_to_character_own	12.0000
wh3_main_dae_cha_daemon_prince_head_beast_1	wh_main_effect_character_stat_ward_save	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_beast_2	wh3_main_effect_ability_enable_fuelled_by_rage	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_2	wh3_main_effect_ability_enable_gorefeast	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_2	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_2	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_2	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_2	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_2	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_2	wh_main_effect_character_stat_melee_attack	character_to_character_own	12.0000
wh3_main_dae_cha_daemon_prince_head_beast_2	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_beast_3	wh3_main_effect_ability_enable_fuelled_by_rage	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_3	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_3	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_3	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_3	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_3	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_3	wh_main_effect_character_stat_charge_bonus_pct	character_to_character_own	30.0000
wh3_main_dae_cha_daemon_prince_head_beast_3	wh_main_effect_character_stat_melee_attack	character_to_character_own	12.0000
wh3_main_dae_cha_daemon_prince_head_beast_3	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_beast_4	wh3_main_effect_ability_enable_fuelled_by_rage	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_4	wh3_main_effect_ability_enable_gorefeast	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_4	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_4	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_4	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_4	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_4	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_4	wh_main_effect_character_stat_leadership	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_beast_4	wh_main_effect_character_stat_melee_attack	character_to_character_own	20.0000
wh3_main_dae_cha_daemon_prince_head_beast_5	wh3_main_effect_ability_enable_fuelled_by_rage	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_5	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_5	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_5	wh_dlc08_effect_ability_enable_frenzy	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_5	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_5	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_5	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_5	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_beast_5	wh_main_effect_character_stat_melee_attack	character_to_character_own	12.0000
wh3_main_dae_cha_daemon_prince_head_beast_6	wh3_main_effect_ability_enable_fuelled_by_rage	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_6	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_6	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_6	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_6	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_6	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_beast_6	wh_main_effect_character_stat_charge_bonus_pct	character_to_character_own	30.0000
wh3_main_dae_cha_daemon_prince_head_beast_6	wh_main_effect_character_stat_fire_resistance	character_to_character_own	15.0000
wh3_main_dae_cha_daemon_prince_head_beast_6	wh_main_effect_character_stat_melee_attack	character_to_character_own	15.0000
wh3_main_dae_cha_daemon_prince_head_bird_1	wh3_main_effect_ability_enable_fires_of_change	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_1	wh3_main_effect_ability_enable_tzeentch_tzeentchs_firestorm	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_1	wh3_main_effect_ability_enable_word_of_change	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_1	wh3_main_effect_battle_barrier_health_add	character_to_character_own	100.0000
wh3_main_dae_cha_daemon_prince_head_bird_1	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_1	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_1	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_alt_text	15.0000
wh3_main_dae_cha_daemon_prince_head_bird_1	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_1	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_1	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_2	wh3_main_effect_ability_enable_fires_of_change	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_2	wh3_main_effect_ability_enable_tzeentch_tzeentchs_firestorm	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_2	wh3_main_effect_ability_enable_word_of_change	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_2	wh3_main_effect_battle_barrier_health_add	character_to_character_own	200.0000
wh3_main_dae_cha_daemon_prince_head_bird_2	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_2	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_2	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_2	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_2	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_2	wh_main_effect_character_stat_miscast	character_to_character_own	-10.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh2_main_effect_ability_overcast_final_transmutation	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh3_main_effect_ability_enable_gaze_of_fate	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh3_main_effect_battle_barrier_health_add	character_to_character_own	100.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh_main_effect_ability_enable_final_transmutation	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh_main_effect_ability_enable_metalshifting	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_3	wh_main_effect_character_stat_weapon_strength_ap_damage_mult	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh2_main_effect_ability_overcast_final_transmutation	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh3_main_effect_ability_enable_gaze_of_fate	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh3_main_effect_battle_barrier_health_add	character_to_character_own	100.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh_main_effect_ability_enable_final_transmutation	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh_main_effect_ability_enable_metalshifting	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_4	wh_main_effect_character_stat_weapon_strength_base_mult	character_to_character_own	10.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh2_main_effect_ability_overcast_final_transmutation	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh3_main_effect_ability_enable_gaze_of_fate	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh3_main_effect_battle_barrier_health_add	character_to_character_own	100.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh_main_effect_ability_enable_final_transmutation	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh_main_effect_ability_enable_metalshifting	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_5	wh_main_effect_character_stat_magic_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_bird_6	wh3_main_effect_ability_enable_fires_of_change	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_6	wh3_main_effect_ability_enable_tzeentch_tzeentchs_firestorm	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_6	wh3_main_effect_ability_enable_word_of_change	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_6	wh3_main_effect_battle_barrier_health_add	character_to_character_own	200.0000
wh3_main_dae_cha_daemon_prince_head_bird_6	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_6	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_6	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_6	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_6	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_6	wh_main_effect_character_stat_armour	character_to_character_own	20.0000
wh3_main_dae_cha_daemon_prince_head_bird_7	wh3_main_effect_ability_enable_arcane_mirth	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_7	wh3_main_effect_ability_enable_fires_of_change	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_7	wh3_main_effect_ability_enable_tzeentch_tzeentchs_firestorm	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_7	wh3_main_effect_battle_barrier_health_add	character_to_character_own	50.0000
wh3_main_dae_cha_daemon_prince_head_bird_7	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_7	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_7	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_7	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_7	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_7	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh2_main_effect_ability_overcast_final_transmutation	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh3_main_effect_ability_enable_arcane_mirth	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh3_main_effect_battle_barrier_health_add	character_to_character_own	50.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh3_main_effect_single_entity_wounded_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh_main_effect_ability_enable_final_transmutation	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh_main_effect_ability_enable_metalshifting	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh_main_effect_attribute_enable_causes_fear_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh_main_effect_attribute_enable_causes_terror_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh_main_effect_attribute_enable_encourage_hidden	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_bird_8	wh_main_effect_character_stat_physical_resistance	character_to_character_own	5.0000
wh3_main_dae_cha_daemon_prince_head_corpulent_1	wh3_main_effect_ability_enable_blight_boil	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_corpulent_1	wh3_main_effect_ability_enable_children_of_nurgle	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_corpulent_1	wh3_main_effect_ability_enable_pestilent_regeneration	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_corpulent_1	wh3_main_effect_ability_overcast_blight_boil	character_to_character_own	1.0000
wh3_main_dae_cha_daemon_prince_head_corpulent_1	wh3_main_effect_daemonic_instability_hidden	character_to_character_own	1.0000
