key	description_text	faction	header_text	image_path	priority_index
wh3_dlc20_chs_sigvald_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_sigvald	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc20_chs_valkia_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_valkia	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_valkia_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_valkia	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_valkia_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_valkia	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_valkia_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_valkia	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc20_chs_vilitch_1	war.camp.hp.chaos_warbands_text	wh3_dlc20_chs_vilitch	war.camp.hp.chaos_warbands_header		1
wh3_dlc20_chs_vilitch_2	war.camp.hp.chaos_souls_text	wh3_dlc20_chs_vilitch	war.camp.hp.chaos_souls_header		2
wh3_dlc20_chs_vilitch_3	war.camp.hp.chaos_dark_fortresses_text	wh3_dlc20_chs_vilitch	war.camp.hp.chaos_dark_fortresses_header		3
wh3_dlc20_chs_vilitch_4	war.camp.hp.chaos_path_to_glory_text	wh3_dlc20_chs_vilitch	war.camp.hp.chaos_path_to_glory_header		4
wh3_dlc23_chd_astragoth_1	cheatsheet_chd_economy_text	wh3_dlc23_chd_astragoth	war.camp.hp.chd_economy.001		1
wh3_dlc23_chd_astragoth_2	cheatsheet_chd_labour_text	wh3_dlc23_chd_astragoth	war.camp.hp.labour.001		2
wh3_dlc23_chd_astragoth_3	cheatsheet_chd_hellforge_text	wh3_dlc23_chd_astragoth	war.camp.hp.hellforge.001		3
wh3_dlc23_chd_astragoth_4	cheatsheet_chd_tower_of_zharr_text	wh3_dlc23_chd_astragoth	war.camp.hp.tower_of_zharr.001		4
wh3_dlc23_chd_legion_of_azgorh_1	cheatsheet_chd_economy_text	wh3_dlc23_chd_legion_of_azgorh	war.camp.hp.chd_economy.001		1
wh3_dlc23_chd_legion_of_azgorh_2	cheatsheet_chd_labour_text	wh3_dlc23_chd_legion_of_azgorh	war.camp.hp.labour.001		2
wh3_dlc23_chd_legion_of_azgorh_3	cheatsheet_chd_hellforge_text	wh3_dlc23_chd_legion_of_azgorh	war.camp.hp.hellforge.001		3
wh3_dlc23_chd_legion_of_azgorh_4	cheatsheet_chd_tower_of_zharr_text	wh3_dlc23_chd_legion_of_azgorh	war.camp.hp.tower_of_zharr.001		4
wh3_dlc23_chd_zhatan_1	cheatsheet_chd_economy_text	wh3_dlc23_chd_zhatan	war.camp.hp.chd_economy.001		1
wh3_dlc23_chd_zhatan_2	cheatsheet_chd_labour_text	wh3_dlc23_chd_zhatan	war.camp.hp.labour.001		2
wh3_dlc23_chd_zhatan_3	cheatsheet_chd_hellforge_text	wh3_dlc23_chd_zhatan	war.camp.hp.hellforge.001		3
wh3_dlc23_chd_zhatan_4	cheatsheet_chd_tower_of_zharr_text	wh3_dlc23_chd_zhatan	war.camp.hp.tower_of_zharr.001		4
wh3_dlc24_cth_the_celestial_court_1	cheatsheet_cth_empowering_the_compass_text	wh3_dlc24_cth_the_celestial_court	war.camp.hp.empowering_the_compass.001	UI/help_images/cathay.png	1
wh3_dlc24_cth_the_celestial_court_2	cheatsheet_cth_matters_of_state_text	wh3_dlc24_cth_the_celestial_court	war.camp.hp.matters_of_state.001		2
wh3_dlc24_cth_the_celestial_court_3	cheatsheet_cth_harmony_text	wh3_dlc24_cth_the_celestial_court	war.camp.hp.harmony.001		3
wh3_dlc24_cth_the_celestial_court_4	cheatsheet_cth_compass_text	wh3_dlc24_cth_the_celestial_court	war.camp.hp.compass.001		4
wh3_dlc24_ksl_daughters_of_the_forest_1	cheatsheet_ksl_hexes_text	wh3_dlc24_ksl_daughters_of_the_forest	war.camp.hp.hexes.001	UI/help_images/kislev.png	1
wh3_dlc24_ksl_daughters_of_the_forest_2	cheatsheet_ksl_witchs_hut_text	wh3_dlc24_ksl_daughters_of_the_forest	war.camp.hp.witchs_hut.001		2
wh3_dlc24_ksl_daughters_of_the_forest_3	cheatsheet_ksl_devotion_text	wh3_dlc24_ksl_daughters_of_the_forest	war.camp.hp.devotion.001	UI/help_images/kislev.png	3
wh3_dlc24_ksl_daughters_of_the_forest_4	cheatsheet_ksl_motherland_text	wh3_dlc24_ksl_daughters_of_the_forest	war.camp.hp.motherland.001	UI/help_images/motherland.png	4
wh3_dlc24_tze_the_deceivers_1	cheatsheet_tze_schemes_text	wh3_dlc24_tze_the_deceivers	war.camp.hp.schemes.001	UI/help_images/tzeentch.png	1
wh3_dlc24_tze_the_deceivers_2	cheatsheet_tze_trickster_cults_text	wh3_dlc24_tze_the_deceivers	war.camp.hp.trickster_cults.001		2
wh3_dlc24_tze_the_deceivers_3	cheatsheet_tze_grimoires_text	wh3_dlc24_tze_the_deceivers	war.camp.hp.grimoires.001		3
wh3_dlc24_tze_the_deceivers_4	cheatsheet_tze_changing_of_the_ways_text	wh3_dlc24_tze_the_deceivers	war.camp.hp.changing_of_the_ways.001		4
wh3_dlc25_dwf_malakai_1	cheatsheet_dwf_malakais_adventures_text	wh3_dlc25_dwf_malakai	war.camp.hp.malakais_adventures.001	UI/help_images/dwarfs.png	1
wh3_dlc25_dwf_malakai_2	cheatsheet_dwf_spirit_of_grungni_text	wh3_dlc25_dwf_malakai	war.camp.hp.spirit_of_grungni.001		2
wh3_dlc25_dwf_malakai_3	cheatsheet_dwf_age_of_reckoning	wh3_dlc25_dwf_malakai	war.camp.hp.age_of_reckoning.001		3
wh3_dlc25_dwf_malakai_4	cheatsheet_dwf_grudges_text	wh3_dlc25_dwf_malakai	war.camp.hp.grudges.001		4
wh3_dlc25_nur_epidemius_1	cheatsheet_nur_tally_text	wh3_dlc25_nur_epidemius	war.camp.hp.tally.001	UI/help_images/nurgle.png	1
wh3_dlc25_nur_epidemius_2	cheatsheet_nur_plagues_text	wh3_dlc25_nur_epidemius	war.camp.hp.plagues_of_nurgle.001		2
wh3_dlc25_nur_epidemius_3	cheatsheet_nur_cyclical_buildings_text	wh3_dlc25_nur_epidemius	war.camp.hp.cyclical_buildings.001		3
wh3_dlc25_nur_epidemius_4	cheatsheet_great_game_text	wh3_dlc25_nur_epidemius	war.camp.hp.the_great_game.001		4
wh3_dlc25_nur_tamurkhan_1	cheatsheet_nur_plagues_text	wh3_dlc25_nur_tamurkhan	war.camp.hp.plagues_of_nurgle.001	UI/help_images/nurgle.png	1
wh3_dlc25_nur_tamurkhan_2	cheatsheet_nur_cyclical_buildings_text	wh3_dlc25_nur_tamurkhan	war.camp.hp.cyclical_buildings.001		2
wh3_dlc25_nur_tamurkhan_3	cheatsheet_nur_chieftains_text	wh3_dlc25_nur_tamurkhan	war.camp.hp.chieftains.001		3
wh3_dlc26_grn_gorbad_ironclaw_1	cheatsheet_grn_da_plan_text	wh3_dlc26_grn_gorbad_ironclaw	war.camp.hp.da_plan.001		1
wh3_dlc26_grn_gorbad_ironclaw_2	cheatsheet_grn_waaagh_text	wh3_dlc26_grn_gorbad_ironclaw	war.camp.hp.waaagh.001		2
wh3_dlc26_grn_gorbad_ironclaw_3	cheatsheet_grn_scrap_text	wh3_dlc26_grn_gorbad_ironclaw	war.camp.hp.greenskins_salvage.001		3
wh3_dlc26_grn_gorbad_ironclaw_4	cheatsheet_underway_text	wh3_dlc26_grn_gorbad_ironclaw	war.camp.hp.underway.001		4
wh3_dlc26_kho_arbaal_1	cheatsheet_kho_wrath_of_khorne_text	wh3_dlc26_kho_arbaal	war.camp.hp.wrath_of_khorne.001	UI/help_images/khorne.png	1
wh3_dlc26_kho_arbaal_2	cheatsheet_kho_skulls_text	wh3_dlc26_kho_arbaal	war.camp.hp.skulls.001		2
wh3_dlc26_kho_arbaal_3	cheatsheet_kho_bloodletting_text	wh3_dlc26_kho_arbaal	war.camp.hp.bloodletting.001		3
wh3_dlc26_kho_arbaal_4	cheatsheet_kho_destruction_text	wh3_dlc26_kho_arbaal	war.camp.hp.drawn_to_destruction.001		4
wh3_dlc26_kho_skulltaker_1	cheatsheet_kho_cloak_of_skulls_text	wh3_dlc26_kho_skulltaker	war.camp.hp.cloak_of_skulls.001	UI/help_images/khorne.png	1
wh3_dlc26_kho_skulltaker_2	cheatsheet_kho_skulls_text	wh3_dlc26_kho_skulltaker	war.camp.hp.skulls.001		2
wh3_dlc26_kho_skulltaker_3	cheatsheet_kho_bloodletting_text	wh3_dlc26_kho_skulltaker	war.camp.hp.bloodletting.001		3
wh3_dlc26_kho_skulltaker_4	cheatsheet_kho_destruction_text	wh3_dlc26_kho_skulltaker	war.camp.hp.drawn_to_destruction.001		4
wh3_dlc26_ogr_golgfag_1	cheatsheet_ogr_mercenary_contracts_text	wh3_dlc26_ogr_golgfag	war.camp.hp.mercenary_contracts.001	UI/help_images/ogre_kingdoms.png	1
wh3_dlc26_ogr_golgfag_2	cheatsheet_ogr_camps_text	wh3_dlc26_ogr_golgfag	war.camp.hp.ogre_camps.001		2
wh3_dlc26_ogr_golgfag_3	cheatsheet_ogr_meat_text	wh3_dlc26_ogr_golgfag	war.camp.hp.meat.001		3
wh3_dlc26_ogr_golgfag_4	cheatsheet_ogr_big_names_text	wh3_dlc26_ogr_golgfag	war.camp.hp.big_names.001		4
wh3_dlc27_hef_aislinn_1	wh3_dlc27_cheatsheet_description_asur_domination	wh3_dlc27_hef_aislinn	war.camp.hp.asur_domination.001		1
wh3_dlc27_hef_aislinn_2	cheatsheet_hef_patrons_realms_text	wh3_dlc27_hef_aislinn	war.camp.hp.patrons_realms.001		2
wh3_dlc27_hef_aislinn_3	wh3_dlc27_cheatsheet_description_dragonships	wh3_dlc27_hef_aislinn	war.camp.hp.dragonships.001		3
wh3_dlc27_hef_aislinn_4	cheatsheet_hef_mist_landing_text	wh3_dlc27_hef_aislinn	war.camp.hp.mist_landing.001		4
wh3_dlc27_nor_sayl_1	cheatsheet_nor_dark_ritual_text	wh3_dlc27_nor_sayl	war.camp.hp.dark_ritual.001		1
wh3_dlc27_nor_sayl_2	cheetsheet_nor_manipulations_text	wh3_dlc27_nor_sayl	war.camp.hp.manipulations.001		2
wh3_dlc27_nor_sayl_3	cheatsheet_norsca_marauding_text	wh3_dlc27_nor_sayl	war.camp.hp.marauding.001		3
wh3_dlc27_nor_sayl_4	cheatsheet_nor_monstrous_arcanum_text	wh3_dlc27_nor_sayl	war.camp.hp.monsters.001		4
wh3_dlc27_sla_masque_of_slaanesh_1	cheatsheet_sla_eternal_dance_text	wh3_dlc27_sla_masque_of_slaanesh	war.camp.hp.eternal_dance.001		1
wh3_dlc27_sla_masque_of_slaanesh_2	cheatsheet_sla_devotees_text	wh3_dlc27_sla_masque_of_slaanesh	war.camp.hp.devotees.001		2
wh3_dlc27_sla_masque_of_slaanesh_3	cheatsheet_sla_disciple_armies_text	wh3_dlc27_sla_masque_of_slaanesh	war.camp.hp.disciple_armies.001		3
wh3_dlc27_sla_masque_of_slaanesh_4	cheatsheet_sla_seduction_text	wh3_dlc27_sla_masque_of_slaanesh	war.camp.hp.seduction.001		4
wh3_dlc27_sla_the_tormentors_1	war.camp.hp.tormentors_occupation.002	wh3_dlc27_sla_the_tormentors	war.camp.hp.tormentors_occupation.001	UI/help_images/slaanesh.png	1
wh3_dlc27_sla_the_tormentors_2	cheatsheet_sla_thralls_text	wh3_dlc27_sla_the_tormentors	war.camp.hp.thralls.001		2
wh3_dlc27_sla_the_tormentors_3	cheatsheet_sla_tormentors_tributes_text	wh3_dlc27_sla_the_tormentors	war.camp.hp.tormentors_tributes.001		3
wh3_dlc27_sla_the_tormentors_4	cheatsheet_sla_gifts_of_slaanesh_text	wh3_dlc27_sla_the_tormentors	war.camp.hp.gifts_of_slaanesh.001		4
wh3_main_chs_shadow_legion_1	war.camp.hp.chaos_warbands_text	wh3_main_chs_shadow_legion	war.camp.hp.chaos_warbands_header		1
wh3_main_chs_shadow_legion_2	war.camp.hp.chaos_souls_text	wh3_main_chs_shadow_legion	war.camp.hp.chaos_souls_header		2
wh3_main_chs_shadow_legion_3	war.camp.hp.chaos_dark_fortresses_text	wh3_main_chs_shadow_legion	war.camp.hp.chaos_dark_fortresses_header		3
wh3_main_chs_shadow_legion_4	war.camp.hp.chaos_path_to_glory_text	wh3_main_chs_shadow_legion	war.camp.hp.chaos_path_to_glory_header		4
wh3_main_cth_the_northern_provinces_1	cheatsheet_cth_harmony_text	wh3_main_cth_the_northern_provinces	war.camp.hp.harmony.001	UI/help_images/cathay.png	1
wh3_main_cth_the_northern_provinces_2	cheatsheet_cth_compass_text	wh3_main_cth_the_northern_provinces	war.camp.hp.compass.001		2
wh3_main_cth_the_northern_provinces_3	cheatsheet_cth_ivory_road_text	wh3_main_cth_the_northern_provinces	war.camp.hp.ivory_road.001		3
wh3_main_cth_the_northern_provinces_4	cheatsheet_cth_great_bastion_text	wh3_main_cth_the_northern_provinces	war.camp.hp.great_bastion.001		4
wh3_main_cth_the_western_provinces_1	cheatsheet_cth_harmony_text	wh3_main_cth_the_western_provinces	war.camp.hp.harmony.001	UI/help_images/cathay.png	1
wh3_main_cth_the_western_provinces_2	cheatsheet_cth_compass_text	wh3_main_cth_the_western_provinces	war.camp.hp.compass.001		2
wh3_main_cth_the_western_provinces_3	cheatsheet_cth_ivory_road_text	wh3_main_cth_the_western_provinces	war.camp.hp.ivory_road.001		3
wh3_main_cth_the_western_provinces_4	cheatsheet_cth_great_bastion_text	wh3_main_cth_the_western_provinces	war.camp.hp.great_bastion.001		4
wh3_main_dae_daemon_prince_1	cheatsheet_dae_daemonic_glory_text	wh3_main_dae_daemon_prince	war.camp.hp.daemons_of_chaos.004	UI/help_images/daemons_of_chaos.png	1
wh3_main_dae_daemon_prince_2	cheatsheet_dae_dedication_text	wh3_main_dae_daemon_prince	war.camp.hp.daemons_of_chaos.007		2
wh3_main_dwf_the_ancestral_throng_1	cheatsheet_dwf_age_of_reckoning	wh3_main_dwf_the_ancestral_throng	war.camp.hp.age_of_reckoning.001	UI/help_images/dwarfs.png	1
wh3_main_dwf_the_ancestral_throng_2	cheatsheet_dwf_grudges_text	wh3_main_dwf_the_ancestral_throng	war.camp.hp.grudges.001		2
wh3_main_dwf_the_ancestral_throng_3	cheatsheet_dwf_the_forge_text	wh3_main_dwf_the_ancestral_throng	war.camp.hp.forging_magic_items.001		3
wh3_main_dwf_the_ancestral_throng_4	cheatsheet_dwf_oathgold_text	wh3_main_dwf_the_ancestral_throng	war.camp.hp.oathgold.001		4
wh3_main_emp_cult_of_sigmar_1	cheatsheet_books_of_nagash_text	wh3_main_emp_cult_of_sigmar	war.camp.hp.books_of_nagash.001	UI/help_images/empire.png	1
wh3_main_emp_cult_of_sigmar_2	cheatsheet_emp_imperial_authority_text	wh3_main_emp_cult_of_sigmar	war.camp.hp.empire_imperial_authority.001		2
wh3_main_kho_exiles_of_khorne_1	cheatsheet_kho_skulls_text	wh3_main_kho_exiles_of_khorne	war.camp.hp.skulls.001	UI/help_images/khorne.png	1
wh3_main_kho_exiles_of_khorne_2	cheatsheet_kho_bloodletting_text	wh3_main_kho_exiles_of_khorne	war.camp.hp.bloodletting.001		2
wh3_main_kho_exiles_of_khorne_3	cheatsheet_kho_destruction_text	wh3_main_kho_exiles_of_khorne	war.camp.hp.drawn_to_destruction.001		3
wh3_main_kho_exiles_of_khorne_4	cheatsheet_great_game_text	wh3_main_kho_exiles_of_khorne	war.camp.hp.the_great_game.001		4
wh3_main_ksl_the_great_orthodoxy_1	cheatsheet_ksl_devotion_text	wh3_main_ksl_the_great_orthodoxy	war.camp.hp.devotion.001	UI/help_images/kislev.png	1
wh3_main_ksl_the_great_orthodoxy_2	cheatsheet_ksl_motherland_text	wh3_main_ksl_the_great_orthodoxy	war.camp.hp.motherland.001	UI/help_images/motherland.png	2
wh3_main_ksl_the_great_orthodoxy_3	cheatsheet_ksl_atamans_text	wh3_main_ksl_the_great_orthodoxy	war.camp.hp.atamans.001		3
wh3_main_ksl_the_great_orthodoxy_4	cheatsheet_ksl_ice_court_text	wh3_main_ksl_the_great_orthodoxy	war.camp.hp.ice_court.001		4
wh3_main_ksl_the_ice_court_1	cheatsheet_ksl_devotion_text	wh3_main_ksl_the_ice_court	war.camp.hp.devotion.001	UI/help_images/kislev.png	1
wh3_main_ksl_the_ice_court_2	cheatsheet_ksl_motherland_text	wh3_main_ksl_the_ice_court	war.camp.hp.motherland.001	UI/help_images/motherland.png	2
wh3_main_ksl_the_ice_court_3	cheatsheet_ksl_atamans_text	wh3_main_ksl_the_ice_court	war.camp.hp.atamans.001		3
wh3_main_ksl_the_ice_court_4	cheatsheet_ksl_ice_court_text	wh3_main_ksl_the_ice_court	war.camp.hp.ice_court.001	UI/help_images/motherland.png	4
wh3_main_ksl_ursun_revivalists_1	cheatsheet_ksl_devotion_text	wh3_main_ksl_ursun_revivalists	war.camp.hp.devotion.001	UI/help_images/kislev.png	1
wh3_main_ksl_ursun_revivalists_2	cheatsheet_ksl_motherland_text	wh3_main_ksl_ursun_revivalists	war.camp.hp.motherland.001	UI/help_images/motherland.png	2
wh3_main_ksl_ursun_revivalists_3	cheatsheet_ksl_atamans_text	wh3_main_ksl_ursun_revivalists	war.camp.hp.atamans.001		3
wh3_main_ksl_ursun_revivalists_4	cheatsheet_ksl_ice_court_text	wh3_main_ksl_ursun_revivalists	war.camp.hp.ice_court.001	UI/help_images/motherland.png	4
wh3_main_nur_poxmakers_of_nurgle_1	cheatsheet_nur_plagues_text	wh3_main_nur_poxmakers_of_nurgle	war.camp.hp.plagues_of_nurgle.001	UI/help_images/nurgle.png	1
wh3_main_nur_poxmakers_of_nurgle_2	cheatsheet_nur_cyclical_buildings_text	wh3_main_nur_poxmakers_of_nurgle	war.camp.hp.cyclical_buildings.001		2
wh3_main_nur_poxmakers_of_nurgle_3	cheatsheet_great_game_text	wh3_main_nur_poxmakers_of_nurgle	war.camp.hp.the_great_game.001		3
wh3_main_nur_poxmakers_of_nurgle_4	cheatsheet_unholy_manifestations_text	wh3_main_nur_poxmakers_of_nurgle	war.camp.hp.unholy_manifestations.001		4
wh3_main_ogr_disciples_of_the_maw_1	cheatsheet_ogr_camps_text	wh3_main_ogr_disciples_of_the_maw	war.camp.hp.ogre_camps.001	UI/help_images/ogre_kingdoms.png	1
wh3_main_ogr_disciples_of_the_maw_2	cheatsheet_ogr_meat_text	wh3_main_ogr_disciples_of_the_maw	war.camp.hp.meat.001		2
wh3_main_ogr_disciples_of_the_maw_3	cheatsheet_ogr_contracts_text	wh3_main_ogr_disciples_of_the_maw	war.camp.hp.contracts.001		3
wh3_main_ogr_disciples_of_the_maw_4	cheatsheet_ogr_big_names_text	wh3_main_ogr_disciples_of_the_maw	war.camp.hp.big_names.001		4
wh3_main_ogr_goldtooth_1	cheatsheet_ogr_camps_text	wh3_main_ogr_goldtooth	war.camp.hp.ogre_camps.001	UI/help_images/ogre_kingdoms.png	1
wh3_main_ogr_goldtooth_2	cheatsheet_ogr_meat_text	wh3_main_ogr_goldtooth	war.camp.hp.meat.001		2
wh3_main_ogr_goldtooth_3	cheatsheet_ogr_contracts_text	wh3_main_ogr_goldtooth	war.camp.hp.contracts.001		3
wh3_main_ogr_goldtooth_4	cheatsheet_ogr_big_names_text	wh3_main_ogr_goldtooth	war.camp.hp.big_names.001		4
wh3_main_sla_seducers_of_slaanesh_1	cheatsheet_sla_seductive_influence	wh3_main_sla_seducers_of_slaanesh	war.camp.hp.seductive_influence.001	UI/help_images/devotees.png	1
wh3_main_sla_seducers_of_slaanesh_2	cheatsheet_sla_devotees_text	wh3_main_sla_seducers_of_slaanesh	war.camp.hp.devotees.001		2
wh3_main_sla_seducers_of_slaanesh_3	cheatsheet_sla_disciple_armies_text	wh3_main_sla_seducers_of_slaanesh	war.camp.hp.disciple_armies.001		3
wh3_main_sla_seducers_of_slaanesh_4	cheatsheet_sla_gifts_of_slaanesh_text	wh3_main_sla_seducers_of_slaanesh	war.camp.hp.gifts_of_slaanesh.001	UI/help_images/seduction.png	4
wh3_main_tze_oracles_of_tzeentch_1	cheatsheet_tze_fragments_of_sorcery_text	wh3_main_tze_oracles_of_tzeentch	war.camp.hp.fragments_of_sorcery.001	UI/help_images/tzeentch.png	1
wh3_main_tze_oracles_of_tzeentch_2	cheatsheet_tze_changing_of_the_ways_text	wh3_main_tze_oracles_of_tzeentch	war.camp.hp.changing_of_the_ways.001		2
wh3_main_tze_oracles_of_tzeentch_3	cheatsheet_tze_teleport_stance_text	wh3_main_tze_oracles_of_tzeentch	war.camp.hp.teleport_stance.001		3
wh3_main_tze_oracles_of_tzeentch_4	cheatsheet_tze_winds_manipulation_text	wh3_main_tze_oracles_of_tzeentch	war.camp.hp.winds_of_magic_manipulation.001		4
wh3_main_vmp_caravan_of_blue_roses_1	cheatsheet_vmp_bloodlines_text	wh3_main_vmp_caravan_of_blue_roses	war.camp.hp.bloodlines.001		1
wh3_main_vmp_caravan_of_blue_roses_2	cheatsheet_vmp_raising_dead_text	wh3_main_vmp_caravan_of_blue_roses	war.camp.hp.raising_dead.001		2
wh3_main_vmp_caravan_of_blue_roses_3	cheatsheet_vmp_vampiric_corruption_text	wh3_main_vmp_caravan_of_blue_roses	war.camp.hp.vampiric_corruption.001		3
wh3_prologue_cheatsheet_item_001	wh3_main_prologue_campaign_item_001	wh3_prologue_kislev_expedition	wh3_main_prologue_campaign_header_start		1
wh3_prologue_cheatsheet_item_002	wh3_main_prologue_campaign_item_002	wh3_prologue_kislev_expedition	wh3_main_prologue_campaign_header_income		2
wh3_prologue_cheatsheet_item_003	wh3_main_prologue_campaign_item_003	wh3_prologue_kislev_expedition	wh3_main_prologue_campaign_header_features		3
wh3_prologue_cheatsheet_item_004	wh3_main_prologue_campaign_item_004	wh3_prologue_kislev_expedition	wh3_main_prologue_campaign_header_prepare_for_battle		4
wh_dlc03_bst_beastmen_1	cheatsheet_bst_bloodgrounds_text	wh_dlc03_bst_beastmen	war.camp.hp.bloodgrounds.001		1
wh_dlc03_bst_beastmen_2	cheatsheet_bst_marks_of_ruination_text	wh_dlc03_bst_beastmen	war.camp.hp.marks_of_ruination.001		2
wh_dlc03_bst_beastmen_3	cheatsheet_bst_dread_panel_text	wh_dlc03_bst_beastmen	war.camp.hp.dread_panel.001		3
wh_dlc03_bst_beastmen_4	cheatsheet_bst_bestial_rage_text	wh_dlc03_bst_beastmen	war.camp.hp.bestial_rage.001		4
wh_dlc05_bst_morghur_herd_1	cheatsheet_bst_bloodgrounds_text	wh_dlc05_bst_morghur_herd	war.camp.hp.bloodgrounds.001		1
wh_dlc05_bst_morghur_herd_2	cheatsheet_bst_marks_of_ruination_text	wh_dlc05_bst_morghur_herd	war.camp.hp.marks_of_ruination.001		2
wh_dlc05_bst_morghur_herd_3	cheatsheet_bst_dread_panel_text	wh_dlc05_bst_morghur_herd	war.camp.hp.dread_panel.001		3
wh_dlc05_bst_morghur_herd_4	cheatsheet_bst_bestial_rage_text	wh_dlc05_bst_morghur_herd	war.camp.hp.bestial_rage.001		4
wh_dlc05_wef_argwylon_1	war.camp.hp.wood_elves_new_worldroots.002	wh_dlc05_wef_argwylon	war.camp.hp.wood_elves_new_worldroots.001		1
wh_dlc05_wef_argwylon_2	war.camp.hp.oak_of_ages.002	wh_dlc05_wef_argwylon	war.camp.hp.oak_of_ages.001		2
wh_dlc05_wef_argwylon_3	war.camp.advice.offices.info_002	wh_dlc05_wef_argwylon	war.camp.advice.offices.info_001		3
wh_dlc05_wef_wood_elves_1	war.camp.hp.wood_elves_new_worldroots.002	wh_dlc05_wef_wood_elves	war.camp.hp.wood_elves_new_worldroots.001		1
wh_dlc05_wef_wood_elves_2	war.camp.hp.oak_of_ages.002	wh_dlc05_wef_wood_elves	war.camp.hp.oak_of_ages.001		2
wh_dlc05_wef_wood_elves_3	war.camp.advice.offices.info_002	wh_dlc05_wef_wood_elves	war.camp.advice.offices.info_001		3
wh_dlc08_nor_norsca_1	cheatsheet_nor_wulfrik_seafang_teleport	wh_dlc08_nor_norsca	war.camp.hp.wulfrik_seafang_teleport.001		1
wh_dlc08_nor_norsca_2	cheatsheet_nor_allegiance_to_the_gods_text	wh_dlc08_nor_norsca	war.camp.hp.gods.001		2
wh_dlc08_nor_norsca_3	cheatsheet_norsca_marauding_text	wh_dlc08_nor_norsca	war.camp.hp.norsca_spoils.001		3
wh_dlc08_nor_norsca_4	cheatsheet_nor_monstrous_arcanum_text	wh_dlc08_nor_norsca	war.camp.hp.monsters.001		4
wh_dlc08_nor_wintertooth_1	cheatsheet_nor_throgg_troll_king_text	wh_dlc08_nor_wintertooth	war.camp.hp.throgg_troll_king.001		1
wh_dlc08_nor_wintertooth_2	cheatsheet_nor_allegiance_to_the_gods_text	wh_dlc08_nor_wintertooth	war.camp.hp.gods.001		2
wh_dlc08_nor_wintertooth_3	cheatsheet_norsca_marauding_text	wh_dlc08_nor_wintertooth	war.camp.hp.norsca_spoils.001		3
wh_dlc08_nor_wintertooth_4	cheatsheet_nor_monstrous_arcanum_text	wh_dlc08_nor_wintertooth	war.camp.hp.monsters.001		4
wh_main_brt_bordeleaux_1	cheatsheet_brt_chivalry_text	wh_main_brt_bordeleaux	war.camp.hp.chivalry.001		1
wh_main_brt_bordeleaux_2	cheatsheet_brt_green_knight_text	wh_main_brt_bordeleaux	war.camp.hp.green_knight.001		2
wh_main_brt_bordeleaux_3	cheatsheet_brt_bretonnian_vows_text	wh_main_brt_bordeleaux	war.camp.hp.bretonnian_vows.001		3
wh_main_brt_bordeleaux_4	cheatsheet_brt_peasants_text	wh_main_brt_bordeleaux	war.camp.hp.peasants.001		4
wh_main_brt_bretonnia_1	cheatsheet_brt_chivalry_text	wh_main_brt_bretonnia	war.camp.hp.chivalry.001		1
wh_main_brt_bretonnia_2	cheatsheet_brt_green_knight_text	wh_main_brt_bretonnia	war.camp.hp.green_knight.001		2
wh_main_brt_bretonnia_3	cheatsheet_brt_bretonnian_vows_text	wh_main_brt_bretonnia	war.camp.hp.bretonnian_vows.001		3
wh_main_brt_bretonnia_4	cheatsheet_brt_peasants_text	wh_main_brt_bretonnia	war.camp.hp.peasants.001		4
wh_main_brt_carcassonne_1	cheatsheet_brt_chivalry_text	wh_main_brt_carcassonne	war.camp.hp.chivalry.001		1
wh_main_brt_carcassonne_2	cheatsheet_brt_green_knight_text	wh_main_brt_carcassonne	war.camp.hp.green_knight.001		2
wh_main_brt_carcassonne_3	cheatsheet_brt_bretonnian_vows_text	wh_main_brt_carcassonne	war.camp.hp.bretonnian_vows.001		3
wh_main_brt_carcassonne_4	cheatsheet_brt_peasants_text	wh_main_brt_carcassonne	war.camp.hp.peasants.001		4
wh_main_chs_chaos_1	war.camp.hp.chaos_warbands_text	wh_main_chs_chaos	war.camp.hp.chaos_warbands_header		1
wh_main_chs_chaos_2	war.camp.hp.chaos_souls_text	wh_main_chs_chaos	war.camp.hp.chaos_souls_header		2
wh_main_chs_chaos_3	war.camp.hp.chaos_dark_fortresses_text	wh_main_chs_chaos	war.camp.hp.chaos_dark_fortresses_header		3
wh_main_chs_chaos_4	war.camp.hp.chaos_path_to_glory_text	wh_main_chs_chaos	war.camp.hp.chaos_path_to_glory_header		4
wh_main_dwf_dwarfs_1	cheatsheet_dwf_age_of_reckoning	wh_main_dwf_dwarfs	war.camp.hp.age_of_reckoning.001	UI/help_images/dwarfs.png	1
wh_main_dwf_dwarfs_2	cheatsheet_dwf_grudges_text	wh_main_dwf_dwarfs	war.camp.hp.grudges.001		2
