key	combat_random_vocalisation	drowning_random_vocalisation	fatigued_idle_random_vocalisation	fatigued_moving_random_vocalisation	idle_random_vocalisation	running_random_vocalisation	musician_event	switch	material	walking_random_vocalisation	group_movement	limitation	idle_looping_sound	moving_looping_sound	rotating_looping_sound	actor_type	group_flying_idle	group_flying_moving	only_uses_material	group_movement_armour_override	group_idle	attenuation_scale	group_melee_armour_override	triggers_cinematic	sphere_of_influence_default	sphere_of_influence_combat	should_use_unique_entity_switches	max_unique_entity_switches	use_focus_rtpc	max_camera_distance_for_focus	min_camera_distance_for_focus	focus_rtpc	unique_entity_switch	consider_moving	group_idle_shoot	group_idle_combat_ready	record_id	focus_pool	min_units_focus_velocity	required_switch	landing_event	landing_limitation_scale	vox_vmd_slot_name	ignore_armour_priority
wh2_hef_elf_male_dlc15_Eltharion_LORD			wh2_hef_elf_male_dlc15_Eltharion_fatigue_stop	wh2_hef_elf_male_dlc15_Eltharion_fatigue_stop	wh2_hef_elf_male_dlc15_Eltharion_idle	wh2_hef_elf_male_dlc15_Eltharion_running	Battle_Musician_Event		wood	wh2_hef_elf_male_dlc15_Eltharion_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1727390498		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_hef_elf_male_dlc15_Imrik_LORD			wh2_hef_elf_male_dlc15_Imrik_fatigue_stop	wh2_hef_elf_male_dlc15_Imrik_fatigue_stop	wh2_hef_elf_male_dlc15_Imrik_idle	wh2_hef_elf_male_dlc15_Imrik_running	Battle_Musician_Event		wood	wh2_hef_elf_male_dlc15_Imrik_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			769278408		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_hef_elf_male_phoenix_guard							Battle_Musician_Event		wood		wh_grp_movement_humanoid	medium				wh2_hef_elf_male_default			false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			1221954626		0.0000		Battle_Individual_Footstep_Landing_Medium	0.5000		true
wh2_hef_elf_male_tyrion_LH			wh2_hef_elf_male_default_fatigue_stop	wh2_hef_elf_male_default_fatigue_stop	wh2_hef_elf_male_default_idle	wh2_hef_elf_male_default_running	Battle_Musician_Event		wood	wh2_hef_elf_male_default_walking		Lord_Hero	wh2_flaming_sword	wh2_flaming_sword	wh2_flaming_sword	wh2_hef_elf_male_default			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1943541461		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_hef_female_Alarielle_LORD			wh2_hef_elf_female_default_fatigue_stop	wh2_hef_elf_female_default_fatigue_stop	wh2_hef_elf_female_default_idle	wh2_hef_elf_female_default_running	Battle_Musician_Event		wood	wh2_hef_elf_female_default_walking		Lord_Hero				wh2_hef_elf_female_default			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			96565298		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_hef_phoenix_flamespyre					wh2_phoenix_flamespyre_idle	wh2_phoenix_flamespyre_running	Battle_Musician_Event	wh2_hef_phoenix_flamespyre	wood	wh2_phoenix_flamespyre_walking	wh_grp_movement_beast_medium	large					wh_grp_movement_flying_medium_bird	wh_grp_movement_flying_medium_bird	false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		false			952438733	phoenix_pool	0.0000		Battle_Individual_Footstep_Landing_Medium	0.5000		true
wh2_hef_phoenix_frostheart					wh2_phoenix_flamespyre_idle	wh2_phoenix_flamespyre_running	Battle_Musician_Event	wh2_hef_phoenix_frostheart	wood	wh2_phoenix_flamespyre_walking	wh_grp_movement_beast_medium	large					wh_grp_movement_flying_medium_bird	wh_grp_movement_flying_medium_bird	false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		false			1272677673	phoenix_pool	0.0000		Battle_Individual_Footstep_Landing_Medium	0.5000		true
wh2_hell_pit_abomination							Battle_Musician_Event		wood			veryloud	wh_hell_pit_abomination_engine_idle	wh_hell_pit_abomination_engine_movement	wh_hell_pit_abomination_engine_movement				false			1.0000		true	large_creature_combat	large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			417037481		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_horse_segmented_flaming_lances					wh_horse_normal_idle	wh_horse_normal_running	Battle_Musician_Event	wh_horse_normal	wood	wh_horse_normal_walking	wh_grp_movement_horse	medium							false	wh2_grp_foley_movement_horse_segmented_flaming_lances	wh2_grp_foley_idle_horse_flaming_lances	1.0000	wh2_grp_foley_melee_horse_flaming_lances	false			false	0.0000	false	0.0000	0.0000			false			27637838		0.0000		Battle_Individual_Footstep_Landing_Light	0.5000		true
wh2_kroxigor				wh2_kroxigor_walking	wh2_kroxigor_idle	wh2_kroxigor_running	Battle_Musician_Event		wood	wh2_kroxigor_walking	wh_grp_movement_beast_heavy	large							false	wh_grp_foley_movement_beast_heavy_leather		1.0000		true			false	0.0000	true	35.0000	5.0000	Battle_Focus_Entity		false			1396137291	kroxigor_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_kroxigor_ancient_LH				wh2_kroxigor_walking	wh2_kroxigor_idle	wh2_kroxigor_running	Battle_Musician_Event		wood	wh2_kroxigor_walking		Lord_Hero							false			1.0000		false		hero_combat	false	0.0000	false	0.0000	0.0000			false			543983842		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_kroxigor_sacred				wh2_kroxigor_walking	wh2_kroxigor_idle	wh2_kroxigor_running	Battle_Musician_Event		wood	wh2_kroxigor_walking	wh_grp_movement_beast_heavy	large							false	wh2_grp_foley_movement_kroxigor_gauntlets	wh2_grp_foley_idle_kroxigor_gauntlets	1.0000	wh2_grp_foley_melee_kroxigor_gauntlets	true			false	0.0000	true	35.0000	5.0000	Battle_Focus_Entity		false			118604533	kroxigor_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_lord_mazdamundi							Battle_Musician_Event		wood			Lord_Hero							false			1.2000		true		hero_combat	false	0.0000	false	0.0000	0.0000			false			1553412585		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_lzd_slann_platform							Battle_Musician_Event		rock			veryloud	wh2_slann_platform_sound	wh2_slann_platform_sound	wh2_slann_platform_sound				false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			1048295700		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_pro06_bone_giant							Battle_Musician_Event		rock			veryloud	wh2_dlc09_constructs_shimmer_idle	wh2_dlc09_constructs_shimmer_idle	wh2_dlc09_constructs_shimmer_idle				false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			1884693260		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_pro08_dwarf_Gotrek_LORD			wh2_pro08_neu_gotrek_fatigue	wh2_pro08_neu_gotrek_fatigue	wh2_pro08_neu_gotrek_idle	wh2_pro08_neu_gotrek_walking	Battle_Musician_Event		wood	wh2_pro08_neu_gotrek_walking		Lord_Hero							false			1.1200		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1036077619		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_pro08_human_male_LORD_Felix			wh2_pro08_neu_felix_fatigue	wh2_pro08_neu_felix_idle	wh2_pro08_neu_felix_idle	wh2_pro08_neu_felix_running	Battle_Musician_Event	wh2_neu_felix	wood	wh2_pro08_neu_felix_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			2016556880		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_rat_ogre						wh2_rat_ogre_running	Battle_Musician_Event		wood	wh2_rat_ogre_walking	wh_grp_movement_beast_heavy_medium	large				wh2_rat_ogre			false	wh_grp_foley_movement_beast_medium_segmented		1.0000		true			false	0.0000	true	35.0000	10.0000	Battle_Focus_Entity		false			1410493774		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_rat_ogre_LH						wh2_rat_ogre_LH_running	Battle_Musician_Event		wood	wh2_rat_ogre_LH_walking	wh_grp_movement_beast_heavy_medium	Lord_Hero							false	wh_grp_foley_movement_beast_medium_segmented		1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			900194451		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_saurus			wh2_saurus_idle	wh2_saurus_running	wh2_saurus_idle	wh2_saurus_running	Battle_Musician_Event		wood	wh2_saurus_walking	wh_grp_movement_beast_medium	medium				wh2_saurus			false	wh_grp_foley_movement_beast_light_leather		1.0000		false			false	0.0000	false	0.0000	0.0000			false			1694157810		0.0000			0.5000		true
wh2_saurus_LH					wh2_saurus_idle	wh2_saurus_running	Battle_Musician_Event		wood	wh2_saurus_walking	wh_grp_movement_beast_medium	Lord_Hero				wh2_saurus			false	wh_grp_foley_movement_beast_light_leather		1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			629030126		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_saurus_LORD					wh2_saurus_idle	wh2_saurus_running	Battle_Musician_Event		wood	wh2_saurus_walking		Lord_Hero				wh2_saurus			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			370127377		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_siege_tower_lizardmen	wh_metal_creaks			wh_metal_creaks	wh_metal_creaks	wh_metal_creaks	Battle_Musician_Event		metal			war_machine	wh2_siege_tower_lizardmen_idle	wh2_siege_tower_lizardmen_movement	wh2_siege_tower_lizardmen_movement				true			1.0000		false			false	0.0000	true	150.0000	10.0000	Battle_Focus_Warmachine		true			40770172		0.0000			0.5000		true
wh2_siege_tower_skaven	wh_metal_creaks			wh_metal_creaks	wh_metal_creaks	wh_metal_creaks	Battle_Musician_Event		metal			war_machine		wh_war_machine_skv_movement_large	wh_war_machine_skv_rotation_large				true			1.0000		false			false	0.0000	true	150.0000	10.0000	Battle_Focus_Warmachine		true			897069150		0.0000			0.5000		true
wh2_skaven					wh2_skaven_default_idle	wh2_skaven_default_running	Battle_Musician_Event		wood	wh2_skaven_default_walking	wh_grp_movement_beast_light	medium				wh2_skaven			false			0.9500		false			false	0.0000	false	0.0000	0.0000			false			1794206206		0.0000			0.5000		true
wh2_skaven_LH					wh2_skaven_default_idle	wh2_skaven_default_running	Battle_Musician_Event		wood	wh2_skaven_default_walking	wh_grp_movement_beast_light	Lord_Hero				wh2_skaven			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1904328499		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skaven_assassin_LH					wh2_skaven_assassin_idle	wh2_skaven_assassin_running	Battle_Musician_Event		wood	wh2_skaven_assassin_walking	wh_grp_movement_beast_light	Lord_Hero				wh2_skaven_assassin			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1467581495		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skaven_globadiers					wh2_skaven_globadiers_idle	wh2_skaven_default_running	Battle_Musician_Event		wood	wh2_skaven_default_walking	wh_grp_movement_beast_light	medium				wh2_skaven			false	wh_grp_foley_movement_humanoid_metal_equipment	wh_grp_foley_movement_humanoid_metal_equipment	1.0000		false			false	0.0000	false	0.0000	0.0000			false			822994898		0.0000			0.5000		true
wh2_skaven_grey_seer_LH						wh2_skaven_grey_seer_running	Battle_Musician_Event		wood	wh2_skaven_grey_seer_walking	wh_grp_movement_beast_light	Lord_Hero				wh2_skaven_grey_seer			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1241608680		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skaven_lord_skrolk_LH						wh2_skaven_lord_skrolk_running	Battle_Musician_Event		wood	wh2_skaven_lord_skrolk_walking	wh_grp_movement_beast_light	Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			747465886		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skaven_plague_censer_bearers					wh2_skaven_plague_priests_idle	wh2_skaven_plague_priests_running	Battle_Musician_Event		wood	wh2_skaven_plague_priests_walking	wh_grp_movement_beast_light	medium				wh2_skaven			false	wh_grp_foley_movement_leather		1.0000		false			false	0.0000	false	0.0000	0.0000			false			1276413150		0.0000			0.5000		true
wh2_skaven_plague_monks					wh2_skaven_plague_priests_idle	wh2_skaven_plague_priests_running	Battle_Musician_Event		wood	wh2_skaven_plague_priests_walking	wh_grp_movement_beast_light	medium				wh2_skaven			false	wh_grp_foley_movement_leather		1.0000		false			false	0.0000	false	0.0000	0.0000			false			1937252370		0.0000			0.5000		true
wh2_skaven_plague_priests_LH					wh2_skaven_plague_priests_idle	wh2_skaven_plague_priests_running	Battle_Musician_Event		wood	wh2_skaven_plague_priests_walking	wh_grp_movement_beast_light	Lord_Hero				wh2_skaven_plague_priests			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			358400611		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skaven_queek_headtaker_LH						wh2_skaven_queek_headtaker_walking	Battle_Musician_Event		wood	wh2_skaven_queek_headtaker_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			46575883		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skaven_ratling_gun_team					wh2_skaven_default_idle	wh2_skaven_default_running	Battle_Musician_Event		wood	wh2_skaven_default_walking	wh_grp_movement_beast_light	medium				wh2_skaven			false	wh2_dlc12_grp_foley_movement_ratling_gun_metal_equipment	wh_grp_foley_movement_humanoid_metal_equipment	0.9500		false			false	0.0000	false	0.0000	0.0000			false			1466005992		0.0000			0.5000		true
wh2_skaven_tailslashers					wh2_skaven_default_idle	wh2_skaven_default_running	Battle_Musician_Event		wood	wh2_skaven_default_walking	wh_grp_movement_beast_light	medium				wh2_skaven			false	wh_grp_foley_movement_segmented_flaming_swords	wh_grp_foley_idle_flaming_swords	0.9500	wh_grp_foley_melee_flaming_swords	false			false	0.0000	false	0.0000	0.0000			false			1304083467		0.0000			0.5000		true
wh2_skaven_warlock_LH					wh2_skaven_warlock_idle	wh2_skaven_warlock_running	Battle_Musician_Event		wood	wh2_skaven_warlock_walking	wh_grp_movement_beast_light	Lord_Hero				wh2_skaven_warlock			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			955690429		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skaven_warlord_LH						wh2_skaven_warlord_running	Battle_Musician_Event		wood	wh2_skaven_warlord_walking	wh_grp_movement_beast_light	Lord_Hero				wh2_skaven_warlord			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1407859469		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skaven_warpfire_thrower_team					wh2_skaven_default_idle	wh2_skaven_default_running	Battle_Musician_Event		wood	wh2_skaven_default_walking	wh_grp_movement_beast_light	medium				wh2_skaven			false	wh_grp_foley_movement_beast_medium_segmented		0.9500		false			false	0.0000	false	0.0000	0.0000			false			1996117182		0.0000			0.5000		true
wh2_skinks				wh2_skinks_running	wh2_skinks_idle	wh2_skinks_running	Battle_Musician_Event		wood	wh2_skinks_walking	wh_grp_movement_beast_light	medium				wh2_skinks			false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			1711758903		0.0000			0.5000		true
wh2_skinks_LH							Battle_Musician_Event		wood		wh_grp_movement_beast_light	Lord_Hero				wh2_skinks			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1566587403		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skinks_Skink_Cheif_Red_Crested_LORD				wh2_skinks_running	wh2_skinks_idle	wh2_skinks_running	Battle_Musician_Event		wood	wh2_skinks_walking		Lord_Hero				wh2_skinks			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			906600053		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skinks_Tehenhauin_LORD				wh2_dlc12_tehenhauin_running	wh2_dlc12_tehenhauin_idle	wh2_dlc12_tehenhauin_running	Battle_Musician_Event		wood	wh2_dlc12_tehenhauin_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			602977126		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_skinks_Tiktaqto_LORD				wh2_skinks_running	wh2_skinks_idle	wh2_skinks_running	Battle_Musician_Event		wood	wh2_skinks_walking		Lord_Hero				wh2_skinks			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			645014823		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_slann							Battle_Musician_Event		wood			medium				wh2_slann			false			1.0000		true			false	0.0000	false	0.0000	0.0000			false			1288881842		0.0000			0.5000		true
wh2_slann_Kroak_LH							Battle_Musician_Event		wood			Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			927505990		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_slann_LH							Battle_Musician_Event		wood			Lord_Hero				wh2_slann			false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			101119938		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_stegadon									wood			veryloud							false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			210073888	steggadon_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_stegadon_engine_of_the_gods									wood			veryloud							false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			331040092	steggadon_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_stegadon_thunderous_one									wood			veryloud							false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			1318801982	steggadon_pool	0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_terradon					wh2_terradon_idle	wh2_terradon_running	Battle_Musician_Event		wood	wh2_terradon_walking		large							false			1.0000		false			false	0.0000	true	50.0000	10.0000	Battle_Focus_Entity		false			13365204		0.0000		Battle_Individual_Footstep_Landing_Hover_Medium	0.5000		true
wh2_terradon_LH					wh2_terradon_idle	wh2_terradon_running	Battle_Musician_Event		wood	wh2_terradon_walking		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1052398478		0.0000		Battle_Individual_Footstep_Landing_Hover_Medium	0.5000		true
wh2_tmb_carrion					wh2_tmb_carrion_idles	wh2_tmb_carrion_running	Battle_Musician_Event	wh2_tmb_carrion	wood	wh2_tmb_carrion_walking	wh_grp_movement_beast_medium	large					wh_grp_movement_carrion	wh_grp_movement_carrion	false			1.0000		false			false	0.0000	true	50.0000	10.0000	Battle_Focus_Entity		false			1294088678		0.0000		Battle_Individual_Footstep_Landing_Hover_Medium	0.5000		true
wh2_tmb_hierotitan							Battle_Musician_Event		rock			veryloud	wh2_dlc09_constructs_shimmer_idle	wh2_dlc09_constructs_shimmer_idle	wh2_dlc09_constructs_shimmer_idle				false			1.0000		true		large_creature_combat	false	0.0000	true	150.0000	10.0000	Battle_Focus_Entity		true			1572534499		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_tmb_necro_serpent				wh2_tmb_necro_serpent_walking	wh2_tmb_necro_serpent_idle	wh2_tmb_necro_serpent_running	Battle_Musician_Event		wood	wh2_tmb_necro_serpent_walking	wh2_grp_movement_necro_serpent	large							false	wh_grp_foley_movement_horse_segmented		1.0000		true			false	0.0000	true	35.0000	5.0000	Battle_Focus_Entity		false			180770567		0.0000		Battle_Individual_Footstep_Landing_Light	0.5000		true
wh2_tmb_necrosphinx	wh2_necrosphinx_walking			wh2_necrosphinx_walking	wh2_necrosphinx_idle	wh2_necrosphinx_running	Battle_Musician_Event		rock	wh2_necrosphinx_walking		veryloud	wh2_dlc09_constructs_shimmer_idle	wh2_dlc09_constructs_shimmer_idle	wh2_dlc09_constructs_shimmer_idle				false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			2127580456		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_tmb_scorpion				wh2_tmb_tomb_scorpion_walking		wh2_tmb_tomb_scorpion_running	Battle_Musician_Event	wh_scorpion	wood	wh2_tmb_tomb_scorpion_walking		veryloud	wh2_dlc09_constructs_shimmer_idle	wh2_dlc09_constructs_shimmer_idle	wh2_dlc09_constructs_shimmer_idle				false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			2029100546		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_tmb_skeletal_steed					wh_horse_skeleton_idle	wh_horse_skeleton_running	Battle_Musician_Event	wh_horse_skeleton	wood	wh_horse_skeleton_running	wh_grp_movement_horse	medium							false	wh_grp_foley_movement_horse_bone		1.0000		false			false	0.0000	false	0.0000	0.0000			false			1261152008		0.0000		Battle_Individual_Footstep_Landing_Light	0.5000		true
wh2_tmb_skeleton					wh2_tmb_skeleton_idle	wh2_tmb_skeleton_running	Battle_Musician_Event		wood	wh2_tmb_skeleton_walking	wh_grp_movement_humanoid	medium							false	wh_grp_foley_movement_bone	wh3_dlc21_grp_foley_idle_bone_rattle	1.0000	wh_grp_foley_movement_bone	false			false	0.0000	false	0.0000	0.0000			false			400136382		0.0000			0.5000		true
wh2_tmb_skeleton_tomb_guard					wh2_tmb_skeleton_idle	wh2_tmb_skeleton_running	Battle_Musician_Event		wood	wh2_tmb_skeleton_walking	wh_grp_movement_humanoid	medium							false	wh_grp_foley_movement_bone	wh3_dlc21_grp_foley_idle_bone_rattle	1.0000	wh_grp_foley_movement_bone	false			false	0.0000	false	0.0000	0.0000			false			543709882		0.0000			0.5000		true
wh2_tmb_ushabti						wh2_tmb_ushabti_running	Battle_Musician_Event	wh2_tmb_ushabti	wood	wh2_tmb_ushabti_walking	wh2_grp_movement_ushabti	large				wh2_tmb_ushabti			false	wh_grp_foley_movement_ushabti		1.0000	wh_grp_foley_movement_ushabti	true			false	0.0000	true	45.0000	10.0000	Battle_Focus_Entity		false			1175420112		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_tmb_war_machine_casket_of_souls							Battle_Musician_Event		wood			war_machine	wh2_war_machine_tmb_casket_of_souls_idle	wh2_war_machine_tmb_casket_of_souls_movement	wh2_war_machine_tmb_casket_of_souls_idle				true			1.0000		true		hero_combat	false	0.0000	false	0.0000	0.0000			false			1858537047		0.0000			0.5000		true
wh2_tmb_warsphinx					wh2_warsphinx_idle	wh2_warsphinx_running	Battle_Musician_Event		rock	wh2_warsphinx_walking		veryloud	wh2_dlc09_constructs_shimmer_idle	wh2_dlc09_constructs_shimmer_idle	wh2_dlc09_constructs_shimmer_idle				false			1.0000		true		large_creature_combat	false	0.0000	true	100.0000	10.0000	Battle_Focus_Entity		true			1530208991		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_twa03_def_Rakarth_LORD			wh2_twa03_def_rakarth_fatigue	wh2_twa03_def_rakarth_fatigue	wh2_twa03_def_rakarth_idle	wh2_twa03_def_rakarth_running	Battle_Musician_Event		wood	wh2_twa03_def_rakarth_idle		Lord_Hero							false			1.2000		true	hero_default	hero_combat	false	0.0000	false	0.0000	0.0000			false			1042415683		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_twa04_great_bray_shaman							Battle_Musician_Event		wood			small				wh2_twa04_bst_Great_Bray_Shaman			false			1.0000		true			false	0.0000	false	0.0000	0.0000			false			380899634		0.0000			0.5000		true
wh2_twa05_mournfang						wh2_twa05_mournfang_running	Battle_Musician_Event		wood	wh2_twa05_mournfang_walking	wh2_grp_movement_beast_medium_claws	large							false	wh_grp_foley_movement_beast_heavy_leather		1.0000		false			false	0.0000	true	35.0000	5.0000	Battle_Focus_Entity		false			1173695510		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_twa05_ogre_mercs			wh2_twa05_ogre_merc_fatigue	wh2_twa05_ogre_merc_fatigue	wh2_twa05_ogre_merc_idle	wh2_twa05_ogre_merc_running	Battle_Musician_Event		wood	wh2_twa05_ogre_merc_walking	wh_grp_movement_beast_medium	medium				wh2_twa05_ogre_mercs			false			1.0000		true			false	0.0000	true	35.0000	10.0000	Battle_Focus_Entity		false			1917866010		0.0000			0.5000		true
wh2_war_machine_SKV_plague_furnace	wh_wooden_creaks			wh_wooden_creaks	wh_wooden_creaks	wh_wooden_creaks	Battle_Musician_Event		wood			veryloud		wh_war_machine_wood_movement_large	wh_war_machine_wood_rotation_large				true			1.0000		false			false	0.0000	false	0.0000	0.0000			false			1614657049		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_war_machine_SKV_screaming_bell	wh_wooden_creaks			wh_wooden_creaks	wh_wooden_creaks	wh_wooden_creaks	Battle_Musician_Event		wood			veryloud		wh_war_machine_wood_movement_large	wh_war_machine_wood_rotation_large				true			1.0000		false			false	0.0000	false	0.0000	0.0000			false			1471534740		0.0000		Battle_Individual_Footstep_Landing_Heavy	0.5000		true
wh2_war_machine_cst_queen_bess									wood			war_machine							false			1.0000		false			false	0.0000	false	0.0000	0.0000			false			113011344		0.0000			0.5000		true
wh2_wm_bolt_thrower_eagle_claw									wood			war_machine		wh_war_machine_wood_movement_small	wh_war_machine_wood_movement_small				false			1.0000		false			false	0.0000	true	45.0000	10.0000	Battle_Focus_Warmachine		true			221735497	wm_wood_small_pool	0.0000		Battle_Individual_Footstep_Landing_Medium	0.5000		true
wh2_wm_screaming_skull_catapult									wood			war_machine		wh2_war_machine_skull_catapult_movement_medium	wh2_war_machine_skull_catapult_movement_medium				true			1.0000		false			false	0.0000	true	100.0000	10.0000	Battle_Focus_Warmachine		true			359514215		0.0000			0.5000		true
wh3_cam_ship_slaanesh_blades									wood			war_machine	wh_war_machine_steamtank_idle	wh_war_machine_steamtank_movement	wh_war_machine_steamtank_idle				true			1.0000		false			false	0.0000	false	100.0000	10.0000	Battle_Focus_Warmachine		true			1444470796		0.0000			0.5000		true
wh3_cam_ship_slaanesh_sails									wood			war_machine	wh_war_machine_steamtank_idle	wh_war_machine_steamtank_movement	wh_war_machine_steamtank_idle				true			1.0000		false			false	0.0000	false	100.0000	10.0000	Battle_Focus_Warmachine		true			206089067		0.0000			0.5000		true
wh3_cam_ship_tzeentch_lord									wood			war_machine	wh_war_machine_steamtank_idle	wh_war_machine_steamtank_movement	wh_war_machine_steamtank_idle				true			1.0000		false			false	0.0000	false	100.0000	10.0000	Battle_Focus_Warmachine		true			908466554		0.0000			0.5000		true
wh3_chs_chariot_type							Battle_Musician_Event		metal			war_machine		wh_chariot_metal_movement	wh_chariot_metal_movement_rotation				true			1.0000		false			false	0.0000	true	45.0000	10.0000	Battle_Focus_Warmachine		true			1415984827	wm_metal_chariot	0.0000			0.5000		true
