key	model_id	building_bmd	port_bmd	construction_bmd	damaged_bmd	destroyed_bmd	port_construction_bmd	port_walled_bmd	wall_bmd	on_sea_bmd	devastated_bmd	devastated_occupied_bmd
1371965539	wh3_dlc29_special_settlement_garden_of_nurgle_4	prefabs/campaign/chs_major_nurgle_garden_04.bmd	prefabs/campaign/chs_major_nurgle_garden_port_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_major_nurgle_garden_port_04.bmd	prefabs/campaign/chs_major_nurgle_garden_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1372973666	wh3_main_building_ksl_settlement_minor_2	prefabs/campaign/ksl_minor_02.bmd	prefabs/campaign/ksl_port_minor_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/ksl_port_minor_04.bmd	prefabs/campaign/ksl_minor_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1384363248	wh_dlc08_god_ruin_tzeentch	prefabs\campaign\nor_eagle_monolith.bmd										
139	wh_main_building_emp_settlement_major_4	prefabs/campaign/empire_town_4.bmd	prefabs\campaign\empire_port_major_4.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\empire_port_major_4.bmd	prefabs/campaign/empire_town_4.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
139340352	wh3_main_cth_settlement_minor_2	prefabs/campaign/cth_minor_02.bmd	prefabs/campaign/cth_port_minor_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/cth_port_minor_04.bmd	prefabs/campaign/cth_minor_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1399286132	wh3_dlc23_chd_settlement_factory_3	prefabs/campaign/chd_factory_03.bmd	prefabs/campaign/chd_factory_03.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chd_factory_03.bmd	prefabs/campaign/chd_factory_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
14	wh_main_building_dwf_settlement_major_2	prefabs/campaign/dwarf_major_2.bmd	prefabs\campaign\dwarf_port_major_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_major_2.bmd	prefabs/campaign/dwarf_major_2.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1407913305	wh3_dlc29_special_settlement_middenheim_5_emp	prefabs/campaign/empire_town_middenheim_01.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs/campaign/empire_town_middenheim_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
141796985	wh2_dlc09_special_settlement_pyramid_of_nagash_hef_1	prefabs/campaign/tmb_blackpyramid_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_blackpyramid_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1453078447	wh_dlc08_god_ruin_nurgle	prefabs\campaign\nor_crow_monolith.bmd										
14554160	wh3_main_nur_settlement_major_1	prefabs/campaign/chs_major_nur_01.bmd	prefabs/campaign/chs_port_major_nur_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_nur_01.bmd	prefabs/campaign/chs_major_nur_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
145575842	wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_1	prefabs/campaign/tmb_blackpyramid_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_blackpyramid_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1455953900	wh3_main_building_ksl_settlement_major_3	prefabs/campaign/ksl_major_03.bmd	prefabs/campaign/ksl_port_major_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/ksl_port_major_03.bmd	prefabs/campaign/ksl_major_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1469702964	wh2_main_special_empire_fort	prefabs\campaign\empire_mountain_fort.bmd	prefabs\campaign\empire_mountain_fort.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\empire_mountain_fort.bmd	prefabs\campaign\empire_mountain_fort.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
147	wh_main_building_emp_settlement_major_5	prefabs/campaign/empire_town_5.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs/campaign/empire_town_5.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1478330054	wh3_prologue_building_ksl_major_ruin	prefabs/campaign/ksl_prologue_minor_00.bmd		prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd		prefabs\campaign\construction_minor.bmd					
148	wh_main_building_emp_settlement_minor_1	prefabs/campaign/empire_minor_1.bmd	prefabs\campaign\empire_port_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/empire_port_4.bmd	prefabs/campaign/empire_minor_4.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1481370061	wh3_main_kho_settlement_major_3	prefabs/campaign/chs_major_kho_03.bmd	prefabs/campaign/chs_port_major_kho_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_kho_03.bmd	prefabs/campaign/chs_major_kho_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1484297886	wh3_main_cth_settlement_major_1	prefabs/campaign/cth_major_01.bmd	prefabs/campaign/cth_port_major_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/cth_port_major_01.bmd	prefabs/campaign/cth_major_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1497880337	wh3_main_sla_settlement_minor_3	prefabs/campaign/chs_minor_sla_03.bmd	prefabs/campaign/chs_port_minor_sla_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_minor_sla_04.bmd	prefabs/campaign/chs_minor_sla_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1501395401	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_5	prefabs/campaign/tmb_blackpyramid_05.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs/campaign/tmb_blackpyramid_05.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1501987244	wh3_prologue_building_ksl_major_1	prefabs/campaign/ksl_prologue_major_01.bmd		prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd							
1505385694	wh2_dlc11_vampirecoast_ship_captains_cabin_1	prefabs\campaign\cst_encampment.bmd										
1507432397	wh3_main_cth_settlement_major_2	prefabs/campaign/cth_major_02.bmd	prefabs/campaign/cth_port_major_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/cth_port_major_02.bmd	prefabs/campaign/cth_major_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1510638617	wh3_dlc29_special_settlement_garden_of_nurgle_minor_1	prefabs/campaign/chs_minor_nurgle_garden_01.bmd	prefabs/campaign/chs_minor_nurgle_garden_port_01.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_minor_nurgle_garden_port_01.bmd	prefabs/campaign/chs_minor_nurgle_garden_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1516211456	wh2_dlc11_vampirecoast_settlement_major_3	prefabs/campaign/vampire_coast_port_major_3.bmd	prefabs/campaign/vampire_coast_port_major_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_coast_port_major_3.bmd	prefabs/campaign/vampire_coast_port_major_3.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1519583120	wh3_main_nur_settlement_minor_2	prefabs/campaign/chs_minor_nur_02.bmd	prefabs/campaign/chs_port_minor_nur_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_minor_nur_04.bmd	prefabs/campaign/chs_minor_nur_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1527115590	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_3	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1530046125	wh3_dlc29_special_settlement_garden_of_nurgle_minor_3	prefabs/campaign/chs_minor_nurgle_garden_03.bmd	prefabs/campaign/chs_minor_nurgle_garden_port_03.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_minor_nurgle_garden_port_03.bmd	prefabs/campaign/chs_minor_nurgle_garden_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
15457394	wh2_dlc11_vampirecoast_ship_captains_cabin_3	prefabs\campaign\cst_encampment.bmd										
1559885642	wh3_dlc23_chd_settlement_outpost_3	prefabs/campaign/chd_outpost_03.bmd	prefabs/campaign/chd_outpost_03.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chd_outpost_03.bmd	prefabs/campaign/chd_outpost_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
157	wh_main_building_emp_settlement_minor_2	prefabs/campaign/empire_minor_2.bmd	prefabs\campaign\empire_port_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/empire_port_4.bmd	prefabs/campaign/empire_minor_4.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
159	wh_main_building_emp_settlement_minor_3	prefabs/campaign/empire_minor_3.bmd	prefabs\campaign\empire_port_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/empire_port_4.bmd	prefabs/campaign/empire_minor_4.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1595432412	wh3_dlc29_nag_nagash_town_nagashizzar_01	prefabs/campaign/nagash_town_nagashizzar_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/nagash_town_nagashizzar_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1599349625	wh2_dlc09_special_settlement_pyramid_of_nagash_savage_3	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1599700913	wh2_dlc11_vampirecoast_settlement_minor_2	prefabs/campaign/vampire_coast_port_minor_2.bmd	prefabs/campaign/vampire_coast_port_minor_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_coast_port_minor_4.bmd	prefabs/campaign/vampire_coast_port_minor_4.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
16	wh_main_building_dwf_settlement_major_3	prefabs/campaign/dwarf_major_3.bmd	prefabs\campaign\dwarf_port_major_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_major_3.bmd	prefabs/campaign/dwarf_major_3.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1603382057	wh3_prologue_building_ksl_major_3	prefabs/campaign/ksl_prologue_major_03.bmd		prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd							
1636591119	wh2_dlc11_vampirecoast_ship_captains_cabin_2	prefabs\campaign\cst_encampment.bmd										
1640871889	wh3_main_cth_settlement_minor_3	prefabs/campaign/cth_minor_03.bmd	prefabs/campaign/cth_port_minor_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/cth_port_minor_04.bmd	prefabs/campaign/cth_minor_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1641316392	wh3_dlc25_dwarf_spirit_of_grungni_airship_hull_3	prefabs\campaign\dwarf_encampment.bmd										
1646897285	wh2_main_building_skv_settlement_hellpit_3	prefabs\campaign\skv_hellpit_03.bmd	prefabs\campaign\skv_hellpit_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_hellpit_03.bmd	prefabs\campaign\skv_hellpit_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1654540156	wh3_main_tze_settlement_major_4	prefabs/campaign/chs_major_tze_04.bmd	prefabs/campaign/chs_port_major_tze_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_tze_04.bmd	prefabs/campaign/chs_major_tze_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1654548573	wh3_main_dae_settlement_major_1	prefabs/campaign/chs_major_01.bmd	prefabs/campaign/chs_port_major_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_01.bmd	prefabs/campaign/chs_major_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1665181083	wh3_main_nur_settlement_major_5	prefabs/campaign/chs_major_nur_05.bmd	prefabs/campaign/chs_port_major_nur_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_nur_05.bmd	prefabs/campaign/chs_major_nur_05.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1674842329	wh2_dlc09_tmb_settlement_major_3	prefabs/campaign/tmb_major_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_major_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1687078029	wh2_dlc09_tmb_settlement_khemri_2	prefabs/campaign/tmb_settra_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_settra_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1694392366	wh2_main_building_skv_settlement_hellpit_2	prefabs\campaign\skv_hellpit_02.bmd	prefabs\campaign\skv_hellpit_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_hellpit_02.bmd	prefabs\campaign\skv_hellpit_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1708732338	wh3_main_nur_settlement_major_3	prefabs/campaign/chs_major_nur_03.bmd	prefabs/campaign/chs_port_major_nur_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_nur_03.bmd	prefabs/campaign/chs_major_nur_03.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1712704048	wh2_dlc09_special_settlement_pyramid_of_nagash_grn_5	prefabs/campaign/tmb_blackpyramid_05.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs/campaign/tmb_blackpyramid_05.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1714172692	wh_main_building_nor_settlement_minor_5	prefabs/campaign/norsca_minor_5.bmd	prefabs\campaign\norsca_minor_port_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\norsca_minor_port_5.bmd	prefabs/campaign/norsca_minor_5.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1726121070	wh3_main_cth_bastion_primary	prefabs\campaign\cth_bastion_gate_dragon_01.bmd	prefabs\campaign\cth_bastion_gate_dragon_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\cth_bastion_gate_dragon_01.bmd	prefabs\campaign\cth_bastion_gate_dragon_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1733975702	wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_5	prefabs/campaign/tmb_blackpyramid_05.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs/campaign/tmb_blackpyramid_05.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1736810575	wh3_dlc25_dwarf_spirit_of_grungni_airship_hull_4	prefabs\campaign\dwarf_encampment.bmd										
1740754411	wh2_dlc09_special_settlement_khemri_tmb_ruin	prefabs\campaign\tmb_ruin_standard.bmd	prefabs\campaign\tmb_ruin_port.bmd					prefabs\campaign\tmb_ruin_port.bmd	prefabs\campaign\tmb_ruin_standard.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1745201338	wh3_main_kho_settlement_major_1	prefabs/campaign/chs_major_kho_01.bmd	prefabs/campaign/chs_port_major_kho_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_major_kho_01.bmd	prefabs/campaign/chs_major_kho_01.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1747126460	wh2_dlc09_special_settlement_pyramid_of_nagash_skv_4	prefabs/campaign/tmb_blackpyramid_04.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs/campaign/tmb_blackpyramid_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1753296443	wh3_main_cth_settlement_minor_1	prefabs/campaign/cth_minor_01.bmd	prefabs/campaign/cth_port_minor_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/cth_port_minor_04.bmd	prefabs/campaign/cth_minor_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1755147115	wh3_dlc29_special_settlement_garden_of_nurgle_2	prefabs/campaign/chs_major_nurgle_garden_02.bmd	prefabs/campaign/chs_major_nurgle_garden_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_major_nurgle_garden_port_02.bmd	prefabs/campaign/chs_major_nurgle_garden_02.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1756265421	wh3_dlc29_special_settlement_pyramid_of_nagash_nag_floating	prefabs/campaign/tmb_blackpyramid_base.bmd	prefabs/campaign/tmb_blackpyramid_base.bmd					prefabs/campaign/tmb_blackpyramid_base.bmd	prefabs/campaign/tmb_blackpyramid_base.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
1759639403	wh3_main_sla_settlement_minor_1	prefabs/campaign/chs_minor_sla_01.bmd	prefabs/campaign/chs_port_minor_sla_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/chs_port_minor_sla_04.bmd	prefabs/campaign/chs_minor_sla_04.bmd		prefabs/campaign/cwb_gen_camp_devastated.bmd	prefabs/campaign/cwb_gen_camp_devastated_resource.bmd
