key	max_attenuation_fire	max_attenuation_impact	max_attenuation_inflight	inflight_min_speed	fire_start_event	fire_stop_event	incoming_event	impact_event	impact_blood_event	inflight_start_event	inflight_stop_event	hit_tree_start_event	hit_tree_stop_event	idle_start_event	idle_stop_event	max_attenuation_idle	obstruction_size	use_reverb	group_fire	group_inflight	group_impact	incoming_time	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	switch_1	fire_only_trigger_once_per_volley	inflight_only_trigger_once_per_volley	impact_only_trigger_once_per_volley	flyby_event	flyby_distance	doppler_rtpc_name	limitation	limitation_scale_fire	limitation_scale_inflight	limitation_scale_impact	limitation_scale_incoming	limitation_scale_flyby
wh2_dlc14_skv_poison_wind_mortar_globe_ROR	200.0000	150.0000	150.0000	22.0000	Battle_Individual_Projectile_dlc14_Poison_Wind_Mortar_Launch					Battle_Individual_Projectile_dlc14_Poison_Wind_Mortar_InFlight_play	Battle_Individual_Projectile_dlc14_Poison_Wind_Mortar_InFlight_stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false		wh2_grp_projectile_globe_inflight_magical		1.0000						false	false	false		10.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc14_spell_stealth_warp_stars	200.0000	350.0000	400.0000	0.0000	Battle_IND_Magic_Warp_Stars_Launch											100.0000	0.0000	false		wh2_dlc14_grp_spell_stealth_warp_stars_inflight	wh2_dlc14_grp_spell_stealth_warp_stars_impact	1.0000						true	false	false	Battle_IND_Magic_Warp_Stars_Flyby	35.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc15_abilities_arachneruption	350.0000	350.0000	350.0000	10.0000												500.0000	0.0000	true	wh2_dlc15_abilities_arachneruption_start			1.0000						false	true	true		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc15_abilities_grn_swamp_breath	500.0000	500.0000	500.0000	10.0000	Battle_IND_Magic_Ability_Copious_Vomit_Launch			Battle_IND_Magic_Ability_Copious_Vomit_Impact		Battle_IND_Magic_Ability_Copious_Vomit_Loop_Start	Battle_IND_Magic_Ability_Copious_Vomit_Loop_Stop					500.0000	0.0000	true				1.0000						true	true	true		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc15_ability_doom_diver_strike	150.0000	400.0000	300.0000	0.0000	Battle_Individual_Ability_Projectile_dlc15_Doom_Diver_Fire		Battle_Individual_Ability_Projectile_dlc15_Doom_Diver_Incoming	Battle_Individual_Ability_Projectile_dlc15_Doom_Diver_Impact		Battle_Individual_Ability_Projectile_dlc15_Doom_Diver_InFlight_Play	Battle_Individual_Ability_Projectile_dlc15_Doom_Diver_InFlight_Stop					100.0000	0.0000	true				1.8000	Battle_Projectile_Speed	Projectile_Speed				false	false	false		10.0000	Battle_Projectile_Doppler	medium	1.0000	1.0000	1.0000	1.0000	0.5000
wh2_dlc15_ability_mist_walkers_barrage	500.0000	500.0000	500.0000	0.0000	Battle_IND_Magic_Mistwalkers_Barrage_Start											100.0000	0.0000	false		wh2_dlc15_grp_ability_mist_walkers_barrage_inflight	wh2_dlc15_grp_ability_mist_walkers_barrage_impact	1.0000						true	true	true		20.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc15_ability_rubble_and_ruin	250.0000	500.0000	300.0000	10.0000												100.0000	0.0000	true			wh2_dlc15_abilities_rubble_and_ruin_impact	1.0000	Battle_Projectile_Speed	Projectile_Speed				false	false	false		25.0000	Battle_Projectile_Doppler	medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc15_rogue_idol_ror_boulder	250.0000	500.0000	300.0000	10.0000	Battle_Individual_Projectile_Rogue_Idol_RoR_Rock_Launch		Battle_Individual_Projectile_Rogue_Idol_RoR_Rock_Incoming			Battle_Individual_Projectile_Rogue_Idol_RoR_Rock_Inflight_Play	Battle_Individual_Projectile_Rogue_Idol_RoR_Rock_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	true			wh2_grp_projectile_cannonball_impact	1.0000	Battle_Projectile_Speed	Projectile_Speed				false	false	false	Battle_Individual_Projectile_Rogue_Idol_RoR_Rock_Incoming	35.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc16_arrow_talon_of_dawn	200.0000	200.0000	200.0000	0.0000	Battle_Individual_Projectile_Talon_of_Dawn_Arrow_Fire			Battle_Individual_Projectile_Talon_of_Dawn_Arrow_Explosion		Battle_Individual_Projectile_Talon_of_Dawn_Arrow_Inflight_Play	Battle_Individual_Projectile_Talon_of_Dawn_Arrow_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false				1.0000						false	false	false	Battle_Individual_Projectile_Talon_of_Dawn_Arrow_Passby	25.0000		magic	1.0000	0.0000	1.0000	0.5000	1.0000
wh2_dlc16_arrow_talon_of_dusk	200.0000	150.0000	200.0000	0.0000	Battle_Group_Projectile_Talon_of_Dusk_Arrow_Fire			Battle_Individual_Projectile_Arrow_Impact_hef_SOA_Magical				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true				1.0000	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact				true	false	false		25.0000		magic	1.0000	0.0000	1.0000	0.5000	1.0000
wh2_dlc16_item_abilities_dart_of_doom	250.0000	500.0000	400.0000	1.0000	Battle_IND_Magic_Dart_of_Doom_Launch		Battle_IND_Magic_Dart_of_Doom_Incoming			Battle_IND_Magic_Dart_of_Doom_Inflight_Play	Battle_IND_Magic_Dart_of_Doom_Inflight_Stop					100.0000	0.0000	true				1.2000	Battle_Projectile_Speed	Projectile_Speed				false	false	false	Battle_IND_Magic_Dart_of_Doom_Passby	20.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	1.0000	1.0000
wh2_dlc16_weapon_abilities_arrow_of_kurnous	500.0000	500.0000	500.0000	10.0000	Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Launch			Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Impact		Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Inflight_Start	Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Inflight_Stop					500.0000	0.0000	true			wh2_dlc13_grp_ability_amber_bow_impact	1.0000						false	false	false	Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Flyby	10.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc16_weapon_abilities_eagle_quiver	500.0000	500.0000	500.0000	22.0000	Battle_IND_Magic_Volley_Of_High_Arrows_Launch			Battle_IND_Magic_Volley_Of_High_Arrows_Impact		Battle_IND_Magic_Volley_Of_High_Arrows_Inflight_Start	Battle_IND_Magic_Volley_Of_High_Arrows_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true			wh2_dlc13_grp_ability_amber_bow_impact	1.0000						false	false	false		10.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc17_ability_ancestral_rune_of_grimnir	0.0000	1000.0000	1000.0000	0.0000												100.0000	0.0000	false				1.5000	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc17_ability_golden_blowpipe_dart	150.0000	100.0000	100.0000	22.0000								Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false				1.0000						false	false	true	IND_Magic_DLC17_Golden_Blowpipe_Of_Phtooee_Flyby	10.0000		small	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dlc17_ability_xapatis_sanctum	250.0000	500.0000	300.0000	10.0000	IND_Magic_DLC17_SABL_Xapatis_Sanctum_Launch		IND_Magic_DLC17_SABL_Xapatis_Sanctum_Incoming	IND_Magic_DLC17_SABL_Xapatis_Sanctum_Impact								100.0000	0.0000	true				1.0000	Battle_Projectile_Speed	Projectile_Speed				true	false	true	GRP_Magic_DLC17_SABL_Xapatis_Sanctum_Flyby	50.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.7500	0.5000
wh2_dlc17_centigor_throwing_axe	150.0000	240.0000	100.0000	22.0000	Battle_Individual_Projectile_Centigor_Throwing_Axe_Launch			Battle_Individual_Projectile_Centigor_Throwing_Axe_Impact		Battle_Individual_Projectile_Centigor_Throwing_Axe_InFlight_Play	Battle_Individual_Projectile_Centigor_Throwing_Axe_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false	wh2_dlc17_grp_projectile_centigor_throwing_axe_launch	wh2_dlc17_grp_projectile_centigor_throwing_axes_inflight	wh2_dlc17_grp_projectile_centigor_throwing_axes_impact	1.0000						false	false	false	Battle_Individual_Projectile_Centigor_Throwing_Axe_Flyby	18.0000		small	1.0000	0.0000	1.0000	0.5000	0.8000
wh2_dlc17_lzd_troglodon_spit	0.0000	240.0000	100.0000	5.0000				Battle_Individual_Projectile_Troglodon_Spit_Impact		Battle_Individual_Projectile_Troglodon_Spit_InFlight_Play	Battle_Individual_Projectile_Troglodon_Spit_InFlight_Stop					100.0000	0.0000	false				1.0000						true	true	false	Battle_Individual_Projectile_Troglodon_Spit_Flyby	8.0000	Battle_Projectile_Doppler	medium	1.0000	0.5000	1.0000	0.5000	0.2000
wh2_dlc_tmb_stalker_gaze	150.0000	480.0000	120.0000	5.0000	Battle_Individual_Projectile_tmb_Stalker_Gaze_Fire					Battle_Individual_Projectile_tmb_Stalker_Gaze_InFlight_Play	Battle_Individual_Projectile_tmb_Stalker_Gaze_InFlight_Stop					100.0000	0.0000	false			wh2_dlc_grp_projectile_tmb_stalker_gaze_impact	1.0000						true	true	false	Battle_Individual_Projectile_tmb_Stalker_Gaze_Flyby	8.0000	Battle_Projectile_Doppler	large	1.0000	0.5000	1.0000	0.5000	0.2000
wh2_dragon_breath_dark	100.0000	300.0000	200.0000	10.0000												100.0000	0.0000	false		wh2_grp_projectile_dragons_breath_dark_loop		1.0000						false	false	false		10.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dragon_breath_flame_multi	100.0000	300.0000	200.0000	10.0000												100.0000	0.0000	false		wh2_grp_projectile_dragons_breath_flaming_multi_loop		1.0000						false	false	false		10.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dragon_breath_ice_multi	100.0000	300.0000	200.0000	10.0000												100.0000	0.0000	false		wh2_grp_projectile_dragons_breath_ice_multi_loop		1.0000						false	false	false		10.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_dragon_breath_poison	100.0000	300.0000	200.0000	10.0000												100.0000	0.0000	false		wh2_grp_projectile_dragons_breath_poison_loop		1.0000						false	false	false		10.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_globe_magical	150.0000	150.0000	150.0000	22.0000				Battle_Individual_Projectile_Globe_Impact_Magical		Battle_Individual_Projectile_Globe_InFlight_Magical_Play	Battle_Individual_Projectile_Globe_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false		wh2_grp_projectile_globe_inflight_magical	wh2_grp_projectile_globe_impact_magical	1.0000						false	false	false		10.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_harpoon_bolt_normal_LH_multi_impact	150.0000	240.0000	100.0000	22.0000	Battle_Individual_Projectile_Bolt_Fire_LH			Battle_Individual_Projectile_Bolt_Impact_LH		Battle_Individual_Projectile_Bolt_InFlight_Normal_Play	Battle_Individual_Projectile_Bolt_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false			wh_grp_projectile_crossbow_impact	1.0000						true	false	false	Battle_Individual_Projectile_Arrow_Passby	18.0000		medium	1.0000	0.0000	1.0000	0.5000	1.0000
wh2_harpoon_bolt_normal_multi_impact	150.0000	240.0000	100.0000	22.0000	Battle_Individual_Projectile_Bolt_Fire			Battle_Individual_Projectile_Bolt_Impact_LH		Battle_Individual_Projectile_Bolt_InFlight_Normal_Play	Battle_Individual_Projectile_Bolt_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false			wh_grp_projectile_crossbow_impact	1.0000						true	false	false	Battle_Individual_Projectile_Arrow_Passby	18.0000		medium	1.0000	0.0000	1.0000	0.5000	1.0000
wh2_harpoon_bolt_poison_multi_impact	150.0000	240.0000	100.0000	22.0000	Battle_Individual_Projectile_Bolt_Fire			Battle_Individual_Projectile_Bolt_Impact_LH				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false		wh2_grp_projectile_dart_inflight_normal	wh2_grp_projectile_dart_impact_normal	1.0000						true	false	false	Battle_Individual_Projectile_Arrow_Passby	18.0000		medium	1.0000	0.0000	1.0000	0.5000	1.0000
wh2_hef_tower_magic_missile	400.0000	500.0000	400.0000	10.0000	Battle_Individual_Projectile_HEF_tower_missile_Launch		Battle_IND_Magic_Fire_Fireball_Incoming			Battle_Individual_Projectile_HEF_tower_missile_InFlight_play	Battle_Individual_Projectile_HEF_tower_missile_InFlight_stop					500.0000	0.0000	true				1.0000						false	false	false	Battle_Individual_Projectile_HEF_tower_missile_Flyby	50.0000		large	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_helblaster_bullet_multi_impact_large	250.0000	400.0000	100.0000	10.0000				Play_Battle_Individual_Projectile_Bullet_Large_Cluster_Impact				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true		wh_grp_projectile_bullet_inflight	wh2_grp_projectile_bullet_impact_multi_large	1.0000	Battle_Projectile_Speed	Projectile_Speed			Battle_Projectile_Impact_Target	false	true	true	Battle_Individual_Projectile_Bullet_Large_Passby	15.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_lzd_tower_magic_missle	500.0000	500.0000	360.0000	10.0000	Battle_Individual_Projectile_LZD_Tower_Magic_Missile_Launch		Battle_Individual_Projectile_LZD_Tower_Magic_Missile_Incoming			Battle_Individual_Projectile_LZD_Tower_Magic_Missile_Inflight_Start	Battle_Individual_Projectile_LZD_Tower_Magic_Missile_Inflight_Stop					500.0000	0.0000	true				1.0000						true	true	true		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_lzd_tower_solar_engine	250.0000	400.0000	400.0000	0.0000	Battle_Individual_Projectile_LZD_Tower_Solar_Engine_Launch		Battle_Individual_Projectile_Incoming_Shell			Battle_Individual_Projectile_LZD_Tower_Solar_Engine_Inflight_Start	Battle_Individual_Projectile_LZD_Tower_Solar_Engine_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	false			wh2_grp_projectile_tower_lzd_solar_engine_impact	1.0000						true	true	true	Battle_Individual_Projectile_LZD_Tower_Solar_Engine_Flyby	50.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_bloodwrack_cauldron	0.0000	1000.0000	1000.0000	0.0000			Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Bloodwrack_Cauldron_Inflight_Start	Battle_IND_Magic_Bloodwrack_Cauldron_Inflight_Stop					100.0000	0.0000	false				1.5000	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_bolt_of_spite	0.0000	1000.0000	1000.0000	0.0000			Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Bolt_Of_Spite_Inflight_Start	Battle_IND_Magic_Bolt_Of_Spite_Inflight_Stop					100.0000	0.0000	false				1.5000	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_bow_of_the_seafarer	500.0000	500.0000	500.0000	22.0000	Battle_IND_Magic_Bow_Of_The_Seafarer_Launch			Battle_IND_Magic_Bow_Of_The_Seafarer_Impact		Battle_IND_Magic_Bow_Of_The_Seafarer_Inflight_Start	Battle_IND_Magic_Bow_Of_The_Seafarer_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true				1.0000						false	false	false		10.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_brazen_cauldron	0.0000	1000.0000	1000.0000	0.0000			Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Brazen_Cauldron_Inflight_Start	Battle_IND_Magic_Brazen_Cauldron_Inflight_Stop					100.0000	0.0000	false				1.5000	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_doomrocket	500.0000	500.0000	500.0000	22.0000	Battle_Individual_Magic_Doomrocket_Launch			Battle_Individual_Magic_Doomrocket_Impact		Battle_Individual_Magic_Doomrocket_Inflight_Start	Battle_Individual_Magic_Doomrocket_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true				1.0000						false	false	false		10.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_sky_cauldron	0.0000	1000.0000	1000.0000	0.0000			Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Sky_Cauldron_Inflight_Start	Battle_IND_Magic_Sky_Cauldron_Inflight_Stop					100.0000	0.0000	false				1.5000	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_soul_rain	500.0000	500.0000	360.0000	10.0000						Battle_IND_Magic_Soul_Rain_Inflight_Start	Battle_IND_Magic_Soul_Rain_Inflight_Stop					500.0000	0.0000	true				1.0000						false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_soul_storm	500.0000	500.0000	360.0000	10.0000						Battle_IND_Magic_Soul_Storm_Inflight_Start	Battle_IND_Magic_Soul_Storm_Inflight_Stop					500.0000	0.0000	true				1.0000						false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_soul_torrent	500.0000	500.0000	360.0000	10.0000						Battle_IND_Magic_Soul_Torrent_Inflight_Start	Battle_IND_Magic_Soul_Torrent_Inflight_Stop					500.0000	0.0000	true				1.0000						false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_volley_of_dark_arrows	500.0000	500.0000	500.0000	22.0000	Battle_IND_Magic_Volley_Of_Dark_Arrows_Launch			Battle_IND_Magic_Volley_Of_Dark_Arrows_Impact		Battle_IND_Magic_Volley_Of_Dark_Arrows_Inflight_Start	Battle_IND_Magic_Volley_Of_Dark_Arrows_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true				1.0000						false	false	false		10.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_volley_of_high_arrows	500.0000	500.0000	500.0000	22.0000	Battle_IND_Magic_Volley_Of_High_Arrows_Launch			Battle_IND_Magic_Volley_Of_High_Arrows_Impact		Battle_IND_Magic_Volley_Of_High_Arrows_Inflight_Start	Battle_IND_Magic_Volley_Of_High_Arrows_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true				1.0000						false	false	false		10.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_vortic_blast_shrapnel	400.0000	400.0000	400.0000	0.0000				Battle_IND_Magic_Vortic_Blast_Shrapnel_Impact		Battle_IND_Magic_Vortic_Blast_Shrapnel_Inflight_Start	Battle_IND_Magic_Vortic_Blast_Shrapnel_Inflight_Stop					100.0000	0.0000	false				1.0000						false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_vortic_enrichment_shrapnel	400.0000	400.0000	400.0000	0.0000				Battle_IND_Magic_Vortic_Enrichment_Shrapnel_Impact		Battle_IND_Magic_Vortic_Enrichment_Shrapnel_Inflight_Start	Battle_IND_Magic_Vortic_Enrichment_Shrapnel_Inflight_Stop					100.0000	0.0000	false				1.0000						false	false	false		10.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_ability_wake_of_fire	0.0000	500.0000	300.0000	10.0000			Battle_IND_Magic_Wake_Of_Fire_Conjure	Battle_Individual_Projectile_Bomb_Explosion		Battle_Individual_Projectile_Bomb_InFlight_Play	Battle_Individual_Projectile_Bomb_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	true				1.0000	Battle_Projectile_Speed	Projectile_Speed	Battle_Projectile_Height	Projectile_Height		false	false	false		10.0000		large	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_skv_death_globe	150.0000	150.0000	150.0000	22.0000				Battle_Individual_Projectile_Globe_Impact_Death_Globe		Battle_Individual_Projectile_Globe_InFlight_Magical_Play	Battle_Individual_Projectile_Globe_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false		wh2_grp_projectile_globe_inflight_magical		1.0000						false	false	false		10.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_skv_doomwheel_warp_lightning	400.0000	400.0000	400.0000	0.0000	Battle_Individual_WarMachine_Doom_Wheel_Warp_Lightning_Cannon_Fire		Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Flyby			Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Inflight_Start	Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	false			wh2_grp_projectile_skv_doomwheel_warp_lightning	1.0000						false	false	true	Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Flyby	100.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_skv_poison_wind_globe	150.0000	150.0000	150.0000	22.0000				Battle_Individual_Projectile_Globe_Impact_Poison_Wind		Battle_Individual_Projectile_Globe_InFlight_Magical_Play	Battle_Individual_Projectile_Globe_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	false		wh2_grp_projectile_globe_inflight_magical		1.0000						false	false	false		10.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_skv_warp_lightning_cannon	400.0000	600.0000	400.0000	0.0000						Battle_Individual_Projectile_Warp_Lightning_Cannon_Inflight_Start	Battle_Individual_Projectile_Warp_Lightning_Cannon_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100.0000	0.0000	false			wh2_grp_projectile_skv_warp_lightning_cannon	1.0000	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact				false	false	true	Battle_Individual_Projectile_Warp_Lightning_Cannon_Flyby	100.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_spell_high_magic_soul_quench	500.0000	500.0000	500.0000	10.0000	Battle_IND_Magic_High_Magic_Soul_Quench_Launch		Battle_IND_Magic_Fire_Fireball_Incoming	Battle_IND_Magic_High_Magic_Soul_Quench_Impact		Battle_IND_Magic_High_Magic_Soul_Quench_Inflight_Loop_Start	Battle_IND_Magic_High_Magic_Soul_Quench_Inflight_Loop_Stop					500.0000	0.0000	true				1.0000						false	false	false	Battle_IND_Magic_High_Magic_Soul_Quench_Flyby	50.0000		magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_main_spell_plague_dreaded_thirteenth_spell_shrapnel	500.0000	500.0000	500.0000	22.0000	IND_magic_plague_dreaded_13th_shrapnel_launch			IND_magic_plague_dreaded_13th_shrapnel_impact				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true				1.0000						false	false	false		10.0000	Battle_Projectile_Doppler	magic	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_ogre_bullet_multi_impact_large	250.0000	100.0000	100.0000	10.0000								Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true		wh_grp_projectile_ogre_bullet_inflight	wh2_grp_projectile_ogre_bullet_impact_multi_large	1.0000						false	true	true	Battle_Individual_Projectile_Ogre_Bullet_Large_Passby	15.0000		medium	1.0000	0.0000	1.0000	0.5000	0.5000
wh2_skv_sniper_bullet	350.0000	50.0000	100.0000	22.0000	Battle_Individual_Small_Arms_Repeater_Rifle_Fire			Battle_Individual_Projectile_Bullet_Impact		Battle_Individual_Projectile_Arrow_InFlight_Normal_Play	Battle_Individual_Projectile_Arrow_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100.0000	0.0000	true		wh_grp_projectile_arrow_inflight_normal	wh_grp_projectile_bullet_impact	1.0000						false	false	false		10.0000		small	1.0000	0.0000	1.0000	0.5000	0.5000
