bonus_value_id	effect	agent_action_record
active	wh2_main_effect_agent_action_enable_runesmith_passive_spread_corruption	wh2_main_agent_action_runesmith_passive_spread_corruption
active	wh2_main_effect_agent_action_enable_runesmith_passive_spread_public_order	wh2_main_agent_action_runesmith_passive_spread_public_order
active	wh2_main_effect_agent_action_enable_spy_assist_army_enhance_mobility	wh2_main_agent_action_spy_assist_army_increase_mobility
active	wh2_main_effect_agent_action_enable_spy_assist_army_replenish_troops_horde	wh2_main_agent_action_spy_assist_army_replenish_troops_horde
active	wh2_main_effect_agent_action_enable_spy_assist_army_replenish_troops	wh2_main_agent_action_spy_assist_army_replenish_troops
active	wh2_main_effect_agent_action_enable_spy_assist_army_scavenge	wh2_main_agent_action_spy_assist_army_scavenge
active	wh2_main_effect_agent_action_enable_spy_assist_army_training	wh2_main_agent_action_spy_assist_army_training
active	wh2_main_effect_agent_action_enable_spy_hinder_agent_assassinate	wh2_main_agent_action_spy_hinder_agent_assassinate
active	wh2_main_effect_agent_action_enable_spy_hinder_army_assault_units	wh2_main_agent_action_spy_hinder_army_assault_units
active	wh2_main_effect_agent_action_enable_spy_hinder_army_block_army	wh2_main_agent_action_spy_hinder_army_block_army
active	wh2_main_effect_agent_action_enable_spy_hinder_army_hinder_replenishment	wh2_main_agent_action_spy_hinder_army_hinder_replenishment
active	wh2_main_effect_agent_action_enable_spy_hinder_character_assassinate	wh2_main_agent_action_spy_hinder_character_assassinate
active	wh2_main_effect_agent_action_enable_spy_hinder_settlement_assault_garrison	wh2_main_agent_action_spy_hinder_settlement_assault_garrison
active	wh2_main_effect_agent_action_enable_spy_hinder_settlement_damage_walls	wh2_main_agent_action_spy_hinder_settlement_damage_walls
active	wh2_main_effect_agent_action_enable_spy_hinder_settlement_scout_settlement	wh2_main_agent_action_spy_hinder_settlement_scout_settlement
active	wh2_main_effect_agent_action_enable_spy_passive_boost_income	wh2_main_agent_action_spy_passive_boost_income
active	wh2_main_effect_agent_action_enable_spy_passive_increase_slave_income	wh2_main_agent_action_spy_passive_increase_slave_income
active	wh2_main_effect_agent_action_enable_spy_passive_spread_corruption	wh2_main_agent_action_spy_passive_spread_corruption
active	wh2_main_effect_agent_action_enable_spy_passive_spread_public_order	wh2_main_agent_action_spy_passive_spread_public_order
active	wh2_main_effect_agent_action_enable_spy_passive_stimulate_growth	wh2_main_agent_action_spy_passive_stimulate_growth
active	wh2_main_effect_agent_action_enable_wizard_assist_army_replenish_troops	wh2_main_agent_action_wizard_assist_army_replenish_troops
active	wh2_main_effect_agent_action_enable_wizard_assist_army_scouting	wh2_main_agent_action_wizard_assist_army_scouting
active	wh2_main_effect_agent_action_enable_wizard_hinder_agent_wound	wh2_main_agent_action_wizard_hinder_agent_wound
active	wh2_main_effect_agent_action_enable_wizard_hinder_army_assault_unit	wh2_main_agent_action_wizard_hinder_army_assault_unit
active	wh2_main_effect_agent_action_enable_wizard_hinder_army_block_army	wh2_main_agent_action_wizard_hinder_army_block_army
active	wh2_main_effect_agent_action_enable_wizard_hinder_army_hinder_replenishment	wh2_main_agent_action_wizard_hinder_army_hinder_replenishment
active	wh2_main_effect_agent_action_enable_wizard_hinder_settlement_damage_building	wh2_main_agent_action_wizard_hinder_settlement_damage_building
active	wh2_main_effect_agent_action_enable_wizard_hinder_settlement_damage_walls	wh2_main_agent_action_wizard_hinder_settlement_damage_walls
active	wh2_main_effect_agent_action_enable_wizard_hinder_settlement_plague_priest_ritual	wh2_main_agent_action_wizard_hinder_settlement_plague_priest_ritual
active	wh2_main_effect_agent_action_enable_wizard_hinder_settlement_scout_settlement	wh2_main_agent_action_wizard_hinder_settlement_scout_settlement
active	wh2_main_effect_agent_action_enable_wizard_hinder_settlement_steal_technology	wh2_main_agent_action_wizard_hinder_settlement_steal_technology
active	wh2_main_effect_agent_action_enable_wizard_passive_boost_income	wh2_main_agent_action_wizard_passive_boost_income
active	wh2_main_effect_agent_action_enable_wizard_passive_spread_corruption_chs	wh2_main_agent_action_wizard_passive_spread_corruption_chs
active	wh2_main_effect_agent_action_enable_wizard_passive_spread_corruption_skv	wh2_main_agent_action_wizard_passive_spread_corruption_skv
active	wh2_main_effect_agent_action_enable_wizard_passive_spread_corruption	wh2_main_agent_action_wizard_passive_spread_corruption
active	wh2_main_effect_agent_action_enable_wizard_passive_spread_public_order	wh2_main_agent_action_wizard_passive_spread_public_order
success_mod	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	wh2_main_agent_action_champion_hinder_agent_assassinate
success_mod	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	wh2_main_agent_action_engineer_hinder_agent_assassinate
success_mod	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	wh2_main_agent_action_runesmith_hinder_character_assassinate
success_mod	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	wh2_main_agent_action_spy_hinder_agent_assassinate
success_mod	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	wh2_main_agent_action_wizard_hinder_agent_assassinate
success_mod	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	wh3_main_agent_action_dignitary_hinder_agent_assassinate
success_mod	wh2_main_effect_agent_action_hinder_agent_wound_buff	wh2_main_agent_action_champion_hinder_agent_wound
success_mod	wh2_main_effect_agent_action_hinder_agent_wound_buff	wh2_main_agent_action_dignitary_hinder_agent_wound
success_mod	wh2_main_effect_agent_action_hinder_agent_wound_buff	wh2_main_agent_action_engineer_hinder_agent_wound
success_mod	wh2_main_effect_agent_action_hinder_agent_wound_buff	wh2_main_agent_action_runesmith_hinder_agent_wound
success_mod	wh2_main_effect_agent_action_hinder_agent_wound_buff	wh2_main_agent_action_wizard_hinder_agent_wound
active	wh3_dlc20_effect_agent_action_enable_dignitary_hinder_settlement_establish_cult_khorne	wh3_dlc20_agent_action_dignitary_hinder_settlement_establish_cult_khorne
active	wh3_dlc20_effect_agent_action_enable_dignitary_hinder_settlement_establish_cult_nurgle	wh3_dlc20_agent_action_dignitary_hinder_settlement_establish_cult_nurgle
active	wh3_dlc20_effect_agent_action_enable_dignitary_hinder_settlement_establish_cult_slaanesh	wh3_dlc20_agent_action_dignitary_hinder_settlement_establish_cult_slaanesh
active	wh3_dlc20_effect_agent_action_enable_dignitary_hinder_settlement_establish_cult_tzeentch	wh3_dlc20_agent_action_dignitary_hinder_settlement_establish_cult_tzeentch
success_mod	wh3_dlc20_effect_agent_action_success_chance_dignitary_establish_cult_khorne	wh3_dlc20_agent_action_dignitary_hinder_settlement_establish_cult_khorne
active	wh3_dlc23_agent_action_daemonsmith_sorcerer_hashuts_blood	wh3_dlc23_agent_action_wizard_destroy_settlement_daemonsmith_settlement
active	wh3_dlc23_bundle_daemonsmith_super_volcano_dummy	wh3_dlc23_agent_action_wizard_destroy_settlement_daemonsmith_settlement
active	wh3_dlc23_effect_agent_action_enable_spy_hinder_settlement_damage_building	wh3_dlc23_agent_action_spy_hinder_settlement_damage_building
active	wh3_dlc23_effect_agent_action_enable_wizard_assist_army_enhance_mobility	wh3_dlc23_agent_action_enable_wizard_assist_army_enhance_mobility
success_mod	wh3_dlc24_effect_agent_action_disable_engineer_hinder_settlement_infiltrate_cults_unique	wh3_dlc24_agent_action_engineer_hinder_settlement_infiltrate_cults_unique_military
success_mod	wh3_dlc24_effect_agent_action_disable_engineer_hinder_settlement_infiltrate_cults_unique	wh3_dlc24_agent_action_engineer_hinder_settlement_infiltrate_cults_unique_parasitic
success_mod	wh3_dlc24_effect_agent_action_disable_engineer_hinder_settlement_infiltrate_cults_unique	wh3_dlc24_agent_action_engineer_hinder_settlement_infiltrate_cults_unique_symbiotic
active	wh3_dlc24_effect_agent_action_enable_dignitary_hinder_army_hags_cursemark	wh3_dlc24_agent_action_runesmith_hinder_army_hags_cursemark
active	wh3_dlc24_effect_agent_action_enable_engineer_hinder_settlement_infiltrate_cults_unique	wh3_dlc24_agent_action_engineer_hinder_settlement_infiltrate_cults_unique_military
active	wh3_dlc24_effect_agent_action_enable_engineer_hinder_settlement_infiltrate_cults_unique	wh3_dlc24_agent_action_engineer_hinder_settlement_infiltrate_cults_unique_parasitic
active	wh3_dlc24_effect_agent_action_enable_engineer_hinder_settlement_infiltrate_cults_unique	wh3_dlc24_agent_action_engineer_hinder_settlement_infiltrate_cults_unique_symbiotic
active	wh3_dlc24_effect_agent_action_enable_runesmith_assist_army_protective_charms	wh3_dlc24_agent_action_runesmith_assist_army_protective_charms
active	wh3_dlc24_effect_agent_action_enable_wizard_assist_army_siphon_winds	wh3_dlc24_agent_action_wizard_hinder_army_siphon_winds
active	wh3_dlc24_effect_agent_action_enable_wizard_hinder_army_funnel_magic	wh3_dlc24_agent_action_wizard_assist_army_funnel_magic
success_mod	wh3_dlc24_effect_agent_action_hinder_army_hags_cursemark_buff	wh3_dlc24_agent_action_runesmith_hinder_army_hags_cursemark
active	wh3_main_effect_agent_action_enable_champion_passive_spread_corruption	wh2_main_agent_action_champion_passive_spread_corruption
active	wh3_main_effect_agent_action_enable_dignitary_assist_army_enhance_mobility	wh3_main_agent_action_dignitary_assist_army_enhance_mobility
active	wh3_main_effect_agent_action_enable_dignitary_assist_army_scouting	wh3_main_agent_action_dignitary_assist_army_scouting
active	wh3_main_effect_agent_action_enable_dignitary_assist_army_training	wh2_main_agent_action_dignitary_assist_army_training
active	wh3_main_effect_agent_action_enable_dignitary_hinder_agent_assassinate	wh3_main_agent_action_dignitary_hinder_agent_assassinate
active	wh3_main_effect_agent_action_enable_dignitary_hinder_army_block_army	wh3_main_agent_action_dignitary_hinder_army_block_army
active	wh3_main_effect_agent_action_enable_dignitary_hinder_settlement_establish_cult	wh3_main_agent_action_dignitary_hinder_settlement_establish_cult
active	wh3_main_effect_agent_action_enable_dignitary_passive_spread_corruption_nur	wh3_main_agent_action_dignitary_passive_spread_corruption_nur
active	wh3_main_effect_agent_action_enable_dignitary_passive_spread_corruption_sla	wh3_main_agent_action_dignitary_passive_spread_corruption_sla
active	wh3_main_effect_agent_action_enable_dignitary_passive_spread_corruption_tze	wh3_main_agent_action_dignitary_passive_spread_corruption_tze
active	wh3_main_effect_agent_action_enable_engineer_hinder_agent_assassinate	wh2_main_agent_action_engineer_hinder_agent_assassinate
active	wh3_main_effect_agent_action_enable_engineer_hinder_army_assault_units	wh2_main_agent_action_engineer_hinder_army_assault_units
active	wh3_main_effect_agent_action_enable_engineer_hinder_army_hinder_replenishment	wh2_main_agent_action_engineer_hinder_army_hinder_replenishment
active	wh3_main_effect_agent_action_enable_engineer_hinder_settlement_assault_garrison	wh2_main_agent_action_engineer_hinder_settlement_assault_garrison
active	wh3_main_effect_agent_action_enable_engineer_hinder_settlement_damage_building	wh2_main_agent_action_engineer_hinder_settlement_damage_building
active	wh3_main_effect_agent_action_enable_engineer_passive_spread_public_order	wh2_main_agent_action_engineer_passive_spread_public_order
active	wh3_main_effect_agent_action_enable_runesmith_hinder_agent_assassinate	wh2_main_agent_action_runesmith_hinder_character_assassinate
active	wh3_main_effect_agent_action_enable_runesmith_passive_spread_corruption_kho	wh3_main_agent_action_runesmith_passive_spread_corruption_kho
active	wh3_main_effect_agent_action_enable_spy_hinder_agent_wound	wh2_main_agent_action_spy_hinder_agent_wound
success_mod	wh3_main_effect_agent_action_enable_spy_hinder_agent_wound	wh2_main_agent_action_spy_hinder_agent_wound
active	wh3_main_effect_agent_action_enable_wizard_assist_army_training	wh2_main_agent_action_wizard_assist_army_training
active	wh3_main_effect_agent_action_enable_wizard_hinder_agent_assassinate	wh2_main_agent_action_wizard_hinder_agent_assassinate
active	wh3_main_effect_agent_action_enable_wizard_hinder_army_assault_units	wh2_main_agent_action_wizard_hinder_army_assault_units
active	wh3_main_effect_agent_action_enable_wizard_hinder_army_plague_cultist_ritual	wh3_main_agent_action_dignitary_hinder_army_plague_cultist_ritual
active	wh3_main_effect_agent_action_enable_wizard_hinder_settlement_assault_garrison	wh2_main_agent_action_wizard_hinder_settlement_assault_garrison
active	wh3_main_effect_agent_action_enable_wizard_hinder_settlement_plague_cultist_ritual	wh3_main_agent_action_dignitary_hinder_settlement_plague_cultist_ritual
active	wh3_main_effect_agent_action_enable_wizard_passive_spread_corruption_sla	wh3_main_agent_action_wizard_passive_spread_corruption_sla
active	wh3_main_effect_agent_action_enable_wizard_passive_spread_corruption_tze	wh3_main_agent_action_wizard_passive_spread_corruption_tze
cost_mod	wh3_main_effect_agent_action_hinder_settlement_establish_cult_cost_mod	wh3_main_agent_action_dignitary_hinder_settlement_establish_cult
success_mod	wh3_main_effect_agent_action_success_chance_dignitary_establish_cult	wh3_main_agent_action_dignitary_hinder_settlement_establish_cult
success_mod_opponent	wh3_main_effect_ogr_camp_block_army_enemy_success_chance	wh2_main_agent_action_champion_hinder_army_block_army
success_mod_opponent	wh3_main_effect_ogr_camp_block_army_enemy_success_chance	wh2_main_agent_action_engineer_hinder_army_block_army
success_mod_opponent	wh3_main_effect_ogr_camp_block_army_enemy_success_chance	wh2_main_agent_action_spy_hinder_army_block_army
success_mod_opponent	wh3_main_effect_ogr_camp_block_army_enemy_success_chance	wh2_main_agent_action_wizard_hinder_army_block_army
success_mod_opponent	wh3_main_effect_ogr_camp_block_army_enemy_success_chance	wh3_main_agent_action_dignitary_hinder_army_block_army
success_mod_opponent	wh_main_effect_agent_action_assassinate_success_chance_enemy	wh2_main_agent_action_champion_hinder_agent_wound
success_mod_opponent	wh_main_effect_agent_action_assassinate_success_chance_enemy	wh2_main_agent_action_dignitary_hinder_agent_wound
success_mod_opponent	wh_main_effect_agent_action_assassinate_success_chance_enemy	wh2_main_agent_action_engineer_hinder_agent_wound
success_mod_opponent	wh_main_effect_agent_action_assassinate_success_chance_enemy	wh2_main_agent_action_runesmith_hinder_agent_wound
success_mod_opponent	wh_main_effect_agent_action_assassinate_success_chance_enemy	wh2_main_agent_action_runesmith_hinder_character_assassinate
success_mod_opponent	wh_main_effect_agent_action_assassinate_success_chance_enemy	wh2_main_agent_action_spy_hinder_agent_assassinate
success_mod_opponent	wh_main_effect_agent_action_assassinate_success_chance_enemy	wh2_main_agent_action_wizard_hinder_agent_wound
