faction_key	unit_key
wh2_main_bst_ripper_horn	wh_dlc03_bst_inf_gor_herd_0
wh2_main_bst_ripper_horn	wh_dlc03_bst_inf_ungor_herd_1
wh2_main_bst_ripper_horn	wh_dlc03_bst_inf_ungor_raiders_0
wh2_main_bst_ripper_horn	wh_dlc03_bst_inf_ungor_spearmen_0
wh2_main_bst_shadowgor	wh_dlc03_bst_inf_gor_herd_0
wh2_main_bst_shadowgor	wh_dlc03_bst_inf_ungor_herd_1
wh2_main_bst_shadowgor	wh_dlc03_bst_inf_ungor_raiders_0
wh2_main_bst_shadowgor	wh_dlc03_bst_inf_ungor_spearmen_0
wh2_main_bst_skrinderkin	wh_dlc03_bst_inf_gor_herd_0
wh2_main_bst_skrinderkin	wh_dlc03_bst_inf_ungor_herd_1
wh2_main_bst_skrinderkin	wh_dlc03_bst_inf_ungor_raiders_0
wh2_main_bst_skrinderkin	wh_dlc03_bst_inf_ungor_spearmen_0
wh2_main_bst_stone_horn	wh_dlc03_bst_inf_gor_herd_0
wh2_main_bst_stone_horn	wh_dlc03_bst_inf_ungor_herd_1
wh2_main_bst_stone_horn	wh_dlc03_bst_inf_ungor_raiders_0
wh2_main_bst_stone_horn	wh_dlc03_bst_inf_ungor_spearmen_0
wh2_main_chs_chaos_incursion_def	wh3_dlc20_chs_mon_warshrine
wh2_main_chs_chaos_incursion_def	wh3_dlc20_chs_mon_warshrine_mkho
wh2_main_chs_chaos_incursion_def	wh3_dlc20_chs_mon_warshrine_mnur
wh2_main_chs_chaos_incursion_def	wh3_dlc20_chs_mon_warshrine_msla
wh2_main_chs_chaos_incursion_def	wh3_dlc20_chs_mon_warshrine_mtze
wh2_main_chs_chaos_incursion_def	wh_main_chs_art_hellcannon
wh2_main_chs_chaos_incursion_def	wh_main_chs_cav_chaos_chariot
wh2_main_chs_chaos_incursion_def	wh_main_chs_cav_chaos_knights_0
wh2_main_chs_chaos_incursion_def	wh_main_chs_cav_chaos_knights_1
wh2_main_chs_chaos_incursion_def	wh_main_chs_cav_marauder_horsemen_0
wh2_main_chs_chaos_incursion_def	wh_main_chs_cav_marauder_horsemen_1
wh2_main_chs_chaos_incursion_def	wh_main_chs_inf_chaos_marauders_0
wh2_main_chs_chaos_incursion_def	wh_main_chs_inf_chaos_marauders_1
wh2_main_chs_chaos_incursion_def	wh_main_chs_inf_chaos_warriors_0
wh2_main_chs_chaos_incursion_def	wh_main_chs_inf_chaos_warriors_1
wh2_main_chs_chaos_incursion_def	wh_main_chs_inf_chosen_0
wh2_main_chs_chaos_incursion_def	wh_main_chs_inf_chosen_1
wh2_main_chs_chaos_incursion_def	wh_main_chs_mon_chaos_spawn
wh2_main_chs_chaos_incursion_def	wh_main_chs_mon_chaos_warhounds_0
wh2_main_chs_chaos_incursion_def	wh_main_chs_mon_chaos_warhounds_1
wh2_main_chs_chaos_incursion_def	wh_main_chs_mon_trolls
wh2_main_chs_chaos_incursion_hef	wh3_dlc20_chs_mon_warshrine
wh2_main_chs_chaos_incursion_hef	wh3_dlc20_chs_mon_warshrine_mkho
wh2_main_chs_chaos_incursion_hef	wh3_dlc20_chs_mon_warshrine_mnur
wh2_main_chs_chaos_incursion_hef	wh3_dlc20_chs_mon_warshrine_msla
wh2_main_chs_chaos_incursion_hef	wh3_dlc20_chs_mon_warshrine_mtze
wh2_main_chs_chaos_incursion_hef	wh_main_chs_art_hellcannon
wh2_main_chs_chaos_incursion_hef	wh_main_chs_cav_chaos_chariot
wh2_main_chs_chaos_incursion_hef	wh_main_chs_cav_chaos_knights_0
wh2_main_chs_chaos_incursion_hef	wh_main_chs_cav_chaos_knights_1
wh2_main_chs_chaos_incursion_hef	wh_main_chs_cav_marauder_horsemen_0
wh2_main_chs_chaos_incursion_hef	wh_main_chs_cav_marauder_horsemen_1
wh2_main_chs_chaos_incursion_hef	wh_main_chs_inf_chaos_marauders_0
wh2_main_chs_chaos_incursion_hef	wh_main_chs_inf_chaos_marauders_1
wh2_main_chs_chaos_incursion_hef	wh_main_chs_inf_chaos_warriors_0
wh2_main_chs_chaos_incursion_hef	wh_main_chs_inf_chaos_warriors_1
wh2_main_chs_chaos_incursion_hef	wh_main_chs_inf_chosen_0
wh2_main_chs_chaos_incursion_hef	wh_main_chs_inf_chosen_1
wh2_main_chs_chaos_incursion_hef	wh_main_chs_mon_chaos_spawn
wh2_main_chs_chaos_incursion_hef	wh_main_chs_mon_chaos_warhounds_0
wh2_main_chs_chaos_incursion_hef	wh_main_chs_mon_chaos_warhounds_1
wh2_main_chs_chaos_incursion_hef	wh_main_chs_mon_trolls
wh2_main_chs_chaos_incursion_lzd	wh3_dlc20_chs_mon_warshrine
wh2_main_chs_chaos_incursion_lzd	wh3_dlc20_chs_mon_warshrine_mkho
wh2_main_chs_chaos_incursion_lzd	wh3_dlc20_chs_mon_warshrine_mnur
wh2_main_chs_chaos_incursion_lzd	wh3_dlc20_chs_mon_warshrine_msla
wh2_main_chs_chaos_incursion_lzd	wh3_dlc20_chs_mon_warshrine_mtze
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_art_hellcannon
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_cav_chaos_chariot
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_cav_chaos_knights_0
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_cav_chaos_knights_1
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_cav_marauder_horsemen_0
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_cav_marauder_horsemen_1
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_inf_chaos_marauders_0
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_inf_chaos_marauders_1
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_inf_chaos_warriors_0
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_inf_chaos_warriors_1
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_inf_chosen_0
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_inf_chosen_1
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_mon_chaos_spawn
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_mon_chaos_warhounds_0
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_mon_chaos_warhounds_1
wh2_main_chs_chaos_incursion_lzd	wh_main_chs_mon_trolls
wh2_main_chs_chaos_incursion_skv	wh3_dlc20_chs_mon_warshrine
wh2_main_chs_chaos_incursion_skv	wh3_dlc20_chs_mon_warshrine_mkho
wh2_main_chs_chaos_incursion_skv	wh3_dlc20_chs_mon_warshrine_mnur
wh2_main_chs_chaos_incursion_skv	wh3_dlc20_chs_mon_warshrine_msla
wh2_main_chs_chaos_incursion_skv	wh3_dlc20_chs_mon_warshrine_mtze
wh2_main_chs_chaos_incursion_skv	wh_main_chs_art_hellcannon
wh2_main_chs_chaos_incursion_skv	wh_main_chs_cav_chaos_chariot
wh2_main_chs_chaos_incursion_skv	wh_main_chs_cav_chaos_knights_0
wh2_main_chs_chaos_incursion_skv	wh_main_chs_cav_chaos_knights_1
wh2_main_chs_chaos_incursion_skv	wh_main_chs_cav_marauder_horsemen_0
wh2_main_chs_chaos_incursion_skv	wh_main_chs_cav_marauder_horsemen_1
wh2_main_chs_chaos_incursion_skv	wh_main_chs_inf_chaos_marauders_0
wh2_main_chs_chaos_incursion_skv	wh_main_chs_inf_chaos_marauders_1
wh2_main_chs_chaos_incursion_skv	wh_main_chs_inf_chaos_warriors_0
wh2_main_chs_chaos_incursion_skv	wh_main_chs_inf_chaos_warriors_1
wh2_main_chs_chaos_incursion_skv	wh_main_chs_inf_chosen_0
wh2_main_chs_chaos_incursion_skv	wh_main_chs_inf_chosen_1
wh2_main_chs_chaos_incursion_skv	wh_main_chs_mon_chaos_spawn
wh2_main_chs_chaos_incursion_skv	wh_main_chs_mon_chaos_warhounds_0
wh2_main_chs_chaos_incursion_skv	wh_main_chs_mon_chaos_warhounds_1
wh2_main_chs_chaos_incursion_skv	wh_main_chs_mon_trolls
wh2_main_def_bleak_holds	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_bleak_holds	wh2_main_def_cav_cold_one_chariot
wh2_main_def_bleak_holds	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_bleak_holds	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_bleak_holds	wh2_main_def_cav_dark_riders_0
wh2_main_def_bleak_holds	wh2_main_def_cav_dark_riders_1
wh2_main_def_bleak_holds	wh2_main_def_cav_dark_riders_2
wh2_main_def_bleak_holds	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_bleak_holds	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_bleak_holds	wh2_main_def_inf_bleakswords_0
wh2_main_def_bleak_holds	wh2_main_def_inf_darkshards_0
wh2_main_def_bleak_holds	wh2_main_def_inf_darkshards_1
wh2_main_def_bleak_holds	wh2_main_def_inf_dreadspears_0
wh2_main_def_bleak_holds	wh2_main_def_inf_harpies
wh2_main_def_bleak_holds	wh2_main_def_inf_shades_0
wh2_main_def_bleak_holds	wh2_main_def_inf_shades_1
wh2_main_def_bleak_holds	wh2_main_def_inf_shades_2
wh2_main_def_bleak_holds	wh2_main_def_inf_witch_elves_0
wh2_main_def_bleak_holds	wh2_main_def_mon_war_hydra
wh2_main_def_blood_hall_coven	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_blood_hall_coven	wh2_main_def_cav_cold_one_chariot
wh2_main_def_blood_hall_coven	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_blood_hall_coven	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_blood_hall_coven	wh2_main_def_cav_dark_riders_0
wh2_main_def_blood_hall_coven	wh2_main_def_cav_dark_riders_1
wh2_main_def_blood_hall_coven	wh2_main_def_cav_dark_riders_2
wh2_main_def_blood_hall_coven	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_blood_hall_coven	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_blood_hall_coven	wh2_main_def_inf_bleakswords_0
wh2_main_def_blood_hall_coven	wh2_main_def_inf_darkshards_0
wh2_main_def_blood_hall_coven	wh2_main_def_inf_darkshards_1
wh2_main_def_blood_hall_coven	wh2_main_def_inf_dreadspears_0
wh2_main_def_blood_hall_coven	wh2_main_def_inf_harpies
wh2_main_def_blood_hall_coven	wh2_main_def_inf_shades_0
wh2_main_def_blood_hall_coven	wh2_main_def_inf_shades_1
wh2_main_def_blood_hall_coven	wh2_main_def_inf_shades_2
wh2_main_def_blood_hall_coven	wh2_main_def_inf_witch_elves_0
wh2_main_def_blood_hall_coven	wh2_main_def_mon_war_hydra
wh2_main_def_clar_karond	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_clar_karond	wh2_main_def_cav_cold_one_chariot
wh2_main_def_clar_karond	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_clar_karond	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_clar_karond	wh2_main_def_cav_dark_riders_0
wh2_main_def_clar_karond	wh2_main_def_cav_dark_riders_1
wh2_main_def_clar_karond	wh2_main_def_cav_dark_riders_2
wh2_main_def_clar_karond	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_clar_karond	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_clar_karond	wh2_main_def_inf_bleakswords_0
wh2_main_def_clar_karond	wh2_main_def_inf_darkshards_0
wh2_main_def_clar_karond	wh2_main_def_inf_darkshards_1
wh2_main_def_clar_karond	wh2_main_def_inf_dreadspears_0
wh2_main_def_clar_karond	wh2_main_def_inf_harpies
wh2_main_def_clar_karond	wh2_main_def_inf_shades_0
wh2_main_def_clar_karond	wh2_main_def_inf_shades_1
wh2_main_def_clar_karond	wh2_main_def_inf_shades_2
wh2_main_def_clar_karond	wh2_main_def_inf_witch_elves_0
wh2_main_def_clar_karond	wh2_main_def_mon_war_hydra
wh2_main_def_cult_of_excess	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_cult_of_excess	wh2_main_def_cav_cold_one_chariot
wh2_main_def_cult_of_excess	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_cult_of_excess	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_cult_of_excess	wh2_main_def_cav_dark_riders_0
wh2_main_def_cult_of_excess	wh2_main_def_cav_dark_riders_1
wh2_main_def_cult_of_excess	wh2_main_def_cav_dark_riders_2
wh2_main_def_cult_of_excess	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_cult_of_excess	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_cult_of_excess	wh2_main_def_inf_bleakswords_0
wh2_main_def_cult_of_excess	wh2_main_def_inf_darkshards_0
wh2_main_def_cult_of_excess	wh2_main_def_inf_darkshards_1
wh2_main_def_cult_of_excess	wh2_main_def_inf_dreadspears_0
wh2_main_def_cult_of_excess	wh2_main_def_inf_harpies
wh2_main_def_cult_of_excess	wh2_main_def_inf_shades_0
wh2_main_def_cult_of_excess	wh2_main_def_inf_shades_1
wh2_main_def_cult_of_excess	wh2_main_def_inf_shades_2
wh2_main_def_cult_of_excess	wh2_main_def_inf_witch_elves_0
wh2_main_def_cult_of_excess	wh2_main_def_mon_war_hydra
wh2_main_def_cult_of_pleasure	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_cold_one_chariot
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_dark_riders_0
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_dark_riders_1
wh2_main_def_cult_of_pleasure	wh2_main_def_cav_dark_riders_2
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_bleakswords_0
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_darkshards_0
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_darkshards_1
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_dreadspears_0
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_harpies
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_shades_0
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_shades_1
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_shades_2
wh2_main_def_cult_of_pleasure	wh2_main_def_inf_witch_elves_0
wh2_main_def_cult_of_pleasure	wh2_main_def_mon_war_hydra
wh2_main_def_dark_elves_qb1	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_dark_elves_qb1	wh2_main_def_cav_cold_one_chariot
wh2_main_def_dark_elves_qb1	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_dark_elves_qb1	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_dark_elves_qb1	wh2_main_def_cav_dark_riders_0
wh2_main_def_dark_elves_qb1	wh2_main_def_cav_dark_riders_1
wh2_main_def_dark_elves_qb1	wh2_main_def_cav_dark_riders_2
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_bleakswords_0
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_darkshards_0
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_darkshards_1
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_dreadspears_0
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_harpies
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_shades_0
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_shades_1
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_shades_2
wh2_main_def_dark_elves_qb1	wh2_main_def_inf_witch_elves_0
wh2_main_def_dark_elves_qb2	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_dark_elves_qb2	wh2_main_def_cav_cold_one_chariot
wh2_main_def_dark_elves_qb2	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_dark_elves_qb2	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_dark_elves_qb2	wh2_main_def_cav_dark_riders_0
wh2_main_def_dark_elves_qb2	wh2_main_def_cav_dark_riders_1
wh2_main_def_dark_elves_qb2	wh2_main_def_cav_dark_riders_2
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_bleakswords_0
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_darkshards_0
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_darkshards_1
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_dreadspears_0
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_harpies
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_shades_0
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_shades_1
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_shades_2
wh2_main_def_dark_elves_qb2	wh2_main_def_inf_witch_elves_0
wh2_main_def_dark_elves_qb3	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_dark_elves_qb3	wh2_main_def_cav_cold_one_chariot
wh2_main_def_dark_elves_qb3	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_dark_elves_qb3	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_dark_elves_qb3	wh2_main_def_cav_dark_riders_0
wh2_main_def_dark_elves_qb3	wh2_main_def_cav_dark_riders_1
wh2_main_def_dark_elves_qb3	wh2_main_def_cav_dark_riders_2
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_bleakswords_0
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_darkshards_0
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_darkshards_1
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_dreadspears_0
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_harpies
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_shades_0
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_shades_1
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_shades_2
wh2_main_def_dark_elves_qb3	wh2_main_def_inf_witch_elves_0
wh2_main_def_dark_elves_qb4	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_dark_elves_qb4	wh2_main_def_cav_cold_one_chariot
wh2_main_def_dark_elves_qb4	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_dark_elves_qb4	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_dark_elves_qb4	wh2_main_def_cav_dark_riders_0
wh2_main_def_dark_elves_qb4	wh2_main_def_cav_dark_riders_1
wh2_main_def_dark_elves_qb4	wh2_main_def_cav_dark_riders_2
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_bleakswords_0
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_darkshards_0
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_darkshards_1
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_dreadspears_0
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_harpies
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_shades_0
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_shades_1
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_shades_2
wh2_main_def_dark_elves_qb4	wh2_main_def_inf_witch_elves_0
wh2_main_def_dark_elves_rebels	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_cold_one_chariot
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_dark_riders_0
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_dark_riders_1
wh2_main_def_dark_elves_rebels	wh2_main_def_cav_dark_riders_2
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_bleakswords_0
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_darkshards_0
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_darkshards_1
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_dreadspears_0
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_harpies
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_shades_0
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_shades_1
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_shades_2
wh2_main_def_dark_elves_rebels	wh2_main_def_inf_witch_elves_0
wh2_main_def_dark_elves	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_dark_elves	wh2_main_def_cav_cold_one_chariot
wh2_main_def_dark_elves	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_dark_elves	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_dark_elves	wh2_main_def_cav_dark_riders_0
wh2_main_def_dark_elves	wh2_main_def_cav_dark_riders_1
wh2_main_def_dark_elves	wh2_main_def_cav_dark_riders_2
wh2_main_def_dark_elves	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_dark_elves	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_dark_elves	wh2_main_def_inf_bleakswords_0
wh2_main_def_dark_elves	wh2_main_def_inf_darkshards_0
wh2_main_def_dark_elves	wh2_main_def_inf_darkshards_1
wh2_main_def_dark_elves	wh2_main_def_inf_dreadspears_0
wh2_main_def_dark_elves	wh2_main_def_inf_harpies
wh2_main_def_dark_elves	wh2_main_def_inf_shades_0
wh2_main_def_dark_elves	wh2_main_def_inf_shades_1
wh2_main_def_dark_elves	wh2_main_def_inf_shades_2
wh2_main_def_dark_elves	wh2_main_def_inf_witch_elves_0
wh2_main_def_dark_elves	wh2_main_def_mon_war_hydra
wh2_main_def_deadwood_sentinels	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_cold_one_chariot
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_dark_riders_0
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_dark_riders_1
wh2_main_def_deadwood_sentinels	wh2_main_def_cav_dark_riders_2
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_bleakswords_0
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_darkshards_0
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_darkshards_1
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_dreadspears_0
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_harpies
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_shades_0
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_shades_1
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_shades_2
wh2_main_def_deadwood_sentinels	wh2_main_def_inf_witch_elves_0
wh2_main_def_drackla_coven	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_drackla_coven	wh2_main_def_cav_cold_one_chariot
wh2_main_def_drackla_coven	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_drackla_coven	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_drackla_coven	wh2_main_def_cav_dark_riders_0
wh2_main_def_drackla_coven	wh2_main_def_cav_dark_riders_1
wh2_main_def_drackla_coven	wh2_main_def_cav_dark_riders_2
wh2_main_def_drackla_coven	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_drackla_coven	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_drackla_coven	wh2_main_def_inf_bleakswords_0
wh2_main_def_drackla_coven	wh2_main_def_inf_darkshards_0
wh2_main_def_drackla_coven	wh2_main_def_inf_darkshards_1
wh2_main_def_drackla_coven	wh2_main_def_inf_dreadspears_0
wh2_main_def_drackla_coven	wh2_main_def_inf_harpies
wh2_main_def_drackla_coven	wh2_main_def_inf_shades_0
wh2_main_def_drackla_coven	wh2_main_def_inf_shades_1
wh2_main_def_drackla_coven	wh2_main_def_inf_shades_2
wh2_main_def_drackla_coven	wh2_main_def_inf_witch_elves_0
wh2_main_def_ghrond	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_ghrond	wh2_main_def_cav_cold_one_chariot
wh2_main_def_ghrond	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_ghrond	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_ghrond	wh2_main_def_cav_dark_riders_0
wh2_main_def_ghrond	wh2_main_def_cav_dark_riders_1
wh2_main_def_ghrond	wh2_main_def_cav_dark_riders_2
wh2_main_def_ghrond	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_ghrond	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_ghrond	wh2_main_def_inf_bleakswords_0
wh2_main_def_ghrond	wh2_main_def_inf_darkshards_0
wh2_main_def_ghrond	wh2_main_def_inf_darkshards_1
wh2_main_def_ghrond	wh2_main_def_inf_dreadspears_0
wh2_main_def_ghrond	wh2_main_def_inf_harpies
wh2_main_def_ghrond	wh2_main_def_inf_shades_0
wh2_main_def_ghrond	wh2_main_def_inf_shades_1
wh2_main_def_ghrond	wh2_main_def_inf_shades_2
wh2_main_def_ghrond	wh2_main_def_inf_witch_elves_0
wh2_main_def_hag_graef	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_hag_graef	wh2_main_def_cav_cold_one_chariot
wh2_main_def_hag_graef	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_hag_graef	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_hag_graef	wh2_main_def_cav_dark_riders_0
wh2_main_def_hag_graef	wh2_main_def_cav_dark_riders_1
wh2_main_def_hag_graef	wh2_main_def_cav_dark_riders_2
wh2_main_def_hag_graef	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_def_hag_graef	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_def_hag_graef	wh2_main_def_inf_bleakswords_0
wh2_main_def_hag_graef	wh2_main_def_inf_darkshards_0
wh2_main_def_hag_graef	wh2_main_def_inf_darkshards_1
wh2_main_def_hag_graef	wh2_main_def_inf_dreadspears_0
wh2_main_def_hag_graef	wh2_main_def_inf_harpies
wh2_main_def_hag_graef	wh2_main_def_inf_shades_0
wh2_main_def_hag_graef	wh2_main_def_inf_shades_1
wh2_main_def_hag_graef	wh2_main_def_inf_shades_2
wh2_main_def_har_ganeth	wh2_main_def_art_reaper_bolt_thrower
wh2_main_def_har_ganeth	wh2_main_def_cav_cold_one_chariot
wh2_main_def_har_ganeth	wh2_main_def_cav_cold_one_knights_0
wh2_main_def_har_ganeth	wh2_main_def_cav_cold_one_knights_1
wh2_main_def_har_ganeth	wh2_main_def_cav_dark_riders_0
wh2_main_def_har_ganeth	wh2_main_def_cav_dark_riders_1
wh2_main_def_har_ganeth	wh2_main_def_cav_dark_riders_2
