key	index	subculture	category	name_group	skin	ui_skin	is_rebel	flags_path	primary_colour_r	primary_colour_g	primary_colour_b	alt_primary_colour_r	alt_primary_colour_g	alt_primary_colour_b	secondary_colour_r	secondary_colour_g	secondary_colour_b	alt_secondary_colour_r	alt_secondary_colour_g	alt_secondary_colour_b	uniform_colour_r	uniform_colour_g	uniform_colour_b	alt_uniform_colour_r	alt_uniform_colour_g	alt_uniform_colour_b	rebel_colour_r	rebel_colour_g	rebel_colour_b	military_group	movie_death_event	unit_regiment_name_group	ship_name_group	pre_battle_speech_parameter	card_colour_r	card_colour_g	card_colour_b	audio_voiceover_culture	mp_force_gen_template	faction_swapping_id	win_movie	waaagh_faction	waaagh_general_unit	is_quest_faction	cdir_military_generator_config	feature_forest	default_audio_actor_vo_group	text_replacement_key	neutral_reinforcement_factions	can_accept_gifts_when_dead	uniform_colour_primary	uniform_colour_secondary	uniform_colour_tertiary	banner_colour_primary	banner_colour_secondary	banner_colour_tertiary	primary_colour	override_target_unit_vo_culture	music_feedback_group	ui_main_theme_skin
wh2_dlc17_bst_malagor	760019176	wh_dlc03_sc_bst_beastmen	playable	names_bst_beastmen	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	false	ui\flags\wh2_dlc17_bst_malagor	94.0000	61.0000	61.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	71	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	6.0000	6.0000	6.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst				false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	5E3D3D	000000	FFFFFF	5E3D3D	2A2A2A	FFFFFF	5E3D3D	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_dlc17_bst_taurox	1379597373	wh_dlc03_sc_bst_beastmen	playable	names_bst_beastmen	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	false	ui\flags\wh2_dlc17_bst_taurox	42.0000	42.0000	40.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	71	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	6.0000	6.0000	6.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst				false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh2_dlc17_vo_actor_Beastmen_Taurox		all	false	000000	640000	C28500	000000	A60000	C28500	000000	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_dlc17_dwf_thorek_ironbrow	1760576090	wh_main_sc_dwf_dwarfs	playable	names_dwf_dwarfs	wh_main_dwf_dwarfs	wh_main_dwf_dwarfs	false	ui\flags\wh2_dlc17_dwf_thorek	86.0000	116.0000	129.0000	0.0000	0.0000	0.0000	234.0000	100.0000	37.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_dwarfs	0	names_dwf_dwarfs	names_dwf_dwarfs	FACTION_CHOSOKABE	6.0000	6.0000	6.0000	wh_main_vo_culture_Dwarf	wh_mp_force_gen_dwarfs	dwf				false	WH_Dwarfs	LOCKED_STANDARD	wh_main_vo_actor_Dwarf_Lord		all	false	FF8C18	3288CD	E1FCFF	E1FCFF	FF8C18	E1FCFF	E1FCFF	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh2_dlc17_lzd_oxyotl	1790847201	wh2_main_sc_lzd_lizardmen	playable	names_lzd_lizardmen	wh2_main_lzd_lizardmen	wh2_main_lzd_lizardmen	false	ui\flags\wh2_dlc17_lzd_oxyotl	255.0000	131.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_main_lzd	0	names_lzd_lizardmen	names_lzd_lizardmen	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh2_main_vo_culture_Lizardmen	wh_mp_force_gen_lizardmen	lzd				false	WH_Lizardmen	LOCKED_STANDARD	wh2_dlc17_vo_actor_Lizardmen_Oxyotl		all	false	FF8300	6F371C	000000	6F371C	FF8300	000000	FF8300	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh2_dlc17_nor_deadwood_ravagers	273133859	wh_dlc08_sc_nor_norsca	playable	names_nor_norsca	wh_dlc08_nor_norsca	wh_dlc08_nor_norsca	false	ui\flags\wh2_dlc17_nor_deadwood_ravagers	132.0000	44.0000	48.0000	240.0000	240.0000	240.0000	132.0000	44.0000	48.0000	240.0000	240.0000	240.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_norsca	0	names_nor_norsca	names_nor_norsca	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc08_vo_culture_Norsca	default	emp				false	WH_Norsca	LOCKED_STANDARD	wh_main_vo_actor_Chaos_MarauderChieftain		all	false	842C30	F0F0F0	F0F0F0	842C30	F0F0F0	F0F0F0	842C30	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_caledor_sky
wh2_main_brt_knights_of_origo	2041771287	wh_main_sc_brt_bretonnia		names_brt_bretonnia	wh_main_brt_bretonnia	wh_main_brt_bretonnia	false	ui\flags\wh2_main_brt_knights_of_origo	214.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_bretonnia	0	names_brt_bretonnia	names_brt_bretonnia	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh_main_vo_culture_Bretonnian	wh_mp_force_gen_bretonnia	brt				false	WH_Bretonnia	LOCKED_STANDARD	wh_main_vo_actor_Bretonnian_Lord		all	false	B22626	E3E3E3	FFFFFF	D60000	FFFFFB	D60000	D60000	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh2_main_brt_knights_of_the_flame	2041771521	wh_main_sc_brt_bretonnia		names_brt_bretonnia	wh_main_brt_bretonnia	wh_main_brt_bretonnia	false	ui\flags\wh2_main_brt_knights_of_the_flame	255.0000	253.0000	231.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_bretonnia	0	names_brt_bretonnia	names_brt_bretonnia	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh_main_vo_culture_Bretonnian	wh_mp_force_gen_bretonnia	brt				false	WH_Bretonnia	LOCKED_STANDARD	wh_main_vo_actor_Bretonnian_Lord		all	false	CEC5A3	AF2C2C	FFFFFF	FFFDE7	BC0000	FFFDE7	FFFDE7	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh2_main_brt_thegans_crusaders	2041771512	wh_main_sc_brt_bretonnia		names_brt_bretonnia	wh_main_brt_bretonnia	wh_main_brt_bretonnia	false	ui\flags\wh2_main_brt_thegans_crusaders	79.0000	129.0000	189.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_bretonnia	0	names_brt_bretonnia	names_brt_bretonnia	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh_main_vo_culture_Bretonnian	wh_mp_force_gen_bretonnia	brt				false	WH_Bretonnia	LOCKED_STANDARD	wh_main_vo_actor_Bretonnian_Lord		all	false	5E85B6	CEC5A3	FFFFFF	4F81BD	FFFDE7	4F81BD	4F81BD	false	Feedback_Alignment_Good_Faction	wh3_main_theme_caledor_sky
wh2_main_bst_blooded_axe	2041771420	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	false	ui\flags\wh2_main_bst_blooded_axe	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst				false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	AF2C2C	C69E65	FFFFFF	5B3001	C00000	5B3001	5B3001	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_blooded_axe_brayherd	2041771468	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen_brayherd	wh_dlc03_bst_beastmen	false	ui\flags\wh2_main_bst_blooded_axe	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst			wh_dlc03_bst_inf_bestigor_herd_0	false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	AF2C2C	C69E65	FFFFFF	5B3001	C00000	5B3001	5B3001	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_manblight	2041771422	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	false	ui\flags\wh2_main_bst_manblight	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst				false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	CEC5A3	CF5A5A	FFFFFF	AC0000	D9D9D9	AC0000	AC0000	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_manblight_brayherd	2041771472	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen_brayherd	wh_dlc03_bst_beastmen	false	ui\flags\wh2_main_bst_manblight	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst			wh_dlc03_bst_inf_bestigor_herd_0	false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	CEC5A3	CF5A5A	FFFFFF	AC0000	D9D9D9	AC0000	AC0000	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_ripper_horn	2041771428	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen_ripper_horn	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst				false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	70637C	BEACA3	FFFFFF	70637C	827C5A	70637C	70637C	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_ripper_horn_brayherd	2041771474	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen_brayherd	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen_ripper_horn	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst			wh_dlc03_bst_inf_bestigor_herd_0	false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	70637C	BEACA3	FFFFFF	70637C	827C5A	70637C	70637C	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_shadowgor	2041771432	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen_shadowgor	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst				false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	1A1B1B	717171	FFFFFF	593B1F	717171	593B1F	593B1F	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_shadowgor_brayherd	2041771482	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen_brayherd	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen_shadowgor	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst			wh_dlc03_bst_inf_bestigor_herd_0	false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	1A1B1B	717171	FFFFFF	593B1F	717171	593B1F	593B1F	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_skrinderkin	2041771442	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen_skrinderkin	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst				false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	E18701	D3D377	FFFFFF	E18700	827C5A	E18700	E18700	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_skrinderkin_brayherd	2041771487	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen_brayherd	wh_dlc03_bst_beastmen	false	ui\flags\wh_dlc03_bst_beastmen_skrinderkin	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst			wh_dlc03_bst_inf_bestigor_herd_0	false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	E18701	D3D377	FFFFFF	E18700	827C5A	E18700	E18700	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_stone_horn	2041771419	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen	wh_dlc03_bst_beastmen	false	ui\flags\wh2_main_bst_stone_horn	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst				false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	6270A1	E5DEC5	FFFFFF	D9D9D9	374763	D9D9D9	D9D9D9	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_bst_stone_horn_brayherd	2041771460	wh_dlc03_sc_bst_beastmen		names_bst_beastmen	wh_dlc03_bst_beastmen_brayherd	wh_dlc03_bst_beastmen	false	ui\flags\wh2_main_bst_stone_horn	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_dlc03_group_beastmen	0	names_bst_beastmen	names_bst_beastmen	FACTION_CHOSOKABE	0.0000	0.0000	0.0000	wh_dlc03_vo_culture_Beastmen	wh_mp_force_gen_beastmen	bst			wh_dlc03_bst_inf_bestigor_herd_0	false	WH_Beastmen	LOCKED_HORDE_SETTLED	wh_dlc03_vo_actor_Beastlord		all	false	6270A1	E5DEC5	FFFFFF	D9D9D9	374763	D9D9D9	D9D9D9	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_chs_chaos_incursion_def	2041771601	wh_main_sc_chs_chaos		names_chs_chaos	wh_main_chs_chaos	wh3_dlc20_chs_chaos	false	ui\flags\wh2_main_chs_servants_to_chaos	41.0000	40.0000	46.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_chaos	0	names_chs_chaos	names_chs_chaos	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh_main_vo_culture_Chaos	wh_mp_force_gen_chaos	emp				false	WH_Chaos	LOCKED_STANDARD	wh_main_vo_actor_Chaos_Lord		all	false	67537A	B1A98E	808080	322630	7030A0	322630	29282E	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_chs_chaos_incursion_hef	2041771577	wh_main_sc_chs_chaos		names_chs_chaos	wh_main_chs_chaos	wh3_dlc20_chs_chaos	false	ui\flags\wh2_main_chs_puppets_of_chaos	41.0000	40.0000	46.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_chaos	0	names_chs_chaos	names_chs_chaos	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh_main_vo_culture_Chaos	wh_mp_force_gen_chaos	emp				false	WH_Chaos	LOCKED_STANDARD	wh_main_vo_actor_Chaos_Lord		all	false	434A6C	8C8C8C	808080	252833	DAEEF3	252833	29282E	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_chs_chaos_incursion_lzd	2041771613	wh_main_sc_chs_chaos		names_chs_chaos	wh_main_chs_chaos	wh3_dlc20_chs_chaos	false	ui\flags\wh2_main_chs_vessels_of_chaos	41.0000	40.0000	46.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_chaos	0	names_chs_chaos	names_chs_chaos	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh_main_vo_culture_Chaos	wh_mp_force_gen_chaos	emp				false	WH_Chaos	LOCKED_STANDARD	wh_main_vo_actor_Chaos_Lord		all	false	607E77	686156	808080	27312A	257979	27312A	29282E	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_chs_chaos_incursion_skv	2041771619	wh_main_sc_chs_chaos		names_chs_chaos	wh_main_chs_chaos	wh3_dlc20_chs_chaos	false	ui\flags\wh2_main_chs_followers_of_chaos	41.0000	40.0000	46.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh_main_group_chaos	0	names_chs_chaos	names_chs_chaos	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh_main_vo_culture_Chaos	wh_mp_force_gen_chaos	emp				false	WH_Chaos	LOCKED_STANDARD	wh_main_vo_actor_Chaos_Lord		all	false	726346	4B4B4B	808080	322E26	974706	322E26	29282E	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_khorne_red
wh2_main_def_bleak_holds	2041770930	wh2_main_sc_def_dark_elves		names_def_dark_elves	wh2_main_def_dark_elves	wh2_main_def_dark_elves	false	ui\flags\wh2_main_def_bleak_holds	149.0000	174.0000	77.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_main_def	0	names_def_dark_elves	names_def_dark_elves	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh2_main_vo_culture_Dark_Elves	wh_mp_force_gen_dark_elves	def				false	WH_Dark_Elves	MIXED_NAVAL_HORDE	wh2_main_vo_actor_Dark_Elves_Dreadlord		all	false	4E6642	ABC49F	010101	95AE4D	EAE6E6	B39E61	95AE4D	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_sigvald_burgundy
wh2_main_def_blood_hall_coven	2041771246	wh2_main_sc_def_dark_elves		names_def_dark_elves	wh2_main_def_dark_elves	wh2_main_def_dark_elves	false	ui\flags\wh2_main_def_blood_hall_coven	68.0000	53.0000	52.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_main_def	0	names_def_dark_elves	names_def_dark_elves	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh2_main_vo_culture_Dark_Elves	wh_mp_force_gen_dark_elves	def				false	WH_Dark_Elves	MIXED_NAVAL_HORDE	wh2_main_vo_actor_Dark_Elves_Dreadlord		all	false	323232	621616	010101	443534	740000	B39E61	443534	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_sigvald_burgundy
wh2_main_def_clar_karond	2041770914	wh2_main_sc_def_dark_elves		names_def_dark_elves	wh2_main_def_dark_elves	wh2_main_def_dark_elves	false	ui\flags\wh2_main_def_clar_karond	176.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_main_def	0	names_def_dark_elves	names_def_dark_elves	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh2_main_vo_culture_Dark_Elves	wh_mp_force_gen_dark_elves	def				false	WH_Dark_Elves	MIXED_NAVAL_HORDE	wh2_main_vo_actor_Dark_Elves_Dreadlord		all	false	5A1616	A04B4B	010101	B00000	F53E2B	262626	B00000	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_sigvald_burgundy
wh2_main_def_cult_of_excess	2041771492	wh2_main_sc_def_dark_elves		names_def_dark_elves	wh2_main_def_dark_elves	wh2_main_def_dark_elves	false	ui\flags\wh2_main_def_cult_of_excess	201.0000	0.0000	235.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh2_main_def	0	names_def_dark_elves	names_def_dark_elves	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh2_main_vo_culture_Dark_Elves	wh_mp_force_gen_dark_elves	hef				false	WH_Dark_Elves	MIXED_NAVAL_HORDE	wh2_main_vo_actor_Dark_Elves_Dreadlord		all	false	814083	49144B	010101	C900EB	F5C9FF	262626	C900EB	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_sigvald_burgundy
wh2_main_def_cult_of_pleasure	2041770891	wh2_main_sc_def_dark_elves		names_def_dark_elves	wh2_main_def_dark_elves	wh2_main_def_dark_elves	false	ui\flags\wh2_main_def_cult_of_pleasure	171.0000	70.0000	124.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_def_morathi	0	names_def_dark_elves	names_def_dark_elves	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh2_main_vo_culture_Dark_Elves	wh_mp_force_gen_dark_elves	def				false	WH_Dark_Elves	MIXED_NAVAL_HORDE	wh2_main_vo_actor_Dark_Elves_Dreadlord		all	false	714E72	413246	010101	AB467C	E4D9E2	B39E61	AB467C	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_sigvald_burgundy
wh2_main_def_cult_of_pleasure_separatists	509843569	wh2_main_sc_def_dark_elves		names_def_dark_elves	wh2_main_def_dark_elves	wh2_main_def_dark_elves	false	ui\flags\wh2_main_def_cult_of_pleasure_separatists	126.0000	126.0000	126.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	wh3_main_def_morathi	0	names_def_dark_elves	names_def_dark_elves	FACTION_ASHIKAGA	0.0000	0.0000	0.0000	wh2_main_vo_culture_Dark_Elves	wh_mp_force_gen_dark_elves	def				false	WH_Dark_Elves	MIXED_NAVAL_HORDE	wh2_main_vo_actor_Dark_Elves_Dreadlord		all	false	417A67	436288	010101	7E7E7E	3C3C3C	000000	7E7E7E	false	Feedback_Alignment_Evil_Faction	wh3_main_theme_sigvald_burgundy
