ancillary	required_skill	required_skill_level
wh2_dlc17_anc_mount_bst_cha_bray_shaman_death_tuskgor_chariot	wh2_dlc17_skill_bst_bray_shaman_death_unique_tuskgor	1
wh2_dlc17_anc_mount_bst_cha_bray_shaman_shadows_tuskgor_chariot	wh2_dlc17_skill_bst_bray_shaman_shadows_unique_tuskgor	1
wh2_dlc17_anc_mount_bst_cha_bray_shaman_wild_tuskgor_chariot	wh2_dlc17_skill_bst_bray_shaman_wild_unique_tuskgor	1
wh2_dlc17_anc_mount_bst_cha_great_bray_shaman_beasts_razorgor_chariot	wh2_dlc17_skill_bst_great_bray_shaman_beasts_unique_razorgor	1
wh2_dlc17_anc_mount_bst_cha_great_bray_shaman_beasts_tuskgor_chariot	wh2_dlc17_skill_bst_great_bray_shaman_beasts_unique_tuskgor	1
wh2_dlc17_anc_mount_bst_cha_great_bray_shaman_death_razorgor_chariot	wh2_dlc17_skill_bst_great_bray_shaman_death_unique_razorgor	1
wh2_dlc17_anc_mount_bst_cha_great_bray_shaman_death_tuskgor_chariot	wh2_dlc17_skill_bst_great_bray_shaman_death_unique_tuskgor	1
wh2_dlc17_anc_mount_bst_cha_great_bray_shaman_shadows_razorgor_chariot	wh2_dlc17_skill_bst_great_bray_shaman_shadows_unique_razorgor	1
wh2_dlc17_anc_mount_bst_cha_great_bray_shaman_shadows_tuskgor_chariot	wh2_dlc17_skill_bst_great_bray_shaman_shadows_unique_tuskgor	1
wh2_dlc17_anc_mount_bst_cha_great_bray_shaman_wild_razorgor_chariot	wh2_dlc17_skill_bst_great_bray_shaman_wild_unique_razorgor	1
wh2_dlc17_anc_mount_bst_cha_great_bray_shaman_wild_tuskgor_chariot	wh2_dlc17_skill_bst_great_bray_shaman_wild_unique_tuskgor	1
wh2_dlc17_anc_mount_bst_cha_khazrak_one_eye_tuskgor_chariot	wh2_dlc17_skill_bst_khazrak_one_eye_unique_tuskgor	1
wh2_dlc17_anc_mount_bst_cha_wargor_razorgor_chariot	wh2_dlc17_skill_bst_wargor_unique_razorgor	1
wh2_dlc17_anc_mount_bst_cha_wargor_tuskgor_chariot	wh2_dlc17_skill_bst_wargor_unique_tuskgor	1
wh2_dlc17_anc_mount_dwf_thorek_anvil_of_doom	wh2_dlc17_skill_dwf_thorek_mount_anvil_of_doom	1
wh2_dlc17_anc_mount_vmp_kevon_barded_skeletal_steed	wh2_dlc17_vmp_kevon_barded_skeletal_steed	1
wh2_dlc17_anc_mount_vmp_kevon_skeletal_steed	wh2_dlc17_vmp_kevon_skeletal_steed	1
wh2_main_anc_mount_def_death_hag_cauldron_of_blood	wh2_main_skill_def_death_hag_mount_cauldron_of_blood	1
wh2_main_anc_mount_def_dreadlord_black_dragon	wh2_main_skill_def_dreadlord_mount_black_dragon	1
wh2_main_anc_mount_def_dreadlord_cold_one	wh2_main_skill_def_dreadlord_mount_cold_one	1
wh2_main_anc_mount_def_dreadlord_dark_pegasus	wh2_main_skill_def_dreadlord_mount_dark_pegasus	1
wh2_main_anc_mount_def_dreadlord_dark_steed	wh2_main_skill_def_dreadlord_mount_dark_steed	1
wh2_main_anc_mount_def_dreadlord_fem_black_dragon	wh2_main_skill_def_dreadlord_fem_mount_black_dragon	1
wh2_main_anc_mount_def_dreadlord_fem_cold_one	wh2_main_skill_def_dreadlord_fem_mount_cold_one	1
wh2_main_anc_mount_def_dreadlord_fem_dark_pegasus	wh2_main_skill_def_dreadlord_fem_mount_dark_pegasus	1
wh2_main_anc_mount_def_dreadlord_fem_dark_steed	wh2_main_skill_def_dreadlord_fem_mount_dark_steed	1
wh2_main_anc_mount_def_malekith_cold_one_chariot	wh2_main_skill_def_malekith_mount_cold_one_chariot	1
wh2_main_anc_mount_def_malekith_cold_one	wh2_main_skill_def_malekith_mount_cold_one	1
wh2_main_anc_mount_def_malekith_seraphon	wh2_main_skill_def_malekith_mount_seraphon	1
wh2_main_anc_mount_def_morathi_sulephet	wh2_main_skill_def_morathi_mount_sulephet	1
wh2_main_anc_mount_def_sorceress_dark_cold_one	wh2_main_skill_def_sorceress_dark_mount_cold_one	1
wh2_main_anc_mount_def_sorceress_dark_dark_pegasus	wh2_main_skill_def_sorceress_dark_mount_dark_pegasus	1
wh2_main_anc_mount_def_sorceress_dark_dark_steed	wh2_main_skill_def_sorceress_dark_mount_dark_steed	1
wh2_main_anc_mount_def_sorceress_fire_cold_one	wh2_main_skill_def_sorceress_fire_mount_cold_one	1
wh2_main_anc_mount_def_sorceress_fire_dark_pegasus	wh2_main_skill_def_sorceress_fire_mount_dark_pegasus	1
wh2_main_anc_mount_def_sorceress_fire_dark_steed	wh2_main_skill_def_sorceress_fire_mount_dark_steed	1
wh2_main_anc_mount_def_sorceress_shadow_cold_one	wh2_main_skill_def_sorceress_shadow_mount_cold_one	1
wh2_main_anc_mount_def_sorceress_shadow_dark_pegasus	wh2_main_skill_def_sorceress_shadow_mount_dark_pegasus	1
wh2_main_anc_mount_def_sorceress_shadow_dark_steed	wh2_main_skill_def_sorceress_shadow_mount_dark_steed	1
wh2_main_anc_mount_hef_alastair_great_eagle	wh2_main_skill_hef_prince_alastar_mount_great_eagle	1
wh2_main_anc_mount_hef_alastair_star_dragon	wh2_main_skill_hef_prince_alastar_mount_star_dragon	1
wh2_main_anc_mount_hef_alastair_sun_dragon	wh2_main_skill_hef_prince_alastar_mount_sun_dragon	1
wh2_main_anc_mount_hef_mage_high_elven_steed	wh2_main_skill_hef_mage_high_mount_elven_steed	1
wh2_main_anc_mount_hef_mage_high_ithilmar_chariot	wh2_main_skill_hef_mage_high_mount_ithilmar_chariot	1
wh2_main_anc_mount_hef_mage_life_elven_steed	wh2_main_skill_hef_mage_life_mount_elven_steed	1
wh2_main_anc_mount_hef_mage_life_ithilmar_chariot	wh2_main_skill_hef_mage_life_mount_ithilmar_chariot	1
wh2_main_anc_mount_hef_mage_light_elven_steed	wh2_main_skill_hef_mage_light_mount_elven_steed	1
wh2_main_anc_mount_hef_mage_light_ithilmar_chariot	wh2_main_skill_hef_mage_light_mount_ithilmar_chariot	1
wh2_main_anc_mount_hef_noble_barded_ithilmar_steed	wh2_main_skill_hef_noble_barded_ithilmar_steed	1
wh2_main_anc_mount_hef_noble_eagle	wh2_main_skill_hef_noble_great_eagle	1
wh2_main_anc_mount_hef_noble_ithilmar_chariot	wh2_main_skill_hef_noble_ithilmar_chariot	1
wh2_main_anc_mount_hef_prince_barded_ithilmar_steed	wh2_main_skill_hef_prince_mount_barded_ithilmar_steed	1
wh2_main_anc_mount_hef_prince_great_eagle	wh2_main_skill_hef_prince_mount_great_eagle	1
wh2_main_anc_mount_hef_prince_star_dragon	wh2_main_skill_hef_prince_mount_star_dragon	1
wh2_main_anc_mount_hef_prince_sun_dragon	wh2_main_skill_hef_prince_mount_sun_dragon	1
wh2_main_anc_mount_hef_princess_elven_steed	wh2_main_skill_hef_princess_mount_elven_steed	1
wh2_main_anc_mount_hef_princess_great_eagle	wh2_main_skill_hef_princess_mount_great_eagle	1
wh2_main_anc_mount_hef_princess_moon_dragon	wh2_main_skill_hef_princess_mount_moon_dragon	1
wh2_main_anc_mount_hef_princess_star_dragon	wh2_main_skill_hef_princess_mount_star_dragon	1
wh2_main_anc_mount_hef_teclis_barded_ithilmar_steed	wh2_main_skill_hef_teclis_mount_barded_ithilmar_steed	1
wh2_main_anc_mount_hef_tyrion_malhandhir	wh2_main_skill_hef_tyrion_mount_malhandhir	1
wh2_main_anc_mount_lzd_kroq_gar_cold_one	wh2_main_skill_lzd_kroq_gar_mount_cold_one	1
wh2_main_anc_mount_lzd_kroq_gar_grymloq	wh2_main_skill_lzd_kroq_gar_mount_grymloq	1
wh2_main_anc_mount_lzd_kroq_gar_horned_one	wh2_main_skill_lzd_kroq_gar_mount_horned_one	1
wh2_main_anc_mount_lzd_lord_mazdamundi_zlaaq	wh2_main_skill_lzd_mazdamundi_zlaaq	1
wh2_main_anc_mount_lzd_saurus_old_blood_carnosaur	wh2_main_skill_lzd_saurus_old_blood_carnosaur	1
wh2_main_anc_mount_lzd_saurus_old_blood_cold_one	wh2_main_skill_lzd_saurus_old_blood_cold_one	1
wh2_main_anc_mount_lzd_saurus_scar_veteran_carnosaur	wh2_main_skill_lzd_saurus_scar_veteran_carnosaur	1
wh2_main_anc_mount_lzd_saurus_scar_veteran_cold_one	wh2_main_skill_lzd_saurus_scar_veteran_cold_one	1
wh2_main_anc_mount_lzd_skink_chief_ancient_stegadon	wh2_dlc12_skill_lzd_skink_chief_mount_ancient_stegadon	1
wh2_main_anc_mount_lzd_skink_chief_stegadon	wh2_main_skill_lzd_skink_chief_stegadon	1
wh2_main_anc_mount_lzd_skink_chief_terradon	wh2_main_skill_lzd_skink_chief_terradon	1
wh2_main_anc_mount_lzd_skink_priest_beasts_ancient_stegadon	wh2_dlc12_skill_lzd_skink_priest_beasts_mount_ancient_stegadon	1
wh2_main_anc_mount_lzd_skink_priest_beasts_stegadon	wh2_main_skill_lzd_skink_priest_beasts_stegadon	1
wh2_main_anc_mount_lzd_skink_priest_beasts_terradon	wh2_main_skill_lzd_skink_priest_beasts_terradon	1
wh2_main_anc_mount_lzd_skink_priest_heavens_ancient_stegadon	wh2_dlc12_skill_lzd_skink_priest_heavens_mount_ancient_stegadon	1
wh2_main_anc_mount_lzd_skink_priest_heavens_stegadon	wh2_main_skill_lzd_skink_priest_heavens_stegadon	1
wh2_main_anc_mount_lzd_skink_priest_heavens_terradon	wh2_main_skill_lzd_skink_priest_heavens_terradon	1
wh2_main_anc_mount_skv_grey_seer_plague_screaming_bell	wh2_main_skill_skv_grey_seer_plague_mount_screaming_bell	1
wh2_main_anc_mount_skv_grey_seer_ruin_screaming_bell	wh2_main_skill_skv_grey_seer_ruin_mount_screaming_bell	1
wh2_main_anc_mount_skv_plague_priest_plague_furnace	wh2_main_skill_skv_plague_priest_mount_plague_furnace	1
wh2_main_anc_mount_skv_warlord_bonebreaker	wh2_main_skill_skv_warlord_mount_bonebreaker	1
wh2_pro07_anc_mount_emp_amethyst_wizard_barded_warhorse	wh2_pro07_skill_emp_wizard_unique_amethyst_wizard_barded_warhorse	1
wh2_pro07_anc_mount_emp_amethyst_wizard_imperial_pegasus	wh2_pro07_skill_emp_wizard_unique_amethyst_wizard_imperial_pegasus	1
wh2_pro07_anc_mount_emp_amethyst_wizard_warhorse	wh2_pro07_skill_emp_wizard_unique_amethyst_wizard_warhorse	1
wh2_pro09_anc_mount_grn_black_orc_big_boss_war_boar	wh2_pro09_skill_grn_black_orc_big_boss_mount_boar	1
wh2_twa01_anc_mount_grn_goblin_great_shaman_spider_shrine	wh2_twa01_skill_grn_lord_unique_goblin_great_shaman_spider_shrine	1
wh2_twa02_anc_mount_wef_cha_glade_captain_elven_steed	wh2_twa02_skill_wef_glade_captain_mount_elven_steed	1
wh2_twa02_anc_mount_wef_cha_glade_captain_great_eagle	wh2_twa02_skill_wef_glade_captain_mount_great_eagle	1
wh2_twa02_anc_mount_wef_cha_glade_captain_great_stag	wh2_twa02_skill_wef_glade_captain_mount_great_stag	1
wh2_twa03_anc_mount_def_rakarth_bracchus	wh2_twa03_skill_def_rakarth_mount_bracchus	1
wh2_twa03_anc_mount_def_rakarth_manticore	wh2_twa03_skill_def_rakarth_mount_manticore	1
wh2_twa03_anc_mount_def_rakarth_scourgerunner_chariot	wh2_twa03_skill_def_rakarth_mount_scourgerunner_chariot	1
wh3_dlc20_anc_mount_chs_cha_chaos_lord_chaos_chariot	wh3_dlc20_skill_mount_chs_cha_chaos_lord_chaos_chariot	1
wh3_dlc20_anc_mount_chs_cha_chaos_lord_mkho_chaos_steed	wh3_dlc20_skill_mount_chs_cha_chaos_lord_mkho_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_chaos_lord_mkho_gorebeast_chariot	wh3_dlc20_skill_mount_chs_cha_chaos_lord_mkho_gorebeast_chariot	1
wh3_dlc20_anc_mount_chs_cha_chaos_lord_mkho_juggernaut	wh3_dlc20_skill_mount_chs_cha_chaos_lord_mkho_juggernaut	1
wh3_dlc20_anc_mount_chs_cha_chaos_lord_msla_chaos_chariot	wh3_dlc20_skill_mount_chs_cha_chaos_lord_msla_chaos_chariot	1
wh3_dlc20_anc_mount_chs_cha_chaos_lord_msla_chaos_steed	wh3_dlc20_skill_mount_chs_cha_chaos_lord_msla_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_disc	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_disc	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_metal_mtze_disc	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_metal_mtze_disc	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_metal_mtze_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_metal_mtze_warshrine	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_shadows_msla_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_shadows_msla_warshrine	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_tzeentch_mtze_disc	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_tzeentch_mtze_disc	1
wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine	1
wh3_dlc20_anc_mount_chs_cha_exalted_hero_mkho_chaos_steed	wh3_dlc20_skill_mount_chs_cha_exalted_hero_mkho_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_exalted_hero_mkho_gorebeast_chariot	wh3_dlc20_skill_mount_chs_cha_exalted_hero_mkho_gorebeast_chariot	1
wh3_dlc20_anc_mount_chs_cha_exalted_hero_mkho_juggernaut	wh3_dlc20_skill_mount_chs_cha_exalted_hero_mkho_juggernaut	1
wh3_dlc20_anc_mount_chs_cha_exalted_hero_mnur_chaos_chariot	wh3_dlc20_skill_mount_chs_cha_exalted_hero_mnur_chaos_chariot	1
wh3_dlc20_anc_mount_chs_cha_exalted_hero_mnur_chaos_steed	wh3_dlc20_skill_mount_chs_cha_exalted_hero_mnur_chaos_steed	1
wh3_dlc20_anc_mount_chs_cha_sorcerer_lord_death_warshrine	wh3_dlc20_skill_mount_chs_cha_sorcerer_lord_death_warshrine	1
wh3_dlc20_anc_mount_chs_cha_sorcerer_lord_fire_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_fire_warshrine	1
wh3_dlc20_anc_mount_chs_cha_sorcerer_lord_metal_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_metal_warshrine	1
wh3_dlc20_anc_mount_chs_cha_sorcerer_lord_shadows_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_lord_shadows_warshrine	1
wh3_dlc20_anc_mount_chs_exalted_hero_chaos_chariot	wh3_dlc20_skill_mount_chs_cha_exalted_hero_chaos_chariot	1
wh3_dlc20_anc_mount_chs_sorcerer_death_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_death_warshrine	1
wh3_dlc20_anc_mount_chs_sorcerer_fire_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_fire_warshrine	1
wh3_dlc20_anc_mount_chs_sorcerer_metal_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_metal_warshrine	1
wh3_dlc20_anc_mount_chs_sorcerer_shadows_warshrine	wh3_dlc20_skill_mount_chs_cha_chaos_sorcerer_shadows_warshrine	1
wh3_dlc20_anc_mount_kho_cultist_warshrine	wh3_dlc20_skill_mount_kho_cultist_warshrine	1
wh3_dlc20_anc_mount_nur_cultist_warshrine	wh3_dlc20_skill_mount_nur_cultist_warshrine	1
wh3_dlc20_anc_mount_sla_cultist_warshrine	wh3_dlc20_skill_mount_sla_cultist_warshrine	1
wh3_dlc20_anc_mount_tze_cultist_warshrine	wh3_dlc20_skill_mount_tze_cultist_warshrine	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_death_bale_taurus	wh3_dlc23_skill_chd_daemonsmith_sorcerer_death_mount_bale_taurus	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_death_great_taurus	wh3_dlc23_skill_chd_daemonsmith_sorcerer_death_mount_great_taurus	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_death_lammasu	wh3_dlc23_skill_chd_daemonsmith_sorcerer_death_mount_lammasu	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_fire_bale_taurus	wh3_dlc23_skill_chd_daemonsmith_sorcerer_fire_mount_bale_taurus	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_fire_great_taurus	wh3_dlc23_skill_chd_daemonsmith_sorcerer_fire_mount_great_taurus	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_fire_lammasu	wh3_dlc23_skill_chd_daemonsmith_sorcerer_fire_mount_lammasu	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_hashut_bale_taurus	wh3_dlc23_skill_chd_daemonsmith_sorcerer_hashut_mount_bale_taurus	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_hashut_great_taurus	wh3_dlc23_skill_chd_daemonsmith_sorcerer_hashut_mount_great_taurus	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_hashut_lammasu	wh3_dlc23_skill_chd_daemonsmith_sorcerer_hashut_mount_lammasu	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_metal_bale_taurus	wh3_dlc23_skill_chd_daemonsmith_sorcerer_metal_mount_bale_taurus	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_metal_great_taurus	wh3_dlc23_skill_chd_daemonsmith_sorcerer_metal_mount_great_taurus	1
wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_metal_lammasu	wh3_dlc23_skill_chd_daemonsmith_sorcerer_metal_mount_lammasu	1
wh3_dlc23_anc_mount_chd_drazhoath_the_ashen_bale_taurus_cinderbreath	wh3_dlc23_skill_chd_drazhoath_mount_bale_taurus_cinderbreath	1
wh3_dlc23_anc_mount_chd_gorduz_backstabber_giant_wolf	wh3_dlc23_skill_chd_gorduz_backstabber_mount_wolf	1
wh3_dlc23_anc_mount_chd_overseer_great_taurus	wh3_dlc23_skill_chd_overseer_mount_great_taurus	1
wh3_dlc23_anc_mount_chd_overseer_lammasu	wh3_dlc23_skill_chd_overseer_mount_lammasu	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_death_bale_taurus	wh3_dlc23_skill_chd_sorcerer_prophet_death_mount_bale_taurus	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_death_great_taurus	wh3_dlc23_skill_chd_sorcerer_prophet_death_mount_great_taurus	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_death_lammasu	wh3_dlc23_skill_chd_sorcerer_prophet_death_mount_lammasu	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_fire_bale_taurus	wh3_dlc23_skill_chd_sorcerer_prophet_fire_mount_bale_taurus	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_fire_great_taurus	wh3_dlc23_skill_chd_sorcerer_prophet_fire_mount_great_taurus	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_fire_lammasu	wh3_dlc23_skill_chd_sorcerer_prophet_fire_mount_lammasu	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_hashut_bale_taurus	wh3_dlc23_skill_chd_sorcerer_prophet_hashut_mount_bale_taurus	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_hashut_great_taurus	wh3_dlc23_skill_chd_sorcerer_prophet_hashut_mount_great_taurus	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_hashut_lammasu	wh3_dlc23_skill_chd_sorcerer_prophet_hashut_mount_lammasu	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_metal_bale_taurus	wh3_dlc23_skill_chd_sorcerer_prophet_metal_mount_bale_taurus	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_metal_great_taurus	wh3_dlc23_skill_chd_sorcerer_prophet_metal_mount_great_taurus	1
wh3_dlc23_anc_mount_chd_sorcerer_prophet_metal_lammasu	wh3_dlc23_skill_chd_sorcerer_prophet_metal_mount_lammasu	1
wh3_dlc23_anc_mount_chd_zhatan_the_black_great_taurus	wh3_dlc23_skill_chd_zhatan_mount_great_taurus	1
wh3_dlc23_anc_mount_chd_zhatan_the_black_lammasu	wh3_dlc23_skill_chd_zhatan_mount_lammasu	1
wh3_dlc24_anc_cth_magistrate_specialist_infantry_hunter	wh3_dlc24_skill_cth_lord_magistrate_specialist_drills	3
wh3_dlc24_anc_cth_magistrate_specialist_infiltrator	wh3_dlc24_skill_cth_lord_magistrate_specialist_drills	1
wh3_dlc24_anc_cth_magistrate_specialist_monster_hunter	wh3_dlc24_skill_cth_lord_magistrate_specialist_drills	2
wh3_dlc24_anc_mount_chs_cha_chaos_lord_mtze_chaos_chariot	wh3_dlc24_skill_mount_chs_cha_chaos_lord_mtze_chaos_chariot	1
wh3_dlc24_anc_mount_chs_cha_chaos_lord_mtze_chaos_steed	wh3_dlc24_skill_mount_chs_cha_chaos_lord_mtze_chaos_steed	1
wh3_dlc24_anc_mount_chs_cha_chaos_lord_mtze_disc_of_tzeentch	wh3_dlc24_skill_mount_chs_cha_chaos_lord_mtze_disc_of_tzeentch	1
wh3_dlc24_anc_mount_chs_cha_exalted_hero_mtze_chaos_chariot	wh3_dlc24_skill_mount_chs_cha_exalted_hero_mtze_chaos_chariot	1
wh3_dlc24_anc_mount_chs_cha_exalted_hero_mtze_chaos_steed	wh3_dlc24_skill_mount_chs_cha_exalted_hero_mtze_chaos_steed	1
wh3_dlc24_anc_mount_chs_cha_exalted_hero_mtze_disc_of_tzeentch	wh3_dlc24_skill_mount_chs_cha_exalted_hero_mtze_disc_of_tzeentch	1
wh3_dlc24_anc_mount_cth_astromancer_mount_great_moon_bird	wh3_dlc24_skill_cth_astromancer_mount_great_moon_bird	1
wh3_dlc24_anc_mount_cth_celestial_general_celestial_lion	wh3_dlc24_skill_cth_celestial_general_mount_celestial_lion	1
wh3_dlc24_anc_mount_cth_celestial_general_longma	wh3_dlc24_skill_cth_celestial_general_mount_longma	1
wh3_dlc24_anc_mount_cth_celestial_general_warhorse	wh3_dlc24_skill_cth_celestial_general_mount_warhorse	1
wh3_dlc24_anc_mount_cth_gate_master_warhorse	wh3_dlc24_skill_cth_gate_master_mount_warhorse	1
wh3_dlc24_anc_mount_ksl_druzhina_warhorse	wh3_dlc24_skill_ksl_druzhina_unique_warhorse	1
wh3_dlc24_anc_mount_ksl_ice_witch_ice_frost_wyrm	wh3_dlc24_skill_ksl_ice_witch_ice_unique_frost_wyrm	1
wh3_dlc24_anc_mount_ksl_ice_witch_tempest_frost_wyrm	wh3_dlc24_skill_ksl_ice_witch_tempest_unique_frost_wyrm	1
wh3_dlc24_anc_mount_ksl_katarin_frost_wyrm	wh3_dlc24_skill_ksl_katarin_unique_frost_wyrm	1
wh3_dlc24_anc_mount_ksl_katarin_ice_court_sled	wh3_dlc24_skill_ksl_katarin_unique_ice_court_sled	1
wh3_dlc24_anc_mount_ksl_the_golden_knight_warhorse	wh3_dlc24_skill_ksl_golden_knight_unique_warhorse	1
wh3_main_anc_arcane_item_kairos_beasts	wh3_main_skill_tze_kairos_unique_beasts	1
wh3_main_anc_arcane_item_kairos_death	wh3_main_skill_tze_kairos_unique_death	1
wh3_main_anc_arcane_item_kairos_fire	wh3_main_skill_tze_kairos_unique_fire	1
wh3_main_anc_arcane_item_kairos_heavens	wh3_main_skill_tze_kairos_unique_heavens	1
wh3_main_anc_arcane_item_kairos_life	wh3_main_skill_tze_kairos_unique_life	1
wh3_main_anc_arcane_item_kairos_light	wh3_main_skill_tze_kairos_unique_light	1
wh3_main_anc_arcane_item_kairos_metal	wh3_main_skill_tze_kairos_unique_metal	1
wh3_main_anc_arcane_item_kairos_shadows	wh3_main_skill_tze_kairos_unique_shadows	1
wh3_main_anc_mount_cth_alchemist_mount_warhorse	wh3_main_skill_cth_alchemist_mount_warhorse	1
wh3_main_anc_mount_cth_astromancer_mount_warhorse	wh3_main_skill_cth_astromancer_mount_warhorse	1
wh3_main_anc_mount_cth_astromancer_mount_wu_xing_war_compass	wh3_main_skill_cth_astromancer_mount_wu_xing_war_compass	1
wh3_main_anc_mount_cth_dragon_blooded_shugengan_lord_yang_mount_jade_longma	wh3_main_skill_cth_dragon_blooded_shugengan_lord_yang_mount_jade_longma	1
wh3_main_anc_mount_cth_dragon_blooded_shugengan_lord_yang_mount_warhorse	wh3_main_skill_cth_dragon_blooded_shugengan_lord_yang_mount_warhorse	1
wh3_main_anc_mount_cth_dragon_blooded_shugengan_lord_yin_mount_jade_longma	wh3_main_skill_cth_dragon_blooded_shugengan_lord_yin_mount_jade_longma	1
wh3_main_anc_mount_cth_dragon_blooded_shugengan_lord_yin_mount_warhorse	wh3_main_skill_cth_dragon_blooded_shugengan_lord_yin_mount_warhorse	1
