effect	bonus_value_id	agent
wh_main_effect_agent_action_cost_mod	action_cost_mod	runesmith
wh_main_effect_agent_action_cost_mod	action_cost_mod	spy
wh_main_effect_agent_action_cost_mod	action_cost_mod	wizard
wh_main_effect_agent_action_success_chance_champion_bretonnia	success_mod	champion
wh_main_effect_agent_action_success_chance_champion_chaos	success_mod	champion
wh_main_effect_agent_action_success_chance_champion_dwarfs	success_mod	champion
wh_main_effect_agent_action_success_chance_champion_empire	success_mod	champion
wh_main_effect_agent_action_success_chance_champion_vampire_counts	success_mod	champion
wh_main_effect_agent_action_success_chance_dignitary_empire	success_mod	dignitary
wh_main_effect_agent_action_success_chance_dignitary_vampire_counts	success_mod	dignitary
wh_main_effect_agent_action_success_chance_enemy_building	success_mod	champion
wh_main_effect_agent_action_success_chance_enemy_building	success_mod	dignitary
wh_main_effect_agent_action_success_chance_enemy_building	success_mod	engineer
wh_main_effect_agent_action_success_chance_enemy_building	success_mod	runesmith
wh_main_effect_agent_action_success_chance_enemy_building	success_mod	spy
wh_main_effect_agent_action_success_chance_enemy_building	success_mod	wizard
wh_main_effect_agent_action_success_chance_enemy_hidden	success_mod	champion
wh_main_effect_agent_action_success_chance_enemy_hidden	success_mod	dignitary
wh_main_effect_agent_action_success_chance_enemy_hidden	success_mod	engineer
wh_main_effect_agent_action_success_chance_enemy_hidden	success_mod	runesmith
wh_main_effect_agent_action_success_chance_enemy_hidden	success_mod	spy
wh_main_effect_agent_action_success_chance_enemy_hidden	success_mod	wizard
wh_main_effect_agent_action_success_chance_enemy_skill	success_mod_opponent	champion
wh_main_effect_agent_action_success_chance_enemy_skill	success_mod_opponent	dignitary
wh_main_effect_agent_action_success_chance_enemy_skill	success_mod_opponent	engineer
wh_main_effect_agent_action_success_chance_enemy_skill	success_mod_opponent	runesmith
wh_main_effect_agent_action_success_chance_enemy_skill	success_mod_opponent	spy
wh_main_effect_agent_action_success_chance_enemy_skill	success_mod_opponent	wizard
wh_main_effect_agent_action_success_chance_enemy	success_mod_opponent	champion
wh_main_effect_agent_action_success_chance_enemy	success_mod_opponent	dignitary
wh_main_effect_agent_action_success_chance_enemy	success_mod_opponent	engineer
wh_main_effect_agent_action_success_chance_enemy	success_mod_opponent	runesmith
wh_main_effect_agent_action_success_chance_enemy	success_mod_opponent	spy
wh_main_effect_agent_action_success_chance_enemy	success_mod_opponent	wizard
wh_main_effect_agent_action_success_chance_engineer	success_mod	engineer
wh_main_effect_agent_action_success_chance_runesmith	success_mod	runesmith
wh_main_effect_agent_action_success_chance_skill	success_mod	champion
wh_main_effect_agent_action_success_chance_skill	success_mod	dignitary
wh_main_effect_agent_action_success_chance_skill	success_mod	engineer
wh_main_effect_agent_action_success_chance_skill	success_mod	runesmith
wh_main_effect_agent_action_success_chance_skill	success_mod	spy
wh_main_effect_agent_action_success_chance_skill	success_mod	wizard
wh_main_effect_agent_action_success_chance_spy_empire	success_mod	spy
wh_main_effect_agent_action_success_chance_spy_greenskins	success_mod	spy
wh_main_effect_agent_action_success_chance_spy_vampire_counts	success_mod	spy
wh_main_effect_agent_action_success_chance_wizard_bretonnia	success_mod	wizard
wh_main_effect_agent_action_success_chance_wizard_chaos	success_mod	wizard
wh_main_effect_agent_action_success_chance_wizard_empire	success_mod	wizard
wh_main_effect_agent_action_success_chance_wizard_greenskins	success_mod	wizard
wh_main_effect_agent_action_success_chance_wizard_kislev	success_mod	wizard
wh_main_effect_agent_action_success_chance_wizard_teb	success_mod	wizard
wh_main_effect_agent_action_success_chance_wizard_vampire_counts	success_mod	wizard
wh_main_effect_agent_action_success_chance	success_mod	champion
wh_main_effect_agent_action_success_chance	success_mod	dignitary
wh_main_effect_agent_action_success_chance	success_mod	engineer
wh_main_effect_agent_action_success_chance	success_mod	runesmith
wh_main_effect_agent_action_success_chance	success_mod	spy
wh_main_effect_agent_action_success_chance	success_mod	wizard
wh_main_effect_agent_cap_increase_champion_captain	cap	champion
wh_main_effect_agent_cap_increase_champion_exalted_hero	cap	champion
wh_main_effect_agent_cap_increase_champion_paladin	cap	champion
wh_main_effect_agent_cap_increase_champion_thane	cap	champion
wh_main_effect_agent_cap_increase_champion_wight_kings	cap	champion
wh_main_effect_agent_cap_increase_dignitary_vampire	cap	dignitary
wh_main_effect_agent_cap_increase_dignitary_warrior_priest	cap	dignitary
wh_main_effect_agent_cap_increase_engineer	cap	engineer
wh_main_effect_agent_cap_increase_runesmith	cap	runesmith
wh_main_effect_agent_cap_increase_spy_banshee	cap	spy
wh_main_effect_agent_cap_increase_spy_goblin_big_boss	cap	spy
wh_main_effect_agent_cap_increase_spy_witch_hunter	cap	spy
wh_main_effect_agent_cap_increase_wizard_chaos_sorcerer	cap	wizard
wh_main_effect_agent_cap_increase_wizard_damsel	cap	wizard
wh_main_effect_agent_cap_increase_wizard_empire	cap	wizard
wh_main_effect_agent_cap_increase_wizard_necromancer	cap	wizard
wh_main_effect_agent_cap_increase_wizard_orc_shaman	cap	wizard
wh_main_effect_agent_defence_wound_chance_mod	critical_failure_mod_opponent	champion
wh_main_effect_agent_defence_wound_chance_mod	critical_failure_mod_opponent	dignitary
wh_main_effect_agent_defence_wound_chance_mod	critical_failure_mod_opponent	engineer
wh_main_effect_agent_defence_wound_chance_mod	critical_failure_mod_opponent	runesmith
wh_main_effect_agent_defence_wound_chance_mod	critical_failure_mod_opponent	spy
wh_main_effect_agent_defence_wound_chance_mod	critical_failure_mod_opponent	wizard
wh_main_effect_agent_enable_recruitment_champion_bretonnia	availability	champion
wh_main_effect_agent_enable_recruitment_champion_chaos	availability	champion
wh_main_effect_agent_enable_recruitment_champion_dwarfs	availability	champion
wh_main_effect_agent_enable_recruitment_champion_empire	availability	champion
wh_main_effect_agent_enable_recruitment_champion_teb	availability	champion
wh_main_effect_agent_enable_recruitment_champion_vampire_counts	availability	champion
wh_main_effect_agent_enable_recruitment_dignitary_empire	availability	dignitary
wh_main_effect_agent_enable_recruitment_dignitary_vampire_counts	availability	dignitary
wh_main_effect_agent_enable_recruitment_engineer	availability	engineer
wh_main_effect_agent_enable_recruitment_runesmith	availability	runesmith
wh_main_effect_agent_enable_recruitment_spy_empire	availability	spy
wh_main_effect_agent_enable_recruitment_spy_greenskins	availability	spy
wh_main_effect_agent_enable_recruitment_spy_vampire_counts	availability	spy
wh_main_effect_agent_enable_recruitment_wizard_bretonnia	availability	wizard
wh_main_effect_agent_enable_recruitment_wizard_chaos	availability	wizard
wh_main_effect_agent_enable_recruitment_wizard_empire	availability	wizard
wh_main_effect_agent_enable_recruitment_wizard_greenskins_goblin_shaman	availability	wizard
wh_main_effect_agent_enable_recruitment_wizard_greenskins_orc_shaman	availability	wizard
wh_main_effect_agent_enable_recruitment_wizard_teb	availability	wizard
wh_main_effect_agent_enable_recruitment_wizard_vampire_counts	availability	wizard
wh_main_effect_agent_failure_chance_critical	critical_failure_mod	champion
wh_main_effect_agent_failure_chance_critical	critical_failure_mod	dignitary
wh_main_effect_agent_failure_chance_critical	critical_failure_mod	engineer
wh_main_effect_agent_failure_chance_critical	critical_failure_mod	runesmith
wh_main_effect_agent_failure_chance_critical	critical_failure_mod	spy
wh_main_effect_agent_failure_chance_critical	critical_failure_mod	wizard
wh_main_effect_agent_recruitment_cost_mod_champion_bretonnia	recruit_cost_mod	champion
wh_main_effect_agent_recruitment_cost_mod_champion_chaos	recruit_cost_mod	champion
wh_main_effect_agent_recruitment_cost_mod_champion_dwarfs	recruit_cost_mod	champion
wh_main_effect_agent_recruitment_cost_mod_champion_empire	recruit_cost_mod	champion
wh_main_effect_agent_recruitment_cost_mod_champion_vampire_counts	recruit_cost_mod	champion
wh_main_effect_agent_recruitment_cost_mod_dignitary_empire	recruit_cost_mod	dignitary
wh_main_effect_agent_recruitment_cost_mod_dignitary_vampire_counts	recruit_cost_mod	dignitary
wh_main_effect_agent_recruitment_cost_mod_engineer	recruit_cost_mod	engineer
wh_main_effect_agent_recruitment_cost_mod_runesmith	recruit_cost_mod	runesmith
wh_main_effect_agent_recruitment_cost_mod_spy_empire	recruit_cost_mod	spy
wh_main_effect_agent_recruitment_cost_mod_spy_greenskins	recruit_cost_mod	spy
wh_main_effect_agent_recruitment_cost_mod_spy_vampire_counts	recruit_cost_mod	spy
wh_main_effect_agent_recruitment_cost_mod_wizard_bretonnia	recruit_cost_mod	wizard
wh_main_effect_agent_recruitment_cost_mod_wizard_chaos	recruit_cost_mod	wizard
wh_main_effect_agent_recruitment_cost_mod_wizard_empire	recruit_cost_mod	wizard
wh_main_effect_agent_recruitment_cost_mod_wizard_greenskins	recruit_cost_mod	wizard
wh_main_effect_agent_recruitment_cost_mod_wizard_kislev	recruit_cost_mod	wizard
wh_main_effect_agent_recruitment_cost_mod_wizard_teb	recruit_cost_mod	wizard
wh_main_effect_agent_recruitment_cost_mod_wizard_vampire_counts	recruit_cost_mod	wizard
wh_main_effect_agent_recruitment_cost_mod	recruit_cost_mod	champion
wh_main_effect_agent_recruitment_cost_mod	recruit_cost_mod	dignitary
wh_main_effect_agent_recruitment_cost_mod	recruit_cost_mod	engineer
wh_main_effect_agent_recruitment_cost_mod	recruit_cost_mod	runesmith
wh_main_effect_agent_recruitment_cost_mod	recruit_cost_mod	spy
wh_main_effect_agent_recruitment_cost_mod	recruit_cost_mod	wizard
wh_main_effect_agent_recruitment_xp_all_agents	recruitment_level	champion
wh_main_effect_agent_recruitment_xp_all_agents	recruitment_level	dignitary
wh_main_effect_agent_recruitment_xp_all_agents	recruitment_level	engineer
wh_main_effect_agent_recruitment_xp_all_agents	recruitment_level	runesmith
wh_main_effect_agent_recruitment_xp_all_agents	recruitment_level	spy
wh_main_effect_agent_recruitment_xp_all_agents	recruitment_level	wizard
wh_main_effect_agent_recruitment_xp_champion_bretonnia	recruitment_level	champion
wh_main_effect_agent_recruitment_xp_champion_chaos	recruitment_level	champion
wh_main_effect_agent_recruitment_xp_champion_dwarfs	recruitment_level	champion
wh_main_effect_agent_recruitment_xp_champion_empire	recruitment_level	champion
wh_main_effect_agent_recruitment_xp_champion_vampire_counts	recruitment_level	champion
wh_main_effect_agent_recruitment_xp_dignitary_empire	recruitment_level	dignitary
wh_main_effect_agent_recruitment_xp_dignitary_vampire_counts	recruitment_level	dignitary
wh_main_effect_agent_recruitment_xp_engineer	recruitment_level	engineer
wh_main_effect_agent_recruitment_xp_runesmith	recruitment_level	runesmith
wh_main_effect_agent_recruitment_xp_spy_empire	recruitment_level	spy
wh_main_effect_agent_recruitment_xp_spy_greenskins	recruitment_level	spy
wh_main_effect_agent_recruitment_xp_spy_vampire_counts	recruitment_level	spy
wh_main_effect_agent_recruitment_xp_wizard_bretonnia	recruitment_level	wizard
wh_main_effect_agent_recruitment_xp_wizard_chaos	recruitment_level	wizard
wh_main_effect_agent_recruitment_xp_wizard_empire	recruitment_level	wizard
wh_main_effect_agent_recruitment_xp_wizard_greenskins	recruitment_level	wizard
wh_main_effect_agent_recruitment_xp_wizard_vampire_counts	recruitment_level	wizard
wh_main_faction_xp_increase_generals_hidden	recruitment_level	general
wh_main_faction_xp_increase_generals	recruitment_level	general
