key	unbound_decision_item_type	conditionally_spawnable_force	plague	ritual	decision_interface	province_initiative	compass_direction	plague_component	plague_recipe	occupation_decision	teleportation_node_template	FIXME	culture_occupation_decision	compass_action	initiative	initiative_set
wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_metal_set_vilitch					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_metal	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_vilitch
wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_metal_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_metal	wh3_dlc20_character_initiative_set_sorcerer_lord_fire_metal_upgrades_warriors
wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_tzeentch_set_vilitch					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_tzeentch	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_vilitch
wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_tzeentch_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_tzeentch	wh3_dlc20_character_initiative_set_sorcerer_lord_fire_metal_upgrades_warriors
wh3_dlc20_character_initiative_devote_sorceror_to_nurgle_death_set_festus					character_initiatives							true	0		wh3_dlc25_character_initiative_devote_sorceror_to_nurgle_death	wh3_dlc20_character_initiative_set_sorcerer_upgrades_festus
wh3_dlc20_character_initiative_devote_sorceror_to_nurgle_nurgle_set_festus					character_initiatives							true	0		wh3_dlc25_character_initiative_devote_sorceror_to_nurgle_nurgle	wh3_dlc20_character_initiative_set_sorcerer_upgrades_festus
wh3_dlc20_character_initiative_devote_sorceror_to_slaanesh_shadows_set_azazel					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_to_slaanesh_shadows	wh3_dlc20_character_initiative_set_sorcerer_upgrades_azazel
wh3_dlc20_character_initiative_devote_sorceror_to_slaanesh_shadows_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_to_slaanesh_shadows	wh3_dlc20_character_initiative_set_sorcerer_death_shadows_upgrades_warriors
wh3_dlc20_character_initiative_devote_sorceror_to_slaanesh_slaanesh_set_azazel					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_to_slaanesh_slaanesh	wh3_dlc20_character_initiative_set_sorcerer_upgrades_azazel
wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_metal_set_vilitch					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_metal	wh3_dlc20_character_initiative_set_sorcerer_upgrades_vilitch
wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_metal_set_warriors					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_metal	wh3_dlc20_character_initiative_set_sorcerer_fire_metal_upgrades_warriors
wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_tzeentch_set_vilitch					character_initiatives							true	0		wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_tzeentch	wh3_dlc20_character_initiative_set_sorcerer_upgrades_vilitch
wh3_dlc20_faction_initiative_chs_khorne_1_army_xp_clear	faction_initiatives_clear_given				faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_1_army_xp	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_khorne_1_army_xp_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_1_army_xp	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_khorne_1_economy_post_battle_income_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_1_economy_post_battle_income	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_khorne_1_units_bloodletters_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_1_units_bloodletters	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_khorne_1_units_flesh_hounds_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_1_units_flesh_hounds	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_khorne_2_army_upgrades_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_khorne_3_characters_marking_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_khorne_3_units_skullcannons_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_3_units_skullcannons	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_khorne_3_units_warshrine_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_3_units_warshrine	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_khorne_5_units_bloodthirsters_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_5_units_bloodthirsters	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_khorne_5_units_soul_grinder_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_khorne_5_units_soul_grinder	wh3_dlc20_faction_initiative_set_chs_khorne
wh3_dlc20_faction_initiative_chs_nurgle_1_army_replenishment_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_nurgle_1_army_replenishment	wh3_dlc20_faction_initiative_set_chs_nurgle
wh3_dlc20_faction_initiative_chs_nurgle_1_economy_growth_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_nurgle_1_economy_growth	wh3_dlc20_faction_initiative_set_chs_nurgle
wh3_dlc20_faction_initiative_chs_nurgle_1_units_beast_of_nurgle_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_nurgle_1_units_beast_of_nurgle	wh3_dlc20_faction_initiative_set_chs_nurgle
wh3_dlc20_faction_initiative_chs_nurgle_1_units_plaguebearers_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_nurgle_1_units_plaguebearers	wh3_dlc20_faction_initiative_set_chs_nurgle
wh3_dlc20_faction_initiative_chs_nurgle_2_army_upgrades_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_nurgle_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_nurgle
wh3_dlc20_faction_initiative_chs_nurgle_3_characters_marking_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_nurgle_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_nurgle
wh3_dlc20_faction_initiative_chs_nurgle_3_units_plague_drones_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_nurgle_3_units_plague_drones	wh3_dlc20_faction_initiative_set_chs_nurgle
wh3_dlc20_faction_initiative_chs_nurgle_3_units_warshrine_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_nurgle_3_units_warshrine	wh3_dlc20_faction_initiative_set_chs_nurgle
wh3_dlc20_faction_initiative_chs_nurgle_5_units_great_unclean_one_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_nurgle_5_units_great_unclean_one	wh3_dlc20_faction_initiative_set_chs_nurgle
wh3_dlc20_faction_initiative_chs_nurgle_5_units_soul_grinder_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_nurgle_5_units_soul_grinder	wh3_dlc20_faction_initiative_set_chs_nurgle
wh3_dlc20_faction_initiative_chs_slaanesh_1_army_movement_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_slaanesh_1_army_movement	wh3_dlc20_faction_initiative_set_chs_slaanesh
wh3_dlc20_faction_initiative_chs_slaanesh_1_economy_control_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_slaanesh_1_economy_control	wh3_dlc20_faction_initiative_set_chs_slaanesh
wh3_dlc20_faction_initiative_chs_slaanesh_1_units_daemonettes_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_slaanesh_1_units_daemonettes	wh3_dlc20_faction_initiative_set_chs_slaanesh
wh3_dlc20_faction_initiative_chs_slaanesh_1_units_seeker_chariots_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_slaanesh_1_units_seeker_chariots	wh3_dlc20_faction_initiative_set_chs_slaanesh
wh3_dlc20_faction_initiative_chs_slaanesh_2_army_upgrades_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_slaanesh_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_slaanesh
wh3_dlc20_faction_initiative_chs_slaanesh_3_characters_marking_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_slaanesh_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_slaanesh
wh3_dlc20_faction_initiative_chs_slaanesh_3_units_fiends_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_slaanesh_3_units_fiends	wh3_dlc20_faction_initiative_set_chs_slaanesh
wh3_dlc20_faction_initiative_chs_slaanesh_3_units_warshrine_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_slaanesh_3_units_warshrine	wh3_dlc20_faction_initiative_set_chs_slaanesh
wh3_dlc20_faction_initiative_chs_slaanesh_5_units_keeper_of_secrets_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_slaanesh_5_units_keeper_of_secrets	wh3_dlc20_faction_initiative_set_chs_slaanesh
wh3_dlc20_faction_initiative_chs_slaanesh_5_units_soul_grinder_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_slaanesh_5_units_soul_grinder	wh3_dlc20_faction_initiative_set_chs_slaanesh
wh3_dlc20_faction_initiative_chs_tzeentch_1_army_winds_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_tzeentch_1_army_winds	wh3_dlc20_faction_initiative_set_chs_tzeentch
wh3_dlc20_faction_initiative_chs_tzeentch_1_economy_technology_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_tzeentch_1_economy_technology	wh3_dlc20_faction_initiative_set_chs_tzeentch
wh3_dlc20_faction_initiative_chs_tzeentch_1_units_pink_horrors_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_tzeentch_1_units_pink_horrors	wh3_dlc20_faction_initiative_set_chs_tzeentch
wh3_dlc20_faction_initiative_chs_tzeentch_1_units_screamers_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_tzeentch_1_units_screamers	wh3_dlc20_faction_initiative_set_chs_tzeentch
wh3_dlc20_faction_initiative_chs_tzeentch_2_army_upgrades_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_tzeentch_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_tzeentch
wh3_dlc20_faction_initiative_chs_tzeentch_3_characters_marking_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_tzeentch_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_tzeentch
wh3_dlc20_faction_initiative_chs_tzeentch_3_units_flamers_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_tzeentch_3_units_flamers	wh3_dlc20_faction_initiative_set_chs_tzeentch
wh3_dlc20_faction_initiative_chs_tzeentch_3_units_warshrine_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_tzeentch_3_units_warshrine	wh3_dlc20_faction_initiative_set_chs_tzeentch
wh3_dlc20_faction_initiative_chs_tzeentch_5_units_lord_of_Change_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_tzeentch_5_units_lord_of_Change	wh3_dlc20_faction_initiative_set_chs_tzeentch
wh3_dlc20_faction_initiative_chs_tzeentch_5_units_soul_grinder_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_tzeentch_5_units_soul_grinder	wh3_dlc20_faction_initiative_set_chs_tzeentch
wh3_dlc20_faction_initiative_chs_undivided_1_army_marauders_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_1_army_marauders	wh3_dlc20_faction_initiative_set_chs_undivided
wh3_dlc20_faction_initiative_chs_undivided_1_economy_building_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_1_economy_building	wh3_dlc20_faction_initiative_set_chs_undivided
wh3_dlc20_faction_initiative_chs_undivided_1_units_furies_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_1_units_furies	wh3_dlc20_faction_initiative_set_chs_undivided
wh3_dlc20_faction_initiative_chs_undivided_2_army_upgrades_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_undivided
wh3_dlc20_faction_initiative_chs_undivided_2_economy_vassals_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_2_economy_vassals	wh3_dlc20_faction_initiative_set_chs_undivided
wh3_dlc20_faction_initiative_chs_undivided_2_xp_sharing_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_2_xp_sharing	wh3_dlc20_faction_initiative_set_chs_undivided
wh3_dlc20_faction_initiative_chs_undivided_3_army_elites_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_3_army_elites	wh3_dlc20_faction_initiative_set_chs_undivided
wh3_dlc20_faction_initiative_chs_undivided_3_characters_marking_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_undivided
wh3_dlc20_faction_initiative_chs_undivided_warriors_1_army_marauders_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_1_army_marauders	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_faction_initiative_chs_undivided_warriors_1_economy_building_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_1_economy_building	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_faction_initiative_chs_undivided_warriors_1_units_furies_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_1_units_furies	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_faction_initiative_chs_undivided_warriors_2_army_upgrades_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_faction_initiative_chs_undivided_warriors_2_economy_vassals_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_2_economy_vassals	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_faction_initiative_chs_undivided_warriors_2_xp_sharing_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_2_xp_sharing	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_faction_initiative_chs_undivided_warriors_3_army_elites_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_3_army_elites	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_faction_initiative_chs_undivided_warriors_3_characters_marking_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_faction_initiative_chs_undivided_warriors_3_units_hellcannons_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_3_units_hellcannons	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_faction_initiative_chs_undivided_warriors_3_units_warshrine_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_3_units_warshrine	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_faction_initiative_chs_undivided_warriors_5_units_shaggoths_set					faction_initiatives							true	0		wh3_dlc20_faction_initiative_chs_undivided_5_units_shaggoths	wh3_dlc20_faction_initiative_set_chs_undivided_warriors
wh3_dlc20_province_initiative_chs_azazel_dark_delights					province_initiatives	wh3_dlc20_edict_chs_azazal_dark_delights						true	0			
wh3_dlc20_province_initiative_chs_azazel_exploit_vassals					province_initiatives	wh3_dlc20_edict_chs_azazal_exploit_vassals						true	0			
wh3_dlc20_province_initiative_chs_defence					province_initiatives	wh3_dlc20_edict_chs_defence						true	0			
wh3_dlc20_province_initiative_chs_festus_exploit_vassals					province_initiatives	wh3_dlc20_edict_chs_festus_exploit_vassals						true	0			
wh3_dlc20_province_initiative_chs_festus_plague_apothecary					province_initiatives	wh3_dlc20_edict_chs_festus_plague_apothecary						true	0			
wh3_dlc20_province_initiative_chs_valkia_exploit_vassals					province_initiatives	wh3_dlc20_edict_chs_valkia_exploit_vassals						true	0			
wh3_dlc20_province_initiative_chs_valkia_legion_of_hate					province_initiatives	wh3_dlc20_edict_chs_valkia_legion_of_hate						true	0			
wh3_dlc20_province_initiative_chs_vilitch_exploit_vassals					province_initiatives	wh3_dlc20_edict_chs_vilitch_exploit_vassals						true	0			
wh3_dlc20_province_initiative_chs_vilitch_insights_of_the_void					province_initiatives	wh3_dlc20_edict_chs_vilitch_insights_of_the_void						true	0			
wh3_dlc20_province_initiative_woc_exploit_vassals					province_initiatives	wh3_dlc20_edict_woc_exploit_vassals						true	0			
wh3_dlc20_province_initiative_woc_portent_of_doom					province_initiatives	wh3_dlc20_edict_woc_portent_of_doom						true	0			
wh3_dlc20_tze_cotw_vilitch_drain_magic				wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic	rituals							true	0			
wh3_dlc20_tze_cotw_vilitch_muddle_minds				wh3_dlc20_ritual_tze_cotw_vilitch_muddle_minds	rituals							true	0			
wh3_dlc20_tze_cotw_vilitch_spawnification				wh3_dlc20_ritual_tze_cotw_vilitch_spawnification	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_bale_taurus				wh3_dlc23_chd_ritual_unit_cap_bale_taurus	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_bull_centaurs				wh3_dlc23_chd_ritual_unit_cap_bull_centaurs	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses				wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors				wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_great_taurus				wh3_dlc23_chd_ritual_unit_cap_great_taurus	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_hellcannon				wh3_dlc23_chd_ritual_unit_cap_hellcannon	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_infernal_guard				wh3_dlc23_chd_ritual_unit_cap_infernal_guard	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives				wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn				wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer				wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn				wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_lammasu				wh3_dlc23_chd_ritual_unit_cap_lammasu	rituals							true	0			
wh3_dlc23_chd_ritual_unit_cap_warmachines				wh3_dlc23_chd_ritual_unit_cap_warmachines	rituals							true	0			
wh3_dlc23_faction_initiative_chd_bull_centaurs_positive_1					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_bull_centaurs_1	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs
wh3_dlc23_faction_initiative_chd_bull_centaurs_positive_2					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_bull_centaurs_2	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs
wh3_dlc23_faction_initiative_chd_bull_centaurs_positive_3					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_bull_centaurs_3	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs
wh3_dlc23_faction_initiative_chd_bull_centaurs_positive_4					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_bull_centaurs_4	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs
wh3_dlc23_faction_initiative_chd_bull_centaurs_positive_5					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_bull_centaurs_5	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs
wh3_dlc23_faction_initiative_chd_bull_centaurs_positive_6					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_bull_centaurs_6	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs
wh3_dlc23_faction_initiative_chd_bull_centaurs_positive_7					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_bull_centaurs_7	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs
wh3_dlc23_faction_initiative_chd_bull_centaurs_positive_8					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_bull_centaurs_8	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs
wh3_dlc23_faction_initiative_chd_category_flying_beasts_positive_1					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_flying_beasts_1	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts
wh3_dlc23_faction_initiative_chd_category_flying_beasts_positive_2					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_flying_beasts_2	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts
wh3_dlc23_faction_initiative_chd_category_flying_beasts_positive_3					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_flying_beasts_3	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts
wh3_dlc23_faction_initiative_chd_category_flying_beasts_positive_4					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_flying_beasts_4	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts
wh3_dlc23_faction_initiative_chd_category_flying_beasts_positive_5					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_flying_beasts_5	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts
wh3_dlc23_faction_initiative_chd_category_flying_beasts_positive_6					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_flying_beasts_6	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts
wh3_dlc23_faction_initiative_chd_category_flying_beasts_positive_7					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_flying_beasts_7	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts
wh3_dlc23_faction_initiative_chd_category_flying_beasts_positive_8					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_flying_beasts_8	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts
wh3_dlc23_faction_initiative_chd_kdaai_positive_1					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_kdaai_1	wh3_dlc23_faction_initiative_set_chd_category_kdaai
wh3_dlc23_faction_initiative_chd_kdaai_positive_2					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_kdaai_2	wh3_dlc23_faction_initiative_set_chd_category_kdaai
wh3_dlc23_faction_initiative_chd_kdaai_positive_3					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_kdaai_3	wh3_dlc23_faction_initiative_set_chd_category_kdaai
wh3_dlc23_faction_initiative_chd_kdaai_positive_4					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_kdaai_4	wh3_dlc23_faction_initiative_set_chd_category_kdaai
wh3_dlc23_faction_initiative_chd_kdaai_positive_5					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_kdaai_5	wh3_dlc23_faction_initiative_set_chd_category_kdaai
wh3_dlc23_faction_initiative_chd_kdaai_positive_6					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_kdaai_6	wh3_dlc23_faction_initiative_set_chd_category_kdaai
wh3_dlc23_faction_initiative_chd_kdaai_positive_7					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_kdaai_7	wh3_dlc23_faction_initiative_set_chd_category_kdaai
wh3_dlc23_faction_initiative_chd_kdaai_positive_8					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_kdaai_8	wh3_dlc23_faction_initiative_set_chd_category_kdaai
wh3_dlc23_faction_initiative_chd_melee_infantry_positive_1					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_melee_infantry_1	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry
wh3_dlc23_faction_initiative_chd_melee_infantry_positive_2					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_melee_infantry_2	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry
wh3_dlc23_faction_initiative_chd_melee_infantry_positive_3					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_melee_infantry_3	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry
wh3_dlc23_faction_initiative_chd_melee_infantry_positive_4					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_melee_infantry_4	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry
wh3_dlc23_faction_initiative_chd_melee_infantry_positive_5					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_melee_infantry_5	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry
wh3_dlc23_faction_initiative_chd_melee_infantry_positive_6					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_melee_infantry_6	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry
wh3_dlc23_faction_initiative_chd_melee_infantry_positive_7					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_melee_infantry_7	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry
wh3_dlc23_faction_initiative_chd_melee_infantry_positive_8					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_melee_infantry_8	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry
wh3_dlc23_faction_initiative_chd_missile_infantry_positive_1					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_missile_infantry_1	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry
wh3_dlc23_faction_initiative_chd_missile_infantry_positive_2					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_missile_infantry_2	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry
wh3_dlc23_faction_initiative_chd_missile_infantry_positive_3					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_missile_infantry_3	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry
wh3_dlc23_faction_initiative_chd_missile_infantry_positive_4					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_missile_infantry_4	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry
wh3_dlc23_faction_initiative_chd_missile_infantry_positive_5					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_missile_infantry_5	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry
wh3_dlc23_faction_initiative_chd_missile_infantry_positive_6					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_missile_infantry_6	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry
wh3_dlc23_faction_initiative_chd_missile_infantry_positive_7					faction_initiatives							true	0		wh3_dlc23_faction_initiative_chd_category_missile_infantry_7	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry
