bonus_value_id	effect	subculture
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh3_main_sc_nur_nurgle
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh3_main_sc_sla_slaanesh
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh3_main_sc_tze_tzeentch
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_dlc03_sc_bst_beastmen
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_dlc05_sc_wef_wood_elves
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_dlc08_sc_nor_norsca
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_main_sc_brt_bretonnia
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_main_sc_chs_chaos
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_main_sc_dwf_dwarfs
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_main_sc_emp_empire
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_main_sc_grn_greenskins
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_main_sc_grn_savage_orcs
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_main_sc_teb_teb
diplomatic_mod_imperium	wh_main_effect_faction_imperium_diplomacy_penalty	wh_main_sc_vmp_vampire_counts
diplomatic_mod	wh_main_faction_political_diplomacy_mod_chaos	wh_main_sc_chs_chaos
diplomatic_mod_other	wh_main_faction_political_diplomacy_mod_confederation_dwarfs	wh_main_sc_dwf_dwarfs
diplomatic_mod_other	wh_main_faction_political_diplomacy_mod_confederation_empire	wh_main_sc_emp_empire
diplomatic_mod_other	wh_main_faction_political_diplomacy_mod_confederation_greenskins	wh_main_sc_grn_greenskins
diplomatic_mod_other	wh_main_faction_political_diplomacy_mod_confederation_vampire_counts	wh_main_sc_vmp_vampire_counts
diplomatic_mod	wh_main_faction_political_diplomacy_mod_dwarfs	wh_main_sc_dwf_dwarfs
diplomatic_mod	wh_main_faction_political_diplomacy_mod_empire	wh_main_sc_emp_empire
diplomatic_mod	wh_main_faction_political_diplomacy_mod_greenskins	wh_main_sc_grn_greenskins
diplomatic_mod	wh_main_faction_political_diplomacy_mod_greenskins	wh_main_sc_grn_savage_orcs
diplomatic_mod	wh_main_faction_political_diplomacy_mod_norsca	wh_dlc08_sc_nor_norsca
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology_chaos	wh_main_sc_chs_chaos
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology_dwarfs	wh_main_sc_dwf_dwarfs
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology_empire	wh_main_sc_emp_empire
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology_greenskins	wh_main_sc_grn_greenskins
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology_greenskins	wh_main_sc_grn_savage_orcs
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology_norsca	wh_dlc08_sc_nor_norsca
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology_vampire_counts	wh_main_sc_vmp_vampire_counts
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh2_dlc09_sc_tmb_tomb_kings
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh2_dlc11_sc_cst_vampire_coast
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh2_main_rogue
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh2_main_rogue_chaos
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh2_main_sc_def_dark_elves
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh2_main_sc_hef_high_elves
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh2_main_sc_lzd_lizardmen
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh2_main_sc_skv_skaven
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh3_dlc23_sc_chd_chaos_dwarfs
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh3_main_sc_cth_cathay
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh3_main_sc_dae_daemons
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh3_main_sc_kho_khorne
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh3_main_sc_ksl_kislev
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh3_main_sc_nur_nurgle
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh3_main_sc_sla_slaanesh
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh3_main_sc_tze_tzeentch
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_dlc03_sc_bst_beastmen
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_dlc05_sc_wef_wood_elves
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_dlc08_sc_nor_norsca
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_main_sc_brt_bretonnia
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_main_sc_chs_chaos
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_main_sc_dwf_dwarfs
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_main_sc_emp_empire
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_main_sc_grn_greenskins
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_main_sc_grn_savage_orcs
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_main_sc_teb_teb
diplomatic_mod_tech	wh_main_faction_political_diplomacy_mod_technology	wh_main_sc_vmp_vampire_counts
diplomatic_mod	wh_main_faction_political_diplomacy_mod_vampire_counts	wh_main_sc_vmp_vampire_counts
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_dlc09_sc_tmb_tomb_kings
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_dlc11_sc_cst_vampire_coast
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_chaos
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_sc_def_dark_elves
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_sc_hef_high_elves
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_sc_lzd_lizardmen
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_sc_skv_skaven
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh3_dlc23_sc_chd_chaos_dwarfs
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh3_main_sc_cth_cathay
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh3_main_sc_dae_daemons
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh3_main_sc_kho_khorne
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh3_main_sc_ksl_kislev
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh3_main_sc_nur_nurgle
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh3_main_sc_ogr_ogre_kingdoms
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh3_main_sc_sla_slaanesh
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh3_main_sc_tze_tzeentch
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_dlc03_sc_bst_beastmen
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_dlc05_sc_wef_wood_elves
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_dlc08_sc_nor_norsca
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_brt_bretonnia
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_chs_chaos
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_dwf_dwarfs
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_emp_empire
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_grn_greenskins
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_grn_savage_orcs
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_teb_teb
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_vmp_vampire_counts
