phase	stat	value	how
wh2_dlc15_army_abilities_azhags_big_waaagh	stat_melee_attack	40.0000	add
wh2_dlc15_army_abilities_azhags_big_waaagh	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_azhags_big_waaagh	stat_melee_damage_base	1.2500	mult
wh2_dlc15_army_abilities_azhags_waaagh	stat_melee_attack	24.0000	add
wh2_dlc15_army_abilities_azhags_waaagh	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_azhags_waaagh	stat_melee_damage_base	1.2500	mult
wh2_dlc15_army_abilities_big_waaagh	stat_melee_attack	40.0000	add
wh2_dlc15_army_abilities_big_waaagh	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_big_waaagh	stat_melee_damage_base	1.2500	mult
wh2_dlc15_army_abilities_grimgors_big_waaagh	stat_melee_attack	40.0000	add
wh2_dlc15_army_abilities_grimgors_big_waaagh	stat_melee_damage_ap	1.5000	mult
wh2_dlc15_army_abilities_grimgors_big_waaagh	stat_melee_damage_base	1.5000	mult
wh2_dlc15_army_abilities_grimgors_waaagh	stat_melee_attack	24.0000	add
wh2_dlc15_army_abilities_grimgors_waaagh	stat_melee_damage_ap	1.5000	mult
wh2_dlc15_army_abilities_grimgors_waaagh	stat_melee_damage_base	1.5000	mult
wh2_dlc15_army_abilities_groms_big_waaagh	stat_melee_attack	40.0000	add
wh2_dlc15_army_abilities_groms_big_waaagh	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_groms_big_waaagh	stat_melee_damage_base	1.2500	mult
wh2_dlc15_army_abilities_groms_waaagh	stat_melee_attack	24.0000	add
wh2_dlc15_army_abilities_groms_waaagh	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_groms_waaagh	stat_melee_damage_base	1.2500	mult
wh2_dlc15_army_abilities_oath_of_replenishment_upgraded	scalar_missile_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_oath_of_replenishment_upgraded	scalar_missile_damage_base	1.2500	mult
wh2_dlc15_army_abilities_oath_of_replenishment	stat_morale	8.0000	add
wh2_dlc15_army_abilities_skarsniks_big_waaagh	scalar_missile_damage_ap	1.5000	mult
wh2_dlc15_army_abilities_skarsniks_big_waaagh	scalar_missile_damage_base	1.5000	mult
wh2_dlc15_army_abilities_skarsniks_big_waaagh	stat_melee_attack	40.0000	add
wh2_dlc15_army_abilities_skarsniks_big_waaagh	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_skarsniks_big_waaagh	stat_melee_damage_base	1.2500	mult
wh2_dlc15_army_abilities_skarsniks_waaagh	scalar_missile_damage_ap	1.5000	mult
wh2_dlc15_army_abilities_skarsniks_waaagh	scalar_missile_damage_base	1.5000	mult
wh2_dlc15_army_abilities_skarsniks_waaagh	stat_melee_attack	24.0000	add
wh2_dlc15_army_abilities_skarsniks_waaagh	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_skarsniks_waaagh	stat_melee_damage_base	1.2500	mult
wh2_dlc15_army_abilities_unleash_the_winds	scalar_miscast_chance	2.0000	mult
wh2_dlc15_army_abilities_waaagh	stat_melee_attack	24.0000	add
wh2_dlc15_army_abilities_waaagh	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_waaagh	stat_melee_damage_base	1.2500	mult
wh2_dlc15_army_abilities_wurrzags_big_waaagh	stat_melee_attack	40.0000	add
wh2_dlc15_army_abilities_wurrzags_big_waaagh	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_wurrzags_big_waaagh	stat_melee_damage_base	1.2500	mult
wh2_dlc15_army_abilities_wurrzags_big_waaagh	stat_resistance_physical	20.0000	add
wh2_dlc15_army_abilities_wurrzags_waaagh	stat_melee_attack	24.0000	add
wh2_dlc15_army_abilities_wurrzags_waaagh	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_army_abilities_wurrzags_waaagh	stat_melee_damage_base	1.2500	mult
wh2_dlc15_army_abilities_wurrzags_waaagh	stat_resistance_physical	20.0000	add
wh2_dlc15_character_abilities_sausage_busta	stat_charge_bonus	1.2000	mult
wh2_dlc15_character_abilities_sausage_busta	stat_morale	12.0000	add
wh2_dlc15_character_abilities_they_needs_stabbin	stat_armour	-30.0000	add
wh2_dlc15_character_abilities_they_needs_stabbin	stat_melee_defence	-24.0000	add
wh2_dlc15_character_abilities_wardens_cage	stat_armour	-60.0000	add
wh2_dlc15_character_abilities_wardens_cage	stat_melee_defence	-48.0000	add
wh2_dlc15_hero_abilites_mither	scalar_charge_speed	0.4000	mult
wh2_dlc15_hero_abilites_mither	scalar_speed	0.4000	mult
wh2_dlc15_hero_passive_ballistics_instructor	scalar_missile_range	1.1000	mult
wh2_dlc15_item_abilities_azhags_ard_armour	stat_armour	30.0000	add
wh2_dlc15_item_abilities_azhags_ard_armour	stat_melee_defence	24.0000	add
wh2_dlc15_item_abilities_blood_forged_armour	stat_armour	30.0000	add
wh2_dlc15_item_abilities_lucky_banner	stat_melee_attack	24.0000	add
wh2_dlc15_item_abilities_lucky_banner	stat_resistance_all	40.0000	add
wh2_dlc15_item_abilities_vine_dragon_scale	stat_melee_defence	-24.0000	add
wh2_dlc15_lord_abilities_bad_trip	stat_melee_defence	-40.0000	add
wh2_dlc15_lord_abilities_da_great_un_iz_ere	stat_melee_attack	24.0000	add
wh2_dlc15_lord_abilities_da_great_un_iz_ere	stat_melee_damage_base	1.3000	mult
wh2_dlc15_lord_abilities_da_great_un_iz_ere	stat_morale	8.0000	add
wh2_dlc15_lord_abilities_dragonhorn	stat_melee_attack	24.0000	add
wh2_dlc15_lord_abilities_lord_of_dragons	stat_melee_attack	-40.0000	add
wh2_dlc15_lord_abilities_lord_of_dragons	stat_melee_defence	-24.0000	add
wh2_dlc15_lord_abilities_smash_em_faster	stat_melee_attack	24.0000	add
wh2_dlc15_lord_abilities_smash_em_faster	stat_morale	16.0000	add
wh2_dlc15_lord_abilities_wardens_stand	stat_melee_defence	10.0000	add
wh2_dlc15_lord_abilities_wardens_stand	stat_morale	4.0000	add
wh2_dlc15_lord_abilities_youre_next	scalar_speed	0.5500	mult
wh2_dlc15_lord_abilities_youre_next	stat_melee_attack	-24.0000	add
wh2_dlc15_lord_abilities_youre_next	stat_melee_defence	-40.0000	add
wh2_dlc15_lord_passive_best_of_da_best	stat_melee_defence	10.0000	add
wh2_dlc15_lord_passive_best_of_da_best	stat_resistance_all	10.0000	add
wh2_dlc15_lord_passive_language_of_da_boyz	stat_melee_defence	5.0000	add
wh2_dlc15_lord_passive_language_of_da_boyz	stat_morale	4.0000	add
wh2_dlc15_unit_abilities_mighty_roar	scalar_speed	0.7500	mult
wh2_dlc15_unit_abilities_mighty_roar	stat_morale	-8.0000	add
wh2_dlc15_unit_abilities_mimic_cold_blooded	stat_morale	16.0000	add
wh2_dlc15_unit_abilities_mimic_grand_hammer_of_faith	stat_melee_attack	24.0000	add
wh2_dlc15_unit_abilities_mimic_grand_hammer_of_faith	stat_resistance_all	20.0000	add
wh2_dlc15_unit_active_mimic_ruinshelter	scalar_speed	0.4000	mult
wh2_dlc15_unit_active_mimic_ruinshelter	stat_armour	45.0000	add
wh2_dlc15_unit_active_mimic_ruinshelter	stat_melee_attack	8.0000	add
wh2_dlc15_unit_active_mimic_ruinshelter	stat_melee_defence	10.0000	add
wh2_dlc15_unit_contact_nightgoblin_poison	scalar_missile_damage_ap	0.8500	mult
wh2_dlc15_unit_contact_nightgoblin_poison	scalar_missile_damage_base	0.8500	mult
wh2_dlc15_unit_contact_nightgoblin_poison	scalar_speed	0.8500	mult
wh2_dlc15_unit_contact_nightgoblin_poison	stat_melee_damage_ap	0.8500	mult
wh2_dlc15_unit_contact_nightgoblin_poison	stat_melee_damage_base	0.8500	mult
wh2_dlc15_unit_contact_orrible_smell	stat_morale	-6.0000	add
wh2_dlc15_unit_contact_rattled	stat_melee_attack	-8.0000	add
wh2_dlc15_unit_contact_rattled	stat_melee_defence	-10.0000	add
wh2_dlc15_unit_contact_shackolot_breath	stat_melee_attack	0.7000	mult
wh2_dlc15_unit_contact_shackolot_breath	stat_morale	-10.0000	add
wh2_dlc15_unit_contact_shackolot_breath	stat_reloading	-30.0000	add
wh2_dlc15_unit_passive_ghostly_protection	stat_resistance_physical	15.0000	add
wh2_dlc15_unit_passive_grim_discipline	stat_melee_attack	8.0000	add
wh2_dlc15_unit_passive_grim_discipline	stat_melee_defence	12.0000	add
wh2_dlc15_unit_passive_immense_power	stat_melee_damage_ap	1.1200	mult
wh2_dlc15_unit_passive_immense_power	stat_melee_damage_base	1.1200	mult
wh2_dlc15_unit_passive_mimic_ethereal	stat_armour	0.0000	mult
wh2_dlc15_unit_passive_mimic_ethereal	stat_resistance_physical	60.0000	add
wh2_dlc15_unit_passive_mimic_forest_walker	stat_melee_attack	1.2500	mult
wh2_dlc15_unit_passive_mimic_forest_walker	stat_melee_defence	1.2500	mult
wh2_dlc15_unit_passive_monstrous_disease	stat_bonus_vs_large	12.0000	add
wh2_dlc15_unit_passive_monstrous_disease	stat_morale	8.0000	add
wh2_dlc15_unit_passive_overwhelming_odour	stat_melee_attack	-6.0000	add
wh2_dlc15_unit_passive_padded_shield	stat_armour	15.0000	add
wh2_dlc15_unit_passive_padded_shield	stat_missile_block_chance	30.0000	add
wh2_dlc15_unit_passive_pump_harder_ladz	scalar_charge_speed	1.2500	mult
wh2_dlc15_unit_passive_pump_harder_ladz	scalar_dealt_collision_knocked_back_threshold_modifier	0.0250	mult
wh2_dlc15_unit_passive_pump_harder_ladz	scalar_dealt_collision_knocked_down_threshold_modifier	0.0220	mult
wh2_dlc15_unit_passive_pump_harder_ladz	scalar_dealt_collision_knocked_flying_threshold_modifier	0.0200	mult
wh2_dlc15_unit_passive_pump_harder_ladz	scalar_speed	1.2500	mult
wh2_dlc15_unit_passive_pump_harder_ladz	stat_charge_bonus	1.1500	mult
wh2_dlc15_unit_passive_rubble_and_ruin_tier_1	stat_armour	-30.0000	add
wh2_dlc15_unit_passive_rubble_and_ruin_tier_1	stat_melee_damage_ap	1.4000	mult
wh2_dlc15_unit_passive_rubble_and_ruin_tier_2	stat_armour	-60.0000	add
wh2_dlc15_unit_passive_rubble_and_ruin_tier_2	stat_melee_damage_ap	1.8000	mult
wh2_dlc15_unit_passive_rubble_and_ruin_tier_3	stat_armour	-90.0000	add
wh2_dlc15_unit_passive_rubble_and_ruin_tier_3	stat_melee_damage_ap	2.2000	mult
wh2_dlc15_unit_passive_sorcery_weapon	stat_melee_damage_ap	6.0000	add
wh2_dlc15_unit_passive_spiky_skin	stat_melee_defence	8.0000	add
wh2_dlc15_unit_passive_spirit_of_gork_or_mork	stat_morale	4.0000	add
wh2_dlc15_weapon_abilities_axe_of_grom	stat_melee_damage_ap	1.5000	mult
wh2_dlc15_weapon_abilities_axe_of_grom	stat_melee_damage_base	1.5000	mult
wh2_dlc15_weapon_abilities_fangsword_of_eltharion	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_weapon_abilities_fangsword_of_eltharion	stat_resistance_physical	40.0000	add
wh2_dlc15_weapon_abilities_star_lance	scalar_charge_speed	1.2000	mult
wh2_dlc15_weapon_abilities_star_lance	stat_charge_bonus	1.6000	mult
wh2_dlc15_weapon_abilities_star_lance	stat_melee_damage_ap	1.2500	mult
wh2_dlc15_weapon_passive_slaggas_slashas	stat_melee_attack	8.0000	add
wh2_dlc15_weapon_passive_slaggas_slashas	stat_morale	4.0000	add
wh2_dlc16_character_abilities_blight_of_terrors	stat_morale	-16.0000	add
wh2_dlc16_character_abilities_pageant_of_shrikes	scalar_missile_range	0.8000	mult
wh2_dlc16_character_abilities_pageant_of_shrikes	stat_reloading	-20.0000	add
wh2_dlc16_character_passive_annoyance_of_netlings	stat_melee_attack	-5.0000	add
wh2_dlc16_character_passive_annoyance_of_netlings	stat_melee_damage_ap	0.9000	mult
wh2_dlc16_character_passive_annoyance_of_netlings	stat_melee_damage_base	0.9000	mult
wh2_dlc16_character_passive_resplendence_of_luminescents	stat_melee_attack	5.0000	add
wh2_dlc16_character_passive_resplendence_of_luminescents	stat_melee_damage_ap	1.1000	mult
wh2_dlc16_character_passive_resplendence_of_luminescents	stat_melee_damage_base	1.1000	mult
wh2_dlc16_hero_abilities_shock_collar	stat_melee_attack	24.0000	add
wh2_dlc16_hero_abilities_shock_collar	stat_morale	16.0000	add
wh2_dlc16_hero_abilities_warp_frenzy	stat_melee_attack	24.0000	add
wh2_dlc16_hero_abilities_warp_frenzy	stat_melee_damage_ap	1.2500	mult
wh2_dlc16_hero_abilities_warp_frenzy	stat_melee_damage_base	1.2500	mult
wh2_dlc16_hero_passive_blood_shield	stat_resistance_magic	15.0000	add
wh2_dlc16_hero_passive_dance_of_loec	stat_melee_defence	5.0000	add
wh2_dlc16_hero_passive_fickle_guardian	stat_resistance_physical	15.0000	add
wh2_dlc16_hero_passive_possessed_by_the_trickster_god	stat_melee_defence	10.0000	add
wh2_dlc16_hero_passive_power_grab	stat_morale	8.0000	add
wh2_dlc16_item_abilities_twilight_horn_ii	scalar_charge_speed	1.2500	mult
wh2_dlc16_item_abilities_twilight_horn_ii	scalar_speed	1.2500	mult
wh2_dlc16_item_abilities_twilight_horn_ii	stat_charge_bonus	1.2000	mult
wh2_dlc16_item_abilities_twilight_horn_i	scalar_charge_speed	1.2500	mult
wh2_dlc16_item_abilities_twilight_horn_i	scalar_speed	1.2500	mult
wh2_dlc16_item_abilities_twilight_horn_i	stat_charge_bonus	1.2000	mult
wh2_dlc16_item_passive_dragon_mask_iii	stat_armour	-23.0000	add
wh2_dlc16_item_passive_dragon_mask_iii	stat_melee_defence	-10.0000	add
wh2_dlc16_item_passive_dragon_mask_ii	stat_armour	-15.0000	add
wh2_dlc16_item_passive_dragon_mask_ii	stat_melee_defence	-10.0000	add
wh2_dlc16_item_passive_dragon_mask_i	stat_armour	-7.0000	add
wh2_dlc16_item_passive_dragon_mask_i	stat_melee_defence	-10.0000	add
wh2_dlc16_item_passive_twilight_helm	stat_resistance_physical	5.0000	add
wh2_dlc16_lord_abilities_loecs_blessing	scalar_speed	1.2500	mult
wh2_dlc16_lord_abilities_remouldered	stat_melee_attack	24.0000	add
wh2_dlc16_lord_abilities_remouldered	stat_morale	8.0000	add
wh2_dlc16_lord_passive_ashen_fields	stat_weakness_flame	-20.0000	add
wh2_dlc16_lord_passive_ceithin_hars_tenacity	stat_charge_bonus	1.2000	mult
wh2_dlc16_lord_passive_ceithin_hars_tenacity	stat_melee_damage_ap	1.2000	mult
wh2_dlc16_lord_passive_ceithin_hars_tenacity	stat_melee_damage_base	1.2000	mult
wh2_dlc16_lord_passive_fanatical_resolve_1	stat_melee_attack	10.0000	add
wh2_dlc16_lord_passive_fanatical_resolve_1	stat_melee_damage_base	1.1000	mult
wh2_dlc16_lord_passive_fanatical_resolve_2	stat_melee_attack	15.0000	add
wh2_dlc16_lord_passive_fanatical_resolve_2	stat_melee_damage_base	1.1500	mult
wh2_dlc16_lord_passive_fanatical_resolve_3	stat_melee_attack	20.0000	add
wh2_dlc16_lord_passive_fanatical_resolve_3	stat_melee_damage_base	1.2000	mult
wh2_dlc16_lord_passive_gwindalors_vantage	scalar_missile_damage_ap	1.0500	mult
wh2_dlc16_lord_passive_gwindalors_vantage	scalar_missile_damage_base	1.0500	mult
wh2_dlc16_lord_passive_gwindalors_vantage	stat_reloading	10.0000	add
wh2_dlc16_lord_passive_master_controller	stat_melee_defence	5.0000	add
wh2_dlc16_lord_passive_master_controller	stat_morale	4.0000	add
wh2_dlc16_lord_passive_orion_forest_spotting	stat_spotting_forest	5000.0000	add
wh2_dlc16_lore_passive_ancients_protection	stat_resistance_physical	10.0000	add
wh2_dlc16_lore_passive_wrath_of_the_wood	scalar_missile_damage_ap	1.1200	mult
wh2_dlc16_lore_passive_wrath_of_the_wood	scalar_missile_damage_base	1.1200	mult
wh2_dlc16_unit_abilities_acidic_musk_glands	stat_armour	-30.0000	add
wh2_dlc16_unit_abilities_fluid_injection	stat_melee_attack	24.0000	add
wh2_dlc16_unit_abilities_fluid_injection	stat_melee_damage_ap	1.2500	mult
wh2_dlc16_unit_abilities_fluid_injection	stat_melee_damage_base	1.2500	mult
wh2_dlc16_unit_abilities_whirling_death	stat_melee_damage_ap	-10.0000	add
wh2_dlc16_unit_abilities_whirling_death	stat_melee_damage_base	25.0000	add
wh2_dlc16_unit_contact_weakened	stat_melee_damage_ap	0.7500	mult
wh2_dlc16_unit_contact_weakened	stat_melee_damage_base	0.7500	mult
wh2_dlc16_unit_passive_glamoured_lv2	stat_morale	8.0000	add
wh2_dlc16_unit_passive_glamoured	stat_melee_attack	-5.0000	add
wh2_dlc16_unit_passive_glamoured	stat_melee_defence	-5.0000	add
wh2_dlc16_unit_passive_glamoured	stat_morale	8.0000	add
wh2_dlc16_unit_passive_propane_perspiration	stat_weakness_flame	-20.0000	add
wh2_dlc16_unit_passive_scurry_away_improved	scalar_speed	1.2500	mult
wh2_dlc16_unit_passive_scurry_away_improved	stat_resistance_all	10.0000	add
wh2_dlc16_weapon_abilities_creature_killer	stat_bonus_vs_large	16.0000	add
wh2_dlc16_weapon_abilities_dragon_spear	stat_melee_damage_ap	100.0000	add
wh2_dlc16_weapon_abilities_eagle_bow	scalar_charge_speed	1.2500	mult
wh2_dlc16_weapon_abilities_eagle_bow	scalar_speed	1.2500	mult
wh2_dlc17_army_abilities_ancestral_rune_of_grungni	stat_melee_attack	24.0000	add
wh2_dlc17_army_abilities_cacophonous_assault_upgraded	stat_melee_defence	-8.0000	add
wh2_dlc17_army_abilities_cacophonous_assault_upgraded	stat_morale	-10.0000	add
wh2_dlc17_army_abilities_cacophonous_assault	stat_melee_defence	-8.0000	add
wh2_dlc17_army_abilities_cacophonous_assault	stat_morale	-10.0000	add
wh2_dlc17_army_abilities_touched_by_the_moon_1	stat_melee_attack	40.0000	add
wh2_dlc17_army_abilities_touched_by_the_moon_1	stat_melee_damage_ap	1.5000	mult
wh2_dlc17_army_abilities_touched_by_the_moon_1	stat_melee_damage_base	1.5000	mult
wh2_dlc17_army_abilities_touched_by_the_moon_1	stat_resistance_physical	40.0000	add
wh2_dlc17_army_abilities_vile_entropy	scalar_missile_range	0.5000	mult
wh2_dlc17_character_abilities_hunter_of_champions_upgraded	stat_armour	-30.0000	add
wh2_dlc17_character_abilities_hunter_of_champions_upgraded	stat_melee_defence	-40.0000	add
wh2_dlc17_hero_passive_something_wicked_this_way_comes_upgrade	stat_morale	-8.0000	add
wh2_dlc17_hero_passive_will_of_the_dark_gods	stat_melee_defence	5.0000	add
wh2_dlc17_hero_passive_will_of_the_dark_gods	stat_morale	4.0000	add
wh2_dlc17_item_passive_thoreks_rune_armour	stat_armour	15.0000	add
wh2_dlc17_item_passive_thoreks_rune_armour	stat_resistance_flame	10.0000	add
wh2_dlc17_lord_abilities_barbed_knuckle_boxing	stat_melee_attack	24.0000	add
wh2_dlc17_lord_abilities_barbed_knuckle_boxing	stat_melee_damage_ap	1.2500	mult
wh2_dlc17_lord_abilities_barbed_knuckle_boxing	stat_melee_damage_base	1.2500	mult
wh2_dlc17_lord_abilities_brass_body	stat_melee_defence	24.0000	add
wh2_dlc17_lord_abilities_brass_body	stat_resistance_all	40.0000	add
wh2_dlc17_lord_abilities_master_predator	scalar_charge_speed	0.7500	mult
wh2_dlc17_lord_abilities_master_predator	scalar_missile_range	1.2000	mult
wh2_dlc17_lord_abilities_master_predator	scalar_speed	0.7500	mult
wh2_dlc17_lord_abilities_rune_of_doom	stat_melee_attack	24.0000	add
wh2_dlc17_lord_passive_aura_of_dark_majesty_upgrade	stat_melee_attack	-6.0000	add
wh2_dlc17_lord_passive_aura_of_dark_majesty_upgrade	stat_morale	-4.0000	add
wh2_dlc17_lord_passive_distorted_reality	scalar_charge_speed	0.9000	mult
wh2_dlc17_lord_passive_distorted_reality	scalar_speed	0.9000	mult
wh2_dlc17_lord_passive_distorted_reality	stat_melee_attack	-5.0000	add
wh2_dlc17_lord_passive_shattering_aura	stat_morale	-12.0000	add
wh2_dlc17_rune_abilities_master_rune_of_breaking	stat_melee_damage_ap	1.2500	mult
wh2_dlc17_rune_abilities_master_rune_of_breaking	stat_melee_damage_base	1.2500	mult
wh2_dlc17_rune_abilities_master_rune_of_slowness	scalar_charge_speed	0.4000	mult
wh2_dlc17_rune_abilities_master_rune_of_slowness	scalar_speed	0.4000	mult
wh2_dlc17_rune_abilities_master_rune_of_slowness	stat_charge_bonus	0.6000	mult
wh2_dlc17_rune_abilities_master_rune_of_speed	scalar_speed	1.4500	mult
wh2_dlc17_rune_abilities_master_rune_of_speed	stat_melee_attack	24.0000	add
wh2_dlc17_rune_abilities_rune_of_breaking	stat_melee_damage_ap	1.2500	mult
wh2_dlc17_rune_abilities_rune_of_breaking	stat_melee_damage_base	1.2500	mult
wh2_dlc17_rune_abilities_rune_of_slowness	scalar_charge_speed	0.5500	mult
wh2_dlc17_rune_abilities_rune_of_slowness	scalar_speed	0.5500	mult
wh2_dlc17_rune_abilities_rune_of_slowness	stat_charge_bonus	0.6000	mult
wh2_dlc17_rune_abilities_rune_of_speed	scalar_speed	1.4500	mult
wh2_dlc17_rune_abilities_rune_of_speed	stat_melee_attack	24.0000	add
wh2_dlc17_spell_wild_mantle_of_ghorok_upgraded	stat_armour	-30.0000	add
wh2_dlc17_spell_wild_mantle_of_ghorok_upgraded	stat_melee_attack	40.0000	add
wh2_dlc17_spell_wild_mantle_of_ghorok_upgraded	stat_melee_damage_ap	1.5000	mult
wh2_dlc17_spell_wild_mantle_of_ghorok_upgraded	stat_melee_damage_base	1.5000	mult
wh2_dlc17_unit_abilities_primeval_roar	stat_melee_attack	24.0000	add
wh2_dlc17_unit_contact_dazed	scalar_speed	0.7500	mult
wh2_dlc17_unit_contact_dazed	stat_melee_defence	-10.0000	add
wh2_dlc17_unit_contact_soteks_sanctum	scalar_charge_speed	0.7500	mult
wh2_dlc17_unit_contact_soteks_sanctum	scalar_speed	0.7500	mult
wh2_dlc17_unit_passive_bloodgreed_upgraded	stat_charge_bonus	1.1500	mult
wh2_dlc17_unit_passive_bloodgreed_upgraded	stat_melee_attack	16.0000	add
wh2_dlc17_unit_passive_bloodgreed_upgraded	stat_melee_damage_ap	1.2000	mult
wh2_dlc17_unit_passive_boost_army_vision	stat_visibility_sight	100000.0000	add
wh2_dlc17_unit_passive_drunken_bravado	stat_morale	4.0000	add
wh2_dlc17_unit_passive_horrible_regeneration	stat_weakness_flame	-20.0000	add
wh2_dlc17_unit_passive_wayfarer	scalar_entity_acceleration_modifier	3.0000	mult
wh2_dlc17_unit_passive_wayfarer	scalar_entity_deceleration_modifier	3.0000	mult
wh2_dlc17_weapon_passive_rune_tortured_axes	stat_melee_attack	8.0000	add
wh2_dlc17_weapon_passive_rune_tortured_axes	stat_melee_damage_ap	1.1500	mult
wh2_dlc17_weapon_passive_rune_tortured_axes	stat_melee_damage_base	1.1500	mult
wh2_dlc25_hero_passive_grim_resolve	stat_morale	4.0000	add
wh2_dlc25_hero_passive_tools_of_judgement	stat_melee_attack	12.0000	add
wh2_dlc25_hero_passive_tools_of_judgement	stat_melee_defence	12.0000	add
wh2_main_army_abilities_holy_stela	scalar_missile_damage_base	0.7500	mult
wh2_main_army_abilities_holy_stela	stat_accuracy	-30.0000	add
wh2_main_army_abilities_mors_clanstone	stat_melee_damage_ap	1.5000	mult
wh2_main_army_abilities_skryre_clanstone	stat_resistance_magic	-44.0000	add
wh2_main_army_abilities_temple_of_mists	scalar_missile_damage_base	0.7500	mult
wh2_main_army_abilities_temple_of_mists	stat_accuracy	-30.0000	add
wh2_main_banner_passive_battle_banner	stat_morale	-4.0000	add
wh2_main_banner_passive_sacred_banner_of_the_horned_rat	stat_morale	-8.0000	add
wh2_main_banner_passive_storm_banner	scalar_missile_damage_base	0.9400	mult
wh2_main_character_abilities_assassins_trophy	stat_melee_attack	-24.0000	add
wh2_main_character_abilities_assassins_trophy	stat_melee_defence	-24.0000	add
wh2_main_character_abilities_cold_blooded	stat_morale	16.0000	add
wh2_main_character_abilities_dark_venom	stat_melee_damage_base	1.9000	mult
wh2_main_character_abilities_shield_of_the_old_ones	stat_morale	8.0000	add
wh2_main_character_abilities_shield_of_the_old_ones	stat_resistance_all	20.0000	add
wh2_main_character_abilities_swiftness_of_itzl	scalar_speed	1.2500	mult
wh2_main_character_abilities_verminous_valour	scalar_speed	1.2500	mult
wh2_main_character_abilities_verminous_valour	stat_morale	8.0000	add
wh2_main_character_abilities_witchbrew	stat_melee_attack	24.0000	add
wh2_main_character_abilities_witchbrew	stat_melee_damage_ap	1.5000	mult
wh2_main_character_abilities_witchbrew	stat_melee_damage_base	1.5000	mult
wh2_main_character_passive_aura_of_pestilence	stat_melee_attack	-5.0000	add
wh2_main_character_passive_darken_the_skies	stat_reloading	20.0000	add
wh2_main_character_passive_grand_arcane_conduit	scalar_spell_mastery	1.1500	mult
wh2_main_character_passive_horn_of_isha	stat_melee_attack	5.0000	add
wh2_main_character_passive_horn_of_isha	stat_reloading	5.0000	add
wh2_main_character_passive_loose	stat_reloading	10.0000	add
wh2_main_faction_abilities_murderous_mastery	scalar_missile_damage_ap	1.2000	mult
wh2_main_faction_abilities_murderous_mastery	stat_charge_bonus	1.2500	mult
wh2_main_faction_abilities_murderous_mastery	stat_melee_attack	1.2500	mult
wh2_main_faction_abilities_murderous_mastery	stat_morale	15.0000	add
wh2_main_faction_abilities_murderous_prowess	scalar_missile_damage_ap	1.2000	mult
wh2_main_faction_abilities_murderous_prowess	stat_charge_bonus	1.2500	mult
wh2_main_faction_abilities_murderous_prowess	stat_melee_attack	1.2500	mult
wh2_main_faction_abilities_murderous_prowess	stat_morale	15.0000	add
wh2_main_item_abilities_amulet_of_itzl	stat_resistance_all	60.0000	add
wh2_main_item_abilities_aura_of_quetzl	stat_armour	30.0000	add
wh2_main_item_abilities_aura_of_quetzl	stat_melee_defence	24.0000	add
wh2_main_item_abilities_blade_of_bel_korhadris	stat_melee_attack	24.0000	add
wh2_main_item_abilities_blade_of_bel_korhadris	stat_melee_damage_ap	1.2500	mult
wh2_main_item_abilities_dragonhorn	scalar_missile_damage_base	1.2500	mult
wh2_main_item_abilities_dragonhorn	stat_melee_damage_base	1.3000	mult
wh2_main_item_abilities_pearl_of_infinite_bleakness	stat_morale	8.0000	add
wh2_main_item_abilities_plaque_of_dominion	stat_morale	-8.0000	add
wh2_main_item_abilities_rival_hide_talisman	stat_melee_attack	-40.0000	add
wh2_main_item_abilities_scrying_stone	stat_morale	8.0000	add
wh2_main_item_abilities_scrying_stone	stat_resistance_all	20.0000	add
wh2_main_item_abilities_skavenbrew	stat_armour	-30.0000	add
wh2_main_item_abilities_skavenbrew	stat_melee_attack	40.0000	add
wh2_main_item_abilities_skavenbrew	stat_melee_damage_base	1.3000	mult
wh2_main_item_abilities_talisman_of_loec	stat_melee_attack	24.0000	add
wh2_main_item_abilities_talisman_of_loec	stat_melee_damage_base	1.3000	mult
wh2_main_item_abilities_the_bane_shield	stat_armour	30.0000	add
wh2_main_item_abilities_the_bane_shield	stat_missile_block_chance	24.0000	add
wh2_main_item_abilities_the_guiding_eye	scalar_missile_damage_ap	1.2000	mult
wh2_main_item_abilities_the_horn_of_kygor	stat_charge_bonus	1.2000	mult
wh2_main_item_abilities_the_horn_of_kygor	stat_melee_attack	24.0000	add
wh2_main_item_abilities_the_horn_of_kygor	stat_morale	8.0000	add
wh2_main_item_abilities_the_tricksters_pendant	scalar_miscast_chance	2.0000	mult
wh2_main_item_abilities_warpstorm_scroll	scalar_speed	0.5500	mult
wh2_main_item_abilities_worlds_edge_armour	stat_armour	60.0000	add
wh2_main_item_passive_blessed_tome	stat_morale	8.0000	add
