agent_subtype	ancillary
wh2_dlc16_wef_spellweaver_shadows	wh2_dlc16_anc_mount_wef_cha_spellweaver_shadows_great_eagle
wh2_dlc16_wef_spellweaver_shadows	wh2_dlc16_anc_mount_wef_cha_spellweaver_shadows_unicorn
wh2_dlc16_wef_ariel	wh2_dlc16_anc_talisman_berry_wine
wh2_dlc16_skv_throt_the_unclean	wh2_dlc16_anc_weapon_creature_killer
wh2_dlc16_wef_ariel	wh2_dlc16_anc_weapon_dart_of_doom
wh2_dlc17_dwf_thorek	wh2_dlc17_anc_armour_thoreks_rune_armour
wh2_dlc17_lzd_oxyotl	wh2_dlc17_anc_banner_lzd_poison_daemonbane
wh2_dlc17_lzd_oxyotl	wh2_dlc17_anc_banner_lzd_poison_fireblood_toxin
wh2_dlc17_lzd_oxyotl	wh2_dlc17_anc_banner_lzd_poison_slow_death
wh2_dlc17_lzd_oxyotl	wh2_dlc17_anc_banner_lzd_poison_toadskin_essence
wh_dlc05_bst_morghur	wh2_dlc17_anc_blessing_of_filth_banner
wh_dlc05_bst_morghur	wh2_dlc17_anc_blessing_of_mania_banner
wh_dlc05_bst_morghur	wh2_dlc17_anc_blessing_of_trickery_banner
wh_dlc08_nor_throgg	wh2_dlc17_anc_dread_retainer_fimir_banner
wh_dlc08_nor_throgg	wh2_dlc17_anc_dread_retainer_skinwolf_banner
wh_dlc08_nor_throgg	wh2_dlc17_anc_dread_retainer_troll_banner
wh2_dlc17_dwf_thorek	wh2_dlc17_anc_follower_dwf_kraggi
wh2_dlc17_dwf_thorek	wh2_dlc17_anc_mount_dwf_thorek_anvil_of_doom
wh2_dlc17_vmp_kevon_lloydstein	wh2_dlc17_anc_mount_vmp_kevon_barded_skeletal_steed
wh2_dlc17_vmp_kevon_lloydstein	wh2_dlc17_anc_mount_vmp_kevon_skeletal_steed
wh2_dlc17_dwf_thorek	wh2_dlc17_anc_weapon_klad_brakak
wh2_dlc17_bst_taurox	wh2_dlc17_anc_weapon_rune_tortured_axes
wh2_dlc17_lzd_oxyotl	wh2_dlc17_anc_weapon_the_golden_blowpipe_of_ptoohee
wh2_main_def_malekith	wh2_main_anc_arcane_item_circlet_of_iron
wh2_main_hef_teclis	wh2_main_anc_arcane_item_moon_staff_of_lileath
wh2_main_skv_lord_skrolk	wh2_main_anc_arcane_item_the_liber_bubonicus
wh2_main_def_morathi	wh2_main_anc_arcane_item_wand_of_the_kharaidon
wh2_main_def_malekith	wh2_main_anc_armour_armour_of_midnight
wh2_main_hef_tyrion	wh2_main_anc_armour_dragon_armour_of_aenarion
wh2_dlc11_def_lokhir	wh2_main_anc_armour_helm_of_the_kraken
wh2_main_hef_prince_alastar	wh2_main_anc_armour_lions_pelt
wh2_main_hef_teclis	wh2_main_anc_armour_war_crown_of_saphery
wh2_main_skv_queek_headtaker	wh2_main_anc_armour_warp_shard_armour
wh2_main_lzd_kroq_gar	wh2_main_anc_enchanted_item_hand_of_gods
wh2_main_hef_tyrion	wh2_main_anc_enchanted_item_heart_of_avelorn
wh2_main_hef_teclis	wh2_main_anc_enchanted_item_scroll_of_hoeth
wh2_main_def_malekith	wh2_main_anc_enchanted_item_supreme_spellshield
wh2_dlc16_skv_ghoritch	wh2_main_anc_follower_skv_pet_wolf_rat
wh2_main_skv_assassin	wh2_main_anc_follower_skv_pet_wolf_rat
wh2_main_skv_grey_seer_plague	wh2_main_anc_follower_skv_sculptor
wh2_main_skv_grey_seer_ruin	wh2_main_anc_follower_skv_sculptor
wh2_main_lzd_lord_mazdamundi	wh2_main_anc_magic_standard_sunburst_standard_of_hexoatl
wh2_main_def_death_hag	wh2_main_anc_mount_def_death_hag_cauldron_of_blood
wh2_main_def_dreadlord	wh2_main_anc_mount_def_dreadlord_black_dragon
wh2_main_def_dreadlord	wh2_main_anc_mount_def_dreadlord_cold_one
wh2_main_def_dreadlord	wh2_main_anc_mount_def_dreadlord_dark_pegasus
wh2_main_def_dreadlord	wh2_main_anc_mount_def_dreadlord_dark_steed
wh2_main_def_dreadlord_fem	wh2_main_anc_mount_def_dreadlord_fem_black_dragon
wh2_main_def_dreadlord_fem	wh2_main_anc_mount_def_dreadlord_fem_cold_one
wh2_main_def_dreadlord_fem	wh2_main_anc_mount_def_dreadlord_fem_dark_pegasus
wh2_main_def_dreadlord_fem	wh2_main_anc_mount_def_dreadlord_fem_dark_steed
wh2_main_def_malekith	wh2_main_anc_mount_def_malekith_cold_one_chariot
wh2_main_def_malekith	wh2_main_anc_mount_def_malekith_cold_one
wh2_main_def_malekith	wh2_main_anc_mount_def_malekith_seraphon
wh2_main_def_morathi	wh2_main_anc_mount_def_morathi_sulephet
wh2_main_def_sorceress_dark	wh2_main_anc_mount_def_sorceress_dark_cold_one
wh2_main_def_sorceress_dark	wh2_main_anc_mount_def_sorceress_dark_dark_pegasus
wh2_main_def_sorceress_dark	wh2_main_anc_mount_def_sorceress_dark_dark_steed
wh2_main_def_sorceress_fire	wh2_main_anc_mount_def_sorceress_fire_cold_one
wh2_main_def_sorceress_fire	wh2_main_anc_mount_def_sorceress_fire_dark_pegasus
wh2_main_def_sorceress_fire	wh2_main_anc_mount_def_sorceress_fire_dark_steed
wh2_main_def_sorceress_shadow	wh2_main_anc_mount_def_sorceress_shadow_cold_one
wh2_main_def_sorceress_shadow	wh2_main_anc_mount_def_sorceress_shadow_dark_pegasus
wh2_main_def_sorceress_shadow	wh2_main_anc_mount_def_sorceress_shadow_dark_steed
wh2_main_hef_prince_alastar	wh2_main_anc_mount_hef_alastair_great_eagle
wh2_main_hef_prince_alastar	wh2_main_anc_mount_hef_alastair_star_dragon
wh2_main_hef_prince_alastar	wh2_main_anc_mount_hef_alastair_sun_dragon
wh2_main_hef_mage_high	wh2_main_anc_mount_hef_mage_high_elven_steed
wh2_main_hef_mage_high	wh2_main_anc_mount_hef_mage_high_ithilmar_chariot
wh2_main_hef_mage_life	wh2_main_anc_mount_hef_mage_life_elven_steed
wh2_main_hef_mage_life	wh2_main_anc_mount_hef_mage_life_ithilmar_chariot
wh2_main_hef_mage_light	wh2_main_anc_mount_hef_mage_light_elven_steed
wh2_main_hef_mage_light	wh2_main_anc_mount_hef_mage_light_ithilmar_chariot
wh2_main_hef_noble	wh2_main_anc_mount_hef_noble_barded_ithilmar_steed
wh2_main_hef_noble	wh2_main_anc_mount_hef_noble_eagle
wh2_main_hef_noble	wh2_main_anc_mount_hef_noble_ithilmar_chariot
wh2_main_hef_prince	wh2_main_anc_mount_hef_prince_barded_ithilmar_steed
wh2_main_hef_prince	wh2_main_anc_mount_hef_prince_great_eagle
wh2_main_hef_prince	wh2_main_anc_mount_hef_prince_star_dragon
wh2_main_hef_prince	wh2_main_anc_mount_hef_prince_sun_dragon
wh2_main_hef_princess	wh2_main_anc_mount_hef_princess_elven_steed
wh2_main_hef_princess	wh2_main_anc_mount_hef_princess_great_eagle
wh2_main_hef_princess	wh2_main_anc_mount_hef_princess_moon_dragon
wh2_main_hef_princess	wh2_main_anc_mount_hef_princess_star_dragon
wh2_main_hef_teclis	wh2_main_anc_mount_hef_teclis_barded_ithilmar_steed
wh2_main_hef_tyrion	wh2_main_anc_mount_hef_tyrion_malhandhir
wh2_main_lzd_kroq_gar	wh2_main_anc_mount_lzd_kroq_gar_cold_one
wh2_main_lzd_kroq_gar	wh2_main_anc_mount_lzd_kroq_gar_grymloq
wh2_main_lzd_kroq_gar	wh2_main_anc_mount_lzd_kroq_gar_horned_one
wh2_main_lzd_lord_mazdamundi	wh2_main_anc_mount_lzd_lord_mazdamundi_zlaaq
wh2_dlc13_lzd_saurus_old_blood_horde	wh2_main_anc_mount_lzd_saurus_old_blood_carnosaur
wh2_main_lzd_saurus_old_blood	wh2_main_anc_mount_lzd_saurus_old_blood_carnosaur
wh2_dlc13_lzd_saurus_old_blood_horde	wh2_main_anc_mount_lzd_saurus_old_blood_cold_one
wh2_main_lzd_saurus_old_blood	wh2_main_anc_mount_lzd_saurus_old_blood_cold_one
wh2_main_lzd_saurus_scar_veteran	wh2_main_anc_mount_lzd_saurus_scar_veteran_carnosaur
wh2_main_lzd_saurus_scar_veteran	wh2_main_anc_mount_lzd_saurus_scar_veteran_cold_one
wh2_dlc12_lzd_tlaqua_skink_chief	wh2_main_anc_mount_lzd_skink_chief_ancient_stegadon
wh2_main_lzd_skink_chief	wh2_main_anc_mount_lzd_skink_chief_ancient_stegadon
wh2_dlc12_lzd_tlaqua_skink_chief	wh2_main_anc_mount_lzd_skink_chief_stegadon
wh2_main_lzd_skink_chief	wh2_main_anc_mount_lzd_skink_chief_stegadon
wh2_main_lzd_skink_chief	wh2_main_anc_mount_lzd_skink_chief_terradon
wh2_dlc12_lzd_tlaqua_skink_priest_beasts	wh2_main_anc_mount_lzd_skink_priest_beasts_ancient_stegadon
wh2_main_lzd_skink_priest_beasts	wh2_main_anc_mount_lzd_skink_priest_beasts_ancient_stegadon
wh2_dlc12_lzd_tlaqua_skink_priest_beasts	wh2_main_anc_mount_lzd_skink_priest_beasts_stegadon
wh2_main_lzd_skink_priest_beasts	wh2_main_anc_mount_lzd_skink_priest_beasts_stegadon
wh2_main_lzd_skink_priest_beasts	wh2_main_anc_mount_lzd_skink_priest_beasts_terradon
wh2_dlc12_lzd_tlaqua_skink_priest_heavens	wh2_main_anc_mount_lzd_skink_priest_heavens_ancient_stegadon
wh2_main_lzd_skink_priest_heavens	wh2_main_anc_mount_lzd_skink_priest_heavens_ancient_stegadon
wh2_dlc12_lzd_tlaqua_skink_priest_heavens	wh2_main_anc_mount_lzd_skink_priest_heavens_stegadon
wh2_main_lzd_skink_priest_heavens	wh2_main_anc_mount_lzd_skink_priest_heavens_stegadon
wh2_main_lzd_skink_priest_heavens	wh2_main_anc_mount_lzd_skink_priest_heavens_terradon
wh2_main_skv_grey_seer_plague	wh2_main_anc_mount_skv_grey_seer_plague_screaming_bell
wh2_main_skv_grey_seer_ruin	wh2_main_anc_mount_skv_grey_seer_ruin_screaming_bell
wh2_main_skv_plague_priest	wh2_main_anc_mount_skv_plague_priest_plague_furnace
wh2_main_skv_warlord	wh2_main_anc_mount_skv_warlord_bonebreaker
wh2_main_def_morathi	wh2_main_anc_talisman_amber_amulet
wh2_main_lzd_lord_mazdamundi	wh2_main_anc_weapon_cobra_mace_of_mazdamundi
wh2_main_def_malekith	wh2_main_anc_weapon_destroyer
wh2_main_skv_queek_headtaker	wh2_main_anc_weapon_dwarf_gouger
wh2_main_def_morathi	wh2_main_anc_weapon_heartrender_and_the_darksword
wh2_main_lzd_kroq_gar	wh2_main_anc_weapon_revered_spear_of_tlanxla
wh2_main_skv_lord_skrolk	wh2_main_anc_weapon_rod_of_corruption
wh2_main_hef_tyrion	wh2_main_anc_weapon_sunfang
wh2_main_hef_teclis	wh2_main_anc_weapon_sword_of_teclis
wh2_pro07_emp_amethyst_wizard	wh2_pro07_anc_mount_emp_amethyst_wizard_barded_warhorse
wh2_pro07_emp_amethyst_wizard	wh2_pro07_anc_mount_emp_amethyst_wizard_imperial_pegasus
wh2_pro07_emp_amethyst_wizard	wh2_pro07_anc_mount_emp_amethyst_wizard_warhorse
wh2_pro08_neu_felix	wh2_pro08_anc_weapon_felix_sword
wh3_dlc25_neu_gotrek_hero	wh2_pro08_anc_weapon_gotrek_axe
wh2_pro09_grn_black_orc_big_boss	wh2_pro09_anc_mount_grn_black_orc_big_boss_war_boar
wh2_dlc15_grn_goblin_great_shaman_raknik	wh2_twa01_anc_mount_grn_goblin_great_shaman_spider_shrine
wh_main_grn_goblin_great_shaman	wh2_twa01_anc_mount_grn_goblin_great_shaman_spider_shrine
wh2_twa02_wef_glade_captain	wh2_twa02_anc_mount_wef_cha_glade_captain_elven_steed
wh2_twa02_wef_glade_captain	wh2_twa02_anc_mount_wef_cha_glade_captain_great_eagle
wh2_twa02_wef_glade_captain	wh2_twa02_anc_mount_wef_cha_glade_captain_great_stag
wh2_twa03_def_rakarth	wh2_twa03_anc_armour_beast_armour_of_karond_kar
wh2_twa03_def_rakarth	wh2_twa03_anc_mount_def_rakarth_bracchus
wh2_twa03_def_rakarth	wh2_twa03_anc_mount_def_rakarth_manticore
wh2_twa03_def_rakarth	wh2_twa03_anc_mount_def_rakarth_scourgerunner_chariot
wh2_twa03_def_rakarth	wh2_twa03_anc_weapon_whip_of_agony
wh3_dlc20_tze_vilitch	wh3_dlc20_anc_arcane_item_vessel_of_chaos
wh3_dlc20_kho_valkia	wh3_dlc20_anc_armour_the_scarlet_armour
wh3_dlc20_kho_valkia	wh3_dlc20_anc_enchanted_item_daemonshield
wh3_dlc20_nur_festus	wh3_dlc20_anc_enchanted_item_pestilent_potions
wh_main_chs_lord	wh3_dlc20_anc_mount_chs_cha_chaos_lord_chaos_chariot
wh3_dlc20_chs_lord_mkho	wh3_dlc20_anc_mount_chs_cha_chaos_lord_mkho_chaos_steed
wh3_dlc20_chs_lord_mkho	wh3_dlc20_anc_mount_chs_cha_chaos_lord_mkho_gorebeast_chariot
wh3_dlc20_chs_lord_mkho	wh3_dlc20_anc_mount_chs_cha_chaos_lord_mkho_juggernaut
wh3_dlc20_chs_lord_msla	wh3_dlc20_anc_mount_chs_cha_chaos_lord_msla_chaos_chariot
wh3_dlc20_chs_lord_msla	wh3_dlc20_anc_mount_chs_cha_chaos_lord_msla_chaos_steed
wh3_dlc20_chs_sorcerer_lord_death_mnur	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed
wh3_dlc20_chs_sorcerer_lord_death_mnur	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine
wh3_dlc20_chs_sorcerer_lord_metal_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed
wh3_dlc20_chs_sorcerer_lord_metal_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_disc
wh3_dlc20_chs_sorcerer_lord_metal_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine
wh3_dlc20_chs_sorcerer_lord_nurgle_mnur	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed
wh3_dlc20_chs_sorcerer_lord_nurgle_mnur	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine
wh3_dlc20_chs_sorcerer_lord_tzeentch_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed
wh3_dlc20_chs_sorcerer_lord_tzeentch_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc
wh3_dlc20_chs_sorcerer_lord_tzeentch_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine
wh3_dlc20_chs_sorcerer_metal_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed
wh3_dlc20_chs_sorcerer_metal_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_metal_mtze_disc
wh3_dlc20_chs_sorcerer_metal_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_metal_mtze_warshrine
wh3_dlc20_chs_sorcerer_shadows_msla	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed
wh3_dlc20_chs_sorcerer_shadows_msla	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_shadows_msla_warshrine
wh3_dlc20_chs_sorcerer_slaanesh_msla	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed
wh3_dlc20_chs_sorcerer_slaanesh_msla	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine
wh3_dlc20_chs_sorcerer_tzeentch_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed
wh3_dlc20_chs_sorcerer_tzeentch_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_tzeentch_mtze_disc
wh3_dlc20_chs_sorcerer_tzeentch_mtze	wh3_dlc20_anc_mount_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine
wh3_dlc20_chs_exalted_hero_mkho	wh3_dlc20_anc_mount_chs_cha_exalted_hero_mkho_chaos_steed
wh3_dlc20_chs_exalted_hero_mkho	wh3_dlc20_anc_mount_chs_cha_exalted_hero_mkho_gorebeast_chariot
wh3_dlc20_chs_exalted_hero_mkho	wh3_dlc20_anc_mount_chs_cha_exalted_hero_mkho_juggernaut
wh3_dlc20_chs_exalted_hero_mnur	wh3_dlc20_anc_mount_chs_cha_exalted_hero_mnur_chaos_chariot
wh3_dlc20_chs_exalted_hero_mnur	wh3_dlc20_anc_mount_chs_cha_exalted_hero_mnur_chaos_steed
wh_dlc01_chs_sorcerer_lord_death	wh3_dlc20_anc_mount_chs_cha_sorcerer_lord_death_warshrine
wh3_main_kho_cultist	wh3_dlc20_anc_mount_kho_cultist_warshrine
wh3_main_nur_cultist	wh3_dlc20_anc_mount_nur_cultist_warshrine
wh3_main_sla_cultist	wh3_dlc20_anc_mount_sla_cultist_warshrine
wh3_main_tze_cultist	wh3_dlc20_anc_mount_tze_cultist_warshrine
wh3_dlc20_sla_azazel	wh3_dlc20_anc_weapon_daemonblade
wh3_dlc20_kho_valkia	wh3_dlc20_anc_weapon_the_spear_slaupnir
wh3_dlc23_neu_ulrika	wh3_dlc23_anc_arcane_item_blood_shard
wh3_dlc23_chd_drazhoath	wh3_dlc23_anc_arcane_item_daemonspite_crucible
wh3_dlc23_chd_zhatan	wh3_dlc23_anc_armour_chd_armour_of_gazrakh
wh3_dlc23_chd_gorduz_backstabber	wh3_dlc23_anc_enchanted_item_chd_banner_of_slavery
wh3_dlc23_chd_zhatan	wh3_dlc23_anc_enchanted_item_chd_chaos_runeshield
wh3_dlc23_neu_ulrika	wh3_dlc23_anc_follower_neu_gabriella
wh3_dlc23_chd_daemonsmith_sorcerer_death	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_death_bale_taurus
wh3_dlc23_chd_daemonsmith_sorcerer_death	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_death_great_taurus
wh3_dlc23_chd_daemonsmith_sorcerer_death	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_death_lammasu
wh3_dlc23_chd_daemonsmith_sorcerer_fire	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_fire_bale_taurus
wh3_dlc23_chd_daemonsmith_sorcerer_fire	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_fire_great_taurus
wh3_dlc23_chd_daemonsmith_sorcerer_fire	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_fire_lammasu
wh3_dlc23_chd_daemonsmith_sorcerer_hashut	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_hashut_bale_taurus
wh3_dlc23_chd_daemonsmith_sorcerer_hashut	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_hashut_great_taurus
wh3_dlc23_chd_daemonsmith_sorcerer_hashut	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_hashut_lammasu
wh3_dlc23_chd_daemonsmith_sorcerer_metal	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_metal_bale_taurus
wh3_dlc23_chd_daemonsmith_sorcerer_metal	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_metal_great_taurus
wh3_dlc23_chd_daemonsmith_sorcerer_metal	wh3_dlc23_anc_mount_chd_daemonsmith_sorcerer_metal_lammasu
wh3_dlc23_chd_drazhoath	wh3_dlc23_anc_mount_chd_drazhoath_the_ashen_bale_taurus_cinderbreath
wh3_dlc23_chd_lord_convoy_overseer	wh3_dlc23_anc_mount_chd_overseer_great_taurus
wh3_dlc23_chd_overseer	wh3_dlc23_anc_mount_chd_overseer_great_taurus
wh3_dlc23_chd_lord_convoy_overseer	wh3_dlc23_anc_mount_chd_overseer_lammasu
wh3_dlc23_chd_overseer	wh3_dlc23_anc_mount_chd_overseer_lammasu
wh3_dlc23_chd_sorcerer_prophet_death	wh3_dlc23_anc_mount_chd_sorcerer_prophet_death_bale_taurus
wh3_dlc23_chd_sorcerer_prophet_death	wh3_dlc23_anc_mount_chd_sorcerer_prophet_death_great_taurus
wh3_dlc23_chd_sorcerer_prophet_death	wh3_dlc23_anc_mount_chd_sorcerer_prophet_death_lammasu
wh3_dlc23_chd_sorcerer_prophet_fire	wh3_dlc23_anc_mount_chd_sorcerer_prophet_fire_bale_taurus
wh3_dlc23_chd_sorcerer_prophet_fire	wh3_dlc23_anc_mount_chd_sorcerer_prophet_fire_great_taurus
wh3_dlc23_chd_sorcerer_prophet_fire	wh3_dlc23_anc_mount_chd_sorcerer_prophet_fire_lammasu
wh3_dlc23_chd_sorcerer_prophet_hashut	wh3_dlc23_anc_mount_chd_sorcerer_prophet_hashut_bale_taurus
wh3_dlc23_chd_sorcerer_prophet_hashut	wh3_dlc23_anc_mount_chd_sorcerer_prophet_hashut_great_taurus
wh3_dlc23_chd_sorcerer_prophet_hashut	wh3_dlc23_anc_mount_chd_sorcerer_prophet_hashut_lammasu
wh3_dlc23_chd_sorcerer_prophet_metal	wh3_dlc23_anc_mount_chd_sorcerer_prophet_metal_bale_taurus
wh3_dlc23_chd_sorcerer_prophet_metal	wh3_dlc23_anc_mount_chd_sorcerer_prophet_metal_great_taurus
wh3_dlc23_chd_sorcerer_prophet_metal	wh3_dlc23_anc_mount_chd_sorcerer_prophet_metal_lammasu
wh3_dlc23_chd_zhatan	wh3_dlc23_anc_mount_chd_zhatan_the_black_great_taurus
wh3_dlc23_chd_zhatan	wh3_dlc23_anc_mount_chd_zhatan_the_black_lammasu
wh3_dlc23_neu_ulrika	wh3_dlc23_anc_mount_ksl_ulrika_warhorse
wh3_dlc23_chd_drazhoath	wh3_dlc23_anc_talisman_hellshard_amulet
wh3_dlc23_chd_astragoth	wh3_dlc23_anc_talisman_stone_mantle
wh3_dlc23_chd_astragoth	wh3_dlc23_anc_weapon_black_hammer_of_hashut
wh3_dlc23_chd_gorduz_backstabber	wh3_dlc23_anc_weapon_chd_dagger_of_malice
wh3_dlc23_chd_zhatan	wh3_dlc23_anc_weapon_chd_the_obsidian_axe
wh3_dlc23_neu_ulrika	wh3_dlc23_anc_weapon_item_silver_dagger
wh3_dlc23_chd_drazhoath	wh3_dlc23_anc_weapon_the_graven_sceptre
wh3_dlc24_ksl_mother_ostankya	wh3_dlc24_anc_arcane_item_crown_of_claws
wh2_dlc10_def_sorceress_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_dlc10_def_supreme_sorceress_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_dlc12_lzd_tehenhauin	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_dlc12_lzd_tlaqua_skink_priest_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_dlc13_lzd_slann_mage_priest_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_dlc13_lzd_slann_mage_priest_beasts_horde	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_dlc15_hef_archmage_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_dlc15_hef_mage_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_dlc16_wef_malicious_ancient_treeman_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_dlc16_wef_malicious_branchwraith_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_dlc16_wef_spellweaver_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_main_lzd_skink_priest_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh2_twa04_bst_great_bray_shaman_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh3_dlc24_ksl_hag_witch_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh3_dlc24_ksl_hag_witch_hag	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh3_dlc24_ksl_mother_ostankya	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh3_main_ogr_butcher_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh3_main_ogr_slaughtermaster_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh_dlc03_bst_bray_shaman_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh_dlc03_bst_malagor	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh_dlc03_emp_amber_wizard	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh_dlc05_wef_durthu	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh_dlc05_wef_spellsinger_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh_dlc07_brt_damsel_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh_dlc07_brt_prophetess_beasts	wh3_dlc24_anc_arcane_item_ritual_of_the_beast
wh3_dlc24_tze_blue_scribes	wh3_dlc24_anc_arcane_item_scrolls_of_sorcery
wh3_dlc24_tze_the_changeling	wh3_dlc24_anc_arcane_item_the_tricksters_staff
wh3_dlc24_cth_yuan_bo	wh3_dlc24_anc_armour_armour_of_the_dragons_gaze
wh3_main_cth_zhao_ming	wh3_dlc24_anc_armour_horns_of_shang_yang
wh3_main_cth_miao_ying	wh3_dlc24_anc_armour_storm_wind_coronal
wh3_dlc24_ksl_mother_ostankya	wh3_dlc24_anc_enchanted_item_cauldron_of_power
wh3_dlc24_tze_aekold_helbrass	wh3_dlc24_anc_enchanted_item_the_breath_of_life
wh3_main_cth_zhao_ming	wh3_dlc24_anc_enchanted_item_the_burning_vambraces
wh3_dlc24_ksl_the_golden_knight	wh3_dlc24_anc_enchanted_item_totem_of_ursus
wh3_main_cth_miao_ying	wh3_dlc24_anc_enchanted_item_vambraces_of_yin
wh3_dlc24_chs_lord_mtze	wh3_dlc24_anc_mount_chs_cha_chaos_lord_mtze_chaos_chariot
wh3_dlc24_chs_lord_mtze	wh3_dlc24_anc_mount_chs_cha_chaos_lord_mtze_chaos_steed
wh3_dlc24_chs_lord_mtze	wh3_dlc24_anc_mount_chs_cha_chaos_lord_mtze_disc_of_tzeentch
wh3_dlc24_chs_exalted_hero_mtze	wh3_dlc24_anc_mount_chs_cha_exalted_hero_mtze_chaos_chariot
wh3_dlc24_chs_exalted_hero_mtze	wh3_dlc24_anc_mount_chs_cha_exalted_hero_mtze_chaos_steed
wh3_dlc24_chs_exalted_hero_mtze	wh3_dlc24_anc_mount_chs_cha_exalted_hero_mtze_disc_of_tzeentch
wh3_dlc24_cth_celestial_general_yang	wh3_dlc24_anc_mount_cth_celestial_general_celestial_lion
wh3_dlc24_cth_celestial_general_yin	wh3_dlc24_anc_mount_cth_celestial_general_celestial_lion
wh3_dlc24_cth_celestial_general_yang	wh3_dlc24_anc_mount_cth_celestial_general_longma
wh3_dlc24_cth_celestial_general_yin	wh3_dlc24_anc_mount_cth_celestial_general_longma
wh3_dlc24_cth_celestial_general_yang	wh3_dlc24_anc_mount_cth_celestial_general_warhorse
wh3_dlc24_cth_celestial_general_yin	wh3_dlc24_anc_mount_cth_celestial_general_warhorse
wh3_dlc24_ksl_druzhina	wh3_dlc24_anc_mount_ksl_druzhina_warhorse
wh3_main_ksl_katarin	wh3_dlc24_anc_mount_ksl_katarin_frost_wyrm
wh3_main_ksl_katarin	wh3_dlc24_anc_mount_ksl_katarin_ice_court_sled
wh3_dlc24_ksl_the_golden_knight	wh3_dlc24_anc_mount_ksl_the_golden_knight_warhorse
