id	payload	ancillary
614199553	wh2_dlc09_ritual_crafting_tmb_talisman_golden_ankhra	wh2_dlc09_anc_talisman_golden_ankhra
616832475	wh2_dlc17_bst_ritual_item_rare_2	wh2_dlc17_anc_enchanted_item_blind_eye_of_seeing
624211221	wh2_dlc10_dwf_ritual_enchanted_item_boots_of_swiftness	wh2_dlc10_dwf_anc_enchanted_item_dragon_slayers_boots
633051414	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_valaya	wh_main_anc_rune_master_rune_of_valaya
637905148	wh2_dlc17_dwf_ritual_wh_main_anc_rune_strollaz_rune	wh_main_anc_rune_strollaz_rune
641032256	wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_3	wh2_dlc16_anc_enchanted_item_twilight_standard_3
663104579	wh3_dlc25_college_of_magic_amethyst_item	wh3_dlc25_anc_talisman_hourglass_of_the_shyish_sands
666567218	wh2_dlc16_ritual_wef_forge_eagle_armour_4	wh2_dlc16_anc_armour_eagle_vambraces_4
666584153	wh2_dlc10_dwf_ritual_weapon_axe_of_frostfall	wh2_dlc10_dwf_anc_weapon_gate_keepers_hammer
690348291	wh2_dlc10_dwf_ritual_enchanted_item_bracers_of_preservation	wh2_dlc10_dwf_anc_enchanted_item_veterans_bracers
69519326	wh2_dlc16_ritual_wef_forge_twilight_armour_1	wh2_dlc16_anc_armour_twilight_helm_1
695679133	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_fire	wh2_dlc17_anc_rune_personal_rune_of_fire
703490029	wh2_dlc10_dwf_ritual_talisman_ring_of_spite	wh2_dlc10_dwf_anc_talisman_old_guards_tankard
706426102	wh3_dlc25_college_of_magic_grey_item	wh3_dlc25_anc_arcane_item_the_grey_wand
70921569	wh2_dlc17_bst_ritual_item_unique_1	wh2_dlc17_anc_talisman_champions_essence
725344255	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_master_rune_of_flight	wh2_dlc17_anc_rune_personal_master_rune_of_flight
726435641	wh2_dlc10_dwf_ritual_enchanted_item_everlasting_pint	wh2_dlc10_dwf_anc_enchanted_item_ironwardens_tankard
726852321	wh2_dlc16_ritual_wef_forge_twilight_talisman_1	wh2_dlc16_anc_talisman_twilight_horn_1
74507331	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_might	wh_main_anc_rune_rune_of_might
746571097	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_mourning_fire	wh2_dlc09_anc_weapon_blade_of_mourning_fire
747632233	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_groth_one-eye	wh_main_anc_rune_master_rune_of_groth_one-eye
750356599	wh2_dlc10_dwf_ritual_talisman_ratcleaver_amulet	wh2_dlc10_dwf_anc_talisman_gate_keepers_rat_catcher
755626994	wh2_dlc16_ritual_wef_forge_dragon_talisman_3	wh2_dlc16_anc_talisman_dragon_mask_3
762943266	wh3_main_ritual_crafting_tmb_arcane_item_viziers_kanopi	wh3_main_anc_tmb_liche_priest_viziers_kanopi
772406277	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_slowness	wh_main_anc_rune_master_rune_of_dismay
772676439	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_fire	wh2_dlc17_anc_rune_personal_rune_of_fire
774744085	wh2_dlc16_ritual_wef_forge_eagle_talisman_2	wh2_dlc16_anc_talisman_eagle_mask_2
77911223	wh2_dlc09_ritual_crafting_tmb_arcane_item_neferras_scrolls_of_mighty_incantations	wh2_dlc09_anc_arcane_item_neferras_scrolls_of_mighty_incantations
788465222	wh2_dlc16_ritual_wef_forge_eagle_armour_3	wh2_dlc16_anc_armour_eagle_vambraces_3
806808652	wh2_dlc10_dwf_ritual_weapon_elfbane	wh2_dlc10_dwf_anc_weapon_elfbane
818422833	wh2_dlc09_ritual_crafting_tmb_armour_scorpion_armour	wh2_dlc09_anc_armour_scorpion_armour
818801274	wh2_dlc10_dwf_ritual_weapon_grim_resolve	wh2_dlc10_dwf_anc_weapon_dragon_slayers_axe
822390679	wh2_dlc09_ritual_crafting_tmb_enchanted_item_death_mask_of_kharnut	wh2_dlc09_anc_enchanted_item_death_mask_of_kharnut
826703656	wh3_dlc25_college_of_magic_celestial_item	wh3_dlc25_anc_talisman_astrolobe_of_tomorrows_moon
828069027	wh3_main_ritual_crafting_tmb_sacred_eye	wh3_main_anc_banner_tmb_sacred_eye
836336862	wh2_dlc16_ritual_wef_forge_twilight_weapon_1	wh2_dlc16_anc_weapon_twilight_spear_1
863239981	wh2_dlc09_ritual_crafting_tmb_weapon_spear_of_pakth	wh2_dlc09_anc_weapon_spear_of_pakth
871992902	wh2_dlc10_dwf_ritual_talisman_amulet_of_wrath	wh2_dlc10_dwf_anc_talisman_troll_slayers_amulet
886328049	wh2_dlc16_ritual_wef_forge_eagle_weapon_1	wh2_dlc16_anc_weapon_eagle_bow_1
892092593	wh2_dlc10_dwf_ritual_armour_guardians_plate	wh2_dlc10_dwf_anc_armour_old_guards_armour
90670297	wh2_dlc10_dwf_ritual_talisman_cloak_of_spellbreaking	wh2_dlc10_dwf_anc_talisman_rangers_pouch
912794036	wh2_dlc17_dwf_ritual_thorek_artifact_6	wh2_dlc17_anc_rune_personal_ancestor_rune_of_grungni
920766794	wh2_dlc16_ritual_wef_forge_twilight_enchanted_item_2	wh2_dlc16_anc_enchanted_item_twilight_standard_2
927705852	wh2_dlc16_ritual_wef_forge_twilight_weapon_2	wh2_dlc16_anc_weapon_twilight_spear_2
936823490	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_striking	wh_main_anc_rune_rune_of_striking
950741988	wh2_dlc10_dwf_ritual_weapon_hammer_of_parrying	wh2_dlc10_dwf_anc_weapon_veterans_hammer
953365096	wh2_dlc17_bst_ritual_item_common_3	wh2_dlc17_bst_anc_follower_battle_scarred_ungor_raider
970007232	wh2_dlc16_ritual_wef_forge_dreaming_armour_4	wh2_dlc16_anc_armour_dreaming_boots_4
97479453	wh2_dlc10_dwf_ritual_talisman_wardstone	wh2_dlc10_dwf_anc_talisman_ironwardens_wardstone
977124198	wh3_dlc25_college_of_magic_jade_item	wh3_dlc25_anc_weapon_oaken_sickle_of_ghyran
982983658	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_engineering_rune_of_burning	wh2_dlc17_anc_rune_engineering_rune_of_burning
99068887	wh3_main_ritual_crafting_tmb_settra_banner	wh3_main_anc_banner_tmb_royal_standard_settra
991511820	wh2_dlc17_dwf_ritual_wh2_dlc17_anc_rune_personal_rune_of_dismay	wh_main_anc_rune_master_rune_of_dismay
993659887	wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_4	wh2_dlc16_anc_enchanted_item_dreaming_cloak_4
997406877	wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_4	wh2_dlc16_anc_enchanted_item_dragon_pendant_4
