uniform_name	filename	battle_filename	campaign_porthole_filename	campaign_politician_filename	campaign_override_skeleton
wh2_dlc14_uniform_skv_eshin_sorcerer_03	wh2_dlc14_skv_ch_eshin_sorcerer_campaign_03	wh2_dlc14_skv_ch_eshin_sorcerer_campaign_03	wh2_dlc14_skv_ch_eshin_sorcerer_campaign_03		
wh2_dlc14_uniform_skv_master_assassin_01	wh2_dlc14_skv_ch_master_assassin_campaign_01	wh2_dlc14_skv_ch_master_assassin_campaign_01	wh2_dlc14_skv_ch_master_assassin_campaign_01		
wh2_dlc14_uniform_skv_master_assassin_02	wh2_dlc14_skv_ch_master_assassin_campaign_02	wh2_dlc14_skv_ch_master_assassin_campaign_02	wh2_dlc14_skv_ch_master_assassin_campaign_02		
wh2_dlc14_uniform_skv_master_assassin_03	wh2_dlc14_skv_ch_master_assassin_campaign_03	wh2_dlc14_skv_ch_master_assassin_campaign_03	wh2_dlc14_skv_ch_master_assassin_campaign_03		
wh2_dlc14_uniform_skv_snikch	wh2_dlc14_skv_ch_snikch	wh2_dlc14_skv_ch_snikch	wh2_dlc14_skv_ch_snikch		
wh2_dlc14_uniform_skv_snikch_tzarkan	wh2_dlc14_skv_ch_snikch_tzarkan	wh2_dlc14_skv_ch_snikch_tzarkan	wh2_dlc14_skv_ch_snikch_tzarkan		
wh2_dlc15_grn_river_troll_hag_campaign_01	wh2_dlc15_grn_river_troll_hag_campaign_01	wh2_dlc15_grn_river_troll_hag_campaign_01	wh2_dlc15_grn_river_troll_hag_campaign_01		
wh2_dlc15_grn_river_troll_hag_campaign_02	wh2_dlc15_grn_river_troll_hag_campaign_02	wh2_dlc15_grn_river_troll_hag_campaign_02	wh2_dlc15_grn_river_troll_hag_campaign_02		
wh2_dlc15_grn_river_troll_hag_campaign_03	wh2_dlc15_grn_river_troll_hag_campaign_03	wh2_dlc15_grn_river_troll_hag_campaign_03	wh2_dlc15_grn_river_troll_hag_campaign_03		
wh2_dlc15_grn_river_troll_hag_campaign_04	wh2_dlc15_grn_river_troll_hag_campaign_04	wh2_dlc15_grn_river_troll_hag_campaign_04	wh2_dlc15_grn_river_troll_hag_campaign_04		
wh2_dlc15_grn_river_troll_hag_campaign_05	wh2_dlc15_grn_river_troll_hag_campaign_05	wh2_dlc15_grn_river_troll_hag_campaign_05	wh2_dlc15_grn_river_troll_hag_campaign_05		
wh2_dlc15_uniform_grn_grom	wh2_dlc15_grn_ch_grom_the_paunch	wh2_dlc15_grn_ch_grom_the_paunch	wh2_dlc15_grn_ch_grom_the_paunch		
wh2_dlc15_uniform_hef_archmage_01	wh2_dlc15_hef_archmage_campaign_01	wh2_dlc15_hef_archmage_campaign_01	wh2_dlc15_hef_archmage_campaign_01		
wh2_dlc15_uniform_hef_archmage_02	wh2_dlc15_hef_archmage_campaign_02	wh2_dlc15_hef_archmage_campaign_02	wh2_dlc15_hef_archmage_campaign_02		
wh2_dlc15_uniform_hef_archmage_03	wh2_dlc15_hef_archmage_campaign_03	wh2_dlc15_hef_archmage_campaign_03	wh2_dlc15_hef_archmage_campaign_03		
wh2_dlc15_uniform_hef_archmage_04	wh2_dlc15_hef_archmage_campaign_04	wh2_dlc15_hef_archmage_campaign_04	wh2_dlc15_hef_archmage_campaign_04		
wh2_dlc15_uniform_hef_archmage_05	wh2_dlc15_hef_archmage_campaign_05	wh2_dlc15_hef_archmage_campaign_05	wh2_dlc15_hef_archmage_campaign_05		
wh2_dlc15_uniform_hef_archmage_06	wh2_dlc15_hef_archmage_campaign_06	wh2_dlc15_hef_archmage_campaign_06	wh2_dlc15_hef_archmage_campaign_06		
wh2_dlc15_uniform_hef_archmage_07	wh2_dlc15_hef_archmage_campaign_07	wh2_dlc15_hef_archmage_campaign_07	wh2_dlc15_hef_archmage_campaign_07		
wh2_dlc15_uniform_hef_archmage_08	wh2_dlc15_hef_archmage_campaign_08	wh2_dlc15_hef_archmage_campaign_08	wh2_dlc15_hef_archmage_campaign_08		
wh2_dlc15_uniform_hef_archmage_09	wh2_dlc15_hef_archmage_campaign_09	wh2_dlc15_hef_archmage_campaign_09	wh2_dlc15_hef_archmage_campaign_09		
wh2_dlc15_uniform_hef_eltharion	wh2_dlc15_hef_ch_eltharion_the_grim	wh2_dlc15_hef_ch_eltharion_the_grim	wh2_dlc15_hef_ch_eltharion_the_grim		
wh2_dlc15_uniform_hef_imrik	wh2_dlc15_hef_ch_imrik_unmounted	wh2_dlc15_hef_ch_imrik_unmounted	wh2_dlc15_hef_ch_imrik_unmounted		
wh2_dlc15_uniform_hef_imrik_mounted	wh2_dlc15_hef_ch_imrik_mounted	wh2_dlc15_hef_ch_imrik_mounted	wh2_dlc15_hef_ch_imrik_mounted		
wh2_dlc15_uniform_hef_mon_black_dragon_boss	wh2_dlc15_hef_black_dragon_imrik_boss	wh2_dlc15_hef_black_dragon_imrik_boss	wh2_dlc15_hef_black_dragon_imrik_boss		
wh2_dlc15_uniform_hef_mon_forest_dragon_boss	wh2_dlc15_hef_forest_dragon_imrik_boss	wh2_dlc15_hef_forest_dragon_imrik_boss	wh2_dlc15_hef_forest_dragon_imrik_boss		
wh2_dlc15_uniform_hef_mon_moon_dragon_boss	wh2_dlc15_hef_moon_dragon_imrik_boss	wh2_dlc15_hef_moon_dragon_imrik_boss	wh2_dlc15_hef_moon_dragon_imrik_boss		
wh2_dlc15_uniform_hef_mon_star_dragon_boss	wh2_dlc15_hef_star_dragon_imrik_boss	wh2_dlc15_hef_star_dragon_imrik_boss	wh2_dlc15_hef_star_dragon_imrik_boss		
wh2_dlc15_uniform_hef_mon_sun_dragon_boss	wh2_dlc15_hef_sun_dragon_imrik_boss	wh2_dlc15_hef_sun_dragon_imrik_boss	wh2_dlc15_hef_sun_dragon_imrik_boss		
wh2_dlc16_uniform_skv_chieftain_01	wh2_dlc16_skv_chieftain_campaign_01	wh2_dlc16_skv_chieftain_campaign_01	wh2_dlc16_skv_chieftain_campaign_01		
wh2_dlc16_uniform_skv_chieftain_02	wh2_dlc16_skv_chieftain_campaign_02	wh2_dlc16_skv_chieftain_campaign_02	wh2_dlc16_skv_chieftain_campaign_02		
wh2_dlc16_uniform_skv_chieftain_03	wh2_dlc16_skv_chieftain_campaign_03	wh2_dlc16_skv_chieftain_campaign_03	wh2_dlc16_skv_chieftain_campaign_03		
wh2_dlc16_uniform_skv_chieftain_04	wh2_dlc16_skv_chieftain_campaign_04	wh2_dlc16_skv_chieftain_campaign_04	wh2_dlc16_skv_chieftain_campaign_04		
wh2_dlc16_uniform_skv_chieftain_05	wh2_dlc16_skv_chieftain_campaign_05	wh2_dlc16_skv_chieftain_campaign_05	wh2_dlc16_skv_chieftain_campaign_05		
wh2_dlc16_uniform_skv_ghoritch	wh2_dlc16_skv_ghoritch	wh2_dlc16_skv_ghoritch	wh2_dlc16_skv_ghoritch		
wh2_dlc16_uniform_skv_packmaster_01	wh2_dlc16_skv_packmaster_campaign_01	wh2_dlc16_skv_packmaster_campaign_01	wh2_dlc16_skv_packmaster_campaign_01		
wh2_dlc16_uniform_skv_packmaster_02	wh2_dlc16_skv_packmaster_campaign_02	wh2_dlc16_skv_packmaster_campaign_02	wh2_dlc16_skv_packmaster_campaign_02		
wh2_dlc16_uniform_skv_packmaster_03	wh2_dlc16_skv_packmaster_campaign_03	wh2_dlc16_skv_packmaster_campaign_03	wh2_dlc16_skv_packmaster_campaign_03		
wh2_dlc16_uniform_skv_packmaster_04	wh2_dlc16_skv_packmaster_campaign_04	wh2_dlc16_skv_packmaster_campaign_04	wh2_dlc16_skv_packmaster_campaign_04		
wh2_dlc16_uniform_skv_packmaster_05	wh2_dlc16_skv_packmaster_campaign_05	wh2_dlc16_skv_packmaster_campaign_05	wh2_dlc16_skv_packmaster_campaign_05		
wh2_dlc16_uniform_skv_throt	wh2_dlc16_skv_throt_campaign	wh2_dlc16_skv_throt	wh2_dlc16_skv_throt_campaign		
wh2_dlc16_uniform_wef_ariel	wh2_dlc16_wef_cha_ariel	wh2_dlc16_wef_cha_ariel	wh2_dlc16_wef_cha_ariel		
wh2_dlc16_uniform_wef_coeddil	wh2_dlc16_wef_ancient_treeman_coeddil_0	wh2_dlc16_wef_ancient_treeman_coeddil_0	wh2_dlc16_wef_ancient_treeman_coeddil_0		
wh2_dlc16_uniform_wef_drycha	wh2_dlc16_wef_ch_drycha	wh2_dlc16_wef_ch_drycha	wh2_dlc16_wef_ch_drycha		
wh2_dlc16_uniform_wef_malicious_ancient_treeman	wh2_dlc16_wef_malicious_ancient_treeman	wh2_dlc16_wef_malicious_ancient_treeman	wh2_dlc16_wef_malicious_ancient_treeman		
wh2_dlc16_uniform_wef_malicious_branchwraith	wh2_dlc16_wef_malicious_branchwraith	wh2_dlc16_wef_malicious_branchwraith	wh2_dlc16_wef_malicious_branchwraith		
wh2_dlc16_uniform_wef_sisters_of_twilight	wh2_dlc16_wef_sisters_of_twilight_campaign	wh2_dlc16_wef_arahan	wh2_dlc16_wef_sisters_of_twilight_campaign		
wh2_dlc16_uniform_wef_spellweaver_01	wh2_dlc16_wef_spellweaver_campaign_01	wh2_dlc16_wef_spellweaver_battle_01	wh2_dlc16_wef_spellweaver_campaign_01		
wh2_dlc16_uniform_wef_spellweaver_02	wh2_dlc16_wef_spellweaver_campaign_02	wh2_dlc16_wef_spellweaver_battle_02	wh2_dlc16_wef_spellweaver_campaign_02		
wh2_dlc16_uniform_wef_spellweaver_03	wh2_dlc16_wef_spellweaver_campaign_03	wh2_dlc16_wef_spellweaver_battle_03	wh2_dlc16_wef_spellweaver_campaign_03		
wh2_dlc16_uniform_wef_spellweaver_04	wh2_dlc16_wef_spellweaver_campaign_04	wh2_dlc16_wef_spellweaver_battle_04	wh2_dlc16_wef_spellweaver_campaign_04		
wh2_dlc16_uniform_wef_spellweaver_05	wh2_dlc16_wef_spellweaver_campaign_05	wh2_dlc16_wef_spellweaver_battle_05	wh2_dlc16_wef_spellweaver_campaign_05		
wh2_dlc17_lzd_skink_oracle_01	wh2_dlc17_lzd_skink_oracle_campaign_01	wh2_dlc17_lzd_skink_oracle_campaign_01	wh2_dlc17_lzd_skink_oracle_campaign_01		
wh2_dlc17_lzd_skink_oracle_02	wh2_dlc17_lzd_skink_oracle_campaign_02	wh2_dlc17_lzd_skink_oracle_campaign_02	wh2_dlc17_lzd_skink_oracle_campaign_02		
wh2_dlc17_lzd_skink_oracle_03	wh2_dlc17_lzd_skink_oracle_campaign_03	wh2_dlc17_lzd_skink_oracle_campaign_03	wh2_dlc17_lzd_skink_oracle_campaign_03		
wh2_dlc17_lzd_skink_oracle_mp	wh2_dlc17_lzd_skink_oracle	wh2_dlc17_lzd_skink_oracle	wh2_dlc17_lzd_skink_oracle		
wh2_dlc17_uniform_bst_doombull_01	wh2_dlc17_bst_cha_doombull_campaign_01	wh2_dlc17_bst_cha_doombull_campaign_01	wh2_dlc17_bst_cha_doombull_campaign_01		
wh2_dlc17_uniform_bst_doombull_02	wh2_dlc17_bst_cha_doombull_campaign_02	wh2_dlc17_bst_cha_doombull_campaign_02	wh2_dlc17_bst_cha_doombull_campaign_02		
wh2_dlc17_uniform_bst_doombull_03	wh2_dlc17_bst_cha_doombull_campaign_03	wh2_dlc17_bst_cha_doombull_campaign_03	wh2_dlc17_bst_cha_doombull_campaign_03		
wh2_dlc17_uniform_bst_doombull_04	wh2_dlc17_bst_cha_doombull_campaign_04	wh2_dlc17_bst_cha_doombull_campaign_04	wh2_dlc17_bst_cha_doombull_campaign_04		
wh2_dlc17_uniform_bst_doombull_05	wh2_dlc17_bst_cha_doombull_campaign_05	wh2_dlc17_bst_cha_doombull_campaign_05	wh2_dlc17_bst_cha_doombull_campaign_05		
wh2_dlc17_uniform_bst_doombull_mp	wh2_dlc17_bst_cha_doombull	wh2_dlc17_bst_cha_doombull	wh2_dlc17_bst_cha_doombull		
wh2_dlc17_uniform_bst_taurox	wh2_dlc17_bst_cha_taurox	wh2_dlc17_bst_cha_taurox	wh2_dlc17_bst_cha_taurox		
wh2_dlc17_uniform_bst_wargor_01	wh2_dlc17_bst_wargor_campaign_01	wh2_dlc17_bst_wargor_campaign_01	wh2_dlc17_bst_wargor_campaign_01		
wh2_dlc17_uniform_bst_wargor_02	wh2_dlc17_bst_wargor_campaign_02	wh2_dlc17_bst_wargor_campaign_02	wh2_dlc17_bst_wargor_campaign_02		
wh2_dlc17_uniform_bst_wargor_03	wh2_dlc17_bst_wargor_campaign_03	wh2_dlc17_bst_wargor_campaign_03	wh2_dlc17_bst_wargor_campaign_03		
wh2_dlc17_uniform_bst_wargor_04	wh2_dlc17_bst_wargor_campaign_04	wh2_dlc17_bst_wargor_campaign_04	wh2_dlc17_bst_wargor_campaign_04		
wh2_dlc17_uniform_bst_wargor_05	wh2_dlc17_bst_wargor_campaign_05	wh2_dlc17_bst_wargor_campaign_05	wh2_dlc17_bst_wargor_campaign_05		
wh2_dlc17_uniform_bst_wargor_mp	wh2_dlc17_bst_wargor	wh2_dlc17_bst_wargor	wh2_dlc17_bst_wargor		
wh2_dlc17_uniform_dwf_thorek_ironbrow	wh2_dlc17_dwf_thorek	wh2_dlc17_dwf_thorek	wh2_dlc17_dwf_thorek		
wh2_dlc17_uniform_dwf_thorek_ironbrow_anvil	wh2_dlc17_dwf_thorek_anvil_campaign	wh2_dlc17_dwf_thorek_anvil_campaign	wh2_dlc17_dwf_thorek_anvil_campaign		
wh2_dlc17_uniform_lzd_dread_saurian_qb_boss	wh2_dlc17_lzd_dread_saurian_qb_boss	wh2_dlc17_lzd_dread_saurian_qb_boss	wh2_dlc17_lzd_dread_saurian_qb_boss		
wh2_dlc17_uniform_lzd_oxyotl	wh2_dlc17_lzd_oxyotl	wh2_dlc17_lzd_oxyotl	wh2_dlc17_lzd_oxyotl		
wh2_dlc27_uniform_nor_mon_carrion_boss	wh2_dlc09_tmb_carrion_ror	wh2_dlc09_tmb_carrion_ror	wh2_dlc09_tmb_carrion_ror		
wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent		
wh2_main_campaign_def_ship_army	wh2_main_def_ship_army	wh2_main_def_ship_army	wh2_main_def_ship_army		
wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent		
wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport		
wh2_main_campaign_lzd_ship_agent	wh2_main_campaign_lzd_ship_agent	wh2_main_campaign_lzd_ship_agent	wh2_main_campaign_lzd_ship_agent		
wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport		
wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent		
wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport		
wh2_main_uniform_def_black_ark	wh2_main_def_black_ark	wh2_main_def_black_ark	wh2_main_def_black_ark		
wh2_main_uniform_def_death_hag_01	wh2_main_def_death_hag_campaign_01	wh2_main_def_death_hag_campaign_01	wh2_main_def_death_hag_campaign_01		
wh2_main_uniform_def_death_hag_02	wh2_main_def_death_hag_campaign_02	wh2_main_def_death_hag_campaign_02	wh2_main_def_death_hag_campaign_02		
wh2_main_uniform_def_death_hag_03	wh2_main_def_death_hag_campaign_03	wh2_main_def_death_hag_campaign_03	wh2_main_def_death_hag_campaign_03		
wh2_main_uniform_def_dreadlord_01	wh2_main_def_dreadlord_campaign_01	wh2_main_def_dreadlord_campaign_01	wh2_main_def_dreadlord_campaign_01		
wh2_main_uniform_def_dreadlord_02	wh2_main_def_dreadlord_campaign_02	wh2_main_def_dreadlord_campaign_02	wh2_main_def_dreadlord_campaign_02		
wh2_main_uniform_def_dreadlord_03	wh2_main_def_dreadlord_campaign_03	wh2_main_def_dreadlord_campaign_03	wh2_main_def_dreadlord_campaign_03		
wh2_main_uniform_def_dreadlord_fem_01	wh2_main_def_dreadlord_female_campaign_01	wh2_main_def_dreadlord_female_campaign_01	wh2_main_def_dreadlord_female_campaign_01		
wh2_main_uniform_def_dreadlord_fem_02	wh2_main_def_dreadlord_female_campaign_02	wh2_main_def_dreadlord_female_campaign_02	wh2_main_def_dreadlord_female_campaign_02		
wh2_main_uniform_def_dreadlord_fem_03	wh2_main_def_dreadlord_female_campaign_03	wh2_main_def_dreadlord_female_campaign_03	wh2_main_def_dreadlord_female_campaign_03		
wh2_main_uniform_def_khainite_assassin_01	wh2_main_def_assassin_campaign_01	wh2_main_def_assassin_campaign_01	wh2_main_def_assassin_campaign_01		
wh2_main_uniform_def_khainite_assassin_02	wh2_main_def_assassin_campaign_02	wh2_main_def_assassin_campaign_02	wh2_main_def_assassin_campaign_02		
wh2_main_uniform_def_khainite_assassin_03	wh2_main_def_assassin_campaign_03	wh2_main_def_assassin_campaign_03	wh2_main_def_assassin_campaign_03		
wh2_main_uniform_def_khainite_assassin_04	wh2_main_def_assassin_campaign_04	wh2_main_def_assassin_campaign_04	wh2_main_def_assassin_campaign_04		
wh2_main_uniform_def_malekith	wh2_main_def_malekith	wh2_main_def_malekith	wh2_main_def_malekith		
wh2_main_uniform_def_morathi	wh2_main_def_morathi	wh2_main_def_morathi	wh2_main_def_morathi		
wh2_main_uniform_def_morathi_mounted	wh2_main_def_morathi_mounted	wh2_main_def_morathi_mounted	wh2_main_def_morathi_mounted		
wh2_main_uniform_def_sorceress_01	wh2_main_def_sorceress_campaign_01	wh2_main_def_sorceress_campaign_01	wh2_main_def_sorceress_campaign_01		
wh2_main_uniform_def_sorceress_02	wh2_main_def_sorceress_campaign_02	wh2_main_def_sorceress_campaign_02	wh2_main_def_sorceress_campaign_02		
wh2_main_uniform_def_sorceress_03	wh2_main_def_sorceress_campaign_03	wh2_main_def_sorceress_campaign_03	wh2_main_def_sorceress_campaign_03		
wh2_main_uniform_def_sorceress_04	wh2_main_def_sorceress_campaign_04	wh2_main_def_sorceress_campaign_04	wh2_main_def_sorceress_campaign_04		
wh2_main_uniform_hef_loremaster_of_hoeth_01	wh2_main_hef_loremaster_campaign_01	wh2_main_hef_loremaster_campaign_01	wh2_main_hef_loremaster_campaign_01		
wh2_main_uniform_hef_loremaster_of_hoeth_02	wh2_main_hef_loremaster_campaign_02	wh2_main_hef_loremaster_campaign_02	wh2_main_hef_loremaster_campaign_02		
wh2_main_uniform_hef_loremaster_of_hoeth_03	wh2_main_hef_loremaster_campaign_03	wh2_main_hef_loremaster_campaign_03	wh2_main_hef_loremaster_campaign_03		
wh2_main_uniform_hef_mage_01	wh2_main_hef_mage_campaign_01	wh2_main_hef_mage_campaign_01	wh2_main_hef_mage_campaign_01		
wh2_main_uniform_hef_mage_02	wh2_main_hef_mage_campaign_02	wh2_main_hef_mage_campaign_02	wh2_main_hef_mage_campaign_02		
wh2_main_uniform_hef_mage_03	wh2_main_hef_mage_campaign_03	wh2_main_hef_mage_campaign_03	wh2_main_hef_mage_campaign_03		
wh2_main_uniform_hef_mage_04	wh2_main_hef_mage_campaign_04	wh2_main_hef_mage_campaign_04	wh2_main_hef_mage_campaign_04		
wh2_main_uniform_hef_mage_05	wh2_main_hef_mage_campaign_05	wh2_main_hef_mage_campaign_05	wh2_main_hef_mage_campaign_05		
wh2_main_uniform_hef_mage_06	wh2_main_hef_mage_campaign_06	wh2_main_hef_mage_campaign_06	wh2_main_hef_mage_campaign_06		
wh2_main_uniform_hef_mage_07	wh2_main_hef_mage_campaign_07	wh2_main_hef_mage_campaign_07	wh2_main_hef_mage_campaign_07		
wh2_main_uniform_hef_mage_08	wh2_main_hef_mage_campaign_08	wh2_main_hef_mage_campaign_08	wh2_main_hef_mage_campaign_08		
wh2_main_uniform_hef_mage_09	wh2_main_hef_mage_campaign_09	wh2_main_hef_mage_campaign_09	wh2_main_hef_mage_campaign_09		
wh2_main_uniform_hef_noble_01	wh2_main_hef_noble_campaign_01	wh2_main_hef_noble_campaign_01	wh2_main_hef_noble_campaign_01		
wh2_main_uniform_hef_noble_02	wh2_main_hef_noble_campaign_02	wh2_main_hef_noble_campaign_02	wh2_main_hef_noble_campaign_02		
wh2_main_uniform_hef_noble_03	wh2_main_hef_noble_campaign_03	wh2_main_hef_noble_campaign_03	wh2_main_hef_noble_campaign_03		
wh2_main_uniform_hef_prince_01	wh2_main_hef_prince_campaign_01	wh2_main_hef_prince_campaign_01	wh2_main_hef_prince_campaign_01		
wh2_main_uniform_hef_prince_02	wh2_main_hef_prince_campaign_02	wh2_main_hef_prince_campaign_02	wh2_main_hef_prince_campaign_02		
wh2_main_uniform_hef_prince_03	wh2_main_hef_prince_campaign_03	wh2_main_hef_prince_campaign_03	wh2_main_hef_prince_campaign_03		
wh2_main_uniform_hef_prince_04	wh2_main_hef_prince_campaign_04	wh2_main_hef_prince_campaign_04	wh2_main_hef_prince_campaign_04		
wh2_main_uniform_hef_prince_alastair	wh2_main_hef_alastair	wh2_main_hef_alastair	wh2_main_hef_alastair		
wh2_main_uniform_hef_prince_alastair_rider	wh2_main_hef_alastair_rider	wh2_main_hef_alastair_rider	wh2_main_hef_alastair		
wh2_main_uniform_hef_princess_01	wh2_main_hef_princess_campaign_01	wh2_main_hef_princess_campaign_01	wh2_main_hef_princess_campaign_01		
wh2_main_uniform_hef_princess_02	wh2_main_hef_princess_campaign_02	wh2_main_hef_princess_campaign_02	wh2_main_hef_princess_campaign_02		
wh2_main_uniform_hef_princess_03	wh2_main_hef_princess_campaign_03	wh2_main_hef_princess_campaign_03	wh2_main_hef_princess_campaign_03		
wh2_main_uniform_hef_teclis	wh2_main_hef_teclis	wh2_main_hef_teclis	wh2_main_hef_teclis		
wh2_main_uniform_hef_tyrion	wh2_main_hef_tyrion	wh2_main_hef_tyrion	wh2_main_hef_tyrion		
wh2_main_uniform_lzd_kroq_gar	wh2_main_lzd_lord_kroq_gar	wh2_main_lzd_lord_kroq_gar	wh2_main_lzd_lord_kroq_gar		
wh2_main_uniform_lzd_lord_mazdamundi	wh2_main_lzd_lord_mazdamundi	wh2_main_lzd_lord_mazdamundi	wh2_main_lzd_lord_mazdamundi		
wh2_main_uniform_lzd_saurus_old_blood_01	wh2_main_lzd_lord_saurus_old_blood_campaign_01	wh2_main_lzd_lord_saurus_old_blood_campaign_01	wh2_main_lzd_lord_saurus_old_blood_campaign_01		
wh2_main_uniform_lzd_saurus_old_blood_02	wh2_main_lzd_lord_saurus_old_blood_campaign_02	wh2_main_lzd_lord_saurus_old_blood_campaign_02	wh2_main_lzd_lord_saurus_old_blood_campaign_02		
wh2_main_uniform_lzd_saurus_old_blood_03	wh2_main_lzd_lord_saurus_old_blood_campaign_03	wh2_main_lzd_lord_saurus_old_blood_campaign_03	wh2_main_lzd_lord_saurus_old_blood_campaign_03		
wh2_main_uniform_lzd_saurus_scar_veteran_01	wh2_main_lzd_hero_saurus_scar_veteran_campaign_01	wh2_main_lzd_hero_saurus_scar_veteran_campaign_01	wh2_main_lzd_hero_saurus_scar_veteran_campaign_01		
wh2_main_uniform_lzd_saurus_scar_veteran_02	wh2_main_lzd_hero_saurus_scar_veteran_campaign_02	wh2_main_lzd_hero_saurus_scar_veteran_campaign_02	wh2_main_lzd_hero_saurus_scar_veteran_campaign_02		
wh2_main_uniform_lzd_saurus_scar_veteran_03	wh2_main_lzd_hero_saurus_scar_veteran_campaign_03	wh2_main_lzd_hero_saurus_scar_veteran_campaign_03	wh2_main_lzd_hero_saurus_scar_veteran_campaign_03		
wh2_main_uniform_lzd_skink_chief_01	wh2_main_lzd_skink_chief_campaign_01	wh2_main_lzd_skink_chief_campaign_01	wh2_main_lzd_skink_chief_campaign_01		
wh2_main_uniform_lzd_skink_chief_02	wh2_main_lzd_skink_chief_campaign_02	wh2_main_lzd_skink_chief_campaign_02	wh2_main_lzd_skink_chief_campaign_02		
wh2_main_uniform_lzd_skink_chief_03	wh2_main_lzd_skink_chief_campaign_03	wh2_main_lzd_skink_chief_campaign_03	wh2_main_lzd_skink_chief_campaign_03		
wh2_main_uniform_lzd_skink_priest_01	wh2_main_lzd_skink_priest_campaign_01	wh2_main_lzd_skink_priest_campaign_01	wh2_main_lzd_skink_priest_campaign_01		
wh2_main_uniform_lzd_skink_priest_02	wh2_main_lzd_skink_priest_campaign_02	wh2_main_lzd_skink_priest_campaign_02	wh2_main_lzd_skink_priest_campaign_02		
wh2_main_uniform_lzd_skink_priest_03	wh2_main_lzd_skink_priest_campaign_03	wh2_main_lzd_skink_priest_campaign_03	wh2_main_lzd_skink_priest_campaign_03		
wh2_main_uniform_lzd_slann_mage_priest_01	wh2_main_lzd_slann_campaign_01	wh2_main_lzd_slann_campaign_01	wh2_main_lzd_slann_campaign_01		
wh2_main_uniform_lzd_slann_mage_priest_02	wh2_main_lzd_slann_campaign_02	wh2_main_lzd_slann_campaign_02	wh2_main_lzd_slann_campaign_02		
wh2_main_uniform_lzd_slann_mage_priest_03	wh2_main_lzd_slann_campaign_03	wh2_main_lzd_slann_campaign_03	wh2_main_lzd_slann_campaign_03		
wh2_main_uniform_lzd_slann_mage_priest_04	wh2_main_lzd_slann_campaign_04	wh2_main_lzd_slann_campaign_04	wh2_main_lzd_slann_campaign_04		
wh2_main_uniform_lzd_slann_mage_priest_05	wh2_main_lzd_slann_campaign_05	wh2_main_lzd_slann_campaign_05	wh2_main_lzd_slann_campaign_05		
wh2_main_uniform_skv_assassin_01	wh2_main_skv_assassin_campaign_01	wh2_main_skv_assassin_campaign_01	wh2_main_skv_assassin_campaign_01		
wh2_main_uniform_skv_assassin_02	wh2_main_skv_assassin_campaign_02	wh2_main_skv_assassin_campaign_02	wh2_main_skv_assassin_campaign_02		
wh2_main_uniform_skv_assassin_03	wh2_main_skv_assassin_campaign_03	wh2_main_skv_assassin_campaign_03	wh2_main_skv_assassin_campaign_03		
wh2_main_uniform_skv_grey_seer_01	wh2_main_skv_grey_seer_campaign_01	wh2_main_skv_grey_seer_campaign_01	wh2_main_skv_grey_seer_campaign_01		
wh2_main_uniform_skv_grey_seer_02	wh2_main_skv_grey_seer_campaign_02	wh2_main_skv_grey_seer_campaign_02	wh2_main_skv_grey_seer_campaign_02		
wh2_main_uniform_skv_grey_seer_03	wh2_main_skv_grey_seer_campaign_03	wh2_main_skv_grey_seer_campaign_03	wh2_main_skv_grey_seer_campaign_03		
wh2_main_uniform_skv_grey_seer_04	wh2_main_skv_grey_seer_campaign_04	wh2_main_skv_grey_seer_campaign_04	wh2_main_skv_grey_seer_campaign_04		
wh2_main_uniform_skv_lord_skrolk	wh2_main_skv_lord_skrolk	wh2_main_skv_lord_skrolk	wh2_main_skv_lord_skrolk		
wh2_main_uniform_skv_plague_priest_01	wh2_main_skv_plague_priest_campaign_01	wh2_main_skv_plague_priest_campaign_01	wh2_main_skv_plague_priest_campaign_01		
wh2_main_uniform_skv_plague_priest_02	wh2_main_skv_plague_priest_campaign_02	wh2_main_skv_plague_priest_campaign_02	wh2_main_skv_plague_priest_campaign_02		
wh2_main_uniform_skv_plague_priest_03	wh2_main_skv_plague_priest_campaign_03	wh2_main_skv_plague_priest_campaign_03	wh2_main_skv_plague_priest_campaign_03		
wh2_main_uniform_skv_queek_headtaker	wh2_main_skv_queek	wh2_main_skv_queek	wh2_main_skv_queek		
wh2_main_uniform_skv_warlock_engineer_01	wh2_main_skv_warlock_engineer_campaign_01	wh2_main_skv_warlock_engineer_campaign_01	wh2_main_skv_warlock_engineer_campaign_01		
