entity_type	situation	ability	group_sound
wh2_dlc17_lzd_chameleon_stalkers	collision		wh2_dlc12_grp_vocalisation_skink_collision
wh2_dlc17_lzd_chameleon_stalkers	encouragement		wh2_dlc12_grp_vocalisation_skink_encouragement
wh2_dlc17_lzd_chameleon_stalkers	fighting		wh2_dlc12_grp_vocalisation_skink_melee
wh2_dlc17_lzd_chameleon_stalkers	idle		wh2_dlc12_grp_vocalisation_skink_idle
wh2_dlc17_lzd_chameleon_stalkers	injured		wh2_dlc12_grp_vocalisation_skink_pain
wh2_dlc17_lzd_chameleon_stalkers	moving_taunt		wh2_dlc12_grp_vocalisation_skink_moving_taunt
wh2_dlc17_lzd_chameleon_stalkers	response		wh2_dlc12_grp_vocalisation_skink_unit_response
wh2_dlc17_lzd_chameleon_stalkers	selection		wh2_dlc12_grp_vocalisation_skink_unit_selection
wh2_dlc17_lzd_chameleon_stalkers	taunt		wh2_dlc12_grp_vocalisation_skink_taunting
wh2_dlc17_lzd_chameleon_stalkers	taunting		wh2_dlc12_grp_vocalisation_skink_taunting
wh2_dlc17_wargor_LH	charge		wh_grp_vocalisation_beastmen_charge
wh2_dlc17_wargor_LH	cheering		wh_grp_vocalisation_beastmen_taunting
wh2_dlc17_wargor_LH	encouragement		wh_grp_vocalisation_beastmen_melee
wh2_dlc17_wargor_LH	fighting		wh_grp_vocalisation_beastmen_melee
wh2_dlc17_wargor_LH	injured		wh_grp_vocalisation_beastmen_pain
wh2_dlc17_wargor_LH	response		wh_grp_vocalisation_beastmen_unit_response
wh2_dlc17_wargor_LH	selection		wh_grp_vocalisation_beastmen_unit_selection
wh2_dlc17_wargor_LH	taunting		wh_grp_vocalisation_beastmen_taunting
wh2_dwarf_warriors_dragonfire	charge		wh_grp_vocalisation_dwarf_charge
wh2_dwarf_warriors_dragonfire	cheering		wh_grp_vocalisation_dwarf_taunting
wh2_dwarf_warriors_dragonfire	collision		wh_grp_vocalisation_dwarf_collision
wh2_dwarf_warriors_dragonfire	encouragement		wh_grp_vocalisation_dwarf_encouragement
wh2_dwarf_warriors_dragonfire	fighting		wh_grp_vocalisation_dwarf_melee
wh2_dwarf_warriors_dragonfire	idle		wh_grp_vocalisation_dwarf_idle
wh2_dwarf_warriors_dragonfire	injured		wh_grp_vocalisation_dwarf_pain
wh2_dwarf_warriors_dragonfire	moving_taunt		wh_grp_vocalisation_dwarf_taunt
wh2_dwarf_warriors_dragonfire	response		wh_grp_vocalisation_dwarf_unit_response
wh2_dwarf_warriors_dragonfire	selection		wh_grp_vocalisation_dwarf_unit_selection
wh2_dwarf_warriors_dragonfire	taunt		wh_grp_vocalisation_dwarf_taunt
wh2_dwarf_warriors_dragonfire	taunting		wh_grp_vocalisation_dwarf_taunting
wh2_dwarf_warriors_dragonfire	teleporting		wh3_main_teleport_out
wh2_hef_elf_female_default	charge		wh2_grp_vocalisation_highelves_female_charge
wh2_hef_elf_female_default	cheering		wh2_grp_vocalisation_highelves_female_taunting
wh2_hef_elf_female_default	collision		wh_grp_vocalisation_human_female_collision
wh2_hef_elf_female_default	encouragement		wh_grp_vocalisation_human_female_encouragement
wh2_hef_elf_female_default	fighting		wh_grp_vocalisation_human_female_melee
wh2_hef_elf_female_default	injured		wh_grp_vocalisation_human_female_pain
wh2_hef_elf_female_default	response		wh2_grp_vocalisation_highelves_female_unit_response
wh2_hef_elf_female_default	selection		wh2_grp_vocalisation_highelves_female_unit_selection
wh2_hef_elf_female_default	taunt		wh2_grp_vocalisation_highelves_female_taunt
wh2_hef_elf_female_default	taunting		wh2_grp_vocalisation_highelves_female_taunting
wh2_hef_elf_female_default	teleporting		wh3_main_teleport_out
wh2_hef_elf_male_default	charge		wh2_grp_vocalisation_highelves_male_charge
wh2_hef_elf_male_default	cheering		wh2_grp_vocalisation_highelves_male_taunting
wh2_hef_elf_male_default	collision		wh2_grp_vocalisation_highelves_male_collision
wh2_hef_elf_male_default	encouragement		wh2_grp_vocalisation_generic_male_encouragement
wh2_hef_elf_male_default	fighting		wh2_grp_vocalisation_highelves_male_melee
wh2_hef_elf_male_default	injured		wh2_grp_vocalisation_highelves_male_pain
wh2_hef_elf_male_default	response		wh2_grp_vocalisation_highelves_male_unit_response
wh2_hef_elf_male_default	selection		wh2_grp_vocalisation_highelves_male_unit_selection
wh2_hef_elf_male_default	taunt		wh2_grp_vocalisation_highelves_male_taunt
wh2_hef_elf_male_default	taunting		wh2_grp_vocalisation_highelves_male_taunting
wh2_hef_elf_male_default	teleporting		wh3_main_teleport_out
wh2_horse_segmented_flaming_lances	charge		wh2_grp_vocalisation_horse_charge
wh2_horse_segmented_flaming_lances	collision		wh2_grp_vocalisation_horse_collision
wh2_horse_segmented_flaming_lances	encouragement		wh2_grp_vocalisation_horse_melee
wh2_horse_segmented_flaming_lances	injured		wh2_grp_vocalisation_horse_pain
wh2_kroxigor_sacred	charge		wh2_grp_vocalisation_kroxigor_charge
wh2_kroxigor_sacred	collision		wh2_grp_vocalisation_kroxigor_collision
wh2_kroxigor_sacred	fighting		wh2_grp_vocalisation_kroxigor_melee
wh2_kroxigor	charge		wh2_grp_vocalisation_kroxigor_charge
wh2_kroxigor	collision		wh2_grp_vocalisation_kroxigor_collision
wh2_kroxigor	fighting		wh2_grp_vocalisation_kroxigor_melee
wh2_rat_ogre	charge		wh2_grp_dlc12_vocalisation_rat_ogre_charge
wh2_rat_ogre	collision		wh2_grp_dlc12_vocalisation_rat_ogre_collision
wh2_rat_ogre	fighting		wh2_grp_dlc12_vocalisation_rat_ogre_melee
wh2_rat_ogre	response		wh2_grp_vocalisation_rat_ogre_unit_response
wh2_rat_ogre	selection		wh2_grp_vocalisation_rat_ogre_unit_selection
wh2_saurus	charge		wh2_grp_new_vocalisation_saurus_charge
wh2_saurus	cheering		wh2_grp_new_vocalisation_saurus_encouragement
wh2_saurus	collision		wh2_grp_new_vocalisation_saurus_collision
wh2_saurus	encouragement		wh2_grp_new_vocalisation_saurus_encouragement
wh2_saurus	fighting		wh2_grp_new_vocalisation_saurus_melee
wh2_saurus	idle		wh2_grp_new_vocalisation_saurus_idle
wh2_saurus	injured		wh2_grp_new_vocalisation_saurus_pain
wh2_saurus	moving		wh2_grp_new_vocalisation_saurus_idle
wh2_saurus	response		wh2_grp_new_vocalisation_saurus_unit_response
wh2_saurus	selection		wh2_grp_new_vocalisation_saurus_unit_selection
wh2_saurus	taunting		wh2_grp_new_vocalisation_saurus_taunting
wh2_saurus	teleporting		wh3_main_teleport_out
wh2_skaven_LH	cheering		wh2_dlc12_grp_vocalisation_skaven_melee
wh2_skaven_LH	encouragement		wh2_dlc12_grp_vocalisation_skaven_melee
wh2_skaven_LH	fighting		wh2_dlc12_grp_vocalisation_skaven_melee
wh2_skaven_LH	idle		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_LH	injured		wh2_dlc12_grp_vocalisation_skaven_pain
wh2_skaven_LH	moving		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_LH	response		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_LH	selection		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_LH	taunting		wh2_dlc12_grp_vocalisation_skaven_taunting
wh2_skaven_LH	teleporting		wh3_main_teleport_out
wh2_skaven_globadiers	charge		wh2_dlc12_grp_vocalisation_skaven_charge
wh2_skaven_globadiers	cheering		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_globadiers	collision		wh2_dlc12_grp_vocalisation_skaven_collision
wh2_skaven_globadiers	encouragement		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_globadiers	fighting		wh2_dlc12_grp_vocalisation_skaven_melee
wh2_skaven_globadiers	idle		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_globadiers	idle_shoot		wh2_dlc12_grp_vocalisation_skaven_idle_subtle
wh2_skaven_globadiers	injured		wh2_dlc12_grp_vocalisation_skaven_pain
wh2_skaven_globadiers	moving		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_globadiers	moving_taunt		wh2_dlc12_grp_vocalisation_skaven_moving_taunt
wh2_skaven_globadiers	response		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_globadiers	resurrecting		wh2_dlc12_grp_vocalisation_skaven_resurrecting
wh2_skaven_globadiers	selection		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_globadiers	taunting		wh2_dlc12_grp_vocalisation_skaven_taunting
wh2_skaven_globadiers	teleporting		wh3_main_teleport_out
wh2_skaven_plague_censer_bearers	charge		wh2_dlc12_grp_vocalisation_skaven_charge
wh2_skaven_plague_censer_bearers	cheering		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_plague_censer_bearers	collision		wh2_dlc12_grp_vocalisation_skaven_collision
wh2_skaven_plague_censer_bearers	encouragement		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_plague_censer_bearers	fighting		wh2_dlc12_grp_vocalisation_skaven_melee
wh2_skaven_plague_censer_bearers	injured		wh2_dlc12_grp_vocalisation_skaven_pain
wh2_skaven_plague_censer_bearers	moving		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_plague_censer_bearers	moving_taunt		wh2_dlc12_grp_vocalisation_skaven_moving_taunt
wh2_skaven_plague_censer_bearers	response		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_plague_censer_bearers	resurrecting		wh2_dlc12_grp_vocalisation_skaven_resurrecting
wh2_skaven_plague_censer_bearers	selection		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_plague_censer_bearers	taunting		wh2_dlc12_grp_vocalisation_skaven_taunting
wh2_skaven_plague_censer_bearers	teleporting		wh3_main_teleport_out
wh2_skaven_plague_monks	charge		wh2_dlc12_grp_vocalisation_skaven_charge
wh2_skaven_plague_monks	cheering		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_plague_monks	collision		wh2_dlc12_grp_vocalisation_skaven_collision
wh2_skaven_plague_monks	encouragement		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_plague_monks	fighting		wh2_dlc12_grp_vocalisation_skaven_melee
wh2_skaven_plague_monks	idle		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_plague_monks	injured		wh2_dlc12_grp_vocalisation_skaven_pain
wh2_skaven_plague_monks	moving		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_plague_monks	moving_taunt		wh2_dlc12_grp_vocalisation_skaven_moving_taunt
wh2_skaven_plague_monks	response		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_plague_monks	resurrecting		wh2_dlc12_grp_vocalisation_skaven_resurrecting
wh2_skaven_plague_monks	selection		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_plague_monks	taunting		wh2_dlc12_grp_vocalisation_skaven_taunting
wh2_skaven_plague_monks	teleporting		wh3_main_teleport_out
wh2_skaven_ratling_gun_team	charge		wh2_dlc12_grp_vocalisation_skaven_charge
wh2_skaven_ratling_gun_team	cheering		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_ratling_gun_team	collision		wh2_dlc12_grp_vocalisation_skaven_collision
wh2_skaven_ratling_gun_team	encouragement		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_ratling_gun_team	fighting		wh2_dlc12_grp_vocalisation_skaven_melee
wh2_skaven_ratling_gun_team	idle		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_ratling_gun_team	idle_shoot		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_ratling_gun_team	injured		wh2_dlc12_grp_vocalisation_skaven_pain
wh2_skaven_ratling_gun_team	moving		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_ratling_gun_team	moving_taunt		wh2_dlc12_grp_vocalisation_skaven_moving_taunt
wh2_skaven_ratling_gun_team	response		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_ratling_gun_team	resurrecting		wh2_dlc12_grp_vocalisation_skaven_resurrecting
wh2_skaven_ratling_gun_team	selection		wh2_dlc12_grp_vocalisation_skaven_unit_selection
wh2_skaven_ratling_gun_team	taunting		wh2_dlc12_grp_vocalisation_skaven_taunting
wh2_skaven_ratling_gun_team	teleporting		wh3_main_teleport_out
wh2_skaven_tailslashers	charge		wh2_dlc12_grp_vocalisation_skaven_charge
wh2_skaven_tailslashers	cheering		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_tailslashers	collision		wh2_dlc12_grp_vocalisation_skaven_collision
wh2_skaven_tailslashers	encouragement		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_tailslashers	fighting		wh2_dlc12_grp_vocalisation_skaven_melee
wh2_skaven_tailslashers	idle		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_tailslashers	injured		wh2_dlc12_grp_vocalisation_skaven_pain
wh2_skaven_tailslashers	moving		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_tailslashers	moving_taunt		wh2_dlc12_grp_vocalisation_skaven_moving_taunt
wh2_skaven_tailslashers	response		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_tailslashers	resurrecting		wh2_dlc12_grp_vocalisation_skaven_resurrecting
wh2_skaven_tailslashers	selection		wh2_dlc12_grp_vocalisation_skaven_unit_selection
wh2_skaven_tailslashers	taunting		wh2_dlc12_grp_vocalisation_skaven_taunting
wh2_skaven_tailslashers	teleporting		wh3_main_teleport_out
wh2_skaven_warpfire_thrower_team	charge		wh2_dlc12_grp_vocalisation_skaven_charge
wh2_skaven_warpfire_thrower_team	cheering		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_warpfire_thrower_team	collision		wh2_dlc12_grp_vocalisation_skaven_collision
wh2_skaven_warpfire_thrower_team	encouragement		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven_warpfire_thrower_team	fighting		wh2_dlc12_grp_vocalisation_skaven_melee
wh2_skaven_warpfire_thrower_team	idle		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_warpfire_thrower_team	idle_shoot		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_warpfire_thrower_team	injured		wh2_dlc12_grp_vocalisation_skaven_pain
wh2_skaven_warpfire_thrower_team	moving		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven_warpfire_thrower_team	moving_taunt		wh2_dlc12_grp_vocalisation_skaven_moving_taunt
wh2_skaven_warpfire_thrower_team	response		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven_warpfire_thrower_team	resurrecting		wh2_dlc12_grp_vocalisation_skaven_resurrecting
wh2_skaven_warpfire_thrower_team	selection		wh2_dlc12_grp_vocalisation_skaven_unit_selection
wh2_skaven_warpfire_thrower_team	taunting		wh2_dlc12_grp_vocalisation_skaven_taunting
wh2_skaven_warpfire_thrower_team	teleporting		wh3_main_teleport_out
wh2_skaven	charge		wh2_dlc12_grp_vocalisation_skaven_charge
wh2_skaven	cheering		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven	collision		wh2_dlc12_grp_vocalisation_skaven_collision
wh2_skaven	encouragement		wh2_dlc12_grp_vocalisation_skaven_encouragement
wh2_skaven	fighting		wh2_dlc12_grp_vocalisation_skaven_melee
wh2_skaven	idle		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven	idle_shoot		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven	injured		wh2_dlc12_grp_vocalisation_skaven_pain
wh2_skaven	moving		wh2_dlc12_grp_vocalisation_skaven_idle
wh2_skaven	moving_taunt		wh2_dlc12_grp_vocalisation_skaven_moving_taunt
wh2_skaven	response		wh2_dlc12_grp_vocalisation_skaven_unit_response
wh2_skaven	resurrecting		wh2_dlc12_grp_vocalisation_skaven_resurrecting
wh2_skaven	selection		wh2_dlc12_grp_vocalisation_skaven_unit_selection
wh2_skaven	taunting		wh2_dlc12_grp_vocalisation_skaven_taunting
wh2_skaven	teleporting		wh3_main_teleport_out
wh2_skinks	charge		wh2_dlc12_grp_vocalisation_skink_charge
wh2_skinks	cheering		wh2_dlc12_grp_vocalisation_skink_encouragement
wh2_skinks	collision		wh2_dlc12_grp_vocalisation_skink_collision
wh2_skinks	encouragement		wh2_dlc12_grp_vocalisation_skink_encouragement
wh2_skinks	fighting		wh2_dlc12_grp_vocalisation_skink_melee
wh2_skinks	idle		wh2_dlc12_grp_vocalisation_skink_idle
wh2_skinks	idle_shoot		wh2_dlc12_grp_vocalisation_skink_idle
wh2_skinks	injured		wh2_dlc12_grp_vocalisation_skink_pain
wh2_skinks	moving		wh2_dlc12_grp_vocalisation_skink_idle
wh2_skinks	moving_taunt		wh2_dlc12_grp_vocalisation_skink_moving_taunt
wh2_skinks	response		wh2_dlc12_grp_vocalisation_skink_unit_response
wh2_skinks	selection		wh2_dlc12_grp_vocalisation_skink_unit_selection
wh2_skinks	taunting		wh2_dlc12_grp_vocalisation_skink_taunting
wh2_skinks	teleporting		wh3_main_teleport_out
wh2_terradon	charge		wh2_dlc12_grp_vocalisation_terradon_charge
wh2_terradon	idle		wh2_grp_vocalisation_terradon_idle
wh2_terradon	moving		wh2_grp_vocalisation_terradon_idle
wh2_terradon	response		wh2_dlc12_grp_vocalisation_terradon_unit_response
wh2_terradon	selection		wh2_dlc12_grp_vocalisation_terradon_unit_response
wh2_tmb_carrion	charge		wh2_grp_vocalisation_tmb_carrion_charge
wh2_tmb_carrion	cheer		wh2_grp_vocalisation_tmb_carrion_taunt
wh2_tmb_carrion	encouragement		wh2_grp_vocalisation_tmb_carrion_melee
wh2_tmb_carrion	fighting		wh2_grp_vocalisation_tmb_carrion_melee
wh2_tmb_carrion	idle		wh2_grp_vocalisation_tmb_carrion_idle
wh2_tmb_carrion	injured		wh2_grp_vocalisation_tmb_carrion_pain
wh2_tmb_carrion	moving		wh2_grp_vocalisation_tmb_carrion_running
wh2_tmb_carrion	response		wh2_grp_vocalisation_tmb_carrion_unit_response
wh2_tmb_carrion	taunt		wh2_grp_vocalisation_tmb_carrion_taunt
wh2_tmb_necro_serpent	burning		wh2_dlc09_ability_curse_of_djaf_group
wh2_tmb_necro_serpent	charge		wh_grp_vocalisation_necro_serpent_charge
wh2_tmb_necro_serpent	fighting		wh_grp_vocalisation_necro_serpent_melee
wh2_tmb_necro_serpent	response		wh_grp_vocalisation_necro_serpent_unit_response
wh2_tmb_necro_serpent	selection		wh_grp_vocalisation_necro_serpent_unit_selection
wh2_tmb_necro_serpent	taunting		wh_grp_vocalisation_necro_serpent_taunting
wh2_tmb_necro_serpent	teleporting		wh3_main_teleport_out
wh2_tmb_skeleton_tomb_guard	charge		wh2_grp_vocalisation_tmb_skeleton_charge
wh2_tmb_skeleton_tomb_guard	cheering		wh2_grp_vocalisation_tmb_skeleton_taunting
wh2_tmb_skeleton_tomb_guard	encouragement		wh2_grp_vocalisation_tmb_skeleton_melee
wh2_tmb_skeleton_tomb_guard	fighting		wh2_grp_vocalisation_tmb_skeleton_melee
wh2_tmb_skeleton_tomb_guard	injured		wh2_grp_vocalisation_tmb_skeleton_pain
wh2_tmb_skeleton_tomb_guard	moving_taunt		wh2_grp_vocalisation_tmb_skeleton_taunt
wh2_tmb_skeleton_tomb_guard	response		wh2_grp_vocalisation_tmb_skeleton_unit_response
wh2_tmb_skeleton_tomb_guard	selection		wh2_grp_vocalisation_tmb_skeleton_unit_selection
wh2_tmb_skeleton_tomb_guard	taunt		wh2_grp_vocalisation_tmb_skeleton_taunt
wh2_tmb_skeleton_tomb_guard	taunting		wh2_grp_vocalisation_tmb_skeleton_taunting
wh2_tmb_skeleton_tomb_guard	teleporting		wh3_main_teleport_out
wh2_tmb_skeleton	charge		wh2_grp_vocalisation_tmb_skeleton_charge
wh2_tmb_skeleton	cheering		wh2_grp_vocalisation_tmb_skeleton_taunting
wh2_tmb_skeleton	encouragement		wh2_grp_vocalisation_tmb_skeleton_melee
wh2_tmb_skeleton	fighting		wh2_grp_vocalisation_tmb_skeleton_melee
wh2_tmb_skeleton	injured		wh2_grp_vocalisation_tmb_skeleton_pain
wh2_tmb_skeleton	moving_taunt		wh2_grp_vocalisation_tmb_skeleton_taunt
wh2_tmb_skeleton	response		wh2_grp_vocalisation_tmb_skeleton_unit_response
wh2_tmb_skeleton	selection		wh2_grp_vocalisation_tmb_skeleton_unit_selection
wh2_tmb_skeleton	taunt		wh2_grp_vocalisation_tmb_skeleton_taunt
wh2_tmb_skeleton	taunting		wh2_grp_vocalisation_tmb_skeleton_taunting
wh2_tmb_skeleton	teleporting		wh3_main_teleport_out
wh2_tmb_ushabti	charge		wh2_grp_vocalisation_tmb_ushabti_charge
wh2_tmb_ushabti	cheer		wh2_grp_vocalisation_tmb_ushabti_taunt
wh2_tmb_ushabti	encouragement		wh2_grp_vocalisation_tmb_ushabti_melee
wh2_tmb_ushabti	fighting		wh2_grp_vocalisation_tmb_ushabti_melee
wh2_tmb_ushabti	injured		wh2_grp_vocalisation_tmb_ushabti_pain
wh2_tmb_ushabti	response		wh2_grp_vocalisation_tmb_ushabti_unit_response
wh2_tmb_ushabti	selection		wh2_grp_vocalisation_tmb_ushabti_unit_selection
wh2_tmb_ushabti	taunt		wh2_grp_vocalisation_tmb_ushabti_taunt
wh2_twa04_great_bray_shaman	charge		wh_grp_vocalisation_beastmen_charge
wh2_twa04_great_bray_shaman	cheering		wh_grp_vocalisation_beastmen_taunting
wh2_twa04_great_bray_shaman	encouragement		wh_grp_vocalisation_beastmen_melee
wh2_twa04_great_bray_shaman	fighting		wh_grp_vocalisation_beastmen_melee
wh2_twa04_great_bray_shaman	injured		wh_grp_vocalisation_beastmen_pain
wh2_twa04_great_bray_shaman	moving_taunt		wh_grp_vocalisation_beastmen_moving_taunt
wh2_twa04_great_bray_shaman	response		wh_grp_vocalisation_beastmen_unit_response
wh2_twa04_great_bray_shaman	selection		wh_grp_vocalisation_beastmen_unit_selection
wh2_twa04_great_bray_shaman	taunting		wh_grp_vocalisation_beastmen_taunting
wh2_twa05_mournfang	charge		wh2_twa05_grp_vocalisation_mournfang_charge
wh2_twa05_mournfang	fighting		wh2_grp_twa05_vocalisation_mournfang_melee
wh2_twa05_ogre_mercs	charge		wh2_twa05_grp_vocalisation_ogres_charge
wh2_twa05_ogre_mercs	collision		wh2_twa05_grp_vocalisation_ogres_collision
wh2_twa05_ogre_mercs	encouragement		wh2_twa05_grp_vocalisation_ogres_encouragement
wh2_twa05_ogre_mercs	fighting		wh2_twa05_grp_vocalisation_ogres_melee
wh2_twa05_ogre_mercs	injured		wh2_twa05_grp_vocalisation_ogres_pain
wh2_twa05_ogre_mercs	response		wh2_twa05_grp_vocalisation_ogres_unit_response
wh2_twa05_ogre_mercs	selection		wh2_twa05_grp_vocalisation_ogres_unit_selection
wh3_chs_chariot_type	teleporting		wh3_main_teleport_out_individual
wh3_cth_alchemist_LH	teleporting		wh3_main_teleport_out_individual
wh3_cth_artillery_fire_rain_rocket_battery	teleporting		wh3_main_teleport_out
wh3_cth_astromancer_LH	teleporting		wh3_main_teleport_out_individual
wh3_cth_dragon_miao_ying_LORD	teleporting		wh3_main_teleport_out_individual
wh3_cth_dragon_zhao_ming_LORD	teleporting		wh3_main_teleport_out_individual
wh3_cth_human_female	charge		wh3_grp_vocalisation_cathay_female_charge
wh3_cth_human_female	collision		wh3_grp_vocalisation_cathay_female_collision
wh3_cth_human_female	encouragement		wh3_grp_vocalisation_cathay_female_encouragement
wh3_cth_human_female	fighting		wh3_grp_vocalisation_cathay_female_melee
wh3_cth_human_female	injured		wh3_grp_vocalisation_cathay_female_pain
wh3_cth_human_female	moving_taunt		wh_grp_vocalisation_human_female_moving_taunt
wh3_cth_human_female	response		wh3_grp_vocalisation_cathay_female_unit_response
wh3_cth_human_female	selection		wh3_grp_vocalisation_cathay_female_unit_selection
wh3_cth_human_female	teleporting		wh3_main_teleport_out
wh3_cth_human_male	charge		wh3_grp_vocalisation_cathay_male_charge
wh3_cth_human_male	collision		wh3_grp_vocalisation_cathay_male_collision
wh3_cth_human_male	encouragement		wh3_grp_vocalisation_cathay_male_encouragement
wh3_cth_human_male	fighting		wh3_grp_vocalisation_cathay_male_melee
wh3_cth_human_male	injured		wh3_grp_vocalisation_cathay_male_pain
wh3_cth_human_male	moving_taunt		wh_grp_vocalisation_human_male_taunt
wh3_cth_human_male	response		wh3_grp_vocalisation_cathay_male_unit_response
wh3_cth_human_male	selection		wh3_grp_vocalisation_cathay_male_unit_selection
wh3_cth_human_male	taunt		wh_grp_vocalisation_human_male_taunt
wh3_cth_human_male	taunting		wh_grp_vocalisation_human_male_taunting
wh3_cth_human_male	teleporting		wh3_main_teleport_out
wh3_cth_lord_magistrate_LH	teleporting		wh3_main_teleport_out_individual
wh3_cth_miao_ying_LORD	teleporting		wh3_main_teleport_out_individual
wh3_cth_oxen	teleporting		wh3_main_teleport_out
wh3_cth_shugengan_lord_LH	teleporting		wh3_main_teleport_out_individual
wh3_cth_war_machine_kong_ming_sky_junk	teleporting		wh3_main_teleport_out_individual
wh3_cth_war_machine_skylantern	teleporting		wh3_main_teleport_out_individual
wh3_cth_war_machine_wu_xing_compass	teleporting		wh3_main_teleport_out_individual
wh3_cth_zhao_ming_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dae_belakor_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dae_daemon_prince_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dae_generic_daemon_prince_LORD	teleporting		wh3_main_teleport_out_individual
wh3_dae_sla_daemonettes	charge		wh3_grp_vocalisation_slaanesh_daemonettes_charge
wh3_dae_sla_daemonettes	collision		wh3_grp_vocalisation_slaanesh_daemonettes_collision
wh3_dae_sla_daemonettes	encouragement		wh3_grp_vocalisation_slaanesh_daemonettes_encouragement
wh3_dae_sla_daemonettes	fighting		wh3_grp_vocalisation_slaanesh_daemonettes_melee
wh3_dae_sla_daemonettes	idle		wh3_grp_vocalisation_slaanesh_daemonettes_idle
wh3_dae_sla_daemonettes	injured		wh3_grp_vocalisation_slaanesh_daemonettes_pain
wh3_dae_sla_daemonettes	response		wh3_grp_vocalisation_slaanesh_daemonettes_unit_response
wh3_dae_sla_daemonettes	selection		wh3_grp_vocalisation_slaanesh_daemonettes_unit_response
wh3_dae_sla_daemonettes	taunting		wh3_grp_vocalisation_slaanesh_daemonettes_taunting
wh3_dae_sla_daemonettes	teleporting		wh3_main_teleport_out
wh3_dae_sla_warrior	charge		wh3_grp_vocalisation_slaanesh_warrior_charge
wh3_dae_sla_warrior	cheering		wh3_grp_vocalisation_slaanesh_warrior_taunting
wh3_dae_sla_warrior	collision		wh3_grp_vocalisation_slaanesh_warrior_collision
wh3_dae_sla_warrior	encouragement		wh3_grp_vocalisation_slaanesh_warrior_encouragement
wh3_dae_sla_warrior	fighting		wh3_grp_vocalisation_slaanesh_warrior_melee
wh3_dae_sla_warrior	injured		wh3_grp_vocalisation_slaanesh_warrior_pain
wh3_dae_sla_warrior	moving_taunt		wh3_grp_vocalisation_slaanesh_warrior_moving_taunt
wh3_dae_sla_warrior	response		wh3_grp_vocalisation_slaanesh_warrior_unit_response
wh3_dae_sla_warrior	selection		wh3_grp_vocalisation_slaanesh_warrior_unit_selection
wh3_dae_sla_warrior	taunting		wh3_grp_vocalisation_slaanesh_warrior_taunting
wh3_dae_sla_warrior	teleporting		wh3_main_teleport_out
wh3_dae_tze_warrior_lance	charge		wh3_grp_vocalisation_tzeentch_warrior_charge
wh3_dae_tze_warrior_lance	cheering		wh3_grp_vocalisation_tzeentch_warrior_taunting
wh3_dae_tze_warrior_lance	collision		wh3_grp_vocalisation_tzeentch_warrior_collision
