ability_group	unit
wh_dlc05_lore_shadows	wh2_dlc09_tmb_cha_liche_priest_shadow_1
wh_dlc05_lore_shadows	wh2_dlc10_def_cha_supreme_sorceress_shadow_0
wh_dlc05_lore_shadows	wh2_dlc10_def_cha_supreme_sorceress_shadow_1
wh_dlc05_lore_shadows	wh2_dlc10_def_cha_supreme_sorceress_shadow_2
wh_dlc05_lore_shadows	wh2_dlc10_def_cha_supreme_sorceress_shadow_3
wh_dlc05_lore_shadows	wh2_dlc10_def_cha_supreme_sorceress_shadow_4
wh_dlc05_lore_shadows	wh2_dlc10_def_cha_supreme_sorceress_shadow_5
wh_dlc05_lore_shadows	wh2_dlc10_hef_cha_mage_shadows_0
wh_dlc05_lore_shadows	wh2_dlc10_hef_cha_mage_shadows_1
wh_dlc05_lore_shadows	wh2_dlc10_hef_cha_mage_shadows_2
wh_dlc05_lore_shadows	wh2_dlc15_hef_cha_archmage_shadows_0
wh_dlc05_lore_shadows	wh2_dlc15_hef_cha_archmage_shadows_1
wh_dlc05_lore_shadows	wh2_dlc15_hef_cha_archmage_shadows_2
wh_dlc05_lore_shadows	wh2_dlc15_hef_cha_archmage_shadows_3
wh_dlc05_lore_shadows	wh2_dlc15_hef_cha_archmage_shadows_4
wh_dlc05_lore_shadows	wh2_dlc16_wef_cha_drycha_0
wh_dlc05_lore_shadows	wh2_dlc16_wef_cha_malicious_ancient_treeman_shadows_0
wh_dlc05_lore_shadows	wh2_dlc16_wef_cha_malicious_branchwraith_shadows_0
wh_dlc05_lore_shadows	wh2_dlc16_wef_cha_spellweaver_shadows_0
wh_dlc05_lore_shadows	wh2_dlc16_wef_cha_spellweaver_shadows_1
wh_dlc05_lore_shadows	wh2_dlc16_wef_cha_spellweaver_shadows_2
wh_dlc05_lore_shadows	wh2_dlc16_wef_cha_spellweaver_shadows_3
wh_dlc05_lore_shadows	wh2_dlc17_bst_cha_bray_shaman_shadows_2
wh_dlc05_lore_shadows	wh2_main_def_cha_sorceress_shadow_0
wh_dlc05_lore_shadows	wh2_main_def_cha_sorceress_shadow_1
wh_dlc05_lore_shadows	wh2_main_def_cha_sorceress_shadow_2
wh_dlc05_lore_shadows	wh2_main_def_cha_sorceress_shadow_3
wh_dlc05_lore_shadows	wh2_twa04_bst_cha_great_bray_shaman_shadows_0
wh_dlc05_lore_shadows	wh2_twa04_bst_cha_great_bray_shaman_shadows_1
wh_dlc05_lore_shadows	wh2_twa04_bst_cha_great_bray_shaman_shadows_2
wh_dlc05_lore_shadows	wh3_dlc20_chs_cha_chaos_sorcerer_lord_shadows_warshrine
wh_dlc05_lore_shadows	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla
wh_dlc05_lore_shadows	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed
wh_dlc05_lore_shadows	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_warshrine
wh_dlc05_lore_shadows	wh3_dlc20_chs_cha_chaos_sorcerer_shadows_warshrine
wh_dlc05_lore_shadows	wh3_dlc23_neu_cha_ulrika
wh_dlc05_lore_shadows	wh3_dlc23_neu_cha_ulrika_warhorse
wh_dlc05_lore_shadows	wh3_main_dae_cha_be_lakor_0
wh_dlc05_lore_shadows	wh3_main_sla_cha_alluress_shadow_0
wh_dlc05_lore_shadows	wh3_main_sla_cha_alluress_shadow_1
wh_dlc05_lore_shadows	wh3_main_sla_cha_alluress_shadow_2
wh_dlc05_lore_shadows	wh3_main_sla_cha_alluress_shadow_3
wh_dlc05_lore_shadows	wh3_main_sla_cha_exalted_keeper_of_secrets_shadow_0
wh_dlc05_lore_shadows	wh3_main_sla_cha_herald_of_slaanesh_shadow_0
wh_dlc05_lore_shadows	wh3_main_sla_cha_herald_of_slaanesh_shadow_1
wh_dlc05_lore_shadows	wh3_main_sla_cha_herald_of_slaanesh_shadow_2
wh_dlc05_lore_shadows	wh3_main_sla_cha_herald_of_slaanesh_shadow_3
wh_dlc05_lore_shadows	wh3_survival_dae_cha_be_lakor_01
wh_dlc05_lore_shadows	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
wh_dlc05_lore_shadows	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
wh_dlc05_lore_shadows	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
wh_dlc05_lore_shadows	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
wh_dlc05_lore_shadows	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
wh_dlc05_lore_shadows	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
wh_dlc05_lore_shadows	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
wh_dlc05_lore_shadows	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
wh_dlc05_lore_shadows	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3
wh_dlc05_lore_shadows	wh_dlc03_bst_cha_bray_shaman_shadows_0
wh_dlc05_lore_shadows	wh_dlc03_bst_cha_bray_shaman_shadows_1
wh_dlc05_lore_shadows	wh_dlc05_emp_cha_wizard_shadows_0
wh_dlc05_lore_shadows	wh_dlc05_emp_cha_wizard_shadows_1
wh_dlc05_lore_shadows	wh_dlc05_emp_cha_wizard_shadows_2
wh_dlc05_lore_shadows	wh_dlc05_emp_cha_wizard_shadows_3
wh_dlc05_lore_shadows	wh_dlc05_vmp_cha_vampire_shadows_0
wh_dlc05_lore_shadows	wh_dlc05_vmp_cha_vampire_shadows_1
wh_dlc05_lore_shadows	wh_dlc05_vmp_cha_vampire_shadows_2
wh_dlc05_lore_shadows	wh_dlc05_wef_cha_spellsinger_shadows_0
wh_dlc05_lore_shadows	wh_dlc05_wef_cha_spellsinger_shadows_1
wh_dlc05_lore_shadows	wh_dlc05_wef_cha_spellsinger_shadows_2
wh_dlc05_lore_shadows	wh_dlc05_wef_cha_spellsinger_shadows_3
wh_dlc05_lore_shadows	wh_dlc08_nor_cha_fimir_balefiend_shadow_0
wh_main_lore_big_waaagh	wh_dlc06_grn_cha_wurrzag_0
wh_main_lore_big_waaagh	wh_dlc06_grn_cha_wurrzag_1
wh_main_lore_big_waaagh	wh_main_grn_cha_orc_shaman_0
wh_main_lore_big_waaagh	wh_main_grn_cha_orc_shaman_1
wh_main_lore_death	wh2_dlc09_tmb_cha_arkhan_0
wh_main_lore_death	wh2_dlc09_tmb_cha_arkhan_1
wh_main_lore_death	wh2_dlc09_tmb_cha_arkhan_2
wh_main_lore_death	wh2_dlc09_tmb_cha_liche_priest_death_0
wh_main_lore_death	wh2_dlc09_tmb_cha_liche_priest_death_1
wh_main_lore_death	wh2_dlc10_def_cha_sorceress_death_0
wh_main_lore_death	wh2_dlc10_def_cha_sorceress_death_1
wh_main_lore_death	wh2_dlc10_def_cha_sorceress_death_2
wh_main_lore_death	wh2_dlc10_def_cha_sorceress_death_3
wh_main_lore_death	wh2_dlc10_def_cha_supreme_sorceress_death_0
wh_main_lore_death	wh2_dlc10_def_cha_supreme_sorceress_death_1
wh_main_lore_death	wh2_dlc10_def_cha_supreme_sorceress_death_2
wh_main_lore_death	wh2_dlc10_def_cha_supreme_sorceress_death_3
wh_main_lore_death	wh2_dlc10_def_cha_supreme_sorceress_death_4
wh_main_lore_death	wh2_dlc10_def_cha_supreme_sorceress_death_5
wh_main_lore_death	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0
wh_main_lore_death	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1
wh_main_lore_death	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0
wh_main_lore_death	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1
wh_main_lore_death	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0
wh_main_lore_death	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1
wh_main_lore_death	wh2_dlc15_grn_cha_river_troll_hag_0
wh_main_lore_death	wh2_dlc15_hef_cha_archmage_death_0
wh_main_lore_death	wh2_dlc15_hef_cha_archmage_death_1
wh_main_lore_death	wh2_dlc15_hef_cha_archmage_death_2
wh_main_lore_death	wh2_dlc15_hef_cha_archmage_death_3
wh_main_lore_death	wh2_dlc15_hef_cha_archmage_death_4
wh_main_lore_death	wh2_dlc15_hef_cha_mage_death_0
wh_main_lore_death	wh2_dlc15_hef_cha_mage_death_1
wh_main_lore_death	wh2_dlc15_hef_cha_mage_death_2
wh_main_lore_death	wh2_dlc17_bst_cha_bray_shaman_death_2
wh_main_lore_death	wh2_pro07_emp_cha_wizard_death_0
wh_main_lore_death	wh2_pro07_emp_cha_wizard_death_1
wh_main_lore_death	wh2_pro07_emp_cha_wizard_death_2
wh_main_lore_death	wh2_pro07_emp_cha_wizard_death_3
wh_main_lore_death	wh2_twa04_bst_cha_great_bray_shaman_death_0
wh_main_lore_death	wh2_twa04_bst_cha_great_bray_shaman_death_1
wh_main_lore_death	wh2_twa04_bst_cha_great_bray_shaman_death_2
wh_main_lore_death	wh3_dlc20_chs_cha_chaos_sorcerer_death_warshrine
wh_main_lore_death	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur
wh_main_lore_death	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed
wh_main_lore_death	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine
wh_main_lore_death	wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_warshrine
wh_main_lore_death	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death
wh_main_lore_death	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_bale_taurus
wh_main_lore_death	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_great_taurus
wh_main_lore_death	wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_lammasu
wh_main_lore_death	wh3_dlc23_chd_cha_sorcerer_prophet_death
wh_main_lore_death	wh3_dlc23_chd_cha_sorcerer_prophet_death_bale_taurus
wh_main_lore_death	wh3_dlc23_chd_cha_sorcerer_prophet_death_great_taurus
wh_main_lore_death	wh3_dlc23_chd_cha_sorcerer_prophet_death_lammasu
wh_main_lore_death	wh3_main_nur_cha_exalted_great_unclean_one_death_0
wh_main_lore_death	wh3_main_nur_cha_herald_of_nurgle_death_0
wh_main_lore_death	wh3_main_nur_cha_herald_of_nurgle_death_1
wh_main_lore_death	wh3_main_nur_cha_herald_of_nurgle_death_2
wh_main_lore_death	wh3_main_nur_cha_plagueridden_death_0
wh_main_lore_death	wh3_main_nur_cha_plagueridden_death_1
wh_main_lore_death	wh3_main_nur_cha_plagueridden_death_2
wh_main_lore_death	wh_dlc01_chs_cha_chaos_sorcerer_death_8
wh_main_lore_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0
wh_main_lore_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
wh_main_lore_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12
wh_main_lore_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13
wh_main_lore_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_7
wh_main_lore_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_8
wh_main_lore_death	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
wh_main_lore_death	wh_dlc03_bst_cha_bray_shaman_death_0
wh_main_lore_death	wh_dlc03_bst_cha_bray_shaman_death_1
wh_main_lore_death	wh_dlc08_nor_cha_shaman_sorcerer_death_0
wh_main_lore_death	wh_dlc08_nor_cha_shaman_sorcerer_death_1
wh_main_lore_death	wh_dlc08_nor_cha_shaman_sorcerer_death_2
wh_main_lore_death	wh_main_chs_cha_chaos_sorcerer_death_0
wh_main_lore_death	wh_main_chs_cha_chaos_sorcerer_death_10
wh_main_lore_death	wh_main_chs_cha_chaos_sorcerer_death_11
wh_main_lore_death	wh_main_chs_cha_chaos_sorcerer_death_7
wh_main_lore_death	wh_main_chs_cha_chaos_sorcerer_death_9
wh_main_lore_death	wh_main_grn_cha_azhag_the_slaughterer_0
wh_main_lore_death	wh_main_grn_cha_azhag_the_slaughterer_1
wh_main_lore_death	wh_main_vmp_cha_mannfred_von_carstein_0
wh_main_lore_death	wh_main_vmp_cha_mannfred_von_carstein_2
wh_main_lore_death	wh_main_vmp_cha_mannfred_von_carstein_3
wh_main_lore_death	wh_main_vmp_cha_mannfred_von_carstein_4
wh_main_lore_death	wh_main_vmp_cha_vampire_0
wh_main_lore_death	wh_main_vmp_cha_vampire_1
wh_main_lore_death	wh_main_vmp_cha_vampire_2
wh_main_lore_fire	wh2_dlc10_def_cha_supreme_sorceress_fire_0
wh_main_lore_fire	wh2_dlc10_def_cha_supreme_sorceress_fire_1
wh_main_lore_fire	wh2_dlc10_def_cha_supreme_sorceress_fire_2
wh_main_lore_fire	wh2_dlc10_def_cha_supreme_sorceress_fire_3
wh_main_lore_fire	wh2_dlc10_def_cha_supreme_sorceress_fire_4
wh_main_lore_fire	wh2_dlc10_def_cha_supreme_sorceress_fire_5
wh_main_lore_fire	wh2_dlc13_lzd_cha_slann_mage_priest_fire_0
wh_main_lore_fire	wh2_dlc15_hef_cha_archmage_fire_0
wh_main_lore_fire	wh2_dlc15_hef_cha_archmage_fire_1
wh_main_lore_fire	wh2_dlc15_hef_cha_archmage_fire_2
wh_main_lore_fire	wh2_dlc15_hef_cha_archmage_fire_3
wh_main_lore_fire	wh2_dlc15_hef_cha_archmage_fire_4
wh_main_lore_fire	wh2_dlc15_hef_cha_mage_fire_0
wh_main_lore_fire	wh2_dlc15_hef_cha_mage_fire_1
wh_main_lore_fire	wh2_dlc15_hef_cha_mage_fire_2
wh_main_lore_fire	wh2_dlc15_hef_cha_mage_fire_3
wh_main_lore_fire	wh2_main_def_cha_sorceress_fire_0
wh_main_lore_fire	wh2_main_def_cha_sorceress_fire_1
wh_main_lore_fire	wh2_main_def_cha_sorceress_fire_2
wh_main_lore_fire	wh2_main_def_cha_sorceress_fire_3
wh_main_lore_fire	wh3_dlc20_chs_cha_chaos_sorcerer_fire_warshrine
wh_main_lore_fire	wh3_dlc20_chs_cha_chaos_sorcerer_lord_fire_warshrine
wh_main_lore_fire	wh3_dlc20_chs_cha_daemon_prince
wh_main_lore_fire	wh3_dlc20_tze_cha_cultist_mtze_warshrine
wh_main_lore_fire	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire
wh_main_lore_fire	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_bale_taurus
wh_main_lore_fire	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_great_taurus
wh_main_lore_fire	wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_lammasu
wh_main_lore_fire	wh3_dlc23_chd_cha_sorcerer_prophet_fire
wh_main_lore_fire	wh3_dlc23_chd_cha_sorcerer_prophet_fire_bale_taurus
wh_main_lore_fire	wh3_dlc23_chd_cha_sorcerer_prophet_fire_great_taurus
wh_main_lore_fire	wh3_dlc23_chd_cha_sorcerer_prophet_fire_lammasu
wh_main_lore_fire	wh3_main_ogr_cha_firebelly_0
wh_main_lore_fire	wh3_main_tze_cha_cultist_0
wh_main_lore_fire	wh3_main_tze_cha_cultist_1
wh_main_lore_fire	wh3_pro10_tze_cha_cultist_0
wh_main_lore_fire	wh_dlc01_chs_cha_chaos_sorcerer_fire_8
wh_main_lore_fire	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
wh_main_lore_fire	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
wh_main_lore_fire	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
wh_main_lore_fire	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
wh_main_lore_fire	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_7
wh_main_lore_fire	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_8
wh_main_lore_fire	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
wh_main_lore_fire	wh_dlc08_nor_cha_fimir_balefiend_fire_0
wh_main_lore_fire	wh_dlc08_nor_cha_shaman_sorcerer_fire_0
wh_main_lore_fire	wh_dlc08_nor_cha_shaman_sorcerer_fire_1
wh_main_lore_fire	wh_dlc08_nor_cha_shaman_sorcerer_fire_2
wh_main_lore_fire	wh_main_chs_cha_chaos_sorcerer_fire_0
wh_main_lore_fire	wh_main_chs_cha_chaos_sorcerer_fire_10
wh_main_lore_fire	wh_main_chs_cha_chaos_sorcerer_fire_11
wh_main_lore_fire	wh_main_chs_cha_chaos_sorcerer_fire_7
wh_main_lore_fire	wh_main_chs_cha_chaos_sorcerer_fire_9
wh_main_lore_fire	wh_main_emp_cha_wizard_fire_0
wh_main_lore_fire	wh_main_emp_cha_wizard_fire_1
wh_main_lore_fire	wh_main_emp_cha_wizard_fire_2
wh_main_lore_fire	wh_main_emp_cha_wizard_fire_3
wh_main_lore_fire	wh_main_teb_cha_wizard_0
wh_main_lore_fire	wh_main_teb_cha_wizard_1
wh_main_lore_heavens	wh2_dlc10_hef_cha_mage_heavens_0
wh_main_lore_heavens	wh2_dlc10_hef_cha_mage_heavens_1
wh_main_lore_heavens	wh2_dlc10_hef_cha_mage_heavens_2
wh_main_lore_heavens	wh2_dlc12_lzd_cha_skink_priest_heavens_4
wh_main_lore_heavens	wh2_dlc15_hef_cha_archmage_heavens_0
wh_main_lore_heavens	wh2_dlc15_hef_cha_archmage_heavens_1
wh_main_lore_heavens	wh2_dlc15_hef_cha_archmage_heavens_2
wh_main_lore_heavens	wh2_dlc15_hef_cha_archmage_heavens_3
wh_main_lore_heavens	wh2_dlc15_hef_cha_archmage_heavens_4
wh_main_lore_heavens	wh2_main_lzd_cha_skink_priest_heavens_0
wh_main_lore_heavens	wh2_main_lzd_cha_skink_priest_heavens_1
wh_main_lore_heavens	wh2_main_lzd_cha_skink_priest_heavens_2
wh_main_lore_heavens	wh2_main_lzd_cha_skink_priest_heavens_3
wh_main_lore_heavens	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh_main_lore_heavens	wh3_main_cth_cha_astromancer_0
wh_main_lore_heavens	wh3_main_cth_cha_astromancer_1
wh_main_lore_heavens	wh3_main_cth_cha_astromancer_2
wh_main_lore_heavens	wh_dlc07_brt_cha_prophetess_heavens_0
wh_main_lore_heavens	wh_dlc07_brt_cha_prophetess_heavens_1
wh_main_lore_heavens	wh_dlc07_brt_cha_prophetess_heavens_2
wh_main_lore_heavens	wh_dlc07_brt_cha_prophetess_heavens_3
wh_main_lore_heavens	wh_main_brt_cha_damsel_0
wh_main_lore_heavens	wh_main_brt_cha_damsel_1
wh_main_lore_heavens	wh_main_brt_cha_damsel_2
wh_main_lore_heavens	wh_main_brt_cha_damsel_3
wh_main_lore_heavens	wh_main_emp_cha_wizard_heavens_0
wh_main_lore_heavens	wh_main_emp_cha_wizard_heavens_1
wh_main_lore_heavens	wh_main_emp_cha_wizard_heavens_2
wh_main_lore_heavens	wh_main_emp_cha_wizard_heavens_4
wh_main_lore_heavens	wh_main_ksl_cha_wizard_0
wh_main_lore_heavens	wh_main_ksl_cha_wizard_1
wh_main_lore_light	wh2_dlc09_tmb_cha_liche_priest_light_0
wh_main_lore_light	wh2_dlc09_tmb_cha_liche_priest_light_1
wh_main_lore_light	wh2_dlc15_hef_cha_archmage_light_0
wh_main_lore_light	wh2_dlc15_hef_cha_archmage_light_1
wh_main_lore_light	wh2_dlc15_hef_cha_archmage_light_2
wh_main_lore_light	wh2_dlc15_hef_cha_archmage_light_3
wh_main_lore_light	wh2_dlc15_hef_cha_archmage_light_4
wh_main_lore_light	wh2_main_hef_cha_mage_light_0
wh_main_lore_light	wh2_main_hef_cha_mage_light_1
wh_main_lore_light	wh2_main_hef_cha_mage_light_4
wh_main_lore_light	wh2_main_lzd_cha_slann_mage_priest_light_0
wh_main_lore_light	wh_main_emp_cha_wizard_light_0
wh_main_lore_light	wh_main_emp_cha_wizard_light_1
wh_main_lore_light	wh_main_emp_cha_wizard_light_2
wh_main_lore_light	wh_main_emp_cha_wizard_light_4
wh_main_lore_lil_waaagh	wh2_twa01_grn_cha_goblin_great_shaman_3
wh_main_lore_lil_waaagh	wh_main_grn_cha_goblin_great_shaman_0
wh_main_lore_lil_waaagh	wh_main_grn_cha_goblin_great_shaman_1
wh_main_lore_lil_waaagh	wh_main_grn_cha_goblin_great_shaman_2
wh_main_lore_lil_waaagh	wh_main_grn_cha_night_goblin_shaman
wh_main_lore_metal	wh2_dlc15_hef_cha_archmage_metal_0
wh_main_lore_metal	wh2_dlc15_hef_cha_archmage_metal_1
wh_main_lore_metal	wh2_dlc15_hef_cha_archmage_metal_2
wh_main_lore_metal	wh2_dlc15_hef_cha_archmage_metal_3
wh_main_lore_metal	wh2_dlc15_hef_cha_archmage_metal_4
wh_main_lore_metal	wh2_dlc15_hef_cha_mage_metal_0
wh_main_lore_metal	wh2_dlc15_hef_cha_mage_metal_1
wh_main_lore_metal	wh2_dlc15_hef_cha_mage_metal_2
wh_main_lore_metal	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze
wh_main_lore_metal	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed
wh_main_lore_metal	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_disc
wh_main_lore_metal	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine
wh_main_lore_metal	wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_warshrine
wh_main_lore_metal	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze
wh_main_lore_metal	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed
wh_main_lore_metal	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_disc
wh_main_lore_metal	wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_warshrine
wh_main_lore_metal	wh3_dlc20_chs_cha_chaos_sorcerer_metal_warshrine
wh_main_lore_metal	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal
wh_main_lore_metal	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_bale_taurus
wh_main_lore_metal	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_great_taurus
wh_main_lore_metal	wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_lammasu
wh_main_lore_metal	wh3_dlc23_chd_cha_sorcerer_prophet_metal
wh_main_lore_metal	wh3_dlc23_chd_cha_sorcerer_prophet_metal_bale_taurus
wh_main_lore_metal	wh3_dlc23_chd_cha_sorcerer_prophet_metal_great_taurus
wh_main_lore_metal	wh3_dlc23_chd_cha_sorcerer_prophet_metal_lammasu
wh_main_lore_metal	wh3_main_cth_cha_alchemist_0
wh_main_lore_metal	wh3_main_cth_cha_alchemist_1
wh_main_lore_metal	wh3_main_tze_cha_exalted_lord_of_change_metal_0
wh_main_lore_metal	wh3_main_tze_cha_herald_of_tzeentch_metal_0
wh_main_lore_metal	wh3_main_tze_cha_herald_of_tzeentch_metal_1
wh_main_lore_metal	wh3_main_tze_cha_herald_of_tzeentch_metal_2
wh_main_lore_metal	wh3_main_tze_cha_iridescent_horror_metal_0
wh_main_lore_metal	wh3_main_tze_cha_iridescent_horror_metal_1
wh_main_lore_metal	wh3_main_tze_cha_iridescent_horror_metal_2
wh_main_lore_metal	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
wh_main_lore_metal	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
wh_main_lore_metal	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
wh_main_lore_metal	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
wh_main_lore_metal	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_7
wh_main_lore_metal	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_8
wh_main_lore_metal	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
wh_main_lore_metal	wh_dlc01_chs_cha_chaos_sorcerer_metal_8
wh_main_lore_metal	wh_dlc01_nor_cha_chaos_sorcerer_lord_0
wh_main_lore_metal	wh_dlc01_nor_cha_chaos_sorcerer_lord_1
wh_main_lore_metal	wh_dlc01_nor_cha_chaos_sorcerer_lord_2
wh_main_lore_metal	wh_dlc08_nor_cha_shaman_sorcerer_metal_0
wh_main_lore_metal	wh_dlc08_nor_cha_shaman_sorcerer_metal_1
wh_main_lore_metal	wh_dlc08_nor_cha_shaman_sorcerer_metal_2
wh_main_lore_metal	wh_main_chs_cha_chaos_sorcerer_metal_0
wh_main_lore_metal	wh_main_chs_cha_chaos_sorcerer_metal_10
wh_main_lore_metal	wh_main_chs_cha_chaos_sorcerer_metal_11
wh_main_lore_metal	wh_main_chs_cha_chaos_sorcerer_metal_7
wh_main_lore_metal	wh_main_chs_cha_chaos_sorcerer_metal_9
wh_main_lore_metal	wh_main_chs_cha_lord_of_change_0
wh_main_lore_metal	wh_main_emp_cha_balthasar_gelt_0
wh_main_lore_metal	wh_main_emp_cha_balthasar_gelt_1
wh_main_lore_metal	wh_main_emp_cha_balthasar_gelt_2
wh_main_lore_metal	wh_main_emp_cha_balthasar_gelt_3
wh_main_lore_metal	wh_main_nor_cha_chaos_sorcerer_0
wh_main_lore_metal	wh_main_nor_cha_chaos_sorcerer_1
wh_main_lore_metal	wh_main_nor_cha_chaos_sorcerer_2
wh_main_lore_vampires	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
wh_main_lore_vampires	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
wh_main_lore_vampires	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
wh_main_lore_vampires	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh_main_lore_vampires	wh2_dlc11_vmp_cha_heinrich_kemmler_1
wh_main_lore_vampires	wh_dlc04_vmp_cha_master_necromancer_1
wh_main_lore_vampires	wh_dlc04_vmp_cha_master_necromancer_2
wh_main_lore_vampires	wh_dlc04_vmp_cha_master_necromancer_3
wh_main_lore_vampires	wh_dlc04_vmp_cha_necromancer_1
wh_main_lore_vampires	wh_dlc04_vmp_cha_necromancer_2
wh_main_lore_vampires	wh_dlc04_vmp_cha_necromancer_3
wh_main_lore_vampires	wh_dlc04_vmp_cha_vlad_von_carstein_0
wh_main_lore_vampires	wh_dlc05_vmp_cha_red_duke_0
wh_main_lore_vampires	wh_dlc05_vmp_cha_red_duke_1
wh_main_lore_vampires	wh_dlc05_vmp_cha_red_duke_2
wh_main_lore_vampires	wh_dlc05_vmp_cha_red_duke_3
wh_main_lore_vampires	wh_main_vmp_cha_heinrich_kemmler
wh_main_lore_vampires	wh_main_vmp_cha_mannfred_von_carstein_0
wh_main_lore_vampires	wh_main_vmp_cha_mannfred_von_carstein_2
wh_main_lore_vampires	wh_main_vmp_cha_mannfred_von_carstein_3
wh_main_lore_vampires	wh_main_vmp_cha_mannfred_von_carstein_4
wh_main_lore_vampires	wh_main_vmp_cha_master_necromancer_0
wh_main_lore_vampires	wh_main_vmp_cha_master_necromancer_4
wh_main_lore_vampires	wh_main_vmp_cha_master_necromancer_5
wh_main_lore_vampires	wh_main_vmp_cha_necromancer_0
wh_main_lore_vampires	wh_main_vmp_cha_necromancer_5
wh_main_lore_vampires	wh_main_vmp_cha_vampire_lord_0
wh_main_lore_vampires	wh_main_vmp_cha_vampire_lord_2
wh_main_lore_vampires	wh_main_vmp_cha_vampire_lord_3
wh_main_lore_vampires	wh_main_vmp_cha_vampire_lord_5
wh_main_lore_vampires	wh_pro02_vmp_cha_isabella_von_carstein_0
wh_main_lore_vampires	wh_pro02_vmp_cha_isabella_von_carstein_2
wh_main_lore_vampires	wh_pro02_vmp_cha_isabella_von_carstein_4
