key	distance	fov	phi	theta	target_x	target_y	target_z	environment_file
skv_ratling_guns	3.0000	20.0000	180.0000	200.0000	0.0000	1.0000	0.0000	Porthole/advisor/default_porthole.lighting
skv_throt	1.0000	28.0000	190.0000	190.0000	0.0500	1.1000	0.7000	Porthole/advisor/default_porthole.lighting
skv_warp_grinders	7.0000	10.0000	180.0000	180.0000	0.3000	0.9000	0.0000	Porthole/advisor/default_porthole.lighting
skv_warp_lightning_cannon	8.0000	28.0000	190.0000	195.0000	-0.6000	4.6000	0.0000	Porthole/advisor/default_porthole.lighting
skv_warpfire_thrower	2.5000	28.0000	180.0000	200.0000	-0.2000	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
skv_wind_mortars	7.0000	9.0000	180.0000	190.0000	0.3000	1.0000	0.7000	Porthole/advisor/default_porthole.lighting
skv_wolf_rats	2.0000	25.0000	180.0000	200.0000	0.0500	0.7000	1.0000	Porthole/advisor/default_porthole.lighting
sla_cav	4.0000	20.0000	193.0000	190.0000	-0.1000	1.9000	0.0000	Porthole/advisor/default_porthole.lighting
sla_daemonette	0.9600	28.0000	190.0000	195.0000	-0.0200	1.6200	0.0000	Porthole/advisor/default_porthole.lighting
sla_fiends	6.2000	28.0000	200.0000	190.0000	-0.1400	3.2000	0.0000	Porthole/advisor/default_porthole.lighting
sla_general_foot	1.0000	28.0000	190.0000	180.0000	0.0000	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
sla_keeper_of_secrets	2.5000	28.0000	190.0000	185.0000	0.0000	4.8000	0.0000	Porthole/advisor/default_porthole.lighting
sla_nkari	2.7000	28.0000	210.0000	185.0000	-0.0500	4.9000	0.0000	Porthole/advisor/default_porthole.lighting
sla_soldier_15_degrees	1.3000	28.0000	180.0000	190.0000	0.0600	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
sla_soldier_default	1.3000	28.0000	180.0000	190.0000	0.0500	1.5000	0.0000	Porthole/advisor/default_porthole.lighting
tmb_bone_giant	4.9000	28.0000	200.0000	200.0000	-0.2500	8.8500	0.0000	Porthole/advisor/default_porthole.lighting
tmb_carrion	4.0000	28.0000	180.0000	200.0000	-0.4000	2.5000	0.0000	Porthole/advisor/default_porthole.lighting
tmb_general	0.9000	28.0000	190.0000	200.0000	0.0000	1.5500	0.0000	Porthole/advisor/default_porthole.lighting
tmb_hierotitan	5.0000	28.0000	190.0000	200.0000	0.0000	9.0000	0.0000	Porthole/advisor/default_porthole.lighting
tmb_necro_knights	6.0000	28.0000	180.0000	205.0000	-0.6000	3.0000	0.0000	Porthole/advisor/default_porthole.lighting
tmb_necrosphinx	5.5000	28.0000	190.0000	205.0000	-0.7000	7.8000	0.0000	Porthole/advisor/default_porthole.lighting
tmb_skeleton_warriors	0.8000	28.0000	180.0000	200.0000	0.0000	1.5500	0.0000	Porthole/advisor/default_porthole.lighting
tmb_stalkers	3.5000	28.0000	190.0000	190.0000	-0.3000	2.6000	0.0000	Porthole/advisor/default_porthole.lighting
tmb_tomb_guard	0.9000	28.0000	180.0000	200.0000	0.0000	1.5500	0.0000	Porthole/advisor/default_porthole.lighting
tmb_tomb_scorpion	5.0000	28.0000	190.0000	195.0000	-0.5000	0.7000	0.0000	Porthole/advisor/default_porthole.lighting
tmb_ushabti	1.6000	28.0000	180.0000	205.0000	0.0000	3.1500	0.0000	Porthole/advisor/default_porthole.lighting
tmb_warsphinx	8.5000	28.0000	190.0000	205.0000	-1.2000	6.0000	0.0000	Porthole/advisor/default_porthole.lighting
tze_burning_chariot	7.5000	28.0000	190.0000	200.0000	-0.2000	3.0000	0.0000	Porthole/advisor/default_porthole.lighting
tze_cultist	0.8000	28.0000	190.0000	195.0000	-0.0200	1.6000	0.0000	Porthole/advisor/default_porthole.lighting
tze_exalted_hero	1.7000	28.0000	175.0000	210.0000	-0.0500	1.6200	0.0000	Porthole/advisor/default_porthole.lighting
tze_flamers	2.2000	28.0000	180.0000	195.0000	-0.1400	2.4400	0.0000	Porthole/advisor/default_porthole.lighting
tze_herald_of_tzeentch	2.6000	28.0000	200.0000	200.0000	-0.1000	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
tze_horrors_15_degrees	2.1800	28.0000	197.0000	195.0000	0.0000	1.0600	0.0000	Porthole/advisor/default_porthole.lighting
tze_horrors_20_degrees	2.3000	28.0000	185.0000	200.0000	-0.0500	1.0500	0.0000	Porthole/advisor/default_porthole.lighting
tze_kairos_fateweaver	5.5000	28.0000	180.0000	180.0000	-0.3000	3.4000	0.0000	Porthole/advisor/default_porthole.lighting
tze_screamers	2.0000	28.0000	170.0000	200.0000	-0.2000	1.3500	0.0000	Porthole/advisor/default_porthole.lighting
tze_soul_grinder	4.4000	28.0000	195.0000	195.0000	-0.3500	3.8000	0.0000	Porthole/advisor/default_porthole.lighting
tze_spawn	5.6000	28.0000	190.0000	190.0000	-0.2000	2.7500	0.0000	Porthole/advisor/default_porthole.lighting
vamp_banshee	1.1000	28.0000	180.0000	170.0000	0.0700	1.8000	0.0000	Porthole/advisor/default_porthole.lighting
vamp_black_coach	12.0000	28.0000	150.0000	230.0000	0.0000	1.0000	0.0000	Porthole/advisor/default_porthole.lighting
vamp_cairn_wraith	1.2000	28.0000	180.0000	195.0000	-0.0500	1.8000	0.0000	Porthole/advisor/default_porthole.lighting
vamp_crypt_horror	1.6000	28.0000	180.0000	190.0000	0.0000	1.8000	0.0000	Porthole/advisor/default_porthole.lighting
vamp_dire_wolf	2.6000	28.0000	190.0000	220.0000	-0.9500	0.8500	0.0000	Porthole/advisor/default_porthole.lighting
vamp_fell_bat	10.0000	28.0000	190.0000	200.0000	-0.5000	6.0000	0.0000	Porthole/advisor/default_porthole.lighting
vamp_ghoul	1.3000	28.0000	180.0000	200.0000	-0.1500	0.9500	0.0000	Porthole/advisor/default_porthole.lighting
vamp_grave_guard	1.0000	28.0000	180.0000	210.0000	0.0000	1.5500	0.0000	Porthole/advisor/default_porthole.lighting
vamp_hex_wraith	3.5000	28.0000	200.0000	200.0000	-0.4500	2.3000	0.0000	Porthole/advisor/default_porthole.lighting
vamp_lord	0.8000	28.0000	190.0000	195.0000	0.0200	1.5500	0.0000	Porthole/advisor/default_porthole.lighting
vamp_skeleton	1.0000	28.0000	180.0000	200.0000	-0.0500	1.4300	0.0000	Porthole/advisor/default_porthole.lighting
vamp_terrorgheist	7.0000	28.0000	180.0000	200.0000	-1.5000	1.0000	0.0000	Porthole/advisor/default_porthole.lighting
vamp_vargheist	3.8000	28.0000	180.0000	190.0000	-0.4000	1.4500	0.0000	Porthole/advisor/default_porthole.lighting
vamp_zombie	1.0000	28.0000	180.0000	200.0000	-0.1500	1.4500	0.0000	Porthole/advisor/default_porthole.lighting
wef_ariel	2.0000	28.0000	200.0000	200.0000	-0.1000	4.8000	0.0000	Porthole/advisor/default_porthole.lighting
wef_dryad	1.1000	28.0000	180.0000	195.0000	-0.1000	1.4200	0.0000	Porthole/advisor/default_porthole.lighting
wef_drycha	0.1000	28.0000	200.0000	200.0000	0.2000	1.2000	1.0000	Porthole/advisor/default_porthole.lighting
wef_forest_dragon	11.0000	28.0000	200.0000	210.0000	-2.7000	6.5000	0.0000	Porthole/advisor/default_porthole.lighting
wef_general_foot	1.0000	28.0000	190.0000	195.0000	0.0000	1.6200	0.0000	Porthole/advisor/default_porthole.lighting
wef_great_eagle	3.8000	28.0000	200.0000	212.0000	-0.7000	2.2000	0.0000	Porthole/advisor/default_porthole.lighting
wef_great_stag_riders	3.5000	28.0000	200.0000	230.0000	-1.0000	2.4000	0.0000	Porthole/advisor/default_porthole.lighting
wef_hawk_riders	5.0000	28.0000	200.0000	212.0000	-0.4000	2.4000	0.0000	Porthole/advisor/default_porthole.lighting
wef_infantry_15_degrees	1.0000	28.0000	180.0000	195.0000	0.0000	1.6200	0.0000	Porthole/advisor/default_porthole.lighting
wef_infantry_30_degrees	1.0000	28.0000	180.0000	218.0000	0.0000	1.6200	0.0000	Porthole/advisor/default_porthole.lighting
wef_infantry_45_degrees	1.0000	28.0000	180.0000	225.0000	0.0000	1.6200	0.0000	Porthole/advisor/default_porthole.lighting
wef_orion	2.0000	28.0000	190.0000	195.0000	-0.0500	3.1000	0.0000	Porthole/advisor/default_porthole.lighting
wef_spellsinger	0.9500	28.0000	190.0000	195.0000	-0.0900	1.5200	0.0000	Porthole/advisor/default_porthole.lighting
wef_tree_kin	3.1000	28.0000	180.0000	195.0000	-0.2500	2.7000	0.0000	Porthole/advisor/default_porthole.lighting
wef_treeman	4.0000	28.0000	190.0000	195.0000	-0.2500	7.0000	0.0000	Porthole/advisor/default_porthole.lighting
wef_wild_riders	3.5000	28.0000	200.0000	212.0000	-0.7000	2.4000	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc24_chs_cha_chaos_lord_mtze_disc	1.2000	28.0000	175.0000	210.0000	0.0500	2.5800	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc24_cth_inf_onyx_crowmen	1.0000	28.0000	180.0000	180.0000	-0.0200	0.6000	0.8000	Porthole/advisor/default_porthole.lighting
wh3_dlc24_cth_mon_celestial_lion	3.8000	28.0000	170.0000	190.0000	-0.2000	1.5000	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc24_cth_mon_great_moon_bird	3.5000	28.0000	180.0000	200.0000	-0.3000	2.0000	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc24_ksl_frostwyrm	18.0000	29.5000	198.0000	205.0000	-5.0000	6.0000	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc24_ksl_hag_witch	2.5000	28.0000	180.0000	180.0000	0.0000	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc24_ksl_mother_ostankya	2.5000	28.0000	180.0000	180.0000	0.0000	1.2000	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc24_ksl_things_in_the_woods	2.5000	28.0000	185.0000	183.0000	0.0000	1.0000	2.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc24_tze_cha_blue_scribes	3.0000	28.0000	190.0000	180.0000	0.0000	0.9000	0.3000	Porthole/advisor/default_porthole.lighting
wh3_dlc25_nur_bile_trolls	5.0000	30.0000	200.0000	200.0000	-0.2000	3.5000	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc25_nur_cha_tamurkhan_bubebolos	2.5000	30.0000	180.0000	180.0000	0.0000	2.9000	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc25_nur_chaos_sorcerer_lord_rot_beast	3.0000	28.0000	175.0000	210.0000	-0.0500	0.6000	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc_25_nur_cav_rot_knights	12.5000	28.0000	170.0000	210.0000	-1.0000	2.3000	0.0000	Porthole/advisor/default_porthole.lighting
wh3_dlc_25_nur_toad_dragon	5.8000	28.0000	185.0000	195.0000	1.0000	2.0000	8.0000	Porthole/advisor/default_porthole.lighting
