key	cast_time	completion_payload	cooldown_time	category	slave_cost	global_cooldown_time	start_payload	icon	failure_cooldown_time	required_resources	expended_resources	target	target_expended_resources	target_required_resources	target_cooldown	target_category_cooldown	effects_while_performing	custom_cost_id	on_trigger_vo_event	flags	self_payload	percentage_cost_increase_per_use	sort_order
wh2_dlc14_ritual_skv_pestilence_pestilens	0	wh2_main_ritual_skv_pestilence	15	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_pestilent_scheme.png	0		wh2_main_ritual_skv_pestilence				0	0				spawns_ritual_agent		0.0000	0
wh2_dlc14_rituals_skv_revitalizing	0	wh2_dlc14_ritual_eshin_revitalizing	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_skv_revitalizing_scheme.png	0		wh2_dlc14_ritual_eshin_revitalizing				0	0				default		0.0000	0
wh2_dlc15_athel_tamarha_influence_1	0	wh2_dlc15_athel_tamarha_influence_1	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_influence_1.png	0						0	0				default		0.0000	0
wh2_dlc15_athel_tamarha_influence_2	0	wh2_dlc15_athel_tamarha_influence_2	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_influence_2.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_watchers_of_yvresse_construction	default		0.0000	0
wh2_dlc15_athel_tamarha_influence_3	0	wh2_dlc15_athel_tamarha_influence_3	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_influence_3.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_watchers_of_yvresse_construction	default		0.0000	0
wh2_dlc15_athel_tamarha_interrogation_1	0	wh2_dlc15_athel_tamarha_interrogation_1	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_interrogation_1.png	0						0	0				default		0.0000	0
wh2_dlc15_athel_tamarha_interrogation_2	0	wh2_dlc15_athel_tamarha_interrogation_2	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_interrogation_2.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_watchers_of_yvresse_construction	default		0.0000	0
wh2_dlc15_athel_tamarha_interrogation_3	0	wh2_dlc15_athel_tamarha_interrogation_3	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_interrogation_3.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_watchers_of_yvresse_construction	default		0.0000	0
wh2_dlc15_athel_tamarha_melee_mistwalkers_1	0	wh2_dlc15_athel_tamarha_melee_mistwalkers_1	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_melee_mistwalkers_1.png	0						0	0				default		0.0000	0
wh2_dlc15_athel_tamarha_melee_mistwalkers_2	0	wh2_dlc15_athel_tamarha_melee_mistwalkers_2	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_melee_mistwalkers_2.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_the_silent_sentinels_recruitment	default		0.0000	0
wh2_dlc15_athel_tamarha_melee_mistwalkers_3	0	wh2_dlc15_athel_tamarha_melee_mistwalkers_3	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_melee_mistwalkers_3.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_the_silent_sentinels_recruitment	default		0.0000	0
wh2_dlc15_athel_tamarha_mist_1	0	wh2_dlc15_athel_tamarha_mist_1	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_mist_1.png	0						0	0				default		0.0000	0
wh2_dlc15_athel_tamarha_mist_2	0	wh2_dlc15_athel_tamarha_mist_2	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_mist_2.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_watchers_of_yvresse_construction	default		0.0000	0
wh2_dlc15_athel_tamarha_mist_3	0	wh2_dlc15_athel_tamarha_mist_3	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_mist_3.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_watchers_of_yvresse_construction	default		0.0000	0
wh2_dlc15_athel_tamarha_mistwalkers_recruitment_1	0	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_1	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_mistwalkers_recruitment_1.png	0						0	0				default		0.0000	0
wh2_dlc15_athel_tamarha_mistwalkers_recruitment_2	0	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_2	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_mistwalkers_recruitment_2.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_the_silent_sentinels_recruitment	default		0.0000	0
wh2_dlc15_athel_tamarha_mistwalkers_recruitment_3	0	wh2_dlc15_athel_tamarha_mistwalkers_recruitment_3	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_mistwalkers_recruitment_3.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_the_silent_sentinels_recruitment	default		0.0000	0
wh2_dlc15_athel_tamarha_mistwalkers_upgrades_1	0	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_1	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_mistwalkers_stats_1.png	0						0	0				default		0.0000	0
wh2_dlc15_athel_tamarha_mistwalkers_upgrades_2	0	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_2	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_mistwalkers_stats_2.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_the_silent_sentinels_recruitment	default		0.0000	0
wh2_dlc15_athel_tamarha_mistwalkers_upgrades_3	0	wh2_dlc15_athel_tamarha_mistwalkers_upgrades_3	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_mistwalkers_stats_3.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_the_silent_sentinels_recruitment	default		0.0000	0
wh2_dlc15_athel_tamarha_prison_1	0	wh2_dlc15_athel_tamarha_prison_1	0	ATHEL_TAMARHA_RITUAL	0	0		UI\campaign UI\ikit_upgrade_icons\doomrocket_upgrades.png	0						0	0				default		0.0000	0
wh2_dlc15_athel_tamarha_prison_2	0	wh2_dlc15_athel_tamarha_prison_2	0	ATHEL_TAMARHA_RITUAL	0	0		UI\campaign UI\ikit_upgrade_icons\doomrocket_upgrades.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_watchers_of_yvresse_construction	default		0.0000	0
wh2_dlc15_athel_tamarha_ranged_mistwalkers_1	0	wh2_dlc15_athel_tamarha_ranged_mistwalkers_1	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_ranged_mistwalkers_1.png	0						0	0				default		0.0000	0
wh2_dlc15_athel_tamarha_ranged_mistwalkers_2	0	wh2_dlc15_athel_tamarha_ranged_mistwalkers_2	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_ranged_mistwalkers_2.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_the_silent_sentinels_recruitment	default		0.0000	0
wh2_dlc15_athel_tamarha_ranged_mistwalkers_3	0	wh2_dlc15_athel_tamarha_ranged_mistwalkers_3	0	ATHEL_TAMARHA_RITUAL	0	0		UI\skins\warhammer2\athel_tamarha_ranged_mistwalkers_3.png	0		wh2_dlc15_athel_tamarha_upgrade				0	0			Play_hef_eltharion_the_silent_sentinels_recruitment	default		0.0000	0
wh2_dlc15_ritual_hef_eldrazor	0	wh2_dlc15_ritual_hef_eldrazor	30	STANDARD_RITUAL	0	5			0		wh2_dlc15_ritual_hef_eldrazor				0	0				default		0.0000	0
wh2_dlc15_ritual_hef_isha_greater	0	wh2_dlc15_ritual_hef_isha_greater	40	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_hef_isha.png	0		wh2_main_ritual_hef_isha				0	0				default		0.0000	0
wh2_dlc15_ritual_hef_ladrielle	0	wh2_dlc15_ritual_hef_ladrielle	30	STANDARD_RITUAL	0	5			0		wh2_dlc15_ritual_hef_ladrielle				0	0				default		0.0000	0
wh2_dlc15_ritual_hef_vaul_greater	0	wh2_dlc15_ritual_hef_vaul_greater	30	STANDARD_RITUAL	0	5		UI\skins\warhammer2\rites_hef_vaul.png	0		wh2_dlc15_ritual_hef_vaul_greater				0	0				default		0.0000	0
wh2_dlc16_ritual_rebirth_athel_loren	8	wh2_dlc16_ritual_rebirth_complete_athel_loren	8	WORLDROOTS_HEALING	0	0	wh2_dlc16_ritual_rebirth_ongoing_athel_loren	UI\skins\warhammer2\vortex_skv_5.png	10	wh2_dlc16_ritual_rebirth_athel_loren					0	0				interruptable		0.0000	0
wh2_dlc16_ritual_rebirth_emerald_pools	8	wh2_dlc16_ritual_rebirth_complete	8	WORLDROOTS_HEALING	0	0	wh2_dlc16_ritual_rebirth_ongoing_emerald_pools	UI\skins\warhammer2\vortex_skv_5.png	10	wh2_dlc16_ritual_rebirth_emerald_pools					0	0				interruptable		0.0000	0
wh2_dlc16_ritual_rebirth_gaean_vale	8	wh2_dlc16_ritual_rebirth_complete	8	WORLDROOTS_HEALING	0	0	wh2_dlc16_ritual_rebirth_ongoing_gaean_vale	UI\skins\warhammer2\vortex_skv_5.png	10	wh2_dlc16_ritual_rebirth_gaean_vale					0	0				interruptable		0.0000	0
wh2_dlc16_ritual_rebirth_gryphon_wood	8	wh2_dlc16_ritual_rebirth_complete	8	WORLDROOTS_HEALING	0	0	wh2_dlc16_ritual_rebirth_ongoing_gryphon_wood	UI\skins\warhammer2\vortex_skv_5.png	10	wh2_dlc16_ritual_rebirth_gryphon_wood					0	0				interruptable		0.0000	0
wh2_dlc16_ritual_rebirth_heart_of_the_jungle	8	wh2_dlc16_ritual_rebirth_complete	8	WORLDROOTS_HEALING	0	0	wh2_dlc16_ritual_rebirth_ongoing_heart_of_the_jungle	UI\skins\warhammer2\vortex_skv_5.png	10	wh2_dlc16_ritual_rebirth_heart_of_the_jungle					0	0				interruptable		0.0000	0
wh2_dlc16_ritual_rebirth_jungles_of_chian	8	wh2_dlc16_ritual_rebirth_complete	8	WORLDROOTS_HEALING	0	0	wh2_dlc16_ritual_rebirth_ongoing_jungles_of_chian	UI\skins\warhammer2\vortex_skv_5.png	10	wh2_dlc16_ritual_rebirth_jungles_of_chian					0	0				interruptable		0.0000	0
wh2_dlc16_ritual_rebirth_laurelorn	8	wh2_dlc16_ritual_rebirth_complete	8	WORLDROOTS_HEALING	0	0	wh2_dlc16_ritual_rebirth_ongoing_laurelorn	UI\skins\warhammer2\vortex_skv_5.png	10	wh2_dlc16_ritual_rebirth_laurelorn					0	0				interruptable		0.0000	0
wh2_dlc16_ritual_rebirth_naggarond_glade	8	wh2_dlc16_ritual_rebirth_complete	8	WORLDROOTS_HEALING	0	0	wh2_dlc16_ritual_rebirth_ongoing_naggarond_glade	UI\skins\warhammer2\vortex_skv_5.png	10	wh2_dlc16_ritual_rebirth_naggarond_glade					0	0				interruptable		0.0000	0
wh2_dlc16_ritual_rebirth_the_haunted_forest	8	wh2_dlc16_ritual_rebirth_complete	8	WORLDROOTS_HEALING	0	0	wh2_dlc16_ritual_rebirth_ongoing_the_haunted_forest	UI\skins\warhammer2\vortex_skv_5.png	10	wh2_dlc16_ritual_rebirth_the_haunted_forest					0	0				interruptable		0.0000	0
wh2_dlc16_ritual_rebirth_vale_of_webs	8	wh2_dlc16_ritual_rebirth_complete	8	WORLDROOTS_HEALING	0	0	wh2_dlc16_ritual_rebirth_ongoing_vale_of_webs	UI\skins\warhammer2\vortex_skv_5.png	10	wh2_dlc16_ritual_rebirth_vale_of_webs					0	0				interruptable		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_buff	0	wh2_dlc16_ritual_wef_forge_dragon_buff	5	DAITH_BUFF_RITUAL	0	5			0		wh2_dlc16_wef_forge_1				0	0				default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_cuirass_level_1	0	wh2_dlc16_ritual_wef_forge_dragon_armour_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_cuirass_level_2	0	wh2_dlc16_ritual_wef_forge_dragon_armour_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_cuirass_level_3	0	wh2_dlc16_ritual_wef_forge_dragon_armour_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_cuirass_level_4	0	wh2_dlc16_ritual_wef_forge_dragon_armour_4	5	DAITH_DRAGON_REFORGED_ITEM_RITUAL	0	0		UI\skins\default\icon_forge_of_daith.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_arahan_cam_daith_receive_new_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_mask_level_1	0	wh2_dlc16_ritual_wef_forge_dragon_talisman_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_mask_level_2	0	wh2_dlc16_ritual_wef_forge_dragon_talisman_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_mask_level_3	0	wh2_dlc16_ritual_wef_forge_dragon_talisman_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_mask_level_4	0	wh2_dlc16_ritual_wef_forge_dragon_talisman_4	5	DAITH_DRAGON_REFORGED_ITEM_RITUAL	0	0		UI\skins\default\icon_forge_of_daith.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_arahan_cam_daith_receive_new_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_pendant_level_1	0	wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_pendant_level_2	0	wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_pendant_level_3	0	wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_pendant_level_4	0	wh2_dlc16_ritual_wef_forge_dragon_enchanted_item_4	5	DAITH_DRAGON_REFORGED_ITEM_RITUAL	0	0		UI\skins\default\icon_forge_of_daith.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_arahan_cam_daith_receive_new_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_spear_level_1	0	wh2_dlc16_ritual_wef_forge_dragon_weapon_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_spear_level_2	0	wh2_dlc16_ritual_wef_forge_dragon_weapon_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_spear_level_3	0	wh2_dlc16_ritual_wef_forge_dragon_weapon_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dragon_spear_level_4	0	wh2_dlc16_ritual_wef_forge_dragon_weapon_4	5	DAITH_DRAGON_REFORGED_ITEM_RITUAL	0	0		UI\skins\default\icon_forge_of_daith.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_arahan_cam_daith_receive_new_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_boots_level_1	0	wh2_dlc16_ritual_wef_forge_dreaming_armour_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_boots_level_2	0	wh2_dlc16_ritual_wef_forge_dreaming_armour_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_boots_level_3	0	wh2_dlc16_ritual_wef_forge_dreaming_armour_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_boots_level_4	0	wh2_dlc16_ritual_wef_forge_dreaming_armour_4	5	DAITH_DREAMING_REFORGED_ITEM_RITUAL	0	0		UI\skins\default\icon_forge_of_daith.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_arahan_cam_daith_receive_new_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_bow_level_1	0	wh2_dlc16_ritual_wef_forge_dreaming_weapon_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_bow_level_2	0	wh2_dlc16_ritual_wef_forge_dreaming_weapon_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_bow_level_3	0	wh2_dlc16_ritual_wef_forge_dreaming_weapon_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_bow_level_4	0	wh2_dlc16_ritual_wef_forge_dreaming_weapon_4	5	DAITH_DREAMING_REFORGED_ITEM_RITUAL	0	0		UI\skins\default\icon_forge_of_daith.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_arahan_cam_daith_receive_new_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_buff	0	wh2_dlc16_ritual_wef_forge_dreaming_buff	5	DAITH_BUFF_RITUAL	0	5			0		wh2_dlc16_wef_forge_1				0	0				default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_cloak_level_1	0	wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_cloak_level_2	0	wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_cloak_level_3	0	wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_cloak_level_4	0	wh2_dlc16_ritual_wef_forge_dreaming_enchanted_item_4	5	DAITH_DREAMING_REFORGED_ITEM_RITUAL	0	0		UI\skins\default\icon_forge_of_daith.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_arahan_cam_daith_receive_new_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_ring_level_1	0	wh2_dlc16_ritual_wef_forge_dreaming_talisman_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_ring_level_2	0	wh2_dlc16_ritual_wef_forge_dreaming_talisman_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_ring_level_3	0	wh2_dlc16_ritual_wef_forge_dreaming_talisman_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_dreaming_ring_level_4	0	wh2_dlc16_ritual_wef_forge_dreaming_talisman_4	5	DAITH_DREAMING_REFORGED_ITEM_RITUAL	0	0		UI\skins\default\icon_forge_of_daith.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_arahan_cam_daith_receive_new_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_bow_level_1	0	wh2_dlc16_ritual_wef_forge_eagle_weapon_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_bow_level_2	0	wh2_dlc16_ritual_wef_forge_eagle_weapon_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_bow_level_3	0	wh2_dlc16_ritual_wef_forge_eagle_weapon_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_bow_level_4	0	wh2_dlc16_ritual_wef_forge_eagle_weapon_4	5	DAITH_EAGLE_REFORGED_ITEM_RITUAL	0	0		UI\skins\default\icon_forge_of_daith.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_arahan_cam_daith_receive_new_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_buff	0	wh2_dlc16_ritual_wef_forge_eagle_buff	5	DAITH_BUFF_RITUAL	0	5			0		wh2_dlc16_wef_forge_1				0	0				default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_mask_level_1	0	wh2_dlc16_ritual_wef_forge_eagle_talisman_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_mask_level_2	0	wh2_dlc16_ritual_wef_forge_eagle_talisman_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_mask_level_3	0	wh2_dlc16_ritual_wef_forge_eagle_talisman_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_mask_level_4	0	wh2_dlc16_ritual_wef_forge_eagle_talisman_4	5	DAITH_EAGLE_REFORGED_ITEM_RITUAL	0	0		UI\skins\default\icon_forge_of_daith.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_arahan_cam_daith_receive_new_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_quiver_level_1	0	wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_1	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_1.png	0		wh2_dlc16_wef_forge_1				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_quiver_level_2	0	wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_2	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_2.png	0		wh2_dlc16_wef_forge_2				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
wh2_dlc16_ritual_wef_forge_eagle_quiver_level_3	0	wh2_dlc16_ritual_wef_forge_eagle_enchanted_item_3	0	DAITH_CRAFTING_ITEM	0	0		UI\skins\default\icon_bonus_objective_3.png	0		wh2_dlc16_wef_forge_3				0	0			Play_wef_naestra_cam_daith_receive_upgrade_ancillary	default		0.0000	0
