character_skill	character_level	upgrade_to_skill_level
wh3_dlc20_skill_path_to_glory_cost_modifier	33	29
wh3_dlc20_skill_path_to_glory_cost_modifier	34	30
wh3_dlc20_skill_path_to_glory_cost_modifier	35	31
wh3_dlc20_skill_path_to_glory_cost_modifier	36	32
wh3_dlc20_skill_path_to_glory_cost_modifier	37	33
wh3_dlc20_skill_path_to_glory_cost_modifier	38	34
wh3_dlc20_skill_path_to_glory_cost_modifier	39	35
wh3_dlc20_skill_path_to_glory_cost_modifier	40	36
wh3_dlc20_skill_path_to_glory_cost_modifier	41	37
wh3_dlc20_skill_path_to_glory_cost_modifier	42	38
wh3_dlc20_skill_path_to_glory_cost_modifier	43	39
wh3_dlc20_skill_path_to_glory_cost_modifier	44	40
wh3_dlc20_skill_path_to_glory_cost_modifier	45	41
wh3_dlc20_skill_path_to_glory_cost_modifier	46	42
wh3_dlc20_skill_path_to_glory_cost_modifier	47	43
wh3_dlc20_skill_path_to_glory_cost_modifier	48	44
wh3_dlc20_skill_path_to_glory_cost_modifier	49	45
wh3_dlc20_skill_path_to_glory_cost_modifier	5	1
wh3_dlc20_skill_path_to_glory_cost_modifier	6	2
wh3_dlc20_skill_path_to_glory_cost_modifier	7	3
wh3_dlc20_skill_path_to_glory_cost_modifier	8	4
wh3_dlc20_skill_path_to_glory_cost_modifier	9	5
wh3_dlc23_skill_chd_daemonsmith_sorcerer_death_mount_bale_taurus	18	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_death_mount_great_taurus	9	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_death_mount_lammasu	14	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_fire_mount_bale_taurus	18	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_fire_mount_great_taurus	9	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_fire_mount_lammasu	14	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_hashut_mount_bale_taurus	18	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_hashut_mount_great_taurus	9	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_hashut_mount_lammasu	14	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_metal_mount_bale_taurus	18	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_metal_mount_great_taurus	9	1
wh3_dlc23_skill_chd_daemonsmith_sorcerer_metal_mount_lammasu	14	1
wh3_dlc23_skill_chd_drazhoath_mount_bale_taurus_cinderbreath	10	1
wh3_dlc23_skill_chd_gorduz_backstabber_mount_wolf	6	1
wh3_dlc23_skill_chd_overseer_mount_great_taurus	9	1
wh3_dlc23_skill_chd_overseer_mount_lammasu	14	1
wh3_dlc23_skill_chd_sorcerer_prophet_death_mount_bale_taurus	18	1
wh3_dlc23_skill_chd_sorcerer_prophet_death_mount_great_taurus	9	1
wh3_dlc23_skill_chd_sorcerer_prophet_death_mount_lammasu	14	1
wh3_dlc23_skill_chd_sorcerer_prophet_fire_mount_bale_taurus	18	1
wh3_dlc23_skill_chd_sorcerer_prophet_fire_mount_great_taurus	9	1
wh3_dlc23_skill_chd_sorcerer_prophet_fire_mount_lammasu	14	1
wh3_dlc23_skill_chd_sorcerer_prophet_hashut_mount_bale_taurus	18	1
wh3_dlc23_skill_chd_sorcerer_prophet_hashut_mount_great_taurus	9	1
wh3_dlc23_skill_chd_sorcerer_prophet_hashut_mount_lammasu	14	1
wh3_dlc23_skill_chd_sorcerer_prophet_metal_mount_bale_taurus	18	1
wh3_dlc23_skill_chd_sorcerer_prophet_metal_mount_great_taurus	9	1
wh3_dlc23_skill_chd_sorcerer_prophet_metal_mount_lammasu	14	1
wh3_dlc23_skill_chd_zhatan_mount_great_taurus	6	1
wh3_dlc23_skill_chd_zhatan_mount_lammasu	10	1
wh3_dlc23_skill_ksl_ulrika_unique_warhorse	4	1
wh3_dlc24_skill_cth_astromancer_mount_great_moon_bird	12	1
wh3_dlc24_skill_cth_celestial_general_mount_celestial_lion	15	1
wh3_dlc24_skill_cth_celestial_general_mount_longma	9	1
wh3_dlc24_skill_cth_celestial_general_mount_warhorse	4	1
wh3_dlc24_skill_cth_gate_master_mount_warhorse	6	1
wh3_dlc24_skill_ksl_druzhina_unique_warhorse	7	1
wh3_dlc24_skill_ksl_golden_knight_unique_warhorse	7	1
wh3_dlc24_skill_ksl_ice_witch_ice_unique_frost_wyrm	17	1
wh3_dlc24_skill_ksl_ice_witch_tempest_unique_frost_wyrm	17	1
wh3_dlc24_skill_ksl_katarin_unique_frost_wyrm	17	1
wh3_dlc24_skill_ksl_katarin_unique_ice_court_sled	22	1
wh3_dlc24_skill_mount_chs_cha_chaos_lord_mtze_chaos_chariot	11	1
wh3_dlc24_skill_mount_chs_cha_chaos_lord_mtze_chaos_steed	3	1
wh3_dlc24_skill_mount_chs_cha_chaos_lord_mtze_disc_of_tzeentch	5	1
wh3_dlc24_skill_mount_chs_cha_exalted_hero_mtze_chaos_chariot	11	1
wh3_dlc24_skill_mount_chs_cha_exalted_hero_mtze_chaos_steed	3	1
wh3_dlc24_skill_mount_chs_cha_exalted_hero_mtze_disc_of_tzeentch	5	1
wh3_main_skill_agent_action_success_scaling	10	10
wh3_main_skill_agent_action_success_scaling	1	1
wh3_main_skill_agent_action_success_scaling	11	11
wh3_main_skill_agent_action_success_scaling	12	12
wh3_main_skill_agent_action_success_scaling	13	13
wh3_main_skill_agent_action_success_scaling	14	14
wh3_main_skill_agent_action_success_scaling	15	15
wh3_main_skill_agent_action_success_scaling	16	16
wh3_main_skill_agent_action_success_scaling	17	17
wh3_main_skill_agent_action_success_scaling	18	18
wh3_main_skill_agent_action_success_scaling	19	19
wh3_main_skill_agent_action_success_scaling	20	20
wh3_main_skill_agent_action_success_scaling	21	21
wh3_main_skill_agent_action_success_scaling	2	2
wh3_main_skill_agent_action_success_scaling	22	22
wh3_main_skill_agent_action_success_scaling	23	23
wh3_main_skill_agent_action_success_scaling	24	24
wh3_main_skill_agent_action_success_scaling	25	25
wh3_main_skill_agent_action_success_scaling	26	26
wh3_main_skill_agent_action_success_scaling	27	27
wh3_main_skill_agent_action_success_scaling	28	28
wh3_main_skill_agent_action_success_scaling	29	29
wh3_main_skill_agent_action_success_scaling	30	30
wh3_main_skill_agent_action_success_scaling	31	31
wh3_main_skill_agent_action_success_scaling	32	32
wh3_main_skill_agent_action_success_scaling	3	3
wh3_main_skill_agent_action_success_scaling	33	33
wh3_main_skill_agent_action_success_scaling	34	34
wh3_main_skill_agent_action_success_scaling	35	35
wh3_main_skill_agent_action_success_scaling	36	36
wh3_main_skill_agent_action_success_scaling	37	37
wh3_main_skill_agent_action_success_scaling	38	38
wh3_main_skill_agent_action_success_scaling	39	39
wh3_main_skill_agent_action_success_scaling	40	40
wh3_main_skill_agent_action_success_scaling	41	41
wh3_main_skill_agent_action_success_scaling	42	42
wh3_main_skill_agent_action_success_scaling	43	43
wh3_main_skill_agent_action_success_scaling	4	4
wh3_main_skill_agent_action_success_scaling	44	44
wh3_main_skill_agent_action_success_scaling	45	45
wh3_main_skill_agent_action_success_scaling	46	46
wh3_main_skill_agent_action_success_scaling	47	47
wh3_main_skill_agent_action_success_scaling	48	48
wh3_main_skill_agent_action_success_scaling	49	49
wh3_main_skill_agent_action_success_scaling	5	5
wh3_main_skill_agent_action_success_scaling	6	6
wh3_main_skill_agent_action_success_scaling	7	7
wh3_main_skill_agent_action_success_scaling	8	8
wh3_main_skill_agent_action_success_scaling	9	9
wh3_main_skill_cth_alchemist_mount_warhorse	6	1
wh3_main_skill_cth_astromancer_mount_warhorse	4	1
wh3_main_skill_cth_astromancer_mount_wu_xing_war_compass	17	1
wh3_main_skill_cth_dragon_blooded_shugengan_lord_yang_mount_jade_longma	14	1
wh3_main_skill_cth_dragon_blooded_shugengan_lord_yang_mount_warhorse	4	1
wh3_main_skill_cth_dragon_blooded_shugengan_lord_yin_mount_jade_longma	14	1
wh3_main_skill_cth_dragon_blooded_shugengan_lord_yin_mount_warhorse	4	1
wh3_main_skill_cth_lord_magistrate_mount_sky_lantern	9	1
wh3_main_skill_cth_lord_magistrate_mount_warhorse	3	1
wh3_main_skill_kho_bloodreaper_mount_blood_throne	8	1
wh3_main_skill_kho_bloodreaper_mount_juggernaut	8	1
wh3_main_skill_kho_cultist_mount_chaos_steed	3	1
wh3_main_skill_kho_herald_of_khorne_mount_blood_throne	8	1
wh3_main_skill_kho_herald_of_khorne_mount_juggernaut	8	1
wh3_main_skill_ksl_boris_unique_urskin	10	1
wh3_main_skill_ksl_boris_unique_warhorse	4	1
wh3_main_skill_ksl_boyar_unique_war_bear	10	1
wh3_main_skill_ksl_boyar_unique_warhorse	4	1
wh3_main_skill_ksl_frost_maiden_ice_unique_war_bear	13	1
wh3_main_skill_ksl_frost_maiden_ice_unique_warhorse	7	1
wh3_main_skill_ksl_frost_maiden_tempest_unique_war_bear	13	1
wh3_main_skill_ksl_frost_maiden_tempest_unique_warhorse	7	1
wh3_main_skill_ksl_ice_witch_ice_unique_war_bear	13	1
wh3_main_skill_ksl_ice_witch_ice_unique_warhorse	7	1
wh3_main_skill_ksl_ice_witch_tempest_unique_war_bear	13	1
wh3_main_skill_ksl_ice_witch_tempest_unique_warhorse	7	1
wh3_main_skill_ksl_katarin_unique_war_bear	13	1
wh3_main_skill_ksl_katarin_unique_warhorse	7	1
wh3_main_skill_ksl_kostaltyn_unique_war_bear	10	1
wh3_main_skill_ksl_kostaltyn_unique_warhorse	4	1
wh3_main_skill_ksl_patriarch_unique_war_bear	10	1
wh3_main_skill_ksl_patriarch_unique_warhorse	4	1
wh3_main_skill_ksl_yuri_unique_war_bear	11	1
wh3_main_skill_ksl_yuri_unique_warhorse	7	1
wh3_main_skill_lizard_kroqgar_background_scaling	10	10
wh3_main_skill_lizard_kroqgar_background_scaling	1	1
wh3_main_skill_lizard_kroqgar_background_scaling	11	11
wh3_main_skill_lizard_kroqgar_background_scaling	12	12
wh3_main_skill_lizard_kroqgar_background_scaling	13	13
wh3_main_skill_lizard_kroqgar_background_scaling	14	14
wh3_main_skill_lizard_kroqgar_background_scaling	15	15
wh3_main_skill_lizard_kroqgar_background_scaling	16	16
wh3_main_skill_lizard_kroqgar_background_scaling	17	17
wh3_main_skill_lizard_kroqgar_background_scaling	18	18
wh3_main_skill_lizard_kroqgar_background_scaling	19	19
wh3_main_skill_lizard_kroqgar_background_scaling	20	20
wh3_main_skill_lizard_kroqgar_background_scaling	21	21
wh3_main_skill_lizard_kroqgar_background_scaling	2	2
wh3_main_skill_lizard_kroqgar_background_scaling	22	22
wh3_main_skill_lizard_kroqgar_background_scaling	23	23
wh3_main_skill_lizard_kroqgar_background_scaling	24	24
wh3_main_skill_lizard_kroqgar_background_scaling	25	25
wh3_main_skill_lizard_kroqgar_background_scaling	26	26
wh3_main_skill_lizard_kroqgar_background_scaling	27	27
wh3_main_skill_lizard_kroqgar_background_scaling	28	28
wh3_main_skill_lizard_kroqgar_background_scaling	29	29
wh3_main_skill_lizard_kroqgar_background_scaling	30	30
wh3_main_skill_lizard_kroqgar_background_scaling	31	31
wh3_main_skill_lizard_kroqgar_background_scaling	32	32
wh3_main_skill_lizard_kroqgar_background_scaling	3	3
wh3_main_skill_lizard_kroqgar_background_scaling	33	33
wh3_main_skill_lizard_kroqgar_background_scaling	34	34
wh3_main_skill_lizard_kroqgar_background_scaling	35	35
wh3_main_skill_lizard_kroqgar_background_scaling	36	36
wh3_main_skill_lizard_kroqgar_background_scaling	37	37
wh3_main_skill_lizard_kroqgar_background_scaling	38	38
wh3_main_skill_lizard_kroqgar_background_scaling	39	39
wh3_main_skill_lizard_kroqgar_background_scaling	40	40
wh3_main_skill_lizard_kroqgar_background_scaling	41	41
wh3_main_skill_lizard_kroqgar_background_scaling	42	42
wh3_main_skill_lizard_kroqgar_background_scaling	43	43
wh3_main_skill_lizard_kroqgar_background_scaling	4	4
wh3_main_skill_lizard_kroqgar_background_scaling	44	44
wh3_main_skill_lizard_kroqgar_background_scaling	45	45
wh3_main_skill_lizard_kroqgar_background_scaling	46	46
wh3_main_skill_lizard_kroqgar_background_scaling	47	47
wh3_main_skill_lizard_kroqgar_background_scaling	48	48
wh3_main_skill_lizard_kroqgar_background_scaling	49	49
wh3_main_skill_lizard_kroqgar_background_scaling	5	5
wh3_main_skill_lizard_kroqgar_background_scaling	6	6
wh3_main_skill_lizard_kroqgar_background_scaling	7	7
wh3_main_skill_lizard_kroqgar_background_scaling	8	8
wh3_main_skill_lizard_kroqgar_background_scaling	9	9
wh3_main_skill_nur_cultist_mount_chaos_steed	3	1
wh3_main_skill_nur_herald_of_nurgle_death_mount_nurgling_palanquin	6	1
wh3_main_skill_nur_herald_of_nurgle_death_mount_rot_fly	10	1
wh3_main_skill_nur_herald_of_nurgle_nurgle_mount_nurgling_palanquin	6	1
wh3_main_skill_nur_herald_of_nurgle_nurgle_mount_rot_fly	10	1
wh3_main_skill_nur_plagueridden_death_mount_nurgling_palanquin	10	1
wh3_main_skill_nur_plagueridden_death_mount_rot_fly	14	1
wh3_main_skill_nur_plagueridden_nurgle_mount_nurgling_palanquin	10	1
wh3_main_skill_nur_plagueridden_nurgle_mount_rot_fly	14	1
wh3_main_skill_ogr_hunter_stonehorn	14	1
wh3_main_skill_sla_alluress_shadow_mount_exalted_seeker_chariot	21	1
wh3_main_skill_sla_alluress_shadow_mount_seeker_chariot	15	1
wh3_main_skill_sla_alluress_shadow_mount_steed_of_slaanesh	4	1
wh3_main_skill_sla_alluress_slaanesh_mount_exalted_seeker_chariot	21	1
wh3_main_skill_sla_alluress_slaanesh_mount_seeker_chariot	15	1
wh3_main_skill_sla_alluress_slaanesh_mount_steed_of_slaanesh	4	1
wh3_main_skill_sla_cultist_mount_chaos_steed	3	1
wh3_main_skill_sla_herald_of_slaanesh_shadow_mount_exalted_seeker_chariot	21	1
wh3_main_skill_sla_herald_of_slaanesh_shadow_mount_seeker_chariot	15	1
wh3_main_skill_sla_herald_of_slaanesh_shadow_mount_steed_of_slaanesh	4	1
wh3_main_skill_sla_herald_of_slaanesh_slaanesh_mount_exalted_seeker_chariot	21	1
wh3_main_skill_sla_herald_of_slaanesh_slaanesh_mount_seeker_chariot	15	1
wh3_main_skill_sla_herald_of_slaanesh_slaanesh_mount_steed_of_slaanesh	4	1
wh3_main_skill_tze_cultist_mount_chaos_steed	3	1
wh3_main_skill_tze_herald_of_tzeentch_metal_mount_burning_chariot	15	1
wh3_main_skill_tze_herald_of_tzeentch_metal_mount_disc_of_tzeentch	5	1
wh3_main_skill_tze_herald_of_tzeentch_tzeentch_mount_burning_chariot	15	1
wh3_main_skill_tze_herald_of_tzeentch_tzeentch_mount_disc_of_tzeentch	5	1
wh3_main_skill_tze_iridescent_horror_metal_mount_burning_chariot	15	1
wh3_main_skill_tze_iridescent_horror_metal_mount_disc_of_tzeentch	5	1
wh3_main_skill_tze_iridescent_horror_tzeentch_mount_burning_chariot	15	1
wh3_main_skill_tze_iridescent_horror_tzeentch_mount_disc_of_tzeentch	5	1
wh_dlc01_skill_chs_wizard_unique_chaos_sorcerer_shadow_barded_chaos_steed	10	1
wh_dlc01_skill_chs_wizard_unique_chaos_sorcerer_shadow_chaos_steed	3	1
wh_dlc01_skill_chs_wizard_unique_chaos_sorcerer_shadow_manticore	17	1
wh_dlc03_skill_bst_beastlord_unique_razorgor	11	1
wh_dlc03_skill_bst_bray_shaman_beasts_unique_razorgor	15	1
wh_dlc03_skill_bst_bray_shaman_death_unique_razorgor	15	1
wh_dlc03_skill_bst_bray_shaman_shadows_unique_razorgor	15	1
wh_dlc03_skill_bst_bray_shaman_wild_unique_razorgor	15	1
wh_dlc03_skill_bst_khazrak_one_eye_unique_razorgor	11	1
wh_dlc03_skill_emp_lord_unique_boris_todbringer_barded_warhorse	1	1
wh_dlc03_skill_emp_wizard_unique_amber_wizard_barded_warhorse	6	1
wh_dlc03_skill_emp_wizard_unique_amber_wizard_imperial_griffon	21	1
wh_dlc03_skill_emp_wizard_unique_amber_wizard_imperial_pegasus	15	1
wh_dlc04_skill_emp_lord_unique_arch_lector_barded_warhorse	3	1
wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_altar_of_sigmar	15	1
wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_barded_warhorse	3	1
wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart	9	1
wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart_balefire	12	1
wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart_lodestone	15	1
wh_dlc04_skill_vmp_lord_unique_strigoi_ghoul_king_terrorgheist	19	1
wh_dlc04_skill_vmp_wizard_unique_necromancer_corpse_cart	9	1
wh_dlc04_skill_vmp_wizard_unique_necromancer_corpse_cart_balefire	12	1
wh_dlc04_skill_vmp_wizard_unique_necromancer_corpse_cart_lodestone	15	1
wh_dlc05_skill_emp_wizard_unique_grey_wizard_barded_warhorse	6	1
wh_dlc05_skill_emp_wizard_unique_grey_wizard_pegasus	15	1
wh_dlc05_skill_emp_wizard_unique_jade_wizard_barded_warhorse	6	1
wh_dlc05_skill_emp_wizard_unique_jade_wizard_pegasus	15	1
wh_dlc05_skill_vmp_dignitary_shadow_unique_vampire_barded_nightmare	7	1
wh_dlc05_skill_vmp_dignitary_shadow_unique_vampire_hellsteed	9	1
wh_dlc05_skill_vmp_lord_unique_red_duke_barded_nightmare	7	1
wh_dlc05_skill_vmp_lord_unique_red_duke_hellsteed	9	1
wh_dlc05_skill_vmp_lord_unique_red_duke_zombie_dragon	17	1
wh_dlc05_skill_wef_glade_lord_unique_elven_steed	3	1
wh_dlc05_skill_wef_glade_lord_unique_elven_steed_fem	3	1
wh_dlc05_skill_wef_glade_lord_unique_forest_dragon	17	1
wh_dlc05_skill_wef_glade_lord_unique_forest_dragon_fem	17	1
wh_dlc05_skill_wef_glade_lord_unique_great_eagle	11	1
wh_dlc05_skill_wef_glade_lord_unique_great_eagle_fem	11	1
wh_dlc05_skill_wef_spellsinger_beasts_unique_elven_steed	6	1
wh_dlc05_skill_wef_spellsinger_beasts_unique_great_eagle	15	1
wh_dlc05_skill_wef_spellsinger_beasts_unique_unicorn	9	1
wh_dlc05_skill_wef_spellsinger_life_unique_elven_steed	6	1
wh_dlc05_skill_wef_spellsinger_life_unique_great_eagle	15	1
wh_dlc05_skill_wef_spellsinger_life_unique_unicorn	9	1
wh_dlc05_skill_wef_spellsinger_shadow_unique_elven_steed	6	1
wh_dlc05_skill_wef_spellsinger_shadow_unique_great_eagle	15	1
wh_dlc05_skill_wef_spellsinger_shadow_unique_unicorn	9	1
wh_dlc06_skill_dwf_runelord_anvil_of_doom	13	1
wh_dlc06_skill_grn_night_goblin_warboss_great_cave_squig	8	1
wh_dlc06_skill_grn_wurrzag_da_great_prophet_spleenrippa	9	1
wh_dlc07_skill_brt_alberic_unique_general_barded_warhorse	9	1
wh_dlc07_skill_brt_alberic_unique_general_hippogryph	13	1
wh_dlc07_skill_brt_alberic_unique_general_royal_pegasus	7	1
wh_dlc07_skill_brt_damsel_beasts_unique_unicorn	9	1
wh_dlc07_skill_brt_damsel_heavens_unique_unicorn	9	1
wh_dlc07_skill_brt_damsel_life_unique_unicorn	9	1
wh_dlc07_skill_brt_fay_enchantress_unique_silvaron	4	1
wh_dlc07_skill_brt_prophetess_beasts_unique_barded_warhorse	4	1
wh_dlc07_skill_brt_prophetess_beasts_unique_royal_pegasus	12	1
wh_dlc07_skill_brt_prophetess_life_unique_barded_warhorse	4	1
wh_dlc07_skill_brt_prophetess_life_unique_royal_pegasus	12	1
wh_dlc07_skill_brt_prophetess_unique_barded_warhorse	4	1
wh_dlc07_skill_brt_prophetess_unique_royal_pegasus	12	1
wh_dlc08_skill_nor_chieftain_unique_marauder_chariot	9	1
wh_dlc08_skill_nor_chieftain_unique_norscan_warhorse	3	1
wh_dlc08_skill_nor_chieftain_unique_war_mammoth	17	1
wh_dlc08_skill_nor_shaman_death_unique_marauder_chariot	13	1
wh_dlc08_skill_nor_shaman_death_unique_norscan_warhorse	6	1
wh_dlc08_skill_nor_shaman_fire_unique_marauder_chariot	13	1
wh_dlc08_skill_nor_shaman_fire_unique_norscan_warhorse	6	1
wh_dlc08_skill_nor_shaman_metal_unique_marauder_chariot	13	1
wh_dlc08_skill_nor_shaman_metal_unique_norscan_warhorse	6	1
wh_dlc08_skill_nor_wulfrik_unique_marauder_chariot	9	1
wh_dlc08_skill_nor_wulfrik_unique_norscan_warhorse	3	1
wh_dlc08_skill_nor_wulfrik_unique_war_mammoth	17	1
wh_main_skill_brt_champion_unique_paladin_barded_warhorse	6	1
wh_main_skill_brt_champion_unique_paladin_pegasus	7	1
wh_main_skill_brt_lord_unique_general_barded_warhorse	6	1
wh_main_skill_brt_lord_unique_general_hippogryph	13	1
wh_main_skill_brt_lord_unique_general_royal_pegasus	7	1
wh_main_skill_brt_lord_unique_louen_beaquis	13	1
wh_main_skill_brt_lord_unique_louen_royal_pegasus	7	1
wh_main_skill_brt_wizard_unique_damsel_beasts_warhorse	4	1
wh_main_skill_brt_wizard_unique_damsel_life_warhorse	4	1
wh_main_skill_brt_wizard_unique_damsel_warhorse	4	1
wh_main_skill_chs_champion_unique_exalted_hero_barded_chaos_steed	3	1
wh_main_skill_chs_champion_unique_exalted_hero_chaos_steed	3	1
wh_main_skill_chs_champion_unique_exalted_hero_manticore	13	1
wh_main_skill_chs_lord_unique_archaon_dorghar	9	1
wh_main_skill_chs_lord_unique_chaos_lord_barded_chaos_steed	3	1
wh_main_skill_chs_lord_unique_chaos_lord_chaos_dragon	17	1
wh_main_skill_chs_lord_unique_chaos_lord_chaos_steed	3	1
wh_main_skill_chs_lord_unique_chaos_lord_manticore	13	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_barded_chaos_steed	10	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_chaos_dragon	21	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_chaos_steed	3	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_manticore	17	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_barded_chaos_steed	10	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_chaos_dragon	21	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_chaos_steed	3	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_manticore	17	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_barded_chaos_steed	10	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_chaos_dragon	21	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_chaos_steed	3	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_manticore	17	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_barded_chaos_steed	10	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_chaos_dragon	21	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_chaos_steed	3	1
wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_manticore	17	1
wh_main_skill_chs_wizard_unique_chaos_sorcerer_death_barded_chaos_steed	10	1
wh_main_skill_chs_wizard_unique_chaos_sorcerer_death_chaos_steed	3	1
wh_main_skill_chs_wizard_unique_chaos_sorcerer_death_manticore	17	1
wh_main_skill_chs_wizard_unique_chaos_sorcerer_fire_barded_chaos_steed	10	1
wh_main_skill_chs_wizard_unique_chaos_sorcerer_fire_chaos_steed	3	1
wh_main_skill_chs_wizard_unique_chaos_sorcerer_fire_manticore	17	1
wh_main_skill_chs_wizard_unique_chaos_sorcerer_metal_barded_chaos_steed	10	1
wh_main_skill_chs_wizard_unique_chaos_sorcerer_metal_chaos_steed	3	1
wh_main_skill_chs_wizard_unique_chaos_sorcerer_metal_manticore	17	1
wh_main_skill_emp_champion_unique_captain_barded_warhorse	3	1
wh_main_skill_emp_champion_unique_captain_imperial_pegasus	11	1
wh_main_skill_emp_dignitary_unique_warrior_priest_barded_warhorse	3	1
wh_main_skill_emp_lord_unique_balthasar_barded_warhorse	6	1
wh_main_skill_emp_lord_unique_balthasar_imperial_pegasus	15	1
wh_main_skill_emp_lord_unique_general_barded_warhorse	3	1
wh_main_skill_emp_lord_unique_general_imperial_griffon	15	1
wh_main_skill_emp_lord_unique_general_imperial_pegasus	11	1
wh_main_skill_emp_lord_unique_karl_franz_barded_warhorse	3	1
wh_main_skill_emp_lord_unique_karl_franz_deathclaw	15	1
wh_main_skill_emp_lord_unique_karl_franz_imperial_pegasus	11	1
wh_main_skill_emp_wizard_unique_bright_wizard_barded_warhorse	6	1
wh_main_skill_emp_wizard_unique_bright_wizard_imperial_pegasus	15	1
wh_main_skill_emp_wizard_unique_celestial_wizard_barded_warhorse	6	1
wh_main_skill_emp_wizard_unique_celestial_wizard_imperial_pegasus	15	1
wh_main_skill_emp_wizard_unique_light_wizard_barded_warhorse	6	1
wh_main_skill_emp_wizard_unique_light_wizard_imperial_pegasus	15	1
wh_main_skill_grn_lord_unique_azhag_skullmuncha	13	1
wh_main_skill_grn_lord_unique_goblin_great_shaman_giant_wolf	6	1
wh_main_skill_grn_lord_unique_orc_warboss_war_boar	3	1
wh_main_skill_grn_lord_unique_orc_warboss_wyvern	17	1
wh_main_skill_grn_spy_unique_goblin_big_boss_giant_spider	7	1
wh_main_skill_grn_spy_unique_goblin_big_boss_giant_wolf	3	1
wh_main_skill_grn_wizard_unique_orc_shaman_war_boar	10	1
wh_main_skill_nor_lord_unique_chaos_sorcerer_lord_warhorse	2	1
wh_main_skill_nor_lord_unique_marauder_chieftain_warhorse	2	1
wh_main_skill_nor_wizard_unique_chaos_sorcerer_metal_warhorse	6	1
wh_main_skill_teb_champion_unique_captain_warhorse	1	1
wh_main_skill_teb_lord_unique_general_warhorse	1	1
wh_main_skill_teb_wizard_unique_bright_wizard_warhorse	8	1
wh_main_skill_vmp_champion_unique_wight_king_barded_skeletal_steed	3	1
wh_main_skill_vmp_dignitary_unique_vampire_barded_nightmare	7	1
wh_main_skill_vmp_dignitary_unique_vampire_hellsteed	9	1
wh_main_skill_vmp_lord_unique_mannfred_barded_nightmare	7	1
wh_main_skill_vmp_lord_unique_mannfred_hellsteed	9	1
wh_main_skill_vmp_lord_unique_mannfred_zombie_dragon	17	1
wh_main_skill_vmp_lord_unique_necromancer_barded_nightmare	7	1
wh_main_skill_vmp_lord_unique_necromancer_hellsteed	9	1
wh_main_skill_vmp_lord_unique_vampire_lord_barded_nightmare	7	1
wh_main_skill_vmp_lord_unique_vampire_lord_hellsteed	9	1
wh_main_skill_vmp_lord_unique_vampire_lord_zombie_dragon	17	1
wh_main_skill_vmp_wizard_unique_necromancer_nightmare	7	1
wh_pro02_skill_vmp_lord_unique_isabella_barded_nightmare	7	1
wh_pro02_skill_vmp_lord_unique_isabella_hellsteed	9	1
