name	vo_actor_1	vo_actor_2	vo_actor_3	vo_actor_4	vo_actor_5	vo_actor_6	vo_actor_7	vo_actor_8	vo_actor_9	vo_actor_10	vo_actor_11	vo_actor_12	vo_actor_13	vo_actor_14	vo_actor_15	cooldown_overlap	container
wh3_dlc21_vo_actor_VampireCoast_Shadewraith_Gunners	wh3_dlc21_vo_actor_VampireCoast_Shadewraith_Gunners1	wh3_dlc21_vo_actor_VampireCoast_Shadewraith_Gunners2	wh3_dlc21_vo_actor_VampireCoast_Shadewraith_Gunners3													0.0000	random
wh3_dlc23_vo_actor_Cathay_Saytang_The_Watcher	wh3_dlc24_vo_actor_Cathay_Saytang_The_Watcher															0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Astragoth_Ironhand	wh3_dlc23_vo_actor_Chaos_Dwarf_Astragoth_Ironhand															0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Taurruk	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Taurruk1	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Taurruk2														0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Units	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Unit1	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Unit2	wh3_dlc23_vo_actor_Chaos_Dwarf_Bull_Centaur_Unit3													0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Daemonsmith	wh3_dlc23_vo_actor_Chaos_Dwarf_Daemonsmith1	wh3_dlc23_vo_actor_Chaos_Dwarf_Daemonsmith2														0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Drazhoath_the_Ashen	wh3_dlc23_vo_actor_Chaos_Dwarf_Drazhoath_the_Ashen															0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Goblin_Labourer	wh3_dlc23_vo_actor_Chaos_Dwarf_Goblin_Labourer1	wh3_dlc23_vo_actor_Chaos_Dwarf_Goblin_Labourer2	wh3_dlc23_vo_actor_Chaos_Dwarf_Goblin_Labourer3	wh3_dlc23_vo_actor_Chaos_Dwarf_Goblin_Labourer4												0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Infernal_Castellan	wh3_dlc23_vo_actor_Chaos_Dwarf_Infernal_Castellan1	wh3_dlc23_vo_actor_Chaos_Dwarf_Infernal_Castellan2														0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Lammasu	wh3_dlc23_vo_actor_Chaos_Dwarf_Lammasu_Unit1	wh3_dlc23_vo_actor_Chaos_Dwarf_Lammasu_Unit2														0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Orc_Labourer	wh3_dlc23_vo_actor_Chaos_Dwarf_Orc_Labourer1	wh3_dlc23_vo_actor_Chaos_Dwarf_Orc_Labourer2	wh3_dlc23_vo_actor_Chaos_Dwarf_Orc_Labourer3	wh3_dlc23_vo_actor_Chaos_Dwarf_Orc_Labourer4												0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Overseer	wh3_dlc23_vo_actor_Chaos_Dwarf_Overseer1	wh3_dlc23_vo_actor_Chaos_Dwarf_Overseer2														0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Sorcerer_Prophet	wh3_dlc23_vo_actor_Chaos_Dwarf_Sorcerer_Prophet1	wh3_dlc23_vo_actor_Chaos_Dwarf_Sorcerer_Prophet2														0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Units	wh3_dlc23_vo_actor_Chaos_Dwarf_Unit1	wh3_dlc23_vo_actor_Chaos_Dwarf_Unit2	wh3_dlc23_vo_actor_Chaos_Dwarf_Unit3	wh3_dlc23_vo_actor_Chaos_Dwarf_Unit4	wh3_dlc23_vo_actor_Chaos_Dwarf_Unit5											0.0000	random
wh3_dlc23_vo_actor_Chaos_Dwarf_Zhatan_the_Black	wh3_dlc23_vo_actor_Chaos_Dwarf_Zhatan_the_Black															0.0000	random
wh3_dlc23_vo_actor_Hobgoblin_Gorduz	wh3_dlc23_vo_actor_Hobgoblin_Gorduz															0.0000	random
wh3_dlc23_vo_actor_Hobgoblin_Unit	wh3_dlc23_vo_actor_Hobgoblin_Unit1	wh3_dlc23_vo_actor_Hobgoblin_Unit2	wh3_dlc23_vo_actor_Hobgoblin_Unit3	wh3_dlc23_vo_actor_Hobgoblin_Unit4												0.0000	random
wh3_dlc23_vo_actor_Kislev_Ulrika	wh3_dlc23_vo_actor_Kislev_Ulrika															0.0000	random
wh3_dlc24_vo_actor_Cathay_Celestial_General	wh3_dlc24_vo_actor_Cathay_Celestial_General															0.0000	random
wh3_dlc24_vo_actor_Cathay_GateMaster	wh3_dlc24_vo_actor_Cathay_Gate_Master															0.0000	random
wh3_dlc24_vo_actor_Cathay_Yuan_Bo	wh3_dlc24_vo_actor_Cathay_Yuan_Bo															0.0000	random
wh3_dlc24_vo_actor_Cathay_Yuan_Bo_Dragon	wh3_dlc24_vo_actor_Cathay_Yuan_Bo_Dragon															0.0000	random
wh3_dlc24_vo_actor_Kislev_Druzhina	wh3_dlc24_vo_actor_Kislev_Druzhina															0.0000	random
wh3_dlc24_vo_actor_Kislev_Golden_Knight	wh3_dlc24_vo_actor_Kislev_Golden_Knight															0.0000	random
wh3_dlc24_vo_actor_Kislev_Hag_Witch	wh3_dlc24_vo_actor_Kislev_Hag_Witch1															0.0000	random
wh3_dlc24_vo_actor_Kislev_Mother_Ostankya	wh3_dlc24_vo_actor_Kislev_Mother_Ostankya															0.0000	random
wh3_dlc24_vo_actor_Tzeentch_Aekold_Hellbrass	wh3_dlc24_vo_actor_Tzeentch_Aekold_Hellbrass															0.0000	random
wh3_dlc24_vo_actor_Tzeentch_Blue_Scribes	wh3_dlc24_vo_actor_Tzeentch_Blue_Scribes															0.0000	random
wh3_dlc24_vo_actor_Tzeentch_Exalted_Hero_of_Tzeentch	wh3_dlc24_vo_actor_Tzeentch_Exalted_Hero_of_Tzeentch															0.0000	random
wh3_dlc24_vo_actor_Tzeentch_Lord_of_Tzeentch	wh3_dlc24_vo_actor_Tzeentch_Lord_of_Tzeentch															0.0000	random
wh3_dlc24_vo_actor_Tzeentch_The_Changeling	wh3_dlc24_vo_actor_Tzeentch_The_Changeling															0.0000	random
wh3_dlc25_vo_actor_Dwarf_Daemon_Slayer	wh3_dlc25_vo_actor_Dwarf_Daemon_Slayer															0.0000	random
wh3_dlc25_vo_actor_Dwarf_Dragon_Slayer	wh3_dlc25_vo_actor_Dwarf_Dragon_Slayer															0.0000	random
wh3_dlc25_vo_actor_Dwarf_Garagrim_Ironfist	wh3_dlc25_vo_actor_Dwarf_Garagrim_Ironfist															0.0000	random
wh3_dlc25_vo_actor_Dwarf_Malakai_Makaisson	wh3_dlc25_vo_actor_Dwarf_Malakai_Makaisson															0.0000	random
wh3_dlc25_vo_actor_Empire_Elspeth_Von_Draken	wh3_dlc25_vo_actor_Empire_Elspeth_Von_Draken															0.0000	random
wh3_dlc25_vo_actor_Empire_Engineer	wh3_dlc25_vo_actor_Empire_Engineer															0.0000	random
wh3_dlc25_vo_actor_Empire_Gold_Wizard	wh3_dlc25_vo_actor_Empire_Gold_Wizard															0.0000	random
wh3_dlc25_vo_actor_Empire_Master_Engineer	wh3_dlc25_vo_actor_Empire_Master_Engineer															0.0000	random
wh3_dlc25_vo_actor_Empire_Theodore_Bruckner	wh3_dlc25_vo_actor_Empire_Theodore_Bruckner															0.0000	random
wh3_dlc25_vo_actor_Nurgle_Epidemius	wh3_dlc25_vo_actor_Nurgle_Epidemius															0.0000	random
wh3_dlc25_vo_actor_Nurgle_Kayzk_the_Befouled	wh3_dlc25_vo_actor_Nurgle_Kayzk_the_Befouled															0.0000	random
wh3_dlc25_vo_actor_Nurgle_Lord_of_Nurgle	wh3_dlc25_vo_actor_Nurgle_Lord_of_Nurgle															0.0000	random
wh3_dlc25_vo_actor_Nurgle_Plagueogre_unit	wh3_dlc25_vo_actor_Nurgle_Plagueogre_unit1	wh3_dlc25_vo_actor_Nurgle_Plagueogre_unit4														0.0000	random
wh3_dlc25_vo_actor_Nurgle_Sorcerer_of_Nurgle	wh3_dlc25_vo_actor_Nurgle_Sorcerer_of_Nurgle															0.0000	random
wh3_dlc25_vo_actor_Nurgle_Tamurkhan	wh3_dlc25_vo_actor_Nurgle_Tamurkhan															0.0000	random
wh3_main_vo_actor_Belakor	wh3_main_vo_actor_Belakor															0.0000	random
wh3_main_vo_actor_Cathay_Alchemist	wh3_main_vo_actor_Cathay_Alchemist1	wh3_main_vo_actor_Cathay_Alchemist2														0.0000	random
wh3_main_vo_actor_Cathay_AncestralWarriors	wh3_main_vo_actor_Cathay_AncestralWarriors															0.0000	random
wh3_main_vo_actor_Cathay_Astromancer	wh3_main_vo_actor_Cathay_Astromancer1	wh3_main_vo_actor_Cathay_Astromancer2														0.0000	random
wh3_main_vo_actor_Cathay_Cathayunit_female	wh3_main_vo_actor_Cathay_Cathayunit_female1	wh3_main_vo_actor_Cathay_Cathayunit_female2	wh3_main_vo_actor_Cathay_Cathayunit_female3													0.0000	random
wh3_main_vo_actor_Cathay_Cathayunit_male	wh3_main_vo_actor_Cathay_Cathayunit_male1	wh3_main_vo_actor_Cathay_Cathayunit_male2	wh3_main_vo_actor_Cathay_Cathayunit_male3	wh3_main_vo_actor_Cathay_Cathayunit_male4	wh3_main_vo_actor_Cathay_Cathayunit_male5											0.0000	random
wh3_main_vo_actor_Cathay_Cathayunit_mixed	wh3_main_vo_actor_Cathay_Cathayunit_male1	wh3_main_vo_actor_Cathay_Cathayunit_male2	wh3_main_vo_actor_Cathay_Cathayunit_male3	wh3_main_vo_actor_Cathay_Cathayunit_male4	wh3_main_vo_actor_Cathay_Cathayunit_male5	wh3_main_vo_actor_Cathay_Cathayunit_female1	wh3_main_vo_actor_Cathay_Cathayunit_female2	wh3_main_vo_actor_Cathay_Cathayunit_female3								0.0000	random
wh3_main_vo_actor_Cathay_Lord_Magistrate	wh3_main_vo_actor_Cathay_Lord_Magistrate1	wh3_main_vo_actor_Cathay_Lord_Magistrate2														0.0000	random
wh3_main_vo_actor_Cathay_Miao_Ying	wh3_main_vo_actor_Cathay_Miao_Ying															0.0000	random
wh3_main_vo_actor_Cathay_Miao_Ying_Dragon	wh3_main_vo_actor_Cathay_Miao_Ying_Dragon															0.0000	random
wh3_main_vo_actor_Cathay_Shugengan_Lord	wh3_main_vo_actor_Cathay_Shugengan_Lord1	wh3_main_vo_actor_Cathay_Shugengan_Lord2														0.0000	random
wh3_main_vo_actor_Cathay_Zhao_Ming	wh3_main_vo_actor_Cathay_Zhao_Ming															0.0000	random
wh3_main_vo_actor_Cathay_Zhao_Ming_Dragon	wh3_main_vo_actor_Cathay_Zhao_Ming_Dragon															0.0000	random
wh3_main_vo_actor_DaemonPrince_DaemonPrince	wh3_main_vo_actor_DaemonPrince_DaemonPrince															0.0000	random
wh3_main_vo_actor_DaemonPrince_Generic_Khorne	wh3_main_vo_actor_DaemonPrince_Generic_Khorne															0.0000	random
wh3_main_vo_actor_DaemonPrince_Generic_Nurgle	wh3_main_vo_actor_DaemonPrince_Generic_Nurgle															0.0000	random
wh3_main_vo_actor_DaemonPrince_Generic_Slaanesh	wh3_main_vo_actor_DaemonPrince_Generic_Slaanesh															0.0000	random
wh3_main_vo_actor_DaemonPrince_Generic_Tzeentch	wh3_main_vo_actor_DaemonPrince_Generic_Tzeentch															1.0000	random
wh3_main_vo_actor_Khorne_Bloodletter	wh3_main_vo_actor_Khorne_Bloodletter1	wh3_main_vo_actor_Khorne_Bloodletter2	wh3_main_vo_actor_Khorne_Bloodletter3	wh3_main_vo_actor_Khorne_Bloodletter4												0.0000	random
wh3_main_vo_actor_Khorne_Bloodreaper	wh3_main_vo_actor_Khorne_Bloodreaper1	wh3_main_vo_actor_Khorne_Bloodreaper2														0.0000	random
wh3_main_vo_actor_Khorne_Bloodthirster_Unit	wh3_main_vo_actor_Khorne_Bloodthirster_Unit1	wh3_main_vo_actor_Khorne_Bloodthirster_Unit2														0.0000	random
wh3_main_vo_actor_Khorne_Chaos_Warrior	wh3_main_vo_actor_Khorne_Chaos_Warrior1	wh3_main_vo_actor_Khorne_Chaos_Warrior2	wh3_main_vo_actor_Khorne_Chaos_Warrior3	wh3_main_vo_actor_Khorne_Chaos_Warrior4	wh3_main_vo_actor_Khorne_Chaos_Warrior5											0.0000	random
wh3_main_vo_actor_Khorne_Cultist_Of_Khorne	wh3_main_vo_actor_Khorne_Cultist_Of_Khorne1	wh3_main_vo_actor_Khorne_Cultist_Of_Khorne2														0.0000	random
wh3_main_vo_actor_Khorne_Exalted_Bloodthirster	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster1	wh3_main_vo_actor_Khorne_Exalted_Bloodthirster2														0.0000	random
wh3_main_vo_actor_Khorne_Herald_Of_Khorne	wh3_main_vo_actor_Khorne_Herald_Of_Khorne1	wh3_main_vo_actor_Khorne_Herald_Of_Khorne2														0.0000	random
wh3_main_vo_actor_Khorne_Skarbrand	wh3_main_vo_actor_Khorne_Skarbrand															0.0000	random
wh3_main_vo_actor_Kislev_Akshina	wh3_main_vo_actor_Kislev_Akshina1	wh3_main_vo_actor_Kislev_Akshina2														0.0000	random
wh3_main_vo_actor_Kislev_Boris	wh3_main_vo_actor_Kislev_Boris															0.0000	random
wh3_main_vo_actor_Kislev_Boyar	wh3_main_vo_actor_Kislev_Boyar1	wh3_main_vo_actor_Kislev_Boyar2														0.0000	random
wh3_main_vo_actor_Kislev_Female_Unit	wh3_main_vo_actor_Kislev_Kislevunit_female1	wh3_main_vo_actor_Kislev_Kislevunit_female2	wh3_main_vo_actor_Kislev_Kislevunit_female3	wh3_main_vo_actor_Kislev_Kislevunit_female4												0.0000	random
wh3_main_vo_actor_Kislev_Frost_Maiden	wh3_main_vo_actor_Kislev_Frost_Maiden1	wh3_main_vo_actor_Kislev_Frost_Maiden2														0.0000	random
wh3_main_vo_actor_Kislev_Ice_Witch	wh3_main_vo_actor_Kislev_Ice_Witch1	wh3_main_vo_actor_Kislev_Ice_Witch2														0.0000	random
wh3_main_vo_actor_Kislev_Katarin	wh3_main_vo_actor_Kislev_Katarin															0.0000	random
wh3_main_vo_actor_Kislev_Kostaltyn	wh3_main_vo_actor_Kislev_Kostaltyn															0.0000	random
wh3_main_vo_actor_Kislev_Male_Unit	wh3_main_vo_actor_Kislev_Kislevunit_male1	wh3_main_vo_actor_Kislev_Kislevunit_male2	wh3_main_vo_actor_Kislev_Kislevunit_male3	wh3_main_vo_actor_Kislev_Kislevunit_male4	wh3_main_vo_actor_Kislev_Kislevunit_male5											0.0000	random
wh3_main_vo_actor_Kislev_Mixed_Unit	wh3_main_vo_actor_Kislev_Kislevunit_male1	wh3_main_vo_actor_Kislev_Kislevunit_male2	wh3_main_vo_actor_Kislev_Kislevunit_male3	wh3_main_vo_actor_Kislev_Kislevunit_male4	wh3_main_vo_actor_Kislev_Kislevunit_male5	wh3_main_vo_actor_Kislev_Kislevunit_female1	wh3_main_vo_actor_Kislev_Kislevunit_female2	wh3_main_vo_actor_Kislev_Kislevunit_female3	wh3_main_vo_actor_Kislev_Kislevunit_female4							0.0000	random
wh3_main_vo_actor_Kislev_Patriarch	wh3_main_vo_actor_Kislev_Patriarch1	wh3_main_vo_actor_Kislev_Patriarch2														0.0000	random
wh3_main_vo_actor_Nurgle_Cultist_Of_Nurgle	wh3_main_vo_actor_Nurgle_Cultist_Of_Nurgle1	wh3_main_vo_actor_Nurgle_Cultist_Of_Nurgle2														0.0000	random
wh3_main_vo_actor_Nurgle_Exalted_Great_Unclean	wh3_main_vo_actor_Nurgle_Exalted_Great_Unclean1	wh3_main_vo_actor_Nurgle_Exalted_Great_Unclean2														0.0000	random
wh3_main_vo_actor_Nurgle_Great_Unclean_One_Unit	wh3_main_vo_actor_Nurgle_Great_Unclean_One_Unit1	wh3_main_vo_actor_Nurgle_Great_Unclean_One_Unit2														0.0000	random
wh3_main_vo_actor_Nurgle_Herald_Of_Nurgle	wh3_main_vo_actor_Nurgle_Herald_Of_Nurgle1	wh3_main_vo_actor_Nurgle_Herald_Of_Nurgle2														0.0000	random
wh3_main_vo_actor_Nurgle_Kugath	wh3_main_vo_actor_Nurgle_Kugath															0.0000	random
wh3_main_vo_actor_Nurgle_Nurgling	wh3_main_vo_actor_Nurgle_Nurgling1	wh3_main_vo_actor_Nurgle_Nurgling2														0.0000	random
wh3_main_vo_actor_Nurgle_Plaguebearer_unit	wh3_main_vo_actor_Nurgle_Plaguebearer_unit1	wh3_main_vo_actor_Nurgle_Plaguebearer_unit2	wh3_main_vo_actor_Nurgle_Plaguebearer_unit3	wh3_main_vo_actor_Nurgle_Plaguebearer_unit4	wh3_main_vo_actor_Nurgle_Plaguebearer_unit5	wh3_main_vo_actor_Nurgle_Plaguebearer_unit6										0.0000	random
wh3_main_vo_actor_Nurgle_Plagueridden	wh3_main_vo_actor_Nurgle_Plagueridden1	wh3_main_vo_actor_Nurgle_Plagueridden2														0.0000	random
wh3_main_vo_actor_Ogres_Butcher	wh3_main_vo_actor_Ogres_Butcher1	wh3_main_vo_actor_Ogres_Butcher2														0.0000	random
wh3_main_vo_actor_Ogres_Firebelly	wh3_main_vo_actor_Ogres_Firebelly1	wh3_main_vo_actor_Ogres_Firebelly2														0.0000	random
wh3_main_vo_actor_Ogres_Gnoblarunit	wh3_main_vo_actor_Ogres_Gnoblarunit1	wh3_main_vo_actor_Ogres_Gnoblarunit2														0.0000	random
wh3_main_vo_actor_Ogres_Greasus_Goldtooth	wh3_main_vo_actor_Ogres_Greasus_Goldtooth															0.0000	random
wh3_main_vo_actor_Ogres_Hunter	wh3_main_vo_actor_Ogres_Hunter1	wh3_main_vo_actor_Ogres_Hunter2														0.0000	random
wh3_main_vo_actor_Ogres_Ogreunit	wh3_main_vo_actor_Ogres_Ogreunit1	wh3_main_vo_actor_Ogres_Ogreunit2	wh3_main_vo_actor_Ogres_Ogreunit3	wh3_main_vo_actor_Ogres_Ogreunit4	wh3_main_vo_actor_Ogres_Ogreunit5											0.0000	random
wh3_main_vo_actor_Ogres_Skrag_the_Slaughterer	wh3_main_vo_actor_Ogres_Skrag															0.0000	random
wh3_main_vo_actor_Ogres_Slaughtermaster	wh3_main_vo_actor_Ogres_Slaughtermaster1	wh3_main_vo_actor_Ogres_Slaughtermaster2														0.0000	random
wh3_main_vo_actor_Ogres_Tyrant	wh3_main_vo_actor_Ogres_Tyrant1	wh3_main_vo_actor_Ogres_Tyrant2														0.0000	random
wh3_main_vo_actor_Prologue_Yuri_0	wh3_main_vo_actor_Prologue_Yuri_0															0.0000	random
wh3_main_vo_actor_Prologue_Yuri_0_1	wh3_main_vo_actor_Prologue_Yuri_0_1															0.0000	random
wh3_main_vo_actor_Prologue_Yuri_0_2	wh3_main_vo_actor_Prologue_Yuri_0_2															0.0000	random
wh3_main_vo_actor_Prologue_Yuri_0_3	wh3_main_vo_actor_Prologue_Yuri_0_3															0.0000	random
wh3_main_vo_actor_Prologue_Yuri_1	wh3_main_vo_actor_Prologue_Yuri_1															0.0000	random
wh3_main_vo_actor_Prologue_Yuri_2	wh3_main_vo_actor_Prologue_Yuri_2															0.0000	random
wh3_main_vo_actor_Prologue_Yuri_3	wh3_main_vo_actor_Prologue_Yuri_3															0.0000	random
wh3_main_vo_actor_Prologue_Yuri_4	wh3_main_vo_actor_Prologue_Yuri_3															0.0000	random
wh3_main_vo_actor_Slaanesh_Alluress	wh3_main_vo_actor_Slaanesh_Alluress1	wh3_main_vo_actor_Slaanesh_Alluress2														0.0000	random
wh3_main_vo_actor_Slaanesh_Cultist_Of_Slaanesh	wh3_main_vo_actor_Slaanesh_Cultist_Of_Slaanesh1	wh3_main_vo_actor_Slaanesh_Cultist_Of_Slaanesh2														0.0000	random
wh3_main_vo_actor_Slaanesh_Daemonette	wh3_main_vo_actor_Slaanesh_Daemonette1	wh3_main_vo_actor_Slaanesh_Daemonette2	wh3_main_vo_actor_Slaanesh_Daemonette3	wh3_main_vo_actor_Slaanesh_Daemonette4												0.0000	random
wh3_main_vo_actor_Slaanesh_Exalted_Keeper_Of_Secrets	wh3_main_vo_actor_Slaanesh_Exalted_Keeper_Of_Secrets1	wh3_main_vo_actor_Slaanesh_Exalted_Keeper_Of_Secrets2														0.0000	random
wh3_main_vo_actor_Slaanesh_Hellstrider	wh3_main_vo_actor_Slaanesh_Hellstrider2	wh3_main_vo_actor_Slaanesh_Hellstrider3	wh3_main_vo_actor_Slaanesh_Hellstrider4													0.0000	random
wh3_main_vo_actor_Slaanesh_Herald_Of_Slaanesh	wh3_main_vo_actor_Slaanesh_Herald_Of_Slaanesh1	wh3_main_vo_actor_Slaanesh_Herald_Of_Slaanesh2														0.0000	random
wh3_main_vo_actor_Slaanesh_Keeper_Of_Secrets	wh3_main_vo_actor_Slaanesh_Keeper_Of_Secrets1	wh3_main_vo_actor_Slaanesh_Keeper_Of_Secrets2														0.0000	random
wh3_main_vo_actor_Slaanesh_Nkari	wh3_main_vo_actor_Slaanesh_Nkari															0.0000	random
wh3_main_vo_actor_Tzeentch_Cultist_Of_Tzeentch	wh3_main_vo_actor_Tzeentch_Cultist_Of_Tzeentch1	wh3_main_vo_actor_Tzeentch_Cultist_Of_Tzeentch2														0.0000	random
wh3_main_vo_actor_Tzeentch_Enlightened_Knights	wh3_main_vo_actor_Tzeentch_Enlightened_Knight1	wh3_main_vo_actor_Tzeentch_Enlightened_Knight2	wh3_main_vo_actor_Tzeentch_Enlightened_Knight4	wh3_main_vo_actor_Tzeentch_Enlightened_Knight5												0.0000	random
wh3_main_vo_actor_Tzeentch_Exalted_Lord_Of_Change	wh3_main_vo_actor_Tzeentch_Exalted_Lord_Of_Change1	wh3_main_vo_actor_Tzeentch_Exalted_Lord_Of_Change2														0.0000	random
wh3_main_vo_actor_Tzeentch_Herald_Of_Tzeentch	wh3_main_vo_actor_Tzeentch_Herald_Of_Tzeentch1	wh3_main_vo_actor_Tzeentch_Herald_Of_Tzeentch2														0.0000	random
wh3_main_vo_actor_Tzeentch_Iridescent	wh3_main_vo_actor_Tzeentch_Iridescent1	wh3_main_vo_actor_Tzeentch_Iridescent2														0.0000	random
wh3_main_vo_actor_Tzeentch_Kairos	wh3_main_vo_actor_Tzeentch_Kairos															0.0000	random
wh3_main_vo_actor_Tzeentch_Lord_Of_Change	wh3_main_vo_actor_Tzeentch_Lord_Of_Change1	wh3_main_vo_actor_Tzeentch_Lord_Of_Change2														0.0000	random
wh3_pro11_vo_actor_Chaos_Harald_Hammerstorm	wh3_pro11_vo_actor_Chaos_Harald_Hammerstorm															0.0000	random
wh_dlc01_vo_actor_Chaos_ArchaonTheEverchosen	wh_dlc01_vo_actor_Chaos_ArchaonTheEverchosen															0.0000	random
wh_dlc01_vo_actor_Chaos_KholekSuneater	wh_dlc01_vo_actor_Chaos_KholekSuneater															0.0000	random
wh_dlc01_vo_actor_Chaos_SigvaldTheMagnificent	wh_dlc01_vo_actor_Chaos_SigvaldTheMagnificent															0.0000	random
wh_dlc01_vo_actor_Chaos_SorcererLord	wh_dlc01_vo_actor_Chaos_SorcererLord2	wh_dlc01_vo_actor_Chaos_SorcererLord1														0.0000	random
wh_dlc02_vo_actor_Vampire_BloodKnight	wh_dlc02_vo_actor_Vampire_BloodKnight1	wh_dlc02_vo_actor_Vampire_BloodKnight2	wh_dlc02_vo_actor_Vampire_BloodKnight3													0.0000	random
wh_dlc03_vo_actor_Beastlord	wh_dlc03_vo_actor_Beastmen_Beastlord1	wh_dlc03_vo_actor_Beastmen_Beastlord2														0.0000	random
wh_dlc03_vo_actor_Beastmen_Bray_Shaman	wh_dlc03_vo_actor_Beastmen_Bray_Shaman2	wh_dlc03_vo_actor_Beastmen_Bray_Shaman1														0.0000	random
wh_dlc03_vo_actor_Beastmen_Gor	wh_dlc03_vo_actor_Beastmen_Gor1	wh_dlc03_vo_actor_Beastmen_Gor2	wh_dlc03_vo_actor_Beastmen_Gor3	wh_dlc03_vo_actor_Beastmen_Gor4	wh_dlc03_vo_actor_Beastmen_Gor5	wh_dlc03_vo_actor_Beastmen_Gor6	wh_dlc03_vo_actor_Beastmen_Gor7	wh_dlc03_vo_actor_Beastmen_Gor8	wh_dlc03_vo_actor_Beastmen_Gor9							0.0000	random
wh_dlc03_vo_actor_Beastmen_Gorebull	wh_dlc03_vo_actor_Beastmen_Gorebull1	wh_dlc03_vo_actor_Beastmen_Gorebull2														0.0000	random
wh_dlc03_vo_actor_Beastmen_Khazrak_One_Eye	wh_dlc03_vo_actor_Beastmen_Khazrak_One_Eye															0.0000	random
wh_dlc03_vo_actor_Beastmen_Malagor_the_Dark_Omen	wh_dlc03_vo_actor_Beastmen_Malagor_the_Dark_Omen															0.0000	random
wh_dlc03_vo_actor_Beastmen_Ungor	wh_dlc03_vo_actor_Beastmen_Ungor1	wh_dlc03_vo_actor_Beastmen_Ungor2	wh_dlc03_vo_actor_Beastmen_Ungor3	wh_dlc03_vo_actor_Beastmen_Ungor4	wh_dlc03_vo_actor_Beastmen_Ungor5											0.0000	random
wh_dlc03_vo_actor_Bretonnian_Damsel	wh_main_vo_actor_Bretonnian_Damsel1	wh_main_vo_actor_Bretonnian_Damsel2														0.0000	random
wh_dlc03_vo_actor_Empire_Boris_Todbringer	wh_dlc03_vo_actor_Empire_Boris_Todbringer															0.0000	random
wh_dlc04_vo_actor_Empire_Arch_Lector	wh_dlc04_vo_actor_Empire_Arch_Lector1	wh_dlc04_vo_actor_Empire_Arch_Lector2														0.0000	random
wh_dlc04_vo_actor_Empire_Inf	wh_dlc04_vo_actor_Empire_Inf1	wh_dlc04_vo_actor_Empire_Inf2	wh_dlc04_vo_actor_Empire_Inf3	wh_dlc04_vo_actor_Empire_Inf4												0.0000	random
wh_dlc04_vo_actor_Empire_Volkmar_The_Grim	wh_dlc04_vo_actor_Empire_Volkmar_The_Grim															0.0000	random
wh_dlc04_vo_actor_Vampire_dlc04_Helman_Ghorst	wh_dlc04_vo_actor_Vampire_Helman_Ghorst															0.0000	random
wh_dlc04_vo_actor_Vampire_dlc04_Strigoi_Ghoul_King	wh_dlc04_vo_actor_Vampire_Strigoi_Ghoul_King1	wh_dlc04_vo_actor_Vampire_Strigoi_Ghoul_King2														0.0000	random
wh_dlc04_vo_actor_Vampire_dlc04_Vlad_Von_Carstein	wh_dlc04_vo_actor_Vampire_Vlad_Von_Carstein															0.0000	random
wh_dlc05_vo_actor_Beastmen_Morghur	wh_dlc05_vo_actor_Beastmen_Morghur															0.0000	random
wh_dlc05_vo_actor_Empire_GreyWizard	wh_dlc05_vo_actor_Empire_GreyWizard															0.0000	random
wh_dlc05_vo_actor_Empire_JadeWizard	wh_dlc05_vo_actor_Empire_JadeWizard															0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Branchwraith	wh_dlc05_vo_actor_Wood_Elves_Branchwraith															0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Durthu	wh_dlc05_vo_actor_Wood_Elves_Durthu															0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Female_Glade_Lord	wh_dlc05_vo_actor_Wood_Elves_Female_Glade_Lord1	wh_dlc05_vo_actor_Wood_Elves_Female_Glade_Lord2														0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Female_Units	wh_dlc05_vo_actor_Wood_Elves_Female_Unit1	wh_dlc05_vo_actor_Wood_Elves_Female_Unit2														0.0000	random
wh_dlc05_vo_actor_Wood_Elves_Male_Glade_Lord	wh_dlc05_vo_actor_Wood_Elves_Glade_Lord1	wh_dlc05_vo_actor_Wood_Elves_Glade_Lord2														0.0000	random
