battle_personality	land_unit	attach	riders_attachment_point	engine_articulation_index	jettison_rider
wh2_main_skv_veh_doomwheel_rat10	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_9	-1	true
wh2_main_skv_veh_doomwheel_rat11	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_10	-1	true
wh2_main_skv_veh_doomwheel_rat12	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_11	-1	true
wh2_main_skv_veh_doomwheel_rat13	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_12	-1	true
wh2_main_skv_veh_doomwheel_rat14	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_13	-1	true
wh2_main_skv_veh_doomwheel_rat15	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_14	-1	true
wh2_main_skv_veh_doomwheel_rat16	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_15	-1	true
wh2_main_skv_veh_doomwheel_rat17	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_16	-1	true
wh2_main_skv_veh_doomwheel_rat18	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_17	-1	true
wh2_main_skv_veh_doomwheel_rat19	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_18	-1	true
wh2_main_skv_veh_doomwheel_rat2	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_1	-1	true
wh2_main_skv_veh_doomwheel_rat20	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_19	-1	true
wh2_main_skv_veh_doomwheel_rat3	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_2	-1	true
wh2_main_skv_veh_doomwheel_rat4	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_3	-1	true
wh2_main_skv_veh_doomwheel_rat5	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_4	-1	true
wh2_main_skv_veh_doomwheel_rat6	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_5	-1	true
wh2_main_skv_veh_doomwheel_rat7	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_6	-1	true
wh2_main_skv_veh_doomwheel_rat8	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_7	-1	true
wh2_main_skv_veh_doomwheel_rat9	wh2_dlc12_skv_veh_doomwheel_ror_0	autonomous_rider	ap_rat_8	-1	true
wh2_dlc12_skv_veh_doomwheel_crew_0_ror_tech_lab	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc12_skv_veh_doomwheel_driver_0_ror_tech_lab	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_crewposition_0	-1	true
wh2_main_skv_veh_doomwheel_rat1	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_0	-1	true
wh2_main_skv_veh_doomwheel_rat10	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_9	-1	true
wh2_main_skv_veh_doomwheel_rat11	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_10	-1	true
wh2_main_skv_veh_doomwheel_rat12	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_11	-1	true
wh2_main_skv_veh_doomwheel_rat13	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_12	-1	true
wh2_main_skv_veh_doomwheel_rat14	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_13	-1	true
wh2_main_skv_veh_doomwheel_rat15	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_14	-1	true
wh2_main_skv_veh_doomwheel_rat16	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_15	-1	true
wh2_main_skv_veh_doomwheel_rat17	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_16	-1	true
wh2_main_skv_veh_doomwheel_rat18	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_17	-1	true
wh2_main_skv_veh_doomwheel_rat19	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_18	-1	true
wh2_main_skv_veh_doomwheel_rat2	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_1	-1	true
wh2_main_skv_veh_doomwheel_rat20	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_19	-1	true
wh2_main_skv_veh_doomwheel_rat3	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_2	-1	true
wh2_main_skv_veh_doomwheel_rat4	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_3	-1	true
wh2_main_skv_veh_doomwheel_rat5	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_4	-1	true
wh2_main_skv_veh_doomwheel_rat6	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_5	-1	true
wh2_main_skv_veh_doomwheel_rat7	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_6	-1	true
wh2_main_skv_veh_doomwheel_rat8	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_7	-1	true
wh2_main_skv_veh_doomwheel_rat9	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_rat_8	-1	true
wh2_main_skv_veh_doomwheel_warp_lightning_0	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_weapon_front	-1	true
wh2_main_skv_veh_doomwheel_warp_lightning_1	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_weapon_left	-1	true
wh2_main_skv_veh_doomwheel_warp_lightning_2	wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0	autonomous_rider	ap_weapon_right	-1	true
wh2_dlc13_emp_veh_steam_tank_cannon_ror	wh2_dlc13_emp_veh_steam_tank_driver_ror_0	autonomous_rider	ap_cannonposition_01	-1	true
wh2_dlc13_emp_veh_steam_tank_turret_ror	wh2_dlc13_emp_veh_steam_tank_driver_ror_0	autonomous_rider	ap_turretposition_01	-1	true
wh3_dlc25_emp_veh_steam_tank_engineer_commander	wh2_dlc13_emp_veh_steam_tank_driver_ror_0	autonomous_rider	ap_riderposition_01	-1	true
wh2_dlc13_emp_war_wagon_rider_0	wh2_dlc13_emp_veh_war_wagon_0	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc13_emp_war_wagon_rider_1	wh2_dlc13_emp_veh_war_wagon_0	autonomous_rider	ap_crewposition_2	-1	true
wh2_dlc13_emp_war_wagon_rider_2	wh2_dlc13_emp_veh_war_wagon_0	autonomous_rider	ap_crewposition_3	-1	true
wh2_dlc13_emp_war_wagon_rider_3	wh2_dlc13_emp_veh_war_wagon_0	autonomous_rider	ap_crewposition_4	-1	true
wh2_dlc13_emp_war_wagon_rider_4	wh2_dlc13_emp_veh_war_wagon_0	autonomous_rider	ap_crewposition_5	-1	true
wh2_dlc13_emp_war_wagon_rider_5	wh2_dlc13_emp_veh_war_wagon_0	autonomous_rider	ap_crewposition_6	-1	true
wh2_dlc13_emp_war_wagon_rider_mortar_0	wh2_dlc13_emp_veh_war_wagon_1	autonomous_rider	ap_gunnerposition_1	-1	true
wh2_dlc13_emp_war_wagon_rider_mortar_1	wh2_dlc13_emp_veh_war_wagon_1	autonomous_rider	ap_gunnerposition_2	-1	true
wh2_dlc13_emp_war_wagon_rider_hellblaster_0	wh2_dlc13_emp_veh_war_wagon_ror_0	autonomous_rider	ap_gunnerposition_1	-1	true
wh2_dlc13_emp_war_wagon_rider_hellblaster_1	wh2_dlc13_emp_veh_war_wagon_ror_0	autonomous_rider	ap_gunnerposition_2	-1	true
wh2_main_lzd_slann_0	wh2_dlc13_lzd_cha_slann_mage_priest_beasts_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_slann_0	wh2_dlc13_lzd_cha_slann_mage_priest_death_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_slann_0	wh2_dlc13_lzd_cha_slann_mage_priest_fire_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_slann_0	wh2_dlc13_lzd_cha_slann_mage_priest_life_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_slann_0	wh2_dlc13_lzd_cha_slann_mage_priest_metal_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_main_lzd_slann_0	wh2_dlc13_lzd_cha_slann_mage_priest_shadows_0	autonomous_rider	ap_platform_rider_0	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_1	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_01	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_10	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_10	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_11	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_11	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_12	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_12	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_2	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_02	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_3	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_03	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_4	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_04	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_5	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_05	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_6	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_06	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_7	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_07	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_8	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_08	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_9	wh2_dlc13_lzd_mon_dread_saurian_1	autonomous_rider	ap_rider_09	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_1	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_01	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_10	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_10	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_11	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_11	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_12	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_12	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_2	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_02	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_3	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_03	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_4	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_04	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_5	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_05	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_6	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_06	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_7	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_07	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_8	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_08	-1	true
wh2_dlc13_lzd_mon_dread_saurian_rider_9	wh2_dlc13_lzd_mon_dread_saurian_ror_0	autonomous_rider	ap_rider_09	-1	true
wh2_dlc14_brt_cha_henri_le_massif_hippogryph_rider	wh2_dlc14_brt_cha_henri_le_massif_3	autonomous_rider		-1	true
wh2_dlc14_def_scourgerunner_chariot_charioteer	wh2_dlc14_def_cav_scourgerunner_chariot_0	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc14_def_scourgerunner_chariot_rider1	wh2_dlc14_def_cav_scourgerunner_chariot_0	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc14_def_scourgerunner_chariot_rider2	wh2_dlc14_def_cav_scourgerunner_chariot_0	autonomous_rider	ap_crewposition_2	-1	true
wh2_dlc14_def_scourgerunner_chariot_ror_charioteer	wh2_dlc14_def_cav_scourgerunner_chariot_ror_0	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc14_def_scourgerunner_chariot_ror_rider1	wh2_dlc14_def_cav_scourgerunner_chariot_ror_0	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc14_def_scourgerunner_chariot_ror_rider2	wh2_dlc14_def_cav_scourgerunner_chariot_ror_0	autonomous_rider	ap_crewposition_2	-1	true
wh2_dlc14_def_scourgerunner_chariot_high_beastmaster	wh2_dlc14_def_cha_high_beastmaster_1	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc14_def_scourgerunner_chariot_rider1_mount	wh2_dlc14_def_cha_high_beastmaster_1	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc14_def_scourgerunner_chariot_rider2_mount	wh2_dlc14_def_cha_high_beastmaster_1	autonomous_rider	ap_crewposition_2	-1	true
wh2_dlc14_def_cha_high_beastmaster_manticore_rider1	wh2_dlc14_def_cha_high_beastmaster_2	autonomous_rider		-1	true
wh2_dlc14_def_cold_one_chariot_master	wh2_dlc14_def_cha_master_4	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_def_cold_one_chariot_charioteer	wh2_dlc14_def_cha_master_4	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc14_def_veh_bloodwrack_shrine_medusa	wh2_dlc14_def_veh_bloodwrack_shrine_0	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc14_def_veh_bloodwrack_shrine_rider_0	wh2_dlc14_def_veh_bloodwrack_shrine_0	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc14_def_veh_bloodwrack_shrine_rider_1	wh2_dlc14_def_veh_bloodwrack_shrine_0	autonomous_rider	ap_crewposition_2	-1	true
wh2_dlc15_grn_grom_chariot_grom_0	wh2_dlc15_grn_cha_grom_the_paunch_0	autonomous_rider	ap_charposition_1	-1	true
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_0	wh2_dlc15_grn_mon_arachnarok_spider_waaagh_0	autonomous_rider	ap_platform_rider_00	-1	true
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_1	wh2_dlc15_grn_mon_arachnarok_spider_waaagh_0	autonomous_rider	ap_platform_rider_01	-1	true
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_2	wh2_dlc15_grn_mon_arachnarok_spider_waaagh_0	autonomous_rider	ap_platform_rider_02	-1	true
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_3	wh2_dlc15_grn_mon_arachnarok_spider_waaagh_0	autonomous_rider	ap_platform_rider_03	-1	true
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_4	wh2_dlc15_grn_mon_arachnarok_spider_waaagh_0	autonomous_rider	ap_platform_rider_04	-1	true
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_5	wh2_dlc15_grn_mon_arachnarok_spider_waaagh_0	autonomous_rider	ap_platform_rider_05	-1	true
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_6	wh2_dlc15_grn_mon_arachnarok_spider_waaagh_0	autonomous_rider	ap_platform_rider_06	-1	true
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_7	wh2_dlc15_grn_mon_arachnarok_spider_waaagh_0	autonomous_rider	ap_platform_rider_07	-1	true
wh2_dlc15_grn_snotling_pump_wagon_rider1	wh2_dlc15_grn_veh_snotling_pump_wagon_0	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_grn_snotling_pump_wagon_rider2	wh2_dlc15_grn_veh_snotling_pump_wagon_0	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc15_grn_snotling_pump_wagon_rider1	wh2_dlc15_grn_veh_snotling_pump_wagon_flappas_0	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_grn_snotling_pump_wagon_rider2	wh2_dlc15_grn_veh_snotling_pump_wagon_flappas_0	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc15_grn_snotling_pump_wagon_rider1	wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_grn_snotling_pump_wagon_rider2	wh2_dlc15_grn_veh_snotling_pump_wagon_roller_0	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc15_grn_snotling_pump_wagon_rider1	wh2_dlc15_grn_veh_snotling_pump_wagon_ror_0	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_grn_snotling_pump_wagon_rider2	wh2_dlc15_grn_veh_snotling_pump_wagon_ror_0	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc15_hef_alastar_chariot_rider1	wh2_dlc15_hef_cha_alastar_1	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc15_hef_lion_chariot_charioteer	wh2_dlc15_hef_cha_alastar_1	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_chariot_archmage_beasts	wh2_dlc15_hef_cha_archmage_beasts_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_archmage_beasts_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_archmage_beasts_great_eagle_rider1	wh2_dlc15_hef_cha_archmage_beasts_3	autonomous_rider	ap_saddle_rider_01	-1	true
wh2_dlc15_hef_dragon_archmage_beasts	wh2_dlc15_hef_cha_archmage_beasts_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_chariot_archmage_death	wh2_dlc15_hef_cha_archmage_death_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_archmage_death_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_archmage_death_great_eagle_rider1	wh2_dlc15_hef_cha_archmage_death_3	autonomous_rider	ap_saddle_rider_01	-1	true
wh2_dlc15_hef_dragon_archmage_death	wh2_dlc15_hef_cha_archmage_death_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_chariot_archmage_fire	wh2_dlc15_hef_cha_archmage_fire_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_archmage_fire_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_archmage_fire_great_eagle_rider1	wh2_dlc15_hef_cha_archmage_fire_3	autonomous_rider	ap_saddle_rider_01	-1	true
wh2_dlc15_hef_dragon_archmage_fire	wh2_dlc15_hef_cha_archmage_fire_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_chariot_archmage_heavens	wh2_dlc15_hef_cha_archmage_heavens_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_archmage_heavens_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_archmage_heavens_great_eagle_rider1	wh2_dlc15_hef_cha_archmage_heavens_3	autonomous_rider	ap_saddle_rider_01	-1	true
wh2_dlc15_hef_dragon_archmage_shadows	wh2_dlc15_hef_cha_archmage_heavens_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_chariot_archmage_high	wh2_dlc15_hef_cha_archmage_high_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_archmage_high_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_archmage_high_great_eagle_rider1	wh2_dlc15_hef_cha_archmage_high_3	autonomous_rider	ap_saddle_rider_01	-1	true
wh2_dlc15_hef_dragon_archmage_high	wh2_dlc15_hef_cha_archmage_high_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_chariot_archmage_life	wh2_dlc15_hef_cha_archmage_life_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_archmage_life_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_archmage_life_great_eagle_rider1	wh2_dlc15_hef_cha_archmage_life_3	autonomous_rider	ap_saddle_rider_01	-1	true
wh2_dlc15_hef_dragon_archmage_life	wh2_dlc15_hef_cha_archmage_life_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_chariot_archmage_light	wh2_dlc15_hef_cha_archmage_light_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_archmage_light_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_archmage_light_great_eagle_rider1	wh2_dlc15_hef_cha_archmage_light_3	autonomous_rider	ap_saddle_rider_01	-1	true
wh2_dlc15_hef_dragon_archmage_light	wh2_dlc15_hef_cha_archmage_light_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_chariot_archmage_metal	wh2_dlc15_hef_cha_archmage_metal_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_archmage_metal_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_archmage_metal_great_eagle_rider1	wh2_dlc15_hef_cha_archmage_metal_3	autonomous_rider	ap_saddle_rider_01	-1	true
wh2_dlc15_hef_dragon_archmage_metal	wh2_dlc15_hef_cha_archmage_metal_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_chariot_archmage_shadows	wh2_dlc15_hef_cha_archmage_shadows_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_archmage_shadows_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_archmage_shadows_great_eagle_rider1	wh2_dlc15_hef_cha_archmage_shadows_3	autonomous_rider	ap_saddle_rider_01	-1	true
wh2_dlc15_hef_dragon_archmage_shadows	wh2_dlc15_hef_cha_archmage_shadows_4	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_eltharion_griffon_rider1	wh2_dlc15_hef_cha_eltharion_the_grim_2	autonomous_rider		-1	true
wh2_dlc15_hef_imrik_dragon_rider1	wh2_dlc15_hef_cha_imrik_2	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_chariot_mage_beasts	wh2_dlc15_hef_cha_mage_beasts_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_mage_beasts_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_chariot_mage_death	wh2_dlc15_hef_cha_mage_death_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_mage_death_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_chariot_mage_fire	wh2_dlc15_hef_cha_mage_fire_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_mage_fire_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_dragon_mage_fire	wh2_dlc15_hef_cha_mage_fire_3	autonomous_rider	ap_riderpos_0	-1	true
wh2_dlc15_hef_chariot_mage_metal	wh2_dlc15_hef_cha_mage_metal_2	autonomous_rider	ap_crewposition_1	-1	true
wh2_main_hef_ithilmar_chariot_charioteer	wh2_dlc15_hef_cha_mage_metal_2	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_prince_griffon_rider1	wh2_dlc15_hef_cha_prince_6	autonomous_rider		-1	true
wh2_dlc15_hef_princess_griffon_rider1	wh2_dlc15_hef_cha_princess_6	autonomous_rider		-1	true
wh2_dlc15_hef_cha_teclis_phoenix_rider	wh2_dlc15_hef_cha_teclis_2	autonomous_rider		-1	true
wh2_dlc15_hef_mistwalkers_griffon_knights_rider1	wh2_dlc15_hef_inf_mistwalkers_griffon_knights_0	autonomous_rider		-1	true
wh2_dlc15_hef_lion_chariot_charioteer	wh2_dlc15_hef_veh_lion_chariot_of_chrace_0	autonomous_rider	ap_crewposition_0	-1	true
wh2_dlc15_hef_lion_chariot_rider	wh2_dlc15_hef_veh_lion_chariot_of_chrace_0	autonomous_rider	ap_crewposition_1	-1	true
wh2_dlc16_wef_arahan_eagle_rider1	wh2_dlc16_wef_cha_sisters_of_twilight_0	autonomous_rider	ap_saddle_rider_00	-1	true
wh2_dlc16_wef_naestra_eagle_rider1	wh2_dlc16_wef_cha_sisters_of_twilight_0	autonomous_rider	ap_saddle_rider_00	-1	true
wh2_dlc16_wef_arahan_dragon_rider1	wh2_dlc16_wef_cha_sisters_of_twilight_1	autonomous_rider	ap_riderposition_1	-1	true
wh2_dlc16_wef_naestra_dragon_rider1	wh2_dlc16_wef_cha_sisters_of_twilight_1	autonomous_rider	ap_riderposition_0	-1	true
wh2_dlc16_hef_spellweaver_beasts_great_eagle_rider1	wh2_dlc16_wef_cha_spellweaver_beasts_3	autonomous_rider		-1	true
wh2_dlc16_hef_spellweaver_dark_great_eagle_rider1	wh2_dlc16_wef_cha_spellweaver_dark_3	autonomous_rider		-1	true
wh2_dlc16_hef_spellweaver_high_great_eagle_rider1	wh2_dlc16_wef_cha_spellweaver_high_3	autonomous_rider		-1	true
wh2_dlc16_hef_spellweaver_life_great_eagle_rider1	wh2_dlc16_wef_cha_spellweaver_life_3	autonomous_rider		-1	true
wh2_dlc16_hef_spellweaver_shadows_great_eagle_rider1	wh2_dlc16_wef_cha_spellweaver_shadows_3	autonomous_rider		-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_dlc17_bst_cav_tuskgor_chariot_0	autonomous_rider	ap_crewposition_0	-1	true
wh_dlc03_bst_razorgor_chariot_rider2	wh2_dlc17_bst_cav_tuskgor_chariot_0	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_dlc17_bst_cha_beastlord_2	autonomous_rider	ap_crewposition_0	-1	true
wh_dlc03_bst_razorgor_lord_chariot_rider2	wh2_dlc17_bst_cha_beastlord_2	autonomous_rider	ap_crewposition_1	-1	true
wh_dlc03_bst_razorgor_chariot_rider1	wh2_dlc17_bst_cha_bray_shaman_beasts_2	autonomous_rider	ap_crewposition_0	-1	true
