building_chain	building_level	building_set	exclude
	wh2_main_hef_resource_wine_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_wine_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_wine_3	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_wood_1	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_wood_2	wh2_main_set_hef_industry	false
	wh2_main_hef_resource_wood_3	wh2_main_set_hef_industry	false
	wh3_main_hef_resource_ivory_1	wh2_main_set_hef_industry	false
	wh3_main_hef_resource_ivory_2	wh2_main_set_hef_industry	false
	wh3_main_hef_resource_ivory_3	wh2_main_set_hef_industry	false
	wh2_main_hef_worship_1	wh2_main_set_hef_worship	false
	wh2_main_hef_worship_2	wh2_main_set_hef_worship	false
	wh2_main_hef_worship_3	wh2_main_set_hef_worship	false
wh2_main_foreign_slot_discovery_hef		wh2_main_set_highelf_defence	false
wh2_main_hef_defence_major		wh2_main_set_highelf_defence	false
wh2_main_hef_defence_minor		wh2_main_set_highelf_defence	false
wh2_main_hef_defence_norsca		wh2_main_set_highelf_defence	false
wh3_dlc27_hef_colony_defence_garrison		wh2_main_set_highelf_defence	false
wh3_dlc27_hef_colony_defence_sea_guard		wh2_main_set_highelf_defence	false
wh2_main_hef_court		wh2_main_set_highelf_infrastructure	false
wh2_main_hef_embassy		wh2_main_set_highelf_infrastructure	false
wh2_main_hef_farm		wh2_main_set_highelf_infrastructure	false
wh2_main_hef_industry		wh2_main_set_highelf_infrastructure	false
wh2_main_hef_order		wh2_main_set_highelf_infrastructure	false
wh2_main_hef_barracks		wh2_main_set_highelf_military_recruitment	false
wh2_main_hef_hunters		wh2_main_set_highelf_military_recruitment	false
wh2_main_hef_stables		wh2_main_set_highelf_military_recruitment	false
wh2_dlc10_hef_aesanar_camp		wh2_main_set_highelf_military_support	false
wh2_dlc10_hef_handmaidens		wh2_main_set_highelf_military_support	false
wh2_dlc10_hef_handmaidens_alarielle		wh2_main_set_highelf_military_support	false
wh2_dlc15_hef_field_hq		wh2_main_set_highelf_military_support	false
wh2_main_hef_dragons		wh2_main_set_highelf_military_support	false
wh2_main_hef_mages		wh2_main_set_highelf_military_support	false
wh2_main_hef_smith		wh2_main_set_highelf_military_support	false
wh2_main_hef_worship		wh2_main_set_highelf_military_support	false
wh2_main_hef_port		wh2_main_set_highelf_port	false
wh2_main_special_lothern_port		wh2_main_set_highelf_port	false
wh2_main_special_lothern_port_other		wh2_main_set_highelf_port	false
wh3_dlc23_special_fortress_of_dawn_dawns_harbour_hef		wh2_main_set_highelf_port	false
wh2_dlc09_special_black_tower_of_arkhan		wh2_main_set_landmark	false
wh2_dlc09_special_black_tower_of_arkhan_other		wh2_main_set_landmark	false
wh2_dlc09_special_pyramid_alcadizaar		wh2_main_set_landmark	false
wh2_dlc09_special_pyramid_amenemhetum		wh2_main_set_landmark	false
wh2_dlc09_special_pyramid_khatep		wh2_main_set_landmark	false
wh2_dlc09_special_pyramid_phar		wh2_main_set_landmark	false
wh2_dlc09_special_pyramid_settra		wh2_main_set_landmark	false
wh2_dlc09_special_pyramid_tutankhanut		wh2_main_set_landmark	false
wh2_dlc10_special_world_root_entrance		wh2_main_set_landmark	false
wh2_dlc11_special_ancient_vault		wh2_main_set_landmark	false
wh2_dlc11_special_cylostra_opera_house		wh2_main_set_landmark	false
wh2_dlc11_special_dragon_tooth_lighthouse		wh2_main_set_landmark	false
wh2_dlc11_special_galleons_graveyard_wreck		wh2_main_set_landmark	false
wh2_dlc12_special_bordeleaux_manann_shrine		wh2_main_set_landmark	false
wh2_dlc12_special_sotek_snake_pit		wh2_main_set_landmark	false
wh2_dlc12_special_warlock_lab		wh2_main_set_landmark	false
wh2_dlc12_special_warpstone_tractor_beam		wh2_main_set_landmark	false
wh2_dlc14_special_fyrus_holy_monastery		wh2_main_set_landmark	false
wh2_dlc14_special_lzd_konquata		wh2_main_set_landmark	false
wh2_dlc14_special_nagashizzar_arkhan		wh2_main_set_landmark	false
wh2_dlc14_special_nagashizzar_other		wh2_main_set_landmark	false
wh2_dlc14_special_nagashizzar_vmp		wh2_main_set_landmark	false
wh2_dlc14_special_pigbarter_grn		wh2_main_set_landmark	false
wh2_dlc14_special_pigbarter_human		wh2_main_set_landmark	false
wh2_dlc14_special_skv_crookback		wh2_main_set_landmark	false
wh2_dlc14_special_skv_eshin_den		wh2_main_set_landmark	false
wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth		wh2_main_set_landmark	false
wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth_vmp		wh2_main_set_landmark	false
wh2_dlc15_special_galbaraz_mourkain_grn		wh2_main_set_landmark	false
wh2_dlc15_special_graves_of_the_dragons_dwf		wh2_main_set_landmark	false
wh2_dlc15_special_graves_of_the_dragons_hef		wh2_main_set_landmark	false
wh2_dlc15_special_graves_of_the_dragons_vmp		wh2_main_set_landmark	false
wh2_dlc15_special_grn_nuln_grand_prix		wh2_main_set_landmark	false
wh2_dlc15_special_grom_peak_statue_of_grom		wh2_main_set_landmark	false
wh2_dlc15_special_ka_sabar_city_of_bronze		wh2_main_set_landmark	false
wh2_dlc15_special_ka_sabar_city_of_bronze_tmb		wh2_main_set_landmark	false
wh2_dlc15_special_massif_orcal_quarry		wh2_main_set_landmark	false
wh2_dlc15_special_morgheim_necropolis_tmb		wh2_main_set_landmark	false
wh2_dlc15_special_morgheim_necropolis_vmp		wh2_main_set_landmark	false
wh2_dlc15_special_mount_arachnos		wh2_main_set_landmark	false
wh2_dlc15_special_nagashizzar_azhag		wh2_main_set_landmark	false
wh2_dlc16_special_forest_of_gloom_shadow_groves_of_loec		wh2_main_set_landmark	false
wh2_dlc16_special_sacred_pools_wef		wh2_main_set_landmark	false
wh2_dlc17_special_ironbrows_workshop		wh2_main_set_landmark	false
wh2_dlc17_special_lost_underway_junction		wh2_main_set_landmark	false
wh2_main_horde_def_special_blessed_dread		wh2_main_set_landmark	false
wh2_main_sch_special_parravon_peaks_brt		wh2_main_set_landmark	false
wh2_main_sch_special_parravon_peaks_hef		wh2_main_set_landmark	false
wh2_main_sch_special_parravon_peaks_wef		wh2_main_set_landmark	false
wh2_main_special_altar_of_ultimate_darkness		wh2_main_set_landmark	false
wh2_main_special_altar_of_ultimate_darkness_vmp		wh2_main_set_landmark	false
wh2_main_special_altdorf_castle_reikguard		wh2_main_set_landmark	false
wh2_main_special_altdorf_imperial_palace		wh2_main_set_landmark	false
wh2_main_special_altdorf_imperial_palace_brt		wh2_main_set_landmark	false
wh2_main_special_altdorf_imperial_palace_vmp		wh2_main_set_landmark	false
wh2_main_special_ancestors_hall		wh2_main_set_landmark	false
wh2_main_special_anlec_citadel_def		wh2_main_set_landmark	false
wh2_main_special_anlec_citadel_hef		wh2_main_set_landmark	false
wh2_main_special_axlotl_chameleon_shrine		wh2_main_set_landmark	false
wh2_main_special_big_fort		wh2_main_set_landmark	false
wh2_main_special_blood_keep		wh2_main_set_landmark	false
wh2_main_special_brewery		wh2_main_set_landmark	false
wh2_main_special_castle_drachenfels		wh2_main_set_landmark	false
wh2_main_special_chamber_of_visions		wh2_main_set_landmark	false
wh2_main_special_clar_karond_lairs		wh2_main_set_landmark	false
wh2_main_special_clar_karond_lairs_emp		wh2_main_set_landmark	false
wh2_main_special_clar_karond_lairs_grn		wh2_main_set_landmark	false
wh2_main_special_clar_karond_lairs_other		wh2_main_set_landmark	false
wh2_main_special_clar_karond_lairs_skv		wh2_main_set_landmark	false
wh2_main_special_clar_karond_lairs_tmb		wh2_main_set_landmark	false
wh2_main_special_clar_karond_lairs_vmp		wh2_main_set_landmark	false
wh2_main_special_copper_mountain		wh2_main_set_landmark	false
wh2_main_special_copper_mountain_skv		wh2_main_set_landmark	false
wh2_main_special_corrupted_spawning_pool		wh2_main_set_landmark	false
wh2_main_special_cothique_palace		wh2_main_set_landmark	false
wh2_main_special_def_vauls_anvil		wh2_main_set_landmark	false
wh2_main_special_def_vauls_anvil_hef		wh2_main_set_landmark	false
wh2_main_special_dorks_rock		wh2_main_set_landmark	false
wh2_main_special_drakenhof_court		wh2_main_set_landmark	false
wh2_main_special_eight_peaks_skv		wh2_main_set_landmark	false
wh2_main_special_ellyrian_stables		wh2_main_set_landmark	false
wh2_main_special_ellyrian_stables_sla		wh2_main_set_landmark	false
wh2_main_special_everqueen_court		wh2_main_set_landmark	false
wh2_main_special_everqueen_court_def		wh2_main_set_landmark	false
wh2_main_special_everqueen_court_hef		wh2_main_set_landmark	false
wh2_main_special_everqueen_court_wef		wh2_main_set_landmark	false
wh2_main_special_fallen_gates		wh2_main_set_landmark	false
wh2_main_special_galbaraz_mourkain_tmb		wh2_main_set_landmark	false
wh2_main_special_galbaraz_mourkain_vmp		wh2_main_set_landmark	false
wh2_main_special_galbaraz_oathgold_dwf		wh2_main_set_landmark	false
wh2_main_special_galbaraz_oathgold_grn		wh2_main_set_landmark	false
wh2_main_special_galbaraz_oathgold_hef		wh2_main_set_landmark	false
wh2_main_special_galbaraz_oathgold_skv		wh2_main_set_landmark	false
wh2_main_special_ghrond_convent_of_sorcery		wh2_main_set_landmark	false
wh2_main_special_ghrond_convent_of_sorcery_emp		wh2_main_set_landmark	false
wh2_main_special_ghrond_convent_of_sorcery_hef		wh2_main_set_landmark	false
wh2_main_special_ghrond_convent_of_sorcery_other		wh2_main_set_landmark	false
wh2_main_special_ghrond_convent_of_sorcery_vmp		wh2_main_set_landmark	false
wh2_main_special_ghrond_dungeon_skv_moulder		wh2_main_set_landmark	false
wh2_main_special_glittering_tower		wh2_main_set_landmark	false
wh2_main_special_golden_tower_of_the_gods_lzd		wh2_main_set_landmark	false
wh2_main_special_golden_tower_of_the_gods_other		wh2_main_set_landmark	false
wh2_main_special_golden_tower_of_the_gods_tmb		wh2_main_set_landmark	false
wh2_main_special_golden_tower_of_the_gods_tze		wh2_main_set_landmark	false
wh2_main_special_hag_graef_mines		wh2_main_set_landmark	false
wh2_main_special_hag_graef_mines_def		wh2_main_set_landmark	false
wh2_main_special_hag_graef_mines_tmb		wh2_main_set_landmark	false
wh2_main_special_hall_of_dragons		wh2_main_set_landmark	false
wh2_main_special_har_ganeth_hellebron_palace		wh2_main_set_landmark	false
wh2_main_special_har_ganeth_hellebron_palace_hef		wh2_main_set_landmark	false
wh2_main_special_har_ganeth_temple_of_khaine		wh2_main_set_landmark	false
wh2_main_special_har_ganeth_temple_of_khaine_hef		wh2_main_set_landmark	false
wh2_main_special_hellpit_pits		wh2_main_set_landmark	false
wh2_main_special_hellpit_pits_moulder		wh2_main_set_landmark	false
wh2_main_special_hexoatl_incubator		wh2_main_set_landmark	false
wh2_main_special_hexoatl_stellar_pyramids		wh2_main_set_landmark	false
wh2_main_special_hexoatl_stellar_pyramids_other		wh2_main_set_landmark	false
wh2_main_special_itza_emerald_pools		wh2_main_set_landmark	false
wh2_main_special_itza_vaults_of_the_old_ones		wh2_main_set_landmark	false
wh2_main_special_karaz_a_karak_airport		wh2_main_set_landmark	false
wh2_main_special_karond_kar_slavers		wh2_main_set_landmark	false
wh2_main_special_magma_caverns		wh2_main_set_landmark	false
wh2_main_special_mors_hq		wh2_main_set_landmark	false
wh2_main_special_mousillon_merovech		wh2_main_set_landmark	false
wh2_main_special_naggarond_blackguard		wh2_main_set_landmark	false
wh2_main_special_naggarond_witch_king		wh2_main_set_landmark	false
wh2_main_special_naggarond_witch_king_hef		wh2_main_set_landmark	false
wh2_main_special_oyxl_shrine_of_birds		wh2_main_set_landmark	false
wh2_main_special_peg_street_pawnshop		wh2_main_set_landmark	false
wh2_main_special_phoenix_king_court		wh2_main_set_landmark	false
wh2_main_special_phoenix_king_court_dwf		wh2_main_set_landmark	false
wh2_main_special_phoenix_king_court_nor		wh2_main_set_landmark	false
wh2_main_special_pyramid_of_nagash_other		wh2_main_set_landmark	false
wh2_main_special_pyramid_of_nagash_vmp		wh2_main_set_landmark	false
wh2_main_special_quetza_serpent_lairs		wh2_main_set_landmark	false
wh2_main_special_quintex		wh2_main_set_landmark	false
wh2_main_special_quintex_lzd		wh2_main_set_landmark	false
wh2_main_special_quintex_tmb		wh2_main_set_landmark	false
wh2_main_special_salzenmund_laurelorn_def		wh2_main_set_landmark	false
wh2_main_special_salzenmund_laurelorn_hef		wh2_main_set_landmark	false
wh2_main_special_salzenmund_laurelorn_human		wh2_main_set_landmark	false
wh2_main_special_salzenmund_laurelorn_wef		wh2_main_set_landmark	false
wh2_main_special_shrine_of_asuryan_def		wh2_main_set_landmark	false
wh2_main_special_shrine_of_asuryan_hef		wh2_main_set_landmark	false
wh2_main_special_shrine_of_asuryan_other		wh2_main_set_landmark	false
wh2_main_special_shrine_of_asuryan_vmp		wh2_main_set_landmark	false
wh2_main_special_shrine_of_khaine_def		wh2_main_set_landmark	false
wh2_main_special_shrine_of_khaine_hef		wh2_main_set_landmark	false
wh2_main_special_shrine_of_khaine_other		wh2_main_set_landmark	false
wh2_main_special_shrine_of_khaine_vmp		wh2_main_set_landmark	false
wh2_main_special_shrine_of_khaine_wef		wh2_main_set_landmark	false
wh2_main_special_silver_hall		wh2_main_set_landmark	false
wh2_main_special_skavenblight_council13		wh2_main_set_landmark	false
wh2_main_special_skavenblight_shattered_tower		wh2_main_set_landmark	false
wh2_main_special_skeggi_hall		wh2_main_set_landmark	false
wh2_main_special_smithys_tavern		wh2_main_set_landmark	false
wh2_main_special_solland_market		wh2_main_set_landmark	false
wh2_main_special_tiranoc_palace		wh2_main_set_landmark	false
wh2_main_special_tiranoc_palace_def		wh2_main_set_landmark	false
wh2_main_special_tlaxtlan_temple_of_the_eclipse		wh2_main_set_landmark	false
wh2_main_special_tor_achare_lions		wh2_main_set_landmark	false
wh2_main_special_tower_of_hoeth		wh2_main_set_landmark	false
wh2_main_special_tower_of_hoeth_def		wh2_main_set_landmark	false
wh2_main_special_tower_of_hoeth_emp		wh2_main_set_landmark	false
wh2_main_special_tower_of_hoeth_other		wh2_main_set_landmark	false
wh2_main_special_tower_of_hoeth_vmp		wh2_main_set_landmark	false
wh2_main_special_troll_lair		wh2_main_set_landmark	false
wh2_main_special_underway_hub_dwf		wh2_main_set_landmark	false
wh2_main_special_underway_hub_skv		wh2_main_set_landmark	false
wh2_main_special_underworld_sea_gate		wh2_main_set_landmark	false
wh2_main_special_xlanhuapec_temple_of_mists		wh2_main_set_landmark	false
wh2_main_special_yvresse_amphitheatre		wh2_main_set_landmark	false
wh2_main_special_yvresse_amphitheatre_def		wh2_main_set_landmark	false
wh2_main_special_ziggurat_of_dawn_beacon		wh2_main_set_landmark	false
wh2_main_special_ziggurat_of_dawn_beacon_chs		wh2_main_set_landmark	false
wh2_main_special_ziggurat_of_dawn_beacon_skv		wh2_main_set_landmark	false
wh2_main_special_ziggurat_of_dawn_beacon_vmp		wh2_main_set_landmark	false
wh2_twa03_special_ogham_stones		wh2_main_set_landmark	false
wh3_dlc23_special_anurells_tomb_chd		wh2_main_set_landmark	false
wh3_dlc23_special_anurells_tomb_hef		wh2_main_set_landmark	false
wh3_dlc23_special_astragoth_great_drill_of_hashut		wh2_main_set_landmark	false
wh3_dlc23_special_black_fortress_infernal_barracks_chd		wh2_main_set_landmark	false
wh3_dlc23_special_daemons_stump_bloodthirster_prison_chd		wh2_main_set_landmark	false
wh3_dlc23_special_daemons_stump_bloodthirster_prison_kho		wh2_main_set_landmark	false
wh3_dlc23_special_drazhoath_great_drill_of_hashut		wh2_main_set_landmark	false
wh3_dlc23_special_flayed_rock_flayed_tower_chd		wh2_main_set_landmark	false
wh3_dlc23_special_flayed_rock_flayed_tower_vmp		wh2_main_set_landmark	false
wh3_dlc23_special_graves_of_the_dragons_chd		wh2_main_set_landmark	false
wh3_dlc23_special_great_desert_secluded_oasis_chd		wh2_main_set_landmark	false
wh3_dlc23_special_great_temple_of_hashut_chd		wh2_main_set_landmark	false
wh3_dlc23_special_great_temple_of_hashut_other		wh2_main_set_landmark	false
wh3_dlc23_special_iron_storm_warmachine_graveyard_chd		wh2_main_set_landmark	false
wh3_dlc23_special_karak_kadrin_defaced_shrine_chd		wh2_main_set_landmark	false
wh3_dlc23_special_karond_kar_slavers_pens_chd		wh2_main_set_landmark	false
wh3_dlc23_special_nan_gau_repurposed_forges_chd		wh2_main_set_landmark	false
wh3_dlc23_special_nuln_gunnery_school_chd		wh2_main_set_landmark	false
wh3_dlc23_special_sentinels_trade_station_chd		wh2_main_set_landmark	false
wh3_dlc23_special_sentinels_trade_station_ogr		wh2_main_set_landmark	false
wh3_dlc23_special_skavenblight_warpforges_chd		wh2_main_set_landmark	false
wh3_dlc23_special_the_volary_tomb_of_khengai_khan_chd		wh2_main_set_landmark	false
wh3_dlc23_special_the_volary_tomb_of_khengai_khan_grn		wh2_main_set_landmark	false
wh3_dlc23_special_tower_of_gorgoth_volcanic_deposits_chd		wh2_main_set_landmark	false
wh3_dlc23_special_uzkulak_ancient_inner_city_chd		wh2_main_set_landmark	false
wh3_dlc23_special_zhatan_great_drill_of_hashut		wh2_main_set_landmark	false
wh3_dlc24_cth_special_jade_dragon_astromantic_relay		wh2_main_set_landmark	false
wh3_dlc24_special_agrammons_menagerie		wh2_main_set_landmark	false
wh3_dlc24_special_bells_of_the_lazarghs		wh2_main_set_landmark	false
wh3_dlc24_special_celestial_palace_other		wh2_main_set_landmark	false
wh3_dlc24_special_desecrated_grove_nur		wh2_main_set_landmark	false
wh3_dlc24_special_ecstatic_hunt		wh2_main_set_landmark	false
wh3_dlc24_special_glacial_caves_lzd		wh2_main_set_landmark	false
wh3_dlc24_special_glacial_caves_tze		wh2_main_set_landmark	false
wh3_dlc24_special_hall_of_of_rebirth		wh2_main_set_landmark	false
wh3_dlc24_special_huatl		wh2_main_set_landmark	false
wh3_dlc24_special_monolith_bloody_hand		wh2_main_set_landmark	false
wh3_dlc24_special_njevskis_citadel		wh2_main_set_landmark	false
wh3_dlc24_special_ostankyas_hut		wh2_main_set_landmark	false
wh3_dlc24_special_pillar_of_bone_kho		wh2_main_set_landmark	false
wh3_dlc24_special_pillar_of_bone_other		wh2_main_set_landmark	false
wh3_dlc24_special_rampaging_oak_chs		wh2_main_set_landmark	false
wh3_dlc24_special_rampaging_oak_vmp		wh2_main_set_landmark	false
wh3_dlc24_special_rampaging_oak_wef		wh2_main_set_landmark	false
wh3_dlc24_special_talon_of_agony		wh2_main_set_landmark	false
wh3_dlc24_special_the_palace_of_scrolls		wh2_main_set_landmark	false
wh3_dlc24_special_the_widows_tree		wh2_main_set_landmark	false
wh3_dlc24_special_valley_of_many_eyes		wh2_main_set_landmark	false
wh3_dlc25_sch_special_nuln_throne_of_chaos		wh2_main_set_landmark	false
wh3_dlc25_sch_special_nuln_throne_of_chaos_dae		wh2_main_set_landmark	false
wh3_dlc25_sch_special_nuln_throne_of_chaos_kho		wh2_main_set_landmark	false
wh3_dlc25_sch_special_nuln_throne_of_chaos_nur		wh2_main_set_landmark	false
wh3_dlc25_sch_special_nuln_throne_of_chaos_sla		wh2_main_set_landmark	false
wh3_dlc25_sch_special_nuln_throne_of_chaos_tze		wh2_main_set_landmark	false
wh3_dlc25_special_black_rose_chapterhouse		wh2_main_set_landmark	false
wh3_dlc25_special_gelt_elemental_temple		wh2_main_set_landmark	false
wh3_dlc25_special_gelt_embassy		wh2_main_set_landmark	false
wh3_dlc25_special_hall_of_dragons_dwf		wh2_main_set_landmark	false
wh3_dlc25_special_oak_of_ages_landmark_dwf		wh2_main_set_landmark	false
wh3_dlc25_special_silver_pinnacle_reclaimed_hold		wh2_main_set_landmark	false
wh3_dlc25_special_the_gallows_tree		wh2_main_set_landmark	false
wh3_dlc26_sch_special_moot_cauldron_grn		wh2_main_set_landmark	false
wh3_dlc26_special_bone_nose_idols		wh2_main_set_landmark	false
wh3_dlc26_special_bonewood_totems		wh2_main_set_landmark	false
wh3_dlc26_special_brightstone_mine_grn		wh2_main_set_landmark	false
wh3_dlc26_special_fallen_gates_kho		wh2_main_set_landmark	false
wh3_dlc26_special_iron_penz		wh2_main_set_landmark	false
wh3_dlc26_special_itza_emerald_pools_kho		wh2_main_set_landmark	false
wh3_dlc26_special_oyxl_shrine_of_birds_kho		wh2_main_set_landmark	false
wh3_dlc26_special_xlanhuapec_temple_of_mists_kho		wh2_main_set_landmark	false
wh3_dlc27_hef_special_chamber_of_the_phoenix_crown		wh2_main_set_landmark	false
wh3_dlc27_hef_special_colony_arnheim		wh2_main_set_landmark	false
wh3_dlc27_hef_special_colony_citadel_of_dusk		wh2_main_set_landmark	false
wh3_dlc27_hef_special_colony_fortress_of_dawn		wh2_main_set_landmark	false
wh3_dlc27_hef_special_colony_great_turtle_isle		wh2_main_set_landmark	false
wh3_dlc27_hef_special_colony_gronti_mingol		wh2_main_set_landmark	false
wh3_dlc27_hef_special_colony_the_star_tower		wh2_main_set_landmark	false
wh3_dlc27_hef_special_colony_tor_elasor		wh2_main_set_landmark	false
wh3_dlc27_hef_special_colony_tower_of_the_stars		wh2_main_set_landmark	false
wh3_dlc27_hef_special_colony_tower_of_the_sun		wh2_main_set_landmark	false
wh3_dlc27_nor_special_hall_of_urslo		wh2_main_set_landmark	false
wh3_dlc27_nor_special_losterikssons_hoard		wh2_main_set_landmark	false
wh3_dlc27_nor_special_mortkins_rest		wh2_main_set_landmark	false
wh3_dlc27_nor_special_shrine_of_asavar_kul		wh2_main_set_landmark	false
wh3_dlc27_nor_special_svengars_cairn		wh2_main_set_landmark	false
wh3_dlc27_nor_special_tomb_of_valmir		wh2_main_set_landmark	false
wh3_dlc27_sla_special_cirienvels_stage		wh2_main_set_landmark	false
wh3_dlc27_sla_special_defiled_elven_colony		wh2_main_set_landmark	false
wh3_dlc27_sla_special_desecrated_moonspire		wh2_main_set_landmark	false
wh3_dlc27_sla_special_temple_of_desires		wh2_main_set_landmark	false
wh3_main_ie_special_jungles_of_chian_bamboo_grove		wh2_main_set_landmark	false
wh3_main_ie_special_the_haunted_forest_gnoblar_outpost		wh2_main_set_landmark	false
wh3_main_minor_cult_assassins_hideout		wh2_main_set_landmark	false
wh3_main_minor_cult_black_ark		wh2_main_set_landmark	false
wh3_main_minor_cult_carnival_of_chaos		wh2_main_set_landmark	false
wh3_main_minor_cult_cathayan_caravan		wh2_main_set_landmark	false
wh3_main_minor_cult_chaos_portal		wh2_main_set_landmark	false
wh3_main_minor_cult_crimson_plague		wh2_main_set_landmark	false
wh3_main_minor_cult_crimson_skull		wh2_main_set_landmark	false
wh3_main_minor_cult_cult_of_pleasure		wh2_main_set_landmark	false
wh3_main_minor_cult_dark_gift		wh2_main_set_landmark	false
wh3_main_minor_cult_doomsphere		wh2_main_set_landmark	false
wh3_main_minor_cult_dwarf_builders		wh2_main_set_landmark	false
wh3_main_minor_cult_dwarf_miners		wh2_main_set_landmark	false
wh3_main_minor_cult_dwarf_rangers		wh2_main_set_landmark	false
wh3_main_minor_cult_elven_enclave		wh2_main_set_landmark	false
wh3_main_minor_cult_exquisite_cadaver		wh2_main_set_landmark	false
wh3_main_minor_cult_forge_of_hashut		wh2_main_set_landmark	false
wh3_main_minor_cult_grail_knight_grave		wh2_main_set_landmark	false
wh3_main_minor_cult_haendryk		wh2_main_set_landmark	false
wh3_main_minor_cult_illumination		wh2_main_set_landmark	false
wh3_main_minor_cult_myrmidia		wh2_main_set_landmark	false
wh3_main_minor_cult_ogre_mercs		wh2_main_set_landmark	false
wh3_main_minor_cult_order_vaul		wh2_main_set_landmark	false
wh3_main_minor_cult_painted_skin		wh2_main_set_landmark	false
wh3_main_minor_cult_peg_street_pawnshop		wh2_main_set_landmark	false
wh3_main_minor_cult_possessed		wh2_main_set_landmark	false
wh3_main_minor_cult_purple_hand		wh2_main_set_landmark	false
wh3_main_minor_cult_purple_hand_extra		wh2_main_set_landmark	false
wh3_main_minor_cult_ranald		wh2_main_set_landmark	false
wh3_main_minor_cult_sacred_scythe		wh2_main_set_landmark	false
wh3_main_minor_cult_sartosan_vault		wh2_main_set_landmark	false
wh3_main_minor_cult_shallya		wh2_main_set_landmark	false
wh3_main_minor_cult_silver_pinnacle		wh2_main_set_landmark	false
wh3_main_minor_cult_spawning_pool		wh2_main_set_landmark	false
wh3_main_minor_cult_the_cabal		wh2_main_set_landmark	false
wh3_main_minor_cult_tilean_traders		wh2_main_set_landmark	false
wh3_main_minor_cult_ulric		wh2_main_set_landmark	false
wh3_main_minor_cult_underworld_sea		wh2_main_set_landmark	false
wh3_main_minor_cult_unearthed_tomb		wh2_main_set_landmark	false
wh3_main_minor_cult_warpstone_meteor		wh2_main_set_landmark	false
wh3_main_minor_cult_witch_hunters		wh2_main_set_landmark	false
wh3_main_minor_cult_yellow_fang		wh2_main_set_landmark	false
wh3_main_special_abandoned_sky_titan_hold		wh2_main_set_landmark	false
wh3_main_special_celestial_palace		wh2_main_set_landmark	false
wh3_main_special_challenge_stone_srawl		wh2_main_set_landmark	false
wh3_main_special_court_of_the_covenant_kho		wh2_main_set_landmark	false
wh3_main_special_court_of_the_covenant_nur		wh2_main_set_landmark	false
wh3_main_special_court_of_the_covenant_sla		wh2_main_set_landmark	false
wh3_main_special_court_of_the_covenant_tze		wh2_main_set_landmark	false
wh3_main_special_cth_li_temple		wh2_main_set_landmark	false
wh3_main_special_desecrated_grove		wh2_main_set_landmark	false
wh3_main_special_drakenhof_malevolent_museum		wh2_main_set_landmark	false
wh3_main_special_galbaraz_mourkain_kho		wh2_main_set_landmark	false
wh3_main_special_goldtooths_toll_gate		wh2_main_set_landmark	false
wh3_main_special_gorger_haunt		wh2_main_set_landmark	false
wh3_main_special_grand_observatory_of_xing_po		wh2_main_set_landmark	false
wh3_main_special_karak_azorn_great_hall		wh2_main_set_landmark	false
wh3_main_special_ksl_erengrad_1		wh2_main_set_landmark	false
wh3_main_special_ksl_erengrad_2		wh2_main_set_landmark	false
wh3_main_special_ksl_erengrad_4		wh2_main_set_landmark	false
wh3_main_special_ksl_kislev_1		wh2_main_set_landmark	false
wh3_main_special_ksl_kislev_2		wh2_main_set_landmark	false
wh3_main_special_ksl_kislev_3		wh2_main_set_landmark	false
wh3_main_special_ksl_kislev_4		wh2_main_set_landmark	false
wh3_main_special_ksl_praag_1		wh2_main_set_landmark	false
wh3_main_special_ksl_praag_2		wh2_main_set_landmark	false
wh3_main_special_ksl_praag_3		wh2_main_set_landmark	false
wh3_main_special_lahmia_house		wh2_main_set_landmark	false
wh3_main_special_machina_daemonium		wh2_main_set_landmark	false
wh3_main_special_paradise_gardens		wh2_main_set_landmark	false
wh3_main_special_phoenix_temple		wh2_main_set_landmark	false
wh3_main_special_pigbarter_nur		wh2_main_set_landmark	false
wh3_main_special_pigbarter_ogr		wh2_main_set_landmark	false
wh3_main_special_reformed_holds		wh2_main_set_landmark	false
wh3_main_special_standing_stones		wh2_main_set_landmark	false
wh3_main_special_standing_stones_others		wh2_main_set_landmark	false
wh3_main_special_symposium_of_change		wh2_main_set_landmark	false
wh3_main_special_temple_of_the_jade_blood_sorcerers		wh2_main_set_landmark	false
wh3_main_special_the_fire_mouth		wh2_main_set_landmark	false
wh3_main_special_the_great_desert_ogre		wh2_main_set_landmark	false
wh3_main_special_the_great_desert_other		wh2_main_set_landmark	false
wh3_main_special_the_great_desert_tmb		wh2_main_set_landmark	false
wh3_main_special_the_great_embassy		wh2_main_set_landmark	false
wh3_main_special_the_inevitable_city		wh2_main_set_landmark	false
wh3_main_special_the_khadeium_paradox		wh2_main_set_landmark	false
wh3_main_special_the_marcher_fortress		wh2_main_set_landmark	false
wh3_main_special_the_ninth_wall		wh2_main_set_landmark	false
wh3_main_special_the_pandemournium		wh2_main_set_landmark	false
wh3_main_special_the_temple_of_the_two_moons		wh2_main_set_landmark	false
wh3_main_special_the_vale_of_creatures		wh2_main_set_landmark	false
