key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time	spawned_vortex	projectile_shot_type_display
wh2_dlc15_grn_goblin_bow_poison_fire_arrow	arrow	small_arm_default		none	1	dual_low_fixed	115	0	88	40.0000	10.0000	0.0000	13	1	false	false	0.1000	8.0000	85.0000	3.5000	0	0	wh2_dlc15_grn_goblin_arrow_fire		wh_bow_arrow_flaming	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	3.0000			1.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_poison_multi_shot	arrow	small_arm_default		none	2	dual_low_fixed	115	0	88	40.0000	10.0000	2.0000	10	1	false	false	0.1000	8.0000	85.0000	3.5000	0	0	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_poison_spider_rider_anti_large_arrow	arrow	small_arm_default		none	1	dual_low_fixed	100	0	88	40.0000	10.0000	0.0000	9	2	false	false	0.1000	8.0000	85.0000	4.3000	0	6	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_poison_spider_rider_ap_arrow	arrow	small_arm_default		none	1	dual_low_fixed	100	0	88	40.0000	10.0000	0.0000	9	2	false	false	0.1000	8.0000	85.0000	4.3000	6	0	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_poison_spider_rider_explosive_arrow	arrow	small_arm_default	wh2_dlc15_grn_arrow_explosion	none	1	dual_low_fixed	100	0	88	40.0000	10.0000	0.0000	9	2	false	false	0.1000	8.0000	85.0000	4.3000	0	0	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_poison_spider_rider_fire_arrow	arrow	small_arm_default		none	1	dual_low_fixed	100	0	88	40.0000	10.0000	0.0000	12	2	false	false	0.1000	8.0000	85.0000	4.3000	0	0	wh2_dlc15_grn_goblin_arrow_fire		wh_bow_arrow_flaming	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	3.0000			1.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_poison_spider_rider_multi_shot	arrow	small_arm_default		none	2	dual_low_fixed	100	0	88	40.0000	10.0000	2.0000	9	2	false	false	0.1000	8.0000	85.0000	4.3000	0	0	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_wolf_riders_anti_large_arrow	arrow	small_arm_default		none	1	dual_low_fixed	100	0	88	40.0000	10.0000	0.0000	10	1	false	false	0.1000	8.0000	85.0000	4.3000	0	6	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_wolf_riders_ap_arrow	arrow	small_arm_default		none	1	dual_low_fixed	100	0	88	40.0000	10.0000	0.0000	10	1	false	false	0.1000	8.0000	85.0000	4.3000	6	0	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_wolf_riders_explosive_arrow	arrow	small_arm_default	wh2_dlc15_grn_arrow_explosion	none	1	dual_low_fixed	100	0	88	40.0000	10.0000	0.0000	10	1	false	false	0.1000	8.0000	85.0000	4.3000	0	0	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_wolf_riders_fire_arrow	arrow	small_arm_default		none	1	dual_low_fixed	100	0	88	40.0000	10.0000	0.0000	13	1	false	false	0.1000	8.0000	85.0000	4.3000	0	0	wh2_dlc15_grn_goblin_arrow_fire		wh_bow_arrow_flaming	-1.0000	false		-1.0000	1	0.0000	3.0000			1.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_goblin_bow_wolf_riders_multi_shot	arrow	small_arm_default		none	2	dual_low_fixed	100	0	88	40.0000	10.0000	2.0000	10	1	false	false	0.1000	8.0000	85.0000	4.3000	0	0	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_lava_arachnarok_rider_arrow_fire	arrow	small_arm_default		none	1	dual_low_fixed	100	0	88	40.0000	10.0000	0.0000	8	40	false	false	0.1000	6.0000	85.0000	4.3000	0	0	wh2_dlc15_grn_goblin_arrow_fire		wh_bow_arrow_flaming	-1.0000	false		-1.0000	1	0.0000	1.0000			1.0000	false	true	true	45	medium_2	-1	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
wh2_dlc15_grn_pumpwagon_spore	misc	small_arm_default	wh2_dlc15_grn_pumpwagon_spore	grenade_spin	1	dual_low_fixed	55	0	88	20.0000	10.0000	1.7000	1	0	true	false	0.1000	6.0000	30.0000	2.0000	0	0	wh2_dlc15_grn_pumpwagon_spore		wh2_dlc16_snotling_pump_wagon_spore	-1.0000	false		-1.0000	1	0.0000	10.0000			0.0000	false	false	true	25	very_low	-1	false	false	true	false	1	false	false	true	true	0.2500		false	1.2000	0.4000		placeholder
wh2_dlc15_hef_black_dragon_breath_imrik	misc	artillery_explosive	wh2_dlc15_hef_black_dragon_explosion_imrik	none	1	low	90	0	88	42.0000	60.0000	0.0000	77	32	false	false	1.0000	6.0000	80.0000	33.0000	0	0	wh2_def_black_dragon_breath		wh2_dragon_breath_poison	1.0000	true		3.0000	1	0.0000	45.0000			0.0000	false	true	true	45	medium	140	false	true	false	true	15	true	true	true	true	1.0000		false	1.0000	0.4000		placeholder
wh2_dlc15_hef_longbow_arrow_flaming	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	45.0000	10.0000	0.0000	18	3	false	false	0.1000	11.0000	140.0000	5.7000	0	0	wh2_dlc15_hef_arrow_fire		wh_bow_arrow_flaming	-1.0000	false	wh2_dlc12_unit_contact_flammable	-1.0000	1	0.0000	3.0000			1.0000	false	true	true	45	very_low	300	false	false	false	true	1	false	false	false	false	0.2500		false	0.9300	0.4000		placeholder
wh2_dlc15_hef_longbow_arrow_sentinel	arrow	small_arm_default		none	1	dual_low_fixed	215	0	88	50.0000	10.0000	0.0000	18	22	false	false	0.1000	22.0000	180.0000	4.5000	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1.0000	false	wh2_dlc09_unit_contact_shieldbreaker	-1.0000	1	0.0000	10.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	0.8400	0.4000		placeholder
wh2_dlc15_hef_longbow_arrow_skyhawks	arrow	small_arm_default		none	1	dual_low_fixed	100	0	88	75.0000	30.0000	0.0000	14	3	false	false	0.1000	11.0000	80.0000	3.1000	7	0	wh2_dlc15_main_hef_bow_arrow_skyhawk		wh_bow_arrow_normal	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	medium_2	300	false	false	false	false	1	false	false	false	false	0.2500		false	0.5600	0.4000		placeholder
wh2_dlc15_hef_longbow_arrow_spireguard	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	45.0000	10.0000	0.0000	14	8	false	false	0.1000	11.0000	150.0000	5.6000	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1.0000	false		-1.0000	1	0.0000	3.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	0.9300	0.4000		placeholder
wh2_dlc15_hef_sun_dragon_breath_imrik	misc	artillery_explosive	wh2_dlc15_hef_sun_dragon_explosion_imrik	none	1	low	120	0	88	52.0000	60.0000	0.0000	112	62	false	false	1.0000	6.0000	80.0000	35.0000	0	0	wh2_hef_sun_dragon_breath		wh_dragon_breath_flame	1.0000	true		3.0000	1	0.0000	45.0000			1.0000	false	true	true	45	medium	140	false	true	false	true	15	true	true	true	true	2.0000		false	0.8100	0.4000		placeholder
wh2_dlc15_mistwalkers_barrage_trail	misc	small_arm_default	wh2_dlc15_lord_passive_mistwalkers_barrage	none	1	low	200	0	88	65.0000	10.0000	0.0000	0	25	false	false	0.5000	1.0000	250.0000	1.0000	0	0	wh2_dlc15_abilities_mist_walkers_barrage_trail		wh2_dlc15_ability_mist_walkers_barrage	1.0000	false		20.0000	1	0.0000	10.0000			0.0000	true	true	false	45	low	-1	false	false	false	false	1	false	false	false	false	1.0000		false	0.6500	0.4000		placeholder
wh2_dlc15_unit_abilities_arachneruption	misc	small_arm_default	wh2_dlc15_unit_abilities_arachneruption	shell_spin	1	low	40	0	88	10.0000	0.0000	5.0000	0	48	false	false	0.5000	1.0000	250.0000	1.0000	0	0	wh_main_spell_fire_piercing_bolts_of_burning			1.0000	false		10.0000	1	0.0000	25.0000			1.0000	true	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false	1.0000		false	4.2000	0.4000		placeholder
wh2_dlc15_unit_passive_giant_explodin_spores	misc	artillery_explosive	wh2_dlc15_unit_passive_giant_explodin_spores	none	1	low	1	0	5	-1.0000	5.0000	0.0000	0	0	false	true	0.1000	27.0000	2.0000	2.0000	0	0	wh_main_unit_abilities_gyrocopter_grenade			1.0000	true		-1.0000	1	0.0000	10.0000			0.0000	false	false	true	45		-1	false	false	false	false	1	false	false	false	true	1.0000		false	1.2000	0.4000		placeholder
wh2_dlc15_unit_passive_rubble_and_ruin_bombardment	misc	artillery_default	wh2_dlc15_unit_passive_rubble_and_ruin_bombardment	shell_spin	1	low	40	0	88	8.0000	0.0000	0.0000	0	24	false	false	0.4000	1.0000	250.0000	1.0000	0	0	wh2_dlc15_rogue_idol_rubble_and_ruin		wh2_dlc15_ability_rubble_and_ruin	1.0000	false		-1.0000	1	0.0000	40.0000			0.0000	false	true	true	45	high	-1	false	false	false	false	1	false	false	true	false	1.0000		false	5.2500	0.4000		placeholder
wh2_dlc16_item_abilities_dart_of_doom	misc	small_arm_default	wh2_dlc16_item_abilities_dart_of_doom	none	1	fixed	200	5	65	100.0000	100.0000	0.0000	0	500	false	false	1.0000	8.0000	200.0000	0.1000	0	0	wh2_dlc16_item_abilities_dart_of_doom		wh2_dlc16_item_abilities_dart_of_doom	2.0000	false	wh2_dlc16_unit_contact_weakened	5.0000	1	1.0000	300.0000	homing_strong_magical_fast		0.0000	true	true	true	30	medium_magic	700	false	false	false	true	1	false	false	true	true	1.0000		true	0.4200	0.4000		placeholder
wh2_dlc16_item_abilities_eagle_quiver	misc	artillery_explosive	wh2_dlc16_unit_abilities_volley_of_kurnous	none	2	fixed	400	10	65	100.0000	100.0000	10.0000	200	250	false	false	1.0000	8.0000	250.0000	0.1000	0	0	wh_dlc05_wef_arrow_of_kurnous		wh2_dlc16_weapon_abilities_eagle_quiver	1.0000	true		-1.0000	1	0.0000	300.0000	homing_medium_magical_fast_scattered		0.0000	true	true	true	30	very_high_magic	750	false	true	false	false	1	false	false	true	true	1.0000		false	0.4200	0.4000		placeholder
wh2_dlc16_unit_abilities_volley_of_kurnous	misc	small_arm_default	wh2_dlc16_unit_abilities_volley_of_kurnous	none	1	fixed	400	5	65	100.0000	100.0000	10.0000	16	16	false	false	1.0000	20.0000	300.0000	0.1000	0	0	wh_dlc05_wef_arrow_of_kurnous		wh2_dlc16_weapon_abilities_Volley_of_kurnous	0.5000	false		20.0000	1	0.0000	300.0000	homing_medium_magical_fast_scattered		0.0000	false	true	true	30	very_high_magic	700	false	false	false	false	1	false	false	false	true	1.0000		false	0.4200	0.4000		placeholder
wh2_dlc16_wef_talon_of_dawn_arrow	misc	small_arm_heavy		none	1	dual_low_fixed	190	8	88	68.0000	100.0000	0.0000	30	90	false	false	0.2000	10.0000	190.0000	0.1000	0	75	wh2_dlc16_talon_of_dawn_arrow		wh2_dlc16_arrow_talon_of_dawn	1.0000	true	wh2_dlc12_unit_contact_sundered_armour	-1.0000	1	0.0000	10.0000	homing_strong_smallarms		0.0000	false	true	true	45	large_2	700	false	false	false	true	2	false	false	false	true	1.0000		false	0.6200	0.4000		talon_of_dawn
wh2_dlc16_wef_talon_of_dusk_arrow	misc	small_arm_poison		none	10	low	190	8	88	60.0000	10.0000	6.0000	4	12	false	false	0.2000	10.0000	190.0000	6.0000	40	0	wh2_dlc16_talon_of_dusk_arrow		wh2_dlc16_arrow_talon_of_dusk	0.3000	true	wh_main_unit_contact_poison	-1.0000	1	0.0000	1.0000			0.0000	false	true	true	45	medium	700	false	false	false	false	2	false	false	true	true	1.0000		false	0.7000	0.4000		talon_of_dusk
wh2_dlc17_army_abilities_ancestral_rune_of_grimnir	misc	artillery_explosive	wh2_dlc17_army_abilities_ancestral_rune_of_grimnir	shell_spin	1	low	200	25	50	75.0000	30.0000	0.0000	864	864	false	false	2.0000	1.0000	250.0000	1.0000	0	0	wh2_dlc17_army_abilities_ancestral_rune_of_grimnir			3.5000	true		-1.0000	1	0.0000	1000.0000			1.0000	true	true	true	45	all	-1	false	false	false	true	1	false	false	true	true	1.0000		false	0.5600	0.4000		placeholder
wh2_dlc17_army_abilities_xapatis_sanctum	musket	small_arm_default		none	3	low	200	0	75	80.0000	100.0000	3.0000	44	132	false	false	0.2500	6.0000	100.0000	0.2000	0	0	wh2_dlc17_lzd_blowpipe_dart_hero		wh2_dlc17_ability_xapatis_sanctum	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	1.0000			0.0000	true	true	true	50	large_3	300	false	false	false	false	3	false	false	false	false	1.0000		false	0.7000	0.4000		placeholder
wh2_dlc17_bst_centigor_throwing_axe_ror	axe	small_arm_default		axe_spin	1	dual_low_fixed	70	0	60	32.0000	10.0000	0.0000	6	22	false	false	0.1200	10.0000	35.0000	2.0000	0	0	wh3_main_centigor_ror_poison_throwing_axe		wh2_dlc17_centigor_throwing_axe	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	3.0000			0.0000	false	true	true	50	low	140	false	false	false	false	1	false	false	false	false	0.5000		false	1.3100	0.4000		placeholder
wh2_dlc17_dwf_master_engineer_rifle_bullet_shotgun	musket	artillery_default		none	5	low	90	0	88	110.0000	70.0000	8.0000	5	70	false	false	0.1000	11.0000	55.0000	2.0000	0	0	wh_dwf_rifle_bullet		wh_bullet_multi_impact	2.0000	false	wh2_dlc12_unit_contact_suppressive_fire	-1.0000	1	0.0000	25.0000			0.0000	false	true	true	45	medium	100	false	false	false	false	1	false	false	true	false	0.5000		false	2.0000	0.4000		placeholder
wh2_dlc17_dwf_master_engineer_rifle_bullet_shotgun_magical	musket	artillery_default		none	5	low	90	0	88	110.0000	70.0000	8.0000	5	70	false	false	0.1000	11.0000	55.0000	2.0000	0	0	wh_dwf_rifle_bullet		wh_bullet_multi_impact	2.0000	false	wh2_dlc12_unit_contact_suppressive_fire	-1.0000	1	0.0000	25.0000			0.0000	true	true	true	45	medium	100	false	false	false	false	1	false	false	true	false	0.5000		false	2.0000	0.4000		placeholder
wh2_dlc17_dwf_master_engineer_rifle_bullet_sniper	musket	artillery_default		none	1	low	230	0	88	190.0000	70.0000	0.0000	60	180	false	false	0.1000	8.0000	190.0000	1.0000	150	0	wh_dwf_rifle_bullet		wh_bullet_multi_impact	-1.0000	false		-1.0000	1	0.0000	25.0000			0.0000	false	true	true	45	medium_3	-1	false	false	false	false	1	false	false	false	false	0.5000		false	2.0000	0.4000		placeholder
wh2_dlc17_dwf_master_engineer_rifle_bullet_sniper_magical	musket	artillery_default		none	1	low	230	0	88	190.0000	70.0000	0.0000	60	180	false	false	0.1000	8.0000	190.0000	1.0000	150	0	wh_dwf_rifle_bullet		wh_bullet_multi_impact	-1.0000	false		-1.0000	1	0.0000	25.0000			0.0000	true	true	true	45	medium_3	-1	false	false	false	false	1	false	false	false	false	0.5000		false	2.0000	0.4000		placeholder
wh2_dlc17_emp_free_company_pistol_bullet_blessed	musket	small_arm_default		none	1	low	90	0	45	90.0000	10.0000	0.0000	4	10	false	false	0.0500	9.0000	65.0000	2.0000	0	0	wh_emp_rifle_bullet		wh_bullet	-1.0000	false		-1.0000	1	0.0000	1.0000			0.0000	true	true	true	45	low	200	false	false	false	false	1	false	false	false	false	0.5000		false	0.4700	0.4000		placeholder
wh2_dlc17_hero_abilities_cinderblast_shell	misc	artillery_explosive	wh2_dlc13_lord_abilities_fire_arrow	none	1	dual_low_fixed	200	0	88	90.0000	100.0000	0.0000	320	210	false	false	1.0000	8.0000	200.0000	0.5000	0	133	wh2_dlc17_weapon_abilities_cinderblast_shell		wh2_dlc13_ability_arrow_of_aqshy	3.0000	false		5.0000	1	1.0000	25.0000	homing_strong_magical_fast		1.0000	false	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false	1.0000		false	0.4700	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_chamelon_stalkers	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	50	0	75	56.0000	20.0000	0.0000	9	3	false	false	0.1000	6.0000	50.0000	3.0000	0	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0000	false		-1.0000	1	0.0000	1.0000			1.0000	false	true	true	50	low	140	false	false	false	false	1	false	false	false	false	0.2500		false	0.0000	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_blessed	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion_blessed	none	1	low	50	0	75	56.0000	20.0000	0.0000	20	10	false	false	0.1000	6.0000	50.0000	3.0000	0	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0000	false		-1.0000	1	0.0000	1.0000			1.0000	false	true	true	50	low	140	false	false	false	false	1	false	false	false	false	0.2500		false	0.0000	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_daemonbane	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	50	0	75	56.0000	20.0000	0.0000	9	3	false	false	0.1000	6.0000	50.0000	3.0000	0	10	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0000	false		-1.0000	1	0.0000	1.0000	homing_strong_smallarms		1.0000	true	true	true	50	low	140	false	false	false	true	1	false	false	false	false	0.2500		false	0.0000	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_daemonbane_blessed	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion_blessed	none	1	low	50	0	75	56.0000	20.0000	0.0000	20	10	false	false	0.1000	6.0000	50.0000	3.0000	0	10	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0000	false		-1.0000	1	0.0000	1.0000	homing_strong_smallarms		1.0000	true	true	true	50	low	140	false	false	false	true	1	false	false	false	false	0.2500		false	0.0000	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_fireblood	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	50	0	75	56.0000	20.0000	0.0000	9	3	false	false	0.1000	6.0000	50.0000	3.0000	0	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0000	false	wh2_dlc12_unit_contact_sundered_armour	-1.0000	1	0.0000	1.0000			1.0000	false	true	true	50	low	140	false	false	false	true	1	false	false	false	false	0.2500		false	0.0000	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_fireblood_blessed	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion_blessed	none	1	low	50	0	75	56.0000	20.0000	0.0000	20	10	false	false	0.1000	6.0000	50.0000	3.0000	0	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0000	false	wh2_dlc12_unit_contact_sundered_armour	-1.0000	1	0.0000	1.0000			1.0000	false	true	true	50	low	140	false	false	false	true	1	false	false	false	false	0.2500		false	0.0000	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_slow_death	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	50	0	75	56.0000	20.0000	0.0000	9	3	false	false	0.1000	6.0000	50.0000	3.0000	0	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0000	false	wh2_dlc17_unit_contact_slow_death	-1.0000	1	0.0000	1.0000			1.0000	false	true	true	50	low	140	false	false	false	true	1	false	false	false	false	0.2500	wh2_dlc17_lzd_slow_death	false	0.0000	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_slow_death_blessed	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion_blessed	none	1	low	50	0	75	56.0000	20.0000	0.0000	20	10	false	false	0.1000	6.0000	50.0000	3.0000	0	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0000	false	wh2_dlc17_unit_contact_slow_death	-1.0000	1	0.0000	1.0000			1.0000	false	true	true	50	low	140	false	false	false	true	1	false	false	false	false	0.2500	wh2_dlc17_lzd_slow_death	false	0.0000	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_toadskin	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	50	0	75	56.0000	20.0000	0.0000	9	3	false	false	0.1000	6.0000	50.0000	3.0000	10	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0000	false	wh_dlc06_unit_contact_discouraged	-1.0000	1	0.0000	1.0000			1.0000	false	true	true	50	low	140	false	false	false	true	1	false	false	false	false	0.2500		false	0.0000	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_chamelon_stalkers_toadskin_blessed	arrow	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion_blessed	none	1	low	50	0	75	56.0000	20.0000	0.0000	20	10	false	false	0.1000	6.0000	50.0000	3.0000	10	0	wh2_dlc17_lzd_blowpipe_dart_explosive		wh2_dart_normal	-1.0000	false	wh_dlc06_unit_contact_discouraged	-1.0000	1	0.0000	1.0000			1.0000	false	true	true	50	low	140	false	false	false	true	1	false	false	false	false	0.2500		false	0.0000	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_oxyotl	musket	small_arm_default		none	1	low	120	0	75	80.0000	100.0000	1.0000	24	72	false	false	0.2500	6.0000	100.0000	0.2000	0	0	wh2_lzd_blowpipe_dart_hero		wh2_dart_normal	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	5.0000			0.0000	true	true	true	50	large_3	300	false	false	false	true	3	false	false	false	false	0.5000	wh2_dlc17_lzd_blowpipe_oxyotl	false	0.5250	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_oxyotl_daemonbane	musket	small_arm_default		none	1	low	120	0	75	80.0000	100.0000	1.0000	24	72	false	false	0.2500	6.0000	100.0000	0.2000	0	20	wh2_lzd_blowpipe_daemonbane		wh2_dart_normal	-1.0000	false		-1.0000	1	0.0000	5.0000	homing_strong_magical_fast		0.0000	true	true	true	50	large_3	300	false	false	false	true	3	false	false	false	false	0.5000	wh2_dlc17_lzd_blowpipe_oxyotl	false	0.5250	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_oxyotl_fireblood	musket	small_arm_default	wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion	none	1	low	120	0	75	80.0000	100.0000	1.0000	24	72	false	false	0.2500	6.0000	100.0000	0.2000	0	0	wh2_lzd_blowpipe_fireblood		wh2_dart_normal	-1.0000	false	wh2_dlc12_unit_contact_sundered_armour	-1.0000	1	0.0000	5.0000			1.0000	false	true	true	50	large_3	300	false	false	false	true	3	false	false	false	false	0.5000	wh2_dlc17_lzd_blowpipe_oxyotl	false	0.5250	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_oxyotl_slow_death	musket	small_arm_default		none	1	low	120	0	75	80.0000	100.0000	1.0000	24	72	false	false	0.2500	6.0000	100.0000	0.2000	0	0	wh2_lzd_blowpipe_slow_death		wh2_dart_normal	-1.0000	false	wh2_dlc17_unit_contact_slow_death	-1.0000	1	0.0000	5.0000			0.0000	false	true	true	50	large_3	300	false	false	false	true	3	false	false	false	false	0.5000	wh2_dlc17_lzd_blowpipe_oxyotl_slow_death	false	0.5250	0.4000		placeholder
wh2_dlc17_lzd_blowpipe_oxyotl_toadskin	musket	small_arm_default		none	1	low	120	0	75	80.0000	100.0000	1.0000	24	72	false	false	0.2500	6.0000	100.0000	0.2000	30	0	wh2_lzd_blowpipe_toadskin		wh2_dart_normal	-1.0000	false	wh_dlc06_unit_contact_discouraged	-1.0000	1	0.0000	5.0000			0.0000	false	true	true	50	large_3	300	false	false	false	true	3	false	false	false	false	0.5000	wh2_dlc17_lzd_blowpipe_oxyotl	false	0.5250	0.4000		placeholder
wh2_dlc17_lzd_troglodon_spit	artillery	artillery_default	wh2_dlc17_lzd_troglodon_spit	none	1	dual_low_fixed	120	5	88	80.0000	25.0000	0.0000	100	320	false	false	0.5000	8.0000	100.0000	0.5000	0	150	wh2_dlc17_lzd_troglodon_spit		wh2_dlc17_lzd_troglodon_spit	2.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	10.0000			0.0000	false	true	true	25	low	200	false	false	false	true	1	true	false	true	true	1.5000		false	0.4400	0.4000		placeholder
