key	level	trait	threshold_points
wh2_main_trait_defeats_against_high_elves	1	wh2_main_trait_defeats_against_high_elves	5
wh2_main_trait_defeats_against_humans	1	wh2_main_trait_defeats_against_humans	5
wh2_main_trait_defeats_against_khorne	1	wh2_main_trait_defeats_against_khorne	5
wh2_main_trait_defeats_against_kislev	1	wh2_main_trait_defeats_against_kislev	5
wh2_main_trait_defeats_against_lizardmen	1	wh2_main_trait_defeats_against_lizardmen	5
wh2_main_trait_defeats_against_nurgle	1	wh2_main_trait_defeats_against_nurgle	5
wh2_main_trait_defeats_against_ogre_kingdoms	1	wh2_main_trait_defeats_against_ogre_kingdoms	5
wh2_main_trait_defeats_against_skaven	1	wh2_main_trait_defeats_against_skaven	5
wh2_main_trait_defeats_against_slaanesh	1	wh2_main_trait_defeats_against_slaanesh	5
wh2_main_trait_defeats_against_tomb_kings	1	wh2_main_trait_defeats_against_tomb_kings	5
wh2_main_trait_defeats_against_tzeentch	1	wh2_main_trait_defeats_against_tzeentch	5
wh2_main_trait_defeats_against_vampire_coast	1	wh2_main_trait_defeats_against_vampire_coast	5
wh2_main_trait_defeats_against_vampires	1	wh2_main_trait_defeats_against_vampires	5
wh2_main_trait_defeats_against_wood_elves	1	wh2_main_trait_defeats_against_wood_elves	5
wh2_main_trait_defeats_at_sea_1	1	wh2_main_trait_defeats_at_sea	3
wh2_main_trait_defeats_at_sea_2	2	wh2_main_trait_defeats_at_sea	6
wh2_main_trait_defeats_at_sea_3	3	wh2_main_trait_defeats_at_sea	9
wh2_main_trait_defending_defeat_1	1	wh2_main_trait_defending_defeat	2
wh2_main_trait_defending_defeat_2	2	wh2_main_trait_defending_defeat	3
wh2_main_trait_defending_defeat_3	3	wh2_main_trait_defending_defeat	4
wh2_main_trait_defending_victory_1	1	wh2_main_trait_defending_victory	5
wh2_main_trait_defending_victory_2	2	wh2_main_trait_defending_victory	10
wh2_main_trait_defending_victory_3	3	wh2_main_trait_defending_victory	15
wh2_main_trait_exploring	1	wh2_main_trait_exploring	1
wh2_main_trait_far_from_capital	1	wh2_main_trait_far_from_capital	5
wh2_main_trait_fighter_1	1	wh2_main_trait_fighter	10
wh2_main_trait_fighter_2	2	wh2_main_trait_fighter	20
wh2_main_trait_fighter_3	3	wh2_main_trait_fighter	30
wh2_main_trait_general_status_all_cursed	1	wh2_main_trait_general_status_all_cursed	1
wh2_main_trait_innate_dummy_oglok	1	wh2_main_trait_innate_dummy_oglok	1
wh2_main_trait_innate_dummy_raknik	1	wh2_main_trait_innate_dummy_raknik	1
wh2_main_trait_lazy_1	1	wh2_main_trait_lazy	1
wh2_main_trait_lazy_2	2	wh2_main_trait_lazy	2
wh2_main_trait_lazy_3	3	wh2_main_trait_lazy	3
wh2_main_trait_lone_wolf_1	1	wh2_main_trait_lone_wolf	1
wh2_main_trait_lone_wolf_2	2	wh2_main_trait_lone_wolf	2
wh2_main_trait_lone_wolf_3	3	wh2_main_trait_lone_wolf	3
wh2_main_trait_non_corrupted	1	wh2_main_trait_non_corrupted	999
wh2_main_trait_pacifist_1	1	wh2_main_trait_pacifist	1
wh2_main_trait_pacifist_2	2	wh2_main_trait_pacifist	2
wh2_main_trait_pacifist_3	3	wh2_main_trait_pacifist	3
wh2_main_trait_post_battle_execute	1	wh2_main_trait_post_battle_execute	10
wh2_main_trait_post_battle_ransom	1	wh2_main_trait_post_battle_ransom	10
wh2_main_trait_public_order_1	1	wh2_main_trait_public_order	4
wh2_main_trait_public_order_2	2	wh2_main_trait_public_order	8
wh2_main_trait_public_order_3	3	wh2_main_trait_public_order	12
wh2_main_trait_razing_1	1	wh2_main_trait_razing	3
wh2_main_trait_razing_2	2	wh2_main_trait_razing	6
wh2_main_trait_razing_3	3	wh2_main_trait_razing	9
wh2_main_trait_reinforcing	1	wh2_main_trait_reinforcing	5
wh2_main_trait_reinforcing_beastmen	1	wh2_main_trait_reinforcing_beastmen	4
wh2_main_trait_reinforcing_cathay	1	wh2_main_trait_reinforcing_cathay	4
wh2_main_trait_reinforcing_chaos	1	wh2_main_trait_reinforcing_chaos	4
wh2_main_trait_reinforcing_daemons	1	wh2_main_trait_reinforcing_daemons	4
wh2_main_trait_reinforcing_dark_elves	1	wh2_main_trait_reinforcing_dark_elves	4
wh2_main_trait_reinforcing_dwarfs	1	wh2_main_trait_reinforcing_dwarfs	4
wh2_main_trait_reinforcing_greenskins	1	wh2_main_trait_reinforcing_greenskins	4
wh2_main_trait_reinforcing_high_elves	1	wh2_main_trait_reinforcing_high_elves	4
wh2_main_trait_reinforcing_humans	1	wh2_main_trait_reinforcing_humans	4
wh2_main_trait_reinforcing_khorne	1	wh2_main_trait_reinforcing_khorne	4
wh2_main_trait_reinforcing_kislev	1	wh2_main_trait_reinforcing_kislev	4
wh2_main_trait_reinforcing_lizardmen	1	wh2_main_trait_reinforcing_lizardmen	4
wh2_main_trait_reinforcing_nurgle	1	wh2_main_trait_reinforcing_nurgle	4
wh2_main_trait_reinforcing_ogre_kingdoms	1	wh2_main_trait_reinforcing_ogre_kingdoms	4
wh2_main_trait_reinforcing_skaven	1	wh2_main_trait_reinforcing_skaven	4
wh2_main_trait_reinforcing_slaanesh	1	wh2_main_trait_reinforcing_slaanesh	4
wh2_main_trait_reinforcing_tomb_kings	1	wh2_main_trait_reinforcing_tomb_kings	4
wh2_main_trait_reinforcing_tzeentch	1	wh2_main_trait_reinforcing_tzeentch	4
wh2_main_trait_reinforcing_vampire_coast	1	wh2_main_trait_reinforcing_vampire_coast	4
wh2_main_trait_reinforcing_vampires	1	wh2_main_trait_reinforcing_vampires	4
wh2_main_trait_reinforcing_wood_elves	1	wh2_main_trait_reinforcing_wood_elves	4
wh2_main_trait_routed_1	1	wh2_main_trait_routed	3
wh2_main_trait_routed_2	2	wh2_main_trait_routed	6
wh2_main_trait_routed_3	3	wh2_main_trait_routed	9
wh2_main_trait_ruler_personality_kroq_gar_ancient_spawn	1	wh2_main_trait_ruler_personality_kroq_gar_ancient_spawn	1
wh2_main_trait_ruler_personality_malekith_witch_king	1	wh2_main_trait_ruler_personality_malekith_witch_king	1
wh2_main_trait_ruler_personality_morathi_dark_manipulator	1	wh2_main_trait_ruler_personality_morathi_dark_manipulator	1
wh2_main_trait_ruler_personality_tiranoc_chariots	1	wh2_main_trait_ruler_personality_tiranoc_chariots	1
wh2_main_trait_ruler_personality_tyrion_no_politician	1	wh2_main_trait_ruler_personality_tyrion_no_politician	1
wh2_main_trait_sacking_1	1	wh2_main_trait_sacking	3
wh2_main_trait_sacking_2	2	wh2_main_trait_sacking	6
wh2_main_trait_sacking_3	3	wh2_main_trait_sacking	9
wh2_main_trait_sea_legs	1	wh2_main_trait_sea_legs	8
wh2_main_trait_siege_defeat_1	1	wh2_main_trait_siege_defeat	2
wh2_main_trait_siege_defeat_2	2	wh2_main_trait_siege_defeat	4
wh2_main_trait_siege_defeat_3	3	wh2_main_trait_siege_defeat	6
wh2_main_trait_siege_victory_1	1	wh2_main_trait_siege_victory	4
wh2_main_trait_siege_victory_2	2	wh2_main_trait_siege_victory	8
wh2_main_trait_siege_victory_3	3	wh2_main_trait_siege_victory	12
wh2_main_trait_skv_badly_mutated	1	wh2_main_trait_skv_badly_mutated	1
wh2_main_trait_skv_boom_master	1	wh2_main_trait_skv_boom_master	1
wh2_main_trait_skv_flayed_tail	1	wh2_main_trait_skv_flayed_tail	1
wh2_main_trait_skv_musk_of_the_overlord	1	wh2_main_trait_skv_musk_of_the_overlord	1
wh2_main_trait_skv_one_eye	1	wh2_main_trait_skv_one_eye	1
wh2_main_trait_slaver	1	wh2_main_trait_slaver	5
wh2_main_trait_stance_ambushing	1	wh2_main_trait_stance_ambushing	10
wh2_main_trait_stance_astromancy	1	wh2_main_trait_stance_astromancy	10
wh2_main_trait_stance_channeling	1	wh2_main_trait_stance_channeling	10
wh2_main_trait_stance_forced_march	1	wh2_main_trait_stance_forced_march	12
wh2_main_trait_stance_raiding	1	wh2_main_trait_stance_raiding	10
wh2_main_trait_stance_recruiting	1	wh2_main_trait_stance_recruiting	12
wh2_main_trait_stance_stalking	1	wh2_main_trait_stance_stalking	10
wh2_main_trait_stance_tunneling	1	wh2_main_trait_stance_tunneling	10
wh2_main_trait_wins_1	1	wh2_main_trait_wins	3
wh2_main_trait_wins_2	2	wh2_main_trait_wins	6
wh2_main_trait_wins_3	3	wh2_main_trait_wins	9
wh2_main_trait_wins_against_beastmen	1	wh2_main_trait_wins_against_beastmen	5
wh2_main_trait_wins_against_cathay	1	wh2_main_trait_wins_against_cathay	5
wh2_main_trait_wins_against_chaos	1	wh2_main_trait_wins_against_chaos	5
wh2_main_trait_wins_against_daemons	1	wh2_main_trait_wins_against_daemons	5
wh2_main_trait_wins_against_dark_elves	1	wh2_main_trait_wins_against_dark_elves	5
wh2_main_trait_wins_against_dwarfs	1	wh2_main_trait_wins_against_dwarfs	5
wh2_main_trait_wins_against_greenskins	1	wh2_main_trait_wins_against_greenskins	5
wh2_main_trait_wins_against_high_elves	1	wh2_main_trait_wins_against_high_elves	5
wh2_main_trait_wins_against_humans	1	wh2_main_trait_wins_against_humans	5
wh2_main_trait_wins_against_khorne	1	wh2_main_trait_wins_against_khorne	5
wh2_main_trait_wins_against_kislev	1	wh2_main_trait_wins_against_kislev	5
wh2_main_trait_wins_against_lizardmen	1	wh2_main_trait_wins_against_lizardmen	5
wh2_main_trait_wins_against_nurgle	1	wh2_main_trait_wins_against_nurgle	5
wh2_main_trait_wins_against_ogre_kingdoms	1	wh2_main_trait_wins_against_ogre_kingdoms	5
wh2_main_trait_wins_against_rogue_armies	1	wh2_main_trait_wins_against_rogue_armies	5
wh2_main_trait_wins_against_skaven	1	wh2_main_trait_wins_against_skaven	5
wh2_main_trait_wins_against_slaanesh	1	wh2_main_trait_wins_against_slaanesh	5
wh2_main_trait_wins_against_tomb_kings	1	wh2_main_trait_wins_against_tomb_kings	5
wh2_main_trait_wins_against_tzeentch	1	wh2_main_trait_wins_against_tzeentch	5
wh2_main_trait_wins_against_vampire_coast	1	wh2_main_trait_wins_against_vampire_coast	5
wh2_main_trait_wins_against_vampires	1	wh2_main_trait_wins_against_vampires	5
wh2_main_trait_wins_against_wood_elves	1	wh2_main_trait_wins_against_wood_elves	5
wh2_main_trait_wins_at_sea_1	1	wh2_main_trait_wins_at_sea	3
wh2_main_trait_wins_at_sea_2	2	wh2_main_trait_wins_at_sea	6
wh2_main_trait_wins_at_sea_3	3	wh2_main_trait_wins_at_sea	9
wh2_main_trait_wounded	1	wh2_main_trait_wounded	5
wh2_pro08_trait_felix_01	1	wh2_pro08_trait_felix	1
wh2_pro08_trait_felix_02	2	wh2_pro08_trait_felix	2
wh2_pro08_trait_felix_03	3	wh2_pro08_trait_felix	3
wh2_pro08_trait_gotrek_01	1	wh2_pro08_trait_gotrek	1
wh2_pro08_trait_gotrek_02	2	wh2_pro08_trait_gotrek	2
wh2_pro08_trait_gotrek_03	3	wh2_pro08_trait_gotrek	3
wh2_twa03_trait_defeated_rakarth	1	wh2_twa03_trait_defeated_rakarth	1
wh3_dlc20_legacy_trait_exalted_hero_to_marked	1	wh3_dlc20_legacy_trait_exalted_hero_to_marked	1
wh3_dlc20_legacy_trait_lord_to_daemon_prince	1	wh3_dlc20_legacy_trait_lord_to_daemon_prince	1
wh3_dlc20_legacy_trait_lord_undivided_to_marked	1	wh3_dlc20_legacy_trait_lord_undivided_to_marked	1
wh3_dlc20_legacy_trait_sorcerer_death	1	wh3_dlc20_legacy_trait_sorcerer_death	1
wh3_dlc20_legacy_trait_sorcerer_fire	1	wh3_dlc20_legacy_trait_sorcerer_fire	1
wh3_dlc20_legacy_trait_sorcerer_lord_death_nur_to_daemon_prince	1	wh3_dlc20_legacy_trait_sorcerer_lord_death_nur_to_daemon_prince	1
wh3_dlc20_legacy_trait_sorcerer_lord_death_to_death_mnur	1	wh3_dlc20_legacy_trait_sorcerer_lord_death_to_death_mnur	1
wh3_dlc20_legacy_trait_sorcerer_lord_fire_to_daemon_prince	1	wh3_dlc20_legacy_trait_sorcerer_lord_fire_to_daemon_prince	1
wh3_dlc20_legacy_trait_sorcerer_lord_metal_tze_to_daemon_prince	1	wh3_dlc20_legacy_trait_sorcerer_lord_metal_tze_to_daemon_prince	1
wh3_dlc20_legacy_trait_sorcerer_lord_nurgle_nur_to_daemon_prince	1	wh3_dlc20_legacy_trait_sorcerer_lord_nurgle_nur_to_daemon_prince	1
wh3_dlc20_legacy_trait_sorcerer_lord_tzeentch_tze_to_daemon_prince	1	wh3_dlc20_legacy_trait_sorcerer_lord_tzeentch_tze_to_daemon_prince	1
wh3_dlc20_legacy_trait_sorcerer_metal	1	wh3_dlc20_legacy_trait_sorcerer_metal	1
wh3_dlc20_legacy_trait_sorcerer_metal_to_metal_mtze	1	wh3_dlc20_legacy_trait_sorcerer_metal_to_metal_mtze	1
wh3_dlc20_legacy_trait_sorcerer_shadows	1	wh3_dlc20_legacy_trait_sorcerer_shadows	1
wh3_dlc20_legacy_trait_sorcerer_shadows_to_shadows_msla	1	wh3_dlc20_legacy_trait_sorcerer_shadows_to_shadows_msla	1
wh3_dlc20_trait_champion_of_zanbaijin_azazel	1	wh3_dlc20_trait_champion_of_zanbaijin_azazel	1
wh3_dlc20_trait_champion_of_zanbaijin_festus	1	wh3_dlc20_trait_champion_of_zanbaijin_festus	1
wh3_dlc20_trait_champion_of_zanbaijin_valkia	1	wh3_dlc20_trait_champion_of_zanbaijin_valkia	1
wh3_dlc20_trait_champion_of_zanbaijin_vilitch	1	wh3_dlc20_trait_champion_of_zanbaijin_vilitch	1
wh3_dlc20_trait_defeated_azazel	1	wh3_dlc20_trait_defeated_azazel	1
wh3_dlc20_trait_defeated_festus	1	wh3_dlc20_trait_defeated_festus	1
wh3_dlc20_trait_defeated_valkia	1	wh3_dlc20_trait_defeated_valkia	1
wh3_dlc20_trait_defeated_vilitch	1	wh3_dlc20_trait_defeated_vilitch	1
wh3_dlc20_unique_trait_kormak	1	wh3_dlc20_unique_trait_kormak	1
wh3_dlc20_unique_trait_ograx	1	wh3_dlc20_unique_trait_ograx	1
wh3_dlc23_trait_sarthorael_the_everwatcher	1	wh3_dlc23_trait_sarthorael_the_everwatcher	1
wh3_main_prologue_chosen	1	wh3_main_prologue_chosen	1
wh3_main_prologue_devious	1	wh3_main_prologue_devious	1
wh3_main_prologue_egotist	1	wh3_main_prologue_egotist	1
wh3_main_prologue_honest	1	wh3_main_prologue_honest	1
wh3_main_prologue_saviour	1	wh3_main_prologue_saviour	1
wh3_main_prologue_saviour_2	2	wh3_main_prologue_saviour	2
wh3_main_prologue_saviour_3	3	wh3_main_prologue_saviour	3
wh3_main_prologue_trait_post_battle_execute	1	wh3_main_prologue_trait_post_battle_execute	10
wh3_main_prologue_vengeful	1	wh3_main_prologue_vengeful	1
wh3_main_prologue_vengeful_2	2	wh3_main_prologue_vengeful	2
wh3_main_prologue_vengeful_3	3	wh3_main_prologue_vengeful	3
wh3_main_prologue_warlord	1	wh3_main_prologue_warlord	1
wh3_main_trait_ataman_a_boon_for_all	1	wh3_main_trait_ataman_a_boon_for_all	1
wh3_main_trait_ataman_banisher	1	wh3_main_trait_ataman_banisher	1
wh3_main_trait_ataman_bolsterer	1	wh3_main_trait_ataman_bolsterer	1
wh3_main_trait_ataman_defender	1	wh3_main_trait_ataman_defender	1
wh3_main_trait_ataman_drawer_of_blood	1	wh3_main_trait_ataman_drawer_of_blood	1
wh3_main_trait_ataman_drillmaster	1	wh3_main_trait_ataman_drillmaster	1
wh3_main_trait_ataman_favours_cavalry	1	wh3_main_trait_ataman_favours_cavalry	1
wh3_main_trait_ataman_favours_infantry	1	wh3_main_trait_ataman_favours_infantry	1
wh3_main_trait_ataman_fiscally_prudent	1	wh3_main_trait_ataman_fiscally_prudent	1
wh3_main_trait_ataman_frost_maiden_ally	1	wh3_main_trait_ataman_frost_maiden_ally	1
wh3_main_trait_ataman_good_host	1	wh3_main_trait_ataman_good_host	1
wh3_main_trait_ataman_horse_comrade	1	wh3_main_trait_ataman_horse_comrade	1
wh3_main_trait_ataman_ice_court_informer	1	wh3_main_trait_ataman_ice_court_informer	1
wh3_main_trait_ataman_investor	1	wh3_main_trait_ataman_investor	1
wh3_main_trait_ataman_master_builder	1	wh3_main_trait_ataman_master_builder	1
wh3_main_trait_ataman_observant	1	wh3_main_trait_ataman_observant	1
wh3_main_trait_ataman_orthodoxy_loyalist	1	wh3_main_trait_ataman_orthodoxy_loyalist	1
wh3_main_trait_ataman_pioneer	1	wh3_main_trait_ataman_pioneer	1
wh3_main_trait_ataman_pragmatic_defender	1	wh3_main_trait_ataman_pragmatic_defender	1
wh3_main_trait_ataman_province_first	1	wh3_main_trait_ataman_province_first	1
wh3_main_trait_ataman_purger	1	wh3_main_trait_ataman_purger	1
wh3_main_trait_ataman_recruiter	1	wh3_main_trait_ataman_recruiter	1
wh3_main_trait_ataman_reverent_patriarch	1	wh3_main_trait_ataman_reverent_patriarch	1
wh3_main_trait_ataman_reward_the_one	1	wh3_main_trait_ataman_reward_the_one	1
wh3_main_trait_ataman_seeker_of_foes	1	wh3_main_trait_ataman_seeker_of_foes	1
wh3_main_trait_ataman_traditionalist	1	wh3_main_trait_ataman_traditionalist	1
wh3_main_trait_belakor_spells_hidden	1	wh3_main_trait_belakor_spells_hidden	1
wh3_main_trait_blessed_by_ind_blades	1	wh3_main_trait_blessed_by_ind_blades	1
wh3_main_trait_blessed_by_ind_riches	1	wh3_main_trait_blessed_by_ind_riches	1
wh3_main_trait_bst_unique_kharak_stoneheart	1	wh3_main_trait_bst_unique_kharak_stoneheart	1
wh3_main_trait_caravan_daemon_hunter	1	wh3_main_trait_caravan_daemon_hunter	1
wh3_main_trait_corrupted_khorne	1	wh3_main_trait_corrupted_khorne	20
wh3_main_trait_corrupted_nurgle	1	wh3_main_trait_corrupted_nurgle	20
wh3_main_trait_corrupted_slaanesh	1	wh3_main_trait_corrupted_slaanesh	20
wh3_main_trait_corrupted_tzeentch	1	wh3_main_trait_corrupted_tzeentch	20
wh3_main_trait_defeated_belakor	1	wh3_main_trait_defeated_belakor	1
wh3_main_trait_defeated_boris	1	wh3_main_trait_defeated_boris	1
wh3_main_trait_defeated_daemon_prince	1	wh3_main_trait_defeated_daemon_prince	1
wh3_main_trait_defeated_greasus_goldtooth	1	wh3_main_trait_defeated_greasus_goldtooth	1
wh3_main_trait_defeated_kairos	1	wh3_main_trait_defeated_kairos	1
wh3_main_trait_defeated_katarin	1	wh3_main_trait_defeated_katarin	1
wh3_main_trait_defeated_kostaltyn	1	wh3_main_trait_defeated_kostaltyn	1
wh3_main_trait_defeated_kugath	1	wh3_main_trait_defeated_kugath	1
wh3_main_trait_defeated_miao_ying	1	wh3_main_trait_defeated_miao_ying	1
wh3_main_trait_defeated_nkari	1	wh3_main_trait_defeated_nkari	1
wh3_main_trait_defeated_skarbrand	1	wh3_main_trait_defeated_skarbrand	1
wh3_main_trait_defeated_skrag_the_slaughterer	1	wh3_main_trait_defeated_skrag_the_slaughterer	1
wh3_main_trait_defeated_zhao_ming	1	wh3_main_trait_defeated_zhao_ming	1
wh3_main_trait_dilemma_cth_selfish_leader	1	wh3_main_trait_dilemma_cth_selfish_leader	1
wh3_main_trait_dilemma_cth_selfless_leader	1	wh3_main_trait_dilemma_cth_selfless_leader	1
wh3_main_trait_dilemma_dae_ruinous_infusion	1	wh3_main_trait_dilemma_dae_ruinous_infusion	1
wh3_main_trait_dilemma_dae_the_princes_mark	1	wh3_main_trait_dilemma_dae_the_princes_mark	1
wh3_main_trait_dilemma_kho_brutalised_visage	1	wh3_main_trait_dilemma_kho_brutalised_visage	1
wh3_main_trait_dilemma_kho_ironhide	1	wh3_main_trait_dilemma_kho_ironhide	1
wh3_main_trait_dilemma_nur_grandfathers_embrace	1	wh3_main_trait_dilemma_nur_grandfathers_embrace	1
wh3_main_trait_dilemma_nur_living_contagion	1	wh3_main_trait_dilemma_nur_living_contagion	1
wh3_main_trait_dilemma_ogr_full_oguts	1	wh3_main_trait_dilemma_ogr_full_oguts	1
wh3_main_trait_dilemma_ogr_stomach_reduction_surgery	1	wh3_main_trait_dilemma_ogr_stomach_reduction_surgery	1
wh3_main_trait_dilemma_ogr_tapestry_of_wounds	1	wh3_main_trait_dilemma_ogr_tapestry_of_wounds	1
wh3_main_trait_dilemma_sla_avatar_of_agony	1	wh3_main_trait_dilemma_sla_avatar_of_agony	1
wh3_main_trait_dilemma_sla_intoxicating_presence	1	wh3_main_trait_dilemma_sla_intoxicating_presence	1
wh3_main_trait_dilemma_tze_a_thousand_fingers	1	wh3_main_trait_dilemma_tze_a_thousand_fingers	1
wh3_main_trait_dilemma_tze_whispering_skull	1	wh3_main_trait_dilemma_tze_whispering_skull	1
wh3_main_trait_dummy_caravan_con_artist	1	wh3_main_trait_dummy_caravan_con_artist	1
wh3_main_trait_dummy_caravan_ex_bandit	1	wh3_main_trait_dummy_caravan_ex_bandit	1
wh3_main_trait_dummy_caravan_gambler	1	wh3_main_trait_dummy_caravan_gambler	1
wh3_main_trait_dummy_caravan_herbalist	1	wh3_main_trait_dummy_caravan_herbalist	1
wh3_main_trait_dummy_caravan_hunter	1	wh3_main_trait_dummy_caravan_hunter	1
wh3_main_trait_dummy_caravan_lingual	1	wh3_main_trait_dummy_caravan_lingual	1
wh3_main_trait_dummy_caravan_navigator	1	wh3_main_trait_dummy_caravan_navigator	1
wh3_main_trait_dummy_caravan_obscurer	1	wh3_main_trait_dummy_caravan_obscurer	1
wh3_main_trait_dummy_caravan_punctual	1	wh3_main_trait_dummy_caravan_punctual	1
wh3_main_trait_dummy_caravan_risk	1	wh3_main_trait_dummy_caravan_risk	1
wh3_main_trait_dummy_caravan_soldier	1	wh3_main_trait_dummy_caravan_soldier	1
wh3_main_trait_dummy_caravan_starter	1	wh3_main_trait_dummy_caravan_starter	1
wh3_main_trait_dummy_caravan_weather	1	wh3_main_trait_dummy_caravan_weather	1
wh3_main_trait_hef_unique_mellindirei	1	wh3_main_trait_hef_unique_mellindirei	1
wh3_main_trait_ice_court_agent_of_brutality	1	wh3_main_trait_ice_court_agent_of_brutality	1
wh3_main_trait_ice_court_artillerist	1	wh3_main_trait_ice_court_artillerist	1
wh3_main_trait_ice_court_artillerist_hero	1	wh3_main_trait_ice_court_artillerist_hero	1
wh3_main_trait_ice_court_battler	1	wh3_main_trait_ice_court_battler	1
wh3_main_trait_ice_court_better_bows_for_bodyguards	1	wh3_main_trait_ice_court_better_bows_for_bodyguards	1
wh3_main_trait_ice_court_better_bows_for_bodyguards_hero	1	wh3_main_trait_ice_court_better_bows_for_bodyguards_hero	1
wh3_main_trait_ice_court_better_swords_for_shielders	1	wh3_main_trait_ice_court_better_swords_for_shielders	1
wh3_main_trait_ice_court_better_swords_for_shielders_hero	1	wh3_main_trait_ice_court_better_swords_for_shielders_hero	1
wh3_main_trait_ice_court_blessed_are_the_footsoldiers	1	wh3_main_trait_ice_court_blessed_are_the_footsoldiers	1
wh3_main_trait_ice_court_blessed_cavalry	1	wh3_main_trait_ice_court_blessed_cavalry	1
wh3_main_trait_ice_court_builder	1	wh3_main_trait_ice_court_builder	1
wh3_main_trait_ice_court_campaigner	1	wh3_main_trait_ice_court_campaigner	1
wh3_main_trait_ice_court_cavalry_focused	1	wh3_main_trait_ice_court_cavalry_focused	1
wh3_main_trait_ice_court_cavalry_focused_hero	1	wh3_main_trait_ice_court_cavalry_focused_hero	1
wh3_main_trait_ice_court_clerical_conspirator	1	wh3_main_trait_ice_court_clerical_conspirator	1
wh3_main_trait_ice_court_court_controller	1	wh3_main_trait_ice_court_court_controller	1
wh3_main_trait_ice_court_economist	1	wh3_main_trait_ice_court_economist	1
wh3_main_trait_ice_court_eldritch_defender	1	wh3_main_trait_ice_court_eldritch_defender	1
wh3_main_trait_ice_court_fighter	1	wh3_main_trait_ice_court_fighter	1
wh3_main_trait_ice_court_glacial_blaster	1	wh3_main_trait_ice_court_glacial_blaster	1
wh3_main_trait_ice_court_growth_is_great	1	wh3_main_trait_ice_court_growth_is_great	1
wh3_main_trait_ice_court_ice_charioteer	1	wh3_main_trait_ice_court_ice_charioteer	1
wh3_main_trait_ice_court_ice_charioteer_hero	1	wh3_main_trait_ice_court_ice_charioteer_hero	1
wh3_main_trait_ice_court_ice_shard_wielder	1	wh3_main_trait_ice_court_ice_shard_wielder	1
wh3_main_trait_ice_court_infantry_focused	1	wh3_main_trait_ice_court_infantry_focused	1
wh3_main_trait_ice_court_infantry_focused_hero	1	wh3_main_trait_ice_court_infantry_focused_hero	1
wh3_main_trait_ice_court_magical_warrior	1	wh3_main_trait_ice_court_magical_warrior	1
wh3_main_trait_ice_court_magical_warrior_hero	1	wh3_main_trait_ice_court_magical_warrior_hero	1
wh3_main_trait_ice_court_martial_encouragement	1	wh3_main_trait_ice_court_martial_encouragement	1
wh3_main_trait_ice_court_martial_encouragement_hero	1	wh3_main_trait_ice_court_martial_encouragement_hero	1
wh3_main_trait_ice_court_martial_magician	1	wh3_main_trait_ice_court_martial_magician	1
wh3_main_trait_ice_court_ownership_is_theft	1	wh3_main_trait_ice_court_ownership_is_theft	1
wh3_main_trait_ice_court_perfect_vigour	1	wh3_main_trait_ice_court_perfect_vigour	1
wh3_main_trait_ice_court_province_protector	1	wh3_main_trait_ice_court_province_protector	1
wh3_main_trait_ice_court_quiet_warrior	1	wh3_main_trait_ice_court_quiet_warrior	1
wh3_main_trait_ice_court_raider	1	wh3_main_trait_ice_court_raider	1
wh3_main_trait_ice_court_ranger	1	wh3_main_trait_ice_court_ranger	1
wh3_main_trait_ice_court_ranger_hero	1	wh3_main_trait_ice_court_ranger_hero	1
wh3_main_trait_ice_court_sacker	1	wh3_main_trait_ice_court_sacker	1
wh3_main_trait_ice_court_scourge_of_the_corrupt	1	wh3_main_trait_ice_court_scourge_of_the_corrupt	1
wh3_main_trait_ice_court_stalker	1	wh3_main_trait_ice_court_stalker	1
wh3_main_trait_ice_court_unbreakable	1	wh3_main_trait_ice_court_unbreakable	1
wh3_main_trait_ice_court_vanguard_deployer	1	wh3_main_trait_ice_court_vanguard_deployer	1
wh3_main_trait_ice_court_wounder	1	wh3_main_trait_ice_court_wounder	1
wh3_main_trait_realm_khorne_1	1	wh3_main_trait_realm_khorne	3
wh3_main_trait_realm_khorne_2	2	wh3_main_trait_realm_khorne	6
wh3_main_trait_realm_khorne_3	3	wh3_main_trait_realm_khorne	9
wh3_main_trait_realm_khorne_daemons	1	wh3_main_trait_realm_khorne_daemons	3
wh3_main_trait_realm_nurgle_1	1	wh3_main_trait_realm_nurgle	3
wh3_main_trait_realm_nurgle_2	2	wh3_main_trait_realm_nurgle	6
wh3_main_trait_realm_nurgle_3	3	wh3_main_trait_realm_nurgle	9
wh3_main_trait_realm_nurgle_daemons	1	wh3_main_trait_realm_nurgle_daemons	3
wh3_main_trait_realm_slaanesh_1	1	wh3_main_trait_realm_slaanesh	3
wh3_main_trait_realm_slaanesh_2	2	wh3_main_trait_realm_slaanesh	6
wh3_main_trait_realm_slaanesh_3	3	wh3_main_trait_realm_slaanesh	9
wh3_main_trait_realm_slaanesh_daemons	1	wh3_main_trait_realm_slaanesh_daemons	3
wh3_main_trait_realm_tzeentch_1	1	wh3_main_trait_realm_tzeentch	3
wh3_main_trait_realm_tzeentch_2	2	wh3_main_trait_realm_tzeentch	6
wh3_main_trait_realm_tzeentch_3	3	wh3_main_trait_realm_tzeentch	9
wh3_main_trait_realm_tzeentch_daemons	1	wh3_main_trait_realm_tzeentch_daemons	3
wh3_main_trait_sla_left_slaanesh_fifth	1	wh3_main_trait_sla_left_slaanesh_fifth	1
wh3_main_trait_sla_left_slaanesh_first	1	wh3_main_trait_sla_left_slaanesh_first	1
