variable_key	value
enslave_captives_replenishment_percentage_ai_vs_very_hard	90.0000
enslave_captives_replenishment_percentage_human_easy	100.0000
enslave_captives_replenishment_percentage_human_hard	90.0000
enslave_captives_replenishment_percentage_human_legendary	50.0000
enslave_captives_replenishment_percentage_human_normal	100.0000
enslave_captives_replenishment_percentage_human_very_hard	70.0000
enslave_captives_slaves_gained_multiplier	1.0000
event_generation_addition_chance_per_round	0.2000
event_generation_additional_dilemma_weight_per_round	0.1000
event_generation_additional_incident_weight_per_round	0.1000
event_generation_additional_mission_weight_per_round	0.3000
event_generation_base_chance	0.2000
event_generation_base_dilemma_weight	0.8000
event_generation_base_event_chance	75.0000
event_generation_base_incident_weight	1.0000
event_generation_base_mission_weight	1.5000
event_generation_min_rounds_between_events	1.0000
event_generation_start_round	5.0000
faction_gdp_other	3000.0000
faction_gdp_other_minor	2500.0000
faction_potential_ai_shroud_fpdelta_minimum	0.0000
faction_potential_ai_vs_player_easy	-100.0000
faction_potential_ai_vs_player_hard	25.0000
faction_potential_ai_vs_player_legendary	35.0000
faction_potential_ai_vs_player_normal	0.0000
faction_potential_ai_vs_player_vhard	30.0000
faction_potential_difficulty_mod_easy	-75.0000
faction_potential_difficulty_mod_hard	75.0000
faction_potential_difficulty_mod_legendary	200.0000
faction_potential_difficulty_mod_normal	0.0000
faction_potential_difficulty_mod_vhard	150.0000
faction_potential_fp_delta_kps_min	0.0000
faction_potential_fp_delta_max	500.0000
faction_potential_hp_regain_multiplier_max	1.0000
faction_potential_kps_multiplier_max	1.5000
faction_potential_max_potential	500.0000
faction_potential_min_potential	-100.0000
faction_potential_shroud_multiplier	2.0000
faction_strategic_direct_threat_event_multiplier_cap	3.0000
faction_strategic_threat_alliance_military_force_strength_multiplier	0.2500
faction_strategic_threat_event_multiplier_cap	5.0000
faction_strategic_threat_maximum_event_age	20.0000
faction_strategic_threat_region_multiplier	2.0000
factionwide_recruitment_time_base_multiplier	2.0000
factionwide_recruitment_time_period_mod	5.0000
famous_battles_chance_of_adding_ai_battle	100.0000
famous_battles_max_allowed	200.0000
famous_battles_minimum_casualties_required	2150.0000
famous_battles_minimum_force_required	1000.0000
famous_battles_minimum_units_per_side	14.0000
favour_points_generated_towards_ally	2.0000
favour_points_generated_towards_master	3.0000
favour_points_generated_towards_vassal	2.0000
favour_points_generation_ai_percentage_mod	1.0000
floating_text_pause_campaign_duration	3.0000
food_shortage_system_food_cap	200.0000
food_shortage_system_food_shortage_cap_global_mod	3.0000
food_shortage_system_growth_mod_cap	6.0000
food_shortage_system_income_cap	350.0000
food_shortage_system_income_scale	1.0000
food_shortage_system_local_food_shortages_food_cap	100.0000
food_shortage_system_local_food_shortages_penalty_cap_horde	5.0000
food_shortage_system_local_food_shortages_penalty_cap_non_horde	5.0000
food_shortage_system_morale_mod_cap	5.0000
food_shortage_system_replenishment_mod_cap	5.0000
foreign_slot_removal_cost_percentage	0.2500
general_admiral_action_point_bonus	0.1000
geomantic_web_display_circle_radius	5.0000
geomantic_web_display_height_offset	2.0000
geomantic_web_province_strength_ally	3.0000
geomantic_web_province_strength_enemy	1.0000
geomantic_web_province_strength_neutral	2.0000
geomantic_web_province_strength_own	2.0000
gift_base_value_large	5000.0000
gift_base_value_medium	2250.0000
gift_base_value_small	1000.0000
high_loyalty_dilemma_generation_chance	7.0000
horde_army_strategic_threat_multiplier	3.0000
horde_host_spawn_development_point_carry_over	0.0000
horde_host_spawn_development_point_cost_base	0.0000
horde_host_spawn_development_point_cost_current_host_mod	0.0000
horde_infighting_ai_food_consumption	0.0000
horde_infighting_ai_gdp_mod	-5.0000
horde_infighting_attrition_radius	10.0000
horde_infighting_food_consumption	0.0000
horde_infighting_gdp_mod	0.0000
intrigue_at_the_court_base_cost	3.0000
intrigue_at_the_court_non_hef_cost_multiplier	1.3340
intrigue_at_the_court_recent_usage_cost_increase	1.4000
intrigue_at_the_court_recent_usage_turn_window	10.0000
intrigue_at_the_court_war_or_ally_cost_modifier	1.3340
issue_defensive_military_force_target_cost	10.0000
issue_defensive_region_target_cost	10.0000
issue_offensive_military_force_target_cost	10.0000
issue_offensive_region_target_cost	10.0000
loot_casualties_modifer	0.1000
loot_fraction_recruitment_cost_recieved_per_routed_unit	0.0500
loot_per_agent_level	50.0000
losing_unit_minimum_strength	0.2000
low_loyalty_dilemma_generation_chance	33.0000
loyalty_high	6.0000
loyalty_personal_loyalty_max	3.0000
loyalty_personal_loyalty_min	-3.0000
loyalty_point_of_support	0.0000
loyalty_recruitment_inaccuracy	5.0000
loyalty_risk_critical	2.0000
loyalty_risk_low	4.0000
max_allied_regions_with_foreign_slots_per_alliance	1.0000
max_civilians_at_settlement_development_level	0.0000
max_factions_with_allied_foreign_slots_per_region	1.0000
max_favour_points	100.0000
max_num_ancillaries	50.0000
max_num_civilians_in_non_settlement_battle	0.0000
max_num_civilians_in_settlement_battle	0.0000
max_siege_equipment	10.0000
max_sphere_of_influence_radius	30.0000
max_traits	40.0000
max_visual_corruption_value	100.0000
maximum_alliance_percentage_of_bribed_units	25.0000
maximum_building_level	5.0000
maximum_faction_leader_honour	0.0000
maximum_loyalty	10.0000
maximum_number_of_bribed_units	4.0000
maximum_number_of_forces_recruitable_in_a_province_in_one_turn	1.0000
maximum_number_of_forces_recruitable_in_a_province_in_one_turn_applies_separately_for_armies_and_navies	1.0000
military_force_building_build_new_development_point_cost_multiplier	-1.0000
military_force_building_health_attrition_damage_inflicted	0.0000
military_force_building_health_attrition_percentage_suffered	0.0000
military_force_building_health_casualties_damage_inflicted	1.0000
military_force_building_health_casualties_percentage_suffered	100.0000
military_force_building_health_sabotage_damage_inflicted	0.0000
military_force_building_health_sabotage_percentage_suffered	0.0000
military_force_building_raze_development_point_refund_multiplier	0.8000
military_force_building_repair_cost_dev_point_multiplier	0.5000
military_force_development_max_development_points	50.0000
military_force_development_point_growth_threshold	20.0000
military_force_morale_attrition	0.0000
military_force_morale_bankruptcy	0.0000
military_force_morale_battle_lost_turns	1.0000
military_force_morale_battle_won	18.0000
military_force_morale_battle_won_relative_strength_mod	3.0000
military_force_morale_battle_won_turns	1.0000
military_force_morale_bettle_lost	-10.0000
military_force_morale_casualties_multiplier	0.1500
military_force_morale_chance_general_joins_rebellion	50.0000
military_force_morale_decimated	20.0000
military_force_morale_decimated_turns	1.0000
military_force_morale_faction_leader_death	-5.0000
military_force_morale_faction_leader_death_turns	5.0000
military_force_morale_foriegn_soil	1.0000
military_force_morale_idle	0.0000
military_force_morale_kings_own	0.0000
military_force_morale_looted_settlement_base	5.0000
military_force_morale_looted_settlement_multiplier	1000.0000
military_force_morale_looted_settlement_turns	1.0000
military_force_morale_low_level	40.0000
military_force_morale_max	100.0000
military_force_morale_min	0.0000
military_force_morale_post_waaagh	-10.0000
military_force_morale_post_waaagh_rate_of_decay	-2.0000
military_force_morale_post_waaagh_turns	5.0000
military_force_morale_raiding	0.0000
military_force_morale_released_captives_turns	1.0000
military_force_morale_starting_value	50.0000
military_force_morale_transfer_penalty_turns	0.0000
military_force_morale_very_low_level	20.0000
military_force_morale_waaagh	20.0000
military_force_morale_waaagh_army_budget_scale	1.0000
military_force_morale_waaagh_rate_of_decay	2.0000
military_force_morale_waaagh_required_morale	100.0000
military_force_morale_waaagh_required_num_units	21.0000
military_force_morale_waaagh_turns	5.0000
military_force_slots_auto_repair_damage	0.3500
min_battle_corruption_value	10.0000
min_favour_points	0.0000
min_total_recruitment_pool_entries	3.0000
min_visual_corruption_prop_value	50.0000
minimum_faction_leader_honour	0.0000
minimum_loyalty	0.0000
minimum_population	1000.0000
minimum_population_after_recruitment	0.0000
minimum_religion_support_for_state_religion_change	35.0000
minimum_research_rate	0.0500
occupation_decision_colonise_conquest_public_order_reduction	0.0000
occupation_decision_colonise_cost	2500.0000
occupation_decision_colonise_cost_increase_for_inverse_proportion_of_max_men	1.0000
occupation_decision_colonise_cost_reduction_percentage_per_unit	5.0000
occupation_decision_colonise_growth_per_unit	0.0000
occupation_decision_colonise_public_order_reduction	0.0000
occupation_decision_colonise_soldiers_percentage_lost	0.0000
occupation_decision_gift_to_another_faction_conquest_public_order_reduction	10.0000
occupation_decision_gift_to_another_faction_public_order_reduction_different_culture	5.0000
occupation_decision_gift_to_another_faction_public_order_reduction_same_culture	3.0000
occupation_decision_liberate_conquest_public_order_reduction	0.0000
occupation_decision_liberate_public_order_reduction	0.0000
occupation_decision_loot_building_damage_percent	40.0000
occupation_decision_loot_building_damage_spread_percent	15.0000
occupation_decision_loot_conquest_public_order_reduction	30.0000
occupation_decision_loot_income_percentage_modifier	-50.0000
occupation_decision_occupation_conquest_public_order_reduction	10.0000
occupation_decision_occupation_public_order_reduction_different_culture	5.0000
occupation_decision_occupation_public_order_reduction_same_culture	3.0000
occupation_decision_post_raze_move_distance_multiplier	3.0000
occupation_decision_raze_building_loot_modifier	0.0100
occupation_decision_raze_conquest_public_order_reduction	30.0000
occupation_decision_raze_public_order_reduction	5.0000
occupation_decision_raze_without_occupy_building_loot_modifier	0.7500
occupation_decision_raze_without_occupy_conquest_public_order_reduction	0.0000
occupation_decision_raze_without_occupy_income_percentage_modifier	-50.0000
occupation_decision_raze_without_occupy_public_order_reduction	0.0000
occupation_decision_sack_building_damage_percent	75.0000
occupation_decision_sack_building_damage_spread_percent	15.0000
occupation_decision_sack_conquest_public_order_reduction	0.0000
occupation_decision_sack_income_percentage_modifier	-50.0000
occupation_decision_sack_public_order_reduction	10.0000
occupation_decision_vassal_public_order_reduction	0.0000
occupation_options_slaves_gained_exponent	0.5000
occupation_options_slaves_gained_loot_multiplier	20.0000
occupation_options_slaves_stolen_multiplier	0.6600
passive_spying_region_bonus	2.0000
pathfinding_land_to_sea_beach_transition_action_point_cost	2100.0000
pathfinding_sea_to_land_beach_transition_action_point_cost	2100.0000
percent_siege_duration_to_reach_escalation_2_at_max_strength	15.0000
percent_siege_duration_to_reach_escalation_2_at_min_strength	70.0000
persistent_character_recruitment_cost_multiplier	0.2000
politician_bodyguard_replenishment_rate	30.0000
post_battle_ancillary_steal_chance_base	0.0000
post_battle_ancillary_steal_chance_mod_close_victory	20.0000
post_battle_ancillary_steal_chance_mod_decisive_victory	30.0000
post_battle_ancillary_steal_chance_mod_easy_ai	-100.0000
post_battle_ancillary_steal_chance_mod_easy_player	10.0000
post_battle_ancillary_steal_chance_mod_hard_ai	10.0000
post_battle_ancillary_steal_chance_mod_hard_player	0.0000
post_battle_ancillary_steal_chance_mod_heroic_victory	40.0000
post_battle_ancillary_steal_chance_mod_holder_wounded	18.0000
post_battle_ancillary_steal_chance_mod_legendary_ai	30.0000
post_battle_ancillary_steal_chance_mod_legendary_player	-10.0000
post_battle_ancillary_steal_chance_mod_normal_ai	0.0000
post_battle_ancillary_steal_chance_mod_normal_player	5.0000
post_battle_ancillary_steal_chance_mod_pyrrhic_victory	10.0000
post_battle_ancillary_steal_chance_mod_very_hard_ai	20.0000
post_battle_ancillary_steal_chance_mod_very_hard_player	-5.0000
post_battle_region_debuff_bundle_turns	4.0000
post_battle_unit_saving_chance_base	10.0000
post_battle_unit_saving_chance_bonus_hero	10.0000
post_battle_unit_saving_chance_bonus_lord	10.0000
post_battle_unit_saving_chance_bonus_per_battle_site_in_province	2.0000
post_battle_unit_saving_chance_bonus_per_state_religion_percentage_in_province	1.0000
post_battle_unit_saving_chance_bonus_per_state_religion_percentage_in_province_mod	10.0000
post_battle_unit_saving_chance_bonus_per_unit_cost	0.5000
post_battle_unit_saving_chance_bonus_per_unit_cost_mod	100.0000
post_battle_unit_saving_chance_bonus_per_unit_level	1.0000
post_battle_unit_saving_replenishment_percentage_base	1.0000
post_battle_unit_saving_replenishment_percentage_bonus_hero	5.0000
post_battle_unit_saving_replenishment_percentage_bonus_lord	5.0000
post_battle_unit_saving_replenishment_percentage_per_battle_site_in_province	5.0000
post_battle_unit_saving_replenishment_percentage_per_state_religion_percentage_in_province	1.0000
post_battle_unit_saving_replenishment_percentage_per_state_religion_percentage_in_province_mod	10.0000
post_battle_unit_saving_replenishment_percentage_per_unit_cost	1.0000
post_battle_unit_saving_replenishment_percentage_per_unit_cost_mod	200.0000
post_battle_unit_saving_replenishment_percentage_per_unit_level	1.0000
post_battle_unit_saving_replenishment_percentage_variance	2.0000
prestige_famous_battle_defeat_value	0.0000
prestige_famous_battle_victory_value	0.0000
prestige_horde_army_value_easy	0.0000
prestige_horde_army_value_hard	0.0000
prestige_horde_army_value_normal	0.0000
prestige_limit_faction_leader_honour	0.0000
prestige_limit_famous_battles	0.0000
prestige_limit_infrastructure	0.0000
prestige_region_value_bonus_original_home_region	2.0000
prestige_region_value_bonus_province_capital	1.0000
prestige_region_value_easy	1.0000
prestige_region_value_hard	1.0000
prestige_region_value_normal	1.0000
prestige_vassal_region_value	1.0000
primary_slot_building_religion_conversion_cost_mod_lower_bound	0.2000
primary_slot_building_religion_conversion_cost_mod_upper_bound	1.4000
prison_cell_base_count	1.0000
province_automanagement_construction_default_budget_percentage	50.0000
province_automanagement_construction_high_priority_multiplier	2.0000
province_automanagement_construction_normal_priority_multiplier	1.0000
province_development_max_development_points	5.0000
province_development_threshold_cal_points_addition	3.0000
province_development_threshold_calc_points_multiplier	125.0000
province_fertility_abandon_region_penalty_turns	0.0000
province_governor_pool_size	4.0000
province_governorship_decision_spawn_base_rounds_delay	3.0000
province_governorship_decision_spawn_unitary_rounds_delay_increment	3.0000
province_governorship_decisions_cap	9.0000
province_public_order_max_repression_threshold	-100.0000
province_public_order_max_satisfaction_threshold	100.0000
province_public_order_min_repression_threshold	-100.0000
province_public_order_min_satisfaction_threshold	100.0000
province_public_order_rebellion_defeated_region_not_owned_not_spawned_crackdown	2.0000
province_public_order_rebellion_defeated_region_not_owned_spawned_crackdown	4.0000
province_public_order_rebellion_defeated_region_owned_not_spawned_crackdown	6.0000
province_public_order_rebellion_defeated_region_owned_spawned_crackdown	8.0000
province_slaves_base_public_order_constribution_for_maximum_slaves	-20.0000
province_slaves_base_slave_reduction_per_turn_multiplier_of_maximum	0.1000
province_slaves_decline_percentage_on_transfer	50.0000
province_slaves_growth_contribution_per_devotee	0.0180
province_slaves_income_contribution_mod_per_devotee	0.0001
province_slaves_proportion_of_faction_province_slaves_to_lose_for_rebellion	0.0100
province_slaves_public_order_contribution_per_devotee	0.0050
province_slaves_skaven_plague_slave_reduction_per_turn_multiplier_per_settlement	2.0000
province_slaves_specific_category_income_multiplier_contribution_per_slave	0.0100
provinces_required_to_unlock_a_province_governor	2.0000
public_order_banditry_penalty_loot	0.0000
public_order_banditry_penalty_occupy	0.0000
public_order_banditry_penalty_raze	0.0000
public_order_banditry_penalty_sack	0.0000
public_order_banditry_penalty_vassal	0.0000
public_order_happiness_per_turn_in_rebellion	20.0000
public_order_luxury_resource_available_attitude	0.0000
public_order_luxury_resource_production_attitude	0.0000
public_order_luxury_resource_value	50.0000
raid_faction_diplomatic_penalty	10.0000
raid_faction_province_development_penalty	-5.0000
raid_faction_province_public_order_penalty	-3.0000
raid_max_radius	6.0000
raid_own_faction_trade_route_value_mod	0.2500
raid_radius	10.0000
raid_settlement_base_value	5.0000
raid_settlement_building_value_exponent	0.6000
raid_settlement_gdp_income_percentage	25.0000
raid_settlement_per_army_value_multiplier	1.0000
raid_settlement_raiding_armies_base	0.8500
raid_settlement_trade_income_percentage	10.0000
raid_trade_route_value_percentage	10.0000
raiding_slaves_gained_from_gold_multiplier	0.2500
raze_main_and_port_building_damage_level	75.0000
rebel_army_additional_units_per_turn_size	4.0000
rebel_budget_factor_army	0.2000
rebel_budget_factor_garrison	0.4000
rebel_budget_factor_settlement_buildings	350.0000
rebel_budget_factor_settlement_slot	600.0000
rebel_budget_factor_unhappiness	0.0000
rebel_initial_army_size	6.0000
rebel_spawning_dominant_corruption_threshold	30.0000
recruitment_point_hard_cap	30.0000
recruitment_pool_entries_per_category	2.0000
recruitment_population_cost	0.0000
region_building_minimum_cost_to_repair_as_percentage_of_full_cost	0.5000
region_gdp_trade_piracy_effect_contested	0.0000
region_gdp_trade_piracy_effect_controlled	0.0000
region_gdp_trade_piracy_effect_shared	0.0000
region_horde_food_consumption	0.0000
region_horde_settled_food_consumption	0.0000
region_raid_food_consumption	0.0000
region_raid_food_consumption_per_unit	0.0000
region_raid_food_proportion_stolen	0.5000
region_recent_battle_heavy_damage_food_consumption	0.0000
region_recent_battle_light_damage_food_consumption	0.0000
region_recent_battle_moderate_damage_food_consumption	0.0000
region_sanitation_plague_chance_modifier	12.0000
reinforcement_arrival_time_distance_modifier	1.0000
reinforcement_arrival_time_general_level_modifier	0.7000
reinforcement_arrival_time_max_distance	2.0000
reinforcement_arrival_time_min_distance	0.1000
reinforcement_radius	1.0000
religion_drift	0.1000
religion_skaven_additional_uses_granted_10_33	1.0000
religion_skaven_additional_uses_granted_33_66	3.0000
religion_skaven_additional_uses_granted_66_100	5.0000
replenishment_base_land	8.0000
replenishment_base_sea	8.0000
replenishment_bonus_land_can_recruit_unit_owned_region	0.0000
replenishment_bonus_land_garrisoned_in_owned_province	12.0000
replenishment_bonus_land_garrisoned_in_shared_province	8.0000
replenishment_bonus_land_owned_region	0.0000
replenishment_bonus_sea_can_recruit_unit_owned_sea_region	5.0000
replenishment_bonus_sea_garrisoned_in_owned_sea_region	5.0000
replenishment_bonus_sea_garrisoned_in_shared_sea_region	3.0000
replenishment_bonus_sea_owned_sea_region	5.0000
request_army_base_cost	30.0000
request_army_expiry	10.0000
request_army_size_cost	3.0000
rogue_army_base_spawn_chance	0.1000
rogue_army_faction_modifier	2.0000
rogue_army_time_modifier	15.0000
rogue_army_units_to_spawn_per_turn	4.0000
rounds_to_hold_office_before_loss_hits_loyalty	4.0000
sea_region_control_status_contested_recruitment_cost_mod	10.0000
sea_region_control_status_controlled_recruitment_cost_mod	-5.0000
sea_region_control_status_shared_recruitment_cost_mod	0.0000
settlement_auto_repair_building_health_points_per_round	0.5000
settlement_development_point_cost_secondary_slot_1	1.0000
settlement_development_point_cost_secondary_slot_1_province_capital	1.0000
settlement_development_point_cost_secondary_slot_2	4.0000
settlement_development_point_cost_secondary_slot_2_province_capital	3.0000
settlement_development_point_cost_secondary_slot_3	7.0000
settlement_development_point_cost_secondary_slot_3_province_capital	5.0000
settlement_development_point_cost_secondary_slot_4	9.0000
settlement_development_point_cost_secondary_slot_4_province_capital	7.0000
settlement_loot_value_multiplier_replenish_per_round	0.1000
settlement_looting_publicorder_reduction	10.0000
settlement_looting_region_gdp_reduction_turns	10.0000
settlement_looting_surrender_publicorder_reduction	10.0000
settlement_value_increase_per_building_level	500.0000
settlement_vandalisation_chance	20.0000
settlement_wall_repair_points_base	100.0000
siege_attrition_resistance_turns_base	0.0000
siege_attrition_resistance_turns_port_multiplier	1.0000
siege_escalation_level_1_count_wall_pieces_health_less_than	5.0000
siege_escalation_level_1_total_wall_health_less_than	80.0000
siege_escalation_level_1_wall_pieces_health	50.0000
siege_escalation_level_2_wall_breaches_count	5.0000
siege_immunity_disabled	1.0000
state_religion_conversion_bonus	0.0000
storm_creation_chance_modifier_easy	5.0000
storm_creation_chance_modifier_hard	15.0000
storm_creation_chance_modifier_legendary	25.0000
storm_creation_chance_modifier_normal	10.0000
storm_creation_chance_modifier_very_hard	20.0000
storm_creation_chance_percentage_base	5.0000
storm_creation_chance_percentage_present	15.0000
storm_creation_strength_chance_percentage_level_1	30.0000
storm_creation_strength_chance_percentage_level_2	25.0000
storm_creation_strength_chance_percentage_level_3	20.0000
storm_creation_strength_chance_percentage_level_4	15.0000
storm_creation_strength_chance_percentage_level_5	10.0000
storm_dissipation_modifier_easy	5.0000
storm_dissipation_modifier_hard	3.0000
storm_dissipation_modifier_legendary	1.0000
storm_dissipation_modifier_normal	4.0000
storm_dissipation_modifier_percentage_present	1.0000
storm_dissipation_modifier_very_hard	2.0000
storm_move_chance_percentage	50.0000
storm_move_chance_percentage_ai_modifier	2.0000
storm_strength_change_chance_percentage_minusone	20.0000
storm_strength_change_chance_percentage_minustwo	5.0000
storm_strength_change_chance_percentage_plusone	20.0000
storm_strength_change_chance_percentage_plustwo	5.0000
storm_strength_change_chance_percentage_zero	50.0000
tax_efficiency_province_capital_score	1.0000
tax_efficiency_regions_maximum	700.0000
tax_efficiency_regions_middle	600.0000
tax_efficiency_regions_minimum	500.0000
tax_efficiency_result_maximum_reduction	90.0000
tax_efficiency_result_middle_reduction	40.0000
tax_efficiency_result_minimum_reduction	1.0000
threat_reputation_rounds_before_required_war	4.0000
threaten_modifier_ally_fame_multiplier	0.5000
trade_commerce_raiding_maximum_raiding_permille	700.0000
trade_commerce_raiding_reduction_per_ship	0.9000
trade_demand_multiplier	0.0005
trade_luxury_resource_strategic_value	400.0000
trade_price_large_change_threshold	10.0000
trade_price_small_change_threshold	5.0000
trade_resource_region_gdp_contribution	0.0000
trade_route_value_accumulator_degredation_proportion	0.9000
trade_route_value_accumulator_proportion	0.0050
trade_route_value_combined_gdp_proportion	0.7500
treasure_hunt_base_success_chance_percentage_growth_per_turn	5.0000
treasure_hunt_maximum_base_success_chance_percentage	100.0000
treasure_hunt_minimum_base_success_chance_percentage	100.0000
treasure_hunt_minimum_turns_between_failure	10.0000
treasure_hunt_minimum_turns_between_success	20.0000
trespass_warning_cooldown	5.0000
trespass_warning_duration	20.0000
tunnel_interception_chance_base	40.0000
tunnel_interception_chance_tunnelled_last_turn	10.0000
tunnel_interception_range	10.0000
ui_convoys_feature_unlock_turn	5.0000
ui_hellforge_feature_unlock_turn	1.0000
ui_toz_feature_unlock_turn	1.0000
unit_battle_setup_night_battle_attacker_fatigue_penalty	15000.0000
unit_battle_setup_night_battle_defender_morale_bonus	-5.0000
unit_first_in_culture_prestige_multiplier	1.0000
unit_minimum_strength	0.0500
vampiric_mercenary_recruitment_capacity_casualties_multiplier	0.0020
vampiric_mercenary_recruitment_capacity_tier_modifier	1.5000
vampiric_mercenary_recruitment_max_capacity	2.0000
vampiric_mercenary_recruitment_max_replenishment_percentage	50.0000
vampiric_mercenary_recruitment_min_capacity	0.0000
vampiric_mercenary_recruitment_min_replenishment_percentage	0.0000
vampiric_mercenary_recruitment_replenishment_casualties_multiplier	0.0500
vampiric_mercenary_recruitment_replenishment_tier_modifier	2.0000
vampiric_mercenary_recruitment_value_for_max_capacity	10.0000
vampiric_mercenary_recruitment_value_for_max_replenishment	10.0000
war_coordination_ai_request_faction_cap	4.0000
war_coordination_ai_request_percentage_chance	100.0000
war_coordination_ai_request_percentage_chance_no_target	5.0000
war_coordination_objective_timeout	15.0000
war_coordination_receive_request_cap	20.0000
war_coordination_request_duration	3.0000
winds_of_magic_compass_faction_selection_extra_cooldown	1.0000
winds_of_magic_compass_selection_cooldown	8.0000
winds_of_magic_compass_selection_cost_per_turn_on_cd	1.0000
winds_of_magic_level_increase_chance	50.0000
zone_of_control_land_radius	3.5000
zone_of_control_naval_radius	3.5000
