node	tab
wh3_dlc27_tech_nor_cam_region_03	nor_cam
wh3_dlc27_tech_nor_cam_region_04	nor_cam
wh3_dlc27_tech_nor_cam_region_05	nor_cam
wh3_dlc27_tech_nor_cam_region_06	nor_cam
wh3_dlc27_tech_nor_cam_region_07	nor_cam
wh3_dlc27_tech_nor_cam_region_08	nor_cam
wh3_dlc27_tech_nor_cam_region_09	nor_cam
wh3_dlc27_tech_nor_cam_region_10	nor_cam
wh3_dlc27_tech_nor_cam_region_11	nor_cam
wh3_dlc27_tech_nor_cam_region_12	nor_cam
wh3_dlc27_tech_nor_cam_region_13	nor_cam
wh3_dlc27_tech_nor_cam_region_14	nor_cam
wh3_dlc27_tech_nor_cam_region_15	nor_cam
wh3_dlc27_tech_nor_general_01	nor_mil
wh3_dlc27_tech_nor_general_02	nor_mil
wh3_dlc27_tech_nor_heroes_01	nor_mil
wh3_dlc27_tech_nor_heroes_02	nor_mil
wh3_dlc27_tech_nor_heroes_03	nor_mil
wh3_dlc27_tech_nor_heroes_04	nor_mil
wh3_dlc27_tech_nor_heroes_05	nor_mil
wh3_dlc27_tech_nor_heroes_06	nor_mil
wh3_dlc27_tech_nor_monsters_01	nor_mil
wh3_dlc27_tech_nor_monsters_02	nor_mil
wh3_dlc27_tech_nor_monsters_03	nor_mil
wh3_dlc27_tech_nor_monsters_04	nor_mil
wh3_dlc27_tech_nor_monsters_05	nor_mil
wh3_dlc27_tech_nor_monsters_06	nor_mil
wh3_dlc27_tech_nor_monsters_07	nor_mil
wh_dlc08_tech_nor_creatures_01	nor_mil
wh_dlc08_tech_nor_creatures_02	nor_mil
wh_dlc08_tech_nor_creatures_03	nor_mil
wh_dlc08_tech_nor_creatures_04	nor_mil
wh_dlc08_tech_nor_creatures_05	nor_mil
wh_dlc08_tech_nor_creatures_06	nor_mil
wh_dlc08_tech_nor_marauders_01	nor_mil
wh_dlc08_tech_nor_marauders_02	nor_mil
wh_dlc08_tech_nor_marauders_03	nor_mil
wh_dlc08_tech_nor_marauders_04	nor_mil
wh_dlc08_tech_nor_marauders_05	nor_mil
wh_dlc08_tech_nor_marauders_06	nor_mil
wh_dlc08_tech_nor_marauders_07	nor_mil
wh3_dlc27_tech_nor_culture_01	nor_world
wh3_dlc27_tech_nor_culture_02	nor_world
wh3_dlc27_tech_nor_culture_03	nor_world
wh3_dlc27_tech_nor_culture_04	nor_world
wh3_dlc27_tech_nor_culture_05	nor_world
wh3_dlc27_tech_nor_culture_06	nor_world
wh3_dlc27_tech_nor_culture_07	nor_world
wh3_dlc27_tech_nor_culture_08	nor_world
wh3_dlc27_tech_nor_culture_09	nor_world
wh3_dlc27_tech_nor_culture_10	nor_world
wh3_dlc27_tech_nor_culture_11	nor_world
wh3_dlc27_tech_nor_culture_12	nor_world
wh3_dlc27_tech_nor_culture_13	nor_world
wh3_dlc27_tech_nor_culture_14	nor_world
wh3_dlc27_tech_nor_culture_15	nor_world
wh3_dlc27_tech_nor_culture_16	nor_world
wh3_dlc27_tech_nor_culture_17	nor_world
wh3_dlc27_tech_nor_culture_18	nor_world
wh3_dlc27_tech_nor_culture_19	nor_world
wh3_dlc27_tech_nor_culture_20	nor_world
wh3_dlc27_tech_nor_culture_21	nor_world
wh3_dlc27_tech_nor_culture_22	nor_world
wh3_dlc27_tech_nor_culture_23	nor_world
wh3_main_tech_nur_decay_1	nur_decay
wh3_main_tech_nur_decay_10	nur_decay
wh3_main_tech_nur_decay_11	nur_decay
wh3_main_tech_nur_decay_12	nur_decay
wh3_main_tech_nur_decay_13	nur_decay
wh3_main_tech_nur_decay_14	nur_decay
wh3_main_tech_nur_decay_15	nur_decay
wh3_main_tech_nur_decay_16	nur_decay
wh3_main_tech_nur_decay_17	nur_decay
wh3_main_tech_nur_decay_18	nur_decay
wh3_main_tech_nur_decay_19	nur_decay
wh3_main_tech_nur_decay_2	nur_decay
wh3_main_tech_nur_decay_20	nur_decay
wh3_main_tech_nur_decay_21	nur_decay
wh3_main_tech_nur_decay_22	nur_decay
wh3_main_tech_nur_decay_3	nur_decay
wh3_main_tech_nur_decay_4	nur_decay
wh3_main_tech_nur_decay_5	nur_decay
wh3_main_tech_nur_decay_6	nur_decay
wh3_main_tech_nur_decay_7	nur_decay
wh3_main_tech_nur_decay_8	nur_decay
wh3_main_tech_nur_decay_9	nur_decay
wh3_main_tech_nur_growth_1	nur_growth
wh3_main_tech_nur_growth_10	nur_growth
wh3_main_tech_nur_growth_11	nur_growth
wh3_main_tech_nur_growth_12	nur_growth
wh3_main_tech_nur_growth_13	nur_growth
wh3_main_tech_nur_growth_14	nur_growth
wh3_main_tech_nur_growth_15	nur_growth
wh3_main_tech_nur_growth_16	nur_growth
wh3_main_tech_nur_growth_17	nur_growth
wh3_main_tech_nur_growth_18	nur_growth
wh3_main_tech_nur_growth_19	nur_growth
wh3_main_tech_nur_growth_2	nur_growth
wh3_main_tech_nur_growth_20	nur_growth
wh3_main_tech_nur_growth_21	nur_growth
wh3_main_tech_nur_growth_22	nur_growth
wh3_main_tech_nur_growth_23	nur_growth
wh3_main_tech_nur_growth_24	nur_growth
wh3_main_tech_nur_growth_25	nur_growth
wh3_main_tech_nur_growth_26	nur_growth
wh3_main_tech_nur_growth_27	nur_growth
wh3_main_tech_nur_growth_28	nur_growth
wh3_main_tech_nur_growth_3	nur_growth
wh3_main_tech_nur_growth_4	nur_growth
wh3_main_tech_nur_growth_5	nur_growth
wh3_main_tech_nur_growth_6	nur_growth
wh3_main_tech_nur_growth_7	nur_growth
wh3_main_tech_nur_growth_8	nur_growth
wh3_main_tech_nur_growth_9	nur_growth
wh3_dlc26_ogr_horde_01	ogr_hordes
wh3_dlc26_ogr_horde_02	ogr_hordes
wh3_dlc26_ogr_horde_03	ogr_hordes
wh3_dlc26_ogr_horde_04	ogr_hordes
wh3_dlc26_ogr_horde_05	ogr_hordes
wh3_dlc26_ogr_horde_06	ogr_hordes
wh3_dlc26_ogr_horde_07	ogr_hordes
wh3_dlc26_ogr_horde_08	ogr_hordes
wh3_dlc26_ogr_horde_09	ogr_hordes
wh3_dlc26_ogr_horde_10	ogr_hordes
wh3_dlc26_ogr_horde_11	ogr_hordes
wh3_dlc26_ogr_horde_12	ogr_hordes
wh3_dlc26_ogr_horde_13	ogr_hordes
wh3_dlc26_ogr_horde_14	ogr_hordes
wh3_dlc26_ogr_horde_15	ogr_hordes
wh3_dlc26_ogr_horde_16	ogr_hordes
wh3_dlc26_ogr_horde_17	ogr_hordes
wh3_dlc26_ogr_horde_18	ogr_hordes
wh3_dlc26_ogr_horde_19	ogr_hordes
wh3_dlc26_ogr_horde_20	ogr_hordes
wh3_dlc26_ogr_horde_21	ogr_hordes
wh3_dlc26_ogr_horde_22	ogr_hordes
wh3_dlc26_ogr_horde_23	ogr_hordes
wh3_dlc26_ogr_horde_24	ogr_hordes
wh3_dlc26_ogr_horde_25	ogr_hordes
wh3_dlc26_ogr_horde_26	ogr_hordes
wh3_dlc26_ogr_horde_27	ogr_hordes
wh3_dlc26_ogr_horde_28	ogr_hordes
wh3_dlc26_ogr_kingdom_01	ogr_tribes
wh3_dlc26_ogr_kingdom_02	ogr_tribes
wh3_dlc26_ogr_kingdom_03	ogr_tribes
wh3_dlc26_ogr_kingdom_04	ogr_tribes
wh3_dlc26_ogr_kingdom_05	ogr_tribes
wh3_dlc26_ogr_kingdom_06	ogr_tribes
wh3_dlc26_ogr_kingdom_07	ogr_tribes
wh3_dlc26_ogr_kingdom_08	ogr_tribes
wh3_dlc26_ogr_kingdom_09	ogr_tribes
wh3_dlc26_ogr_kingdom_10	ogr_tribes
wh3_dlc26_ogr_kingdom_11	ogr_tribes
wh3_dlc26_ogr_kingdom_12	ogr_tribes
wh3_dlc26_ogr_kingdom_13	ogr_tribes
wh3_dlc26_ogr_kingdom_14	ogr_tribes
wh3_dlc26_ogr_kingdom_15	ogr_tribes
wh3_dlc26_ogr_kingdom_16	ogr_tribes
wh3_dlc26_ogr_kingdom_17	ogr_tribes
wh3_dlc26_ogr_kingdom_18	ogr_tribes
wh3_dlc26_ogr_kingdom_19	ogr_tribes
wh3_dlc26_ogr_kingdom_20	ogr_tribes
wh3_dlc26_ogr_kingdom_21	ogr_tribes
wh3_dlc26_ogr_kingdom_22	ogr_tribes
wh3_dlc26_ogr_kingdom_23	ogr_tribes
wh3_dlc26_ogr_kingdom_24	ogr_tribes
wh3_dlc26_ogr_kingdom_25	ogr_tribes
wh3_dlc26_ogr_kingdom_26	ogr_tribes
wh3_dlc26_ogr_kingdom_27	ogr_tribes
wh3_dlc26_ogr_kingdom_28	ogr_tribes
wh3_dlc27_tech_sla_bot_1	sla_battle
wh3_dlc27_tech_sla_bot_1_1	sla_battle
wh3_dlc27_tech_sla_bot_1_2	sla_battle
wh3_dlc27_tech_sla_bot_1_3	sla_battle
wh3_dlc27_tech_sla_bot_1_4	sla_battle
wh3_dlc27_tech_sla_bot_2	sla_battle
wh3_dlc27_tech_sla_bot_2_1	sla_battle
wh3_dlc27_tech_sla_bot_2_2	sla_battle
wh3_dlc27_tech_sla_bot_2_3	sla_battle
wh3_dlc27_tech_sla_bot_3	sla_battle
wh3_dlc27_tech_sla_end_1	sla_battle
wh3_dlc27_tech_sla_end_2	sla_battle
wh3_dlc27_tech_sla_end_3	sla_battle
wh3_dlc27_tech_sla_end_4	sla_battle
wh3_dlc27_tech_sla_end_5	sla_battle
wh3_dlc27_tech_sla_end_6	sla_battle
wh3_dlc27_tech_sla_mid_1	sla_battle
wh3_dlc27_tech_sla_mid_2	sla_battle
wh3_dlc27_tech_sla_mid_3	sla_battle
wh3_dlc27_tech_sla_top_1	sla_battle
wh3_dlc27_tech_sla_top_1_1	sla_battle
wh3_dlc27_tech_sla_top_1_2	sla_battle
wh3_dlc27_tech_sla_top_1_3	sla_battle
wh3_dlc27_tech_sla_top_1_4	sla_battle
wh3_dlc27_tech_sla_top_2	sla_battle
wh3_dlc27_tech_sla_top_2_1	sla_battle
wh3_dlc27_tech_sla_top_2_2	sla_battle
wh3_dlc27_tech_sla_top_2_3	sla_battle
wh3_dlc27_tech_sla_top_3	sla_battle
wh3_dlc27_tech_sla_dechala_6_1	sla_campaign
wh3_dlc27_tech_sla_dechala_6_2	sla_campaign
wh3_dlc27_tech_sla_dechala_6_3	sla_campaign
wh3_dlc27_tech_sla_dechala_6_4	sla_campaign
wh3_dlc27_tech_sla_dechala_6_5	sla_campaign
wh3_dlc27_tech_sla_dechala_6_6	sla_campaign
wh3_dlc27_tech_sla_masque_6_1	sla_campaign
wh3_dlc27_tech_sla_masque_6_2	sla_campaign
wh3_dlc27_tech_sla_masque_6_3	sla_campaign
wh3_dlc27_tech_sla_masque_6_4	sla_campaign
wh3_dlc27_tech_sla_masque_6_5	sla_campaign
wh3_dlc27_tech_sla_masque_6_6	sla_campaign
wh3_main_tech_sla_1_1	sla_campaign
wh3_main_tech_sla_1_2	sla_campaign
wh3_main_tech_sla_1_3	sla_campaign
wh3_main_tech_sla_1_4	sla_campaign
wh3_main_tech_sla_1_5	sla_campaign
wh3_main_tech_sla_1_6	sla_campaign
wh3_main_tech_sla_2_1	sla_campaign
wh3_main_tech_sla_2_2	sla_campaign
wh3_main_tech_sla_2_3	sla_campaign
wh3_main_tech_sla_2_4	sla_campaign
wh3_main_tech_sla_2_5	sla_campaign
wh3_main_tech_sla_2_6	sla_campaign
wh3_main_tech_sla_3_1	sla_campaign
wh3_main_tech_sla_3_2	sla_campaign
wh3_main_tech_sla_3_3	sla_campaign
wh3_main_tech_sla_3_4	sla_campaign
wh3_main_tech_sla_3_5	sla_campaign
wh3_main_tech_sla_3_6	sla_campaign
wh3_main_tech_sla_4_1	sla_campaign
wh3_main_tech_sla_4_2	sla_campaign
wh3_main_tech_sla_4_3	sla_campaign
wh3_main_tech_sla_4_4	sla_campaign
wh3_main_tech_sla_4_5	sla_campaign
wh3_main_tech_sla_4_6	sla_campaign
wh3_main_tech_sla_5_1	sla_campaign
wh3_main_tech_sla_5_2	sla_campaign
wh3_main_tech_sla_5_3	sla_campaign
wh3_main_tech_sla_5_4	sla_campaign
wh3_main_tech_sla_5_5	sla_campaign
wh3_main_tech_sla_5_6	sla_campaign
wh3_main_tech_sla_6_1	sla_campaign
wh3_main_tech_sla_6_2	sla_campaign
wh3_main_tech_sla_6_3	sla_campaign
wh3_main_tech_sla_6_4	sla_campaign
wh3_main_tech_sla_6_5	sla_campaign
wh3_main_tech_sla_6_6	sla_campaign
