armory_item	armory_item_set
wh3_main_dae_cha_daemon_prince_torso_base_5	wh3_main_dae_daemon_prince_set_generic_body_5
wh3_main_dae_cha_daemon_prince_wings_base_5	wh3_main_dae_daemon_prince_set_generic_body_5
wh3_main_dae_cha_daemon_prince_arm_l_base_6	wh3_main_dae_daemon_prince_set_generic_body_6
wh3_main_dae_cha_daemon_prince_arm_r_base_6	wh3_main_dae_daemon_prince_set_generic_body_6
wh3_main_dae_cha_daemon_prince_head_base_6	wh3_main_dae_daemon_prince_set_generic_body_6
wh3_main_dae_cha_daemon_prince_legs_base_6	wh3_main_dae_daemon_prince_set_generic_body_6
wh3_main_dae_cha_daemon_prince_tail_base_6	wh3_main_dae_daemon_prince_set_generic_body_6
wh3_main_dae_cha_daemon_prince_torso_base_6	wh3_main_dae_daemon_prince_set_generic_body_6
wh3_main_dae_cha_daemon_prince_wings_base_6	wh3_main_dae_daemon_prince_set_generic_body_6
wh3_main_dae_cha_daemon_prince_torso_base_10	wh3_main_dae_daemon_prince_set_generic_body_7
wh3_main_dae_cha_daemon_prince_torso_base_7	wh3_main_dae_daemon_prince_set_generic_body_7
wh3_main_dae_cha_daemon_prince_torso_base_8	wh3_main_dae_daemon_prince_set_generic_body_7
wh3_main_dae_cha_daemon_prince_torso_base_9	wh3_main_dae_daemon_prince_set_generic_body_7
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_7	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_8	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_head_base_10	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_head_base_11	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_head_base_7	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_head_base_8	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_head_base_9	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_head_bird_7	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_head_bird_8	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_legs_beast_7	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_legs_beast_8	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_legs_bird_7	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_legs_bird_8	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_legs_corpulent_7	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_legs_daemonette_7	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_legs_daemonette_8	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_1	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_2	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_3	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_4	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_5	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_heavy_6	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_medium_1	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_medium_2	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_medium_3	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_medium_4	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_medium_5	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_torso_magical_medium_6	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_wings_bird_7	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_pro10_mom_trial_dae_cha_daemon_prince_arm_l_0	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_pro10_mom_trial_dae_cha_daemon_prince_arm_r_0	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_pro10_mom_trial_dae_cha_daemon_prince_head_0	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_pro10_mom_trial_dae_cha_daemon_prince_legs_0	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_pro10_mom_trial_dae_cha_daemon_prince_tail_0	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_pro10_mom_trial_dae_cha_daemon_prince_torso_0	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_pro10_mom_trial_dae_cha_daemon_prince_weapon_0	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_pro10_mom_trial_dae_cha_daemon_prince_weapon_1	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_pro10_mom_trial_dae_cha_daemon_prince_weapon_2	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_pro10_mom_trial_dae_cha_daemon_prince_wings_0	wh3_main_dae_daemon_prince_set_generic_body_8
wh3_main_dae_cha_daemon_prince_arm_l_base_4	wh3_main_dae_daemon_prince_set_khorne_body_10
wh3_main_dae_cha_daemon_prince_arm_r_base_4	wh3_main_dae_daemon_prince_set_khorne_body_10
wh3_main_dae_cha_daemon_prince_head_base_4	wh3_main_dae_daemon_prince_set_khorne_body_10
wh3_main_dae_cha_daemon_prince_legs_base_4	wh3_main_dae_daemon_prince_set_khorne_body_10
wh3_main_dae_cha_daemon_prince_tail_base_4	wh3_main_dae_daemon_prince_set_khorne_body_10
wh3_main_dae_cha_daemon_prince_torso_base_4	wh3_main_dae_daemon_prince_set_khorne_body_10
wh3_main_dae_cha_daemon_prince_wings_base_4	wh3_main_dae_daemon_prince_set_khorne_body_10
wh3_main_dae_cha_daemon_prince_arm_l_base_5	wh3_main_dae_daemon_prince_set_khorne_body_11
wh3_main_dae_cha_daemon_prince_arm_r_base_5	wh3_main_dae_daemon_prince_set_khorne_body_11
wh3_main_dae_cha_daemon_prince_head_base_5	wh3_main_dae_daemon_prince_set_khorne_body_11
wh3_main_dae_cha_daemon_prince_legs_base_5	wh3_main_dae_daemon_prince_set_khorne_body_11
wh3_main_dae_cha_daemon_prince_tail_base_5	wh3_main_dae_daemon_prince_set_khorne_body_11
wh3_main_dae_cha_daemon_prince_torso_base_5	wh3_main_dae_daemon_prince_set_khorne_body_11
wh3_main_dae_cha_daemon_prince_wings_base_5	wh3_main_dae_daemon_prince_set_khorne_body_11
wh3_main_dae_cha_daemon_prince_arm_l_base_6	wh3_main_dae_daemon_prince_set_khorne_body_12
wh3_main_dae_cha_daemon_prince_arm_r_base_6	wh3_main_dae_daemon_prince_set_khorne_body_12
wh3_main_dae_cha_daemon_prince_head_base_6	wh3_main_dae_daemon_prince_set_khorne_body_12
wh3_main_dae_cha_daemon_prince_legs_base_6	wh3_main_dae_daemon_prince_set_khorne_body_12
wh3_main_dae_cha_daemon_prince_tail_base_6	wh3_main_dae_daemon_prince_set_khorne_body_12
wh3_main_dae_cha_daemon_prince_torso_base_6	wh3_main_dae_daemon_prince_set_khorne_body_12
wh3_main_dae_cha_daemon_prince_wings_base_6	wh3_main_dae_daemon_prince_set_khorne_body_12
wh3_main_dae_cha_daemon_prince_torso_base_10	wh3_main_dae_daemon_prince_set_khorne_body_13
wh3_main_dae_cha_daemon_prince_torso_base_7	wh3_main_dae_daemon_prince_set_khorne_body_13
wh3_main_dae_cha_daemon_prince_torso_base_8	wh3_main_dae_daemon_prince_set_khorne_body_13
wh3_main_dae_cha_daemon_prince_torso_base_9	wh3_main_dae_daemon_prince_set_khorne_body_13
wh3_main_dae_cha_daemon_prince_arm_l_armoured_1	wh3_main_dae_daemon_prince_set_khorne_body_1
wh3_main_dae_cha_daemon_prince_arm_r_armoured_1	wh3_main_dae_daemon_prince_set_khorne_body_1
wh3_main_dae_cha_daemon_prince_head_beast_1	wh3_main_dae_daemon_prince_set_khorne_body_1
wh3_main_dae_cha_daemon_prince_legs_beast_1	wh3_main_dae_daemon_prince_set_khorne_body_1
wh3_main_dae_cha_daemon_prince_tail_living_1	wh3_main_dae_daemon_prince_set_khorne_body_1
wh3_main_dae_cha_daemon_prince_torso_brasscollar_1	wh3_main_dae_daemon_prince_set_khorne_body_1
wh3_main_dae_cha_daemon_prince_wings_beast_1	wh3_main_dae_daemon_prince_set_khorne_body_1
wh3_main_dae_cha_daemon_prince_arm_l_armoured_2	wh3_main_dae_daemon_prince_set_khorne_body_2
wh3_main_dae_cha_daemon_prince_arm_r_armoured_2	wh3_main_dae_daemon_prince_set_khorne_body_2
wh3_main_dae_cha_daemon_prince_head_beast_2	wh3_main_dae_daemon_prince_set_khorne_body_2
wh3_main_dae_cha_daemon_prince_legs_beast_2	wh3_main_dae_daemon_prince_set_khorne_body_2
wh3_main_dae_cha_daemon_prince_tail_living_2	wh3_main_dae_daemon_prince_set_khorne_body_2
wh3_main_dae_cha_daemon_prince_torso_brasscollar_2	wh3_main_dae_daemon_prince_set_khorne_body_2
wh3_main_dae_cha_daemon_prince_wings_beast_2	wh3_main_dae_daemon_prince_set_khorne_body_2
wh3_main_dae_cha_daemon_prince_arm_l_armoured_3	wh3_main_dae_daemon_prince_set_khorne_body_3
wh3_main_dae_cha_daemon_prince_arm_r_armoured_3	wh3_main_dae_daemon_prince_set_khorne_body_3
wh3_main_dae_cha_daemon_prince_head_beast_3	wh3_main_dae_daemon_prince_set_khorne_body_3
wh3_main_dae_cha_daemon_prince_legs_beast_3	wh3_main_dae_daemon_prince_set_khorne_body_3
wh3_main_dae_cha_daemon_prince_tail_living_3	wh3_main_dae_daemon_prince_set_khorne_body_3
wh3_main_dae_cha_daemon_prince_torso_brasscollar_3	wh3_main_dae_daemon_prince_set_khorne_body_3
wh3_main_dae_cha_daemon_prince_wings_beast_3	wh3_main_dae_daemon_prince_set_khorne_body_3
wh3_main_dae_cha_daemon_prince_arm_l_armoured_4	wh3_main_dae_daemon_prince_set_khorne_body_4
wh3_main_dae_cha_daemon_prince_arm_r_armoured_4	wh3_main_dae_daemon_prince_set_khorne_body_4
wh3_main_dae_cha_daemon_prince_head_beast_4	wh3_main_dae_daemon_prince_set_khorne_body_4
wh3_main_dae_cha_daemon_prince_legs_beast_4	wh3_main_dae_daemon_prince_set_khorne_body_4
wh3_main_dae_cha_daemon_prince_tail_living_4	wh3_main_dae_daemon_prince_set_khorne_body_4
wh3_main_dae_cha_daemon_prince_torso_brasscollar_4	wh3_main_dae_daemon_prince_set_khorne_body_4
wh3_main_dae_cha_daemon_prince_wings_beast_4	wh3_main_dae_daemon_prince_set_khorne_body_4
wh3_main_dae_cha_daemon_prince_arm_l_armoured_5	wh3_main_dae_daemon_prince_set_khorne_body_5
wh3_main_dae_cha_daemon_prince_arm_r_armoured_5	wh3_main_dae_daemon_prince_set_khorne_body_5
wh3_main_dae_cha_daemon_prince_head_beast_5	wh3_main_dae_daemon_prince_set_khorne_body_5
wh3_main_dae_cha_daemon_prince_legs_beast_5	wh3_main_dae_daemon_prince_set_khorne_body_5
wh3_main_dae_cha_daemon_prince_tail_living_5	wh3_main_dae_daemon_prince_set_khorne_body_5
wh3_main_dae_cha_daemon_prince_torso_brasscollar_5	wh3_main_dae_daemon_prince_set_khorne_body_5
wh3_main_dae_cha_daemon_prince_wings_beast_5	wh3_main_dae_daemon_prince_set_khorne_body_5
wh3_main_dae_cha_daemon_prince_arm_l_armoured_6	wh3_main_dae_daemon_prince_set_khorne_body_6
wh3_main_dae_cha_daemon_prince_arm_r_armoured_6	wh3_main_dae_daemon_prince_set_khorne_body_6
wh3_main_dae_cha_daemon_prince_head_beast_6	wh3_main_dae_daemon_prince_set_khorne_body_6
wh3_main_dae_cha_daemon_prince_legs_beast_6	wh3_main_dae_daemon_prince_set_khorne_body_6
wh3_main_dae_cha_daemon_prince_tail_living_6	wh3_main_dae_daemon_prince_set_khorne_body_6
wh3_main_dae_cha_daemon_prince_torso_brasscollar_6	wh3_main_dae_daemon_prince_set_khorne_body_6
wh3_main_dae_cha_daemon_prince_wings_beast_6	wh3_main_dae_daemon_prince_set_khorne_body_6
wh3_main_dae_cha_daemon_prince_arm_l_base_1	wh3_main_dae_daemon_prince_set_khorne_body_7
wh3_main_dae_cha_daemon_prince_arm_r_base_1	wh3_main_dae_daemon_prince_set_khorne_body_7
wh3_main_dae_cha_daemon_prince_head_base_1	wh3_main_dae_daemon_prince_set_khorne_body_7
wh3_main_dae_cha_daemon_prince_legs_base_1	wh3_main_dae_daemon_prince_set_khorne_body_7
wh3_main_dae_cha_daemon_prince_tail_base_1	wh3_main_dae_daemon_prince_set_khorne_body_7
wh3_main_dae_cha_daemon_prince_torso_base_1	wh3_main_dae_daemon_prince_set_khorne_body_7
wh3_main_dae_cha_daemon_prince_wings_base_1	wh3_main_dae_daemon_prince_set_khorne_body_7
wh3_main_dae_cha_daemon_prince_arm_l_base_2	wh3_main_dae_daemon_prince_set_khorne_body_8
wh3_main_dae_cha_daemon_prince_arm_r_base_2	wh3_main_dae_daemon_prince_set_khorne_body_8
wh3_main_dae_cha_daemon_prince_head_base_2	wh3_main_dae_daemon_prince_set_khorne_body_8
wh3_main_dae_cha_daemon_prince_legs_base_2	wh3_main_dae_daemon_prince_set_khorne_body_8
wh3_main_dae_cha_daemon_prince_tail_base_2	wh3_main_dae_daemon_prince_set_khorne_body_8
wh3_main_dae_cha_daemon_prince_torso_base_2	wh3_main_dae_daemon_prince_set_khorne_body_8
wh3_main_dae_cha_daemon_prince_wings_base_2	wh3_main_dae_daemon_prince_set_khorne_body_8
wh3_main_dae_cha_daemon_prince_arm_l_base_3	wh3_main_dae_daemon_prince_set_khorne_body_9
wh3_main_dae_cha_daemon_prince_arm_r_base_3	wh3_main_dae_daemon_prince_set_khorne_body_9
wh3_main_dae_cha_daemon_prince_head_base_3	wh3_main_dae_daemon_prince_set_khorne_body_9
wh3_main_dae_cha_daemon_prince_legs_base_3	wh3_main_dae_daemon_prince_set_khorne_body_9
wh3_main_dae_cha_daemon_prince_tail_base_3	wh3_main_dae_daemon_prince_set_khorne_body_9
wh3_main_dae_cha_daemon_prince_torso_base_3	wh3_main_dae_daemon_prince_set_khorne_body_9
wh3_main_dae_cha_daemon_prince_wings_base_3	wh3_main_dae_daemon_prince_set_khorne_body_9
wh3_main_dae_cha_daemon_prince_arm_l_base_4	wh3_main_dae_daemon_prince_set_nurgle_body_10
wh3_main_dae_cha_daemon_prince_arm_r_base_4	wh3_main_dae_daemon_prince_set_nurgle_body_10
wh3_main_dae_cha_daemon_prince_head_base_4	wh3_main_dae_daemon_prince_set_nurgle_body_10
wh3_main_dae_cha_daemon_prince_legs_base_4	wh3_main_dae_daemon_prince_set_nurgle_body_10
wh3_main_dae_cha_daemon_prince_tail_base_4	wh3_main_dae_daemon_prince_set_nurgle_body_10
wh3_main_dae_cha_daemon_prince_torso_base_4	wh3_main_dae_daemon_prince_set_nurgle_body_10
wh3_main_dae_cha_daemon_prince_wings_base_4	wh3_main_dae_daemon_prince_set_nurgle_body_10
wh3_main_dae_cha_daemon_prince_arm_l_base_5	wh3_main_dae_daemon_prince_set_nurgle_body_11
wh3_main_dae_cha_daemon_prince_arm_r_base_5	wh3_main_dae_daemon_prince_set_nurgle_body_11
wh3_main_dae_cha_daemon_prince_head_base_5	wh3_main_dae_daemon_prince_set_nurgle_body_11
wh3_main_dae_cha_daemon_prince_legs_base_5	wh3_main_dae_daemon_prince_set_nurgle_body_11
wh3_main_dae_cha_daemon_prince_tail_base_5	wh3_main_dae_daemon_prince_set_nurgle_body_11
wh3_main_dae_cha_daemon_prince_torso_base_5	wh3_main_dae_daemon_prince_set_nurgle_body_11
wh3_main_dae_cha_daemon_prince_wings_base_5	wh3_main_dae_daemon_prince_set_nurgle_body_11
wh3_main_dae_cha_daemon_prince_arm_l_base_6	wh3_main_dae_daemon_prince_set_nurgle_body_12
wh3_main_dae_cha_daemon_prince_arm_r_base_6	wh3_main_dae_daemon_prince_set_nurgle_body_12
wh3_main_dae_cha_daemon_prince_head_base_6	wh3_main_dae_daemon_prince_set_nurgle_body_12
wh3_main_dae_cha_daemon_prince_legs_base_6	wh3_main_dae_daemon_prince_set_nurgle_body_12
wh3_main_dae_cha_daemon_prince_tail_base_6	wh3_main_dae_daemon_prince_set_nurgle_body_12
wh3_main_dae_cha_daemon_prince_torso_base_6	wh3_main_dae_daemon_prince_set_nurgle_body_12
wh3_main_dae_cha_daemon_prince_wings_base_6	wh3_main_dae_daemon_prince_set_nurgle_body_12
wh3_main_dae_cha_daemon_prince_torso_base_10	wh3_main_dae_daemon_prince_set_nurgle_body_13
wh3_main_dae_cha_daemon_prince_torso_base_7	wh3_main_dae_daemon_prince_set_nurgle_body_13
wh3_main_dae_cha_daemon_prince_torso_base_8	wh3_main_dae_daemon_prince_set_nurgle_body_13
wh3_main_dae_cha_daemon_prince_torso_base_9	wh3_main_dae_daemon_prince_set_nurgle_body_13
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_1	wh3_main_dae_daemon_prince_set_nurgle_body_1
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_1	wh3_main_dae_daemon_prince_set_nurgle_body_1
wh3_main_dae_cha_daemon_prince_head_corpulent_1	wh3_main_dae_daemon_prince_set_nurgle_body_1
wh3_main_dae_cha_daemon_prince_legs_corpulent_1	wh3_main_dae_daemon_prince_set_nurgle_body_1
wh3_main_dae_cha_daemon_prince_tail_corpulent_1	wh3_main_dae_daemon_prince_set_nurgle_body_1
wh3_main_dae_cha_daemon_prince_torso_corpulent_1	wh3_main_dae_daemon_prince_set_nurgle_body_1
wh3_main_dae_cha_daemon_prince_wings_corpulent_1	wh3_main_dae_daemon_prince_set_nurgle_body_1
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_2	wh3_main_dae_daemon_prince_set_nurgle_body_2
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_2	wh3_main_dae_daemon_prince_set_nurgle_body_2
wh3_main_dae_cha_daemon_prince_head_corpulent_2	wh3_main_dae_daemon_prince_set_nurgle_body_2
wh3_main_dae_cha_daemon_prince_legs_corpulent_2	wh3_main_dae_daemon_prince_set_nurgle_body_2
wh3_main_dae_cha_daemon_prince_tail_corpulent_2	wh3_main_dae_daemon_prince_set_nurgle_body_2
wh3_main_dae_cha_daemon_prince_torso_corpulent_2	wh3_main_dae_daemon_prince_set_nurgle_body_2
wh3_main_dae_cha_daemon_prince_wings_corpulent_2	wh3_main_dae_daemon_prince_set_nurgle_body_2
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_3	wh3_main_dae_daemon_prince_set_nurgle_body_3
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_3	wh3_main_dae_daemon_prince_set_nurgle_body_3
wh3_main_dae_cha_daemon_prince_head_corpulent_3	wh3_main_dae_daemon_prince_set_nurgle_body_3
wh3_main_dae_cha_daemon_prince_legs_corpulent_3	wh3_main_dae_daemon_prince_set_nurgle_body_3
wh3_main_dae_cha_daemon_prince_tail_corpulent_3	wh3_main_dae_daemon_prince_set_nurgle_body_3
wh3_main_dae_cha_daemon_prince_torso_corpulent_3	wh3_main_dae_daemon_prince_set_nurgle_body_3
wh3_main_dae_cha_daemon_prince_wings_corpulent_3	wh3_main_dae_daemon_prince_set_nurgle_body_3
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_4	wh3_main_dae_daemon_prince_set_nurgle_body_4
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_5	wh3_main_dae_daemon_prince_set_nurgle_body_4
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_4	wh3_main_dae_daemon_prince_set_nurgle_body_4
wh3_main_dae_cha_daemon_prince_head_corpulent_4	wh3_main_dae_daemon_prince_set_nurgle_body_4
wh3_main_dae_cha_daemon_prince_legs_corpulent_4	wh3_main_dae_daemon_prince_set_nurgle_body_4
wh3_main_dae_cha_daemon_prince_tail_corpulent_4	wh3_main_dae_daemon_prince_set_nurgle_body_4
wh3_main_dae_cha_daemon_prince_torso_corpulent_4	wh3_main_dae_daemon_prince_set_nurgle_body_4
wh3_main_dae_cha_daemon_prince_wings_corpulent_4	wh3_main_dae_daemon_prince_set_nurgle_body_4
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_5	wh3_main_dae_daemon_prince_set_nurgle_body_5
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_5	wh3_main_dae_daemon_prince_set_nurgle_body_5
wh3_main_dae_cha_daemon_prince_head_corpulent_5	wh3_main_dae_daemon_prince_set_nurgle_body_5
wh3_main_dae_cha_daemon_prince_legs_corpulent_5	wh3_main_dae_daemon_prince_set_nurgle_body_5
wh3_main_dae_cha_daemon_prince_tail_corpulent_5	wh3_main_dae_daemon_prince_set_nurgle_body_5
wh3_main_dae_cha_daemon_prince_torso_corpulent_5	wh3_main_dae_daemon_prince_set_nurgle_body_5
wh3_main_dae_cha_daemon_prince_wings_corpulent_5	wh3_main_dae_daemon_prince_set_nurgle_body_5
wh3_main_dae_cha_daemon_prince_arm_l_corpulent_6	wh3_main_dae_daemon_prince_set_nurgle_body_6
wh3_main_dae_cha_daemon_prince_arm_r_corpulent_6	wh3_main_dae_daemon_prince_set_nurgle_body_6
wh3_main_dae_cha_daemon_prince_head_corpulent_6	wh3_main_dae_daemon_prince_set_nurgle_body_6
wh3_main_dae_cha_daemon_prince_legs_corpulent_6	wh3_main_dae_daemon_prince_set_nurgle_body_6
wh3_main_dae_cha_daemon_prince_tail_corpulent_6	wh3_main_dae_daemon_prince_set_nurgle_body_6
wh3_main_dae_cha_daemon_prince_torso_corpulent_6	wh3_main_dae_daemon_prince_set_nurgle_body_6
wh3_main_dae_cha_daemon_prince_wings_corpulent_6	wh3_main_dae_daemon_prince_set_nurgle_body_6
wh3_main_dae_cha_daemon_prince_arm_l_base_1	wh3_main_dae_daemon_prince_set_nurgle_body_7
wh3_main_dae_cha_daemon_prince_arm_r_base_1	wh3_main_dae_daemon_prince_set_nurgle_body_7
wh3_main_dae_cha_daemon_prince_head_base_1	wh3_main_dae_daemon_prince_set_nurgle_body_7
wh3_main_dae_cha_daemon_prince_legs_base_1	wh3_main_dae_daemon_prince_set_nurgle_body_7
wh3_main_dae_cha_daemon_prince_tail_base_1	wh3_main_dae_daemon_prince_set_nurgle_body_7
wh3_main_dae_cha_daemon_prince_torso_base_1	wh3_main_dae_daemon_prince_set_nurgle_body_7
wh3_main_dae_cha_daemon_prince_wings_base_1	wh3_main_dae_daemon_prince_set_nurgle_body_7
wh3_main_dae_cha_daemon_prince_arm_l_base_2	wh3_main_dae_daemon_prince_set_nurgle_body_8
wh3_main_dae_cha_daemon_prince_arm_r_base_2	wh3_main_dae_daemon_prince_set_nurgle_body_8
wh3_main_dae_cha_daemon_prince_head_base_2	wh3_main_dae_daemon_prince_set_nurgle_body_8
wh3_main_dae_cha_daemon_prince_legs_base_2	wh3_main_dae_daemon_prince_set_nurgle_body_8
wh3_main_dae_cha_daemon_prince_tail_base_2	wh3_main_dae_daemon_prince_set_nurgle_body_8
wh3_main_dae_cha_daemon_prince_torso_base_2	wh3_main_dae_daemon_prince_set_nurgle_body_8
wh3_main_dae_cha_daemon_prince_wings_base_2	wh3_main_dae_daemon_prince_set_nurgle_body_8
wh3_main_dae_cha_daemon_prince_arm_l_base_3	wh3_main_dae_daemon_prince_set_nurgle_body_9
wh3_main_dae_cha_daemon_prince_arm_r_base_3	wh3_main_dae_daemon_prince_set_nurgle_body_9
wh3_main_dae_cha_daemon_prince_head_base_3	wh3_main_dae_daemon_prince_set_nurgle_body_9
wh3_main_dae_cha_daemon_prince_legs_base_3	wh3_main_dae_daemon_prince_set_nurgle_body_9
wh3_main_dae_cha_daemon_prince_tail_base_3	wh3_main_dae_daemon_prince_set_nurgle_body_9
wh3_main_dae_cha_daemon_prince_torso_base_3	wh3_main_dae_daemon_prince_set_nurgle_body_9
wh3_main_dae_cha_daemon_prince_wings_base_3	wh3_main_dae_daemon_prince_set_nurgle_body_9
wh3_main_dae_cha_daemon_prince_arm_l_base_4	wh3_main_dae_daemon_prince_set_slaanesh_body_10
wh3_main_dae_cha_daemon_prince_arm_r_base_4	wh3_main_dae_daemon_prince_set_slaanesh_body_10
wh3_main_dae_cha_daemon_prince_head_base_4	wh3_main_dae_daemon_prince_set_slaanesh_body_10
wh3_main_dae_cha_daemon_prince_legs_base_4	wh3_main_dae_daemon_prince_set_slaanesh_body_10
wh3_main_dae_cha_daemon_prince_tail_base_4	wh3_main_dae_daemon_prince_set_slaanesh_body_10
wh3_main_dae_cha_daemon_prince_torso_base_4	wh3_main_dae_daemon_prince_set_slaanesh_body_10
wh3_main_dae_cha_daemon_prince_wings_base_4	wh3_main_dae_daemon_prince_set_slaanesh_body_10
wh3_main_dae_cha_daemon_prince_arm_l_base_5	wh3_main_dae_daemon_prince_set_slaanesh_body_11
wh3_main_dae_cha_daemon_prince_arm_r_base_5	wh3_main_dae_daemon_prince_set_slaanesh_body_11
wh3_main_dae_cha_daemon_prince_head_base_5	wh3_main_dae_daemon_prince_set_slaanesh_body_11
wh3_main_dae_cha_daemon_prince_legs_base_5	wh3_main_dae_daemon_prince_set_slaanesh_body_11
wh3_main_dae_cha_daemon_prince_tail_base_5	wh3_main_dae_daemon_prince_set_slaanesh_body_11
wh3_main_dae_cha_daemon_prince_torso_base_5	wh3_main_dae_daemon_prince_set_slaanesh_body_11
wh3_main_dae_cha_daemon_prince_wings_base_5	wh3_main_dae_daemon_prince_set_slaanesh_body_11
wh3_main_dae_cha_daemon_prince_arm_l_base_6	wh3_main_dae_daemon_prince_set_slaanesh_body_12
wh3_main_dae_cha_daemon_prince_arm_r_base_6	wh3_main_dae_daemon_prince_set_slaanesh_body_12
wh3_main_dae_cha_daemon_prince_head_base_6	wh3_main_dae_daemon_prince_set_slaanesh_body_12
wh3_main_dae_cha_daemon_prince_legs_base_6	wh3_main_dae_daemon_prince_set_slaanesh_body_12
wh3_main_dae_cha_daemon_prince_tail_base_6	wh3_main_dae_daemon_prince_set_slaanesh_body_12
wh3_main_dae_cha_daemon_prince_torso_base_6	wh3_main_dae_daemon_prince_set_slaanesh_body_12
wh3_main_dae_cha_daemon_prince_wings_base_6	wh3_main_dae_daemon_prince_set_slaanesh_body_12
wh3_main_dae_cha_daemon_prince_torso_base_10	wh3_main_dae_daemon_prince_set_slaanesh_body_13
wh3_main_dae_cha_daemon_prince_torso_base_7	wh3_main_dae_daemon_prince_set_slaanesh_body_13
wh3_main_dae_cha_daemon_prince_torso_base_8	wh3_main_dae_daemon_prince_set_slaanesh_body_13
wh3_main_dae_cha_daemon_prince_torso_base_9	wh3_main_dae_daemon_prince_set_slaanesh_body_13
wh3_main_dae_cha_daemon_prince_arm_l_scythe_1	wh3_main_dae_daemon_prince_set_slaanesh_body_1
wh3_main_dae_cha_daemon_prince_arm_r_scythe_1	wh3_main_dae_daemon_prince_set_slaanesh_body_1
wh3_main_dae_cha_daemon_prince_head_adornedhelmet_1	wh3_main_dae_daemon_prince_set_slaanesh_body_1
wh3_main_dae_cha_daemon_prince_legs_daemonette_1	wh3_main_dae_daemon_prince_set_slaanesh_body_1
