bonus_value_id	effect	unit_set_attribute
enable	wh3_dlc26_effect_attribute_enable_vanguard_deployment_kho_bloodletters	wh3_dlc26_kho_bloodletters_guerilla_deploy
enable	wh3_dlc26_effect_attribute_enable_vanguard_deployment_ogr_hunters_beasts	wh3_main_ogr_sabretusks_vultures_stonehorn_thundertusk_enable_guerrilla_deployment
enable	wh3_dlc26_effect_attribute_enable_vanguard_deployment_savage_orcs	wh3_dlc26_vanguard_savage_orcs
enable	wh3_dlc26_effect_attribute_enable_vanguard_grn_characters	grn_characters_vanguard
enable	wh3_dlc26_effect_attribute_enable_vanguard_squig_herd_colossal_squig	wh3_dlc26_effect_attribute_enable_vanguard_squig_herd_colossal_squig
enable	wh3_dlc26_effect_attribute_grn_boars	attribute_grn_boars
enable	wh3_dlc26_effect_attribute_grn_fanatics	attribute_grn_fanatics
enable	wh3_dlc26_effect_attribute_grn_goblin_infantry	attribute_grn_goblin_infantry
enable	wh3_dlc26_effect_attribute_grn_nasty_skulkers	attribute_grn_nasty_skulkers
enable	wh3_dlc26_effect_attribute_grn_night_goblin_archers	attribute_grn_night_goblin_archers
enable	wh3_dlc26_effect_attribute_grn_orc_infantry	attribute_grn_orc_infantry
enable	wh3_dlc26_effect_attribute_grn_spiders	attribute_grn_spiders
enable	wh3_dlc26_effect_attribute_grn_squig_herds	attribute_grn_squig_herds
enable	wh3_dlc26_effect_attribute_grn_trolls	attribute_grn_trolls
enable	wh3_dlc26_effect_attribute_perfect_vigour_pump_wagons	pump_wagon_perfect_vigour
enable	wh3_dlc26_effect_attribute_unyielding_assault_ogr_bull_iron_guts	ogr_bull_ironguts_unyielding_assault
enable	wh3_dlc26_effect_attrivute_enable_glorious_charge_grn_chariots	grn_chariots_glorious_charge
enable	wh3_dlc26_effect_cause_fear_black_orcs	wh3_dlc26_effect_attribute_fear_black_orcs
enable	wh3_dlc26_effect_cause_fear_squig_hoppers_mangler	wh3_dlc26_effect_cause_fear_squig_hoppers_mangler
enable	wh3_dlc26_effect_enable_attribute_vaunguard_deployment_ogr_mournfang	wh3_dlc26_guerrilla_deploy_mournfang
enable	wh3_dlc26_effect_unit_enable_attribute_expert_charge_defence_kho_non_daemonic_infantry	wh3_dlc26_effect_unit_enable_attribute_expert_charge_defence_kho_non_daemonic_infantry
enable	wh3_dlc26_grn_effect_attribute_strider_cavalry_rank7	wh3_dlc26_attribute_strider_cavalry_rank7
enable	wh3_main_effect_attribute_devastating_flanker_wraiths	devastating_flanker_wraiths
enable	wh3_main_effect_attribute_enable_causes_terror_iridescent_horror	wh3_main_effect_attribute_enable_causes_terror_iridescent_horror
enable	wh3_main_effect_attribute_enable_causes_terror_ogr_gorger	wh3_main_effect_attribute_enable_causes_terror_ogr_gorger
enable	wh3_main_effect_attribute_enable_devestating_flanker_chd_kdaai	devastating_flanker_chd_kdaai
enable	wh3_main_effect_attribute_enable_devestating_flanker_cth_jade_lancer	wh3_main_effect_attribute_enable_devestating_flanker_jade_lancer
enable	wh3_main_effect_attribute_enable_devestating_flanker_sla_cavalry_chariots	wh3_main_effect_attribute_enable_devestating_flanker_sla_cavalry_chariots
enable	wh3_main_effect_attribute_enable_immune_to_psychology_ogr_sabretusk	wh3_main_ogr_sabretusks_enable_immune_to_psychology
enable	wh3_main_effect_attribute_enable_perfect_vigour_cth_peasant_horsemen	wh3_main_effect_attribute_enable_perfect_vigour_cth_peasant_horsemen_archer
enable	wh3_main_effect_attribute_enable_perfect_vigour_kho_bloodletters	wh3_main_effect_attribute_enable_perfect_vigour_kho_bloodletters
enable	wh3_main_effect_attribute_enable_perfect_vigour_kho_crushers	wh3_main_effect_attribute_enable_perfect_vigour_kho_crushers
enable	wh3_main_effect_attribute_enable_perfect_vigour_sla_cavalry	wh3_main_effect_attribute_enable_perfect_vigour_sla_cavalry
enable	wh3_main_effect_attribute_enable_perfect_vigour_stonehorn_mount	wh3_main_ogr_cha_hunter_1_perfect_vigour
enable	wh3_main_effect_attribute_enable_perfect_vigour_tmb_ushabti	wh3_main_effect_attribute_enable_perfect_vigour_tmb_ushabti
enable	wh3_main_effect_attribute_enable_stalk_cth_peasant_archer	wh3_main_effect_attribute_enable_stalk_peasant_archer
enable	wh3_main_effect_attribute_enable_stalk_ogr_sabretusk	wh3_main_ogr_sabretusks_enable_stalk
enable	wh3_main_effect_attribute_enable_stalk_snow_leopards	wh3_main_ogr_snow_leopard_enable_stalk
enable	wh3_main_effect_attribute_enable_unbreakable_kho_bloodthirster	wh3_main_effect_attribute_enable_unbreakable_kho_bloodthirster
enable	wh3_main_effect_attribute_enable_unbreakable_ogr_gnoblars	wh3_main_ogr_gnoblars_unbreakable
enable	wh3_main_effect_attribute_enable_vanguard_deployment_nur_plague_toad_rot_flies	wh3_main_effect_attribute_enable_vanguard_deployment_nur_plague_toad_rot_flies
enable	wh3_main_effect_attribute_enable_vanguard_deployment_ogr_sabretusk	wh3_main_ogr_sabretusks_enable_guerrilla_deployment
enable	wh3_main_effect_attribute_perfect_vigour_skeletons	perfect_vigour_skeletons_0
enable	wh3_main_effect_attribute_perfect_vigour_skeletons	perfect_vigour_skeletons_1
enable	wh3_main_effect_attribute_perfect_vigour_skeletons	perfect_vigour_wh_dlc04_vmp_inf_konigstein_stalkers_0
enable	wh3_main_effect_attribute_spell_mastery_chd_kdaai	spell_mastery_chd_kdaai
enable	wh3_main_effect_attribute_spell_mastery_treemen	wh3_main_effect_attribute_spell_mastery_ancient_treemen
enable	wh3_main_effect_attribute_spell_mastery_treemen	wh3_main_effect_attribute_spell_mastery_spellsingers
enable	wh3_main_effect_attribute_strider_kho_flesh_hounds	wh3_main_flesh_hounds_strider
enable	wh3_main_effect_attribute_wallbreaker_treemen	wh3_main_effect_attribute_wallbreaker_ancient_treemen
enable	wh3_main_effect_attribute_wallbreaker_treemen	wh3_main_effect_attribute_wallbreaker_treemen
enable	wh3_main_effect_enable_attribute_expert_charge_defence_vs_large_nur_plaguebearer	wh3_main_effect_enable_attribute_expert_charge_defence_vs_large_nur_plaguebearer
enable	wh3_main_effect_immunity_to_contact_effects_saurus_temple_guard	contact_immune_saurus_temple_guard
enable	wh3_main_effect_unit_enable_spell_mastery_tzeentch_chars	wh3_main_spell_mastery_tze_cultists
enable	wh3_main_effect_unit_enable_spell_mastery_tzeentch_chars	wh3_main_spell_mastery_tze_exalted_lords_of_change_kairos
enable	wh3_main_effect_unit_enable_spell_mastery_tzeentch_chars	wh3_main_spell_mastery_tze_iridescent_horrors
enable	wh3_main_effect_unit_enable_spell_mastery_tzeentch_chars	wh3_main_spell_mastery_tze_lords_of_change
enable	wh3_main_effect_vanguard_deployment_stalk_lokhir_unmounted	stalk_lokhir_unmounted
enable	wh3_main_effect_vanguard_deployment_stalk_lokhir_unmounted	vanguard_lokhir_unmounted
enable	wh3_main_effect_vanguard_deployment_zombies	vanguard_zombies
enable	wh3_pro12_effect_attribute_enable_stalk_flesh_hounds	wh3_pro12_kho_flesh_hounds_enable_stalk
enable	wh_dlc13_effect_saurus_temple_guard_enable_attribute_unbreakable	wh2_dlc13_saurus_temple_guard_unbreakable
enable	wh_dlc15_effect_force_unit_attribute_perfect_vigour_grn_chariots_pumpwagons	wh2_dlc15_perfect_vigour_grn_chariots
enable	wh_dlc15_effect_force_unit_attribute_perfect_vigour_grn_chariots_pumpwagons	wh2_dlc15_perfect_vigour_pumpwagons
enable	wh_main_effect_enable_attribute_expert_charge_defence_saurus_temple_guard	wh2_dlc13_saurus_temple_guard_charge_defence
enable	wh_main_effect_unit_enable_attribute_guerrilla_deployment_goblins	wh2_main_grn_goblin_guerilla_deploy
