key	left_click_down	left_click_up	right_click	mouse_on	mouse_off	drag_start	drag_stop	shortcut	panel_opened	panel_closed	double_left_click	mouse_on_off_cooldown	panel_opened_closed_cooldown
UI_CAM_CLICK_Daemons_Select_Body_Part	GBL_UI_Click_Small_Down	UI_CAM_Click_Daemons_Select_Body_Part					UI_CAM_Click_Daemons_Select_Body_Part	UI_CAM_Click_Daemons_Select_Body_Part				true	true
UI_CAM_CLICK_Def_Slave_Diktats	GBL_UI_Click_Small_Down	UI_CAM_Click_Dark_Elves_Slave_Diktats		UI_MSO_Generic_Small			UI_CAM_Click_Dark_Elves_Slave_Diktats	UI_CAM_Click_Dark_Elves_Slave_Diktats				true	true
UI_CAM_CLICK_Incident_Continue	GBL_UI_Click_Small_Down	UI_CAM_CLICK_Incident_Round_Button		UI_MSO_Generic_Small			UI_CAM_CLICK_Incident_Round_Button	UI_CAM_CLICK_Incident_Round_Button				true	true
UI_CAM_CLICK_Kislev_Atamans_Select_Available_Ataman	GBL_UI_Click_Large_Down	UI_CAM_Click_Kislev_Select_Available_Atamans		UI_MSO_Generic_Medium			UI_CAM_Click_Kislev_Select_Available_Atamans	UI_CAM_Click_Kislev_Select_Available_Atamans				true	true
UI_CAM_CLICK_Kislev_Ice_Court_Select_Ice_Witch_Characteristic	GBL_UI_Click_Large_Down	UI_CAM_Click_Kislev_Ice_Court_Select_Ice_Witch_Character_Select		UI_MSO_Generic_Medium			UI_CAM_Click_Kislev_Ice_Court_Select_Ice_Witch_Character_Select	UI_CAM_Click_Kislev_Ice_Court_Select_Ice_Witch_Character_Select				true	true
UI_CAM_CLICK_Kislev_Ice_Court_Select_Ice_Witch_Lord	GBL_UI_Click_Large_Down	UI_CAM_Click_Kislev_Ice_Court_Select_Ice_Witch_Lord		UI_MSO_Generic_Medium			UI_CAM_Click_Kislev_Ice_Court_Select_Ice_Witch_Lord	UI_CAM_Click_Kislev_Ice_Court_Select_Ice_Witch_Lord				true	true
UI_CAM_CLICK_Kislev_Motherland_Invoke	GBL_UI_Click_Large_Down	UI_CAM_Click_Kislev_Motherland_Invoke		UI_MSO_Generic_Medium			UI_CAM_Click_Kislev_Motherland_Invoke	UI_CAM_Click_Kislev_Motherland_Invoke				true	true
UI_CAM_CLICK_Kislev_The_Motherland_Invoke	GBL_UI_Click_Large_Down	UI_CAM_Click_Kislev_The_Motherland_Invoke		UI_MSO_Generic_Medium			UI_CAM_Click_Kislev_The_Motherland_Invoke	UI_CAM_Click_Kislev_The_Motherland_Invoke				true	true
UI_CAM_CLICK_Ogres_Accept_Contract	GBL_UI_Click_Large_Down	UI_CAM_Click_Ogres_Accept_Contract		UI_MSO_Generic_Medium			UI_CAM_Click_Ogres_Accept_Contract	UI_CAM_Click_Ogres_Accept_Contract				true	true
UI_CAM_CLICK_Ogres_Choose_Name	GBL_UI_Click_Large_Down	UI_CAM_HUD_Ogres_Choose_Name		UI_MSO_Generic_Medium			UI_CAM_HUD_Ogres_Choose_Name	UI_CAM_HUD_Ogres_Choose_Name				true	true
UI_CAM_CLICK_Ogres_Deploy_Camp	GBL_UI_Click_Large_Down	UI_CAM_HUD_Ogres_Deploy_Camp		UI_MSO_Generic_Medium			UI_CAM_HUD_Ogres_Deploy_Camp	UI_CAM_HUD_Ogres_Deploy_Camp				true	true
UI_CAM_CLICK_Ogres_Select_Maw_Bonus	GBL_UI_Click_Large_Down	UI_CAM_HUD_Ogres_Select_Maw_Bonus		UI_MSO_Generic_Medium			UI_CAM_HUD_Ogres_Select_Maw_Bonus	UI_CAM_HUD_Ogres_Select_Maw_Bonus				true	true
UI_CAM_CLICK_Ogres_The_Great_Maw_Make_Offering	GBL_UI_Click_Large_Down	UI_CAM_Click_Ogres_The_Great_Maw_Make_Offer		UI_MSO_Generic_Medium			UI_CAM_Click_Ogres_The_Great_Maw_Make_Offer	UI_CAM_Click_Ogres_The_Great_Maw_Make_Offer				true	true
UI_CAM_CLICK_Rifts_Select_Rift	GBL_UI_Click_Small_Down	UI_CLICK_Settlement_Select		UI_MSO_Generic_Small			UI_CLICK_Settlement_Select	UI_CLICK_Settlement_Select				true	true
UI_CAM_CLICK_Rifts_Traverse	GBL_UI_Click_Small_Down	UI_CLICK_Rifts_Traverse		UI_MSO_Generic_Small			UI_CLICK_Rifts_Traverse	UI_CLICK_Rifts_Traverse				true	true
UI_CAM_CLICK_Shadow_Gate_Enter_Realm	GBL_UI_Click_Large_Down	UI_CAM_Click_Shadow_Gate_Panel_Enter_Realm		UI_MSO_Generic_Medium			UI_CAM_Click_Shadow_Gate_Panel_Enter_Realm	UI_CAM_Click_Shadow_Gate_Panel_Enter_Realm				true	true
UI_CAM_CLICK_Shadow_Gate_Select_Chaos_God	GBL_UI_Click_Large_Down	UI_CAM_Click_Shadow_Gate_Panel_Select_Chaos_God		UI_MSO_Generic_Medium			UI_CAM_Click_Shadow_Gate_Panel_Select_Chaos_God	UI_CAM_Click_Shadow_Gate_Panel_Select_Chaos_God				true	true
UI_CAM_CLICK_Sla_Pleasurable_Acts	GBL_UI_Click_Small_Down	UI_CAM_Click_Slaanesh_Pleasurable_Acts		UI_MSO_Generic_Small			UI_CAM_Click_Slaanesh_Pleasurable_Acts	UI_CAM_Click_Slaanesh_Pleasurable_Acts				true	true
UI_CAM_CLICK_TWA03_Forge_Of_Daith_Confirm	GBL_UI_Click_Large_Down	UI_CLICK_Forge_Of_Daith_Forge_Confirm		UI_MSO_Generic_Medium			UI_CLICK_Forge_Of_Daith_Forge_Confirm	UI_CLICK_Forge_Of_Daith_Forge_Confirm				true	true
UI_CAM_CLICK_Tzeentch_Changing_Of_The_Ways_Perform	GBL_UI_Click_Large_Down	UI_CAM_Click_Tzeentch_Changing_Of_The_Ways_Perform		UI_MSO_Generic_Medium			UI_CAM_Click_Tzeentch_Changing_Of_The_Ways_Perform	UI_CAM_Click_Tzeentch_Changing_Of_The_Ways_Perform				true	true
UI_CAM_CLICK_Tzeentch_Changing_Of_The_Ways_Select	GBL_UI_Click_Large_Down	UI_CAM_Click_Tzeentch_Changing_Of_The_Ways_Select		UI_MSO_Generic_Medium			UI_CAM_Click_Tzeentch_Changing_Of_The_Ways_Select	UI_CAM_Click_Tzeentch_Changing_Of_The_Ways_Select				true	true
UI_CAM_CLICK_Tzeentch_Changing_Of_The_Ways_Settlement	GBL_UI_Click_Small_Down	UI_CAM_Click_Tzeentch_Changing_Of_The_Ways_Settlement		UI_MSO_Generic_Small			UI_CAM_Click_Tzeentch_Changing_Of_The_Ways_Settlement	UI_CAM_Click_Tzeentch_Changing_Of_The_Ways_Settlement				true	true
UI_CAM_CLICK_Tzeentch_Winds_Of_Magic_Manipulation_Toggle	GBL_UI_Click_Large_Down	UI_CAM_Click_Tzeentch_Winds_Of_Magic_Manipulation_Toggle		UI_MSO_Generic_Medium			UI_CAM_Click_Tzeentch_Winds_Of_Magic_Manipulation_Toggle	UI_CAM_Click_Tzeentch_Winds_Of_Magic_Manipulation_Toggle				true	true
UI_CAM_CLICK_Tzeentch_WoM_Manipulation_Decrease	GBL_UI_Click_Large_Down	UI_CAM_Click_Tzeentch_WoM_Manipulation_Decrease		UI_MSO_Generic_Medium			UI_CAM_Click_Tzeentch_WoM_Manipulation_Decrease	UI_CAM_Click_Tzeentch_WoM_Manipulation_Decrease				true	true
UI_CAM_CLICK_Tzeentch_WoM_Manipulation_Increase	GBL_UI_Click_Large_Down	UI_CAM_Click_Tzeentch_WoM_Manipulation_Increase		UI_MSO_Generic_Medium			UI_CAM_Click_Tzeentch_WoM_Manipulation_Increase	UI_CAM_Click_Tzeentch_WoM_Manipulation_Increase				true	true
UI_CAM_Click_DLC17_Beastmen_Bloodgrounds_Ritual	GBL_UI_Click_Small_Down	UI_CLICK_DLC17_Beastmen_Bloodgrounds_Ritual_Perform		UI_MSO_Generic_Small				UI_CLICK_Cam_Faction_Ability_Generic				true	true
UI_CAM_Click_DLC26_Woodelves_Aspects_Upgrade_Button	GBL_UI_Click_Small_Down	UI_CAM_Click_Woodelves_Aspects_Upgrade_Button		UI_MSO_Generic_Small			UI_CAM_Click_Woodelves_Aspects_Upgrade_Button	UI_CAM_Click_Woodelves_Aspects_Upgrade_Button				true	true
UI_CAM_Click_Dae_Progression	GBL_UI_Click_Small_Down			UI_MSO_Generic_Small								true	true
UI_CAM_Click_Slaansh_Force_Vassal	GBL_UI_Click_Small_Down	UI_CAM_Click_Slaansh_Force_Vassal		UI_MSO_Generic_Small			UI_CAM_Click_Slaansh_Force_Vassal	UI_CAM_Click_Slaansh_Force_Vassal				true	true
UI_CAM_Click_Slaansh_Proliferate_Cults	GBL_UI_Click_Small_Down	UI_CAM_Click_Slaansh_Proliferate_Cults		UI_MSO_Generic_Small			UI_CAM_Click_Slaansh_Proliferate_Cults	UI_CAM_Click_Slaansh_Proliferate_Cults				true	true
UI_CAM_Click_Slaansh_Seduce_Units	GBL_UI_Click_Small_Down	UI_CAM_Click_Slaansh_Seduce_Units		UI_MSO_Generic_Small			UI_CAM_Click_Slaansh_Seduce_Units	UI_CAM_Click_Slaansh_Seduce_Units				true	true
UI_CAM_Click_Slaansh_Summon_Disciple_Army	GBL_UI_Click_Small_Down	UI_CAM_Click_Slaansh_Summon_Disciple_Army		UI_MSO_Generic_Small			UI_CAM_Click_Slaansh_Summon_Disciple_Army	UI_CAM_Click_Slaansh_Summon_Disciple_Army				true	true
UI_CAM_DLC24_CTH_JadeCompassDirections_Locked	GBL_UI_Click_Small_Down	UI_CAM_CTH_JadeCompass_Directions_Locked		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_CTH_JadeCompassDirections_Select	GBL_UI_Click_Small_Down	UI_CAM_CTH_JadeCompass_Directions_Select		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_CTH_JadeCompass_NeedleMove	GBL_UI_Click_Small_Down	UI_CAM_CTH_JadeCompass_NeedleMove		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_CTH_JadeCompass_Needle_Idle_Stop										UI_CAM_CTH_JadeCompass_NeedleMove_Idle_End		true	true
UI_CAM_DLC24_CTH_JadeCompass_Screen_Open	GBL_UI_Click_Small_Down	UI_CAM_CTH_JadeCompass_Screen_Open		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_CTH_JadeCompass_Select	GBL_UI_Click_Small_Down	UI_CAM_CTH_JadeCompass_Select		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_CTH_MattersOfState_AvailableActions	GBL_UI_Click_Small_Down	UI_CAM_CTH_MattersOfState_AvailableActions		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_CTH_MattersOfState_Balance	GBL_UI_Click_Small_Down	UI_CAM_CTH_MattersOfState_Balance		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_CTH_MattersOfState_Metal	GBL_UI_Click_Small_Down	UI_CAM_CTH_MattersOfState_Metal		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_CTH_MattersOfState_Open	GBL_UI_Click_Small_Down	UI_CAM_CTH_MattersOfState_Open		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_CTH_MattersOfState_Perform	GBL_UI_Click_Small_Down	UI_CAM_CTH_MattersOfState_Perform		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_CTH_MattersOfState_Rock	GBL_UI_Click_Small_Down	UI_CAM_CTH_MattersOfState_Rock		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_Brew_Hex_Enhance	GBL_UI_Click_Small_Down	UI_CAM_KSL_BrewHex_Enhance		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_Brew_Hex_Open	GBL_UI_Click_Large_Down	UI_CAM_KSL_BrewHex_Open		UI_MSO_Generic_Medium			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_Brew_Hex_Perform	GBL_UI_Click_Large_Down	UI_CAM_KSL_BrewHex_Perform		UI_MSO_Generic_Medium			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_WitchesHut_Blessing_Confirm	GBL_UI_Click_Small_Down	UI_CAM_KSL_WitchesHut_Blessing_Confirm		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_WitchesHut_Blessing_Select	GBL_UI_Click_Small_Down	UI_CAM_KSL_WitchesHut_Blessing_Select		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_WitchesHut_Curse_Confirm	GBL_UI_Click_Small_Down	UI_CAM_KSL_WitchesHut_Curse_Confirm		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_WitchesHut_Curse_Select	GBL_UI_Click_Small_Down	UI_CAM_KSL_WitchesHut_Curse_Select		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_WitchesHut_HUD_Open	GBL_UI_Click_Small_Down	UI_CAM_KSL_WitchesHut_Screen_Open		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_WitchesHut_Panel									UI_CAM_KSL_WitchesHut_Panel_Open	UI_CAM_KSL_WitchesHut_Panel_Close		true	true
UI_CAM_DLC24_KSL_WitchesHut_Runes	GBL_UI_Click_Small_Down	UI_CAM_KSL_WitchesHut_Runes		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_WitchesHut_Screen_Open	GBL_UI_Click_Small_Down	UI_CAM_KSL_WitchesHut_Screen_Open		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_KSL_WitchesHut_Trinkets	GBL_UI_Click_Small_Down	UI_CAM_KSL_WitchesHut_Trinkets_Select		UI_MSO_Generic_Small		UI_CAM_KSL_WitchesHut_Trinkets_Select		UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Foreign_Slots_Parasitic	GBL_UI_Click_Small_Down	UI_CAM_TZE_ForeignSlots_Parasitic		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Foreign_Slots_Symbiotic	GBL_UI_Click_Small_Down	UI_CAM_TZE_ForeignSlots_Symbiotic		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_FormlessHorror_Confirm	GBL_UI_Click_Small_Down	UI_CAM_TZE_FormlessHorror_Confirm		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_FormlessHorror_Locked	GBL_UI_Click_Small_Down	UI_CAM_TZE_FormlessHorror_Locked		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_FormlessHorror_Select	GBL_UI_Click_Small_Down	UI_CAM_TZE_FormlessHorror_Select		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_FormlessHorror_Unit	GBL_UI_Click_Small_Down	UI_CAM_TZE_FormlessHorror_Unit		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Infiltration_Millitary	GBL_UI_Click_Small_Down	UI_CAM_TZE_Infiltration_Millitary		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Infiltration_Parasitic	GBL_UI_Click_Small_Down	UI_CAM_TZE_Infiltration_Parasitic		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Infiltration_Symbiotic	GBL_UI_Click_Small_Down	UI_CAM_TZE_Infiltration_Symbiotic		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Schemes_FinalBattle	GBL_UI_Click_Small_Down	UI_CAM_TZE_Schemes_FinalBattle		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Schemes_GrandScheme	GBL_UI_Click_Small_Down	UI_CAM_TZE_Schemes_GrandScheme		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Schemes_Locked	GBL_UI_Click_Small_Down	UI_CAM_TZE_Schemes_Locked		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Schemes_MinorScheme	GBL_UI_Click_Small_Down	UI_CAM_TZE_Schemes_MinorScheme		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Schemes_TheatreOfWar	GBL_UI_Click_Small_Down	UI_CAM_TZE_Schemes_TheatreOfWar		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC24_TZE_Schemes_UltimateScheme	GBL_UI_Click_Small_Down	UI_CAM_TZE_Schemes_UltimateScheme		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CLICK_Generic_Text_Small				true	true
UI_CAM_DLC26_Greenskins_Da_Plan_Equip_Button	GBL_UI_Click_Large_Down	UI_CAM_Click_Greenskins_Da_Plan_Equip_Button		UI_MSO_Generic_Medium			UI_CLICK_Generic_Small	UI_CAM_Click_Greenskins_Da_Plan_Equip_Button				true	true
UI_CAM_DLC26_Khorne_Cloak_Of_Skulls_Empower_Button	GBL_UI_Click_Large_Down	UI_CAM_Click_Khorne_Cloak_Of_Skulls_Empower_Button		UI_MSO_Generic_Medium			UI_CLICK_Generic_Small	UI_CAM_Click_Khorne_Cloak_Of_Skulls_Empower_Button				true	true
UI_CAM_DLC26_Khorne_Cloak_Of_Skulls_Skull_Button	GBL_UI_Click_Small_Down	UI_CAM_Click_Khorne_Cloak_Of_Skulls_Skull_Button		UI_MSO_Generic_Small			UI_CLICK_Generic_Text_Small	UI_CAM_Click_Khorne_Cloak_Of_Skulls_Skull_Button				true	true
UI_CAM_DLC26_Khorne_Cloak_Of_Skulls_Teleport_Button	GBL_UI_Click_Large_Down	UI_CAM_Click_Khorne_Cloak_Of_Skulls_Teleport_Button		UI_MSO_Generic_Medium			UI_CLICK_Generic_Small	UI_CAM_Click_Khorne_Cloak_Of_Skulls_Teleport_Button				true	true
UI_CAM_DLC26_Khorne_Wrath_Of_Khorne_Accept_Button	GBL_UI_Click_Large_Down	UI_CAM_Button_Khorne_Wrath_Of_Khorne_Accept		UI_MSO_Generic_Medium			UI_CLICK_Generic_Small	UI_CAM_Button_Khorne_Wrath_Of_Khorne_Accept				true	true
UI_CAM_DLC26_Khorne_Wrath_Of_Khorne_Travel_Button	GBL_UI_Click_Large_Down	UI_CAM_Button_Khorne_Wrath_Of_Khorne_Travel		UI_MSO_Generic_Medium			UI_CLICK_Generic_Small	UI_CAM_Button_Khorne_Wrath_Of_Khorne_Travel				true	true
UI_CAM_DLC26_Ogres_Meat_Transfer_Button	GBL_UI_Click_Small_Down	UI_CAM_Click_Ogres_Meat_Panel_Button		UI_MSO_Generic_Small			UI_CAM_Click_Ogres_Meat_Panel_Button	UI_CAM_Click_Ogres_Meat_Panel_Button				true	true
UI_CAM_DLC26_Ogres_Meat_Transfer_Button_Confirm	GBL_UI_Click_Small_Down	UI_CAM_Click_Ogres_Meat_Panel_Button_Confirm		UI_MSO_Generic_Small			UI_CAM_Click_Ogres_Meat_Panel_Button_Confirm	UI_CAM_Click_Ogres_Meat_Panel_Button_Confirm				true	true
UI_CAM_DLC26_Ogres_War_Contracts_Accept_Contract_Button	GBL_UI_Click_Large_Down	UI_CAM_Ogres_War_Contracts_Accept_Contract_Button		UI_MSO_Generic_Medium			UI_CLICK_Generic_Small	UI_CAM_Ogres_War_Contracts_Accept_Contract_Button				true	true
UI_CAM_DLC26_Ogres_War_Contracts_Accept_Contract_Dialogue_Button	GBL_UI_Click_Large_Down	UI_CAM_Ogres_War_Contracts_Accept_Contract_Dialogue_Button		UI_MSO_Generic_Medium			UI_CLICK_Generic_Small	UI_CAM_Ogres_War_Contracts_Accept_Contract_Dialogue_Button				true	true
UI_CAM_DLC26_Ogres_War_Contracts_Break_Contract_Button	GBL_UI_Click_Large_Down	UI_CAM_Ogres_War_Contracts_Break_Contract_Button		UI_MSO_Generic_Medium			UI_CLICK_Generic_Small	UI_CAM_Ogres_War_Contracts_Break_Contract_Button				true	true
UI_CAM_HUD_Agent_Raise	GBL_UI_Click_Small_Down	UI_CLICK_Raise_Army		UI_MSO_Generic_Small			UI_CLICK_Raise_Army	UI_CLICK_Raise_Army				true	true
UI_CAM_HUD_Agent_Recruit	GBL_UI_Click_Small_Down	UI_CLICK_Generic_Medium		UI_MSO_Generic_Small			UI_CLICK_Generic_Medium	UI_CLICK_Generic_Medium				true	true
UI_CAM_HUD_Alith_Anar_Assassinate_Target	GBL_UI_Click_Small_Down	UI_CLICK_Alith_Anar_Assassination_Target_Portrait		UI_MSO_Generic_Small				UI_CLICK_Alith_Anar_Assassination_Target_Portrait				true	true
UI_CAM_HUD_Awaken_Unit	GBL_UI_Click_Small_Down	UI_CLICK_Awaken_Unit		UI_MSO_Generic_Small			UI_CLICK_Awaken_Unit	UI_CLICK_Awaken_Unit				true	true
UI_CAM_HUD_Begin_Ritual	GBL_UI_Click_Small_Down	UI_CLICK_Begin_Ritual		UI_MSO_Generic_Small			UI_CLICK_Begin_Ritual	UI_CLICK_Begin_Ritual				true	true
UI_CAM_HUD_Books_Of_Nagash	GBL_UI_Click_Small_Down	UI_CLICK_Books_Of_Nagash_Selection		UI_MSO_Generic_Small			UI_CLICK_Books_Of_Nagash_Selection	UI_CLICK_Books_Of_Nagash_Selection				true	true
UI_CAM_HUD_Bretonnia_Vow_Select	GBL_UI_Click_Small_Down	UI_CLICK_Bretonnia_Vow_Select		UI_MSO_Generic_Small			UI_CLICK_Bretonnia_Vow_Select	UI_CLICK_Bretonnia_Vow_Select				true	true
UI_CAM_HUD_Building_Abandon	GBL_UI_Click_Small_Down	UI_CLICK_Building_Destroy		UI_MSO_Generic_Small			UI_CLICK_Building_Destroy	UI_CLICK_Building_Destroy				true	true
UI_CAM_HUD_Building_Convert	GBL_UI_Click_Small_Down	UI_CLICK_Building_Destroy		UI_MSO_Generic_Small			UI_CLICK_Building_Destroy	UI_CLICK_Building_Destroy				true	true
UI_CAM_HUD_Building_Raze	GBL_UI_Click_Small_Down	UI_CLICK_Building_Destroy		UI_MSO_Generic_Small			UI_CLICK_Building_Destroy	UI_CLICK_Building_Destroy				true	true
UI_CAM_HUD_Building_Repair	GBL_UI_Click_Small_Down	UI_CLICK_Building_Repair		UI_MSO_Generic_Small			UI_CLICK_Building_Repair	UI_CLICK_Building_Repair				true	true
UI_CAM_HUD_CP1_CTH_Shang_Yang_Panel									UI_CAM_Fullscreen_CTH_Shang_Yang_Panel_Open	UI_CAM_Fullscreen_CTH_Shang_Yang_Panel_Close		true	true
UI_CAM_HUD_CP1_CTH_Tiger_Court_Devote_Button	GBL_UI_Click_Large_Down	UI_CAM_Click_CTH_Tiger_Court_Devote_Button		UI_MSO_Generic_Medium				UI_CAM_Click_CTH_Tiger_Court_Devote_Button				true	true
UI_CAM_HUD_CP1_CTH_Tiger_Court_Oath_Purchase_Button	GBL_UI_Click_Large_Down	UI_CAM_Click_CTH_Tiger_Court_Oath_Purchase		UI_MSO_Generic_Medium			UI_CLICK_Generic_Small	UI_CAM_Click_CTH_Tiger_Court_Oath_Purchase				true	true
UI_CAM_HUD_CP1_CTH_Tiger_Court_Oath_Show_Button				UI_MSO_Generic_Medium			UI_CLICK_Generic_Small					true	true
UI_CAM_HUD_CP1_CTH_Tiger_Court_Panel									UI_CAM_Fullscreen_CTH_Tiger_Court_Panel_Open	UI_CAM_Fullscreen_CTH_Tiger_Court_Panel_Close		true	true
UI_CAM_HUD_CP1_CTH_Tiger_Court_Three_Pillars_Banner	GBL_UI_Click_Small_Down	UI_CAM_Click_CTH_Tiger_Court_Banner_Button		UI_CAM_MSO_CTH_Tiger_Court_Banner_Button				UI_CAM_Click_CTH_Tiger_Court_Banner_Button				true	true
UI_CAM_HUD_Cathay_Compass_Browser									UI_CAM_HUD_Cathay_Compass_Panel_Open	UI_CAM_HUD_Cathay_Compass_Panel_Close		true	true
UI_CAM_HUD_Cathay_Compass_Select	GBL_UI_Click_Small_Down	UI_CAM_HUD_Cathay_Select_Compass		UI_MSO_Generic_Small			UI_CAM_HUD_Cathay_Select_Compass	UI_CAM_HUD_Cathay_Select_Compass				true	true
UI_CAM_HUD_Cathay_Spice_Road_Browser									UI_CAM_HUD_Cathay_Spice_Road_Panel_Open	UI_CAM_HUD_Cathay_Spice_Road_Panel_Close		true	true
UI_CAM_HUD_Cathay_Spice_Road_Dispatch	GBL_UI_Click_Small_Down	UI_CAM_HUD_Cathay_Dispatch_Spice_Road		UI_MSO_Generic_Small			UI_CAM_HUD_Cathay_Dispatch_Spice_Road	UI_CAM_HUD_Cathay_Dispatch_Spice_Road				true	true
UI_CAM_HUD_Cathay_Spice_Road_Recruit	GBL_UI_Click_Small_Down	UI_CAM_HUD_Cathay_Recruit_Spice_Road		UI_MSO_Generic_Small			UI_CAM_HUD_Cathay_Recruit_Spice_Road	UI_CAM_HUD_Cathay_Recruit_Spice_Road				true	true
UI_CAM_HUD_Character_Skill_Button	GBL_UI_Click_Small_Down	UI_CLICK_Tab_Skill		UI_MSO_Generic_Small			UI_CLICK_Tab_Skill	UI_CLICK_Tab_Skill				true	true
UI_CAM_HUD_City_Info_Bar	GBL_UI_Click_Small_Down			UI_MSO_Generic_Small								true	true
UI_CAM_HUD_Craft_Item	GBL_UI_Click_Small_Down	UI_CLICK_Craft_Item		UI_MSO_Generic_Small								true	true
UI_CAM_HUD_DLC11_Blood_Lines_Awaken	GBL_UI_Click_Medium_Down	UI_CLICK_DLC11_Bloodlines_Confirm		UI_MSO_Generic_Small			UI_CLICK_DLC11_Bloodlines_Confirm	UI_CLICK_DLC11_Bloodlines_Confirm				true	true
