id	component_type	payload	unit	amount	xp	ignore_unit_cap
1809584460	add_unit	wh3_dlc29_skv_add_night_runners_slingers	wh2_main_skv_inf_night_runners_1	1	0	false
181175593	add_unit	wh3_dlc29_skv_add_night_runners	wh2_main_skv_inf_night_runners_0	1	0	false
1813383741	add_mercenaries_to_faction	wh3_main_nur_2_4	wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons	2	0	false
1830080831	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_2_2	wh_dlc01_chs_mon_dragon_ogre_shaggoth	1	0	false
1830185371	add_unit	wh3_dlc29_magic_summon_verminlord_deceiver_3	wh2_main_skv_inf_death_runners_0	2	3	false
1836833107	add_mercenaries_to_faction	wh3_main_nur_nurglings_x4	wh3_main_nur_inf_nurglings_0	4	0	false
1848218634	add_mercenaries_to_faction	wh3_main_nur_3_6	wh3_main_nur_mon_spawn_of_nurgle_0	2	0	false
1852097583	add_unit	wh3_dlc29_magic_summon_verminlord_piece_moulder_5	wh2_main_skv_mon_rat_ogres	1	5	false
1854062560	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_1_4	wh3_main_nur_cav_plague_drones_1	1	0	false
185854281	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_2_5	wh3_dlc25_nur_mon_toad_dragon	1	0	false
1861641853	add_unit	wh3_dlc29_skv_add_clanrats_spears_shields_x2	wh2_main_skv_inf_clanrat_spearmen_1	2	0	false
1862574861	add_unit	wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward_4	wh3_main_ogr_inf_maneaters_3	2	0	false
1863478581	add_mercenaries_to_faction	wh3_dlc20_screamers_x1	wh3_main_tze_mon_screamers_0	1	0	false
1875166364	add_mercenaries_to_faction	wh3_dlc20_plague_drones_x1	wh3_main_nur_inf_nurglings_0	1	0	false
1881911760	add_mercenaries_to_faction	wh3_dlc25_dwf_ritual_mercenary_unit_pack_8	wh_main_dwf_inf_irondrakes_0_grudge_reward	1	0	false
1886268119	add_unit	wh3_dlc29_magic_summon_verminlord_piece_moulder_1	wh2_main_skv_mon_rat_ogres	2	0	false
1893731694	add_mercenaries_to_faction	wh3_main_nur_plague_toads_x1_warhounds_x1	wh3_main_nur_mon_plague_toads_0	1	0	false
1893993135	add_mercenaries_to_faction	wh3_main_nur_1_4	wh3_main_nur_inf_nurglings_0	1	0	false
191846909	add_mercenaries_to_faction	wh3_dlc25_nur_rot_knights_x2	wh3_dlc25_nur_cav_rot_knights	1	0	false
1918504379	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_2_4	wh3_dlc25_nur_inf_plague_ogres_great_weapons	1	0	false
1919046702	add_mercenaries_to_faction	wh3_main_nur_5_4	wh3_dlc25_nur_inf_plague_ogres	1	0	false
1924436253	add_mercenaries_to_faction	wh3_dlc20_furies_x1	wh3_main_dae_inf_chaos_furies_0	1	0	false
1926031719	add_unit	wh3_dlc29_magic_summon_verminlord_deceiver_2	wh2_main_skv_inf_clanrat_spearmen_1	2	3	false
1926221748	add_mercenaries_to_faction	wh3_main_nur_4_5	wh3_main_nur_cav_plague_drones_1	1	0	false
1937714019	add_unit	wh3_dlc29_magic_summon_verminlord_piece_skryre_3	wh2_main_skv_art_warp_lightning_cannon	1	3	false
1941629665	add_mercenaries_to_faction	wh3_dlc20_warshrine_nur_x1	wh3_main_nur_inf_nurglings_0	1	0	false
1944364661	add_mercenaries_to_faction	wh3_dlc20_nur_plague_drones_death_x1_chosen_mnur_x1	wh3_main_nur_cav_plague_drones_1	1	0	false
1946865920	add_unit	wh3_dlc29_magic_summon_verminlord_deceiver_5	wh2_main_skv_inf_death_runners_0	2	5	false
1954235503	add_mercenaries_to_faction	wh3_dlc25_nur_rot_knights_x2	wh3_dlc25_nur_cav_rot_knights	1	0	false
1956498395	add_mercenaries_to_faction	wh3_dlc24_changebringers_x1	wh3_dlc24_tze_mon_flamers_changebringers	1	0	false
1956994068	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_1_2	wh3_main_nur_inf_plaguebearers_0	1	0	false
1960582708	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_1_1	wh_main_chs_art_hellcannon	1	0	false
1962321120	add_unit	wh3_dlc29_skv_add_rat_ogre_mutant	wh2_dlc16_skv_mon_rat_ogre_mutant	1	0	false
1964736869	add_mercenaries_to_faction	wh3_dlc20_daemonettes_x1	wh3_main_sla_inf_daemonette_0	1	0	false
1964823379	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_exalted_hero_hellcannon	wh3_dlc25_nur_chieftain_art_hellcannon	1	0	false
1964933191	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_und_3	wh_dlc01_chs_mon_dragon_ogre_shaggoth	1	0	false
1966269224	add_unit	wh3_dlc29_ie_victory_conditions_reward_mistwalker_units	wh2_dlc15_hef_inf_mistwalkers_spireguard_0	2	0	false
1986194010	add_unit	wh3_dlc29_skv_add_stormfiend_doomflayer	wh3_dlc29_skv_mon_stormfiend_doomflayer_gauntlets	1	0	false
199106113	add_unit	wh3_dlc29_magic_summon_verminlord_corruptor_4	wh2_main_skv_inf_plague_monk_censer_bearer	1	3	false
1991141954	add_mercenaries_to_faction	wh3_dlc29_chs_archaon_units_victory_objective_short	wh_pro04_chs_cav_chaos_knights_ror_0	2	0	false
1996841590	add_mercenaries_to_faction	wh3_main_nur_pox_riders_of_nurgle_x1	wh3_main_nur_cav_pox_riders_of_nurgle_0	1	0	false
2005029101	add_mercenaries_to_faction	wh3_main_nur_5_5	wh3_dlc25_nur_inf_plague_ogres	1	0	false
2009178766	add_unit	wh3_dlc29_magic_summon_verminlord_piece_pestilens_4	wh2_main_skv_inf_plague_monks	2	5	false
201820390	add_mercenaries_to_faction	wh3_main_nur_rot_flies_x1	wh3_main_nur_mon_rot_flies_0	1	0	false
2028968229	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_2_3	wh_dlc01_chs_mon_dragon_ogre_shaggoth	1	0	false
2031290177	add_unit	wh3_main_nor_throgg_dilemma_troll_recruitment_4	wh3_dlc27_throgg_mon_chs_trolls_1	1	0	false
20344140	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_sla_1	wh3_main_sla_mon_fiends_of_slaanesh_0	1	0	false
2040749961	add_unit	wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward_2	wh3_main_ogr_inf_ogres_1	2	0	false
2043672292	add_mercenaries_to_faction	wh3_main_nur_plague_drones_x1	wh3_main_nur_cav_plague_drones_0	1	0	false
2056976536	add_unit	wh3_dlc29_ie_victory_conditions_reward_mistwalker_units	wh2_dlc15_hef_inf_mistwalkers_sentinels_0	2	0	false
2057196703	add_unit	wh3_main_nor_throgg_dilemma_troll_recruitment_4	wh3_dlc27_throgg_mon_chs_trolls_0	2	0	false
2058914818	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_werekin_feral_mammoth	wh3_dlc25_nur_chieftain_mon_war_mammoth_0	1	0	false
2062871500	add_unit	wh3_dlc29_skv_add_warp_doom_magma_cannon	wh3_dlc29_skv_art_warp_doom_magma_cannon	1	0	false
2070258104	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_werekin_skin_wolves	wh3_dlc25_nur_chieftain_mon_skinwolves_0	1	0	false
2071927609	add_mercenaries_to_faction	wh3_dlc20_soul_grinder_tze_x1	wh3_main_tze_mon_soul_grinder_0	1	0	false
2078788669	add_mercenaries_to_faction	wh3_main_nur_1_4	wh3_main_nur_inf_plaguebearers_1	1	0	false
2078812450	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_2_3	wh3_main_nur_cav_plague_drones_0	1	0	false
2089838346	add_unit	wh3_dlc29_magic_summon_verminlord_piece_eshin_3	wh2_main_skv_inf_death_runners_0	1	3	false
209752852	add_mercenaries_to_faction	wh3_main_nur_3_2	wh3_main_nur_inf_chaos_furies_0	1	0	false
2099216255	add_mercenaries_to_faction	wh3_dlc25_nur_mon_toad_dragon_x1	wh3_dlc25_nur_mon_toad_dragon	1	0	false
2101595793	add_unit	wh3_dlc29_purple_military_ogre_kingdoms_mercenaries_reward_5	wh3_main_ogr_cav_mournfang_cavalry_0	2	0	false
2104609897	add_unit	wh3_dlc29_magic_summon_verminlord_piece_pestilens_4	wh3_dlc29_skv_veh_cauldron_of_a_thousand_poxes	1	5	false
2110413325	add_unit	wh3_dlc29_skv_add_gutter_runners_slingers_poison	wh2_main_skv_inf_gutter_runner_slingers_1	1	0	false
2112019861	add_mercenaries_to_faction	wh3_dlc24_cockatrice_x1	wh3_dlc24_tze_mon_cockatrice	1	0	false
2114403545	add_unit	wh3_dlc29_magic_summon_verminlord_piece_eshin_2	wh2_main_skv_inf_gutter_runners_0	1	3	false
2123792527	add_mercenaries_to_faction	wh3_dlc29_chs_kholek_units_victory_objective_short	wh_pro04_chs_mon_dragon_ogre_ror_0	3	0	false
2130902930	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_sla_3	wh3_main_sla_mon_keeper_of_secrets_0	1	0	false
2130924228	add_mercenaries_to_faction	wh3_main_nur_5_4	wh3_dlc25_nur_inf_plague_ogres_great_weapons	1	0	false
219741950	add_unit	wh3_dlc29_magic_summon_verminlord_corruptor_4	wh2_main_skv_inf_plague_monks	3	5	false
224373470	add_unit	wh3_dlc29_magic_summon_verminlord_piece_moulder_2	wh2_main_skv_mon_rat_ogres	2	3	false
227916829	add_unit	wh3_dlc29_skv_add_skavenslaves_x2	wh2_main_skv_inf_skavenslaves_0	2	0	false
240268976	add_mercenaries_to_faction	wh3_dlc25_dwf_ritual_mercenary_unit_pack_5	wh_main_dwf_inf_hammerers_grudge_reward	1	0	false
242849136	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_nur_1	wh3_main_nur_inf_nurglings_0	5	0	false
243477238	add_unit	wh3_dlc29_magic_summon_verminlord_piece_skryre_5	wh3_dlc29_skv_art_warp_doom_magma_cannon	1	5	false
246471991	add_mercenaries_to_faction	wh3_main_nur_4_1	wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes	1	0	false
246573534	add_mercenaries_to_faction	wh3_dlc20_warshrine_nur_x1	wh3_dlc20_chs_mon_warshrine_mnur	1	0	false
249180788	add_mercenaries_to_faction	wh3_dlc20_chs_inf_chaos_warriors_mnur_x1_chaos_spawn_x1	wh3_dlc20_chs_inf_chaos_warriors_mnur	1	0	false
250872080	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_1_1	wh3_main_nur_inf_nurglings_0	1	0	false
257757567	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_2_4	wh3_dlc25_nur_mon_toad_dragon	1	0	false
258050749	add_unit	wh3_dlc29_magic_summon_verminlord_warbringer_5	wh2_main_skv_inf_stormvermin_0	2	5	false
258559274	add_unit	wh3_dlc29_skv_add_poison_wind_globadiers	wh2_main_skv_inf_poison_wind_globadiers	1	0	false
260733991	add_unit	wh3_dlc29_magic_summon_verminlord_piece_eshin_4	wh2_main_skv_inf_death_runners_0	2	5	false
263441497	add_unit	wh3_dlc29_magic_summon_verminlord_deceiver_5	wh2_main_skv_inf_gutter_runner_slingers_1	2	5	false
263999786	add_mercenaries_to_faction	wh3_main_nur_5_3	wh3_main_nur_mon_beast_of_nurgle_0	1	0	false
266307190	add_unit	wh3_dlc29_magic_summon_verminlord_warpseer_5	wh2_main_skv_inf_warpfire_thrower	1	5	false
26765630	add_unit	wh3_dlc29_skv_add_gutter_runners_poison	wh2_main_skv_inf_gutter_runners_1	1	0	false
273628046	add_mercenaries_to_faction	wh3_dlc20_great_unclean_one_x1	wh3_main_nur_inf_nurglings_0	1	0	false
276061149	add_mercenaries_to_faction	wh3_main_nur_5_4	wh3_main_nur_mon_soul_grinder_0	1	0	false
296173614	add_mercenaries_to_faction	wh3_main_nur_4_2	wh3_main_nur_cav_plague_drones_0	1	0	false
299172371	add_unit	wh3_dlc29_magic_summon_verminlord_warbringer_2	wh2_main_skv_inf_stormvermin_1	2	0	false
300510887	add_mercenaries_to_faction	wh3_dlc20_soul_grinder_kho_x1	wh3_main_kho_mon_soul_grinder_0	1	0	false
309022806	add_mercenaries_to_faction	wh3_dlc25_dwf_ritual_mercenary_unit_pack_7	wh_main_dwf_art_flame_cannon_grudge_reward	1	0	false
309641604	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_tze_3	wh3_main_tze_mon_lord_of_change_0	1	0	false
311206058	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_tze_2	wh3_main_tze_mon_screamers_0	4	0	false
311291300	add_mercenaries_to_faction	wh3_main_nur_3_3	wh3_main_nur_mon_rot_flies_0	2	0	false
312728262	add_unit	wh3_dlc29_skv_add_death_globe_bombardiers	wh2_main_skv_inf_death_globe_bombardiers	1	0	false
313475369	add_mercenaries_to_faction	wh3_dlc25_nur_toad_dragon_x1_great_unclean_one_x1	wh3_main_nur_mon_great_unclean_one_0	1	0	false
316777612	add_unit	wh3_dlc29_magic_summon_verminlord_piece_skryre_3	wh2_main_skv_inf_poison_wind_globadiers	2	3	false
318993113	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_1_4	wh3_main_nur_mon_soul_grinder_0	1	0	false
31925121	add_mercenaries_to_faction	wh3_main_nur_5_8	wh3_main_nur_mon_great_unclean_one_0	1	0	false
32579454	add_unit	wh3_dlc29_magic_summon_verminlord_piece_moulder_5	wh2_main_skv_mon_hell_pit_abomination	1	5	false
334363102	add_mercenaries_to_faction	wh3_dlc20_plaguebearers_x1	wh3_main_nur_inf_plaguebearers_0	1	0	false
343835994	add_mercenaries_to_faction	wh3_main_nur_1_6	wh3_main_nur_inf_plaguebearers_1	3	0	false
345903512	add_mercenaries_to_faction	wh3_main_nur_1_2	wh3_main_nur_inf_plaguebearers_0	2	0	false
346390621	add_unit	wh3_dlc29_magic_summon_verminlord_deceiver_4	wh2_main_skv_inf_death_runners_0	2	5	false
348834800	add_unit	wh3_dlc29_skv_add_clanrats_spears_x2	wh2_main_skv_inf_clanrat_spearmen_0	2	0	false
354529736	add_mercenaries_to_faction	wh3_dlc29_ie_victory_conditions_reward_blessed_skinks_merc	wh2_main_lzd_inf_skink_skirmishers_blessed_0	2	0	false
355297135	add_unit	wh3_dlc29_magic_summon_verminlord_warpseer_5	wh2_main_skv_inf_poison_wind_globadiers	2	5	false
361714529	add_mercenaries_to_faction	wh3_dlc20_skullcannons_x1	wh3_main_kho_veh_skullcannon_0	1	0	false
363270562	add_mercenaries_to_faction	wh3_main_nur_5_6	wh3_main_nur_mon_soul_grinder_0	2	0	false
365190563	add_mercenaries_to_faction	wh3_main_nur_soul_grinder_x1	wh3_main_nur_mon_soul_grinder_0	1	0	false
376251999	add_unit	wh3_dlc29_skv_add_stormfiend_ratling_rank_9	wh3_dlc29_skv_mon_stormfiend_ratling_cannons	1	9	false
378019344	add_unit	wh3_dlc29_skv_add_wolf_rats	wh2_dlc16_skv_mon_wolf_rats_0	1	0	false
384166298	add_mercenaries_to_faction	wh3_dlc25_nur_mon_toad_dragon_x1	wh3_main_nur_inf_nurglings_0	1	0	false
390957677	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_nur_3	wh3_main_nur_mon_great_unclean_one_0	1	0	false
392805808	add_unit	wh3_dlc29_magic_summon_verminlord_warpseer_1	wh2_main_skv_inf_warpfire_thrower	1	0	false
396672446	add_unit	wh3_dlc29_skv_add_pusbags_x3	wh3_dlc29_skv_inf_pusbags	3	0	false
400465817	add_mercenaries_to_faction	wh3_dlc29_emp_markus_imperial_supplies_victory_objective_short	wh2_dlc13_emp_veh_steam_tank_imperial_supply	1	0	true
404397082	add_mercenaries_to_faction	wh3_dlc25_malakai_feature_spider_swarm_payload_unit	wh3_dlc25_dwf_art_goblin_hewer_malakai	3	0	false
408813126	add_unit	wh3_dlc29_skv_add_plague_censer_bearers	wh2_main_skv_inf_plague_monk_censer_bearer	1	0	false
410816772	add_mercenaries_to_faction	wh3_main_nur_1_1	wh3_main_nur_inf_plaguebearers_0	1	0	false
411797421	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_2_5	wh_dlc01_chs_mon_dragon_ogre_shaggoth	1	0	false
41446968	add_mercenaries_to_faction	wh3_main_nur_plaguebearer_x1	wh3_main_nur_inf_nurglings_0	1	0	false
420285659	add_unit	wh3_dlc29_magic_summon_verminlord_piece_eshin_3	wh2_main_skv_inf_clanrat_spearmen_1	1	3	false
435367826	add_unit	wh3_dlc29_skv_add_warplock_jezzails	wh2_dlc12_skv_inf_warplock_jezzails_0	1	0	false
435750184	add_unit	wh3_dlc29_skv_add_stormfiend_ratling	wh3_dlc29_skv_mon_stormfiend_ratling_cannons	1	0	false
439583828	add_mercenaries_to_faction	wh3_dlc20_great_unclean_one_x1	wh3_main_nur_mon_great_unclean_one_0	1	0	false
441036054	add_mercenaries_to_faction	wh3_dlc20_keeper_of_secrets_x1	wh3_main_sla_mon_keeper_of_secrets_0	1	0	false
441407155	add_unit	wh3_dlc29_skv_add_plague_monks	wh2_main_skv_inf_plague_monks	1	0	false
44205348	add_unit	wh3_dlc29_skv_add_rat_ogres_x2	wh2_main_skv_mon_rat_ogres	2	0	false
443104491	add_unit	wh3_dlc29_skv_add_plague_monks_x2	wh2_main_skv_inf_plague_monks	2	0	false
448364500	add_unit	wh3_dlc29_magic_summon_verminlord_warpseer_3	wh2_main_skv_inf_poison_wind_globadiers	2	3	false
452835794	add_mercenaries_to_faction	wh3_dlc20_fiends_x1	wh3_main_sla_mon_fiends_of_slaanesh_0	1	0	false
453242581	add_mercenaries_to_faction	wh3_main_nur_2_8	wh3_dlc29_chs_inf_putrid_blightkings_dual_axe	1	0	false
453355700	add_mercenaries_to_faction	wh3_dlc20_bloodletters_x1	wh3_main_kho_inf_bloodletters_0	1	0	false
456337109	add_mercenaries_to_faction	wh3_dlc20_pink_horrors_x1	wh3_main_tze_inf_pink_horrors_0	1	0	false
461710183	add_mercenaries_to_faction	wh3_dlc20_nur_plague_toads_x1_marauder_horsmen_mnur_x1	wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes	1	0	false
462533582	add_unit	wh3_dlc29_magic_summon_verminlord_warpseer_4	wh2_main_skv_inf_warpfire_thrower	2	5	false
466515821	add_mercenaries_to_faction	wh3_dlc20_warshrine_kho_x1	wh3_dlc20_chs_mon_warshrine_mkho	1	0	false
469152596	add_mercenaries_to_faction	wh3_dlc26_kho_mon_bloodbeast_of_khorne_x1	wh3_dlc26_kho_mon_bloodbeast_of_khorne	1	0	false
486221042	add_unit	wh3_dlc29_magic_summon_verminlord_warbringer_3	wh2_main_skv_inf_stormvermin_1	2	3	false
493435511	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_small_2_1	wh3_main_nur_mon_beast_of_nurgle_0	1	0	false
494660945	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_kho_1	wh3_main_kho_inf_flesh_hounds_of_khorne_0	4	0	false
499720738	add_mercenaries_to_faction	wh3_main_nur_2_5	wh3_dlc20_chs_inf_chosen_mnur	1	0	false
502027134	add_mercenaries_to_faction	wh3_main_nur_5_3	wh3_dlc25_nur_inf_plague_ogres	1	0	false
502738715	add_mercenaries_to_faction	wh3_dlc25_malakai_feature_dragon_hunters_payload_unit	wh_main_dwf_art_cannon_malakai	3	0	false
516125323	add_unit	wh3_dlc29_magic_summon_verminlord_deceiver_1	wh2_main_skv_inf_clanrat_spearmen_1	2	0	false
523960989	add_mercenaries_to_faction	wh3_main_nur_1_5	wh3_main_nur_inf_plaguebearers_1	2	0	false
526859441	add_mercenaries_to_faction	wh3_main_nur_5_1	wh3_main_nur_mon_beast_of_nurgle_0	2	0	false
533517491	remove_unit	wh3_main_caravan_kill_unit	wh3_main_ogr_inf_ogres_0	1	0	false
544588224	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_bray_shaman_ghorgon	wh3_dlc25_nur_chieftain_mon_ghorgon	1	0	false
545256619	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_castellan_fireglaives	wh3_dlc25_nur_chieftain_inf_infernal_guard_fireglaives	1	0	false
550499370	add_mercenaries_to_faction	wh3_main_nur_5_2	wh3_main_nur_mon_beast_of_nurgle_0	1	0	false
567165989	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_2_4	wh3_main_nur_mon_great_unclean_one_0	1	0	false
567271010	add_mercenaries_to_faction	wh3_main_nur_2_3	wh3_dlc25_nur_inf_pestigors	1	0	false
569072214	add_unit	wh3_dlc29_magic_summon_verminlord_warpseer_4	wh2_main_skv_inf_poison_wind_globadiers	2	5	false
570972607	add_unit	wh3_dlc29_skv_add_cauldron_poxes	wh3_dlc29_skv_veh_cauldron_of_a_thousand_poxes	1	0	false
571788204	add_mercenaries_to_faction	wh3_dlc20_soul_grinder_sla_x1	wh3_main_sla_mon_soul_grinder_0	1	0	false
575759120	add_mercenaries_to_faction	wh3_main_dilemma_nur_2_first	wh3_main_nur_inf_plaguebearers_0	4	0	false
576255078	add_mercenaries_to_faction	wh3_main_nur_5_7	wh3_main_nur_mon_great_unclean_one_0	2	0	false
586789023	add_unit	wh3_dlc29_skv_add_stormfiend_grinderfists	wh3_dlc29_skv_mon_stormfiend_grinderfists	1	0	false
587298659	add_mercenaries_to_faction	wh3_dlc29_ie_victory_conditions_reward_blessed_ripperdactyl_terradon_merc	wh2_main_lzd_cav_terradon_riders_blessed_1	2	0	false
589154610	add_mercenaries_to_faction	wh3_dlc20_chs_inf_chaos_warriors_mnur_x1_chaos_spawn_x1	wh3_main_nur_mon_spawn_of_nurgle_0	1	0	false
59168678	add_mercenaries_to_faction	wh3_main_nur_4_8	wh3_dlc20_chs_cav_chaos_knights_mnur_lances	1	0	false
592320239	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_2_1	wh3_main_nur_mon_soul_grinder_0	1	0	false
595053793	add_unit	wh3_dlc29_skv_add_wolf_rats_poison_x2	wh2_dlc16_skv_mon_wolf_rats_1	2	0	false
600479062	add_mercenaries_to_faction	wh3_main_nur_3_1	wh3_main_nur_inf_chaos_furies_0	1	0	false
602445799	add_mercenaries_to_faction	wh3_dlc29_ie_victory_conditions_reward_blessed_ripperdactyl_terradon_merc	wh2_dlc12_lzd_cav_ripperdactyl_riders_0_blessed	2	0	false
604746435	add_mercenaries_to_faction	wh3_main_nur_3_2	wh3_main_nur_mon_plague_toads_0	2	0	false
608452188	add_mercenaries_to_faction	wh3_main_nur_1_1	wh3_main_nur_inf_nurglings_0	2	0	false
611629051	add_mercenaries_to_faction	wh3_main_nur_2_6	wh3_dlc29_chs_inf_putrid_blightkings_axe_shield	1	0	false
612299954	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_sla_1	wh3_main_sla_inf_daemonette_0	4	0	false
6129374	add_mercenaries_to_faction	wh3_dlc25_dwf_ritual_mercenary_unit_pack_1	wh_main_dwf_inf_slayers_grudge_reward	1	0	false
618326247	add_unit	wh3_dlc29_magic_summon_verminlord_corruptor_5	wh2_main_skv_inf_plague_monks	2	5	false
624105251	add_unit	wh3_dlc29_skv_add_skavenslave_slingers_x4	wh2_main_skv_inf_skavenslave_slingers_0	4	0	false
62746500	add_mercenaries_to_faction	wh3_dlc29_ie_victory_conditions_reward_blessed_skinks_merc	wh2_main_lzd_inf_skink_cohort_1_blessed	2	0	false
629634384	add_mercenaries_to_faction	wh3_dlc20_warriors_mnur_gw_x1_soul_grinder_x1	wh3_main_nur_mon_soul_grinder_0	1	0	false
642420267	add_mercenaries_to_faction	wh3_dlc20_soul_grinder_nur_x1	wh3_main_nur_inf_nurglings_0	1	0	false
642646248	add_mercenaries_to_faction	wh3_dlc20_chs_cav_chaos_knights_mnur_x1_plague_drones_x1	wh3_dlc20_chs_cav_chaos_knights_mnur	1	0	false
650219644	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_bray_shaman_cygor	wh3_dlc25_nur_chieftain_inf_cygor_0	1	0	false
650558122	add_unit	wh3_dlc29_magic_summon_verminlord_piece_eshin_2	wh2_main_skv_inf_clanrat_spearmen_1	2	3	false
671119952	add_unit	wh3_dlc29_magic_summon_verminlord_corruptor_1	wh3_dlc29_skv_inf_pusbags	2	0	false
67818114	add_mercenaries_to_faction	wh3_dlc29_chaos_siege_giant_x1	wh3_dlc29_chs_mon_chaos_siege_giant	1	0	false
681555864	add_mercenaries_to_faction	wh3_main_nur_plaguebearer_x1	wh3_main_nur_inf_plaguebearers_0	1	0	false
684302072	add_unit	wh3_dlc29_magic_summon_verminlord_corruptor_2	wh3_dlc29_skv_inf_pusbags	2	3	false
695346087	add_unit	wh3_dlc29_skv_add_stormfiend_doomflayer_rank_9	wh3_dlc29_skv_mon_stormfiend_doomflayer_gauntlets	1	9	false
696131280	add_unit	wh3_dlc29_skv_add_clanrat_spears_shields	wh2_main_skv_inf_clanrat_spearmen_1	1	0	false
698321707	add_mercenaries_to_faction	wh3_dlc29_emp_markus_imperial_supplies_victory_objective_short	wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply	1	0	true
700629940	add_mercenaries_to_faction	wh3_dlc20_chariot_mnur_x1_pox_riders_x1	wh3_main_nur_cav_pox_riders_of_nurgle_0	1	0	false
708007200	add_mercenaries_to_faction	wh3_dlc20_nurglings_x1	wh3_main_nur_inf_nurglings_0	1	0	false
718649390	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_kho_3	wh3_main_kho_mon_bloodthirster_0	1	0	false
72297999	add_mercenaries_to_faction	wh3_dlc20_payload_eye_of_the_gods_units_sla_2	wh3_main_sla_veh_seeker_chariot_0	3	0	false
726651615	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_1_3	wh3_dlc29_chs_mon_basilisk	1	0	false
730043792	add_unit	wh3_dlc29_magic_summon_verminlord_warbringer_4	wh2_main_skv_inf_stormvermin_0	1	3	false
735431103	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_exalted_hero_aspiring_champions	wh3_dlc25_nur_chieftain_inf_aspiring_champions_0	1	0	false
73784757	add_unit	wh3_dlc29_magic_summon_verminlord_piece_moulder_3	wh3_dlc29_skv_mon_stormfiend_grinderfists	1	3	false
740949771	add_mercenaries_to_faction	wh3_main_nur_5_6	wh3_main_nur_mon_great_unclean_one_0	1	0	false
745947968	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_1_5	wh3_dlc29_chs_mon_basilisk	1	0	false
769827984	add_unit	wh3_dlc29_skv_add_wolf_rats_poison	wh2_dlc16_skv_mon_wolf_rats_1	1	0	false
77099396	add_mercenaries_to_faction	wh3_dlc29_woc_nurgle_garden_payload_cyclical_big_1_5	wh3_main_nur_mon_great_unclean_one_0	1	0	false
771055895	add_mercenaries_to_faction	wh3_dlc25_ritual_nur_fimir_balefiend_fimir_warriors_0	wh3_dlc25_nur_chieftain_mon_fimir_0	1	0	false
77404401	add_mercenaries_to_faction	wh3_main_nur_4_4	wh3_dlc20_chs_cav_chaos_chariot_mnur	1	0	false
781365161	add_unit	wh3_dlc29_magic_summon_verminlord_corruptor_2	wh2_main_skv_inf_plague_monks	2	3	false
785390888	add_unit	wh3_dlc29_skv_add_skavenslave_slingers_x5	wh2_main_skv_inf_skavenslave_slingers_0	5	0	false
