key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
wh2_dlc14_brt_cha_henri_le_massif_hippogryph_rider	hu1_bretonnian_bc2b_hippogryph_wb_sword_shield	wh2_dlc14_brt_ch_henri_le_massif	wh_main_infantry_standard_large_blood		true	true	false
wh2_dlc14_def_cha_high_beastmaster_manticore_rider1	hu1d_dlc14_bc3_manticore_wb_beastmaster_spear_whip	wh2_dlc14_def_ch_high_beastmaster	wh_main_cavalry_rider_standard_blood		true	true	false
wh2_dlc14_def_cold_one_chariot_master	hu1d_dlc14_wm_cold_one_chariot01_master_spear_shield	wh2_dlc14_def_ch_master	wh2_main_hef_rider_360_hero_blood		true	true	false
wh2_dlc14_def_scourgerunner_chariot_charioteer	hu1d_elf_wm_cold_one_chariot01_whip	wh2_dlc14_def_scourgerunner_chariot_rider	wh_main_cavalry_rider_standard_blood		false	true	false
wh2_dlc14_def_scourgerunner_chariot_high_beastmaster	hu1d_dlc14_wm_scourge_chariot01_beastmaster_spear_whip	wh2_dlc14_def_ch_high_beastmaster	wh2_main_hef_rider_360_hero_blood		true	true	false
wh2_dlc14_def_scourgerunner_chariot_rider1	hu1d_dlc14_wm_scourge_chariot_harpoon_02	wh2_dlc14_def_scourgerunner_chariot_rider	wh2_main_rider_standard_360_blood	wh2_dlc14_def_scourgerunner_chariot_rider	false	true	false
wh2_dlc14_def_scourgerunner_chariot_rider2	hu1d_dlc14_wm_scourge_chariot01_harpoon	wh2_dlc14_def_scourgerunner_chariot_rider	wh2_main_rider_standard_360_blood	wh2_dlc14_def_scourgerunner_chariot_rider	false	true	false
wh2_dlc14_def_scourgerunner_chariot_ror_charioteer	hu1d_elf_wm_cold_one_chariot01_whip	wh2_dlc14_def_scourgerunner_chariot_rider_ror	wh_main_cavalry_rider_standard_blood		false	true	false
wh2_dlc14_def_scourgerunner_chariot_ror_rider1	hu1d_dlc14_wm_scourge_chariot_harpoon_02	wh2_dlc14_def_scourgerunner_chariot_rider_ror	wh2_main_rider_standard_360_blood	wh2_dlc14_def_scourgerunner_chariot_rider_ror	false	true	false
wh2_dlc14_def_scourgerunner_chariot_ror_rider2	hu1d_dlc14_wm_scourge_chariot01_harpoon	wh2_dlc14_def_scourgerunner_chariot_rider_ror	wh2_main_rider_standard_360_blood	wh2_dlc14_def_scourgerunner_chariot_rider_ror	false	true	false
wh2_dlc14_def_veh_bloodwrack_shrine_medusa	sn2_dlc14_wm_bloodwrack_shrine01_medusa_2h_halberd	wh2_dlc14_def_mon_bloodwrack_shrine_medusa	wh2_dlc14_def_mon_medusa	wh2_dlc14_def_veh_bloodwrack_shrine_medusa	true	true	false
wh2_dlc14_def_veh_bloodwrack_shrine_rider_0	hu1b_elf_wm_blood_cauldron_dual_sword_01	wh2_main_def_witch_elf	wh_main_cavalry_rider_standard_blood	wh2_dlc14_def_veh_bloodwrack_shrine_rider	false	true	false
wh2_dlc14_def_veh_bloodwrack_shrine_rider_1	hu1b_elf_wm_blood_cauldron_dual_sword_02	wh2_main_def_witch_elf	wh_main_cavalry_rider_standard_blood	wh2_dlc14_def_veh_bloodwrack_shrine_rider	false	true	false
wh2_dlc15_grn_grom_chariot_grom_0	gt01_dlc15_wm_grom_chariot01_grom_2h_axe	wh2_dlc15_grn_ch_grom_the_paunch	wh2_dlc15_grn_cha_grom_blood		true	true	false
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_0	hu5_goblin_sp1_arachnarok_wb_spear	wh_grn_arachnarok_forest_goblin_spearman	wh_main_grn_arachnarok_rider_360_blood		false	true	false
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_1	hu5_goblin_sp1_arachnarok_wb_bow	wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	wh2_dlc15_grn_mon_lava_arachnarok_spider_rider	false	true	false
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_2	hu5_goblin_sp1_arachnarok_wb_bow	wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	wh2_dlc15_grn_mon_lava_arachnarok_spider_rider	false	true	false
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_3	hu5_goblin_sp1_arachnarok_wb_bow	wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	wh2_dlc15_grn_mon_lava_arachnarok_spider_rider	false	true	false
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_4	hu5_goblin_sp1_arachnarok_wb_bow	wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	wh2_dlc15_grn_mon_lava_arachnarok_spider_rider	false	true	false
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_5	hu5_goblin_sp1_arachnarok_wb_bow	wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	wh2_dlc15_grn_mon_lava_arachnarok_spider_rider	false	true	false
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_6	hu5_goblin_sp1_arachnarok_wb_bow	wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	wh2_dlc15_grn_mon_lava_arachnarok_spider_rider	false	true	false
wh2_dlc15_grn_mon_lava_arachnarok_spider_rider_7	hu5_goblin_sp1_arachnarok_wb_bow	wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	wh2_dlc15_grn_mon_lava_arachnarok_spider_rider	false	true	false
wh2_dlc15_grn_snotling_pump_wagon_rider1	hu5_dlc15_snotling_wm_pumpwagon01_spore01	wh2_dlc15_grn_snotling	wh2_dlc15_grn_pump_wagon_rider_360_blood	wh2_dlc15_grn_pump_wagon_rider_spore	false	true	false
wh2_dlc15_grn_snotling_pump_wagon_rider2	hu5_dlc15_snotling_wm_pumpwagon01_spore02	wh2_dlc15_grn_snotling	wh2_dlc15_grn_pump_wagon_rider_360_blood	wh2_dlc15_grn_pump_wagon_rider_spore	false	true	false
wh2_dlc15_hef_alastar_chariot_rider1	hu1d_dlc15_wm_lion_chariot_2handed_axe	wh2_main_hef_alastair	wh2_main_cavalry_rider_standard_hero		true	true	false
wh2_dlc15_hef_archmage_beasts_great_eagle_rider1	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_beasts		true	true	false
wh2_dlc15_hef_archmage_death_great_eagle_rider1	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_death		true	true	false
wh2_dlc15_hef_archmage_fire_great_eagle_rider1	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_fire		true	true	false
wh2_dlc15_hef_archmage_heavens_great_eagle_rider1	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_heavens		true	true	false
wh2_dlc15_hef_archmage_high_great_eagle_rider1	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_high		true	true	false
wh2_dlc15_hef_archmage_life_great_eagle_rider1	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_life		true	true	false
wh2_dlc15_hef_archmage_light_great_eagle_rider1	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_light		true	true	false
wh2_dlc15_hef_archmage_metal_great_eagle_rider1	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_metal		true	true	false
wh2_dlc15_hef_archmage_shadows_great_eagle_rider1	hu1b_dlc15_archmage_phoenix_wb_staff_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_shadows		true	true	false
wh2_dlc15_hef_cha_teclis_phoenix_rider	hu1d_elf_bi1_teclis_wb_staff_and_sword	wh2_main_hef_teclis	wh2_main_hef_infantry_hero_teclis_blood		true	true	false
wh2_dlc15_hef_chariot_archmage_beasts	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_beasts		true	true	false
wh2_dlc15_hef_chariot_archmage_death	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_death		true	true	false
wh2_dlc15_hef_chariot_archmage_fire	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_fire		true	true	false
wh2_dlc15_hef_chariot_archmage_heavens	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_heavens		true	true	false
wh2_dlc15_hef_chariot_archmage_high	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_high		true	true	false
wh2_dlc15_hef_chariot_archmage_life	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_life		true	true	false
wh2_dlc15_hef_chariot_archmage_light	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_light		true	true	false
wh2_dlc15_hef_chariot_archmage_metal	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_metal		true	true	false
wh2_dlc15_hef_chariot_archmage_shadows	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_shadows		true	true	false
wh2_dlc15_hef_chariot_mage_beasts	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_hef_mage	wh2_main_infantry_standard_wizard_blood_dismembers_beasts		true	true	false
wh2_dlc15_hef_chariot_mage_death	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_hef_mage	wh2_main_infantry_standard_wizard_blood_dismembers_death		true	true	false
wh2_dlc15_hef_chariot_mage_fire	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_hef_mage	wh2_main_infantry_standard_wizard_blood_dismembers_fire		true	true	false
wh2_dlc15_hef_chariot_mage_metal	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_hef_mage	wh2_main_infantry_standard_wizard_blood_dismembers_metal		true	true	false
wh2_dlc15_hef_dragon_archmage_beasts	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_beasts		true	true	false
wh2_dlc15_hef_dragon_archmage_death	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_death		true	true	false
wh2_dlc15_hef_dragon_archmage_fire	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_fire		true	true	false
wh2_dlc15_hef_dragon_archmage_heavens	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_heavens		true	true	false
wh2_dlc15_hef_dragon_archmage_high	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_high		true	true	false
wh2_dlc15_hef_dragon_archmage_life	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_life		true	true	false
wh2_dlc15_hef_dragon_archmage_light	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_light		true	true	false
wh2_dlc15_hef_dragon_archmage_metal	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_metal		true	true	false
wh2_dlc15_hef_dragon_archmage_shadows	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_dlc15_hef_archmage	wh2_main_infantry_standard_wizard_blood_dismembers_shadows		true	true	false
wh2_dlc15_hef_dragon_mage_fire	hu1b_elf_dr1_dragon_wb_staff_and_sword	wh2_main_hef_mage_campaign_05	wh2_main_infantry_standard_wizard_blood_dismembers_fire		true	true	false
wh2_dlc15_hef_eltharion_griffon_rider1	hu1d_dlc15_eltharion_bc2_griffon_wb_spear_sword	wh2_dlc15_hef_ch_eltharion_the_grim	wh2_dlc15_hef_infantry_hero_eltharion_rider_blood		true	true	false
wh2_dlc15_hef_imrik_dragon_rider1	hu1d_hef_imrik_dlc15_wb_dr1_dragon_lance_horn	wh2_dlc15_hef_ch_imrik_mounted	wh2_main_hef_infantry_hero_tyrion_rider_blood		true	true	false
wh2_dlc15_hef_lion_chariot_charioteer	hu1d_dlc15_wm_lion_chariot01_whip	wh2_main_hef_white_lions_of_chrace_chariot	wh_main_cavalry_rider_standard_blood		false	true	false
wh2_dlc15_hef_lion_chariot_rider	hu1d_dlc15_wm_lion_chariot_2handed_axe	wh2_main_hef_white_lions_of_chrace_chariot	wh_main_cavalry_rider_standard_blood		false	true	false
wh2_dlc15_hef_mistwalkers_griffon_knights_rider1	hu1d_dlc15_prince_bc2_griffon_wb_sword_shield	wh2_dlc15_hef_mistwalkers_griffon_knights	wh_main_infantry_standard_large_blood		true	true	false
wh2_dlc15_hef_prince_griffon_rider1	hu1d_dlc15_prince_bc2_griffon_wb_sword_shield	wh2_main_hef_prince	wh_main_infantry_standard_large_blood		true	true	false
wh2_dlc15_hef_princess_griffon_rider1	hu1b_dlc15_princess_bc2_griffon_wb_sword_bow	wh2_main_hef_princess	wh2_main_hef_rider_360_hero_blood	wh2_main_hef_princess	true	true	false
wh2_dlc16_hef_spellweaver_beasts_great_eagle_rider1	hu1b_dlc16_elf_bi1_eagle_wb_spellweaver_sword	wh2_dlc16_wef_spellweaver_campaign_01	wh2_dlc16_wef_spellweaver_blood		true	true	false
wh2_dlc16_hef_spellweaver_dark_great_eagle_rider1	hu1b_dlc16_elf_bi1_eagle_wb_spellweaver_sword	wh2_dlc16_wef_spellweaver_campaign_02	wh2_dlc16_wef_spellweaver_blood		true	true	false
wh2_dlc16_hef_spellweaver_high_great_eagle_rider1	hu1b_dlc16_elf_bi1_eagle_wb_spellweaver_sword	wh2_dlc16_wef_spellweaver_campaign_03	wh2_dlc16_wef_spellweaver_blood		true	true	false
wh2_dlc16_hef_spellweaver_life_great_eagle_rider1	hu1b_dlc16_elf_bi1_eagle_wb_spellweaver_sword	wh2_dlc16_wef_spellweaver_campaign_04	wh2_dlc16_wef_spellweaver_blood		true	true	false
wh2_dlc16_hef_spellweaver_shadows_great_eagle_rider1	hu1b_dlc16_elf_bi1_eagle_wb_spellweaver_sword	wh2_dlc16_wef_spellweaver_campaign_05	wh2_dlc16_wef_spellweaver_blood		true	true	false
wh2_dlc16_skv_cha_chieftain_1	hu17_dlc16_hu18_rat_ogre_wb_halberd	wh2_dlc16_skv_chieftain	wh_main_infantry_rider_blood		true	true	false
wh2_dlc16_skv_cha_packmaster_2	hu17_dlc16_rt1_brood_horror_ratcatcher	wh2_dlc16_skv_packmaster	wh_main_infantry_rider_blood		true	true	false
wh2_dlc16_skv_cha_throt_2	hu17_dlc16_rt1_brood_horror_throt	wh2_dlc16_skv_throt	wh_main_infantry_rider_blood		true	true	false
wh2_dlc16_skv_cha_warlord_2	hu17_dlc16_rt1_brood_horror_sword_shield	wh2_main_skv_warlord	wh_main_infantry_rider_blood		true	true	false
wh2_dlc16_wef_arahan_dragon_rider1	hu1b_dlc16_naestra_dr1_wb_bow	wh2_dlc16_wef_arahan	wh_dlc05_wef_cha_inf_glade_lord_blood		true	true	false
wh2_dlc16_wef_arahan_eagle_rider1	hu1b_dlc16_arahan_bi1_wb_bow	wh2_dlc16_wef_arahan	wh_dlc05_wef_cha_inf_glade_lord_blood		true	true	false
wh2_dlc16_wef_naestra_dragon_rider1	hu1b_dlc16_arahan_bi1_wb_bow	wh2_dlc16_wef_naestra	wh_dlc05_wef_cha_inf_glade_lord_blood		false	true	false
wh2_dlc16_wef_naestra_eagle_rider1	hu1b_dlc16_naestra_bi1_wb_bow	wh2_dlc16_wef_naestra	wh_dlc05_wef_cha_inf_glade_lord_blood		false	true	false
wh2_dlc17_bst_razorgor_great_bray_shaman_chariot_rider2	hu6_gor_wm_razorgor_chariot_staff_and_sword	wh2_twa04_bst_ch_great_bray_shaman	wh_main_infantry_rider_character_blood		true	true	false
wh2_dlc17_bst_razorgor_wargor_chariot_rider2	hu6_gor_wm_razorgor_chariot_dual_axe	wh2_dlc17_bst_wargor	wh_main_infantry_rider_character_blood		true	true	false
wh2_dlc17_lzd_skink_oracle_troglodon	hu7_dlc17_rp3b_wb_oracle_club	wh2_dlc17_lzd_skink_oracle	wh2_dlc17_lzd_warbeast_rider_60_hero_blood_low_kb_resist		true	true	false
wh2_dlc4_brt_cha_henri_le_massif_hippogryph_rider	hu1_bretonnian_bc2b_hippogryph_wb_sword_shield	wh2_dlc14_brt_ch_henri_le_massif	wh_main_infantry_standard_large_blood		true	true	false
wh2_main_def_cold_one_chariot_charioteer	hu1d_elf_wm_cold_one_chariot01_whip	wh2_main_def_cold_one_chariot_charioteer	wh_main_cavalry_rider_standard_blood		false	true	false
wh2_main_def_cold_one_chariot_malekith	hu1d_elf_wm_cold_one_chariot01_sword_and_shield	wh2_main_def_malekith	wh2_main_def_infantry_hero_blood_malekith_rider		true	true	false
wh2_main_def_cold_one_chariot_rider1	hu1d_elf_wm_cold_one_chariot01_crossbow_01	wh2_main_def_cold_one_chariot_rider	wh2_main_rider_standard_360_blood	wh2_main_def_cold_one_chariot_archer	false	true	false
wh2_main_def_cold_one_chariot_rider2	hu1d_elf_wm_cold_one_chariot01_crossbow_02	wh2_main_def_cold_one_chariot_rider	wh2_main_rider_standard_360_blood	wh2_main_def_cold_one_chariot_archer	false	true	false
wh2_main_def_seraphon_malekith	hu1d_elf_dr1_dragon_wb_malekith_sword_and_shield	wh2_main_def_malekith	wh_main_infantry_standard_large_blood		true	true	false
wh2_main_def_veh_cauldron_of_blood_death_hag	hu1b_elf_dual_sword	wh2_main_def_death_hag_chalice	wh_main_cavalry_rider_standard_blood		true	true	false
wh2_main_def_veh_cauldron_of_blood_rider_0	hu1b_elf_wm_blood_cauldron_dual_sword_01	wh2_main_def_witch_elf	wh_main_cavalry_rider_standard_blood	wh2_dlc14_def_veh_cauldron_of_blood_rider	false	true	false
wh2_main_def_veh_cauldron_of_blood_rider_1	hu1b_elf_wm_blood_cauldron_dual_sword_02	wh2_main_def_witch_elf	wh_main_cavalry_rider_standard_blood	wh2_dlc14_def_veh_cauldron_of_blood_rider	false	true	false
wh2_main_hef_alastar_dragon_rider1	hu1d_elf_dr1_dragon_wb_2handed_axe	wh2_main_hef_alastair_rider	wh_main_infantry_standard_large_blood		true	true	false
wh2_main_hef_alastar_eagle_rider1	hu1d_elf_bi1_eagle_wb_2handed_axe	wh2_main_hef_alastair_rider	wh_main_infantry_standard_large_blood		true	true	false
wh2_main_hef_chariot_mage_high	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_hef_mage_rider	wh2_main_infantry_standard_wizard_blood_dismembers_high		true	true	false
wh2_main_hef_chariot_mage_life	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_hef_mage_rider	wh2_main_infantry_standard_wizard_blood_dismembers_life		true	true	false
wh2_main_hef_chariot_mage_light	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_hef_mage_rider	wh2_main_infantry_standard_wizard_blood_dismembers_light		true	true	false
wh2_main_hef_chariot_noble	hu1d_elf_wm_tiranoc_chariot01_halberd	wh2_main_hef_noble	wh2_main_cavalry_rider_standard_hero		true	true	false
wh2_main_hef_ithilmar_chariot_charioteer	hu1d_elf_wm_tiranoc_chariot01_whip	wh2_main_hef_charioteer_spear	wh_main_cavalry_rider_standard_blood		false	true	false
wh2_main_hef_ithilmar_chariot_rider2	hu1d_elf_wm_tiranoc_chariot01_spear	wh2_main_hef_charioteer_spear	wh_main_cavalry_rider_standard_blood		false	true	false
wh2_main_hef_noble_eagle	hu1d_elf_bi1_eagle_wb_halberd	wh2_main_hef_noble	wh2_main_hef_rider_360_hero_blood		true	true	false
wh2_main_hef_prince_dragon_rider1	hu1d_elf_dr1_dragon_wb_sword_and_shield	wh2_main_hef_prince	wh_main_infantry_standard_large_blood		true	true	false
wh2_main_hef_prince_eagle_rider1	hu1d_elf_bi1_eagle_wb_sword_and_shield	wh2_main_hef_prince	wh_main_infantry_standard_large_blood		true	true	false
wh2_main_hef_princess_dragon	hu1b_elf_dr1_dragon_wb_sword_and_bow	wh2_main_hef_princess	wh2_main_hef_rider_360_hero_blood	wh2_main_hef_princess	true	true	false
wh2_main_hef_princess_eagle	hu1b_elf_bi1_eagle_wb_sword_and_bow	wh2_main_hef_princess	wh2_main_hef_rider_360_hero_blood	wh2_main_hef_princess	true	true	false
wh2_main_hef_tiranoc_chariot_charioteer	hu1d_elf_wm_tiranoc_chariot01_whip	wh2_main_hef_charioteer_archer	wh_main_cavalry_rider_standard_blood		false	true	false
wh2_main_hef_tiranoc_chariot_rider1	hu1d_elf_wm_tiranoc_chariot01_sword_and_bow	wh2_main_hef_archer	wh_main_cavalry_rider_standard_blood	wh2_main_hef_tiranoc_chariot_archer	false	true	false
wh2_main_hef_tiranoc_chariot_rider2	hu1d_elf_wm_tiranoc_chariot01_sword_and_bow2	wh2_main_hef_archer	wh_main_cavalry_rider_standard_blood	wh2_main_hef_tiranoc_chariot_archer	false	true	false
wh2_main_lzd_cha_kroq_gar_carnosaur	hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	wh2_main_lzd_lord_kroq_gar	wh2_main_lzd_warbeast_rider_360_hero_blood_kroqgar		true	true	false
wh2_main_lzd_cha_saurus_old_blood_carnosaur	hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	wh2_main_lzd_lord_saurus_old_blood	wh2_main_lzd_warbeast_rider_360_hero_blood		true	true	false
wh2_main_lzd_cha_scar_veteran_carnosaur	hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	wh2_main_lzd_hero_saurus_scar_veteran	wh2_main_lzd_warbeast_rider_360_hero_blood		true	true	false
wh2_main_lzd_mazdamundi_0	hu9_slann_wm_platform01_mace	wh2_main_lzd_lord_mazdamundi	wh2_main_lzd_infantry_standard_mazdamundi_rider		true	true	false
wh2_main_lzd_mon_ancient_stegadon_rider_0	hu7_skink_hq1_stegadon_wb_giant_blowpipe	wh2_main_lzd_skink_crew	wh2_main_lzd_inf_skink_stegadon_rider_230_blood_dismembers	wh2_main_lzd_mon_ancient_stegadon_rider	false	true	false
wh2_main_lzd_mon_ancient_stegadon_rider_1	hu7_skink_hq1_stegadon_wb_giant_blowpipe_02	wh2_main_lzd_skink_crew	wh2_main_lzd_inf_skink_stegadon_rider_230_blood_dismembers	wh2_main_lzd_mon_ancient_stegadon_rider	false	true	false
wh2_main_lzd_mon_ancient_stegadon_rider_attendant_0	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_main_lzd_mon_ancient_stegadon_rider_mazdamundi_0	hu9_slann_mace	wh2_main_lzd_lord_mazdamundi	wh2_main_lzd_infantry_standard_mazdamundi_rider		true	true	false
wh2_main_lzd_mon_ancient_stegadon_rider_mazdamundi_skink_1	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_main_lzd_mon_ancient_stegadon_rider_mazdamundi_skink_2	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_main_lzd_mon_bastiladon_1_rider_0	hu7_skink_hq1_bastilidon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_main_lzd_mon_bastiladon_1_rider_1	hu7_skink_hq1_bastilidon_wb_javelin_b	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_main_lzd_mon_bastiladon_1_rider_2	hu7_skink_hq1_bastilidon_wb_javelin_02	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_main_lzd_mon_bastiladon_1_rider_3	hu7_skink_hq1_bastilidon_wb_javelin_02_b	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_primary_ammo	false	true	false
wh2_main_lzd_mon_bastiladon_rider_0	hu7_skink_hq1_bastilidon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_main_lzd_mon_bastiladon_rider_1	hu7_skink_hq1_bastilidon_wb_javelin_b	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_main_lzd_mon_bastiladon_rider_2	hu7_skink_hq1_bastilidon_wb_javelin_02	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_main_lzd_mon_bastiladon_rider_3	hu7_skink_hq1_bastilidon_wb_javelin_02_b	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_main_lzd_mon_stegadon_engine_rider_skink_chief_0	hu7_skink_staff_and_club	wh2_main_lzd_skink_chief	wh2_main_lzd_warbeast_rider_360_hero_blood		true	true	false
wh2_main_lzd_mon_stegadon_engine_rider_skink_priest_0	hu7_skink_hq1_stegadon_wb_staff_and_club	wh2_main_lzd_skink_priest	wh2_main_lzd_warbeast_rider_360_hero_blood		true	true	false
wh2_main_lzd_mon_stegadon_rider_0	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_main_lzd_mon_stegadon_rider_1	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
wh2_main_lzd_mon_stegadon_rider_2	hu7_skink_hq1_stegadon_wb_javelin	wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	wh2_main_lzd_mon_skink_rider_secondary_ammo	false	true	false
