name	head_node	hips_node	leftarm_node	leftfoot_node	lefthand_node	leftleg_node	leftshoulder_node	leftupleg_node	leftwheel_node	neck_node	rightarm_node	rightfoot_node	righthand_node	rightleg_node	rightshoulder_node	rightupleg_node	rightwheel_node	root	scale	scale_deviation	spine_node	weapon1_node	weapon2_node	weapon3_node	weapon4_node	weapon5_node	leftfinger_node	rightfinger_node	lefttoe_node	righttoe_node	category_man	category_mount	category_engine	weapon6_node	category_animal	category_fauna	cinematic	locomotion	leftwingbase_node	rightwingbase_node	head_tracking_angle	back_node	front_left_upper_leg_node	front_right_upper_leg_node	front_lefttoe_node	front_righttoe_node	rear_left_upper_leg_node	rear_right_upper_leg_node	rear_lefttoe_node	rear_righttoe_node	footstep_nodes	footstep_detection_height	articulation_node	flying_pivot_node	filter_projectiles_node	torso_splice_node	foot_ik_type
cockatrice01	neck_3	root	wing_shoulder_left_1	foot_left	wing_shoulder_left_3	leg_left_1	wing_shoulder_left_0	leg_left_0		neck_0	wing_shoulder_right_1	foot_right	wing_shoulder_right_3	leg_right_1	wing_shoulder_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0						wing_thumb_left_0	wing_thumb_right_0	toe_left_middle_0	toe_right_middle_0	false	true	false		false	false	false	winged	wing_shoulder_left_0	wing_shoulder_right_0	0.0000		wing_shoulder_left_1	wing_shoulder_right_1	wing_thumb_left_0	wing_thumb_right_0	leg_left_0	leg_right_0	toe_left_middle_0	toe_right_middle_0	toe_left_middle_0;toe_right_middle_0;wing_thumb_left_0;wing_thumb_right_0	0.0200		spine_0			off
coldonechariot01		root							wheel_								wheel_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0500	pivot_0				off
corpsecart01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0500	pivot_0				off
crab01	head_0	root	arm_left_0		claw_left_0		clavicle_left_0			spine_1	arm_right_0		claw_right_0		clavicle_right_0			animRoot	1.0000	0.0000	spine_0										true	true	false		false	false	false	unclassified			0.0000										leg_left_back_end_mod_0, leg_left_vestigial_end_mod_0, leg_left_mid_4, leg_left_front_4, leg_right_back_end_mod_0, leg_right_vestigial_end_mod_0, leg_right_mid_4, leg_right_front_4,	0.0500			flag_, hanging_		off
crowd01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500			root, child_		off
default_skeleton	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0								toe_left_0	toe_right_0	true	true	true		false	false	false	unclassified			0.0000	spine_2	upperarm_left	upperarm_right	hand_left	hand_right	upperleg_left	upperleg_right	toe_left_0	toe_right_0		0.0200					off
doomdivercatapult01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
doomflayer01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0500					off
doomwheel01		root							wheel_left_0, subwheel_frontupper_left_0, subwheel_frontlower_left_0, subwheel_rearlower_left_0, subwheel_rearmid_left_0, subwheel_rearupper_left_0, subwheel_top_left_0								wheel_right_0, subwheel_frontupper_right_0, subwheel_frontlower_right_0, subwheel_rearlower_right_0, subwheel_rearmid_right_0, subwheel_rearupper_right_0, subwheel_top_right_0	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0500			pipes_lower_0, pipes_lower_1, pipes_lower_2, pipes_upper_0, pipes_upper_1, pipes_upper_2, flag_0, flag_1, flag_2, flag_3		off
dragon01	head_central	root	upperarm_left	foot_left	hand_left	leg_left_1	clav_left	leg_left_0		neck_central_0	upperarm_right	foot_right	hand_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						wing_claw_left_0	wing_claw_right_0	toe_middle_left_0	toe_middle_right_0	false	true	false		false	false	false	winged_quadruped	wing_shoulder_left_0	wing_shoulder_right_0	0.0000		upperarm_left	upperarm_right	finger_base_left_0	finger_base_right_0	leg_left_0	leg_right_0	foot_left	foot_right	toe_middle_right_0;toe_middle_left_0;wing_claw_right_0;wing_claw_left_0	0.0200		spine_4	tail_end_, foot_, finger_base_, nostril_		off
dragon01b	head_left	root	upperarm_left	foot_left	hand_left	leg_left_1	clav_left	leg_left_0		neck_left_0	upperarm_right	foot_right	hand_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						wing_claw_left_0	wing_claw_right_0	toe_middle_left_0	toe_middle_right_0	false	true	false		false	false	false	winged_quadruped	wing_shoulder_left_0	wing_shoulder_right_0	0.0000		upperarm_left	upperarm_right	hand_left	hand_right	leg_left_0	leg_right_0	foot_left	foot_right	toe_middle_right_0;toe_middle_left_0;wing_claw_right_0;wing_claw_left_0	0.0200		spine_4	tail_end_, foot_, finger_base_, 		off
dragon02	head_central_0	root	upperarm_left	foot_left	hand_left	leg_left_1	clav_left	leg_left_0		neck_central_0	upperarm_right	foot_right	hand_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	toe_middle_left_0	toe_middle_right_0	false	true	false		false	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_base_left_0	finger_base_right_0	leg_left_0	leg_right_0	foot_left	foot_right	toe_middle_right_0;toe_middle_left_0;finger_middle_left_0;finger_middle_right_0	0.0200		spine_4	tail_end_, foot_, finger_base_, 		off
dragon04	head_central	root	upperarm_left	foot_left	hand_left	leg_left_1	clav_left	leg_left_0		neck_central_0	upperarm_right	foot_right	hand_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	toe_middle_left_0	toe_middle_right_0	false	false	false		false	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_base_left_0	finger_base_right_0	leg_left_0	leg_right_0	foot_left	foot_right	toe_middle_right_0;toe_middle_left_0;finger_middle_left_0;finger_middle_right_0	0.0500		spine_4			off
dragon05	head_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_outermid_left_0	finger_outermid_right_0	toe_outermid_left_0	toe_outermid_right_0	false	true	false		false	false	false	quadruped			0.0000		arm_left_0	arm_right_0	finger_outermid_left_0	finger_outermid_right_0	leg_left_0	leg_right_0	leg_left_2	leg_right_2	toe_outermid_right_0;toe_outermid_left_0;finger_outermid_left_0;finger_outermid_right_0	0.0500			saddle_, saddleFlag_, neckfat_, chest_jiggle_		off
dragonship01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
dreadquake01		root							wheel_left_0, wheel_left_1, wheel_left_2, wheel_left_3								wheel_right_0, wheel_right_1, wheel_right_2, wheel_right_3	animRoot	1.0000	0.0000		be_prop_0	be_prop_1								false	false	true		false	false	false	wheeled			0.0000											0.0200	hitch_point_0				off
dreadquakemortar01	mortar_0	root	root	root	root	root	root	root		root	root	root	root	root	root	root		animRoot	1.0000	0.0000	root	be_prop_0	be_prop_1								false	false	false		false	false	false	unclassified			0.0000											0.0500					off
dummy01		root																animRoot	1.0000	0.0000											true	false	false		false	false	false	unclassified			0.0000											0.0500					off
elfteam01	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	nae_hand_left	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	unclassified			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, belt_, sleeve_		off
fauna_bird		root																animRoot	1.0000	0.0000											false	false	false		false	true	false	unclassified	clav_left	clav_right	0.0000											0.0200					off
fish01		root																animRoot	1.0000	0.0000											false	false	false		false	true	false	unclassified			0.0000											0.0500					off
flamecannon01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
ghost01	head_0	root	upperarm_left_0		hand_left_0		clav_left_0			neck_0	upperarm_right_0		hand_right_0		clav_right_0			animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0			true	false	false	be_prop_5	false	false	false	unclassified			0.0000											0.0200			sleeve_, hand_		off
ghost03	head_0	root	upperarm_left		hand_left		clav_left			neck_0	upperarm_right		hand_right		clav_right			animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	pincer_left_0	pincer_right_0			true	false	false	be_prop_5	false	false	false	unclassified			0.0000	spine_2										0.0200					off
ghost04	head_0	root	upperarm_left_0		hand_left_0		clav_left_0			neck_1	upperarm_right_0		hand_right_0		clav_right_0			animRoot	1.0000	0.0000	spine_0						finger_index_left_0	finger_index_right_0			true	false	false		false	false	false	unclassified			0.0000											0.0200			gore_		off
ghost05	head_0	root	upperarm_left		hand_left		clav_left			neck_0	upperarm_right		hand_right		clav_right			animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	pincer_left_0	pincer_right_0			true	false	false	be_prop_5	false	false	false	unclassified			45.0000	spine_2										0.0200					off
giant01	head_colossus_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_colossus_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_left_0	toe_left_0	toe_right_0	false	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0500			loincloth_back_,		on
giant01b	head_colossus_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_colossus_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_left_0	toe_left_0	toe_right_0	false	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			loincloth_back_,		on
giant01c	head_colossus_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_colossus_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_left_0	toe_left_0	toe_right_0	false	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			loincloth_back_,		on
giant02	head_colossus_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_colossus_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_left_0	toe_left_0	toe_right_0	false	true	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0500			loincloth_back_,		off
giant03	head_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_left_0	toe_left_0	toe_right_0	false	true	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0500			loincloth_back_,		on
goblinteam01	head_0	grm_hips_0	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left_0	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right_0	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	unclassified			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			thumb_, finger_, cingulum_, ear_, cape_ 		off
goblinteam02	head_0	root	upperarm_left	foot_left	top_hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	top_hand_right									toe_left_0;toe_right_0	0.0200			skirt_, loincloth_, hand_, hat_, ear_		on
grail01	head_rider	root	upperarm_right_rider	foot_left_rider_rider	hand_left_rider	upperleg_left_rider	clav_right_rider	upperleg_left_rider		neck_rider	upperarm_right_rider	foot_right_rider_rider	hand_right_rider	upperleg_right_rider	clav_right_rider	upperleg_right_rider		animRoot	1.0000	0.0000	spine_2_rider						hand_left_rider	hand_right_rider	foot_left_rider_rider	foot_right_rider_rider	true	false	false		false	false	false	biped			0.0000	spine_2_rider										0.0200					off
grandcannon01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	unclassified			0.0000											0.0500	pivot_0				off
greatcannon01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
grn_boltthrower01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
gromchariot01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0500	pivot_0				off
grudgethrower01		root							bone_wheel_left								bone_wheel_right	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
gyrobomber01	head	root	upperarm_left	spine_0	hand_left	spine_0	clav_left	spine_0	spine_0	neck_0	upperarm_right	spine_0	hand_right	spine_0	clav_right	spine_0		animRoot	1.0000	0.0000	spine_0						spine_0	spine_0	spine_0	spine_0	true	false	false		false	false	false	winged_helicopter	upperarm_left	upperarm_right	0.0000	spine_2										0.0200		root			off
gyrocopter01	head	root	upperarm_left	spine_0	hand_left	spine_0	clav_left	spine_0	spine_0	neck_0	upperarm_right	spine_0	hand_right	spine_0	clav_right	spine_0		animRoot	1.0000	0.0000	spine_0						spine_0	spine_0	spine_0	spine_0	true	false	false		false	false	false	winged_helicopter	upperarm_left	upperarm_right	0.0000	spine_2										0.0200		root			off
heavyquadruped01	head_upper	root	upperarm_left	foot_left	finger_base_left_0	leg_left_1	clav_left	leg_left_0		neck_0	upperarm_right	foot_right	finger_base_right_0	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0	be_prop_0					finger_centre_left	finger_centre_right	toe_centre_left_0	toe_centre_right_0	false	true	false		false	false	false	quadruped			0.0000	bow_0	upperarm_left	upperarm_right	finger_base_left_0	finger_base_right_0	leg_left_0	leg_right_0	foot_left	foot_right	toe_centre_right_0;toe_centre_left_0;finger_centre_right;finger_centre_left	0.0200			head_, finger_base_left_0, finger_base_right_0, foot_left, foot_right, tail_, platform_		off
heavyquadruped02	head	root	upperarm_left	foot_left	finger_base_left	leg_left_1	clav_left	leg_left_0		neck_0	upperarm_right	foot_right	finger_base_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	toe_middle_left_0	toe_middle_right_0	false	true	false		false	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_base_left	finger_base_right	leg_left_0	leg_right_0	foot_left	foot_right	toe_middle_right_0;toe_middle_left_0;finger_middle_right_0;finger_middle_left_0	0.0200					off
heavyquadruped03	head	root	upperarm_left	foot_left	finger_base_left	leg_left_1	clav_left	leg_left_0		neck	upperarm_right	foot_right	finger_base_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_centre_left	finger_centre_right	toe_middle_left_0	toe_middle_right_0	false	true	false		false	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_base_left	finger_base_right	leg_left_0	leg_right_0	foot_left	foot_right	toe_centre_right_0;toe_centre_left_0;finger_centre_right;finger_centre_left	0.0200					off
heavyquadruped03b	head	root	upperarm_left	foot_left	finger_base_left	leg_left_1	clav_left	leg_left_0		neck	upperarm_right	foot_right	finger_base_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_centre_left	finger_centre_right	toe_middle_left_0	toe_middle_right_0	false	true	false		false	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_base_left	finger_base_right	leg_left_0	leg_right_0	foot_left	foot_right	toe_centre_right_0;toe_centre_left_0;finger_centre_right;finger_centre_left	0.0200					off
heavyquadruped04	head	root	upperarm_left	foot_left	finger_base_left_0	leg_left_1	clav_left	leg_left_0		neck_0	upperarm_right	foot_right	finger_base_right_0	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_left_0	finger_right_0	toe_left_0	toe_right_0	false	true	false		false	false	false	quadruped			0.0000		arm_left_0	arm_right_0	arm_left_3	arm_right_3	leg_left_0	leg_right_0	leg_left_3	leg_right_3	toe_right_0;toe_left_0;finger_right_0;finger_left_0	0.0200					off
heavyquadruped05	head_0	root	arm_left_0	leg_left_2	arm_left_2	leg_left_1	clav_left	leg_left_0		neck_0	arm_right_0	leg_right_2	arm_right_2	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	leg_left_3	leg_right_3	false	true	false		false	false	false	quadruped			45.0000		arm_left_0	arm_right_0	arm_left_3	arm_right_3	leg_left_0	leg_right_0	leg_left_3	leg_right_3		0.0200					off
heavyship01		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
heavyship02		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
heavyship03		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
heavyship04		root																animRoot	1.0000	0.0000											false	false	false		false	false	false	unclassified			0.0000											0.0500					off
helblaster01		root							bone_wheel_left_								bone_wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
hellcannon01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
helstorm01		root							wheel_left_								wheel_right_	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
hewer01		root							SKL_L_frontWheel, SKL_L_backWheel								SKL_R_frontWheel, SKL_R_backWheel	animRoot	1.0000	0.0000											false	false	true		false	false	false	wheeled			0.0000											0.0200					off
horse01	head	root	upperarm_left	foot_left	hand_left	leg_left_1	clav_left	leg_left_0		neck_0	upperarm_right	foot_right	hand_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	toe_left_0	toe_right_0	false	true	false		false	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_middle_left_1	finger_middle_right_1	leg_left_0	leg_right_0	toe_left_0	toe_right_0	toe_right_0;toe_left_0;finger_middle_right_0;finger_middle_left_0	0.0200		spine_2	wing_, barding_, tail_, ear_, armor_		off
horse02	head	root	upperarm_left	foot_left	hand_left	leg_left_1	clav_left	leg_left_0		neck_0	upperarm_right	foot_right	hand_right	leg_right_1	clav_right	leg_right_0		animRoot	1.0000	0.0000	spine_0						finger_middle_left_0	finger_middle_right_0	toe_left_0	toe_right_0	false	true	false		false	false	false	quadruped			0.0000		upperarm_left	upperarm_right	finger_middle_left_1	finger_middle_right_1	leg_left_0	leg_right_0	toe_left_0	toe_right_0	toe_right_0;toe_left_0;finger_middle_right_0;finger_middle_left_0	0.0200		spine_2	wing_, barding_, tail_, gear_		off
hu14_team01	front_head_0	root	front_arm_left_0	front_leg_left_3	front_arm_left_2	front_leg_left_0	front_clav_left_0	front_leg_left_0		front_neck_0	front_arm_right_0	front_leg_right_3	front_arm_right_2	front_leg_right_0	front_clav_right_0	front_leg_right_0		animRoot	1.0000	0.0000	front_spine_0						front_finger_index_left_0	front_finger_index_right_0	front_toe_outer_left_0	front_toe_outer_right_0	true	false	false		false	false	false	unclassified			45.0000	front_spine_2										0.0200			hand_, tail_, finger_		off
hu1_team01	front_head	root	front_upperarm_left	front_foot_left	front_hand_left	front_upperleg_left	front_clav_left	front_upperleg_left		front_neck_0	front_upperarm_right	front_foot_right	front_hand_right	front_upperleg_right	front_clav_right	front_upperleg_right		animRoot	1.0000	0.0000	front_spine_0						front_finger_index_left_0	front_finger_index_right_0	front_toe_left_0	front_toe_right_0	true	false	false		false	false	false	double_biped			0.0000	front_spine_2									front_toe_left_0;front_toe_left_0;back_toe_left_0;back_toe_left_0	0.0200			cape_, hand_, skirt_, gun_, strap_		off
hu1e_team01	fr_head_0	root	fr_upperarm_left	fr_foot_left	fr_hand_left	fr_upperleg_left	fr_clav_left	fr_upperleg_left		fr_neck_0	fr_upperarm_right	fr_foot_right	fr_hand_right	fr_upperleg_right	fr_clav_right	fr_upperleg_right		animRoot	1.0000	0.0000	fr_spine_0	weapon_1	weapon_2	weapon_3	weapon_4	weapon_5	fr_finger_index_left_0	fr_finger_index_right_0	fr_toe_left_0	fr_toe_right_0	true	false	false	weapon_6	false	false	false	double_biped			0.0000	fr_spine_2									fr_toe_left_0, fr_toe_right_0, bk_toe_left_0, bk_toe_right_0	0.0200			cape_, hand_, skirt_		off
humanoid01	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toe_left_0	toe_right_0	true	true	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, shoulder_pad_, eye_, eyebrow_, jaw_		on
humanoid01b	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, belt_, sleeve_, jaw, eyelid_,shoulder_pad_, 		on
humanoid01c	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, arm_tentacle_		on
humanoid01d	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, shoulder_, hand_, skirt_, shoulder_pad_, eyelid_, jaw, eyebrow, cingulum_		on
humanoid01e	head_0	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	weapon_1	weapon_2	weapon_3	weapon_4	weapon_5	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	true	false	weapon_6	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, sleeve_, quiver_, scabbard_, beard_, collar_, crest_, finger_, thumb_, feathers_, ponytail_		on
humanoid01f	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, belt_, sleeve_, eye_. eyelid_, hair_, aerial_, earring_		off
humanoid01g	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, arm_tentacle_		on
humanoid01h	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	winged_biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			hand_,, toes_		on
humanoid01i	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toe_left_0	toe_right_0	true	true	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			hand_, skirt_		on
humanoid01j	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4			toe_left_0	toe_right_0	true	true	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			hand_, skirt_		on
humanoid01l	head	root	upperarm_left	foot_left	hand_left	lowerleg_left	clav_left	upperleg_left		neck_0	upperarm_right	foot_right	hand_right	lowerleg_right	clav_right	upperleg_right		animRoot	1.0000	0.0000	spine_0	be_prop_0	be_prop_1	be_prop_2	be_prop_3	be_prop_4	finger_index_left_0	finger_index_right_0	toe_left_0	toe_right_0	true	false	false	be_prop_5	false	false	false	biped			0.0000	spine_2									toe_left_0;toe_right_0	0.0200			cape_, hand_, skirt_, arm_tentacle_		on
