settlement_id	climate_type	citybar_height_offset	rotation
settlement:wh3_main_combi_region_grenzstadt	climate_temperate	0	0
settlement:wh3_main_combi_region_grey_rock_point	climate_frozen	0	327
settlement:wh3_main_combi_region_griffon_gate	climate_island	0	291
settlement:wh3_main_combi_region_grimhold	climate_mountain	0	82
settlement:wh3_main_combi_region_grimtop	climate_mountain	0	26
settlement:wh3_main_combi_region_gristle_valley	climate_mountain	0	0
settlement:wh3_main_combi_region_grom_peak	climate_mountain	0	0
settlement:wh3_main_combi_region_gronti_mingol	climate_wasteland	0	0
settlement:wh3_main_combi_region_grotrilexs_glare_lighthouse	climate_chaotic	0	340
settlement:wh3_main_combi_region_grunburg	climate_temperate	0	0
settlement:wh3_main_combi_region_grung_zint	climate_mountain	0	0
settlement:wh3_main_combi_region_gryphon_wood	climate_magicforest	0	0
settlement:wh3_main_combi_region_hag_graef	climate_frozen	0	19
settlement:wh3_main_combi_region_hag_hall	climate_frozen	0	0
settlement:wh3_main_combi_region_haichai	climate_temperate	0	0
settlement:wh3_main_combi_region_hanyu_port	climate_temperate	0	0
settlement:wh3_main_combi_region_har_ganeth	climate_frozen	0	119
settlement:wh3_main_combi_region_har_kaldra	climate_frozen	0	0
settlement:wh3_main_combi_region_hell_pit	climate_wasteland	0	0
settlement:wh3_main_combi_region_helmgart	climate_temperate	0	110
settlement:wh3_main_combi_region_hergig	climate_temperate	0	0
settlement:wh3_main_combi_region_hexoatl	climate_jungle	0	0
settlement:wh3_main_combi_region_hoteks_column	climate_frozen	0	0
settlement:wh3_main_combi_region_howling_rock	climate_wasteland	0	0
settlement:wh3_main_combi_region_hualotal	climate_mountain	0	0
settlement:wh3_main_combi_region_ice_rock_gorge	climate_mountain	0	0
settlement:wh3_main_combi_region_icespewer	climate_frozen	0	0
settlement:wh3_main_combi_region_infernius	climate_chaotic	0	0
settlement:wh3_main_combi_region_iron_rock	climate_wasteland	0	343
settlement:wh3_main_combi_region_iron_storm	climate_chaotic	0	0
settlement:wh3_main_combi_region_ironfrost	climate_chaotic	0	0
settlement:wh3_main_combi_region_ironspike	climate_frozen	0	184
settlement:wh3_main_combi_region_isle_of_wights	climate_frozen	0	0
settlement:wh3_main_combi_region_itza	climate_jungle	0	0
settlement:wh3_main_combi_region_jade_wind_mountain	climate_temperate	0	0
settlement:wh3_main_combi_region_jungles_of_chian	climate_magicforest	0	0
settlement:wh3_main_combi_region_ka_sabar	climate_desert	0	1
settlement:wh3_main_combi_region_kaiax	climate_savannah	0	0
settlement:wh3_main_combi_region_kappelburg	climate_temperate	0	0
settlement:wh3_main_combi_region_karag_dromar	climate_mountain	0	76
settlement:wh3_main_combi_region_karag_dron	climate_mountain	0	187
settlement:wh3_main_combi_region_karag_orrud	climate_mountain	0	21
settlement:wh3_main_combi_region_karak_angazhar	climate_mountain	0	219
settlement:wh3_main_combi_region_karak_azgal	climate_mountain	0	0
settlement:wh3_main_combi_region_karak_azgaraz	climate_mountain	0	66
settlement:wh3_main_combi_region_karak_azorn	climate_mountain	0	316
settlement:wh3_main_combi_region_karak_azul	climate_mountain	0	52
settlement:wh3_main_combi_region_karak_bhufdar	climate_mountain	0	190
settlement:wh3_main_combi_region_karak_dum	climate_mountain	0	96
settlement:wh3_main_combi_region_karak_eight_peaks	climate_mountain	0	29
settlement:wh3_main_combi_region_karak_hirn	climate_mountain	0	244
settlement:wh3_main_combi_region_karak_izor	climate_mountain	0	225
settlement:wh3_main_combi_region_karak_kadrin	climate_mountain	0	24
settlement:wh3_main_combi_region_karak_krakaten	climate_mountain	0	330
settlement:wh3_main_combi_region_karak_norn	climate_mountain	0	254
settlement:wh3_main_combi_region_karak_raziak	climate_mountain	0	190
settlement:wh3_main_combi_region_karak_ungor	climate_mountain	0	0
settlement:wh3_main_combi_region_karak_vlag	climate_mountain	0	270
settlement:wh3_main_combi_region_karak_vrag	climate_mountain	0	0
settlement:wh3_main_combi_region_karak_ziflin	climate_mountain	0	325
settlement:wh3_main_combi_region_karak_zorn	climate_mountain	0	122
settlement:wh3_main_combi_region_karaz_a_karak	climate_mountain	0	0
settlement:wh3_main_combi_region_karond_kar	climate_frozen	0	9
settlement:wh3_main_combi_region_kauark	climate_frozen	0	0
settlement:wh3_main_combi_region_kemperbad	climate_temperate	0	0
settlement:wh3_main_combi_region_khazid_bordkarag	climate_mountain	0	0
settlement:wh3_main_combi_region_khazid_irkulaz	climate_mountain	0	309
settlement:wh3_main_combi_region_khemri	climate_desert	0	335
settlement:wh3_main_combi_region_khymerica_spire	climate_desert	0	111
settlement:wh3_main_combi_region_kings_glade	climate_magicforest	0	0
settlement:wh3_main_combi_region_kislev	climate_temperate	0	138
settlement:wh3_main_combi_region_konquata	climate_frozen	0	0
settlement:wh3_main_combi_region_kradtommen	climate_mountain	0	230
settlement:wh3_main_combi_region_kraka_drak	climate_mountain	0	249
settlement:wh3_main_combi_region_krugenheim	climate_temperate	0	0
settlement:wh3_main_combi_region_kunlan	climate_temperate	0	0
settlement:wh3_main_combi_region_lahmia	climate_desert	0	88
settlement:wh3_main_combi_region_languille	climate_temperate	0	0
settlement:wh3_main_combi_region_lashiek	climate_desert	0	21
settlement:wh3_main_combi_region_laurelorn_forest	climate_magicforest	0	0
settlement:wh3_main_combi_region_li_temple	climate_mountain	0	33
settlement:wh3_main_combi_region_li_zhu	climate_temperate	0	0
settlement:wh3_main_combi_region_longship_graveyard	climate_frozen	0	0
settlement:wh3_main_combi_region_lost_plateau	climate_mountain	0	0
settlement:wh3_main_combi_region_lothern	climate_island	0	70
settlement:wh3_main_combi_region_luccini	climate_temperate	0	14
settlement:wh3_main_combi_region_lybaras	climate_desert	0	0
settlement:wh3_main_combi_region_lyonesse	climate_temperate	0	0
settlement:wh3_main_combi_region_macu_peaks	climate_jungle	0	0
settlement:wh3_main_combi_region_magritta	climate_temperate	0	324
settlement:wh3_main_combi_region_mahrak	climate_desert	0	0
settlement:wh3_main_combi_region_mangrove_coast	climate_jungle	0	0
settlement:wh3_main_combi_region_marienburg	climate_temperate	0	359
settlement:wh3_main_combi_region_marks_of_the_old_ones	climate_jungle	0	0
settlement:wh3_main_combi_region_martek	climate_mountain	0	127
settlement:wh3_main_combi_region_massif_orcal	climate_mountain	0	0
settlement:wh3_main_combi_region_matorca	climate_temperate	0	0
settlement:wh3_main_combi_region_middenheim	climate_temperate	0	0
settlement:wh3_main_combi_region_middenstag	climate_temperate	0	0
settlement:wh3_main_combi_region_mighdal_vongalbarak	climate_mountain	0	0
settlement:wh3_main_combi_region_mine_of_the_bearded_skulls	climate_mountain	0	284
settlement:wh3_main_combi_region_ming_zhu	climate_temperate	0	310
settlement:wh3_main_combi_region_miragliano	climate_temperate	0	346
settlement:wh3_main_combi_region_mistnar	climate_island	0	359
settlement:wh3_main_combi_region_misty_mountain	climate_mountain	0	265
settlement:wh3_main_combi_region_monolith_of_borkill_the_bloody_handed	climate_chaotic	0	0
settlement:wh3_main_combi_region_monolith_of_bubonicus	climate_chaotic	0	0
settlement:wh3_main_combi_region_monolith_of_festerlung	climate_chaotic	0	0
settlement:wh3_main_combi_region_monolith_of_flesh	climate_chaotic	0	0
settlement:wh3_main_combi_region_montenas	climate_temperate	0	0
settlement:wh3_main_combi_region_montfort	climate_temperate	0	61
settlement:wh3_main_combi_region_monument_of_izzatal	climate_mountain	0	0
settlement:wh3_main_combi_region_monument_of_the_moon	climate_jungle	0	0
settlement:wh3_main_combi_region_mordheim	climate_temperate	0	0
settlement:wh3_main_combi_region_morgheim	climate_wasteland	0	0
settlement:wh3_main_combi_region_mount_arachnos	climate_mountain	0	130
settlement:wh3_main_combi_region_mount_athull	climate_chaotic	0	0
settlement:wh3_main_combi_region_mount_grey_hag	climate_mountain	0	0
settlement:wh3_main_combi_region_mount_gunbad	climate_mountain	0	20
settlement:wh3_main_combi_region_mount_silverspear	climate_mountain	0	0
settlement:wh3_main_combi_region_mount_squighorn	climate_mountain	0	57
settlement:wh3_main_combi_region_mount_thug	climate_mountain	0	0
settlement:wh3_main_combi_region_mousillon	climate_temperate	0	331
settlement:wh3_main_combi_region_myrmidens	climate_temperate	0	0
settlement:wh3_main_combi_region_nagashizzar	climate_wasteland	0	0
settlement:wh3_main_combi_region_nagenhof	climate_temperate	0	0
settlement:wh3_main_combi_region_naggarond	climate_frozen	0	0
settlement:wh3_main_combi_region_naglfari_plain	climate_chaotic	0	0
settlement:wh3_main_combi_region_nagrar	climate_frozen	0	0
settlement:wh3_main_combi_region_nahuontl	climate_jungle	0	343
settlement:wh3_main_combi_region_nan_gau	climate_temperate	0	32
settlement:wh3_main_combi_region_nan_li	climate_temperate	0	29
settlement:wh3_main_combi_region_niedling	climate_temperate	0	0
settlement:wh3_main_combi_region_nongchang	climate_temperate	0	0
settlement:wh3_main_combi_region_norden	climate_temperate	0	359
settlement:wh3_main_combi_region_novchozy	climate_frozen	0	260
settlement:wh3_main_combi_region_nuja	climate_temperate	0	0
settlement:wh3_main_combi_region_nuln	climate_temperate	0	0
settlement:wh3_main_combi_region_numas	climate_desert	0	0
settlement:wh3_main_combi_region_oakenhammer	climate_mountain	0	296
settlement:wh3_main_combi_region_okkams_forever_maze	climate_chaotic	0	186
settlement:wh3_main_combi_region_oreons_camp	climate_magicforest	0	0
settlement:wh3_main_combi_region_oyxl	climate_jungle	0	0
settlement:wh3_main_combi_region_pack_ice_bay	climate_frozen	0	0
settlement:wh3_main_combi_region_pahuax	climate_jungle	0	0
settlement:wh3_main_combi_region_palace_of_princes	climate_chaotic	0	0
settlement:wh3_main_combi_region_parravon	climate_temperate	0	134
settlement:wh3_main_combi_region_petrified_forest	climate_frozen	0	15
settlement:wh3_main_combi_region_pfeildorf	climate_temperate	0	278
settlement:wh3_main_combi_region_phoenix_gate	climate_island	0	173
settlement:wh3_main_combi_region_pigbarter	climate_wasteland	0	0
settlement:wh3_main_combi_region_pillar_of_skulls	climate_frozen	0	0
settlement:wh3_main_combi_region_pillars_of_unseen_constellations	climate_jungle	0	0
settlement:wh3_main_combi_region_plain_of_dogs	climate_mountain	0	89
settlement:wh3_main_combi_region_plain_of_spiders	climate_wasteland	0	0
settlement:wh3_main_combi_region_plain_of_tuskers	climate_desert	0	0
settlement:wh3_main_combi_region_po_mei	climate_temperate	0	68
settlement:wh3_main_combi_region_pools_of_despair	climate_desert	0	0
settlement:wh3_main_combi_region_port_elistor	climate_island	0	0
settlement:wh3_main_combi_region_port_of_secrets	climate_chaotic	0	0
settlement:wh3_main_combi_region_port_reaver	climate_savannah	0	0
settlement:wh3_main_combi_region_pox_marsh	climate_jungle	0	0
settlement:wh3_main_combi_region_praag	climate_frozen	0	163
settlement:wh3_main_combi_region_qiang	climate_temperate	0	70
settlement:wh3_main_combi_region_quatar	climate_desert	0	72
settlement:wh3_main_combi_region_quenelles	climate_temperate	0	151
settlement:wh3_main_combi_region_quetza	climate_jungle	0	0
settlement:wh3_main_combi_region_quittax	climate_jungle	0	0
settlement:wh3_main_combi_region_rackdo_gorge	climate_mountain	0	0
settlement:wh3_main_combi_region_rasetra	climate_desert	0	0
settlement:wh3_main_combi_region_red_fortress	climate_chaotic	0	0
settlement:wh3_main_combi_region_riffraffa	climate_temperate	0	0
settlement:wh3_main_combi_region_rothkar_spire	climate_desert	0	0
settlement:wh3_main_combi_region_ruins_end	climate_wasteland	0	0
settlement:wh3_main_combi_region_sabre_mountain	climate_mountain	0	0
settlement:wh3_main_combi_region_salzenmund	climate_temperate	0	0
settlement:wh3_main_combi_region_sarl_encampment	climate_chaotic	0	0
settlement:wh3_main_combi_region_sartosa	climate_temperate	0	0
settlement:wh3_main_combi_region_scarpels_lair	climate_mountain	0	0
settlement:wh3_main_combi_region_sentinels_of_xeti	climate_jungle	0	0
settlement:wh3_main_combi_region_serpent_coast	climate_jungle	0	337
settlement:wh3_main_combi_region_serpent_jetty	climate_chaotic	0	0
settlement:wh3_main_combi_region_shagrath	climate_frozen	0	0
settlement:wh3_main_combi_region_shang_wu	climate_savannah	0	53
settlement:wh3_main_combi_region_shang_yang	climate_desert	0	338
settlement:wh3_main_combi_region_shard_bastion	climate_chaotic	0	0
settlement:wh3_main_combi_region_shattered_cove	climate_temperate	0	0
settlement:wh3_main_combi_region_shattered_stone_isle	climate_jungle	0	0
settlement:wh3_main_combi_region_shi_long	climate_savannah	0	0
settlement:wh3_main_combi_region_shi_wu	climate_mountain	0	52
settlement:wh3_main_combi_region_shiyamas_rest	climate_temperate	0	161
settlement:wh3_main_combi_region_shrine_of_asuryan	climate_island	0	0
settlement:wh3_main_combi_region_shrine_of_khaine	climate_wasteland	0	0
settlement:wh3_main_combi_region_shrine_of_kurnous	climate_island	0	0
settlement:wh3_main_combi_region_shrine_of_ladrielle	climate_frozen	0	0
settlement:wh3_main_combi_region_shrine_of_loec	climate_island	0	0
settlement:wh3_main_combi_region_shrine_of_sotek	climate_savannah	0	0
settlement:wh3_main_combi_region_shrine_of_the_alchemist	climate_desert	0	140
settlement:wh3_main_combi_region_shroktak_mount	climate_mountain	0	0
settlement:wh3_main_combi_region_silver_pinnacle	climate_mountain	0	66
settlement:wh3_main_combi_region_sjoktraken	climate_frozen	0	0
settlement:wh3_main_combi_region_skavenblight	climate_wasteland	0	346
settlement:wh3_main_combi_region_skeggi	climate_savannah	0	0
settlement:wh3_main_combi_region_skrap_towers	climate_temperate	0	30
settlement:wh3_main_combi_region_slavers_point	climate_frozen	0	322
settlement:wh3_main_combi_region_snake_gate	climate_temperate	0	0
settlement:wh3_main_combi_region_sorcerers_islands	climate_desert	0	0
settlement:wh3_main_combi_region_spektazuma	climate_jungle	0	0
settlement:wh3_main_combi_region_spite_reach	climate_frozen	0	0
settlement:wh3_main_combi_region_spitepeak	climate_mountain	0	0
settlement:wh3_main_combi_region_springs_of_eternal_life	climate_desert	0	0
settlement:wh3_main_combi_region_ssildra_tor	climate_frozen	0	93
settlement:wh3_main_combi_region_statues_of_the_gods	climate_jungle	0	0
settlement:wh3_main_combi_region_steingart	climate_temperate	0	0
settlement:wh3_main_combi_region_stonemine_tower	climate_wasteland	0	0
settlement:wh3_main_combi_region_storag_kor	climate_mountain	0	0
settlement:wh3_main_combi_region_stormhenge	climate_wasteland	0	0
settlement:wh3_main_combi_region_stormvrack_mount	climate_mountain	0	0
settlement:wh3_main_combi_region_subatuun	climate_jungle	0	0
settlement:wh3_main_combi_region_sudenburg	climate_desert	0	0
settlement:wh3_main_combi_region_sulpharets	climate_mountain	0	0
settlement:wh3_main_combi_region_sump_pit	climate_mountain	0	57
settlement:wh3_main_combi_region_sunken_khernarch	climate_wasteland	0	0
settlement:wh3_main_combi_region_swamp_town	climate_savannah	0	0
settlement:wh3_main_combi_region_swartzhafen	climate_temperate	0	0
settlement:wh3_main_combi_region_tai_tzu	climate_mountain	0	0
settlement:wh3_main_combi_region_talabheim	climate_temperate	0	0
settlement:wh3_main_combi_region_temple_avenue_of_gold	climate_jungle	0	0
settlement:wh3_main_combi_region_temple_of_addaioth	climate_frozen	0	0
settlement:wh3_main_combi_region_temple_of_elemental_winds	climate_temperate	0	40
settlement:wh3_main_combi_region_temple_of_heimkel	climate_frozen	0	0
settlement:wh3_main_combi_region_temple_of_kara	climate_jungle	0	0
settlement:wh3_main_combi_region_temple_of_khaine	climate_frozen	0	0
settlement:wh3_main_combi_region_temple_of_skulls	climate_jungle	0	0
settlement:wh3_main_combi_region_temple_of_tlencan	climate_jungle	0	0
settlement:wh3_main_combi_region_teotiqua	climate_jungle	0	0
settlement:wh3_main_combi_region_terracotta_graveyard	climate_temperate	0	167
settlement:wh3_main_combi_region_the_awakening	climate_jungle	0	0
settlement:wh3_main_combi_region_the_black_forests	climate_frozen	0	0
settlement:wh3_main_combi_region_the_black_pillar	climate_frozen	0	0
settlement:wh3_main_combi_region_the_black_pit	climate_mountain	0	0
settlement:wh3_main_combi_region_the_bleeding_spire	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_blighted_grove	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_blood_hall	climate_island	0	0
settlement:wh3_main_combi_region_the_blood_swamps	climate_jungle	0	358
settlement:wh3_main_combi_region_the_bone_gulch	climate_mountain	0	110
settlement:wh3_main_combi_region_the_burning_monolith	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_challenge_stone	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_crystal_spires	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_cursed_jungle	climate_jungle	0	0
settlement:wh3_main_combi_region_the_daemons_stump	climate_wasteland	0	0
settlement:wh3_main_combi_region_the_dust_gate	climate_desert	0	0
settlement:wh3_main_combi_region_the_falls_of_doom	climate_wasteland	0	80
settlement:wh3_main_combi_region_the_fetid_catacombs	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_folly_of_malofex	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_forbidden_citadel	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_forest_of_decay	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_fortress_of_vorag	climate_wasteland	0	0
settlement:wh3_main_combi_region_the_frozen_city	climate_frozen	0	0
settlement:wh3_main_combi_region_the_galleons_graveyard	climate_ocean	0	0
settlement:wh3_main_combi_region_the_gallows_tree	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_gates_of_zharr	climate_wasteland	0	0
settlement:wh3_main_combi_region_the_godless_crater	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_golden_colossus	climate_desert	0	0
settlement:wh3_main_combi_region_the_golden_tower	climate_jungle	0	42
settlement:wh3_main_combi_region_the_great_arena	climate_frozen	0	192
settlement:wh3_main_combi_region_the_haunted_forest	climate_magicforest	0	0
settlement:wh3_main_combi_region_the_high_place	climate_mountain	0	268
settlement:wh3_main_combi_region_the_high_sentinel	climate_savannah	0	0
settlement:wh3_main_combi_region_the_howling_citadel	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_lost_palace	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_maw_gate	climate_mountain	0	0
settlement:wh3_main_combi_region_the_monolith_of_katam	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_monoliths	climate_frozen	0	222
settlement:wh3_main_combi_region_the_moon_shard	climate_frozen	0	0
settlement:wh3_main_combi_region_the_moot	climate_temperate	0	0
settlement:wh3_main_combi_region_the_never_ending_chasm	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_oak_of_ages	climate_magicforest	0	0
settlement:wh3_main_combi_region_the_palace_of_ruin	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_pillars_of_grungni	climate_mountain	0	230
settlement:wh3_main_combi_region_the_sacred_pools	climate_magicforest	0	0
settlement:wh3_main_combi_region_the_sentinel_of_time	climate_savannah	0	0
settlement:wh3_main_combi_region_the_sentinels	climate_wasteland	0	0
settlement:wh3_main_combi_region_the_silvered_tower_of_sorcerers	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_sinhall_monolith	climate_chaotic	0	348
settlement:wh3_main_combi_region_the_skull_carvers_abode	climate_chaotic	0	62
settlement:wh3_main_combi_region_the_southern_sentinels	climate_savannah	0	0
settlement:wh3_main_combi_region_the_star_tower	climate_jungle	0	0
settlement:wh3_main_combi_region_the_tower_of_flies	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_tower_of_khrakk	climate_frozen	0	0
settlement:wh3_main_combi_region_the_tower_of_torment	climate_frozen	0	0
settlement:wh3_main_combi_region_the_twisted_glade	climate_frozen	0	330
settlement:wh3_main_combi_region_the_twisted_towers	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_volary	climate_chaotic	0	0
settlement:wh3_main_combi_region_the_witchwood	climate_magicforest	0	0
settlement:wh3_main_combi_region_the_writhing_fortress	climate_chaotic	0	0
settlement:wh3_main_combi_region_thrice_cursed_peak	climate_mountain	0	102
settlement:wh3_main_combi_region_titans_notch	climate_mountain	0	40
settlement:wh3_main_combi_region_tlanxla	climate_jungle	0	0
settlement:wh3_main_combi_region_tlaqua	climate_jungle	0	185
settlement:wh3_main_combi_region_tlax	climate_jungle	0	0
settlement:wh3_main_combi_region_tlaxtlan	climate_jungle	0	0
settlement:wh3_main_combi_region_tobaro	climate_temperate	0	53
settlement:wh3_main_combi_region_tor_achare	climate_island	0	0
settlement:wh3_main_combi_region_tor_anlec	climate_wasteland	0	344
settlement:wh3_main_combi_region_tor_anroc	climate_island	0	52
settlement:wh3_main_combi_region_tor_dranil	climate_wasteland	0	22
settlement:wh3_main_combi_region_tor_elasor	climate_island	0	0
settlement:wh3_main_combi_region_tor_elyr	climate_island	0	0
settlement:wh3_main_combi_region_tor_finu	climate_island	0	107
settlement:wh3_main_combi_region_tor_koruali	climate_island	0	0
settlement:wh3_main_combi_region_tor_saroir	climate_island	0	0
settlement:wh3_main_combi_region_tor_sethai	climate_island	0	310
settlement:wh3_main_combi_region_tor_surpindar	climate_savannah	0	0
settlement:wh3_main_combi_region_tor_yvresse	climate_island	0	0
settlement:wh3_main_combi_region_tower_of_ashung	climate_jungle	0	0
settlement:wh3_main_combi_region_tower_of_gorgoth	climate_mountain	0	184
settlement:wh3_main_combi_region_tower_of_lysean	climate_island	0	0
settlement:wh3_main_combi_region_tower_of_the_stars	climate_island	0	0
settlement:wh3_main_combi_region_tower_of_the_sun	climate_island	0	0
settlement:wh3_main_combi_region_tralinia	climate_island	0	306
settlement:wh3_main_combi_region_tribeslaughter	climate_frozen	0	0
settlement:wh3_main_combi_region_troll_fjord	climate_frozen	0	0
settlement:wh3_main_combi_region_turtle_gate	climate_temperate	0	0
settlement:wh3_main_combi_region_tyrant_peak	climate_mountain	0	0
settlement:wh3_main_combi_region_ubersreik	climate_temperate	0	0
settlement:wh3_main_combi_region_unicorn_gate	climate_island	0	332
settlement:wh3_main_combi_region_uzkulak	climate_wasteland	0	39
settlement:wh3_main_combi_region_valayas_sorrow	climate_wasteland	0	0
settlement:wh3_main_combi_region_vale_of_titans	climate_mountain	0	0
settlement:wh3_main_combi_region_valley_of_horns	climate_mountain	0	61
settlement:wh3_main_combi_region_varenka_hills	climate_wasteland	0	90
settlement:wh3_main_combi_region_varg_camp	climate_chaotic	0	0
settlement:wh3_main_combi_region_vauls_anvil_loren	climate_magicforest	0	0
settlement:wh3_main_combi_region_vauls_anvil_naggaroth	climate_frozen	0	0
settlement:wh3_main_combi_region_vauls_anvil_ulthuan	climate_island	0	209
settlement:wh3_main_combi_region_venom_glade	climate_frozen	0	0
settlement:wh3_main_combi_region_verdanos	climate_temperate	0	0
settlement:wh3_main_combi_region_village_of_the_moon	climate_temperate	0	0
settlement:wh3_main_combi_region_village_of_the_tigermen	climate_temperate	0	353
settlement:wh3_main_combi_region_vitevo	climate_temperate	0	247
settlement:wh3_main_combi_region_volcanos_heart	climate_chaotic	0	0
settlement:wh3_main_combi_region_volksgrad	climate_frozen	0	170
settlement:wh3_main_combi_region_volulltrax	climate_chaotic	0	352
settlement:wh3_main_combi_region_vulture_mountain	climate_mountain	0	221
settlement:wh3_main_combi_region_waili_village	climate_jungle	0	122
settlement:wh3_main_combi_region_waldenhof	climate_temperate	0	0
settlement:wh3_main_combi_region_waterfall_palace	climate_magicforest	0	0
settlement:wh3_main_combi_region_wei_jin	climate_temperate	0	55
settlement:wh3_main_combi_region_weismund	climate_temperate	0	0
settlement:wh3_main_combi_region_wellsprings_of_eternity	climate_jungle	0	0
settlement:wh3_main_combi_region_weng_chang	climate_mountain	0	247
settlement:wh3_main_combi_region_white_tower_of_hoeth	climate_island	0	182
settlement:wh3_main_combi_region_whitefire_tor	climate_island	0	0
settlement:wh3_main_combi_region_whitepeak	climate_island	0	0
settlement:wh3_main_combi_region_winter_pyre	climate_frozen	0	0
settlement:wh3_main_combi_region_wissenburg	climate_temperate	0	0
settlement:wh3_main_combi_region_wizard_caliphs_palace	climate_desert	0	8
settlement:wh3_main_combi_region_wolfenburg	climate_temperate	0	0
settlement:wh3_main_combi_region_worlds_edge_archway	climate_mountain	0	226
settlement:wh3_main_combi_region_wreckers_point	climate_temperate	0	0
settlement:wh3_main_combi_region_wurtbad	climate_temperate	0	0
settlement:wh3_main_combi_region_xahutec	climate_jungle	0	0
settlement:wh3_main_combi_region_xen_wu	climate_temperate	0	0
settlement:wh3_main_combi_region_xhotl	climate_jungle	0	0
settlement:wh3_main_combi_region_xing_po	climate_mountain	0	0
settlement:wh3_main_combi_region_xlanhuapec	climate_jungle	0	0
settlement:wh3_main_combi_region_xlanzec	climate_savannah	0	0
settlement:wh3_main_combi_region_yetchitch	climate_frozen	0	67
settlement:wh3_main_combi_region_yhetee_peak	climate_mountain	0	28
settlement:wh3_main_combi_region_yuatek	climate_jungle	0	0
settlement:wh3_main_combi_region_zanbaijin	climate_chaotic	0	0
settlement:wh3_main_combi_region_zandri	climate_desert	0	0
settlement:wh3_main_combi_region_zarakzil	climate_mountain	0	95
settlement:wh3_main_combi_region_zavastra	climate_temperate	0	219
settlement:wh3_main_combi_region_zhanshi	climate_temperate	0	0
settlement:wh3_main_combi_region_zharr_naggrund	climate_wasteland	0	47
settlement:wh3_main_combi_region_zhizhu	climate_temperate	0	0
settlement:wh3_main_combi_region_zhufbar	climate_mountain	0	27
settlement:wh3_main_combi_region_ziggurat_of_dawn	climate_jungle	0	0
settlement:wh3_main_combi_region_zlatlan	climate_jungle	0	43
settlement:wh3_main_combi_region_zoishenk	climate_frozen	0	182
settlement:wh3_main_combi_region_zvorak	climate_temperate	0	38
settlement:wh3_prologue_broken_lands_tong_hall	climate_temperate	0	0
settlement:wh3_prologue_canyons_of_gore_gore_town	climate_temperate	0	174
settlement:wh3_prologue_crater_of_lies_the_howling_citadel	climate_temperate	0	0
settlement:wh3_prologue_crimson_vale_hall_of_the_keepers	climate_temperate	0	0
settlement:wh3_prologue_fleshlands_blood_haven	climate_temperate	0	0
settlement:wh3_prologue_frozen_plains_dervingard	climate_temperate	0	101
settlement:wh3_prologue_icecaid_pass_claw_reach	climate_temperate	0	0
settlement:wh3_prologue_mirror_marches_the_loci_palace	climate_temperate	0	89
settlement:wh3_prologue_mountain_pass_kislev_encampment	climate_temperate	0	0
settlement:wh3_prologue_plains_of_brass_the_tah_camp	climate_temperate	0	0
settlement:wh3_prologue_river_of_the_flux_the_fording_place	climate_temperate	0	274
settlement:wh3_prologue_settlement_ice_canyon_beacon_fort	climate_temperate	0	0
settlement:wh3_prologue_the_falls_of_circatrex_the_rookery	climate_temperate	0	217
settlement:wh3_prologue_the_maze_keep_mansion_of_eyes	climate_temperate	0	196
settlement:wh3_prologue_the_scarlet_steppes_the_blood_moot	climate_temperate	0	0
settlement:wh3_prologue_the_void_lands_mansion_of_eyes	climate_temperate	0	0
settlement:wh3_prologue_the_void_steppes_the_monolith_of_the_void	climate_temperate	0	0
settlementwh3_main_combi_region_dawns_light	climate_savannah	0	0
settlementwh3_main_combi_region_deaths_head_monoliths	climate_desert	0	0
settlementwh3_main_combi_region_soteks_trail	climate_jungle	0	0
settlementwh3_main_combi_region_sun_tree_glades	climate_jungle	0	0
